序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
1,臺北市,2012/07/31,松山,0.5,0.14,391.85,12.3,14,27,11.0,8.84,3.97,4.87,1.753,0.035,1.72,27.66,83.59,27.0
2,臺北市,2012/07/31,古亭,1.6,0.22,-,10.1,11,32,10.0,14.03,5.8,8.23,1.754,0.058,1.7,28.13,90.55,32.0
3,臺北市,2012/07/31,中山,0.8,0.28,-,10.4,11,28,20.0,15.52,9.09,6.43,1.824,0.086,1.74,28.76,81.83,28.0
4,臺北市,2012/07/31,大同,1.6,0.52,-,-,-,35,12.0,26.75,17.55,9.19,1.984,0.161,1.82,-,-,35.0
5,臺北市,2012/07/31,萬華,0.9,0.24,-,8.9,10,26,10.0,17.42,8.69,8.74,-,-,-,28.67,81.76,26.0
6,臺北市,2012/07/31,陽明,0.6,0.05,384.07,14.4,17,5,3.0,2.23,1.58,0.62,-,-,-,21.78,100.0,15.0
7,臺北市,2012/07/31,士林,1.3,0.08,-,14.5,16,22,7.0,4.07,1.83,2.24,-,-,-,28.26,75.25,22.0
8,臺北市,2012/07/30,松山,1.2,0.22,397.91,6.8,9,21,9.0,15.7,7.8,7.9,1.856,0.099,1.76,28.17,81.01,21.0
9,臺北市,2012/07/30,古亭,2.1,0.25,-,6.9,8,-,11.0,16.77,8.02,8.75,1.801,0.095,1.71,28.74,86.47,8.0
10,臺北市,2012/07/30,中山,2.1,0.44,-,5.8,8,32,21.0,23.33,14.19,9.14,1.923,0.144,1.78,29.09,81.01,32.0
11,臺北市,2012/07/30,大同,2.3,0.92,-,-,-,38,13.0,44.93,33.93,11.0,2.213,0.355,1.86,-,-,38.0
12,臺北市,2012/07/30,萬華,2.3,0.28,-,5.0,7,22,9.0,23.49,12.7,10.79,-,-,-,28.98,80.35,22.0
13,臺北市,2012/07/30,陽明,0.9,0.05,385.66,10.5,12,5,3.0,1.05,0.37,0.68,-,-,-,21.38,100.0,11.0
14,臺北市,2012/07/30,士林,1.1,0.11,-,10.0,12,22,9.0,6.52,2.55,3.97,-,-,-,29.03,69.58,22.0
15,臺北市,2012/07/29,松山,3.6,0.18,396.62,9.0,10,17,9.0,10.54,4.14,6.4,-,-,-,29.92,65.27,17.0
16,臺北市,2012/07/29,古亭,1.4,0.14,-,10.7,13,29,9.0,9.44,4.51,4.93,1.755,0.052,1.7,31.32,66.35,29.0
17,臺北市,2012/07/29,中山,1.3,0.31,-,8.2,12,19,20.0,18.39,9.04,9.35,1.892,0.11,1.78,31.27,64.41,19.0
18,臺北市,2012/07/29,大同,1.5,0.71,-,-,-,32,13.0,38.11,27.44,10.67,2.109,0.252,1.86,-,-,32.0
19,臺北市,2012/07/29,萬華,1.6,0.21,-,7.4,11,21,10.0,18.4,8.07,10.32,-,-,-,31.09,63.56,21.0
20,臺北市,2012/07/29,陽明,1.9,0.05,384.85,11.3,13,6,5.0,2.25,1.19,1.03,-,-,-,22.26,92.85,12.0
21,臺北市,2012/07/29,士林,0.8,0.1,-,12.8,16,26,10.0,5.07,2.08,2.99,-,-,-,30.67,61.18,26.0
22,臺北市,2012/07/28,松山,0.9,0.18,396.01,11.4,18,18,11.0,8.22,3.02,5.2,-,-,-,30.66,61.15,18.0
23,臺北市,2012/07/28,古亭,1.2,0.17,-,11.2,15,29,10.0,10.46,5.18,5.28,1.749,0.054,1.7,31.51,65.78,29.0
24,臺北市,2012/07/28,中山,0.9,0.31,-,9.1,16,25,17.0,18.64,9.31,9.34,1.893,0.11,1.78,31.69,61.61,25.0
25,臺北市,2012/07/28,大同,1.8,1.12,-,-,-,28,12.0,51.12,38.22,12.9,2.292,0.422,1.87,-,-,28.0
26,臺北市,2012/07/28,萬華,1.5,0.23,-,8.8,15,14,11.0,16.89,7.67,9.22,-,-,-,31.56,61.24,14.0
27,臺北市,2012/07/28,陽明,0.9,0.05,384.8,12.5,15,5,3.0,2.09,0.73,1.32,-,-,-,23.25,86.97,14.0
28,臺北市,2012/07/28,士林,0.9,0.09,-,12.8,17,22,9.0,7.11,3.62,3.49,-,-,-,31.23,57.66,22.0
29,臺北市,2012/07/27,松山,2.5,0.28,407.64,14.2,29,19,11.0,18.36,7.22,11.14,1.925,0.124,1.8,30.03,66.62,28.0
30,臺北市,2012/07/27,古亭,2.6,0.37,-,12.8,25,29,-,20.86,8.54,12.32,1.856,0.135,1.72,30.55,72.52,29.0
31,臺北市,2012/07/27,中山,2.6,0.54,-,11.0,24,21,20.0,31.04,14.87,16.17,2.055,0.21,1.85,30.92,67.67,23.0
32,臺北市,2012/07/27,大同,3.2,1.52,-,-,-,36,15.0,67.73,46.23,21.5,2.503,0.562,1.94,-,-,36.0
33,臺北市,2012/07/27,萬華,2.5,0.39,-,11.4,25,22,11.0,26.45,10.19,16.26,-,-,-,30.65,67.52,26.0
34,臺北市,2012/07/27,陽明,2.2,0.07,387.12,22.5,27,8,7.0,3.6,1.24,2.37,-,-,-,22.48,93.28,27.0
35,臺北市,2012/07/27,士林,1.7,0.22,-,15.9,29,21,8.0,12.47,4.82,7.65,-,-,-,30.13,64.79,27.0
36,臺北市,2012/07/26,松山,3.0,0.33,407.09,7.8,14,16,12.0,26.06,12.41,13.65,1.951,0.16,1.79,27.66,78.58,17.0
37,臺北市,2012/07/26,古亭,3.0,0.52,-,7.3,14,34,-,31.99,14.76,17.23,1.949,0.21,1.74,28.11,84.38,34.0
38,臺北市,2012/07/26,中山,4.7,0.58,-,6.7,12,28,20.0,37.97,18.05,19.91,2.062,0.228,1.84,28.6,78.14,28.0
39,臺北市,2012/07/26,大同,5.6,1.95,-,-,-,38,17.0,82.91,59.2,23.71,2.824,0.851,1.97,-,-,38.0
40,臺北市,2012/07/26,萬華,4.2,0.55,-,6.4,12,25,12.0,35.08,14.73,20.35,-,-,-,28.46,78.12,25.0
41,臺北市,2012/07/26,陽明,1.9,0.06,386.18,14.7,17,5,4.0,3.76,1.42,2.34,-,-,-,21.28,96.73,16.0
