序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","平均風速 WS_HR (m/sec)","平均風向 WD_HR (degress)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
561,臺中市,2007/10/24,西屯,4.0,0.76,-,34.3,84,85,50.0,44.27,14.22,30.05,2.64,0.571,2.07,-,-,25.43,-,64.7,90.0,-
562,臺中市,2007/10/24,忠明,4.5,1.14,-,28.4,79,84,57.0,67.4,23.31,44.09,2.576,0.818,1.76,-,-,26.26,-,66.14,83.0,-
563,臺中市,2007/10/24,大里,4.5,0.85,444.36,37.0,91,99,58.0,38.48,9.69,28.79,2.341,0.535,1.81,-,-,26.63,-,70.74,99.0,-
564,臺中市,2007/10/24,沙鹿,4.3,0.76,-,32.1,77,97,45.0,37.67,10.18,27.5,-,-,-,-,-,26.62,-,72.62,78.0,-
565,臺中市,2007/10/24,豐原,4.6,0.79,-,42.7,85,81,47.0,30.43,3.19,27.23,2.173,0.459,1.71,-,-,26.28,-,66.32,84.0,-
566,臺中市,2007/10/23,西屯,3.2,0.58,-,33.5,80,73,44.0,-,-,-,2.325,0.344,1.98,-,-,23.82,-,67.14,84.0,-
567,臺中市,2007/10/23,忠明,3.8,0.8,-,31.8,81,80,55.0,48.73,17.53,31.2,2.227,0.568,1.66,-,-,24.35,-,69.96,87.0,-
568,臺中市,2007/10/23,大里,4.9,0.83,438.74,35.6,89,93,52.0,37.95,9.62,28.33,2.3,0.523,1.78,-,-,25.03,-,67.36,96.0,-
569,臺中市,2007/10/23,沙鹿,4.0,0.52,-,26.8,64,70,36.0,31.14,7.18,23.97,-,-,-,-,-,25.04,-,71.71,74.0,-
570,臺中市,2007/10/23,豐原,-,0.71,-,27.6,72,79,46.0,30.62,3.41,27.21,2.076,0.395,1.68,-,-,24.51,-,71.44,79.0,-
571,臺中市,2007/10/22,西屯,6.1,0.76,-,22.6,64,88,54.0,-,-,-,2.504,0.401,2.1,-,-,23.94,-,65.58,72.0,-
572,臺中市,2007/10/22,忠明,5.1,0.81,-,33.0,76,85,58.0,41.83,11.73,30.1,2.127,0.485,1.64,-,-,24.42,-,67.62,74.0,-
573,臺中市,2007/10/22,大里,5.2,0.75,425.41,32.3,78,94,56.0,33.48,6.86,26.62,2.097,0.365,1.73,-,-,24.81,-,63.34,79.0,-
574,臺中市,2007/10/22,沙鹿,4.7,0.58,-,25.4,66,96,43.0,37.95,8.94,29.01,-,-,-,-,-,24.81,-,70.13,78.0,-
575,臺中市,2007/10/22,豐原,5.0,0.7,-,27.5,71,80,44.0,29.17,3.45,25.72,2.005,0.308,1.7,-,-,24.6,-,68.23,65.0,-
576,臺中市,2007/10/21,西屯,2.4,0.52,-,36.2,72,75,49.0,24.16,2.91,21.25,2.119,0.175,1.94,-,-,23.32,-,59.54,72.0,-
577,臺中市,2007/10/21,忠明,4.0,0.75,-,32.4,76,81,60.0,37.12,7.51,29.6,2.056,0.38,1.68,-,-,23.69,-,63.14,80.0,-
578,臺中市,2007/10/21,大里,5.9,0.68,422.79,30.5,77,90,57.0,33.07,6.45,26.63,2.029,0.27,1.76,-,-,23.86,-,58.13,78.0,-
579,臺中市,2007/10/21,沙鹿,3.6,0.49,-,32.9,61,108,46.0,22.36,2.3,20.05,-,-,-,-,-,24.02,-,64.99,79.0,-
580,臺中市,2007/10/21,豐原,2.7,0.56,-,36.2,68,73,44.0,20.18,1.93,18.24,1.904,0.224,1.68,-,-,23.9,-,64.65,71.0,-
581,臺中市,2007/10/20,西屯,3.0,0.32,-,49.7,68,66,43.0,12.07,0.92,11.08,1.936,0.061,1.88,-,-,21.59,-,52.92,67.0,-
582,臺中市,2007/10/20,忠明,3.6,0.45,-,40.5,63,68,47.0,21.14,1.71,19.42,1.751,0.194,1.56,-,-,21.93,-,56.75,65.0,-
583,臺中市,2007/10/20,大里,5.7,0.61,416.48,31.1,66,86,52.0,29.07,5.23,23.84,1.985,0.259,1.73,-,-,22.21,-,56.33,68.0,-
584,臺中市,2007/10/20,沙鹿,4.0,0.3,-,57.2,75,98,40.0,10.4,0.68,9.68,-,-,-,-,-,22.98,-,55.35,74.0,-
585,臺中市,2007/10/20,豐原,3.7,0.42,-,43.8,62,72,38.0,14.08,1.06,13.01,1.778,0.127,1.65,-,-,21.59,-,60.09,62.0,-
586,臺中市,2007/10/19,西屯,2.5,0.29,-,51.2,71,55,31.0,13.59,0.96,12.61,1.981,0.106,1.88,-,-,22.36,-,57.33,70.0,-
587,臺中市,2007/10/19,忠明,3.1,0.39,-,44.9,64,59,36.0,20.99,2.38,18.61,1.759,0.21,1.55,-,-,22.82,-,61.08,68.0,-
588,臺中市,2007/10/19,大里,3.1,0.46,404.66,40.6,65,61,32.0,21.09,2.46,18.62,1.863,0.213,1.65,-,-,23.66,-,53.27,66.0,-
589,臺中市,2007/10/19,沙鹿,4.1,0.28,-,52.3,70,90,27.0,15.25,1.08,14.17,-,-,-,-,-,23.57,-,60.34,72.0,-
590,臺中市,2007/10/19,豐原,5.1,0.38,-,42.4,59,54,28.0,18.25,1.98,16.25,1.765,0.136,1.63,-,-,22.63,-,64.0,60.0,-
591,臺中市,2007/10/18,西屯,2.3,0.32,-,43.7,57,54,35.0,14.56,1.0,13.54,1.944,0.08,1.86,-,-,22.52,-,61.72,54.0,-
592,臺中市,2007/10/18,忠明,2.9,0.48,-,33.6,55,51,37.0,21.15,1.87,19.28,1.787,0.234,1.55,-,-,22.96,-,65.61,57.0,-
593,臺中市,2007/10/18,大里,4.0,0.62,413.84,26.7,60,67,40.0,28.74,4.45,24.29,2.013,0.304,1.71,-,-,23.7,-,60.06,67.0,-
594,臺中市,2007/10/18,沙鹿,3.7,0.29,-,49.1,59,74,30.0,14.1,0.91,13.16,-,-,-,-,-,23.64,-,63.79,62.0,-
595,臺中市,2007/10/18,豐原,3.6,0.4,-,35.7,52,54,27.0,16.95,2.6,14.34,1.768,0.15,1.62,-,-,22.97,-,68.04,54.0,-
596,臺中市,2007/10/17,西屯,2.0,0.32,-,44.6,53,53,31.0,13.79,1.49,12.32,1.937,0.067,1.87,-,-,22.26,-,62.59,52.0,-
597,臺中市,2007/10/17,忠明,2.6,0.42,-,37.2,50,48,29.0,17.52,1.49,15.99,1.69,0.137,1.55,-,-,22.66,-,64.34,49.0,-
598,臺中市,2007/10/17,大里,2.9,0.47,412.7,28.9,50,56,34.0,21.33,3.45,17.88,1.953,0.257,1.7,-,-,23.22,-,60.08,53.0,-
599,臺中市,2007/10/17,沙鹿,3.1,0.3,-,48.9,55,75,27.0,12.74,0.91,11.81,-,-,-,-,-,23.47,-,64.08,62.0,-
600,臺中市,2007/10/17,豐原,3.5,0.4,-,39.5,44,50,23.0,14.05,1.7,12.31,1.754,0.132,1.62,-,-,22.4,-,67.52,50.0,-
601,臺中市,2007/10/16,西屯,1.9,0.39,-,48.3,51,65,40.0,12.14,0.61,11.57,2.015,0.135,1.88,-,-,22.42,-,63.11,58.0,-
602,臺中市,2007/10/16,忠明,2.8,0.47,-,36.6,43,58,36.0,17.51,1.22,16.28,1.716,0.147,1.57,-,-,22.89,-,64.83,54.0,-
603,臺中市,2007/10/16,大里,2.7,0.49,408.73,34.9,55,59,36.0,17.03,1.34,15.69,1.846,0.179,1.67,-,-,23.83,-,57.87,54.0,-
604,臺中市,2007/10/16,沙鹿,3.7,0.37,-,52.7,61,107,38.0,12.55,0.74,11.77,-,-,-,-,-,23.44,-,65.84,78.0,-
605,臺中市,2007/10/16,豐原,2.7,0.43,-,41.6,50,56,28.0,13.32,1.54,11.77,1.781,0.134,1.65,-,-,22.74,-,67.59,53.0,-
606,臺中市,2007/10/15,西屯,1.6,0.27,-,42.2,48,42,20.0,9.75,0.95,8.77,1.922,0.062,1.86,-,-,23.13,-,63.09,46.0,-
607,臺中市,2007/10/15,忠明,2.3,0.36,-,34.6,44,35,17.0,17.55,1.7,15.85,1.703,0.16,1.54,-,-,23.62,-,66.01,44.0,-
608,臺中市,2007/10/15,大里,2.4,0.43,400.23,32.1,47,36,18.0,17.02,1.3,15.71,1.809,0.16,1.65,-,-,24.78,-,58.58,47.0,-
609,臺中市,2007/10/15,沙鹿,3.2,0.26,-,45.3,51,61,18.0,10.69,1.06,9.62,-,-,-,-,-,24.3,-,64.54,56.0,-
610,臺中市,2007/10/15,豐原,-,-,-,-,40,45,17.0,-,-,-,-,-,-,-,-,-,-,-,45.0,-
611,臺中市,2007/10/14,西屯,1.7,0.28,-,41.6,51,39,17.0,9.91,0.72,9.14,1.913,0.043,1.87,-,-,23.8,-,68.55,48.0,-
612,臺中市,2007/10/14,豐原,2.4,0.3,-,34.2,42,34,11.0,10.89,1.86,9.02,1.674,0.069,1.61,-,-,24.3,-,72.6,40.0,-
613,臺中市,2007/10/14,沙鹿,3.1,0.27,-,43.7,53,70,17.0,9.7,0.87,8.82,-,-,-,-,-,24.87,-,71.2,60.0,-
614,臺中市,2007/10/14,大里,2.3,0.4,404.46,27.6,48,39,20.0,15.57,1.55,14.02,1.806,0.137,1.67,-,-,25.42,-,62.38,46.0,-
615,臺中市,2007/10/14,忠明,1.9,0.31,-,32.8,46,36,19.0,14.66,1.86,12.8,1.613,0.102,1.51,-,-,24.36,-,70.29,45.0,-
616,臺中市,2007/10/13,西屯,1.8,0.35,-,35.8,51,40,22.0,10.92,0.92,9.95,1.952,0.068,1.88,-,-,24.85,-,70.48,51.0,-
617,臺中市,2007/10/13,豐原,1.7,0.38,-,27.6,43,39,16.0,12.52,1.76,10.76,1.718,0.098,1.62,-,-,25.24,-,76.61,46.0,-
618,臺中市,2007/10/13,忠明,2.1,0.43,-,28.6,49,40,23.0,16.43,2.77,13.65,1.664,0.158,1.51,-,-,25.3,-,73.37,52.0,-
619,臺中市,2007/10/13,大里,2.4,0.47,410.21,26.4,57,41,25.0,18.83,2.75,16.08,1.865,0.189,1.68,-,-,26.51,-,66.73,72.0,-
620,臺中市,2007/10/13,沙鹿,3.1,0.35,-,37.5,51,74,20.0,11.86,1.05,10.78,-,-,-,-,-,25.85,-,73.32,62.0,-
621,臺中市,2007/10/12,西屯,2.2,0.34,-,31.6,46,38,22.0,15.72,1.56,14.15,2.011,0.117,1.89,-,-,24.72,-,75.21,47.0,-
622,臺中市,2007/10/12,豐原,3.7,0.41,-,21.6,36,36,20.0,20.78,3.59,17.19,1.788,0.159,1.63,-,-,25.02,-,80.63,38.0,-
623,臺中市,2007/10/12,忠明,2.5,0.44,-,23.0,43,39,25.0,23.19,2.91,20.27,1.746,0.252,1.49,-,-,25.1,-,77.37,46.0,-
624,臺中市,2007/10/12,大里,2.6,0.55,410.88,15.7,43,41,23.0,25.62,1.75,23.88,1.938,0.263,1.68,-,-,26.52,-,69.64,42.0,-
625,臺中市,2007/10/12,沙鹿,3.6,0.31,-,32.0,47,79,20.0,16.8,1.72,15.07,-,-,-,-,-,25.6,-,79.55,64.0,-
626,臺中市,2007/10/11,西屯,2.2,0.34,-,28.0,50,45,23.0,16.75,1.21,15.53,2.064,0.144,1.92,-,-,24.82,-,74.56,54.0,-
627,臺中市,2007/10/11,豐原,3.7,0.42,-,19.8,42,51,24.0,22.37,4.71,17.66,1.85,0.192,1.66,-,-,25.26,-,80.2,51.0,-
628,臺中市,2007/10/11,忠明,2.8,0.49,-,22.7,49,48,31.0,23.92,4.28,19.64,1.839,0.299,1.54,-,-,25.11,-,77.89,58.0,-
629,臺中市,2007/10/11,大里,3.2,0.64,414.34,24.7,62,59,31.0,27.09,4.8,22.29,2.041,0.334,1.71,-,-,26.76,-,70.02,71.0,-
630,臺中市,2007/10/11,沙鹿,3.8,0.3,-,28.1,47,89,20.0,16.96,1.05,15.91,-,-,-,-,-,25.53,-,78.83,70.0,-
631,臺中市,2007/10/10,西屯,2.2,0.35,-,29.0,50,38,23.0,13.53,1.41,12.12,2.056,0.12,1.94,-,-,24.91,-,73.67,51.0,-
632,臺中市,2007/10/10,豐原,3.1,0.43,-,22.4,44,45,24.0,17.03,3.71,13.32,1.802,0.162,1.64,-,-,25.45,-,78.78,51.0,-
633,臺中市,2007/10/10,忠明,2.5,0.46,-,23.7,49,41,27.0,19.32,2.7,16.63,1.765,0.22,1.55,-,-,25.31,-,76.71,53.0,-
634,臺中市,2007/10/10,大里,3.4,0.65,418.56,22.9,54,55,32.0,27.81,6.85,20.96,2.062,0.322,1.74,-,-,26.57,-,70.39,61.0,-
635,臺中市,2007/10/10,沙鹿,3.2,0.35,-,29.8,51,78,21.0,15.4,1.28,14.12,-,-,-,-,-,25.42,-,79.41,64.0,-
636,臺中市,2007/10/09,豐原,5.1,0.6,-,15.9,26,43,20.0,24.59,5.92,18.65,1.972,0.259,1.71,-,-,24.39,-,81.77,43.0,-
637,臺中市,2007/10/09,西屯,-,0.51,-,21.9,34,39,23.0,18.54,3.74,14.79,2.168,0.201,1.97,-,-,23.91,-,77.6,41.0,-
638,臺中市,2007/10/09,忠明,2.7,0.67,-,16.4,35,41,26.0,25.43,3.81,21.62,1.952,0.373,1.58,-,-,24.51,-,79.02,41.0,-
639,臺中市,2007/10/09,大里,3.6,0.78,422.47,18.6,40,51,30.0,28.92,7.77,21.15,2.144,0.405,1.74,-,-,26.18,-,73.14,50.0,-
640,臺中市,2007/10/09,沙鹿,2.2,0.43,-,25.3,35,54,17.0,15.48,1.9,13.58,-,-,-,-,-,24.62,-,80.74,52.0,-
641,臺中市,2007/10/08,豐原,2.6,0.65,-,36.8,43,74,50.0,19.62,1.68,17.94,2.162,0.403,1.76,-,-,25.38,-,83.82,62.0,-
642,臺中市,2007/10/08,西屯,-,0.79,-,21.3,35,86,62.0,44.75,10.03,34.69,2.313,0.35,1.96,-,-,25.15,-,82.02,68.0,-
643,臺中市,2007/10/08,忠明,3.3,0.99,-,29.3,44,76,62.0,32.36,4.35,28.01,2.079,0.463,1.62,-,-,25.72,-,79.59,63.0,-
644,臺中市,2007/10/08,大里,5.3,0.83,414.1,31.4,46,83,61.0,26.12,4.74,21.38,2.287,0.582,1.7,-,-,26.81,-,75.86,66.0,-
645,臺中市,2007/10/08,沙鹿,5.9,0.58,-,40.3,49,172,60.0,21.76,1.22,20.55,-,-,-,-,-,26.88,-,82.36,111.0,-
646,臺中市,2007/10/07,豐原,0.9,0.29,-,38.6,47,36,22.0,5.74,0.62,5.11,1.792,0.051,1.74,-,-,23.81,-,91.44,42.0,-
647,臺中市,2007/10/07,沙鹿,1.9,0.3,-,38.7,47,87,28.0,8.04,0.6,7.41,-,-,-,-,-,25.06,-,91.14,68.0,-
648,臺中市,2007/10/07,忠明,1.7,0.39,-,32.6,39,36,28.0,12.21,1.06,11.14,1.652,0.099,1.55,-,-,23.74,-,90.06,36.0,-
649,臺中市,2007/10/07,大里,1.8,0.33,394.75,38.5,49,33,23.0,7.37,1.99,5.38,1.695,0.062,1.63,-,-,23.42,-,86.29,42.0,-
650,臺中市,2007/10/07,西屯,2.2,0.32,-,34.8,45,35,26.0,10.92,0.62,10.27,1.926,0.027,1.9,-,-,23.76,-,88.75,39.0,-
651,臺中市,2007/10/06,豐原,0.9,0.14,-,28.3,30,29,7.0,3.92,0.38,3.54,1.602,0.008,1.59,-,-,25.46,-,89.99,29.0,-
652,臺中市,2007/10/06,沙鹿,0.8,0.17,-,34.6,37,-,10.0,1.8,0.62,1.16,-,-,-,-,-,26.76,-,89.72,32.0,-
653,臺中市,2007/10/06,忠明,1.2,0.12,-,28.6,30,24,10.0,3.75,0.76,2.97,1.487,0.033,1.45,-,-,25.58,-,87.66,27.0,-
654,臺中市,2007/10/06,大里,1.4,0.15,387.67,28.2,31,23,11.0,4.07,1.15,2.92,1.579,0.018,1.56,-,-,25.78,-,82.26,27.0,-
655,臺中市,2007/10/06,西屯,1.3,0.13,-,32.1,34,25,10.0,2.23,0.4,1.77,-,-,-,-,-,25.65,-,84.83,30.0,-
656,臺中市,2007/10/05,忠明,1.8,0.27,-,19.5,25,40,16.0,13.8,1.64,12.14,1.652,0.161,1.49,-,-,26.9,-,72.16,40.0,-
657,臺中市,2007/10/05,豐原,2.1,0.24,-,20.6,25,37,10.0,10.71,1.98,8.73,1.722,0.083,1.64,-,-,26.82,-,75.52,37.0,-
658,臺中市,2007/10/05,大里,2.2,0.43,416.22,17.0,28,44,24.0,17.21,5.43,11.78,1.903,0.222,1.68,-,-,27.59,-,68.49,44.0,-
659,臺中市,2007/10/05,西屯,2.2,0.22,-,23.7,26,52,15.0,10.45,1.57,8.88,1.891,0.073,1.82,-,-,26.58,-,71.05,51.0,-
660,臺中市,2007/10/05,沙鹿,1.6,0.18,-,29.9,31,70,13.0,6.42,0.87,5.48,-,-,-,-,-,27.75,-,77.33,60.0,-
661,臺中市,2007/10/04,忠明,2.9,0.46,-,25.6,57,51,31.0,23.34,4.38,18.96,1.846,0.3,1.55,-,-,28.28,-,68.72,59.0,-
662,臺中市,2007/10/04,豐原,3.5,0.44,-,24.8,47,54,28.0,19.15,4.8,14.35,1.903,0.196,1.71,-,-,28.52,-,70.88,52.0,-
663,臺中市,2007/10/04,大里,3.5,0.5,426.05,31.9,69,69,42.0,21.94,3.38,18.55,1.988,0.276,1.71,-,-,29.44,-,63.56,69.0,-
664,臺中市,2007/10/04,西屯,1.6,0.38,-,27.0,53,49,29.0,16.44,4.04,12.4,2.078,0.164,1.92,-,-,27.79,-,66.28,54.0,-
665,臺中市,2007/10/04,沙鹿,2.2,0.31,-,25.8,46,69,22.0,13.74,2.12,11.62,-,-,-,-,-,28.92,-,70.27,60.0,-
666,臺中市,2007/10/03,忠明,5.0,0.51,-,39.2,83,69,43.0,25.95,4.31,21.63,1.87,0.306,1.56,-,-,28.9,-,71.18,89.0,-
667,臺中市,2007/10/03,豐原,4.9,0.56,-,38.2,81,75,45.0,21.28,1.73,19.54,1.999,0.315,1.68,-,-,29.36,-,71.98,81.0,-
668,臺中市,2007/10/03,大里,5.3,0.6,431.51,36.9,81,84,53.0,26.11,5.25,20.85,2.1,0.405,1.7,-,-,29.75,-,67.58,86.0,-
669,臺中市,2007/10/03,西屯,4.8,0.43,-,36.7,79,67,42.0,24.61,4.04,20.58,2.165,0.265,1.9,-,-,28.52,-,69.05,82.0,-
670,臺中市,2007/10/03,沙鹿,6.4,0.41,-,35.4,75,129,39.0,20.22,1.38,18.83,-,-,-,-,-,29.89,-,72.97,90.0,-
671,臺中市,2007/10/02,忠明,5.8,0.64,-,50.1,83,78,51.0,28.34,1.47,26.86,1.919,0.379,1.54,-,-,29.51,-,66.87,84.0,-
672,臺中市,2007/10/02,豐原,6.3,0.67,-,46.7,78,84,53.0,23.13,1.1,22.0,2.036,0.35,1.69,-,-,29.89,-,68.34,80.0,-
673,臺中市,2007/10/02,大里,6.2,0.63,426.26,50.5,84,86,54.0,21.27,1.99,19.28,1.933,0.298,1.64,-,-,29.95,-,64.63,85.0,-
674,臺中市,2007/10/02,西屯,7.2,0.55,-,47.0,79,80,51.0,25.21,2.11,23.1,2.381,0.401,1.98,-,-,28.91,-,66.87,78.0,-
675,臺中市,2007/10/02,沙鹿,6.0,0.54,-,52.4,81,135,47.0,20.68,1.1,19.57,-,-,-,-,-,30.5,-,69.5,92.0,-
676,臺中市,2007/10/01,忠明,5.9,0.81,-,52.1,88,95,67.0,31.24,1.39,29.84,2.033,0.359,1.68,-,-,29.42,-,69.63,86.0,-
677,臺中市,2007/10/01,豐原,6.7,0.81,-,59.0,92,102,70.0,24.88,0.8,24.03,2.17,0.375,1.8,-,-,29.96,-,71.44,85.0,-
678,臺中市,2007/10/01,大里,5.9,0.7,450.4,48.8,94,102,68.0,24.66,3.39,21.27,2.132,0.395,1.74,-,-,30.1,-,66.73,115.0,-
679,臺中市,2007/10/01,西屯,6.4,0.63,-,40.0,76,89,59.0,27.93,2.69,25.25,2.408,0.343,2.07,-,-,28.84,-,67.77,78.0,-
680,臺中市,2007/10/01,沙鹿,8.2,0.66,-,39.3,71,145,54.0,29.16,1.98,27.18,-,-,-,-,-,30.72,-,68.38,98.0,-
681,臺南市,2007/10/31,新營,4.7,0.4,-,34.1,74,99,46.0,19.76,3.38,16.46,2.061,0.167,1.89,-,-,25.02,-,79.35,84.0,-
682,臺南市,2007/10/31,臺南,5.8,0.59,-,43.2,83,87,46.0,26.13,3.33,22.8,2.009,0.42,1.59,-,-,25.86,-,79.63,99.0,-
683,臺南市,2007/10/31,安南,5.4,0.44,-,26.3,62,93,50.0,30.1,4.91,25.18,2.187,0.23,1.96,-,-,25.69,-,-,72.0,-
684,臺南市,2007/10/31,善化,5.9,0.44,413.18,42.5,90,100,46.0,22.71,3.62,19.09,-,-,-,-,-,26.29,-,87.08,113.0,-
685,臺南市,2007/10/30,新營,4.9,0.43,-,31.4,66,120,41.0,24.23,5.81,18.41,1.975,0.18,1.8,-,-,25.18,-,73.53,85.0,-
686,臺南市,2007/10/30,臺南,4.9,0.56,-,39.2,80,90,39.0,24.81,2.78,22.02,2.279,0.5,1.78,-,-,25.95,-,73.51,89.0,-
687,臺南市,2007/10/30,安南,5.0,0.4,-,26.5,53,100,40.0,28.25,3.24,25.0,2.151,0.241,1.91,-,-,25.89,-,66.72,75.0,-
688,臺南市,2007/10/30,善化,5.3,0.4,409.99,40.6,81,107,40.0,22.17,3.01,19.16,-,-,-,-,-,26.56,-,81.75,83.0,-
689,臺南市,2007/10/29,新營,-,-,-,-,83,-,-,-,-,-,-,-,-,-,-,-,-,-,83.0,-
690,臺南市,2007/10/29,臺南,4.4,0.51,-,45.6,86,72,49.0,22.42,1.29,21.09,-,-,-,-,-,25.77,-,73.19,93.0,-
691,臺南市,2007/10/29,善化,4.8,0.43,423.44,42.1,82,104,46.0,19.56,2.81,16.76,-,-,-,-,-,25.4,-,83.68,91.0,-
692,臺南市,2007/10/29,安南,4.7,0.4,-,28.3,57,93,46.0,25.18,2.21,22.96,2.159,0.184,1.98,-,-,25.34,-,66.43,72.0,-
693,臺南市,2007/10/28,臺南,4.6,0.47,-,47.8,74,68,48.0,21.52,1.14,20.38,-,-,-,-,-,25.21,-,72.42,68.0,-
694,臺南市,2007/10/28,安南,4.9,0.44,-,33.1,51,88,48.0,26.12,3.53,22.57,2.227,0.224,2.0,-,-,25.23,-,66.85,69.0,-
695,臺南市,2007/10/28,善化,4.3,0.4,415.81,49.7,77,85,46.0,16.09,2.52,13.57,-,-,-,-,-,25.16,-,83.17,80.0,-
696,臺南市,2007/10/28,新營,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
697,臺南市,2007/10/27,新營,4.9,0.41,-,43.6,75,96,48.0,18.21,2.37,15.81,2.091,0.11,1.98,-,-,24.39,-,67.63,73.0,-
698,臺南市,2007/10/27,安南,5.6,0.42,-,31.2,57,87,47.0,26.05,2.31,23.72,2.069,0.192,1.88,-,-,25.07,-,64.46,68.0,-
699,臺南市,2007/10/27,臺南,6.0,0.52,-,46.5,88,81,49.0,26.04,1.99,24.03,-,-,-,-,-,25.11,-,69.54,84.0,-
700,臺南市,2007/10/27,善化,6.3,0.41,404.14,45.4,83,92,48.0,21.42,2.71,18.71,-,-,-,-,-,25.24,-,80.91,79.0,-
701,臺南市,2007/10/26,安南,5.4,0.45,-,30.7,61,110,60.0,26.24,4.57,21.67,2.149,0.251,1.9,-,-,26.11,-,69.64,80.0,-
702,臺南市,2007/10/26,善化,4.6,0.46,412.71,45.8,91,116,53.0,21.73,3.65,18.09,-,-,-,-,-,26.46,-,85.1,94.0,-
703,臺南市,2007/10/26,新營,5.0,0.47,-,36.7,79,115,53.0,23.62,5.25,18.32,2.211,0.189,2.02,-,-,25.35,-,74.09,87.0,-
704,臺南市,2007/10/26,臺南,5.1,0.48,-,45.9,91,72,54.0,23.63,2.3,21.32,-,-,-,-,-,26.28,-,74.25,86.0,-
705,臺南市,2007/10/25,善化,6.0,0.43,429.53,55.9,98,124,69.0,17.18,2.33,14.85,-,-,-,-,-,26.54,-,86.68,120.0,-
706,臺南市,2007/10/25,安南,7.2,0.55,-,32.9,63,-,71.0,27.45,1.71,25.74,2.281,0.4,1.88,-,-,26.58,-,73.55,62.0,-
707,臺南市,2007/10/25,臺南,6.8,0.56,-,53.6,91,83,61.0,23.89,1.32,22.57,1.97,0.353,1.62,-,-,26.44,-,77.01,95.0,-
708,臺南市,2007/10/25,新營,6.0,0.51,-,54.6,95,151,57.0,-,-,-,2.28,0.175,2.11,-,-,25.83,-,74.87,116.0,-
709,臺南市,2007/10/24,新營,5.9,0.57,-,45.4,110,123,52.0,-,-,-,2.457,0.226,2.23,-,-,25.43,-,73.92,111.0,-
710,臺南市,2007/10/24,臺南,5.6,0.66,-,73.3,121,79,60.0,25.68,1.65,24.03,2.016,0.406,1.61,-,-,25.83,-,74.21,142.0,-
711,臺南市,2007/10/24,善化,6.2,0.55,444.02,59.2,117,118,69.0,-,-,-,-,-,-,-,-,25.51,-,86.41,139.0,-
712,臺南市,2007/10/24,安南,7.6,0.55,-,36.3,82,-,57.0,32.66,3.3,29.37,2.377,0.364,2.01,-,-,25.77,-,74.28,86.0,-
713,臺南市,2007/10/23,善化,6.1,0.43,416.4,44.5,93,84,44.0,28.79,6.82,21.98,-,-,-,-,-,24.84,-,82.37,91.0,-
714,臺南市,2007/10/23,安南,6.6,0.4,-,30.5,60,79,35.0,31.04,5.88,25.16,2.165,0.248,1.92,-,-,25.14,-,68.39,67.0,-
715,臺南市,2007/10/23,臺南,6.2,0.52,-,40.4,81,48,39.0,30.88,5.1,25.78,2.073,0.381,1.69,-,-,25.19,-,69.07,91.0,-
716,臺南市,2007/10/23,新營,-,-,-,-,101,-,-,-,-,-,-,-,-,-,-,-,-,-,116.0,-
717,臺南市,2007/10/22,善化,5.4,0.38,415.34,51.6,92,84,46.0,18.18,1.73,16.44,-,-,-,-,-,25.66,-,82.41,101.0,-
718,臺南市,2007/10/22,安南,4.7,0.43,-,31.7,61,85,48.0,26.54,2.12,24.43,2.116,0.195,1.92,-,-,25.37,-,67.84,68.0,-
719,臺南市,2007/10/22,臺南,4.8,0.56,-,53.2,83,59,49.0,26.27,1.43,24.81,2.559,0.464,2.1,-,-,25.82,-,66.32,79.0,-
720,臺南市,2007/10/22,新營,4.7,0.45,-,44.8,81,105,52.0,17.67,2.25,15.44,2.205,0.13,2.08,-,-,24.76,-,68.05,94.0,-
721,臺南市,2007/10/21,臺南,4.5,0.55,-,45.8,74,62,48.0,27.31,3.44,23.86,2.81,0.522,2.29,-,-,24.47,-,65.06,69.0,-
722,臺南市,2007/10/21,安南,4.6,0.48,-,33.2,54,89,48.0,28.25,2.85,25.41,2.131,0.18,1.95,-,-,24.24,-,64.21,70.0,-
723,臺南市,2007/10/21,善化,4.8,0.43,414.69,46.2,85,91,51.0,21.24,2.81,18.42,-,-,-,-,-,24.86,-,80.98,78.0,-
724,臺南市,2007/10/21,新營,4.3,0.47,-,43.6,78,101,52.0,17.13,1.3,15.82,2.409,0.171,2.24,-,-,23.7,-,64.84,76.0,-
725,臺南市,2007/10/20,善化,5.8,0.44,406.6,47.5,88,129,67.0,21.53,2.17,19.36,-,-,-,-,-,24.18,-,80.36,90.0,-
726,臺南市,2007/10/20,安南,6.3,0.45,-,33.6,64,126,63.0,29.59,2.72,26.85,2.114,0.183,1.93,-,-,23.47,-,64.31,88.0,-
