序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
1,臺北市,2010/07/31,松山,5.3,0.49,409.4,27.4,60,39,23.0,37.78,10.74,27.04,2.254,0.216,2.04,29.89,70.14,62.0
2,臺北市,2010/07/31,古亭,3.4,0.59,-,27.8,61,41,24.0,28.95,8.58,20.37,2.101,0.218,1.88,30.14,74.75,71.0
3,臺北市,2010/07/31,中山,4.3,0.68,-,22.3,47,43,30.0,38.21,11.47,26.74,2.126,0.213,1.91,30.28,70.93,58.0
4,臺北市,2010/07/31,萬華,3.7,0.61,-,22.5,46,34,20.0,34.39,8.28,26.12,-,-,-,30.3,72.36,73.0
5,臺北市,2010/07/31,陽明,3.4,0.17,386.71,35.3,44,20,15.0,6.47,1.07,5.4,-,-,-,21.94,91.87,44.0
6,臺北市,2010/07/31,士林,4.1,0.47,-,23.4,50,46,18.0,24.67,5.59,19.08,-,-,-,29.82,63.87,63.0
7,臺北市,2010/07/30,松山,4.4,0.69,413.38,14.2,41,36,23.0,50.65,18.51,32.14,2.34,0.356,1.98,29.08,75.34,52.0
8,臺北市,2010/07/30,古亭,1.9,0.77,-,19.3,42,40,21.0,37.36,13.54,23.82,2.233,0.317,1.92,29.2,79.72,50.0
9,臺北市,2010/07/30,中山,3.1,0.99,-,13.9,34,41,31.0,52.04,21.38,30.66,2.36,0.362,2.0,29.79,74.27,41.0
10,臺北市,2010/07/30,萬華,2.9,0.8,-,17.1,39,29,19.0,40.17,13.14,27.04,-,-,-,29.64,76.27,49.0
11,臺北市,2010/07/30,陽明,2.2,0.15,384.88,32.0,46,14,10.0,5.99,0.87,5.1,-,-,-,21.61,90.27,55.0
