序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
1,臺北市,2003/12/31,松山,7.4,0.88,414.03,36.8,-,135,-,28.47,1.7,26.77,-,-,-,17.41,-,-,92.0,-
2,臺北市,2003/12/31,古亭,5.7,0.94,-,27.3,-,128,-,48.13,8.99,39.14,-,-,-,17.56,-,70.01,89.0,-
3,臺北市,2003/12/31,中山,7.0,1.12,-,27.7,-,138,-,55.06,16.48,38.58,2.393,0.61,1.78,19.84,-,72.15,94.0,-
4,臺北市,2003/12/31,大同,7.1,1.06,-,-,-,122,-,60.53,21.9,38.63,2.993,0.48,2.51,18.08,-,-,86.0,-
5,臺北市,2003/12/31,萬華,7.0,0.9,-,31.9,-,140,94.9,33.34,4.47,28.87,-,-,-,18.29,-,73.57,95.0,-
6,臺北市,2003/12/31,陽明,4.8,0.36,372.84,59.8,-,63,-,5.93,0.24,5.68,-,-,-,12.23,-,-,65.0,-
7,臺北市,2003/12/31,士林,6.4,0.62,-,39.0,-,90,-,26.64,4.88,21.76,-,-,-,17.21,-,75.78,70.0,-
8,臺北市,2003/12/30,松山,7.2,1.22,431.91,16.2,-,76,-,71.8,30.94,40.86,-,-,-,19.19,-,-,64.0,-
9,臺北市,2003/12/30,古亭,5.8,1.33,-,8.2,-,76,-,86.6,28.88,56.89,-,-,-,18.52,-,69.47,63.0,-
10,臺北市,2003/12/30,中山,8.6,1.72,-,12.9,-,102,-,127.74,62.19,65.55,3.358,0.72,2.64,21.15,-,72.32,76.0,-
11,臺北市,2003/12/30,大同,9.2,1.74,-,-,-,101,-,129.5,70.36,59.14,3.842,1.1,2.74,19.16,-,-,76.0,-
12,臺北市,2003/12/30,萬華,9.0,1.23,-,13.9,-,95,59.69,73.38,28.25,45.13,-,-,-,19.17,-,73.65,72.0,-
13,臺北市,2003/12/30,陽明,0.8,0.22,368.17,44.6,-,-,-,4.66,0.35,4.3,-,-,-,15.38,-,-,74.0,-
