序號,縣市,監測日期,測站,二氧化硫
SO2
(ppb),一氧化碳
CO
(ppm),二氧化碳
CO2
(ppm),臭氧
O3
(ppb),"懸浮微粒
PM 10 
(μg/m 3 )","細懸浮微粒
PM 2.5 
(μg/m 3 )",氮氧化物
NOx
(ppb),一氧化氮
NO
(ppb),二氧化氮
NO2
(ppb),風速
WIND_SPEED
(m/sec),溫度
AMB_TEMP
26,臺北市,2014/10/30,陽明,1.9,0.14,401.35,43.5,19,-,1.66,0.76,0.87,-,20.08,87.92
27,臺北市,2014/10/30,士林,-,-,-,-,-,16,-,-,-,-,-,-
28,臺北市,2014/10/30,士林,1,0.23,-,41.6,38,-,9.29,1.51,7.77,2.76,26.76,61.46
29,臺北市,2014/10/29,松山,-,-,-,-,-,23,-,-,-,-,-,-
30,臺北市,2014/10/29,松山,1.5,0.41,412.16,36.2,49,-,22.33,3.97,18.37,1.79,25.49,65.28
31,臺北市,2014/10/29,古亭,-,-,-,-,-,25,-,-,-,-,-,-
32,臺北市,2014/10/29,古亭,1.7,0.34,-,37.9,58,-,15.53,3.18,12.34,3.21,26.16,67.17
33,臺北市,2014/10/29,中山,-,-,-,-,-,22,-,-,-,-,-,-
34,臺北市,2014/10/29,中山,2.3,0.56,-,32.1,67,-,26.9,5.44,21.46,2.72,26.48,65
35,臺北市,2014/10/29,大同,-,-,-,-,-,22,-,-,-,-,-,-
36,臺北市,2014/10/29,大同,2.6,1.25,-,-,63,-,74.66,38.19,36.47,-,-,-
37,臺北市,2014/10/29,萬華,-,-,-,-,-,24,-,-,-,-,-,-
38,臺北市,2014/10/29,萬華,2.4,0.44,-,33.6,49,-,25.07,4.61,20.46,2.9,26.34,64.68
39,臺北市,2014/10/29,陽明,-,-,-,-,-,21,-,-,-,-,-,-
40,臺北市,2014/10/29,陽明,2.6,0.17,403.63,48.9,28,-,2.38,0.73,1.63,-,19.28,91.7
41,臺北市,2014/10/29,士林,-,-,-,-,-,22,-,-,-,-,-,-
42,臺北市,2014/10/29,士林,2.4,0.24,-,49.9,48,-,10.81,4.27,6.54,2.88,26.07,64.77
43,臺北市,2014/10/28,松山,-,-,-,-,-,20,-,-,-,-,-,-
44,臺北市,2014/10/28,松山,1.8,0.36,411.69,40.3,46,-,21.14,3.69,17.46,2.27,23.44,64.88
45,臺北市,2014/10/28,古亭,-,-,-,-,-,20,-,-,-,-,-,-
46,臺北市,2014/10/28,古亭,1.6,0.3,-,42,49,-,13.4,1.8,11.59,3.47,23.78,68.62
47,臺北市,2014/10/28,中山,-,-,-,-,-,21,-,-,-,-,-,-
48,臺北市,2014/10/28,中山,2.6,0.51,-,35.2,63,-,27.13,5.32,21.8,3,24.29,65.42
49,臺北市,2014/10/28,大同,-,-,-,-,-,15,-,-,-,-,-,-
50,臺北市,2014/10/28,大同,3.1,1.06,-,-,61,-,60.77,26.93,33.84,-,-,-
51,臺北市,2014/10/28,萬華,-,-,-,-,-,20,-,-,-,-,-,-
52,臺北市,2014/10/28,萬華,2.2,0.38,-,37.7,45,-,23.24,3.7,19.53,3.93,23.98,65.68
53,臺北市,2014/10/28,陽明,-,-,-,-,-,15,-,-,-,-,-,-
54,臺北市,2014/10/28,陽明,1.4,0.16,403.28,54.8,21,-,1.93,0.76,1.15,-,16.35,93.77
55,臺北市,2014/10/28,士林,-,-,-,-,-,21,-,-,-,-,-,-
56,臺北市,2014/10/28,士林,2.8,0.23,-,52.9,46,-,10.64,2.1,8.53,3.51,23.8,64.42
57,臺北市,2014/10/27,松山,-,-,-,-,-,18,-,-,-,-,-,-
58,臺北市,2014/10/27,松山,3.7,0.33,409.02,40.8,38,-,18.2,2.81,15.38,2.55,25,70.84
59,臺北市,2014/10/27,古亭,-,-,-,-,-,23,-,-,-,-,-,-
60,臺北市,2014/10/27,古亭,3.6,0.35,-,36.4,44,-,17.4,2.54,14.86,3.07,25.41,74.33
61,臺北市,2014/10/27,中山,-,-,-,-,-,22,-,-,-,-,-,-
62,臺北市,2014/10/27,中山,3.7,0.49,-,33.8,60,-,24.23,4.33,19.9,2.6,26.04,69.02
63,臺北市,2014/10/27,大同,-,-,-,-,-,18,-,-,-,-,-,-
64,臺北市,2014/10/27,大同,4,0.98,-,-,51,-,56.54,24.71,31.83,-,-,-
65,臺北市,2014/10/27,萬華,-,-,-,-,-,20,-,-,-,-,-,-
66,臺北市,2014/10/27,萬華,3.3,0.36,-,36.8,37,-,21.99,3.68,18.31,3.41,25.71,69.95
67,臺北市,2014/10/27,陽明,-,-,-,-,-,16,-,-,-,-,-,-
68,臺北市,2014/10/27,陽明,1.4,0.15,401.91,52.3,19,-,1.9,0.88,1,-,18.77,92.57
69,臺北市,2014/10/27,士林,-,-,-,-,-,22,-,-,-,-,-,-
70,臺北市,2014/10/27,士林,1.7,0.25,-,49,39,-,10.62,1.42,9.17,2.73,25.73,65.18
71,臺北市,2014/10/26,松山,-,-,-,-,-,11,-,-,-,-,-,-
72,臺北市,2014/10/26,松山,3.2,0.4,420.23,24.3,24,-,21.71,4.81,16.9,1.46,25.62,75.68
73,臺北市,2014/10/26,古亭,-,-,-,-,-,14,-,-,-,-,-,-
74,臺北市,2014/10/26,古亭,3,0.45,-,20.8,31,-,22.95,5.34,17.6,1.8,26.28,76.88
75,臺北市,2014/10/26,中山,-,-,-,-,-,14,-,-,-,-,-,-
76,臺北市,2014/10/26,中山,3.6,0.55,-,21.6,43,-,26.92,5.96,20.96,1.58,26.87,72.22
77,臺北市,2014/10/26,大同,-,-,-,-,-,11,-,-,-,-,-,-
78,臺北市,2014/10/26,大同,3.4,1.34,-,-,41,-,68.21,36.39,31.82,-,-,-
79,臺北市,2014/10/26,萬華,-,-,-,-,-,13,-,-,-,-,-,-
80,臺北市,2014/10/26,萬華,3.2,0.5,-,22.6,27,-,26.57,5.31,21.27,1.75,26.64,72.75
81,臺北市,2014/10/26,陽明,-,-,-,-,-,15,-,-,-,-,-,-
82,臺北市,2014/10/26,陽明,2.8,0.19,400.82,44.3,17,-,3.2,0.76,2.41,-,20.98,89.15
83,臺北市,2014/10/26,士林,-,-,-,-,-,14,-,-,-,-,-,-
84,臺北市,2014/10/26,士林,2.4,0.39,-,30.8,24,-,19.56,4.73,14.82,1.53,26.51,70.9
85,臺北市,2014/10/25,松山,-,-,-,-,-,8,-,-,-,-,-,-
86,臺北市,2014/10/25,松山,2.1,0.36,410.39,25.9,21,-,22.61,4.5,18.11,1.96,23.79,79.89
87,臺北市,2014/10/25,古亭,-,-,-,-,-,9,-,-,-,-,-,-
88,臺北市,2014/10/25,古亭,1.8,0.38,-,23.7,27,-,21.68,3.94,17.74,2.79,24.49,81.91
89,臺北市,2014/10/25,中山,-,-,-,-,-,10,-,-,-,-,-,-
90,臺北市,2014/10/25,中山,3.5,0.48,-,23.1,39,-,26.15,5.63,20.52,2.37,25,77.25
91,臺北市,2014/10/25,大同,-,-,-,-,-,7,-,-,-,-,-,-
92,臺北市,2014/10/25,大同,3.7,1.1,-,-,35,-,61.96,31.74,30.22,-,-,-
93,臺北市,2014/10/25,萬華,-,-,-,-,-,9,-,-,-,-,-,-
94,臺北市,2014/10/25,萬華,3.1,0.37,-,24.1,23,-,25.54,5.4,20.15,2.99,24.7,78.32
95,臺北市,2014/10/25,陽明,-,-,-,-,-,4,-,-,-,-,-,-
96,臺北市,2014/10/25,陽明,1.3,0.11,400.39,42.2,5,-,2.08,0.49,1.55,-,18.72,94
97,臺北市,2014/10/25,士林,-,-,-,-,-,10,-,-,-,-,-,-
98,臺北市,2014/10/25,士林,4.1,0.2,-,38.2,22,-,10.17,1.37,8.8,2.69,24.9,73.21
99,臺北市,2014/10/24,松山,-,-,-,-,-,13,-,-,-,-,-,-
100,臺北市,2014/10/24,松山,3,0.42,413.9,25.9,28,-,27.66,5.11,22.55,1.91,23.48,72.35
101,臺北市,2014/10/24,古亭,-,-,-,-,-,8,-,-,-,-,-,-
102,臺北市,2014/10/24,古亭,1.5,0.32,-,33.7,31,-,16.55,3.03,13.52,3.16,24.18,73.52
103,臺北市,2014/10/24,中山,-,-,-,-,-,12,-,-,-,-,-,-
104,臺北市,2014/10/24,中山,4.6,0.53,-,24,47,-,32.09,7.77,24.32,2.75,24.47,71.29
105,臺北市,2014/10/24,大同,-,-,-,-,-,9,-,-,-,-,-,-
106,臺北市,2014/10/24,大同,5.8,1.45,-,-,45,-,91.33,52.94,38.39,-,-,-
107,臺北市,2014/10/24,萬華,-,-,-,-,-,13,-,-,-,-,-,-
108,臺北市,2014/10/24,萬華,4.4,0.41,-,26.2,30,-,28.91,6.2,22.71,3.4,24.18,71.61
109,臺北市,2014/10/24,陽明,-,-,-,-,-,6,-,-,-,-,-,-
110,臺北市,2014/10/24,陽明,0.8,0.12,403.06,47.4,8,-,1.16,0.3,0.8,-,17.39,93.98
111,臺北市,2014/10/24,士林,-,-,-,-,-,12,-,-,-,-,-,-
112,臺北市,2014/10/24,士林,3.6,0.22,-,42.5,23,-,10.92,1.77,9.16,2.81,24.09,68.59
113,臺北市,2014/10/23,松山,-,-,-,-,-,11,-,-,-,-,-,-
114,臺北市,2014/10/23,松山,1.8,0.41,414.02,31.9,33,-,26.34,4.55,21.79,1.69,23.07,64.32
115,臺北市,2014/10/23,古亭,-,-,-,-,-,10,-,-,-,-,-,-
116,臺北市,2014/10/23,古亭,1.2,0.37,-,36.2,37,-,18.72,2.74,15.98,2.86,23.84,66.74
117,臺北市,2014/10/23,中山,-,-,-,-,-,11,-,-,-,-,-,-
118,臺北市,2014/10/23,中山,2.8,0.59,-,26.8,51,-,34.49,8.67,25.82,2.18,23.97,64.18
119,臺北市,2014/10/23,大同,-,-,-,-,-,7,-,-,-,-,-,-
120,臺北市,2014/10/23,大同,3.3,1.18,-,-,49,-,70.66,35.15,35.51,-,-,-
121,臺北市,2014/10/23,萬華,-,-,-,-,-,11,-,-,-,-,-,-
122,臺北市,2014/10/23,萬華,2.8,0.41,-,30,34,-,29.67,5.78,23.89,2.61,23.74,63.71
123,臺北市,2014/10/23,陽明,-,-,-,-,-,7,-,-,-,-,-,-
124,臺北市,2014/10/23,陽明,1.4,0.16,401.85,50.5,14,-,1.32,0.36,0.94,-,16.49,91.8
125,臺北市,2014/10/23,士林,-,-,-,-,-,8,-,-,-,-,-,-
126,臺北市,2014/10/23,士林,1.6,0.24,-,46.3,31,-,12.09,3.64,8.45,2.6,23.39,62.76
127,臺北市,2014/10/22,松山,-,-,-,-,-,21,-,-,-,-,-,-
128,臺北市,2014/10/22,松山,2.4,0.56,428.29,28,41,-,27.78,4.52,23.26,2.03,23.54,78.13
129,臺北市,2014/10/22,古亭,-,-,-,-,-,21,-,-,-,-,-,-
130,臺北市,2014/10/22,古亭,2.1,0.54,-,24.3,41,-,24.09,4.1,19.99,2.35,23.9,79.51
131,臺北市,2014/10/22,中山,-,-,-,-,-,22,-,-,-,-,-,-
132,臺北市,2014/10/22,中山,2.2,0.78,-,21.2,59,-,39.11,9.15,29.96,1.87,24.78,74.83
133,臺北市,2014/10/22,大同,-,-,-,-,-,17,-,-,-,-,-,-
134,臺北市,2014/10/22,大同,3.5,1.52,-,-,52,-,80.43,40.15,40.27,-,-,-
135,臺北市,2014/10/22,萬華,-,-,-,-,-,21,-,-,-,-,-,-
136,臺北市,2014/10/22,萬華,2.6,0.62,-,21.8,37,-,31.75,4.89,26.86,1.96,24.54,74.84
137,臺北市,2014/10/22,陽明,-,-,-,-,-,11,-,-,-,-,-,-
138,臺北市,2014/10/22,陽明,1.8,0.24,410.81,46.9,14,-,3.73,0.88,2.85,-,18.18,92.32
139,臺北市,2014/10/22,士林,-,-,-,-,-,17,-,-,-,-,-,-
140,臺北市,2014/10/22,士林,2.2,0.53,-,30.4,34,-,23.11,4.13,18.97,1.75,23.85,73.89
141,臺北市,2014/10/21,松山,-,-,-,-,-,32,-,-,-,-,-,-
142,臺北市,2014/10/21,松山,3.9,0.92,445.88,33.9,51,-,50.25,15.44,34.8,1.55,27.52,65.48
143,臺北市,2014/10/21,古亭,-,-,-,-,-,33,-,-,-,-,-,-
144,臺北市,2014/10/21,古亭,3,0.8,-,29.2,56,-,37.41,7.38,30.02,1.67,27.65,68.5
145,臺北市,2014/10/21,中山,-,-,-,-,-,31,-,-,-,-,-,-
146,臺北市,2014/10/21,中山,5.9,1.09,-,25.7,76,-,56.87,16.31,40.56,1.46,28.49,63.87
147,臺北市,2014/10/21,大同,-,-,-,-,-,23,-,-,-,-,-,-
148,臺北市,2014/10/21,大同,6.6,2.06,-,-,66,-,90.5,41.39,49.11,-,-,-
149,臺北市,2014/10/21,萬華,-,-,-,-,-,35,-,-,-,-,-,-
150,臺北市,2014/10/21,萬華,5,1,-,27.9,57,-,46.32,7.97,38.35,1.18,28.09,65.3
151,臺北市,2014/10/21,陽明,-,-,-,-,-,10,-,-,-,-,-,-
152,臺北市,2014/10/21,陽明,1.3,0.14,406.03,38.7,13,-,3.09,0.66,2.4,-,23.34,67.33
153,臺北市,2014/10/21,士林,-,-,-,-,-,27,-,-,-,-,-,-
154,臺北市,2014/10/21,士林,3.7,0.7,-,26.4,47,-,37.49,8.17,29.31,1.46,27.17,66.47
155,臺北市,2014/10/20,松山,-,-,-,-,-,12,-,-,-,-,-,-
156,臺北市,2014/10/20,松山,1.4,0.56,422.88,18.1,26,-,31.53,12.7,18.83,1.26,27.03,66.67
157,臺北市,2014/10/20,古亭,-,-,-,-,-,15,-,-,-,-,-,-
158,臺北市,2014/10/20,古亭,1.7,0.58,-,20.3,35,-,28.95,8.88,20.07,1.53,27.68,68.83
159,臺北市,2014/10/20,中山,-,-,-,-,-,15,-,-,-,-,-,-
160,臺北市,2014/10/20,中山,4.1,0.88,-,15.4,48,-,45.03,20.93,24.1,1.4,28.18,64.53
161,臺北市,2014/10/20,大同,-,-,-,-,-,14,-,-,-,-,-,-
162,臺北市,2014/10/20,大同,3.3,1.94,-,-,47,-,91.97,55.6,36.38,-,-,-
163,臺北市,2014/10/20,萬華,-,-,-,-,-,17,-,-,-,-,-,-
164,臺北市,2014/10/20,萬華,2.7,0.71,-,22.9,32,-,33.56,7.65,25.91,1.35,28.12,64.46
165,臺北市,2014/10/20,陽明,-,-,-,-,-,11,-,-,-,-,-,-
166,臺北市,2014/10/20,陽明,1.1,0.16,399.68,42.7,14,-,3.19,0.34,2.86,-,22.12,84.54
167,臺北市,2014/10/20,士林,-,-,-,-,-,20,-,-,-,-,-,-
168,臺北市,2014/10/20,士林,2.2,0.44,-,27.6,34,-,24.97,5.54,19.43,1.45,27.29,66.86
169,臺北市,2014/10/19,松山,-,-,-,-,-,17,-,-,-,-,-,-
170,臺北市,2014/10/19,松山,0.9,0.4,412.27,26.4,34,-,18.79,3.23,15.55,1.6,25.26,70.51
171,臺北市,2014/10/19,古亭,-,-,-,-,-,17,-,-,-,-,-,-
172,臺北市,2014/10/19,古亭,1.3,0.32,-,28.2,39,-,15.85,3.31,12.55,2.73,26.18,69.65
173,臺北市,2014/10/19,中山,-,-,-,-,-,18,-,-,-,-,-,-
174,臺北市,2014/10/19,中山,2.2,0.43,-,26.3,52,-,21.27,4.65,16.62,2.42,26.41,69.25
175,臺北市,2014/10/19,大同,-,-,-,-,-,12,-,-,-,-,-,-
176,臺北市,2014/10/19,大同,2.4,1.03,-,-,51,-,59.88,31.39,28.5,-,-,-
177,臺北市,2014/10/19,萬華,-,-,-,-,-,18,-,-,-,-,-,-
178,臺北市,2014/10/19,萬華,1.8,0.37,-,25.4,35,-,23.53,4.81,18.72,2.78,26.37,68.57
179,臺北市,2014/10/19,陽明,-,-,-,-,-,14,-,-,-,-,-,-
180,臺北市,2014/10/19,陽明,1.8,0.13,400.31,40.9,18,-,2.07,0.6,1.43,-,19.56,93.11
181,臺北市,2014/10/19,士林,-,-,-,-,-,18,-,-,-,-,-,-
182,臺北市,2014/10/19,士林,6.3,0.19,-,40.3,32,-,8.12,3.08,5.04,2.76,25.54,66.36
183,臺北市,2014/10/18,松山,-,-,-,-,-,26,-,-,-,-,-,-
184,臺北市,2014/10/18,松山,2.3,0.4,411.83,44.3,58,-,19.12,2.31,16.82,1.79,24.94,61.76
185,臺北市,2014/10/18,古亭,-,-,-,-,-,30,-,-,-,-,-,-
186,臺北市,2014/10/18,古亭,1.6,0.34,-,44.5,57,-,15.02,2.48,12.54,3.07,25.54,64.57
187,臺北市,2014/10/18,中山,-,-,-,-,-,26,-,-,-,-,-,-
188,臺北市,2014/10/18,中山,2,0.53,-,37.6,75,-,26.01,3.99,22.03,2.58,25.71,62.66
189,臺北市,2014/10/18,大同,-,-,-,-,-,23,-,-,-,-,-,-
190,臺北市,2014/10/18,大同,2.7,1.12,-,-,70,-,63.67,25.91,37.76,-,-,-
191,臺北市,2014/10/18,萬華,-,-,-,-,-,29,-,-,-,-,-,-
192,臺北市,2014/10/18,萬華,1.5,0.44,-,39.4,55,-,24.74,3.67,21.07,2.98,25.58,62.2
193,臺北市,2014/10/18,陽明,-,-,-,-,-,24,-,-,-,-,-,-
194,臺北市,2014/10/18,陽明,1.6,0.19,403.24,59.1,33,-,2.82,1.01,1.8,-,18.15,92.93
195,臺北市,2014/10/18,士林,-,-,-,-,-,29,-,-,-,-,-,-
196,臺北市,2014/10/18,士林,3,0.27,-,55.5,55,-,12.85,2.94,9.92,3.14,25.31,63.16
197,臺北市,2014/10/17,松山,-,-,-,-,-,17,-,-,-,-,-,-
198,臺北市,2014/10/17,松山,1.9,0.42,415.22,32.6,43,-,26.4,3.83,22.58,1.99,23,69.05
199,臺北市,2014/10/17,古亭,-,-,-,-,-,18,-,-,-,-,-,-
200,臺北市,2014/10/17,古亭,1.2,0.39,-,37.1,42,-,19.46,3.17,16.29,2.68,23.75,70.33
201,臺北市,2014/10/17,中山,-,-,-,-,-,17,-,-,-,-,-,-
202,臺北市,2014/10/17,中山,2.9,0.58,-,29.5,57,-,31.47,5.56,25.9,2.5,24.04,69.05
203,臺北市,2014/10/17,大同,-,-,-,-,-,13,-,-,-,-,-,-
204,臺北市,2014/10/17,大同,3.5,1.49,-,-,56,-,84.62,43.64,40.98,-,-,-
205,臺北市,2014/10/17,萬華,-,-,-,-,-,16,-,-,-,-,-,-
206,臺北市,2014/10/17,萬華,2.7,0.45,-,32.3,41,-,28.52,4.55,23.97,3.19,23.91,68.16
207,臺北市,2014/10/17,陽明,-,-,-,-,-,12,-,-,-,-,-,-
208,臺北市,2014/10/17,陽明,1.6,0.16,401.23,57.1,17,-,1.46,0.29,1.25,-,16.89,93.96
209,臺北市,2014/10/17,士林,-,-,-,-,-,20,-,-,-,-,-,-
210,臺北市,2014/10/17,士林,3.8,0.24,-,52.3,41,-,11.02,1.29,9.71,3.2,23.8,67.7
211,臺北市,2014/10/16,松山,-,-,-,-,-,-,-,-,-,-,-,-
212,臺北市,2014/10/16,古亭,-,-,-,-,-,24,-,-,-,-,-,-
213,臺北市,2014/10/16,古亭,2.4,0.43,-,45.1,49,-,20.8,3.79,17.01,2.79,22.08,60.69
214,臺北市,2014/10/16,中山,-,-,-,-,-,23,-,-,-,-,-,-
215,臺北市,2014/10/16,中山,3.4,0.63,-,37.5,68,-,33.58,5.15,28.44,1.94,22.79,58.58
216,臺北市,2014/10/16,大同,-,-,-,-,-,23,-,-,-,-,-,-
217,臺北市,2014/10/16,大同,4.6,1.42,-,-,62,-,84.75,41.64,43.11,-,-,-
218,臺北市,2014/10/16,萬華,-,-,-,-,-,26,-,-,-,-,-,-
219,臺北市,2014/10/16,萬華,2.6,0.55,-,37.8,48,-,31.63,5.18,26.45,2.43,22.42,57.74
220,臺北市,2014/10/16,陽明,-,-,-,-,-,18,-,-,-,-,-,-
221,臺北市,2014/10/16,陽明,2.3,0.2,401.06,66.8,25,-,2.83,0.49,2.33,-,16.02,85.52
222,臺北市,2014/10/16,士林,-,-,-,-,-,25,-,-,-,-,-,-
223,臺北市,2014/10/16,士林,3.4,0.38,-,52.6,48,-,18.53,2.78,15.75,2.29,21.81,60.25
224,臺北市,2014/10/15,松山,-,-,-,-,-,40,-,-,-,-,-,-
225,臺北市,2014/10/15,松山,4.5,0.63,427,54,78,-,30.26,2.65,27.61,1.8,21.34,58.43
226,臺北市,2014/10/15,古亭,-,-,-,-,-,44,-,-,-,-,-,-
227,臺北市,2014/10/15,古亭,4.6,0.59,-,58.8,82,-,24,3.54,20.46,2.49,21.89,60.69
228,臺北市,2014/10/15,中山,-,-,-,-,-,40,-,-,-,-,-,-
229,臺北市,2014/10/15,中山,4.2,0.9,-,38.9,103,-,46.46,7.11,39.36,1.75,22.39,59.44
230,臺北市,2014/10/15,大同,-,-,-,-,-,39,-,-,-,-,-,-
231,臺北市,2014/10/15,大同,4.9,1.17,-,-,90,-,72.78,23.9,48.88,-,-,-
232,臺北市,2014/10/15,萬華,-,-,-,-,-,41,-,-,-,-,-,-
233,臺北市,2014/10/15,萬華,4.2,0.68,-,53.2,76,-,33.59,3.53,30.06,2.05,22.28,56.58
234,臺北市,2014/10/15,陽明,-,-,-,-,-,40,-,-,-,-,-,-
235,臺北市,2014/10/15,陽明,4.1,0.34,401.15,81.1,49,-,4.74,0.42,4.25,-,15.19,85.92
236,臺北市,2014/10/15,士林,-,-,-,-,-,42,-,-,-,-,-,-
237,臺北市,2014/10/15,士林,4.3,0.54,-,64.5,80,-,21.1,2.42,18.68,2.05,21.37,60.57
238,臺北市,2014/10/14,松山,-,-,-,-,-,42,-,-,-,-,-,-
239,臺北市,2014/10/14,松山,3.3,0.6,423.61,46.5,82,-,23.12,2.49,20.63,1.99,21.54,60.8
240,臺北市,2014/10/14,古亭,-,-,-,-,-,44,-,-,-,-,-,-
241,臺北市,2014/10/14,古亭,2.8,0.56,-,42,81,-,22.32,3.58,18.74,2.36,21.75,65.34
242,臺北市,2014/10/14,中山,-,-,-,-,-,39,-,-,-,-,-,-
243,臺北市,2014/10/14,中山,3.8,0.83,-,34.9,103,-,39.41,7.15,32.27,1.75,22.66,61.07
244,臺北市,2014/10/14,大同,-,-,-,-,-,39,-,-,-,-,-,-
245,臺北市,2014/10/14,大同,4.2,1.25,-,-,92,-,69.19,26.4,42.8,-,-,-
246,臺北市,2014/10/14,萬華,-,-,-,-,-,40,-,-,-,-,-,-
247,臺北市,2014/10/14,萬華,3.4,0.6,-,43.5,76,-,27.36,4.31,23.04,2.25,22.16,60.44
248,臺北市,2014/10/14,陽明,-,-,-,-,-,38,-,-,-,-,-,-
249,臺北市,2014/10/14,陽明,3,0.34,400.65,64.8,48,-,4.07,0.76,3.29,-,15.62,85.12
250,臺北市,2014/10/14,士林,-,-,-,-,-,42,-,-,-,-,-,-
251,臺北市,2014/10/14,士林,3.9,0.51,-,48.2,78,-,20.88,2.64,18.24,2.05,21.5,63.28
252,臺北市,2014/10/13,松山,-,-,-,-,-,33,-,-,-,-,-,-
253,臺北市,2014/10/13,松山,2.7,0.69,433.3,33.6,62,-,32.66,7.75,24.91,1.56,22.31,66.59
254,臺北市,2014/10/13,古亭,-,-,-,-,-,35,-,-,-,-,-,-
255,臺北市,2014/10/13,古亭,1.5,0.54,-,33.8,67,-,24.87,4.47,20.39,2.04,22.52,70.26
256,臺北市,2014/10/13,中山,-,-,-,-,-,32,-,-,-,-,-,-
257,臺北市,2014/10/13,中山,1.6,0.76,-,26.8,81,-,38.63,7.76,30.87,1.56,23.4,66.11
258,臺北市,2014/10/13,大同,-,-,-,-,-,28,-,-,-,-,-,-
259,臺北市,2014/10/13,大同,3.6,1.63,-,-,77,-,85.72,41.3,44.42,-,-,-
260,臺北市,2014/10/13,萬華,-,-,-,-,-,37,-,-,-,-,-,-
261,臺北市,2014/10/13,萬華,1.9,0.65,-,29.4,58,-,32.11,5.11,27,1.73,23.13,65.53
262,臺北市,2014/10/13,陽明,-,-,-,-,-,35,-,-,-,-,-,-
263,臺北市,2014/10/13,陽明,1.9,0.25,398.69,64.5,45,-,3.42,0.89,2.54,-,16.62,88.9
264,臺北市,2014/10/13,士林,-,-,-,-,-,34,-,-,-,-,-,-
265,臺北市,2014/10/13,士林,2.5,0.62,-,35,62,-,30.13,6.4,23.73,1.67,22.17,67.91
266,臺北市,2014/10/12,松山,-,-,-,-,-,26,-,-,-,-,-,-
267,臺北市,2014/10/12,松山,3.2,0.64,425.27,28.2,51,-,37.44,12.14,25.29,1.64,24.01,66.64
268,臺北市,2014/10/12,古亭,-,-,-,-,-,24,-,-,-,-,-,-
269,臺北市,2014/10/12,古亭,1.8,0.55,-,26.7,52,-,26.69,6.34,20.35,1.94,24.16,73.12
270,臺北市,2014/10/12,中山,-,-,-,-,-,23,-,-,-,-,-,-
271,臺北市,2014/10/12,中山,4.8,0.86,-,21.4,73,-,49.78,19.88,29.91,1.49,24.76,67.81
272,臺北市,2014/10/12,大同,-,-,-,-,-,17,-,-,-,-,-,-
273,臺北市,2014/10/12,大同,3.3,1.31,-,-,65,-,66.26,34.61,31.65,-,-,-
