序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
1,臺北市,2012/09/30,松山,3.8,0.61,414.07,51.1,82,69,39.0,25.23,2.53,22.7,2.222,0.199,2.02,22.2,58.67,72.0
2,臺北市,2012/09/30,古亭,4.3,0.49,-,55.5,75,73,37.0,19.76,2.42,17.34,2.051,0.107,1.94,22.87,63.83,65.0
3,臺北市,2012/09/30,中山,4.0,0.73,-,45.1,67,70,46.0,35.01,4.08,30.93,2.306,0.201,2.11,23.51,57.07,60.0
4,臺北市,2012/09/30,大同,4.6,0.97,-,-,-,74,42.0,49.56,13.67,35.89,2.451,0.304,2.15,-,-,62.0
5,臺北市,2012/09/30,萬華,3.8,0.53,-,48.5,70,67,39.0,26.93,2.27,24.66,-,-,-,23.33,57.14,62.0
6,臺北市,2012/09/30,陽明,4.3,0.3,395.99,71.8,78,41,27.0,3.57,0.55,3.01,-,-,-,15.31,84.98,68.0
7,臺北市,2012/09/30,士林,4.2,0.56,-,53.6,79,69,39.0,18.4,1.83,16.57,-,-,-,22.41,57.04,68.0
8,臺北市,2012/09/29,松山,1.6,0.46,403.94,52.0,66,61,33.0,16.87,1.48,15.39,2.013,0.126,1.89,23.24,62.02,61.0
9,臺北市,2012/09/29,古亭,2.3,0.6,-,40.4,61,70,35.0,26.77,4.14,22.63,2.097,0.171,1.93,23.55,72.03,60.0
10,臺北市,2012/09/29,中山,2.2,0.67,-,42.5,55,63,40.0,32.26,5.66,26.6,2.199,0.186,2.01,24.25,62.83,56.0
11,臺北市,2012/09/29,大同,3.1,1.14,-,-,-,68,40.0,52.14,18.93,33.21,2.384,0.331,2.05,-,-,59.0
12,臺北市,2012/09/29,萬華,2.5,0.54,-,43.3,55,64,35.0,24.88,2.6,22.28,-,-,-,24.12,63.3,57.0
13,臺北市,2012/09/29,陽明,3.0,0.25,396.22,63.1,74,33,23.0,2.65,0.44,2.25,-,-,-,15.17,96.09,69.0
14,臺北市,2012/09/29,士林,1.5,0.42,-,52.3,66,64,33.0,-,-,-,-,-,-,23.34,60.28,60.0
15,臺北市,2012/09/28,松山,0.5,0.2,389.72,48.3,51,36,18.0,7.78,1.59,6.19,1.785,0.028,1.76,24.95,77.21,46.0
16,臺北市,2012/09/28,古亭,1.4,0.3,-,39.4,44,45,20.0,14.47,1.87,12.6,1.887,0.084,1.8,25.44,83.67,45.0
17,臺北市,2012/09/28,中山,0.6,0.43,-,38.8,44,33,28.0,18.54,4.44,14.1,1.969,0.101,1.87,25.74,77.56,40.0
18,臺北市,2012/09/28,大同,1.9,0.94,-,-,-,46,24.0,45.02,19.07,25.95,2.223,0.274,1.95,-,-,46.0
19,臺北市,2012/09/28,萬華,0.5,0.36,-,36.8,41,37,18.0,17.05,2.01,15.03,-,-,-,25.56,78.09,40.0
20,臺北市,2012/09/28,陽明,1.6,0.12,388.42,50.0,53,7,4.0,2.11,1.49,0.59,-,-,-,18.48,98.78,45.0
21,臺北市,2012/09/28,士林,1.4,0.16,-,48.7,53,32,15.0,5.47,1.35,4.12,-,-,-,25.16,72.18,47.0
22,臺北市,2012/09/27,松山,1.5,0.27,394.25,37.8,42,34,15.0,14.29,2.6,11.7,1.893,0.076,1.82,25.93,76.81,40.0
23,臺北市,2012/09/27,古亭,1.7,0.34,-,35.0,41,45,16.0,18.08,3.57,14.52,1.883,0.095,1.79,26.78,80.82,45.0
24,臺北市,2012/09/27,中山,1.6,0.5,-,30.8,35,39,23.0,24.41,6.24,18.17,2.039,0.144,1.9,27.1,75.0,39.0
25,臺北市,2012/09/27,大同,2.0,0.85,-,-,-,47,21.0,42.45,19.04,23.4,2.23,0.292,1.94,-,-,47.0
26,臺北市,2012/09/27,萬華,1.8,0.35,-,30.6,36,38,16.0,22.78,4.17,18.61,-,-,-,26.87,75.57,38.0
27,臺北市,2012/09/27,陽明,1.3,0.12,394.75,46.6,49,12,8.0,1.93,1.13,0.77,-,-,-,19.01,98.88,43.0
28,臺北市,2012/09/27,士林,1.2,0.18,-,46.0,49,36,11.0,5.93,1.34,4.59,-,-,-,27.21,64.57,44.0
29,臺北市,2012/09/26,松山,1.7,0.34,395.42,38.2,41,39,20.0,17.2,2.83,14.37,1.935,0.112,1.82,26.41,72.31,41.0
30,臺北市,2012/09/26,古亭,1.6,0.32,-,36.0,38,42,19.0,16.24,2.42,13.81,1.884,0.094,1.79,27.25,74.94,42.0
31,臺北市,2012/09/26,中山,3.9,0.53,-,30.0,36,36,25.0,27.77,6.07,21.7,2.089,0.169,1.92,27.44,72.44,36.0
32,臺北市,2012/09/26,大同,3.3,1.32,-,-,-,51,23.0,56.03,27.15,28.88,2.443,0.479,1.96,-,-,50.0
33,臺北市,2012/09/26,萬華,2.2,0.37,-,32.5,37,37,19.0,23.13,4.14,18.99,-,-,-,27.25,72.26,37.0
34,臺北市,2012/09/26,陽明,0.6,0.13,395.76,47.2,49,14,10.0,1.67,0.71,0.94,-,-,-,19.02,99.02,42.0
35,臺北市,2012/09/26,士林,1.2,0.19,-,47.3,49,37,17.0,6.05,1.88,4.17,-,-,-,27.55,62.52,42.0
36,臺北市,2012/09/25,松山,1.8,0.36,396.25,43.2,52,46,24.0,16.78,2.15,14.63,1.953,0.122,1.83,26.19,66.81,47.0
37,臺北市,2012/09/25,古亭,1.8,0.35,-,40.0,47,50,23.0,15.91,2.71,13.2,1.922,0.097,1.83,26.94,70.92,50.0
38,臺北市,2012/09/25,中山,3.1,0.57,-,34.0,42,45,30.0,30.66,7.36,23.3,2.113,0.178,1.94,27.22,66.9,45.0
39,臺北市,2012/09/25,大同,2.8,1.1,-,-,-,53,27.0,52.43,22.17,30.27,2.378,0.402,1.98,-,-,52.0
40,臺北市,2012/09/25,萬華,2.6,0.41,-,36.3,47,41,24.0,24.07,4.21,19.86,-,-,-,27.01,67.08,45.0
41,臺北市,2012/09/25,陽明,0.7,0.17,395.99,51.1,57,20,14.0,1.85,0.6,1.22,-,-,-,18.25,97.89,50.0
42,臺北市,2012/09/25,士林,1.4,0.23,-,51.3,58,44,20.0,7.44,1.91,5.53,-,-,-,27.01,60.02,52.0
43,臺北市,2012/09/24,松山,1.8,0.42,397.87,43.6,49,38,27.0,19.26,2.49,16.77,2.013,0.147,1.87,25.25,79.08,49.0
44,臺北市,2012/09/24,古亭,1.5,0.42,-,38.3,43,48,26.0,20.45,3.11,17.34,1.976,0.124,1.85,26.07,83.11,48.0
45,臺北市,2012/09/24,中山,0.6,0.64,-,35.9,45,37,32.0,32.64,6.64,25.99,2.119,0.183,1.94,26.59,76.0,44.0
46,臺北市,2012/09/24,大同,2.4,1.38,-,-,-,48,28.0,60.73,25.16,35.58,2.544,0.555,1.99,-,-,48.0
47,臺北市,2012/09/24,萬華,1.6,0.44,-,39.6,47,40,24.0,23.74,3.24,20.49,-,-,-,26.32,76.8,47.0
48,臺北市,2012/09/24,陽明,0.5,0.18,397.02,57.6,64,14,11.0,1.63,0.55,1.04,-,-,-,18.65,99.83,57.0
49,臺北市,2012/09/24,士林,1.8,0.26,-,54.4,61,31,18.0,7.49,1.66,5.83,-,-,-,26.5,66.82,56.0
50,臺北市,2012/09/23,松山,1.4,0.5,414.49,25.5,42,30,22.0,22.0,4.6,17.4,2.167,0.226,1.94,26.65,79.89,38.0
51,臺北市,2012/09/23,古亭,2.0,0.53,-,22.5,34,44,20.0,22.8,5.36,17.45,2.055,0.17,1.89,27.35,83.07,44.0
52,臺北市,2012/09/23,中山,3.5,0.71,-,20.5,33,32,30.0,33.08,9.28,23.8,2.294,0.235,2.06,27.78,78.03,40.0
53,臺北市,2012/09/23,大同,3.7,1.48,-,-,-,43,27.0,66.21,34.6,31.61,2.649,0.505,2.14,-,-,43.0
54,臺北市,2012/09/23,萬華,2.5,0.6,-,21.1,36,34,24.0,28.11,5.95,22.16,-,-,-,27.61,77.82,47.0
55,臺北市,2012/09/23,陽明,1.0,0.19,401.63,33.0,51,10,8.0,4.84,1.37,3.46,-,-,-,20.54,96.31,46.0
56,臺北市,2012/09/23,士林,1.7,0.47,-,26.0,46,32,19.0,19.42,5.48,13.94,-,-,-,27.36,71.41,44.0
57,臺北市,2012/09/22,松山,4.1,0.57,417.13,23.1,51,47,27.0,30.06,5.67,24.39,2.184,0.254,1.93,27.76,73.09,57.0
58,臺北市,2012/09/22,古亭,3.8,0.62,-,20.0,45,45,25.0,29.17,6.62,22.55,2.113,0.236,1.88,28.44,77.38,54.0
59,臺北市,2012/09/22,中山,4.8,0.84,-,17.1,39,35,33.0,42.0,13.0,29.0,2.313,0.288,2.02,28.94,71.42,40.0
60,臺北市,2012/09/22,大同,5.4,1.47,-,-,-,42,29.0,73.4,40.48,32.92,2.65,0.523,2.13,-,-,42.0
61,臺北市,2012/09/22,萬華,4.0,0.66,-,18.3,42,36,21.0,31.92,6.69,25.24,-,-,-,28.72,71.5,51.0
62,臺北市,2012/09/22,陽明,2.9,0.2,402.22,33.9,44,13,12.0,5.68,0.77,4.88,-,-,-,21.84,82.17,46.0
63,臺北市,2012/09/22,士林,3.0,0.48,-,18.8,44,39,20.0,23.66,5.83,17.83,-,-,-,28.08,66.65,47.0
64,臺北市,2012/09/21,松山,3.7,0.46,402.33,22.8,34,24,15.0,23.77,5.45,18.31,2.026,0.158,1.87,26.8,76.66,32.0
65,臺北市,2012/09/21,古亭,2.8,0.47,-,20.8,29,30,16.0,26.19,7.07,19.12,2.038,0.17,1.87,28.06,78.27,30.0
66,臺北市,2012/09/21,中山,1.4,0.69,-,19.1,27,20,22.0,38.79,13.38,25.41,2.216,0.262,1.95,28.17,74.18,27.0
67,臺北市,2012/09/21,大同,3.7,1.62,-,-,-,34,21.0,75.06,45.74,29.32,2.628,0.614,2.02,-,-,34.0
68,臺北市,2012/09/21,萬華,2.1,0.51,-,20.0,28,23,16.0,31.5,9.39,22.11,-,-,-,27.99,74.38,30.0
69,臺北市,2012/09/21,陽明,1.7,0.17,395.32,39.2,47,7,7.0,2.27,0.83,1.42,-,-,-,20.35,98.2,42.0
70,臺北市,2012/09/21,士林,1.5,0.29,-,32.6,44,20,12.0,12.74,2.76,9.97,-,-,-,28.08,66.11,39.0
71,臺北市,2012/09/20,松山,1.8,0.5,399.4,35.0,48,39,32.0,24.13,3.25,20.87,2.037,0.156,1.88,23.66,83.06,47.0
72,臺北市,2012/09/20,古亭,2.4,0.58,-,31.2,49,46,32.0,31.02,5.48,25.54,2.068,0.183,1.89,24.49,87.09,47.0
73,臺北市,2012/09/20,中山,3.3,0.71,-,30.0,50,33,-,37.7,9.62,28.08,2.171,0.211,1.96,24.89,80.57,48.0
74,臺北市,2012/09/20,大同,3.2,1.55,-,-,-,49,35.0,74.04,36.27,37.77,2.605,0.56,2.05,-,-,49.0
75,臺北市,2012/09/20,萬華,2.5,0.54,-,31.2,49,39,33.0,30.77,5.04,25.73,-,-,-,24.64,81.05,47.0
76,臺北市,2012/09/20,陽明,1.3,0.22,394.63,53.6,66,17,16.0,1.71,0.45,1.18,-,-,-,18.15,99.74,60.0
77,臺北市,2012/09/20,士林,1.6,0.33,-,48.9,64,39,26.0,12.21,0.87,11.35,-,-,-,25.07,70.19,59.0
78,臺北市,2012/09/19,松山,3.4,0.6,406.09,50.1,61,71,50.0,28.63,1.78,26.84,2.144,0.195,1.95,23.57,75.24,62.0
79,臺北市,2012/09/19,古亭,3.6,0.68,-,51.3,70,81,52.0,31.61,2.73,28.87,2.14,0.2,1.94,24.52,79.43,72.0
80,臺北市,2012/09/19,中山,4.9,0.83,-,45.9,66,73,56.0,42.65,4.88,37.76,2.263,0.246,2.02,24.79,73.74,62.0
81,臺北市,2012/09/19,大同,4.1,1.5,-,-,-,85,56.0,72.39,26.18,46.2,2.581,0.505,2.08,-,-,68.0
82,臺北市,2012/09/19,萬華,4.6,0.61,-,50.1,71,72,51.0,34.58,3.01,31.57,-,-,-,24.55,73.89,68.0
83,臺北市,2012/09/19,陽明,2.6,0.31,398.13,77.2,83,41,36.0,3.02,0.77,2.26,-,-,-,17.06,97.74,73.0
