序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
1,臺北市,2001/07/31,松山,4.9,1.05,21.4,-,39,-,50.22,17.07,33.15,-,-,-,28.55,-,-,100.0,-
2,臺北市,2001/07/31,古亭,3.5,1.06,22.2,-,33,17,48.21,19.3,28.91,2.235,0.39,1.84,29.82,-,-,91.0,-
3,臺北市,2001/07/31,中山,4.3,1.19,20.5,-,40,-,58.6,25.57,33.03,2.829,0.5,2.33,29.12,-,-,71.0,-
4,臺北市,2001/07/31,大同,8.1,3.98,-,-,70,-,147.41,97.7,49.7,-,-,-,29.52,-,-,60.0,-
5,臺北市,2001/07/31,萬華,2.4,0.93,23.9,-,34,-,33.73,6.84,26.9,-,-,-,29.54,-,-,74.0,-
6,臺北市,2001/07/31,陽明,2.5,0.24,32.9,-,15,-,6.03,0.59,5.44,-,-,-,23.4,-,85.0,48.0,-
7,臺北市,2001/07/31,士林,3.0,0.99,18.8,-,32,-,40.98,11.49,29.5,-,-,-,27.92,-,-,62.0,-
8,臺北市,2001/07/30,松山,0.6,0.58,10.3,-,22,-,28.09,15.89,12.2,-,-,-,26.97,-,-,22.0,-
9,臺北市,2001/07/30,古亭,0.6,0.69,9.1,-,21,7,33.78,19.24,14.54,2.008,0.24,1.77,27.68,-,-,21.0,-
10,臺北市,2001/07/30,中山,0.6,0.73,9.5,-,25,-,42.99,26.25,16.73,2.346,0.39,1.95,27.31,-,-,25.0,-
11,臺北市,2001/07/30,大同,2.1,2.94,-,-,33,-,93.91,72.01,21.91,-,-,-,27.56,-,-,45.0,-
12,臺北市,2001/07/30,萬華,0.8,0.83,11.7,-,18,-,35.06,17.28,17.78,-,-,-,27.78,-,-,18.0,-
13,臺北市,2001/07/30,陽明,0.6,0.14,21.2,-,13,-,1.79,0.07,1.72,-,-,-,20.93,-,94.0,22.0,-
14,臺北市,2001/07/30,士林,0.6,0.56,10.7,-,20,-,21.71,9.62,12.09,-,-,-,26.3,-,-,20.0,-
15,臺北市,2001/07/29,松山,0.6,0.4,9.3,-,25,-,16.59,6.99,9.6,-,-,-,30.34,-,-,25.0,-
16,臺北市,2001/07/29,古亭,0.2,0.32,10.6,-,17,6,13.7,5.49,8.21,1.786,0.14,1.64,31.91,-,-,17.0,-
17,臺北市,2001/07/29,中山,0.5,0.42,10.1,-,25,-,18.75,7.33,11.42,1.998,0.06,1.93,30.43,-,-,25.0,-
18,臺北市,2001/07/29,大同,3.1,1.69,-,-,37,-,94.66,73.26,21.39,2.818,0.75,2.07,31.1,-,-,37.0,-
19,臺北市,2001/07/29,萬華,0.8,0.52,11.8,-,32,-,18.08,5.81,12.28,-,-,-,31.43,-,-,32.0,-
20,臺北市,2001/07/29,陽明,2.4,0.19,15.8,-,12,-,3.42,0.32,3.1,-,-,-,22.77,-,93.0,16.0,-
21,臺北市,2001/07/29,士林,0.5,0.37,13.3,-,21,-,7.79,2.81,4.98,-,-,-,29.57,-,-,21.0,-
22,臺北市,2001/07/28,松山,3.7,0.6,8.7,-,26,-,31.26,16.95,14.31,-,-,-,30.31,-,-,26.0,-
23,臺北市,2001/07/28,古亭,1.5,0.55,8.1,-,21,8,28.85,15.95,12.9,1.956,0.19,1.77,31.55,-,-,25.0,-
24,臺北市,2001/07/28,中山,2.5,0.76,9.5,-,27,-,40.1,23.71,16.39,2.468,0.29,2.18,30.33,-,-,27.0,-
25,臺北市,2001/07/28,大同,5.1,2.58,-,-,44,-,130.19,103.8,26.39,3.577,1.26,2.32,30.99,-,-,44.0,-
26,臺北市,2001/07/28,萬華,1.3,0.59,11.8,-,29,-,24.76,8.64,16.12,-,-,-,31.14,-,-,34.0,-
27,臺北市,2001/07/28,陽明,2.9,0.11,16.8,-,12,-,3.17,0.5,2.67,-,-,-,24.17,-,81.0,22.0,-
28,臺北市,2001/07/28,士林,2.6,0.69,13.1,-,26,-,27.63,12.1,15.52,-,-,-,29.2,-,-,44.0,-
29,臺北市,2001/07/27,松山,5.7,0.83,18.8,-,35,-,39.85,13.78,26.07,-,-,-,29.46,-,-,55.0,-
30,臺北市,2001/07/27,古亭,2.6,1.12,22.8,-,43,17,51.0,23.71,27.29,2.295,0.53,1.76,29.74,-,-,67.0,-
31,臺北市,2001/07/27,中山,3.8,1.39,20.8,-,61,-,63.01,28.8,34.21,2.915,0.67,2.25,29.0,-,-,57.0,-
32,臺北市,2001/07/27,大同,6.7,3.11,-,-,82,-,131.63,82.87,48.76,4.175,1.65,2.52,29.27,-,-,66.0,-
33,臺北市,2001/07/27,萬華,3.4,1.07,29.1,-,40,-,43.0,9.52,33.48,-,-,-,29.73,-,-,80.0,-
34,臺北市,2001/07/27,陽明,2.1,0.25,28.4,-,21,-,7.49,0.4,7.09,-,-,-,23.4,-,90.0,58.0,-
35,臺北市,2001/07/27,士林,1.4,1.3,14.8,-,43,-,52.08,19.78,32.29,-,-,-,27.85,-,-,52.0,-
36,臺北市,2001/07/26,松山,7.5,0.68,7.8,-,21,-,39.94,19.03,20.92,-,-,-,30.15,-,-,21.0,-
37,臺北市,2001/07/26,古亭,7.3,0.85,9.7,-,31,16,46.25,20.29,25.96,2.245,0.43,1.81,30.97,-,-,31.0,-
38,臺北市,2001/07/26,中山,5.3,0.93,13.5,-,40,-,45.04,21.04,24.0,2.643,0.45,2.2,30.28,-,-,51.0,-
39,臺北市,2001/07/26,大同,9.0,2.61,-,-,60,-,114.09,75.65,38.44,3.86,1.33,2.53,30.51,-,-,55.0,-
40,臺北市,2001/07/26,萬華,6.4,0.92,19.6,-,54,-,42.69,9.57,33.12,-,-,-,30.49,-,-,61.0,-
41,臺北市,2001/07/26,陽明,1.8,0.29,22.2,-,13,-,6.79,0.55,6.24,-,-,-,23.67,-,89.0,38.0,-
42,臺北市,2001/07/26,士林,2.5,0.78,16.9,-,27,-,33.68,15.2,18.48,-,-,-,28.84,-,-,52.0,-
43,臺北市,2001/07/25,松山,0.5,0.36,6.8,-,17,-,16.8,10.32,6.48,-,-,-,30.49,-,-,17.0,-
44,臺北市,2001/07/25,古亭,0.8,0.63,3.9,-,17,8,29.39,18.16,11.23,1.843,0.16,1.68,31.79,-,-,17.0,-
