序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
1,臺北市,2003/08/31,松山,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,臺北市,2003/08/31,古亭,2.3,0.5,-,23.1,-,32,-,23.13,7.85,15.28,2.928,0.59,2.33,30.18,-,-,69.0,-
3,臺北市,2003/08/31,中山,5.8,0.7,-,14.8,-,39,-,35.33,10.86,24.47,2.367,0.36,2.0,30.32,-,-,61.0,-
4,臺北市,2003/08/31,大同,6.7,0.79,-,-,-,54,-,57.69,31.11,26.59,2.483,0.47,2.01,30.54,-,-,52.0,-
5,臺北市,2003/08/31,萬華,1.8,0.64,-,23.6,-,37,-,19.89,4.58,15.32,-,-,-,29.85,-,-,77.0,-
6,臺北市,2003/08/31,陽明,1.6,0.24,373.89,32.4,-,11,-,3.27,0.36,2.91,-,-,-,26.3,-,86.0,46.0,-
7,臺北市,2003/08/31,士林,2.8,0.53,-,17.4,-,29,-,19.39,3.76,15.64,-,-,-,28.86,-,-,54.0,-
8,臺北市,2003/08/30,松山,1.8,-,-,46.0,-,-,-,-,-,-,-,-,-,29.9,-,-,126.0,-
9,臺北市,2003/08/30,古亭,2.5,0.83,-,29.3,-,42,-,34.98,9.56,25.42,3.083,0.72,2.37,29.85,-,-,75.0,-
10,臺北市,2003/08/30,中山,4.1,0.86,-,27.3,-,52,-,41.34,7.35,33.99,2.637,0.58,2.06,30.27,-,-,77.0,-
11,臺北市,2003/08/30,大同,5.8,0.93,-,-,-,92,-,60.32,21.97,38.35,2.657,0.59,2.06,30.45,-,-,71.0,-
12,臺北市,2003/08/30,萬華,2.2,0.87,-,29.6,-,48,-,28.48,3.47,25.01,-,-,-,29.4,-,-,72.0,-
13,臺北市,2003/08/30,陽明,1.5,0.3,379.25,44.5,-,16,-,5.81,0.61,5.2,-,-,-,26.48,-,87.0,50.0,-
14,臺北市,2003/08/30,士林,1.8,0.63,-,34.5,-,34,-,23.39,2.59,20.8,-,-,-,28.78,-,-,67.0,-
15,臺北市,2003/08/29,松山,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35.0,-
16,臺北市,2003/08/29,古亭,3.0,0.8,-,26.2,-,37,-,34.42,10.04,24.38,3.056,0.71,2.35,30.29,-,-,54.0,-
17,臺北市,2003/08/29,中山,4.7,0.89,-,20.7,-,49,-,44.24,10.68,33.56,2.635,0.58,2.06,30.54,-,-,49.0,-
18,臺北市,2003/08/29,大同,5.9,1.07,-,-,-,57,-,71.9,35.07,36.83,2.756,0.69,2.06,30.8,-,-,54.0,-
19,臺北市,2003/08/29,萬華,3.5,0.92,-,26.6,-,41,-,31.39,4.84,26.55,-,-,-,29.98,-,-,50.0,-
