序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
19,臺北市,2012/08/29,萬華,3.9,0.77,-,27.4,49,60,45.0,32.12,6.73,25.39,-,-,-,29.65,75.23,55.0
20,臺北市,2012/08/29,陽明,1.7,0.27,394.77,48.4,66,38,30.0,5.45,0.74,4.69,-,-,-,21.78,99.14,62.0
21,臺北市,2012/08/29,士林,3.6,0.48,-,38.8,63,68,43.0,18.38,3.27,15.11,-,-,-,28.92,73.12,59.0
22,臺北市,2012/08/28,松山,1.6,0.44,399.77,17.1,27,27,13.0,22.28,5.4,16.88,1.979,0.179,1.8,28.15,74.87,28.0
23,臺北市,2012/08/28,古亭,2.4,0.47,-,17.8,26,32,17.0,22.72,5.35,17.37,1.965,0.186,1.78,28.77,80.38,32.0
24,臺北市,2012/08/28,中山,2.1,0.81,-,14.8,23,21,22.0,40.69,18.49,22.2,2.23,0.321,1.91,29.11,75.16,23.0
25,臺北市,2012/08/28,大同,2.8,1.43,-,-,-,33,18.0,49.98,26.85,23.13,2.456,0.482,1.98,-,-,33.0
26,臺北市,2012/08/28,萬華,1.8,0.47,-,16.8,23,25,14.0,23.36,5.87,17.5,-,-,-,28.85,76.1,26.0
27,臺北市,2012/08/28,陽明,1.3,0.11,387.06,29.6,31,7,6.0,1.77,0.38,1.4,-,-,-,21.49,97.04,26.0
28,臺北市,2012/08/28,士林,0.8,0.22,-,25.7,29,25,11.0,9.58,2.45,7.13,-,-,-,28.48,70.65,26.0
29,臺北市,2012/08/27,松山,2.0,0.37,400.13,18.7,34,27,20.0,19.77,5.36,14.4,2.09,0.317,1.77,29.47,68.55,40.0
30,臺北市,2012/08/27,古亭,2.4,0.39,-,21.7,38,38,20.0,19.26,5.15,14.11,1.947,0.166,1.78,30.15,73.85,42.0
31,臺北市,2012/08/27,中山,2.1,0.62,-,15.8,30,28,25.0,31.9,11.93,19.97,2.174,0.25,1.92,30.5,69.15,31.0
32,臺北市,2012/08/27,大同,3.5,1.62,-,-,-,39,22.0,60.19,37.11,23.09,2.549,0.57,1.98,-,-,39.0
33,臺北市,2012/08/27,萬華,2.9,0.44,-,15.4,32,31,18.0,27.02,8.4,18.61,-,-,-,30.52,68.48,32.0
34,臺北市,2012/08/27,陽明,1.4,0.09,385.81,25.1,32,13,8.0,2.66,1.23,1.44,-,-,-,22.58,90.77,30.0
35,臺北市,2012/08/27,士林,2.5,0.27,-,23.1,43,35,16.0,13.78,2.61,11.17,-,-,-,29.75,67.14,42.0
36,臺北市,2012/08/26,松山,1.9,0.28,397.48,10.0,15,24,13.0,14.73,5.94,8.79,2.242,0.463,1.78,28.32,74.64,24.0
37,臺北市,2012/08/26,古亭,1.3,0.42,-,8.3,15,35,14.0,20.87,9.06,11.81,1.962,0.175,1.79,28.43,80.53,35.0
38,臺北市,2012/08/26,中山,3.0,0.49,-,8.5,17,22,19.0,26.04,10.83,15.21,2.094,0.191,1.9,29.16,76.04,27.0
39,臺北市,2012/08/26,大同,3.0,1.39,-,-,-,39,18.0,56.84,39.73,17.1,2.428,0.447,1.98,-,-,39.0
40,臺北市,2012/08/26,萬華,1.9,0.43,-,8.4,16,29,13.0,21.31,8.78,12.54,-,-,-,28.94,75.21,29.0
41,臺北市,2012/08/26,陽明,1.2,0.05,384.17,17.0,19,9,5.0,2.15,1.46,0.67,-,-,-,21.28,98.87,17.0
42,臺北市,2012/08/26,士林,1.7,0.33,-,11.5,22,28,10.0,14.31,4.66,9.66,-,-,-,28.2,73.85,34.0
43,臺北市,2012/08/25,松山,1.8,0.24,391.05,21.0,30,20,11.0,11.68,3.99,7.69,1.815,0.089,1.73,29.34,68.55,27.0
44,臺北市,2012/08/25,古亭,1.1,0.23,-,21.9,30,28,14.0,11.69,4.02,7.67,1.82,0.069,1.75,30.4,70.48,28.0
45,臺北市,2012/08/25,中山,1.7,0.37,-,17.2,23,23,22.0,21.6,8.27,13.33,1.975,0.146,1.83,30.28,68.85,23.0
46,臺北市,2012/08/25,大同,2.3,0.8,-,-,-,31,17.0,40.55,23.57,16.98,2.16,0.282,1.88,-,-,31.0
47,臺北市,2012/08/25,萬華,1.5,0.25,-,17.9,25,23,11.0,18.29,6.66,11.62,-,-,-,30.37,67.37,24.0
48,臺北市,2012/08/25,陽明,1.1,0.07,385.2,22.8,31,8,5.0,2.1,1.55,0.55,-,-,-,21.35,96.95,27.0
49,臺北市,2012/08/25,士林,1.0,0.14,-,23.6,32,22,12.0,6.62,2.41,4.21,-,-,-,29.83,62.89,27.0
50,臺北市,2012/08/24,松山,1.5,0.23,390.25,16.3,17,24,13.0,10.97,4.08,6.89,1.769,0.072,1.7,29.23,72.52,24.0
51,臺北市,2012/08/24,古亭,1.3,0.22,-,17.1,19,28,15.0,10.94,3.91,7.04,1.746,0.054,1.69,29.72,77.99,28.0
52,臺北市,2012/08/24,中山,1.7,0.41,-,11.6,14,24,22.0,23.34,10.07,13.27,2.017,0.219,1.8,30.06,74.1,24.0
53,臺北市,2012/08/24,大同,1.7,0.88,-,-,-,34,19.0,43.09,28.18,14.91,2.164,0.319,1.85,-,-,34.0
54,臺北市,2012/08/24,萬華,0.9,0.28,-,12.2,14,27,14.0,18.16,7.1,11.06,-,-,-,30.03,72.89,27.0
55,臺北市,2012/08/24,陽明,1.2,0.05,386.54,19.2,20,8,5.0,2.27,0.93,1.32,-,-,-,21.77,100.0,18.0
56,臺北市,2012/08/24,士林,1.4,0.1,-,19.5,20,28,12.0,4.64,1.9,2.74,-,-,-,29.84,67.02,28.0
57,臺北市,2012/08/23,松山,0.9,0.19,389.83,9.3,12,19,11.0,11.74,5.51,6.23,1.77,0.067,1.7,28.4,81.47,19.0
58,臺北市,2012/08/23,古亭,1.7,0.26,-,8.5,11,27,10.0,17.31,8.07,9.24,1.811,0.1,1.71,29.17,86.42,27.0
59,臺北市,2012/08/23,中山,1.0,0.49,-,5.9,8,17,18.0,28.04,16.28,11.76,1.978,0.169,1.81,29.33,81.94,17.0
60,臺北市,2012/08/23,大同,1.9,0.89,-,-,-,27,13.0,43.27,30.93,12.34,2.232,0.339,1.89,-,-,27.0
61,臺北市,2012/08/23,萬華,1.8,0.34,-,5.5,9,17,10.0,22.64,11.85,10.79,-,-,-,29.17,81.62,17.0
62,臺北市,2012/08/23,陽明,0.5,0.05,384.72,12.8,15,6,3.0,1.22,0.38,0.78,-,-,-,21.91,98.7,15.0
63,臺北市,2012/08/23,士林,1.2,0.16,-,10.0,13,18,8.0,9.5,3.65,5.86,-,-,-,28.47,76.08,18.0
64,臺北市,2012/08/22,松山,1.1,0.23,394.28,8.2,15,18,10.0,13.24,5.99,7.25,1.807,0.085,1.72,28.8,75.56,18.0
65,臺北市,2012/08/22,古亭,2.0,0.39,-,7.0,14,26,11.0,22.82,12.31,10.51,1.876,0.141,1.74,29.28,80.23,26.0
66,臺北市,2012/08/22,中山,2.7,0.48,-,6.1,11,13,19.0,27.02,15.91,11.11,1.967,0.176,1.79,30.06,73.58,13.0
67,臺北市,2012/08/22,大同,2.3,1.19,-,-,-,28,15.0,55.43,41.8,13.63,2.319,0.436,1.88,-,-,28.0
68,臺北市,2012/08/22,萬華,2.0,0.36,-,5.7,11,19,11.0,24.7,13.7,11.0,-,-,-,29.65,74.07,19.0
69,臺北市,2012/08/22,陽明,1.0,0.05,384.95,11.6,14,7,4.0,2.36,1.13,1.24,-,-,-,21.99,93.76,12.0
70,臺北市,2012/08/22,士林,2.4,0.16,-,9.7,16,18,7.0,9.15,2.71,6.45,-,-,-,29.47,67.39,18.0
71,臺北市,2012/08/21,松山,2.1,0.26,400.47,8.5,17,23,12.0,18.67,9.53,9.15,1.882,0.123,1.76,29.99,62.5,23.0
72,臺北市,2012/08/21,古亭,1.8,0.29,-,9.2,17,24,9.0,17.22,8.16,9.07,1.817,0.099,1.72,30.78,65.67,24.0
73,臺北市,2012/08/21,中山,2.9,0.47,-,7.7,16,19,19.0,29.86,16.54,13.31,1.993,0.188,1.81,31.2,62.1,19.0
74,臺北市,2012/08/21,大同,3.0,1.06,-,-,-,26,15.0,53.06,37.14,15.92,2.326,0.434,1.89,-,-,26.0
75,臺北市,2012/08/21,萬華,2.0,0.31,-,8.1,17,17,12.0,22.26,10.92,11.34,-,-,-,30.89,61.69,22.0
76,臺北市,2012/08/21,陽明,2.5,0.05,387.32,12.5,18,7,5.0,2.31,0.34,1.9,-,-,-,22.03,89.78,19.0
77,臺北市,2012/08/21,士林,2.4,0.15,-,12.8,24,15,9.0,9.46,3.03,6.42,-,-,-,30.26,59.97,32.0
78,臺北市,2012/08/20,松山,0.9,0.28,405.21,12.0,22,18,11.0,17.66,7.51,10.14,1.897,0.13,1.77,30.14,60.74,30.0
79,臺北市,2012/08/20,古亭,1.5,0.3,-,11.8,21,24,13.0,16.79,6.85,9.93,1.843,0.099,1.74,30.66,66.04,28.0
80,臺北市,2012/08/20,中山,2.7,0.44,-,8.1,13,19,20.0,27.19,11.65,15.54,2.009,0.172,1.84,31.24,60.65,24.0
81,臺北市,2012/08/20,大同,2.7,1.52,-,-,-,30,16.0,66.05,45.94,20.11,2.497,0.566,1.93,-,-,30.0
82,臺北市,2012/08/20,萬華,1.5,0.33,-,10.5,20,18,13.0,19.41,7.88,11.54,-,-,-,30.92,60.72,28.0
83,臺北市,2012/08/20,陽明,1.7,0.12,390.91,24.3,32,13,10.0,-,-,-,-,-,-,22.47,90.92,39.0
84,臺北市,2012/08/20,士林,1.6,0.21,-,16.1,31,22,11.0,10.93,3.29,7.63,-,-,-,30.5,59.15,37.0
85,臺北市,2012/08/19,松山,1.1,0.31,406.54,14.1,23,22,14.0,16.19,4.81,11.38,1.896,0.124,1.77,30.2,62.22,24.0
86,臺北市,2012/08/19,古亭,1.4,0.26,-,12.9,22,24,11.0,14.36,5.2,9.16,1.844,0.084,1.76,30.77,67.31,25.0
87,臺北市,2012/08/19,中山,1.5,0.4,-,13.6,23,16,20.0,21.41,6.16,15.24,1.985,0.15,1.83,31.3,61.72,26.0
88,臺北市,2012/08/19,大同,2.2,1.21,-,-,-,27,17.0,56.42,36.27,20.15,2.367,0.428,1.94,-,-,27.0
89,臺北市,2012/08/19,萬華,1.5,0.33,-,11.6,21,18,12.0,20.14,7.12,13.02,-,-,-,31.06,62.08,23.0
90,臺北市,2012/08/19,陽明,2.3,0.1,388.64,24.4,31,9,6.0,3.34,1.0,2.34,-,-,-,23.0,89.65,29.0
91,臺北市,2012/08/19,士林,2.2,0.22,-,19.1,27,22,10.0,10.35,1.48,8.87,-,-,-,30.71,59.84,28.0
92,臺北市,2012/08/18,松山,2.6,0.42,412.9,19.5,39,29,17.0,20.59,5.47,15.13,1.982,0.197,1.79,29.64,68.71,40.0
93,臺北市,2012/08/18,古亭,2.1,0.42,-,19.4,35,37,15.0,21.43,6.25,15.18,1.953,0.157,1.8,30.31,73.45,37.0
94,臺北市,2012/08/18,中山,2.5,0.61,-,17.0,33,27,24.0,32.68,11.5,21.17,2.148,0.249,1.9,30.63,69.13,35.0
95,臺北市,2012/08/18,大同,3.6,2.09,-,-,-,40,26.0,78.94,50.89,28.05,2.791,0.758,2.03,-,-,45.0
96,臺北市,2012/08/18,萬華,3.0,0.56,-,18.5,37,30,19.0,27.91,7.94,19.97,-,-,-,30.36,70.22,38.0
97,臺北市,2012/08/18,陽明,1.3,0.1,388.26,25.4,31,10,8.0,2.49,0.86,1.63,-,-,-,22.76,91.6,29.0
98,臺北市,2012/08/18,士林,1.8,0.38,-,18.2,35,31,13.0,16.98,4.47,12.51,-,-,-,29.97,65.93,33.0
99,臺北市,2012/08/17,松山,4.0,0.51,413.23,13.4,26,31,18.0,31.47,9.6,21.87,2.294,0.496,1.8,28.48,75.12,36.0
100,臺北市,2012/08/17,古亭,2.9,0.57,-,13.8,24,32,17.0,31.09,9.96,21.13,2.037,0.232,1.81,28.49,83.49,32.0
101,臺北市,2012/08/17,中山,3.8,0.78,-,11.3,23,23,26.0,42.96,15.38,27.58,2.189,0.302,1.89,29.06,76.78,30.0
102,臺北市,2012/08/17,大同,4.8,2.06,-,-,-,36,24.0,87.3,56.45,30.86,2.81,0.77,2.04,-,-,43.0
103,臺北市,2012/08/17,萬華,3.3,0.7,-,10.4,22,28,19.0,37.38,11.71,25.67,-,-,-,28.7,78.16,35.0
104,臺北市,2012/08/17,陽明,1.4,0.13,389.76,29.4,44,10,7.0,3.61,1.06,2.55,-,-,-,21.92,94.88,63.0
105,臺北市,2012/08/17,士林,3.4,0.52,-,14.2,31,27,14.0,30.77,8.02,22.74,-,-,-,28.08,74.36,45.0
106,臺北市,2012/08/16,松山,1.1,0.22,392.2,16.2,20,22,12.0,10.3,3.56,6.73,1.777,0.095,1.68,31.03,60.13,22.0
107,臺北市,2012/08/16,古亭,1.9,0.29,-,16.6,18,30,15.0,15.43,5.55,9.87,1.81,0.094,1.72,31.72,65.63,30.0
108,臺北市,2012/08/16,中山,2.1,0.38,-,14.4,18,20,19.0,19.14,7.1,12.05,1.926,0.15,1.78,31.91,61.45,20.0
109,臺北市,2012/08/16,大同,2.7,1.86,-,-,-,30,18.0,66.36,46.29,20.07,2.501,0.616,1.89,-,-,36.0
110,臺北市,2012/08/16,萬華,1.4,0.37,-,14.8,19,22,14.0,16.55,4.84,11.7,-,-,-,31.78,61.71,22.0
111,臺北市,2012/08/16,陽明,1.5,0.11,384.69,18.1,20,8,6.0,1.96,0.85,1.06,-,-,-,23.34,89.42,19.0
112,臺北市,2012/08/16,士林,1.0,0.18,-,18.3,21,25,10.0,9.86,3.05,6.81,-,-,-,31.38,58.24,25.0
113,臺北市,2012/08/15,松山,1.5,0.24,392.28,7.7,11,14,12.0,13.56,6.19,7.37,1.792,0.09,1.7,30.01,69.7,14.0
114,臺北市,2012/08/15,古亭,1.6,0.21,-,8.8,11,22,10.0,13.35,6.67,6.68,1.743,0.069,1.67,30.96,71.86,22.0
115,臺北市,2012/08/15,中山,0.9,0.44,-,6.1,9,-,19.0,24.96,14.09,10.88,1.915,0.153,1.76,30.94,70.26,9.0
116,臺北市,2012/08/15,大同,2.1,1.06,-,-,-,24,12.0,49.22,36.66,12.55,2.243,0.394,1.85,-,-,24.0
117,臺北市,2012/08/15,萬華,3.8,0.3,-,5.8,9,16,9.0,21.06,11.45,9.6,-,-,-,30.76,70.09,16.0
118,臺北市,2012/08/15,陽明,1.3,0.06,384.58,10.3,12,5,4.0,2.55,0.73,1.8,-,-,-,22.14,99.99,13.0
119,臺北市,2012/08/15,士林,0.7,0.13,-,11.3,14,15,7.0,7.23,2.33,4.92,-,-,-,30.67,64.71,15.0
120,臺北市,2012/08/14,松山,1.9,0.36,407.79,11.5,25,29,17.0,20.51,8.25,12.26,1.951,0.163,1.79,29.82,67.71,29.0
121,臺北市,2012/08/14,古亭,1.7,0.35,-,12.5,25,33,15.0,19.21,8.37,10.84,1.889,0.125,1.76,30.81,68.86,33.0
122,臺北市,2012/08/14,中山,1.3,0.54,-,10.9,23,-,24.0,29.22,13.18,16.04,2.063,0.208,1.86,30.91,68.09,26.0
123,臺北市,2012/08/14,大同,2.7,1.25,-,-,-,38,21.0,56.18,36.07,20.11,2.456,0.488,1.97,-,-,38.0
124,臺北市,2012/08/14,萬華,1.5,0.46,-,11.9,28,28,15.0,27.28,11.32,15.97,-,-,-,30.79,67.57,40.0
125,臺北市,2012/08/14,陽明,2.6,0.06,386.46,16.9,22,8,8.0,2.18,0.98,1.19,-,-,-,23.01,90.62,24.0
126,臺北市,2012/08/14,士林,2.4,0.31,-,17.7,39,32,14.0,15.39,4.81,10.58,-,-,-,30.24,65.16,56.0
127,臺北市,2012/08/13,松山,-,0.51,424.28,10.8,19,-,21.0,28.37,8.39,19.99,2.108,0.212,1.9,28.68,75.03,31.0
128,臺北市,2012/08/13,古亭,2.6,0.63,-,19.2,47,43,21.0,30.58,10.66,19.92,2.064,0.228,1.84,29.31,79.71,70.0
129,臺北市,2012/08/13,中山,2.8,0.81,-,17.6,43,31,29.0,39.85,12.73,27.13,2.232,0.295,1.94,29.78,74.33,63.0
130,臺北市,2012/08/13,大同,3.5,1.69,-,-,-,47,25.0,73.59,42.92,30.67,2.669,0.605,2.06,-,-,47.0
131,臺北市,2012/08/13,萬華,3.1,0.65,-,19.6,48,35,18.0,33.8,9.25,24.56,-,-,-,29.61,74.23,66.0
132,臺北市,2012/08/13,陽明,2.4,0.14,391.46,31.7,53,14,11.0,5.1,1.72,3.37,-,-,-,22.47,92.5,60.0
133,臺北市,2012/08/13,士林,2.3,0.44,-,26.8,60,38,16.0,20.05,4.13,15.92,-,-,-,29.24,69.58,74.0
134,臺北市,2012/08/12,松山,0.5,0.53,423.42,17.1,38,-,18.0,28.1,6.56,21.54,2.124,0.218,1.91,28.27,77.03,55.0
135,臺北市,2012/08/12,古亭,1.9,0.55,-,18.1,41,37,15.0,26.32,9.07,17.25,2.0,0.18,1.82,28.27,83.64,64.0
136,臺北市,2012/08/12,中山,2.3,0.71,-,14.8,36,28,27.0,37.36,13.07,24.29,2.223,0.263,1.96,28.92,78.58,55.0
137,臺北市,2012/08/12,大同,4.5,1.72,-,-,-,37,25.0,75.79,46.81,28.98,2.734,0.612,2.12,-,-,37.0
138,臺北市,2012/08/12,萬華,2.3,0.68,-,15.9,40,30,16.0,32.49,9.9,22.59,-,-,-,28.71,78.72,60.0
139,臺北市,2012/08/12,陽明,1.8,0.14,392.11,25.8,36,11,8.0,5.04,1.84,3.2,-,-,-,22.2,93.64,39.0
140,臺北市,2012/08/12,士林,2.1,0.53,-,15.6,40,34,15.0,27.43,6.97,20.46,-,-,-,28.21,76.01,56.0
141,臺北市,2012/08/11,松山,1.5,0.54,419.25,19.9,40,42,22.0,27.39,5.34,22.04,2.144,0.248,1.9,29.5,70.22,44.0
142,臺北市,2012/08/11,古亭,2.6,0.56,-,18.8,37,43,22.0,26.41,6.85,19.56,2.066,0.213,1.85,29.86,76.17,43.0
143,臺北市,2012/08/11,中山,2.8,0.81,-,17.2,36,35,30.0,38.62,12.66,25.96,2.26,0.296,1.96,30.53,70.27,40.0
144,臺北市,2012/08/11,大同,3.4,1.62,-,-,-,47,28.0,65.34,32.17,33.17,2.685,0.587,2.1,-,-,47.0
145,臺北市,2012/08/11,萬華,2.8,0.62,-,18.3,37,36,20.0,28.29,6.33,21.95,-,-,-,30.33,71.05,36.0
146,臺北市,2012/08/11,陽明,2.0,0.18,392.83,30.6,42,16,11.0,6.36,1.74,4.62,-,-,-,22.7,92.45,38.0
147,臺北市,2012/08/11,士林,2.5,0.43,-,23.7,41,42,21.0,18.3,2.64,15.65,-,-,-,29.66,68.54,44.0
148,臺北市,2012/08/10,松山,3.5,0.64,420.82,24.5,57,43,23.0,34.88,7.4,27.47,2.228,0.266,1.96,29.36,69.23,64.0
149,臺北市,2012/08/10,古亭,4.3,0.6,-,26.7,58,45,25.0,28.76,5.61,23.15,2.077,0.214,1.86,30.03,72.6,66.0
150,臺北市,2012/08/10,中山,3.8,0.75,-,25.4,54,37,31.0,37.92,9.5,28.42,2.212,0.276,1.94,30.3,68.47,54.0
151,臺北市,2012/08/10,大同,4.0,1.79,-,-,-,50,28.0,70.16,33.7,36.46,2.679,0.636,2.04,-,-,50.0
152,臺北市,2012/08/10,萬華,3.8,0.71,-,27.4,64,38,21.0,34.36,5.75,28.6,-,-,-,30.22,68.07,67.0
153,臺北市,2012/08/10,陽明,2.3,0.23,393.05,45.0,60,25,20.0,6.17,0.9,5.26,-,-,-,23.09,89.57,58.0
154,臺北市,2012/08/10,士林,2.9,0.56,-,26.6,64,49,25.0,24.06,3.17,20.89,-,-,-,29.56,68.49,62.0
155,臺北市,2012/08/09,松山,2.3,0.59,423.83,23.5,54,42,25.0,29.71,4.27,25.44,2.199,0.259,1.94,28.85,74.39,58.0
156,臺北市,2012/08/09,古亭,2.2,0.69,-,29.2,65,47,27.0,30.4,6.21,24.19,2.129,0.249,1.88,29.19,81.05,83.0
157,臺北市,2012/08/09,中山,2.8,0.91,-,24.9,61,43,37.0,45.82,12.72,33.09,2.375,0.356,2.02,29.79,76.09,72.0
158,臺北市,2012/08/09,大同,4.0,2.05,-,-,-,54,35.0,85.15,43.62,41.53,2.904,0.773,2.13,-,-,52.0
159,臺北市,2012/08/09,萬華,2.6,0.73,-,30.4,69,42,23.0,32.7,5.31,27.38,-,-,-,29.72,74.71,80.0
160,臺北市,2012/08/09,陽明,1.7,0.22,390.43,49.2,62,25,22.0,5.33,1.28,4.05,-,-,-,23.51,90.16,62.0
161,臺北市,2012/08/09,士林,2.7,0.59,-,32.0,68,51,30.0,25.67,3.91,21.76,-,-,-,28.95,73.98,75.0
162,臺北市,2012/08/08,松山,2.7,0.5,409.8,31.5,63,47,24.0,26.76,5.72,21.04,2.084,0.211,1.87,30.8,62.97,77.0
163,臺北市,2012/08/08,古亭,3.9,0.53,-,28.1,54,43,25.0,26.91,6.0,20.91,2.035,0.201,1.84,31.84,64.11,58.0
164,臺北市,2012/08/08,中山,4.1,0.79,-,27.2,53,38,34.0,37.7,10.79,26.91,2.228,0.299,1.93,32.16,62.89,58.0
165,臺北市,2012/08/08,大同,4.2,1.76,-,-,-,50,34.0,61.76,26.44,35.32,2.672,0.606,2.07,-,-,50.0
166,臺北市,2012/08/08,萬華,4.2,0.59,-,31.0,57,44,23.0,29.9,5.56,24.34,-,-,-,32.29,61.67,59.0
167,臺北市,2012/08/08,陽明,2.5,0.23,389.8,50.9,72,31,25.0,6.84,1.24,5.6,-,-,-,24.4,88.54,65.0
168,臺北市,2012/08/08,士林,3.3,0.39,-,43.0,73,48,29.0,16.24,2.72,13.52,-,-,-,31.26,64.23,70.0
169,臺北市,2012/08/07,松山,3.6,0.54,405.9,25.4,40,61,28.0,27.94,5.07,22.87,2.107,0.251,1.86,30.45,61.42,56.0
170,臺北市,2012/08/07,古亭,3.4,0.52,-,28.0,45,48,27.0,23.52,4.21,19.31,2.035,0.224,1.81,30.84,67.59,48.0
171,臺北市,2012/08/07,中山,5.0,0.88,-,22.4,34,42,36.0,38.88,12.44,26.44,2.251,0.342,1.91,31.23,62.52,42.0
172,臺北市,2012/08/07,大同,4.6,2.14,-,-,-,46,32.0,60.74,30.62,30.12,2.654,0.652,2.0,-,-,46.0
173,臺北市,2012/08/07,萬華,4.8,0.56,-,28.3,45,42,24.0,21.52,2.66,18.87,-,-,-,30.87,63.67,42.0
174,臺北市,2012/08/07,陽明,2.0,0.15,389.58,37.5,47,21,17.0,4.81,0.79,4.0,-,-,-,22.2,92.18,44.0
175,臺北市,2012/08/07,士林,4.5,0.33,-,32.3,48,42,25.0,18.14,1.45,16.69,-,-,-,30.25,61.87,46.0
176,臺北市,2012/08/06,松山,2.8,0.61,415.94,18.4,31,59,37.0,30.29,5.24,25.05,2.214,0.282,1.93,28.26,74.01,54.0
177,臺北市,2012/08/06,古亭,4.2,0.63,-,20.4,36,69,41.0,29.07,4.98,24.09,2.202,0.284,1.92,28.73,80.32,60.0
178,臺北市,2012/08/06,中山,5.1,1.08,-,13.2,23,61,47.0,50.41,18.76,31.65,2.474,0.458,2.02,29.1,75.4,56.0
179,臺北市,2012/08/06,大同,5.4,1.54,-,-,-,61,41.0,53.12,22.08,31.04,2.669,0.544,2.13,-,-,56.0
180,臺北市,2012/08/06,萬華,5.4,0.72,-,18.8,34,57,33.0,30.84,5.7,25.15,-,-,-,28.78,75.88,54.0
181,臺北市,2012/08/06,陽明,2.3,0.15,393.17,33.7,37,17,12.0,6.32,1.5,4.8,-,-,-,20.73,99.34,35.0
182,臺北市,2012/08/06,士林,2.9,0.37,-,24.1,36,47,29.0,17.82,2.21,15.61,-,-,-,27.78,73.84,47.0
183,臺北市,2012/08/05,松山,3.3,0.51,417.46,19.9,37,66,32.0,22.68,4.63,18.04,2.121,0.212,1.91,28.56,75.09,58.0
184,臺北市,2012/08/05,古亭,2.8,0.53,-,19.9,35,54,32.0,22.73,5.8,16.93,2.053,0.195,1.86,28.63,81.37,52.0
