序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
1,臺北市,2001/12/31,松山,4.2,1.6,20.9,-,92,-,90.67,49.44,41.23,-,-,-,17.57,-,-,71.0,-
2,臺北市,2001/12/31,古亭,3.2,1.43,21.7,-,50,42,73.69,27.98,41.71,2.756,0.67,2.09,18.29,-,-,50.0,-
3,臺北市,2001/12/31,中山,3.6,1.58,20.6,-,90,-,88.71,43.23,45.49,2.89,0.66,2.23,18.57,-,-,70.0,-
4,臺北市,2001/12/31,大同,4.4,2.38,-,-,81,-,129.16,75.97,53.18,3.67,1.24,2.43,18.72,-,-,66.0,-
5,臺北市,2001/12/31,萬華,3.7,1.2,23.1,-,70,-,47.32,10.01,37.32,-,-,-,17.98,-,-,60.0,-
6,臺北市,2001/12/31,陽明,2.4,0.35,55.6,-,22,-,6.13,0.31,5.82,-,-,-,12.47,-,76.0,53.0,-
7,臺北市,2001/12/31,士林,2.9,1.15,26.3,-,77,-,55.24,21.63,33.61,-,-,-,17.29,-,-,64.0,-
8,臺北市,2001/12/30,松山,7.8,0.77,22.6,-,64,-,45.76,12.45,33.31,-,-,-,14.14,-,-,57.0,-
9,臺北市,2001/12/30,古亭,2.7,0.71,31.7,-,44,33,30.23,5.19,25.05,2.415,0.3,2.11,15.49,-,-,44.0,-
10,臺北市,2001/12/30,中山,4.0,0.68,28.1,-,60,-,35.07,5.05,30.02,2.259,0.23,2.02,15.56,-,-,55.0,-
11,臺北市,2001/12/30,大同,6.2,1.71,-,-,79,-,133.67,81.95,51.72,3.198,0.88,2.31,15.8,-,-,65.0,-
12,臺北市,2001/12/30,萬華,3.4,0.76,30.8,-,46,-,27.66,2.36,25.3,-,-,-,15.34,-,-,46.0,-
13,臺北市,2001/12/30,陽明,3.6,0.24,58.1,-,25,-,2.63,0.04,2.59,-,-,-,8.87,-,77.0,56.0,-
14,臺北市,2001/12/30,士林,3.9,0.51,44.0,-,50,-,15.26,1.29,13.97,-,-,-,15.0,-,-,50.0,-
15,臺北市,2001/12/29,松山,5.7,1.04,20.6,-,100,-,56.97,23.5,33.48,-,-,-,13.01,-,-,75.0,-
16,臺北市,2001/12/29,古亭,4.5,1.13,19.4,-,80,53,59.04,22.61,36.43,2.771,0.57,2.2,13.76,-,-,65.0,-
17,臺北市,2001/12/29,中山,5.2,1.03,20.5,-,101,-,57.47,16.44,41.03,2.602,0.36,2.24,14.28,-,-,76.0,-
18,臺北市,2001/12/29,大同,9.1,2.49,-,-,116,-,175.31,119.66,55.65,3.52,1.09,2.43,14.7,-,-,83.0,-
19,臺北市,2001/12/29,萬華,5.2,1.07,22.5,-,79,-,38.47,6.27,32.2,-,-,-,13.74,-,-,64.0,-
20,臺北市,2001/12/29,陽明,5.8,0.39,60.0,-,50,-,4.04,0.04,4.0,-,-,-,6.81,-,86.0,58.0,-
21,臺北市,2001/12/29,士林,6.0,0.94,32.2,-,98,-,32.98,4.99,27.99,-,-,-,13.18,-,-,74.0,-
22,臺北市,2001/12/28,松山,4.4,0.71,24.1,-,73,-,40.84,10.27,30.57,-,-,-,13.96,-,-,61.0,-
23,臺北市,2001/12/28,古亭,4.5,0.83,22.5,-,67,37,44.43,11.62,32.81,2.447,0.37,2.08,14.49,-,-,59.0,-
24,臺北市,2001/12/28,中山,3.4,0.73,24.8,-,77,-,36.25,5.32,30.93,2.182,0.16,2.02,15.06,-,-,64.0,-
25,臺北市,2001/12/28,大同,6.2,2.46,-,-,95,-,157.57,110.18,47.4,3.499,1.26,2.24,15.69,-,-,72.0,-
26,臺北市,2001/12/28,萬華,3.7,0.95,22.8,-,61,-,33.3,3.22,30.08,-,-,-,14.31,-,-,55.0,-
27,臺北市,2001/12/28,陽明,3.8,0.33,50.6,-,26,-,3.93,0.15,3.78,-,-,-,7.3,-,94.0,50.0,-
28,臺北市,2001/12/28,士林,4.0,0.55,38.5,-,58,-,18.87,1.8,17.07,-,-,-,14.2,-,-,54.0,-
29,臺北市,2001/12/27,松山,5.2,0.74,15.1,-,46,-,63.03,27.92,35.1,-,-,-,14.57,-,-,46.0,-
30,臺北市,2001/12/27,古亭,-,0.73,16.7,-,30,16,-,-,-,2.569,0.48,2.09,15.37,-,-,30.0,-
31,臺北市,2001/12/27,中山,2.9,0.86,16.0,-,46,-,72.24,39.52,32.71,2.8,0.48,2.32,15.88,-,-,46.0,-
32,臺北市,2001/12/27,大同,5.4,2.81,-,-,61,-,186.93,144.16,42.77,4.151,1.54,2.61,16.07,-,-,56.0,-
33,臺北市,2001/12/27,萬華,1.0,0.79,16.8,-,28,-,33.27,7.9,25.37,-,-,-,15.42,-,-,29.0,-
34,臺北市,2001/12/27,陽明,0.4,0.18,45.9,-,15,-,1.35,0.16,1.19,-,-,-,8.95,-,90.0,44.0,-
35,臺北市,2001/12/27,士林,2.4,0.68,22.8,-,36,-,45.9,23.73,22.16,-,-,-,14.4,-,-,37.0,-
36,臺北市,2001/12/26,松山,4.7,0.95,12.5,-,49,-,58.41,27.39,31.02,-,-,-,13.17,-,-,49.0,-
37,臺北市,2001/12/26,古亭,-,0.75,17.4,-,29,19,-,-,-,2.557,0.48,2.08,13.74,-,-,29.0,-
38,臺北市,2001/12/26,中山,2.9,0.86,14.5,-,51,-,56.88,24.8,32.08,2.561,0.36,2.2,14.15,-,-,50.0,-
39,臺北市,2001/12/26,大同,6.5,3.33,-,-,68,-,201.03,159.03,42.0,4.221,1.8,2.42,14.85,-,-,59.0,-
40,臺北市,2001/12/26,萬華,1.6,0.83,15.7,-,36,-,35.04,9.33,25.71,-,-,-,13.56,-,-,36.0,-
41,臺北市,2001/12/26,陽明,0.5,0.17,42.5,-,13,-,1.44,0.3,1.14,-,-,-,6.85,-,92.0,41.0,-
42,臺北市,2001/12/26,士林,1.8,0.54,23.8,-,33,-,32.32,13.72,18.6,-,-,-,12.95,-,-,33.0,-
43,臺北市,2001/12/25,松山,7.5,0.83,17.7,-,87,-,63.38,34.13,29.25,-,-,-,11.34,-,-,69.0,-
44,臺北市,2001/12/25,古亭,9.5,0.75,18.9,-,53,36,45.83,17.87,27.95,2.409,0.38,2.03,11.83,-,-,51.0,-
45,臺北市,2001/12/25,中山,4.4,1.02,16.7,-,91,-,58.19,26.33,31.86,2.685,0.43,2.26,12.32,-,-,70.0,-
46,臺北市,2001/12/25,大同,6.1,2.22,-,-,82,-,171.01,121.07,49.94,-,-,-,12.79,-,-,66.0,-
47,臺北市,2001/12/25,萬華,3.0,0.87,19.4,-,53,-,31.34,6.87,24.47,-,-,-,11.72,-,-,51.0,-
48,臺北市,2001/12/25,陽明,3.6,0.27,49.9,-,33,-,2.59,0.05,2.54,-,-,-,5.08,-,91.0,51.0,-
49,臺北市,2001/12/25,士林,4.3,0.69,26.9,-,73,-,34.04,13.43,20.61,-,-,-,11.0,-,-,62.0,-
50,臺北市,2001/12/24,松山,4.7,0.93,16.0,-,64,-,78.05,45.15,32.9,-,-,-,12.01,-,-,57.0,-
51,臺北市,2001/12/24,古亭,2.1,0.68,22.3,-,40,21,43.88,16.39,27.49,2.519,0.46,2.05,13.33,-,-,40.0,-
52,臺北市,2001/12/24,中山,3.0,0.93,14.5,-,63,-,65.27,28.4,36.87,2.71,0.4,2.31,13.59,-,-,57.0,-
53,臺北市,2001/12/24,大同,5.4,2.83,-,-,78,-,208.77,150.24,58.53,4.255,1.65,2.6,13.84,-,-,64.0,-
54,臺北市,2001/12/24,萬華,1.9,0.73,22.8,-,34,-,29.0,5.14,23.86,-,-,-,13.41,-,-,34.0,-
55,臺北市,2001/12/24,陽明,-,-,-,-,-,-,-,-,-,-,-,-,-,-,75.0,-,-
56,臺北市,2001/12/24,士林,3.0,0.6,25.4,-,50,-,31.68,10.56,21.12,-,-,-,12.08,-,-,50.0,-
57,臺北市,2001/12/23,松山,2.7,0.52,24.8,-,43,-,34.23,11.58,22.65,-,-,-,12.32,-,-,43.0,-
58,臺北市,2001/12/23,古亭,2.3,0.63,18.8,-,40,23,41.22,12.87,28.35,2.354,0.35,2.0,12.79,-,-,40.0,-
59,臺北市,2001/12/23,中山,2.4,0.55,22.1,-,50,-,35.69,8.87,26.82,2.239,0.16,2.07,13.2,-,-,50.0,-
60,臺北市,2001/12/23,大同,4.9,1.7,-,-,58,-,149.74,103.25,46.49,3.068,0.78,2.29,13.74,-,-,54.0,-
61,臺北市,2001/12/23,萬華,1.9,0.8,20.1,-,36,-,27.56,3.64,23.92,-,-,-,12.65,-,-,36.0,-
62,臺北市,2001/12/23,陽明,-,-,-,-,-,-,-,-,-,-,-,-,-,-,82.0,-,-
63,臺北市,2001/12/23,士林,2.8,0.47,24.9,-,42,-,22.33,3.69,18.63,-,-,-,11.9,-,-,42.0,-
64,臺北市,2001/12/22,松山,3.4,0.51,25.9,-,67,-,23.66,4.26,19.4,-,-,-,11.52,-,-,59.0,-
65,臺北市,2001/12/22,古亭,3.9,0.71,20.2,-,62,39,35.17,10.65,24.52,2.24,0.21,2.03,11.81,-,-,56.0,-
66,臺北市,2001/12/22,中山,3.4,0.54,25.4,-,79,-,23.31,3.58,19.73,2.085,0.07,2.01,12.19,-,-,65.0,-
67,臺北市,2001/12/22,大同,6.0,1.86,-,-,84,-,136.77,95.54,41.23,3.09,0.85,2.24,12.74,-,-,67.0,-
68,臺北市,2001/12/22,萬華,4.2,0.71,22.8,-,57,-,23.14,2.93,20.21,-,-,-,11.72,-,-,53.0,-
69,臺北市,2001/12/22,陽明,3.2,0.26,42.5,-,31,-,2.23,0.33,1.9,-,-,-,4.12,-,92.0,39.0,-
70,臺北市,2001/12/22,士林,4.0,0.51,30.1,-,53,-,13.77,2.18,11.6,-,-,-,11.02,-,-,51.0,-
71,臺北市,2001/12/21,松山,0.4,0.58,20.5,-,26,-,25.79,6.53,19.27,-,-,-,14.05,-,-,26.0,-
72,臺北市,2001/12/21,古亭,1.4,0.75,17.1,-,17,8,32.35,10.32,22.03,2.398,0.31,2.09,14.36,-,-,24.0,-
73,臺北市,2001/12/21,中山,1.6,0.74,15.1,-,25,-,33.17,8.97,24.2,2.287,0.21,2.08,14.88,-,-,25.0,-
74,臺北市,2001/12/21,大同,2.6,1.93,-,-,40,-,107.58,72.42,35.15,3.128,0.83,2.3,15.12,-,-,40.0,-
75,臺北市,2001/12/21,萬華,1.5,0.8,15.3,-,24,-,24.63,3.49,21.14,-,-,-,13.65,-,-,27.0,-
76,臺北市,2001/12/21,陽明,0.7,0.28,37.0,-,13,-,1.89,0.02,1.87,-,-,-,7.3,-,100.0,36.0,-
77,臺北市,2001/12/21,士林,1.2,0.54,21.8,-,23,-,14.79,1.6,13.19,-,-,-,14.07,-,-,27.0,-
78,臺北市,2001/12/20,松山,1.9,0.82,11.7,-,22,-,52.46,19.22,33.24,-,-,-,17.57,-,-,22.0,-
79,臺北市,2001/12/20,古亭,2.3,0.62,18.0,-,16,7,33.9,9.2,24.69,2.257,0.31,1.95,18.0,-,-,24.0,-
80,臺北市,2001/12/20,中山,1.1,0.76,17.6,-,26,-,38.08,12.67,25.41,2.229,0.25,1.98,18.81,-,-,26.0,-
81,臺北市,2001/12/20,大同,3.9,3.22,-,-,42,-,170.57,124.3,46.27,3.915,1.68,2.23,19.61,-,-,54.0,-
82,臺北市,2001/12/20,萬華,1.8,0.69,18.3,-,13,-,26.3,4.03,22.27,-,-,-,18.08,-,-,25.0,-
83,臺北市,2001/12/20,陽明,0.2,0.22,41.5,-,-,-,0.66,0.1,0.56,-,-,-,13.09,-,99.0,36.0,-
84,臺北市,2001/12/20,士林,0.3,0.37,26.4,-,18,-,14.2,2.03,12.17,-,-,-,18.68,-,-,29.0,-
85,臺北市,2001/12/19,松山,0.5,0.61,17.1,-,19,-,38.83,10.39,28.44,-,-,-,17.55,-,-,19.0,-
86,臺北市,2001/12/19,古亭,0.9,0.71,14.2,-,15,6,41.2,12.3,28.9,2.329,0.34,1.99,17.86,-,-,17.0,-
87,臺北市,2001/12/19,中山,0.9,0.93,12.8,-,25,-,48.71,17.85,30.86,2.425,0.31,2.12,18.62,-,-,25.0,-
88,臺北市,2001/12/19,大同,4.3,3.72,-,-,51,-,169.54,120.81,48.73,4.165,1.84,2.32,19.23,-,-,58.0,-
89,臺北市,2001/12/19,萬華,0.7,0.85,14.5,-,23,-,29.83,4.56,25.26,-,-,-,17.95,-,-,23.0,-
90,臺北市,2001/12/19,陽明,0.1,0.16,25.6,-,12,-,0.5,0.08,0.49,-,-,-,12.81,-,98.0,36.0,-
91,臺北市,2001/12/19,士林,0.4,0.45,21.4,-,20,-,22.32,4.37,17.95,-,-,-,18.05,-,-,28.0,-
92,臺北市,2001/12/18,松山,1.7,0.86,9.8,-,24,-,48.12,19.58,28.54,-,-,-,17.51,-,-,24.0,-
93,臺北市,2001/12/18,古亭,1.0,1.03,9.0,-,25,12,52.72,23.44,29.28,2.398,0.34,2.06,17.86,-,-,25.0,-
94,臺北市,2001/12/18,中山,1.3,1.2,6.5,-,36,-,64.64,31.47,33.18,-,-,-,18.26,-,-,36.0,-
95,臺北市,2001/12/18,大同,4.4,3.53,-,-,43,-,-,-,-,4.084,1.75,2.34,18.75,-,-,51.0,-
96,臺北市,2001/12/18,萬華,1.2,1.04,7.4,-,26,-,38.28,10.63,27.65,-,-,-,17.67,-,-,26.0,-
97,臺北市,2001/12/18,陽明,0.3,0.33,23.0,-,-,-,1.37,0.04,1.33,-,-,-,13.09,-,97.0,37.0,-
98,臺北市,2001/12/18,士林,0.8,0.99,4.0,-,29,-,45.76,17.1,28.66,-,-,-,17.26,-,-,29.0,-
99,臺北市,2001/12/17,松山,2.3,1.36,13.1,-,77,-,67.81,29.93,37.88,-,-,-,19.98,-,-,63.0,-
100,臺北市,2001/12/17,古亭,2.1,1.38,14.0,-,59,35,64.63,29.17,35.47,2.842,0.62,2.22,20.24,-,-,62.0,-
101,臺北市,2001/12/17,中山,2.6,1.51,10.9,-,77,-,75.43,37.91,37.52,3.312,0.79,2.52,20.75,-,-,64.0,-
102,臺北市,2001/12/17,大同,5.0,3.79,-,-,99,-,-,-,-,4.571,1.9,2.67,21.22,-,-,74.0,-
103,臺北市,2001/12/17,萬華,2.1,1.42,13.3,-,67,-,48.59,15.32,33.28,-,-,-,20.02,-,-,66.0,-
104,臺北市,2001/12/17,陽明,0.4,0.41,36.6,-,13,-,5.3,0.41,4.89,-,-,-,15.96,-,93.0,46.0,-
105,臺北市,2001/12/17,士林,2.2,1.19,11.7,-,83,-,49.98,17.94,32.03,-,-,-,19.78,-,-,66.0,-
106,臺北市,2001/12/16,松山,4.1,0.94,20.2,-,65,-,52.48,18.52,33.96,-,-,-,20.58,-,-,58.0,-
107,臺北市,2001/12/16,古亭,3.2,1.25,18.6,-,58,33,68.97,28.72,40.24,2.832,0.65,2.18,21.54,-,-,72.0,-
108,臺北市,2001/12/16,中山,3.3,0.97,18.9,-,64,-,57.28,19.2,38.08,2.508,0.31,2.2,21.83,-,-,57.0,-
109,臺北市,2001/12/16,大同,5.1,2.58,-,-,73,-,-,-,-,3.66,1.22,2.44,22.19,-,-,61.0,-
110,臺北市,2001/12/16,萬華,3.3,1.3,21.3,-,62,-,47.6,14.14,33.46,-,-,-,21.22,-,-,76.0,-
111,臺北市,2001/12/16,陽明,1.6,0.35,53.2,-,34,-,6.24,0.14,6.11,-,-,-,15.68,-,88.0,85.0,-
112,臺北市,2001/12/16,士林,2.9,0.73,27.4,-,55,-,29.02,4.35,24.67,-,-,-,20.81,-,-,52.0,-
113,臺北市,2001/12/15,松山,1.9,0.55,19.9,-,44,-,31.9,8.29,23.61,-,-,-,16.75,-,-,44.0,-
114,臺北市,2001/12/15,古亭,1.3,0.48,24.5,-,28,18,24.85,6.91,17.93,2.186,0.25,1.94,17.29,-,-,28.0,-
115,臺北市,2001/12/15,中山,2.2,0.53,23.3,-,53,-,27.27,6.39,20.88,2.192,0.19,2.0,17.66,-,-,51.0,-
116,臺北市,2001/12/15,大同,4.0,2.02,-,-,55,-,100.87,69.6,31.27,3.379,1.16,2.22,18.1,-,-,53.0,-
117,臺北市,2001/12/15,萬華,2.0,0.65,23.0,-,37,-,21.92,3.73,18.19,-,-,-,17.03,-,-,37.0,-
118,臺北市,2001/12/15,陽明,0.7,0.23,44.3,-,13,-,1.37,0.26,1.11,-,-,-,9.41,-,99.0,40.0,-
119,臺北市,2001/12/15,士林,1.8,0.32,33.0,-,37,-,9.76,1.56,8.2,-,-,-,16.83,-,-,37.0,-
120,臺北市,2001/12/14,松山,3.4,0.64,16.3,-,87,-,40.67,12.8,27.87,-,-,-,13.22,-,-,68.0,-
121,臺北市,2001/12/14,古亭,3.5,0.57,20.1,-,73,29,30.66,9.32,21.34,2.211,0.26,1.96,13.55,-,-,61.0,-
122,臺北市,2001/12/14,中山,3.1,0.65,19.0,-,94,-,34.22,9.49,24.73,2.247,0.21,2.04,14.13,-,-,72.0,-
123,臺北市,2001/12/14,大同,5.9,2.43,-,-,96,-,146.5,106.48,40.02,3.537,1.27,2.27,14.86,-,-,73.0,-
124,臺北市,2001/12/14,萬華,3.5,0.63,20.4,-,70,-,21.96,3.69,18.27,-,-,-,13.57,-,-,60.0,-
125,臺北市,2001/12/14,陽明,1.7,0.26,43.2,-,17,-,2.23,0.02,2.21,-,-,-,6.25,-,100.0,39.0,-
126,臺北市,2001/12/14,士林,2.4,0.4,29.4,-,75,-,12.28,2.11,10.17,-,-,-,12.43,-,-,63.0,-
127,臺北市,2001/12/13,松山,2.1,0.58,18.3,-,25,-,25.19,10.27,14.93,-,-,-,16.45,-,-,25.0,-
128,臺北市,2001/12/13,古亭,2.7,0.73,13.1,-,23,12,29.47,9.25,20.22,2.37,0.29,2.08,16.61,-,-,23.0,-
129,臺北市,2001/12/13,中山,2.0,0.65,15.2,-,26,-,23.76,6.29,17.47,2.226,0.13,2.09,17.38,-,-,26.0,-
130,臺北市,2001/12/13,大同,5.6,2.31,-,-,36,-,129.93,99.55,30.38,3.51,1.22,2.29,18.15,-,-,36.0,-
131,臺北市,2001/12/13,萬華,2.6,0.79,13.7,-,21,-,22.2,4.56,17.64,-,-,-,16.83,-,-,21.0,-
132,臺北市,2001/12/13,陽明,1.5,0.42,32.8,-,12,-,3.6,0.12,3.48,-,-,-,10.16,-,99.0,37.0,-
133,臺北市,2001/12/13,士林,2.0,0.59,17.4,-,29,-,14.76,2.73,12.04,-,-,-,16.23,-,-,29.0,-
134,臺北市,2001/12/12,松山,2.7,0.97,10.9,-,50,-,51.62,19.49,32.13,-,-,-,21.13,-,-,50.0,-
135,臺北市,2001/12/12,古亭,2.3,0.87,11.0,-,42,22,51.95,18.9,33.05,2.808,0.63,2.18,21.53,-,-,42.0,-
