序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
1,臺北市,2007/01/31,松山,10.7,0.99,412.23,14.6,37,116,55.0,89.55,45.77,43.78,2.679,0.512,2.17,16.24,-,67.97,83.0,-
2,臺北市,2007/01/31,古亭,5.0,0.84,-,19.2,35,102,55.0,53.65,18.41,35.24,1.9,0.238,1.66,16.07,-,64.24,76.0,-
3,臺北市,2007/01/31,中山,9.5,1.31,-,13.2,27,116,58.0,112.84,63.12,49.73,2.792,0.625,2.17,17.23,-,55.25,83.0,-
4,臺北市,2007/01/31,萬華,5.0,0.92,-,19.6,42,98,-,54.25,18.91,35.35,-,-,-,17.54,-,64.78,74.0,-
5,臺北市,2007/01/31,陽明,5.2,0.28,391.61,56.8,60,102,48.0,4.47,1.33,3.14,-,-,-,10.03,-,90.72,76.0,-
6,臺北市,2007/01/31,士林,6.5,0.95,-,25.1,51,118,54.0,66.24,31.88,34.36,-,-,-,16.19,-,66.01,84.0,-
7,臺北市,2007/01/30,松山,8.8,0.87,409.03,14.4,35,68,43.0,79.96,39.06,40.9,2.568,0.443,2.13,14.52,-,64.43,59.0,-
8,臺北市,2007/01/30,古亭,3.7,0.71,-,18.2,34,63,43.0,48.52,17.01,31.51,1.978,0.201,1.78,14.29,-,59.93,56.0,-
9,臺北市,2007/01/30,中山,5.6,0.93,-,10.7,22,67,40.0,67.07,23.79,43.28,2.362,0.389,1.97,15.63,-,50.66,58.0,-
10,臺北市,2007/01/30,萬華,3.6,0.81,-,19.9,42,61,-,52.11,20.11,32.0,-,-,-,15.84,-,59.2,56.0,-
11,臺北市,2007/01/30,陽明,5.9,0.24,391.0,49.0,56,41,26.0,6.12,1.51,4.61,-,-,-,9.04,-,-,47.0,-
12,臺北市,2007/01/30,士林,5.0,0.76,-,25.8,50,78,40.0,53.51,21.15,32.36,-,-,-,14.66,-,63.1,64.0,-
13,臺北市,2007/01/29,松山,9.5,0.82,405.53,14.0,34,117,52.0,62.08,25.16,36.92,2.472,0.346,2.13,12.45,-,62.17,84.0,-
14,臺北市,2007/01/29,古亭,6.6,0.72,-,18.6,30,122,56.0,45.1,15.3,29.8,1.95,0.193,1.76,12.23,-,58.69,86.0,-
15,臺北市,2007/01/29,中山,8.8,0.92,-,13.2,21,126,57.0,68.62,30.81,37.81,2.352,0.341,2.01,13.24,-,48.6,88.0,-
16,臺北市,2007/01/29,萬華,6.9,0.75,-,23.5,36,114,-,40.76,12.41,28.35,-,-,-,13.59,-,57.66,82.0,-
17,臺北市,2007/01/29,陽明,8.6,0.29,394.29,47.3,49,106,40.0,5.92,1.53,4.39,-,-,-,5.93,-,-,78.0,-
18,臺北市,2007/01/29,士林,8.3,0.61,-,27.6,43,128,46.0,29.86,7.76,22.1,-,-,-,12.31,-,59.14,89.0,-
19,臺北市,2007/01/28,松山,7.6,0.54,392.77,34.2,48,143,52.0,23.8,3.33,20.45,2.083,0.145,1.94,13.93,-,49.95,96.0,-
20,臺北市,2007/01/28,古亭,7.4,0.58,-,33.2,49,155,62.0,26.72,5.3,21.42,1.74,0.095,1.65,13.36,-,49.76,102.0,-
21,臺北市,2007/01/28,中山,8.3,0.64,-,24.3,31,153,55.0,39.8,11.5,28.31,2.079,0.189,1.89,14.24,-,39.86,102.0,-
22,臺北市,2007/01/28,萬華,6.6,0.56,-,38.1,52,150,-,20.41,1.87,18.53,-,-,-,14.6,-,50.59,100.0,-
