序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","平均風速 WS_HR (m/sec)","平均風向 WD_HR (degress)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
593,臺中市,2008/01/18,西屯,1.8,0.38,-,24.0,36,32,19.0,19.34,2.87,16.46,2.033,0.144,1.89,-,-,16.86,-,68.24,38.0,-
594,臺中市,2008/01/18,忠明,3.0,0.57,-,19.0,34,33,19.0,29.57,8.4,21.16,2.118,0.33,1.79,-,-,16.59,-,72.23,40.0,-
595,臺中市,2008/01/18,大里,1.7,0.59,422.85,16.4,35,36,23.0,30.78,10.14,20.64,1.925,0.291,1.63,-,-,16.82,-,70.22,44.0,-
596,臺中市,2008/01/18,沙鹿,3.7,0.39,-,23.9,35,34,19.0,18.71,1.75,16.96,-,-,-,-,-,16.08,-,73.19,36.0,-
597,臺中市,2008/01/18,豐原,2.2,0.5,-,19.7,35,34,14.0,21.74,5.42,16.32,1.876,0.206,1.67,-,-,16.46,-,75.15,40.0,-
598,臺中市,2008/01/17,西屯,1.8,0.36,-,24.2,28,30,17.0,16.64,2.17,14.44,2.024,0.137,1.89,-,-,15.6,-,65.77,30.0,-
599,臺中市,2008/01/17,忠明,3.2,0.49,-,14.6,20,28,18.0,25.45,4.4,21.04,2.044,0.268,1.78,-,-,15.45,-,69.67,28.0,-
600,臺中市,2008/01/17,大里,1.8,0.58,417.49,14.9,20,31,19.0,28.96,6.27,22.7,1.88,0.249,1.63,-,-,16.06,-,66.56,31.0,-
601,臺中市,2008/01/17,沙鹿,3.2,0.35,-,26.9,31,22,13.0,15.13,1.34,13.78,-,-,-,-,-,14.86,-,69.3,29.0,-
602,臺中市,2008/01/17,豐原,2.1,0.47,-,18.9,25,32,12.0,20.66,4.44,16.22,1.849,0.183,1.67,-,-,14.9,-,74.4,32.0,-
603,臺中市,2008/01/16,西屯,1.4,0.32,-,25.8,28,26,13.0,11.95,1.78,10.14,1.97,0.097,1.87,-,-,15.2,-,68.05,26.0,-
604,臺中市,2008/01/16,忠明,2.6,0.42,-,19.8,22,24,11.0,18.12,2.31,15.81,1.912,0.162,1.75,-,-,15.17,-,70.74,24.0,-
605,臺中市,2008/01/16,大里,0.9,0.39,410.53,18.3,20,18,12.0,18.57,4.99,13.58,1.713,0.136,1.58,-,-,15.84,-,66.95,20.0,-
606,臺中市,2008/01/16,沙鹿,2.7,0.32,-,28.0,31,24,10.0,11.76,1.49,10.26,-,-,-,-,-,14.42,-,72.13,27.0,-
607,臺中市,2008/01/16,豐原,2.3,0.38,-,23.9,26,27,11.0,14.24,2.97,11.27,1.772,0.124,1.65,-,-,14.51,-,75.58,27.0,-
608,臺中市,2008/01/15,西屯,1.9,0.34,-,26.4,28,28,15.0,14.28,2.03,12.25,2.0,0.116,1.88,-,-,16.32,-,71.24,31.0,-
609,臺中市,2008/01/15,忠明,2.9,0.45,-,18.5,24,26,17.0,22.56,3.66,18.89,1.994,0.227,1.77,-,-,16.24,-,74.46,27.0,-
610,臺中市,2008/01/15,大里,1.8,0.44,414.12,14.7,19,23,16.0,24.59,4.82,19.77,1.681,0.142,1.54,-,-,16.83,-,71.36,23.0,-
611,臺中市,2008/01/15,沙鹿,3.1,0.34,-,28.7,31,25,15.0,14.46,1.7,12.71,-,-,-,-,-,15.69,-,74.64,30.0,-
612,臺中市,2008/01/15,豐原,3.2,0.4,-,19.0,25,32,13.0,21.29,4.58,16.72,1.816,0.14,1.68,-,-,15.8,-,78.93,32.0,-
613,臺中市,2008/01/14,西屯,1.3,0.28,-,27.3,30,22,11.0,12.3,1.35,10.91,1.955,0.092,1.86,-,-,15.97,-,68.47,26.0,-
614,臺中市,2008/01/14,忠明,2.1,0.37,-,21.1,26,20,11.0,17.82,2.43,15.4,1.934,0.201,1.73,-,-,15.92,-,72.13,24.0,-
615,臺中市,2008/01/14,大里,2.2,0.38,409.68,16.7,21,19,11.0,20.95,4.13,16.82,1.646,0.147,1.5,-,-,16.58,-,70.13,20.0,-
616,臺中市,2008/01/14,沙鹿,2.8,0.27,-,28.7,31,16,8.0,12.02,1.35,10.67,-,-,-,-,-,15.28,-,72.02,27.0,-
617,臺中市,2008/01/14,豐原,3.3,0.35,-,19.4,22,27,9.0,20.21,4.35,15.85,1.765,0.138,1.63,-,-,15.31,-,77.25,27.0,-
618,臺中市,2008/01/13,西屯,1.3,0.31,-,30.6,35,24,12.0,11.74,1.14,10.59,1.94,0.068,1.87,-,-,17.16,-,72.07,31.0,-
619,臺中市,2008/01/13,忠明,1.8,0.39,-,24.6,31,20,14.0,14.85,1.7,13.13,1.843,0.123,1.72,-,-,17.3,-,75.14,28.0,-
620,臺中市,2008/01/13,大里,2.2,0.39,410.59,19.2,25,20,14.0,16.57,3.34,13.23,1.638,0.109,1.53,-,-,18.16,-,72.62,23.0,-
621,臺中市,2008/01/13,沙鹿,2.3,0.31,-,31.2,35,26,13.0,10.02,0.64,9.37,-,-,-,-,-,16.56,-,76.12,31.0,-
622,臺中市,2008/01/13,豐原,5.1,0.35,-,18.7,24,29,10.0,22.61,5.0,17.61,1.709,0.103,1.61,-,-,16.84,-,79.32,29.0,-
623,臺中市,2008/01/12,西屯,3.4,0.55,-,26.2,46,69,43.0,24.96,4.75,20.2,2.182,0.24,1.94,-,-,22.98,-,65.84,60.0,-
624,臺中市,2008/01/12,忠明,3.9,0.72,-,22.4,47,61,40.0,34.21,9.88,24.33,2.201,0.405,1.8,-,-,23.31,-,68.55,56.0,-
625,臺中市,2008/01/12,大里,4.0,0.7,436.79,21.0,45,66,41.0,32.32,8.9,23.42,2.039,0.392,1.65,-,-,23.81,-,64.6,58.0,-
626,臺中市,2008/01/12,沙鹿,4.2,0.55,-,27.4,42,78,44.0,20.94,2.55,18.38,-,-,-,-,-,22.75,-,72.24,64.0,-
627,臺中市,2008/01/12,豐原,4.8,0.55,-,25.2,46,60,35.0,24.7,4.23,20.46,1.83,0.214,1.62,-,-,23.29,-,70.02,55.0,-
628,臺中市,2008/01/11,西屯,5.2,1.08,-,26.6,66,134,87.0,63.83,22.35,41.47,2.864,0.794,2.07,-,-,23.29,-,64.19,92.0,-
629,臺中市,2008/01/11,忠明,4.8,1.27,-,28.9,73,105,80.0,52.15,15.81,36.35,2.616,0.7,1.92,-,-,23.71,-,64.41,93.0,-
630,臺中市,2008/01/11,大里,4.9,1.05,442.93,23.9,59,119,83.0,44.21,14.03,30.18,2.323,0.67,1.65,-,-,23.84,-,63.85,84.0,-
631,臺中市,2008/01/11,沙鹿,5.1,0.9,-,33.3,74,128,79.0,40.97,8.08,32.88,-,-,-,-,-,23.5,-,68.8,89.0,-
632,臺中市,2008/01/11,豐原,5.9,1.15,-,25.0,62,100,60.0,45.44,13.82,31.62,2.289,0.616,1.67,-,-,23.75,-,65.26,75.0,-
633,臺中市,2008/01/10,西屯,4.5,0.82,-,33.4,59,166,119.0,31.54,5.56,25.98,2.416,0.399,2.02,-,-,21.71,-,74.2,108.0,-
634,臺中市,2008/01/10,豐原,5.8,0.94,-,29.4,55,175,119.0,35.64,4.59,31.06,2.162,0.451,1.71,-,-,21.63,-,81.01,112.0,-
635,臺中市,2008/01/10,忠明,4.1,0.9,-,31.3,57,155,124.0,32.21,3.79,28.42,2.335,0.482,1.85,-,-,21.8,-,76.32,102.0,-
636,臺中市,2008/01/10,大里,4.3,0.96,443.77,25.4,52,155,113.0,35.91,7.71,28.2,2.191,0.481,1.71,-,-,22.59,-,72.19,102.0,-
637,臺中市,2008/01/10,沙鹿,4.1,0.8,-,37.2,59,160,104.0,23.14,3.48,19.66,-,-,-,-,-,21.28,-,81.25,105.0,-
638,臺中市,2008/01/09,西屯,5.1,1.05,-,30.0,72,161,113.0,58.42,21.89,36.53,2.54,0.466,2.07,-,-,21.74,-,66.57,106.0,-
639,臺中市,2008/01/09,豐原,6.4,1.08,-,29.5,67,134,94.0,44.2,7.78,36.42,2.257,0.523,1.73,-,-,22.13,-,70.2,92.0,-
640,臺中市,2008/01/09,忠明,6.3,1.43,-,28.4,68,155,125.0,65.73,22.58,43.15,2.934,0.916,2.02,-,-,22.01,-,69.9,102.0,-
641,臺中市,2008/01/09,大里,6.4,1.27,455.3,26.4,62,178,131.0,54.56,14.97,39.59,2.489,0.685,1.8,-,-,22.31,-,69.99,114.0,-
642,臺中市,2008/01/09,沙鹿,5.8,0.98,-,34.5,70,167,121.0,34.54,5.85,28.69,-,-,-,-,-,21.09,-,75.52,108.0,-
643,臺中市,2008/01/08,西屯,6.1,1.17,-,18.1,41,144,94.0,74.35,32.8,41.54,2.834,0.757,2.08,-,-,21.41,-,68.95,97.0,-
644,臺中市,2008/01/08,豐原,7.1,1.29,-,16.1,37,129,79.0,52.51,14.29,38.22,2.366,0.64,1.73,-,-,21.66,-,72.48,90.0,-
645,臺中市,2008/01/08,忠明,6.6,1.59,-,16.8,42,138,102.0,88.1,41.84,46.26,3.093,1.082,2.01,-,-,21.67,-,70.97,94.0,-
646,臺中市,2008/01/08,大里,8.8,1.39,463.19,14.0,31,151,106.0,69.31,20.35,48.96,2.595,0.772,1.82,-,-,21.61,-,71.65,100.0,-
647,臺中市,2008/01/08,沙鹿,7.7,1.08,-,22.0,51,167,109.0,53.72,21.86,31.86,-,-,-,-,-,20.04,-,79.57,108.0,-
648,臺中市,2008/01/07,豐原,4.3,0.86,-,19.2,37,74,38.0,41.76,10.45,31.32,2.154,0.48,1.68,-,-,22.33,-,64.61,62.0,-
649,臺中市,2008/01/07,西屯,4.2,0.86,-,18.3,45,95,62.0,59.65,28.97,30.68,2.434,0.417,2.02,-,-,21.55,-,63.23,72.0,-
650,臺中市,2008/01/07,忠明,5.1,1.25,-,13.2,39,94,67.0,76.11,39.84,36.27,2.913,0.906,2.01,-,-,21.68,-,67.5,72.0,-
651,臺中市,2008/01/07,大里,7.3,1.14,449.31,14.4,35,111,72.0,68.36,30.98,37.39,2.45,0.645,1.81,-,-,22.03,-,66.65,80.0,-
652,臺中市,2008/01/07,沙鹿,5.6,0.74,-,17.8,42,104,65.0,40.51,13.51,27.0,-,-,-,-,-,19.66,-,77.91,77.0,-
653,臺中市,2008/01/06,豐原,3.7,0.93,-,15.5,35,81,43.0,44.26,16.7,27.56,2.21,0.453,1.76,-,-,19.51,-,70.68,66.0,-
654,臺中市,2008/01/06,西屯,2.7,0.69,-,17.8,41,84,52.0,40.41,15.71,24.7,2.265,0.283,1.98,-,-,18.96,-,68.14,67.0,-
655,臺中市,2008/01/06,忠明,3.3,0.98,-,15.7,38,82,62.0,55.97,26.45,29.52,2.52,0.574,1.95,-,-,19.01,-,71.44,66.0,-
656,臺中市,2008/01/06,大里,4.8,0.96,440.76,17.5,41,97,66.0,50.13,20.44,29.69,2.209,0.438,1.77,-,-,18.95,-,71.4,74.0,-
657,臺中市,2008/01/06,沙鹿,4.1,0.53,-,23.6,43,82,48.0,21.61,2.65,18.94,-,-,-,-,-,17.76,-,76.5,66.0,-
658,臺中市,2008/01/05,豐原,3.3,0.6,-,21.2,38,61,34.0,28.14,6.72,21.42,1.91,0.256,1.65,-,-,17.51,-,72.03,56.0,-
659,臺中市,2008/01/05,沙鹿,3.5,0.43,-,22.7,43,58,38.0,20.76,1.93,18.82,-,-,-,-,-,16.92,-,74.39,54.0,-
660,臺中市,2008/01/05,忠明,3.6,0.61,-,16.9,39,57,46.0,38.37,12.57,25.8,2.223,0.418,1.8,-,-,17.5,-,71.69,54.0,-
661,臺中市,2008/01/05,大里,5.0,0.9,437.23,17.1,39,73,49.0,46.27,20.29,25.98,2.266,0.547,1.72,-,-,17.27,-,71.76,62.0,-
662,臺中市,2008/01/05,西屯,2.6,0.44,-,22.1,41,59,41.0,21.51,2.61,18.9,2.082,0.178,1.9,-,-,17.75,-,68.34,54.0,-
663,臺中市,2008/01/04,豐原,5.1,0.82,-,17.6,35,69,41.0,37.88,10.88,27.0,2.098,0.409,1.69,-,-,16.2,-,74.76,60.0,-
664,臺中市,2008/01/04,沙鹿,3.1,0.45,-,21.7,39,51,32.0,25.8,7.43,18.37,-,-,-,-,-,15.7,-,76.31,50.0,-
665,臺中市,2008/01/04,忠明,3.8,0.89,-,16.5,40,70,51.0,62.9,32.9,30.0,2.601,0.705,1.9,-,-,16.26,-,73.01,60.0,-
666,臺中市,2008/01/04,大里,4.6,0.9,441.58,15.4,36,83,54.0,51.57,23.9,27.67,2.329,0.563,1.77,-,-,16.11,-,73.31,66.0,-
667,臺中市,2008/01/04,西屯,2.7,0.55,-,21.2,41,67,42.0,36.46,13.49,22.97,2.261,0.295,1.97,-,-,16.33,-,71.38,58.0,-
668,臺中市,2008/01/03,忠明,5.1,1.03,-,18.0,46,85,60.0,62.68,29.15,33.54,2.63,0.704,1.93,-,-,14.98,-,64.92,68.0,-
669,臺中市,2008/01/03,豐原,5.7,1.01,-,18.3,44,90,52.0,44.38,15.33,29.05,2.236,0.513,1.72,-,-,15.07,-,68.41,70.0,-
670,臺中市,2008/01/03,大里,6.7,0.97,440.19,15.5,39,103,64.0,57.8,25.02,32.78,2.33,0.585,1.75,-,-,14.73,-,64.47,76.0,-
671,臺中市,2008/01/03,西屯,4.5,0.66,-,18.9,42,86,52.0,39.89,13.87,26.02,2.25,0.31,1.94,-,-,15.24,-,61.14,68.0,-
672,臺中市,2008/01/03,沙鹿,4.2,0.47,-,22.3,37,65,39.0,27.88,6.37,21.51,-,-,-,-,-,14.45,-,64.24,58.0,-
673,臺中市,2008/01/02,忠明,6.7,0.53,-,19.0,31,67,42.0,24.08,4.26,19.82,2.034,0.276,1.76,-,-,12.45,-,53.31,58.0,-
674,臺中市,2008/01/02,豐原,7.1,0.52,-,20.7,29,75,34.0,21.7,5.84,15.86,1.83,0.168,1.66,-,-,11.85,-,57.31,62.0,-
675,臺中市,2008/01/02,大里,7.0,0.61,418.22,15.2,25,71,40.0,31.98,9.91,22.07,1.949,0.28,1.67,-,-,12.86,-,47.05,60.0,-
676,臺中市,2008/01/02,西屯,6.6,0.42,-,25.1,34,76,42.0,16.09,1.97,14.12,2.026,0.152,1.87,-,-,12.76,-,48.04,63.0,-
677,臺中市,2008/01/02,沙鹿,8.4,0.42,-,26.0,34,67,35.0,14.55,1.59,12.95,-,-,-,-,-,11.94,-,50.98,58.0,-
678,臺中市,2008/01/01,忠明,6.0,0.4,-,26.7,33,61,36.0,16.36,2.35,14.01,1.896,0.161,1.74,-,-,12.61,-,49.81,56.0,-
679,臺中市,2008/01/01,豐原,7.4,0.37,-,26.0,31,70,30.0,16.28,3.26,13.02,1.747,0.11,1.64,-,-,11.78,-,53.81,60.0,-
680,臺中市,2008/01/01,大里,6.0,0.4,409.71,22.7,30,62,35.0,15.68,2.71,12.97,1.713,0.097,1.62,-,-,12.9,-,44.59,56.0,-
681,臺中市,2008/01/01,西屯,6.3,0.34,-,30.6,36,70,34.0,11.01,1.18,9.79,1.93,0.096,1.83,-,-,12.82,-,44.44,60.0,-
682,臺中市,2008/01/01,沙鹿,7.6,0.34,-,31.2,37,68,28.0,10.72,0.97,9.71,-,-,-,-,-,12.07,-,47.06,59.0,-
683,臺南市,2008/01/31,善化,4.9,0.61,418.33,11.0,21,48,29.0,30.07,3.51,26.56,-,-,-,-,-,15.48,-,83.81,48.0,-
684,臺南市,2008/01/31,新營,3.7,0.65,-,12.9,20,46,23.0,27.62,6.28,21.34,2.244,0.179,2.07,-,-,14.62,-,77.11,46.0,-
685,臺南市,2008/01/31,臺南,4.0,0.76,-,13.6,23,45,29.0,28.34,5.48,22.86,2.333,0.318,2.02,-,-,14.69,-,77.89,45.0,-
686,臺南市,2008/01/31,安南,5.1,0.62,-,13.4,24,51,25.0,25.67,3.45,22.23,2.072,0.235,1.84,-,-,15.7,-,75.63,50.0,-
687,臺南市,2008/01/30,善化,5.6,0.57,421.94,23.2,47,72,44.0,34.09,10.94,23.14,-,-,-,-,-,18.22,-,83.61,61.0,-
688,臺南市,2008/01/30,新營,4.7,0.64,-,19.5,39,76,33.0,31.75,12.84,18.91,2.245,0.186,2.06,-,-,17.21,-,76.28,63.0,-
689,臺南市,2008/01/30,臺南,5.1,0.73,-,19.7,44,65,38.0,38.5,13.29,25.21,2.378,0.351,2.03,-,-,16.99,-,79.55,58.0,-
690,臺南市,2008/01/30,安南,6.1,0.6,-,22.3,48,76,37.0,32.02,10.4,21.62,2.099,0.254,1.85,-,-,18.11,-,76.46,63.0,-
691,臺南市,2008/01/29,安南,3.8,0.47,-,16.0,31,72,40.0,33.05,7.34,25.7,2.13,0.287,1.84,-,-,19.18,-,81.37,61.0,-
692,臺南市,2008/01/29,善化,4.7,0.46,419.19,13.1,29,72,41.0,37.97,12.7,25.27,-,-,-,-,-,19.06,-,88.23,61.0,-
693,臺南市,2008/01/29,臺南,4.5,0.63,-,15.7,33,59,41.0,38.25,10.94,27.31,2.389,0.378,2.01,-,-,18.13,-,84.15,54.0,-
694,臺南市,2008/01/29,新營,3.6,0.49,-,13.0,28,68,33.0,32.75,9.48,23.27,2.259,0.215,2.05,-,-,18.27,-,82.05,59.0,-
695,臺南市,2008/01/28,安南,4.2,0.39,-,12.5,27,56,32.0,27.2,4.54,22.65,2.089,0.252,1.84,-,-,18.84,-,79.37,53.0,-
696,臺南市,2008/01/28,善化,5.7,0.42,414.3,12.8,33,64,36.0,31.72,8.0,23.72,-,-,-,-,-,18.85,-,86.76,57.0,-
697,臺南市,2008/01/28,新營,5.6,0.42,-,14.2,27,60,31.0,28.63,7.32,21.3,2.202,0.167,2.04,-,-,17.8,-,81.1,55.0,-
698,臺南市,2008/01/28,臺南,4.3,0.57,-,14.4,29,51,38.0,32.08,7.34,24.74,2.323,0.356,1.97,-,-,17.82,-,81.89,50.0,-
699,臺南市,2008/01/27,新營,3.1,0.33,-,19.6,27,46,22.0,18.2,2.79,15.39,2.098,0.112,1.99,-,-,16.91,-,80.24,46.0,-
700,臺南市,2008/01/27,臺南,2.6,0.46,-,19.1,30,43,30.0,22.72,3.91,18.81,2.201,0.248,1.95,-,-,16.98,-,82.0,43.0,-
701,臺南市,2008/01/27,善化,3.5,0.33,407.24,17.2,28,53,29.0,22.47,3.57,18.91,-,-,-,-,-,17.98,-,86.62,52.0,-
702,臺南市,2008/01/27,安南,2.9,0.35,-,20.0,32,49,25.0,17.33,1.95,15.4,1.975,0.166,1.81,-,-,18.05,-,78.76,49.0,-
703,臺南市,2008/01/26,新營,2.1,0.41,-,15.5,27,47,27.0,27.38,7.63,19.76,2.208,0.207,2.0,-,-,17.54,-,88.08,47.0,-
704,臺南市,2008/01/26,臺南,2.7,0.6,-,12.5,20,46,31.0,34.56,8.8,25.75,2.323,0.352,1.97,-,-,16.86,-,90.82,46.0,-
705,臺南市,2008/01/26,安南,2.2,0.43,-,13.3,23,45,28.0,27.01,5.74,21.27,2.062,0.254,1.81,-,-,17.97,-,88.35,45.0,-
706,臺南市,2008/01/26,善化,3.7,0.45,413.0,12.8,22,50,32.0,34.06,9.33,24.73,-,-,-,-,-,18.0,-,93.22,50.0,-
707,臺南市,2008/01/25,臺南,5.2,0.86,-,11.4,20,74,58.0,41.66,9.54,32.12,2.473,0.437,2.04,-,-,15.77,-,79.27,62.0,-
708,臺南市,2008/01/25,安南,5.3,0.68,-,10.9,20,82,53.0,36.37,6.09,30.27,2.215,0.333,1.88,-,-,16.81,-,77.93,66.0,-
709,臺南市,2008/01/25,善化,6.1,0.66,417.39,9.9,20,87,58.0,40.36,7.19,33.17,-,-,-,-,-,16.75,-,83.3,68.0,-
710,臺南市,2008/01/25,新營,4.2,0.64,-,10.5,18,83,45.0,37.4,7.48,29.91,2.314,0.255,2.06,-,-,16.17,-,78.03,66.0,-
711,臺南市,2008/01/24,新營,5.4,0.77,-,18.6,24,94,50.0,20.82,2.08,18.76,2.237,0.153,2.08,-,-,16.0,-,71.05,72.0,-
712,臺南市,2008/01/24,臺南,7.2,0.86,-,14.6,21,83,48.0,27.65,4.32,23.33,2.366,0.305,2.06,-,-,15.97,-,72.14,66.0,-
713,臺南市,2008/01/24,安南,6.9,0.77,-,16.6,23,95,46.0,23.74,2.13,21.6,2.176,0.243,1.93,-,-,17.03,-,69.98,72.0,-
714,臺南市,2008/01/24,善化,6.4,0.74,415.07,14.4,22,84,48.0,26.47,2.67,23.81,-,-,-,-,-,16.83,-,75.96,67.0,-
715,臺南市,2008/01/23,善化,5.3,0.51,413.6,16.2,34,87,38.0,29.87,4.31,25.55,-,-,-,-,-,20.16,-,77.86,68.0,-
716,臺南市,2008/01/23,安南,5.4,0.51,-,17.1,36,97,35.0,25.35,3.46,21.9,2.12,0.239,1.88,-,-,20.05,-,73.23,74.0,-
717,臺南市,2008/01/23,新營,4.5,0.53,-,15.8,27,83,33.0,23.84,3.92,19.92,2.161,0.151,2.01,-,-,18.79,-,74.3,66.0,-
718,臺南市,2008/01/23,臺南,4.9,0.64,-,16.2,34,82,39.0,29.47,5.73,23.73,2.291,0.296,2.0,-,-,18.99,-,75.81,66.0,-
719,臺南市,2008/01/22,安南,3.9,0.38,-,27.4,53,71,29.0,18.43,1.78,16.65,2.053,0.193,1.86,-,-,20.7,-,73.45,60.0,-
720,臺南市,2008/01/22,新營,4.3,0.44,-,24.6,44,86,30.0,20.1,2.44,17.66,2.112,0.118,1.99,-,-,19.78,-,74.36,68.0,-
721,臺南市,2008/01/22,臺南,3.8,0.53,-,26.2,50,60,31.0,22.56,3.09,19.47,2.236,0.262,1.97,-,-,19.59,-,75.73,55.0,-
722,臺南市,2008/01/22,善化,5.2,0.41,408.59,24.4,48,88,33.0,24.5,2.29,22.21,-,-,-,-,-,20.79,-,77.99,69.0,-
723,臺南市,2008/01/21,安南,4.6,0.45,-,-,50,109,54.0,26.3,4.43,21.87,2.108,0.298,1.81,-,-,21.0,-,74.09,80.0,-
724,臺南市,2008/01/21,新營,4.2,0.48,-,20.7,40,135,48.0,24.75,5.21,19.54,2.217,0.163,2.05,-,-,20.14,-,75.08,92.0,-
725,臺南市,2008/01/21,臺南,4.9,0.61,-,19.6,42,99,61.0,30.51,5.87,24.64,2.297,0.28,2.02,-,-,20.24,-,75.78,74.0,-
726,臺南市,2008/01/21,善化,5.3,0.48,417.06,20.3,42,126,55.0,30.58,5.7,24.88,-,-,-,-,-,21.21,-,78.76,88.0,-
727,臺南市,2008/01/20,安南,6.1,0.44,-,8.1,18,91,49.0,20.73,1.51,19.22,2.174,0.157,2.02,-,-,21.19,-,71.79,70.0,-
728,臺南市,2008/01/20,臺南,4.4,0.61,-,30.8,56,91,59.0,25.6,3.43,22.17,2.289,0.297,1.99,-,-,20.41,-,76.32,70.0,-
729,臺南市,2008/01/20,善化,3.9,0.45,407.61,28.1,52,105,59.0,23.06,3.48,19.58,-,-,-,-,-,21.67,-,77.59,78.0,-
730,臺南市,2008/01/20,新營,3.2,0.45,-,26.6,52,108,47.0,19.31,1.62,17.68,2.19,0.13,2.06,-,-,21.0,-,72.69,79.0,-
731,臺南市,2008/01/19,安南,5.5,0.54,-,34.1,71,80,40.0,30.25,8.07,22.16,2.245,0.253,1.99,-,-,19.05,-,75.68,77.0,-
732,臺南市,2008/01/19,臺南,6.4,0.7,-,33.9,67,74,47.0,36.59,9.92,26.67,2.421,0.379,2.04,-,-,18.5,-,76.9,68.0,-
733,臺南市,2008/01/19,新營,4.6,0.55,-,29.9,62,87,37.0,33.2,11.44,21.77,2.334,0.213,2.12,-,-,18.73,-,75.09,73.0,-
734,臺南市,2008/01/19,善化,4.5,0.52,414.94,33.6,71,78,38.0,31.22,10.32,20.9,-,-,-,-,-,19.05,-,81.26,78.0,-
735,臺南市,2008/01/18,善化,5.5,0.45,407.77,24.1,53,70,41.0,29.03,4.6,24.43,-,-,-,-,-,18.17,-,77.94,60.0,-
736,臺南市,2008/01/18,新營,4.0,0.45,-,22.9,48,74,29.0,26.1,4.37,21.74,2.176,0.156,2.02,-,-,17.62,-,72.49,62.0,-
737,臺南市,2008/01/18,臺南,3.6,0.54,-,27.8,55,51,31.0,26.27,4.75,21.52,2.306,0.31,2.0,-,-,17.08,-,75.09,58.0,-
738,臺南市,2008/01/18,安南,3.9,0.4,-,27.4,58,59,29.0,22.51,3.7,18.79,2.11,0.196,1.92,-,-,17.86,-,72.95,61.0,-
739,臺南市,2008/01/17,善化,4.8,0.46,407.23,16.6,30,-,27.0,-,-,-,-,-,-,-,-,16.64,-,81.96,37.0,-
740,臺南市,2008/01/17,新營,3.2,0.47,-,17.1,28,52,23.0,25.5,4.24,21.26,2.187,0.158,2.03,-,-,16.24,-,74.81,51.0,-
741,臺南市,2008/01/17,臺南,4.4,0.62,-,18.3,30,54,29.0,31.81,5.88,25.93,2.364,0.356,2.01,-,-,15.85,-,77.24,52.0,-
742,臺南市,2008/01/17,安南,5.4,0.49,-,17.0,30,58,26.0,28.46,3.72,24.73,2.158,0.236,1.92,-,-,16.58,-,75.21,54.0,-
743,臺南市,2008/01/16,新營,3.0,0.36,-,20.8,24,51,18.0,18.44,3.53,14.91,2.09,0.114,1.98,-,-,16.35,-,71.48,50.0,-
744,臺南市,2008/01/16,安南,3.1,0.35,-,19.4,23,57,21.0,20.14,1.66,18.48,-,-,-,-,-,16.53,-,73.0,54.0,-
745,臺南市,2008/01/16,善化,3.3,0.34,401.56,17.9,21,-,20.0,22.07,4.86,17.21,-,-,-,-,-,16.74,-,79.23,19.0,-
746,臺南市,2008/01/16,臺南,3.3,0.46,-,19.1,22,52,23.0,23.11,3.15,19.96,2.238,0.283,1.96,-,-,15.74,-,75.51,51.0,-
747,臺南市,2008/01/15,善化,4.9,0.37,405.43,17.8,29,-,26.0,26.24,6.16,20.08,-,-,-,-,-,18.57,-,76.33,31.0,-
748,臺南市,2008/01/15,安南,4.3,0.39,-,19.1,30,71,25.0,22.96,2.13,20.81,-,-,-,-,-,18.26,-,70.56,60.0,-
749,臺南市,2008/01/15,新營,3.9,0.39,-,20.8,30,52,24.0,20.01,2.72,17.3,2.118,0.127,1.99,-,-,17.71,-,71.94,51.0,-
750,臺南市,2008/01/15,臺南,3.9,0.52,-,19.7,31,98,31.0,24.86,3.12,21.74,2.336,0.32,2.02,-,-,17.51,-,72.66,74.0,-
751,臺南市,2008/01/14,善化,4.1,0.33,402.08,17.6,24,46,19.0,23.98,3.67,20.31,-,-,-,-,-,17.64,-,81.32,46.0,-
752,臺南市,2008/01/14,新營,2.7,0.34,-,20.2,24,44,18.0,18.08,2.52,15.55,2.115,0.139,1.98,-,-,17.02,-,73.76,44.0,-
753,臺南市,2008/01/14,安南,2.6,0.34,-,20.6,25,48,19.0,20.57,2.4,18.18,2.025,0.147,1.88,-,-,17.6,-,73.49,48.0,-
754,臺南市,2008/01/14,臺南,2.8,0.44,-,20.5,25,42,21.0,22.17,3.3,18.86,2.264,0.285,1.98,-,-,16.89,-,75.39,42.0,-
755,臺南市,2008/01/13,臺南,3.9,0.53,-,22.3,31,70,35.0,20.66,2.09,18.57,2.247,0.247,2.0,-,-,18.78,-,75.92,60.0,-
756,臺南市,2008/01/13,安南,3.3,0.42,-,22.1,31,67,22.0,18.01,1.33,16.68,1.984,0.098,1.89,-,-,19.46,-,73.63,58.0,-
