序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
1,臺北市,2001/09/30,松山,2.9,1.05,13.3,-,36,-,48.78,17.08,31.69,-,-,-,24.85,-,-,36.0,-
2,臺北市,2001/09/30,古亭,2.1,1.19,11.4,-,27,20,49.28,20.78,28.5,-,-,-,25.95,-,-,27.0,-
3,臺北市,2001/09/30,中山,2.9,1.14,12.1,-,38,-,46.43,16.14,30.3,2.582,0.41,2.17,25.38,-,-,38.0,-
4,臺北市,2001/09/30,大同,4.4,2.71,-,-,61,-,123.96,83.87,40.1,3.469,1.0,2.47,25.49,-,-,55.0,-
5,臺北市,2001/09/30,萬華,1.4,-,17.4,-,24,-,28.11,6.53,21.59,-,-,-,26.27,-,-,29.0,-
6,臺北市,2001/09/30,陽明,0.9,0.32,41.8,-,13,-,2.8,0.05,2.75,-,-,-,19.39,-,95.0,44.0,-
7,臺北市,2001/09/30,士林,1.7,0.7,18.4,-,27,-,21.97,2.37,19.6,-,-,-,23.85,-,-,27.0,-
8,臺北市,2001/09/29,松山,2.3,1.2,9.8,-,29,-,70.7,36.05,34.65,-,-,-,25.96,-,-,29.0,-
9,臺北市,2001/09/29,古亭,2.4,1.38,10.1,-,27,15,64.59,34.15,30.45,-,-,-,27.05,-,-,27.0,-
10,臺北市,2001/09/29,中山,3.0,1.36,9.9,-,35,-,70.99,39.1,31.89,3.092,0.59,2.5,26.43,-,-,35.0,-
11,臺北市,2001/09/29,大同,4.1,2.85,-,-,52,-,146.24,104.74,41.5,3.844,1.16,2.69,26.4,-,-,51.0,-
12,臺北市,2001/09/29,萬華,7.0,2.08,3.6,-,24,-,-,-,-,-,-,-,27.12,-,-,34.0,-
13,臺北市,2001/09/29,陽明,0.4,0.33,34.3,-,13,-,4.34,0.06,4.27,-,-,-,20.71,-,99.0,33.0,-
14,臺北市,2001/09/29,士林,1.0,1.01,11.9,-,21,-,40.43,15.71,24.72,-,-,-,25.06,-,-,25.0,-
15,臺北市,2001/09/28,松山,3.4,1.04,9.2,-,26,-,62.18,30.65,31.53,-,-,-,26.01,-,-,26.0,-
16,臺北市,2001/09/28,古亭,2.5,1.1,9.3,-,19,12,50.2,25.0,25.2,-,-,-,27.19,-,-,22.0,-
17,臺北市,2001/09/28,中山,3.2,1.17,10.2,-,28,-,57.83,29.83,28.0,2.55,0.44,2.11,26.82,-,-,28.0,-
18,臺北市,2001/09/28,大同,6.1,4.29,-,-,66,-,199.73,154.69,45.04,4.414,1.96,2.46,27.05,-,-,79.0,-
19,臺北市,2001/09/28,萬華,6.4,2.0,4.3,-,19,-,-,-,-,-,-,-,27.58,-,-,35.0,-
20,臺北市,2001/09/28,陽明,0.5,0.35,34.0,-,13,-,3.52,0.07,3.45,-,-,-,21.39,-,99.0,32.0,-
21,臺北市,2001/09/28,士林,0.8,0.81,13.5,-,27,-,30.98,11.13,19.85,-,-,-,25.34,-,-,27.0,-
22,臺北市,2001/09/27,松山,2.8,1.08,7.4,-,25,-,77.7,46.51,31.19,-,-,-,25.63,-,-,25.0,-
23,臺北市,2001/09/27,古亭,1.8,1.46,9.0,-,17,10,66.55,43.69,22.86,-,-,-,26.42,-,-,29.0,-
24,臺北市,2001/09/27,中山,2.9,1.47,10.1,-,28,-,77.23,53.09,24.14,2.718,0.67,2.04,26.23,-,-,30.0,-
25,臺北市,2001/09/27,大同,4.2,3.2,-,-,34,-,147.26,110.96,36.3,3.834,1.39,2.44,26.28,-,-,52.0,-
26,臺北市,2001/09/27,萬華,1.8,1.23,10.1,-,16,-,45.1,24.71,20.39,-,-,-,27.1,-,-,24.0,-
27,臺北市,2001/09/27,陽明,0.3,0.31,30.7,-,13,-,3.3,0.15,3.15,-,-,-,21.62,-,100.0,30.0,-
28,臺北市,2001/09/27,士林,1.2,0.92,12.2,-,22,-,42.01,21.88,20.13,-,-,-,25.05,-,-,26.0,-
29,臺北市,2001/09/26,松山,2.1,0.51,7.7,-,22,-,52.69,25.94,26.75,-,-,-,25.11,-,-,22.0,-
30,臺北市,2001/09/26,古亭,1.4,0.55,10.4,-,13,4,27.98,10.51,17.47,1.802,0.14,1.67,25.88,-,-,20.0,-
31,臺北市,2001/09/26,中山,1.9,0.47,14.3,-,17,-,22.44,8.4,14.03,1.86,0.11,1.75,25.85,-,-,25.0,-
32,臺北市,2001/09/26,大同,3.9,2.21,-,-,26,-,107.9,80.77,27.13,3.069,0.9,2.16,25.99,-,-,38.0,-
33,臺北市,2001/09/26,萬華,1.1,0.67,11.8,-,12,-,25.21,8.08,17.13,-,-,-,26.54,-,-,22.0,-
34,臺北市,2001/09/26,陽明,0.4,0.24,27.2,-,13,-,0.69,0.03,0.66,-,-,-,21.14,-,99.0,30.0,-
35,臺北市,2001/09/26,士林,0.8,0.31,19.1,-,18,-,8.98,2.08,6.9,-,-,-,24.7,-,-,26.0,-
36,臺北市,2001/09/25,松山,0.7,0.43,-,-,21,-,27.57,12.12,15.44,-,-,-,25.4,-,-,21.0,-
37,臺北市,2001/09/25,古亭,3.8,0.53,6.6,-,16,7,28.48,13.03,15.45,1.815,0.12,1.7,26.16,-,-,16.0,-
38,臺北市,2001/09/25,中山,1.4,0.42,12.3,-,20,-,19.88,8.82,11.07,2.011,0.13,1.88,26.22,-,-,21.0,-
39,臺北市,2001/09/25,大同,4.5,2.23,-,-,39,-,109.73,85.5,24.23,3.119,1.01,2.11,26.48,-,-,39.0,-
40,臺北市,2001/09/25,萬華,2.3,0.62,9.4,-,14,-,23.71,7.97,15.75,-,-,-,26.95,-,-,18.0,-
41,臺北市,2001/09/25,陽明,0.5,0.26,22.0,-,13,-,0.72,0.1,0.62,-,-,-,20.67,-,99.0,30.0,-
42,臺北市,2001/09/25,士林,0.5,0.33,15.6,-,19,-,8.3,2.97,5.33,-,-,-,25.11,-,-,25.0,-
43,臺北市,2001/09/24,松山,-,-,-,-,20,-,-,-,-,-,-,-,25.63,-,-,20.0,-
44,臺北市,2001/09/24,古亭,2.2,0.67,7.0,-,17,3,33.46,19.37,14.1,1.829,0.17,1.66,26.55,-,-,21.0,-
45,臺北市,2001/09/24,中山,3.8,0.63,10.1,-,22,-,33.53,19.58,13.95,2.137,0.26,1.88,26.51,-,-,26.0,-
46,臺北市,2001/09/24,大同,8.2,3.45,-,-,55,-,-,-,-,3.773,1.64,2.13,26.82,-,-,54.0,-
47,臺北市,2001/09/24,萬華,2.1,0.82,9.1,-,-,-,35.86,16.38,19.48,-,-,-,27.11,-,-,24.0,-
48,臺北市,2001/09/24,陽明,0.4,0.23,20.5,-,13,-,0.6,0.31,0.3,-,-,-,20.98,-,99.0,30.0,-
49,臺北市,2001/09/24,士林,0.3,0.45,12.3,-,17,-,13.33,5.57,7.76,-,-,-,25.32,-,-,26.0,-
50,臺北市,2001/09/23,松山,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
51,臺北市,2001/09/23,古亭,1.3,0.44,19.8,-,23,1,21.74,4.92,16.82,1.661,0.05,1.62,26.21,-,-,26.0,-
52,臺北市,2001/09/23,中山,0.8,0.47,22.1,-,30,-,21.35,4.96,16.39,1.915,0.05,1.86,26.1,-,-,30.0,-
53,臺北市,2001/09/23,大同,2.7,1.84,-,-,43,-,-,-,-,2.814,0.64,2.18,26.25,-,-,43.0,-
54,臺北市,2001/09/23,萬華,0.9,0.54,21.1,-,-,-,25.66,3.47,22.19,-,-,-,26.79,-,-,28.0,-
55,臺北市,2001/09/23,陽明,0.2,0.26,39.1,-,13,-,0.69,0.02,0.67,-,-,-,20.48,-,97.0,37.0,-
56,臺北市,2001/09/23,士林,0.1,0.38,29.0,-,23,-,7.93,1.04,6.89,-,-,-,24.71,-,-,31.0,-
57,臺北市,2001/09/22,松山,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
58,臺北市,2001/09/22,古亭,1.0,0.62,26.0,-,28,10,31.14,7.16,23.98,1.939,0.26,1.68,26.24,-,-,42.0,-
59,臺北市,2001/09/22,中山,1.1,0.54,28.9,-,42,-,27.69,4.5,23.19,2.221,0.24,1.98,25.96,-,-,44.0,-
60,臺北市,2001/09/22,大同,3.2,2.37,-,-,68,-,-,-,-,3.094,0.88,2.21,26.33,-,-,59.0,-
61,臺北市,2001/09/22,萬華,1.0,0.71,28.5,-,-,-,34.79,4.04,30.75,-,-,-,26.81,-,-,41.0,-
62,臺北市,2001/09/22,陽明,0.7,0.25,48.7,-,19,-,0.57,0.02,0.55,-,-,-,18.69,-,91.0,53.0,-
63,臺北市,2001/09/22,士林,0.3,0.38,39.3,-,27,-,9.84,1.24,8.61,-,-,-,24.68,-,-,52.0,-
64,臺北市,2001/09/21,松山,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
65,臺北市,2001/09/21,古亭,2.4,0.58,15.7,-,30,16,28.38,8.57,19.81,1.777,0.16,1.62,27.98,-,-,30.0,-
66,臺北市,2001/09/21,中山,3.0,0.56,18.0,-,32,-,28.65,10.02,18.63,2.177,0.18,2.0,27.46,-,-,32.0,-
67,臺北市,2001/09/21,大同,5.4,2.5,-,-,66,-,-,-,-,3.452,1.24,2.21,28.02,-,-,58.0,-
68,臺北市,2001/09/21,萬華,3.0,0.72,15.8,-,28,-,36.2,8.66,27.54,-,-,-,28.31,-,-,28.0,-
69,臺北市,2001/09/21,陽明,0.2,0.26,33.1,-,15,-,0.8,0.03,0.77,-,-,-,19.91,-,94.0,43.0,-
70,臺北市,2001/09/21,士林,0.7,0.34,24.5,-,-,-,10.9,2.34,8.56,-,-,-,26.17,-,-,38.0,-
71,臺北市,2001/09/20,松山,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
72,臺北市,2001/09/20,古亭,1.3,0.59,22.8,-,23,17,26.47,12.44,14.04,1.929,0.14,1.78,30.34,-,-,40.0,-
73,臺北市,2001/09/20,中山,5.0,0.79,15.9,-,36,-,41.93,17.78,24.15,2.344,0.35,1.99,28.93,-,-,36.0,-
74,臺北市,2001/09/20,大同,7.8,3.26,-,-,65,-,166.18,126.19,39.99,-,-,-,29.76,-,-,58.0,-
75,臺北市,2001/09/20,萬華,-,-,-,-,-,-,-,-,-,-,-,-,30.41,-,-,-,-
76,臺北市,2001/09/20,陽明,-,-,-,-,-,-,-,-,-,-,-,-,-,-,85.0,-,-
77,臺北市,2001/09/20,士林,3.0,0.42,24.8,-,-,-,14.54,4.4,10.14,-,-,-,27.82,-,-,38.0,-
78,臺北市,2001/09/19,松山,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
79,臺北市,2001/09/19,古亭,0.2,0.53,32.5,-,22,13,19.65,4.36,15.28,1.867,0.07,1.8,29.81,-,-,35.0,-
80,臺北市,2001/09/19,中山,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
81,臺北市,2001/09/19,大同,7.0,3.72,-,-,57,-,160.71,112.71,48.0,-,-,-,29.41,-,-,64.0,-
82,臺北市,2001/09/19,萬華,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
83,臺北市,2001/09/19,陽明,-,-,-,-,-,-,-,-,-,-,-,-,-,-,86.0,-,-
84,臺北市,2001/09/19,士林,0.2,1.37,34.6,-,-,-,9.88,1.72,8.16,-,-,-,27.76,-,-,36.0,-
85,臺北市,2001/09/18,松山,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
86,臺北市,2001/09/18,古亭,1.0,0.62,16.2,-,23,13,28.32,8.31,20.01,1.931,0.2,1.73,26.96,-,-,23.0,-
87,臺北市,2001/09/18,中山,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
88,臺北市,2001/09/18,大同,4.1,2.22,-,-,40,-,94.68,63.08,31.6,3.203,1.02,2.22,26.8,-,-,40.0,-
89,臺北市,2001/09/18,萬華,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
90,臺北市,2001/09/18,陽明,-,-,-,-,-,-,-,-,-,-,-,-,-,-,96.0,-,-
91,臺北市,2001/09/18,士林,0.2,1.92,23.9,-,-,-,10.35,2.13,8.23,-,-,-,25.7,-,-,24.0,-
92,臺北市,2001/09/17,松山,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
93,臺北市,2001/09/17,古亭,0.2,0.29,24.3,-,20,10,11.95,1.18,10.77,1.886,0.14,1.75,26.15,-,-,31.0,-
94,臺北市,2001/09/17,中山,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
95,臺北市,2001/09/17,大同,1.3,1.12,-,-,32,-,59.74,33.69,26.05,2.512,0.33,2.19,25.73,-,-,32.0,-
96,臺北市,2001/09/17,萬華,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
97,臺北市,2001/09/17,陽明,0.2,-,34.6,-,14,-,1.0,0.08,0.92,-,-,-,21.07,-,96.0,34.0,-
98,臺北市,2001/09/17,士林,0.2,1.23,27.6,-,-,-,5.17,0.35,4.82,-,-,-,24.76,-,-,29.0,-
99,臺北市,2001/09/16,松山,0.2,0.4,24.3,-,17,-,11.34,2.29,9.06,-,-,-,24.75,-,-,32.0,-
100,臺北市,2001/09/16,古亭,0.0,0.28,27.3,-,16,9,9.91,0.83,9.08,1.774,0.07,1.71,25.65,-,-,32.0,-
101,臺北市,2001/09/16,中山,0.2,0.34,23.1,-,27,-,9.53,1.31,8.21,2.071,0.11,1.96,25.24,-,-,27.0,-
102,臺北市,2001/09/16,大同,0.2,0.52,-,-,24,-,16.35,5.57,10.78,2.206,0.05,2.16,25.17,-,-,24.0,-
103,臺北市,2001/09/16,萬華,0.1,0.39,26.8,-,19,-,9.48,1.17,8.32,-,-,-,25.67,-,-,30.0,-
104,臺北市,2001/09/16,陽明,0.2,0.25,36.3,-,13,-,0.71,0.01,0.7,-,-,-,20.95,-,96.0,38.0,-
105,臺北市,2001/09/16,士林,0.2,0.28,29.6,-,-,-,3.7,0.33,3.37,-,-,-,23.78,-,-,34.0,-
106,臺北市,2001/09/15,松山,4.3,1.14,13.7,-,69,-,64.14,21.74,42.4,-,-,-,25.82,-,-,59.0,-
107,臺北市,2001/09/15,古亭,3.6,0.97,16.4,-,56,42,49.84,12.24,37.6,2.464,0.51,1.95,26.9,-,-,53.0,-
108,臺北市,2001/09/15,中山,8.1,1.12,17.1,-,73,-,57.58,18.22,39.35,2.905,0.61,2.3,26.47,-,-,61.0,-
109,臺北市,2001/09/15,大同,9.2,2.06,-,-,75,-,91.37,44.49,46.87,3.519,0.91,2.61,26.81,-,-,62.0,-
110,臺北市,2001/09/15,萬華,5.5,0.89,18.4,-,71,-,52.62,8.19,44.43,-,-,-,27.07,-,-,60.0,-
111,臺北市,2001/09/15,陽明,1.8,0.32,46.6,-,20,-,4.58,0.04,4.54,-,-,-,19.93,-,93.0,52.0,-
112,臺北市,2001/09/15,士林,3.2,0.95,19.1,-,63,-,39.09,11.67,27.42,-,-,-,24.18,-,-,57.0,-
113,臺北市,2001/09/14,松山,2.4,0.83,25.6,-,47,-,43.2,12.15,31.05,-,-,-,27.03,-,-,50.0,-
114,臺北市,2001/09/14,古亭,1.3,0.77,24.3,-,37,32,45.7,16.09,29.62,2.238,0.43,1.81,28.1,-,-,50.0,-
115,臺北市,2001/09/14,中山,5.4,1.08,23.5,-,-,-,54.62,19.28,35.34,2.871,0.57,2.3,27.34,-,-,53.0,-
116,臺北市,2001/09/14,大同,7.7,2.68,-,-,63,-,122.36,76.92,45.45,4.11,1.51,2.6,28.07,-,-,56.0,-
117,臺北市,2001/09/14,萬華,5.6,0.95,22.5,-,47,-,59.07,16.81,42.26,-,-,-,28.06,-,-,48.0,-
118,臺北市,2001/09/14,陽明,1.5,0.29,55.0,-,17,-,1.56,0.03,1.53,-,-,-,19.54,-,87.0,56.0,-
119,臺北市,2001/09/14,士林,2.8,0.99,22.7,-,44,-,42.32,12.98,29.34,-,-,-,25.27,-,-,46.0,-
120,臺北市,2001/09/13,松山,1.4,0.79,18.1,-,36,-,45.67,15.75,29.92,-,-,-,26.69,-,-,36.0,-
121,臺北市,2001/09/13,古亭,1.1,0.75,21.0,-,28,-,37.37,15.56,21.81,2.148,0.38,1.77,27.55,-,-,35.0,-
122,臺北市,2001/09/13,中山,3.2,0.91,17.8,-,-,-,44.27,16.15,28.12,-,-,-,26.93,-,-,25.0,-
123,臺北市,2001/09/13,大同,4.6,2.43,-,-,-,-,108.35,72.32,36.03,3.577,1.15,2.43,27.5,-,-,49.0,-
124,臺北市,2001/09/13,萬華,1.9,0.78,20.8,-,35,-,37.11,7.69,29.41,-,-,-,27.39,-,-,35.0,-
125,臺北市,2001/09/13,陽明,0.9,0.11,43.5,-,14,-,0.66,0.15,0.52,-,-,-,19.07,-,95.0,45.0,-
126,臺北市,2001/09/13,士林,1.8,0.91,16.1,-,33,-,33.33,9.19,24.14,-,-,-,24.75,-,-,37.0,-
127,臺北市,2001/09/12,松山,3.7,1.26,10.7,-,64,-,69.75,29.43,40.32,-,-,-,25.64,-,-,57.0,-
128,臺北市,2001/09/12,古亭,3.3,1.21,14.9,-,52,41,59.46,28.49,30.97,2.444,0.6,1.85,25.97,-,-,51.0,-
129,臺北市,2001/09/12,中山,5.0,1.39,16.3,-,-,-,67.57,29.09,38.49,-,-,-,26.05,-,-,26.0,-
130,臺北市,2001/09/12,大同,7.8,3.17,-,-,95,-,141.49,97.27,44.21,4.23,1.61,2.62,26.51,-,-,72.0,-
131,臺北市,2001/09/12,萬華,5.9,1.09,13.4,-,65,-,-,-,-,-,-,-,26.45,-,-,57.0,-
132,臺北市,2001/09/12,陽明,1.6,0.18,49.4,-,17,-,2.12,0.11,2.01,-,-,-,19.34,-,95.0,53.0,-
133,臺北市,2001/09/12,士林,3.1,1.08,14.1,-,48,-,48.68,17.9,30.79,-,-,-,24.5,-,-,48.0,-
134,臺北市,2001/09/11,松山,2.7,1.0,29.8,-,66,-,45.05,11.56,33.49,-,-,-,26.98,-,-,58.0,-
135,臺北市,2001/09/11,古亭,2.8,0.91,34.0,-,48,40,38.76,10.42,28.34,2.337,0.44,1.9,27.6,-,-,57.0,-
136,臺北市,2001/09/11,中山,4.8,1.13,28.4,-,-,-,51.13,13.47,37.66,-,-,-,27.33,-,-,47.0,-
137,臺北市,2001/09/11,大同,6.6,2.26,-,-,85,-,146.8,76.81,69.99,3.679,1.08,2.59,27.9,-,-,68.0,-
138,臺北市,2001/09/11,萬華,4.1,0.92,32.3,-,72,-,41.0,6.07,34.93,-,-,-,27.74,-,-,61.0,-
139,臺北市,2001/09/11,陽明,1.9,0.25,63.9,-,16,-,3.88,1.66,2.21,-,-,-,19.59,-,89.0,58.0,-
140,臺北市,2001/09/11,士林,2.2,0.88,29.9,-,49,-,30.81,4.46,26.35,-,-,-,25.41,-,-,54.0,-
141,臺北市,2001/09/10,松山,1.7,0.88,27.5,-,56,-,41.91,10.32,31.59,-,-,-,27.04,-,-,53.0,-
142,臺北市,2001/09/10,古亭,1.7,0.86,30.5,-,44,27,35.86,11.45,24.42,2.146,0.33,1.82,27.61,-,-,49.0,-
143,臺北市,2001/09/10,中山,2.7,1.09,20.3,-,-,-,48.23,13.88,34.35,-,-,-,27.4,-,-,40.0,-
144,臺北市,2001/09/10,大同,5.5,2.57,-,-,78,-,126.92,82.15,44.76,3.697,1.06,2.64,28.03,-,-,64.0,-
145,臺北市,2001/09/10,萬華,2.0,0.93,-,-,63,-,40.03,5.24,34.79,-,-,-,27.65,-,-,57.0,-
146,臺北市,2001/09/10,陽明,-,-,-,-,-,-,-,-,-,-,-,-,-,-,92.0,-,-
147,臺北市,2001/09/10,士林,1.8,0.9,22.6,-,-,-,31.24,4.68,26.56,-,-,-,25.68,-,-,55.0,-
148,臺北市,2001/09/09,松山,1.3,0.71,28.1,-,38,-,26.83,4.78,22.05,-,-,-,26.84,-,-,43.0,-
149,臺北市,2001/09/09,古亭,2.0,0.93,17.4,-,36,25,45.18,14.51,30.68,2.194,0.35,1.84,27.03,-,-,36.0,-
150,臺北市,2001/09/09,中山,2.2,0.91,22.1,-,-,-,41.15,9.17,31.98,-,-,-,27.07,-,-,34.0,-
151,臺北市,2001/09/09,大同,4.4,2.47,-,-,65,-,105.96,63.5,42.46,3.538,0.98,2.56,27.62,-,-,57.0,-
152,臺北市,2001/09/09,萬華,1.7,0.91,-,-,58,-,41.74,5.86,35.88,-,-,-,27.29,-,-,54.0,-
153,臺北市,2001/09/09,陽明,0.6,0.27,54.1,-,13,-,1.9,0.16,1.73,-,-,-,19.63,-,95.0,53.0,-
154,臺北市,2001/09/09,士林,1.2,0.81,23.8,-,-,-,28.33,4.97,23.36,-,-,-,25.84,-,-,37.0,-
155,臺北市,2001/09/08,松山,0.7,0.71,26.3,-,38,-,29.84,8.69,21.15,-,-,-,26.98,-,-,41.0,-
156,臺北市,2001/09/08,古亭,0.5,0.61,27.1,-,29,20,28.34,7.17,21.17,2.023,0.23,1.79,27.8,-,-,43.0,-
157,臺北市,2001/09/08,中山,0.8,0.7,26.7,-,-,-,28.57,7.1,21.47,-,-,-,27.45,-,-,40.0,-
158,臺北市,2001/09/08,大同,4.5,2.41,-,-,60,-,132.66,84.48,48.18,3.295,0.99,2.31,27.97,-,-,55.0,-
159,臺北市,2001/09/08,萬華,0.7,0.68,-,-,40,-,28.15,2.64,25.51,-,-,-,27.73,-,-,40.0,-
160,臺北市,2001/09/08,陽明,0.5,0.33,52.8,-,13,-,1.2,0.1,1.11,-,-,-,19.83,-,87.0,49.0,-
161,臺北市,2001/09/08,士林,1.3,0.72,23.3,-,-,-,26.16,4.26,21.9,-,-,-,25.92,-,-,50.0,-
162,臺北市,2001/09/07,松山,1.8,1.31,20.0,-,52,-,54.78,31.01,23.77,-,-,-,26.99,-,-,51.0,-
163,臺北市,2001/09/07,古亭,2.3,1.16,18.3,-,-,22,44.44,19.16,25.28,-,-,-,27.57,-,-,38.0,-
164,臺北市,2001/09/07,中山,1.4,1.25,21.3,-,-,-,55.04,27.18,27.86,-,-,-,27.62,-,-,35.0,-
165,臺北市,2001/09/07,大同,5.3,3.21,-,-,75,-,160.27,110.24,50.02,4.103,1.42,2.68,28.2,-,-,63.0,-
166,臺北市,2001/09/07,萬華,0.8,0.79,-,-,40,-,32.93,4.88,28.05,-,-,-,28.03,-,-,40.0,-
