序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
1,臺北市,2004/10/31,松山,4.7,0.63,394.92,23.7,-,44,-,40.04,14.48,25.57,-,-,-,22.59,-,72.76,44.0,-
2,臺北市,2004/10/31,古亭,2.4,0.68,-,18.1,-,43,21.0,41.99,13.26,28.73,2.214,0.236,1.98,21.72,-,74.04,43.0,-
3,臺北市,2004/10/31,中山,4.0,1.06,-,12.5,-,43,25.0,64.97,27.29,37.69,3.488,0.87,2.62,22.47,-,71.51,43.0,-
4,臺北市,2004/10/31,大同,3.5,1.03,-,11.9,-,46,-,74.31,34.37,39.94,3.051,0.499,2.55,22.38,-,-,46.0,-
5,臺北市,2004/10/31,萬華,2.3,0.68,-,21.8,-,47,19.0,30.85,6.67,24.18,-,-,-,23.5,-,71.89,47.0,-
6,臺北市,2004/10/31,陽明,0.5,0.14,387.97,48.2,-,18,-,-,-,-,-,-,-,15.92,-,87.0,44.0,-
7,臺北市,2004/10/31,士林,2.9,0.76,-,26.8,-,40,-,38.03,13.66,24.36,-,-,-,22.46,-,73.26,42.0,-
8,臺北市,2004/10/30,松山,4.9,0.52,386.7,24.4,-,38,-,32.48,7.51,24.97,-,-,-,22.83,-,77.71,38.0,-
9,臺北市,2004/10/30,古亭,2.4,0.53,-,22.0,-,38,17.0,34.88,8.72,26.18,2.065,0.174,1.89,22.36,-,77.57,38.0,-
10,臺北市,2004/10/30,中山,3.6,0.74,-,13.7,-,35,19.0,44.21,11.04,33.17,3.171,0.74,2.43,22.93,-,75.03,35.0,-
11,臺北市,2004/10/30,大同,3.1,0.98,-,11.0,-,36,-,66.99,30.33,36.66,2.829,0.449,2.38,22.82,-,-,36.0,-
12,臺北市,2004/10/30,萬華,2.9,0.65,-,21.3,-,47,16.0,30.08,4.69,25.4,-,-,-,24.09,-,75.7,47.0,-
13,臺北市,2004/10/30,陽明,0.5,0.13,388.1,49.5,-,10,-,0.64,0.43,0.28,-,-,-,-,-,96.0,44.0,-
14,臺北市,2004/10/30,士林,1.4,0.44,-,24.3,-,24,-,20.61,4.38,16.21,-,-,-,22.99,-,75.59,28.0,-
15,臺北市,2004/10/29,松山,4.8,0.53,400.55,21.1,-,44,-,34.86,8.67,26.19,-,-,-,23.57,-,73.5,44.0,-
16,臺北市,2004/10/29,古亭,2.6,0.62,-,21.3,-,42,17.0,42.11,12.05,30.06,2.115,0.21,1.9,23.38,-,71.59,42.0,-
17,臺北市,2004/10/29,中山,8.8,0.75,-,16.0,-,42,18.0,45.62,13.1,32.52,2.767,0.678,2.09,23.65,-,71.83,42.0,-
