序號,縣市,監測日期,測站,二氧化硫
SO2
(ppb),一氧化碳
CO
(ppm),二氧化碳
CO2
(ppm),臭氧
O3
(ppb),"懸浮微粒
PM 10 
(μg/m 3 )","細懸浮微粒
PM 2.5 
(μg/m 3 )",氮氧化物
NOx
(ppb),一氧化氮
NO
(ppb),二氧化氮
NO2
(ppb),總碳氫化合物
THC
(ppm),非甲烷碳氫化合物
NMHC
(ppm),甲烷
CH4
(ppm),風速
WIND_SPEED
(m/sec),小時風速值
WS_HR
(m/sec),溫度
AMB_TEMP
(℃),降雨強度
RAIN_INT
(㎜),酸雨
PH_RAIN
(pH),相對濕度
RH
24,臺北市,2017/03/28,中山,2.6,0.76,-,49.8,77,30,36.52,6.93,29.58,2.154,0.203,1.951,1.92,1.49,22.59,-,-,59.2,-
25,臺北市,2017/03/28,大同,3.2,1.35,-,-,100,30,78.82,32.28,46.54,2.558,0.411,2.146,-,-,-,-,-,-,-
26,臺北市,2017/03/28,萬華,2.4,0.59,-,55.7,71,30,25.72,2.52,23.2,-,-,-,1.67,1.3,22.89,-,-,53.6,-
27,臺北市,2017/03/28,陽明,2.1,0.29,422.27,71.6,45,30,5.59,0.65,4.94,-,-,-,-,-,14.18,0,0,76.67,0
28,臺北市,2017/03/28,士林,2.5,0.46,-,60.5,71,29,18.18,2.22,15.96,-,-,-,2.51,2.26,21.92,-,-,61.7,-
29,臺北市,2017/03/27,松山,2,0.55,437.26,41.7,67,32,27.99,3.74,24.25,2.084,0.147,1.937,2.11,1.7,18.68,-,-,55.33,-
30,臺北市,2017/03/27,古亭,2.3,0.52,-,49.6,66,30,23.54,3.11,20.43,2.187,0.159,2.028,2.66,2.35,19.44,-,-,53.33,-
31,臺北市,2017/03/27,中山,3,0.65,-,41.9,76,30,34.37,5.23,29.15,2.141,0.184,1.958,2.21,1.85,19.73,-,-,57.04,-
32,臺北市,2017/03/27,大同,3.5,0.79,-,-,99,33,51.32,16.06,35.26,2.302,0.21,2.092,-,-,-,-,-,-,-
33,臺北市,2017/03/27,萬華,2.9,0.52,-,45.6,72,28,28.43,2.6,25.81,-,-,-,2.82,2.55,20.08,-,-,51.2,-
34,臺北市,2017/03/27,陽明,5.4,0.26,420.66,68.5,46,28,5.36,0.46,4.87,-,-,-,-,-,11.29,0,0,72.22,0
35,臺北市,2017/03/27,士林,3.3,0.36,-,61.7,71,28,12.31,1.91,10.4,-,-,-,2.66,2.32,19.67,-,-,55.18,-
36,臺北市,2017/03/26,松山,2.6,0.57,438.09,33.3,70,34,24.98,3.72,21.26,2.056,0.128,1.929,1.04,0.68,14.82,-,-,77.15,-
37,臺北市,2017/03/26,古亭,2.1,0.57,-,32.1,59,38,27.25,5.17,22.08,2.205,0.145,2.059,1.53,1.44,14.54,-,-,82.77,-
38,臺北市,2017/03/26,中山,2.9,0.7,-,28.4,76,34,35.44,6.98,28.46,2.167,0.185,1.981,1.54,1.32,15.47,-,-,82.07,-
39,臺北市,2017/03/26,大同,3.5,1.24,-,-,100,38,93.02,51.25,41.77,2.503,0.357,2.146,-,-,-,-,-,-,-
40,臺北市,2017/03/26,萬華,2.4,0.58,-,29.9,69,31,30.13,3.35,26.79,-,-,-,1.2,1.01,14.66,-,-,88.39,-
41,臺北市,2017/03/26,陽明,2.2,0.29,423.3,57.1,49,32,3.04,0.26,2.67,-,-,-,-,-,8.06,1.8,4.41,82.45,15.83
42,臺北市,2017/03/26,士林,2.7,0.53,-,33.1,71,31,29.87,7.93,21.94,-,-,-,1.36,1.12,14.82,-,-,80.24,-
43,臺北市,2017/03/25,松山,-,0.47,433.9,35,13,11,21.61,2.52,19.09,2.008,0.119,1.889,1.59,1.09,17.11,-,-,83.84,-
44,臺北市,2017/03/25,古亭,0.8,0.49,-,35,13,9,23.26,3.18,20.09,2.134,0.138,1.996,1.77,1.47,17.03,-,-,87.87,-
45,臺北市,2017/03/25,中山,1.7,0.62,-,28.6,18,9,32.62,6.89,25.74,2.116,0.18,1.936,1.46,1,17.62,-,-,89.82,-
46,臺北市,2017/03/25,大同,2,1.13,-,-,38,10,71.26,34.36,36.89,2.448,0.33,2.118,-,-,-,-,-,-,-
47,臺北市,2017/03/25,萬華,1.4,0.6,-,28.1,18,10,30.82,4.36,26.45,-,-,-,1.08,0.69,17.29,-,-,89.25,-
48,臺北市,2017/03/25,陽明,1.3,0.24,421.47,54.1,7,3,2.66,0.42,2.17,-,-,-,-,-,10.26,1.25,4.34,98.92,15.59
49,臺北市,2017/03/25,士林,1,0.44,-,32,15,8,21.06,3.11,17.96,-,-,-,1.33,1.09,16.86,-,-,88.74,-
50,臺北市,2017/03/24,松山,8,0.5,432.61,34.5,21,14,25.87,3.65,22.22,1.995,0.121,1.874,2.05,1.66,20.89,-,-,67.7,-
51,臺北市,2017/03/24,古亭,4.6,0.51,-,36.8,21,13,26.61,4.35,22.26,2.135,0.157,1.978,2.3,2.09,21.29,-,-,67.38,-
52,臺北市,2017/03/24,中山,3.9,0.66,-,31.9,24,11,34.04,7.9,26.14,2.058,0.174,1.883,2.07,1.7,21.6,-,-,71.58,-
53,臺北市,2017/03/24,大同,4.9,1.21,-,-,40,11,75.68,41.5,34.18,2.368,0.341,2.027,-,-,-,-,-,-,-
54,臺北市,2017/03/24,萬華,4.4,0.53,-,33.8,23,10,29.22,4.42,24.79,-,-,-,2.43,2.22,22.08,-,-,65.04,-
55,臺北市,2017/03/24,陽明,2.9,0.24,417.18,53,15,10,2.74,0.62,2.09,-,-,-,-,-,13.92,0,0,91.76,0
56,臺北市,2017/03/24,士林,4.2,0.4,-,41.6,24,12,15.5,2.38,13.12,-,-,-,2.23,2.09,21.14,-,-,70.84,-
57,臺北市,2017/03/23,松山,2.8,0.53,434.22,32.9,18,10,29.3,6.32,22.97,2.06,0.149,1.911,1.76,1.28,19.08,-,-,79.43,-
58,臺北市,2017/03/23,古亭,2.7,0.59,-,33.6,-,14,30.92,6.86,24.06,2.267,0.241,2.026,2.03,1.55,19.02,-,-,82.3,-
59,臺北市,2017/03/23,中山,3.7,0.76,-,28.9,22,12,39.68,13.59,26.09,2.151,0.218,1.933,1.86,1.37,19.37,-,-,85.92,-
60,臺北市,2017/03/23,大同,2.6,1.17,-,-,33,10,61.44,28.02,33.42,2.457,0.358,2.099,-,-,-,-,-,-,-
61,臺北市,2017/03/23,萬華,2.9,0.61,-,31.6,20,10,31.08,6.94,24.14,-,-,-,1.76,1.38,19.66,-,-,83.67,-
62,臺北市,2017/03/23,陽明,0.9,0.2,416.18,55.7,6,5,2.33,0.84,1.48,-,-,-,-,-,12.62,1,4.35,98.36,13.58
63,臺北市,2017/03/23,士林,1.9,0.37,-,36.7,18,10,16.85,3.08,13.77,-,-,-,1.96,1.66,18.95,-,-,83.23,-
64,臺北市,2017/03/22,松山,1.6,0.52,430.63,43,20,14,25.02,5.26,19.76,1.974,0.119,1.854,1.92,1.4,21.13,-,-,73.14,-
65,臺北市,2017/03/22,古亭,1.7,0.53,-,43.3,20,14,24.2,3.89,20.31,2.116,0.155,1.961,2.33,2.11,21.18,-,-,74.69,-
66,臺北市,2017/03/22,中山,1.5,0.64,-,39.9,25,13,27.93,6.36,21.57,2.019,0.158,1.86,2.35,1.94,21.52,-,-,78.12,-
67,臺北市,2017/03/22,大同,2.2,1.36,-,-,38,12,65.32,32.98,32.34,2.39,0.376,2.014,-,-,-,-,-,-,-
68,臺北市,2017/03/22,萬華,1.8,0.52,-,42.1,28,11,23.63,3.42,20.21,-,-,-,2.45,2.17,22.13,-,-,71.46,-
69,臺北市,2017/03/22,陽明,1.8,0.19,419.72,56.1,9,5,2.93,0.77,2.24,-,-,-,-,-,14.27,0.9,4.56,95.1,71.4
70,臺北市,2017/03/22,士林,1.8,0.34,-,49.2,25,11,12.94,1.7,11.23,-,-,-,2.7,2.62,21.2,-,-,76.08,-
71,臺北市,2017/03/21,松山,1.8,0.56,437.39,32.2,40,21,25.41,5.72,19.69,2.041,0.152,1.89,2.32,1.71,18.75,-,-,82.67,-
72,臺北市,2017/03/21,古亭,2.3,0.57,-,33.1,39,23,25,5.89,19.11,2.19,0.187,2.003,3.04,2.63,19.06,-,-,82.87,-
73,臺北市,2017/03/21,中山,1.3,0.79,-,26.8,35,19,38.73,12.78,25.95,2.182,0.221,1.961,2.5,2.15,19.62,-,-,84.66,-
74,臺北市,2017/03/21,大同,1.9,1.01,-,-,49,21,55.87,25.72,30.15,2.497,0.295,2.201,-,-,-,-,-,-,-
75,臺北市,2017/03/21,萬華,2,0.7,-,29.7,39,19,34.36,11.07,23.29,-,-,-,2.83,2.67,19.76,-,-,79.17,-
76,臺北市,2017/03/21,陽明,0.7,0.26,426.77,47.5,6,3,2.45,0.32,2.16,-,-,-,-,-,12.24,0.5,6.38,99.14,66.17
77,臺北市,2017/03/21,士林,2.3,0.5,-,37.5,32,18,16.33,3.97,12.35,-,-,-,2.44,2.15,19.31,-,-,80.55,-
78,臺北市,2017/03/20,松山,4.1,0.97,446.99,19.4,46,33,53.63,16.86,36.76,2.367,0.357,2.01,1.21,0.92,22.05,-,-,80.46,-
79,臺北市,2017/03/20,古亭,4.3,0.9,-,18.5,-,28,43.77,11.44,32.33,2.45,0.347,2.103,1.16,0.83,22.17,-,-,81.51,-
80,臺北市,2017/03/20,中山,4.7,1.17,-,15.5,44,26,64.83,25.29,39.54,2.467,0.401,2.066,1.22,0.77,22.34,-,-,85.96,-
81,臺北市,2017/03/20,大同,4.8,1.81,-,-,62,28,81.92,38.64,43.28,2.994,0.621,2.374,-,-,-,-,-,-,-
82,臺北市,2017/03/20,萬華,5.4,1.03,-,15.5,43,24,52.43,14.8,37.63,-,-,-,0.92,0.61,23.04,-,-,78.84,-
83,臺北市,2017/03/20,陽明,0.5,0.22,418.42,38.2,15,11,3.62,0.66,2.92,-,-,-,-,-,16.3,0,0,97.23,0
84,臺北市,2017/03/20,士林,3.3,0.64,-,23,36,20,31.69,5.39,26.29,-,-,-,1.12,0.89,21.7,-,-,84.9,-
85,臺北市,2017/03/19,松山,3.8,0.36,424.67,33,13,8,17.57,2.22,15.35,1.926,0.077,1.85,1.48,1.05,19.52,-,-,88.14,-
86,臺北市,2017/03/19,古亭,4.4,0.4,-,33,15,11,19.4,2.42,16.98,2.044,0.083,1.96,2.18,1.79,19.87,-,-,88.02,-
87,臺北市,2017/03/19,中山,2.2,0.5,-,27.1,18,6,25.05,4.97,20.09,2.055,0.133,1.922,2.09,1.62,20.14,-,-,92.28,-
88,臺北市,2017/03/19,大同,2.8,0.99,-,-,44,7,58.5,27.98,30.52,2.349,0.272,2.077,-,-,-,-,-,-,-
89,臺北市,2017/03/19,萬華,2.3,0.46,-,26.2,21,8,26.13,4.01,22.12,-,-,-,1.63,1.39,20.29,-,-,87.83,-
90,臺北市,2017/03/19,陽明,1.3,0.18,416.13,44.4,6,4,1.97,0.51,1.43,-,-,-,-,-,14.87,0.7,4.44,98.86,13.27
91,臺北市,2017/03/19,士林,1.1,0.37,-,28.7,17,10,14.24,1.73,12.51,-,-,-,1.52,1.05,19.95,-,-,88.18,-
92,臺北市,2017/03/18,松山,5.5,0.45,429.41,28,30,22,25.36,3.81,21.55,2.004,0.12,1.883,1.49,0.89,19.75,-,-,85.46,-
93,臺北市,2017/03/18,古亭,4.3,0.51,-,30.2,31,23,25.69,3.28,22.4,2.178,0.156,2.022,1.38,1.01,20.23,-,-,84.49,-
94,臺北市,2017/03/18,中山,2.4,0.67,-,22.5,34,21,35.97,9.57,26.39,2.134,0.194,1.94,1.46,0.79,20.06,-,-,90.16,-
95,臺北市,2017/03/18,大同,2.7,1.04,-,-,60,24,51.1,20.27,30.83,2.444,0.297,2.147,-,-,-,-,-,-,-
96,臺北市,2017/03/18,萬華,3,0.66,-,23.7,35,22,34.48,7.87,26.61,-,-,-,1.13,0.74,21.12,-,-,80.14,-
97,臺北市,2017/03/18,陽明,1.5,0.22,415.5,46.4,13,9,3.01,0.58,2.39,-,-,-,-,-,16.74,1,4.16,89.33,20
98,臺北市,2017/03/18,士林,0.8,0.38,-,29.3,38,19,16.33,2.39,13.93,-,-,-,1.26,1.03,19.46,-,-,87.63,-
99,臺北市,2017/03/17,松山,2.9,0.39,425.64,31.7,16,-,27.93,4.92,23.01,1.955,0.112,1.843,1.71,1.15,17.88,-,-,88.33,-
100,臺北市,2017/03/17,古亭,2.9,0.39,-,37,14,9,24.1,3.83,20.28,2.052,0.107,1.945,2.69,2.41,18.29,-,-,87.53,-
101,臺北市,2017/03/17,中山,2.7,0.57,-,27.6,14,7,33.33,7,26.32,2.067,0.169,1.898,2.22,1.92,18.67,-,-,91.06,-
102,臺北市,2017/03/17,大同,2.7,1.16,-,-,33,8,79.89,41.05,38.84,2.428,0.36,2.068,-,-,-,-,-,-,-
103,臺北市,2017/03/17,萬華,2.1,0.46,-,29,22,10,31.07,5.7,25.38,-,-,-,2.36,2.18,18.75,-,-,86.57,-
104,臺北市,2017/03/17,陽明,1.7,0.16,413.65,53.8,5,2,1.75,0.4,1.27,-,-,-,-,-,12.3,0,0,98.72,0
105,臺北市,2017/03/17,士林,1.1,0.36,-,34.7,17,7,14.77,1.33,13.41,-,-,-,2.03,1.67,18.61,-,-,84.67,-
106,臺北市,2017/03/16,松山,2.5,0.5,432.6,21,25,11,40.14,10.66,29.48,2.082,0.192,1.891,1.15,0.73,16.58,-,-,86.21,-
107,臺北市,2017/03/16,古亭,2,0.6,-,20.2,21,14,42.59,11,31.59,2.277,0.252,2.025,0.95,0.92,16.51,-,-,89.66,-
108,臺北市,2017/03/16,中山,2.3,0.75,-,17.5,21,12,53.25,19.89,33.37,2.211,0.268,1.942,1.07,0.91,17,-,-,92.72,-
109,臺北市,2017/03/16,大同,3.2,1.6,-,-,45,14,100.47,60.23,40.24,2.689,0.556,2.134,-,-,-,-,-,-,-
110,臺北市,2017/03/16,萬華,3.1,0.75,-,15.4,27,14,49.2,14.58,34.61,-,-,-,0.89,0.72,16.94,-,-,86.48,-
111,臺北市,2017/03/16,陽明,0.8,0.14,414.29,48,6,3,2.17,0.32,1.79,-,-,-,-,-,10.62,1.67,4.64,98.88,13.78
112,臺北市,2017/03/16,士林,1.2,0.41,-,23.7,18,10,25.12,3.31,21.81,-,-,-,1.05,0.87,16.4,-,-,89.18,-
113,臺北市,2017/03/15,松山,2.2,0.35,423.32,35.9,42,12,23.53,3.61,19.92,1.938,0.095,1.843,1.79,1.23,16.25,-,-,62.94,-
114,臺北市,2017/03/15,古亭,1.8,0.28,-,41.4,34,-,17.17,2.88,14.29,2.038,0.102,1.936,2.83,2.72,16.04,-,-,66.86,-
115,臺北市,2017/03/15,中山,0.5,0.49,-,31.3,39,12,30.59,7.01,23.59,2.008,0.14,1.868,2.26,2.09,16.69,-,-,69.15,-
116,臺北市,2017/03/15,大同,2.5,0.78,-,-,55,12,57.66,26.01,31.65,2.232,0.233,1.999,-,-,-,-,-,-,-
117,臺北市,2017/03/15,萬華,1.6,0.36,-,34,40,11,25.79,3.52,22.27,-,-,-,2.56,2.39,16.84,-,-,62.19,-
118,臺北市,2017/03/15,陽明,1.4,0.14,413.72,52.4,20,11,2.39,0.58,1.79,-,-,-,-,-,7.86,0,0,93.95,0
119,臺北市,2017/03/15,士林,1.6,0.22,-,47.7,37,14,10.19,2.13,8.08,-,-,-,2.71,2.45,16.33,-,-,66.39,-
120,臺北市,2017/03/14,松山,1.4,0.32,423.7,43.3,27,13,17.36,2.18,15.18,1.904,0.071,1.833,2.06,1.59,14.5,-,-,73.22,-
121,臺北市,2017/03/14,古亭,1.3,0.38,-,40.9,30,17,21.47,2.83,18.63,2.045,0.098,1.946,1.99,1.61,14.5,-,-,77.18,-
122,臺北市,2017/03/14,中山,0.7,0.51,-,34.5,30,12,30.14,6.7,23.43,1.989,0.135,1.854,1.57,0.69,14.96,-,-,79.68,-
123,臺北市,2017/03/14,大同,2.5,0.82,-,-,44,13,56.02,24.26,31.76,2.197,0.22,1.977,-,-,-,-,-,-,-
124,臺北市,2017/03/14,萬華,1.1,0.39,-,37.2,35,13,24.66,3.16,21.49,-,-,-,1.76,1.36,14.54,-,-,81.74,-
125,臺北市,2017/03/14,陽明,0.6,0.17,416.92,55.4,12,7,2.79,0.55,2.21,-,-,-,-,-,6.6,0.78,4.75,99.04,32.41
126,臺北市,2017/03/14,士林,1.3,0.29,-,45.5,28,11,12.84,2.28,10.55,-,-,-,1.61,1.04,14.4,-,-,76.99,-
127,臺北市,2017/03/13,松山,2.2,0.55,435.51,22,38,21,33.93,6.77,27.16,2.086,0.173,1.913,1.45,1.05,18.61,-,-,87.48,-
128,臺北市,2017/03/13,古亭,2.2,0.6,-,20.9,-,27,33.85,5.92,27.93,2.28,0.209,2.071,1.21,0.94,18.73,-,-,90.67,-
129,臺北市,2017/03/13,中山,2.1,0.77,-,16.6,39,25,42.94,12.47,30.47,2.212,0.23,1.982,1.2,0.87,19.04,-,-,94.35,-
130,臺北市,2017/03/13,大同,3.1,1.56,-,-,63,26,84.19,45.68,38.51,2.707,0.486,2.222,-,-,-,-,-,-,-
131,臺北市,2017/03/13,萬華,2.1,0.7,-,16.2,41,25,38.31,6.78,31.51,-,-,-,1.01,0.61,19.16,-,-,88.88,-
132,臺北市,2017/03/13,陽明,1.1,0.21,421.58,50.5,7,3,2.74,0.71,1.98,-,-,-,-,-,14.06,2,4.51,99.28,26.69
133,臺北市,2017/03/13,士林,1.5,0.46,-,24.8,34,20,28.56,7.9,20.65,-,-,-,1.16,0.99,18.58,-,-,90.93,-
134,臺北市,2017/03/12,松山,2.3,0.56,436.24,34.2,36,22,25.23,4.45,20.78,2.081,0.146,1.935,1.39,0.97,21.95,-,-,77.62,-
135,臺北市,2017/03/12,古亭,2,0.54,-,35.1,80,26,23.12,3.51,19.61,2.207,0.166,2.041,1.64,1.29,22.11,-,-,78.22,-
136,臺北市,2017/03/12,中山,2.2,0.7,-,31.5,40,21,31.51,7.77,23.74,2.192,0.198,1.994,1.6,1.08,22.21,-,-,82.65,-
137,臺北市,2017/03/12,大同,3.4,1.36,-,-,53,24,65.34,27.66,37.68,2.576,0.382,2.193,-,-,-,-,-,-,-
138,臺北市,2017/03/12,萬華,3,0.63,-,32.6,43,22,26.69,4.73,21.96,-,-,-,1.4,1.04,23.39,-,-,74.57,-
139,臺北市,2017/03/12,陽明,1.1,0.26,420.99,53.7,12,8,3.09,0.59,2.46,-,-,-,-,-,16.7,0,0,91.6,0
140,臺北市,2017/03/12,士林,2,0.44,-,41,34,17,17.59,3.1,14.52,-,-,-,1.72,1.41,22.03,-,-,80.46,-
141,臺北市,2017/03/11,松山,3.1,0.47,427.96,34,20,8,26.42,3.84,22.58,2.002,0.13,1.873,1.4,1.02,19.44,-,-,84.63,-
142,臺北市,2017/03/11,古亭,1.9,0.48,-,38.7,14,10,25.38,3.98,21.39,2.08,0.12,1.96,2.11,1.94,19.97,-,-,82.96,-
143,臺北市,2017/03/11,中山,2.7,0.58,-,32.9,21,7,29.8,6.13,23.66,2.071,0.165,1.906,2.08,1.89,20.24,-,-,87.21,-
144,臺北市,2017/03/11,大同,5.9,1.03,-,-,42,5,33.48,10.03,23.63,2.346,0.311,2.035,-,-,-,-,-,-,-
145,臺北市,2017/03/11,萬華,1.7,0.46,-,35.1,19,5,28.34,4.51,23.82,-,-,-,2.13,1.98,20.54,-,-,83.43,-
146,臺北市,2017/03/11,陽明,0.6,0.18,412.48,57.8,7,3,2.04,0.4,1.56,-,-,-,-,-,13.42,0,0,99.03,0
147,臺北市,2017/03/11,士林,2.4,0.36,-,45.2,18,7,12.02,1.13,10.9,-,-,-,2.25,2.11,20.48,-,-,79.95,-
148,臺北市,2017/03/10,松山,2.2,0.49,431.93,34,21,10,34.33,5.49,28.85,2.023,0.137,1.887,1.47,0.93,17.52,-,-,89.87,-
149,臺北市,2017/03/10,古亭,2,0.62,-,33.8,11,14,37.68,7.74,29.94,2.188,0.173,2.015,1.87,1.51,17.68,-,-,92.19,-
150,臺北市,2017/03/10,中山,1.2,0.75,-,29.4,12,-,45.96,11.95,34,2.177,0.228,1.949,1.76,1.43,18.18,-,-,94.85,-
151,臺北市,2017/03/10,大同,4.8,1.84,-,-,38,12,83.47,48.36,35.16,2.581,0.491,2.09,-,-,-,-,-,-,-
152,臺北市,2017/03/10,萬華,2.6,0.69,-,27.2,20,11,47.26,10.59,36.67,-,-,-,1.82,1.51,17.96,-,-,90.82,-
153,臺北市,2017/03/10,陽明,1,0.21,419.41,63,5,2,3.09,0.3,2.76,-,-,-,-,-,12.17,2.36,4.39,99.4,17.3
154,臺北市,2017/03/10,士林,1.4,0.43,-,40.5,18,7,25.55,4.66,20.88,-,-,-,2.07,1.75,18.19,-,-,87.14,-
155,臺北市,2017/03/09,松山,2.2,0.51,432.43,35.8,48,28,33.86,5.03,28.83,2.046,0.146,1.9,1.76,1.32,15.9,-,-,77.37,-
156,臺北市,2017/03/09,古亭,1.8,0.52,-,41.7,38,31,28.78,3.92,24.87,2.118,0.13,1.987,2.9,2.77,16,-,-,79.2,-
157,臺北市,2017/03/09,中山,2.7,0.65,-,33,45,27,38.48,5.89,32.58,2.096,0.172,1.925,2.36,2.17,16.48,-,-,81.82,-
158,臺北市,2017/03/09,大同,2.6,0.93,-,-,65,27,64.91,25.87,39.04,2.343,0.275,2.069,-,-,-,-,-,-,-
159,臺北市,2017/03/09,萬華,1.8,0.5,-,38,45,25,32.32,5.06,27.27,-,-,-,2.58,2.49,16.48,-,-,76.44,-
160,臺北市,2017/03/09,陽明,4.8,0.23,421.78,61.6,23,19,7.18,0.57,6.59,-,-,-,-,-,9.26,0.5,3.7,93,80.32
161,臺北市,2017/03/09,士林,2.2,0.32,-,56.4,39,23,10.67,2.09,8.58,-,-,-,3.18,3.03,16.7,-,-,73.4,-
162,臺北市,2017/03/08,松山,3.2,0.63,436.68,26.6,45,29,43.47,11.57,31.91,2.156,0.188,1.967,1.14,0.7,14.15,-,-,80.38,-
163,臺北市,2017/03/08,古亭,2,0.48,-,39,39,32,25.96,4.61,21.36,2.155,0.12,2.035,1.87,1.83,14.07,-,-,82.4,-
164,臺北市,2017/03/08,中山,3.1,0.72,-,26.2,47,28,46,10.47,35.53,2.211,0.222,1.988,1.84,1.75,14.9,-,-,83.29,-
165,臺北市,2017/03/08,大同,4.3,1.76,-,-,68,33,121.37,73.29,48.08,2.732,0.575,2.156,-,-,-,-,-,-,-
166,臺北市,2017/03/08,萬華,2.7,0.63,-,28.6,47,28,39.68,7,32.68,-,-,-,1.24,1.11,14.43,-,-,84.4,-
167,臺北市,2017/03/08,陽明,1.8,0.24,420.08,65.1,28,23,3.86,0.57,3.25,-,-,-,-,-,7.39,0.57,3.8,94.8,79.58
168,臺北市,2017/03/08,士林,3.1,0.44,-,41,45,28,21.33,1.8,19.51,-,-,-,2.02,1.67,14.49,-,-,77.95,-
169,臺北市,2017/03/07,松山,2.7,0.43,428.38,35,47,23,29.62,3.39,26.21,2,0.114,1.886,1.6,1.31,14.39,-,-,69.64,-
170,臺北市,2017/03/07,古亭,2.3,0.41,-,41.2,70,26,24.89,3.49,21.41,2.091,0.112,1.979,2.2,2.04,14.26,-,-,73.3,-
171,臺北市,2017/03/07,中山,2.4,0.57,-,32.9,51,23,34.86,6.4,28.46,2.078,0.162,1.916,2.02,1.67,14.85,-,-,75.25,-
172,臺北市,2017/03/07,大同,2.8,0.94,-,-,60,23,70.54,34.14,36.41,2.334,0.286,2.047,-,-,-,-,-,-,-
