序號,縣市,監測日期,測站,二氧化硫
SO2
(ppb),一氧化碳
CO
(ppm),二氧化碳
CO2
(ppm),臭氧
O3
(ppb),"懸浮微粒
PM 10 
(μg/m 3 )","細懸浮微粒
PM 2.5 
(μg/m 3 )",氮氧化物
NOx
(ppb),一氧化氮
NO
(ppb),二氧化氮
NO2
(ppb),總碳氫化合物
THC
(ppm),非甲烷碳氫化合物
NMHC
(ppm),甲烷
CH4
(ppm),風速
WIND_SPEED
(m/sec),小時風速值
WS_HR
(m/sec),溫度
AMB_TEMP
(℃),降雨強度
RAIN_INT
(㎜),酸雨
PH_RAIN
(pH),相對濕度
RH
28,臺北市,2016/02/28,士林,3,0.54,-,27.4,27,-,28.45,9.73,18.72,-,-,-,2.01,1.76,18.51,-,-,68.81,-
29,臺北市,2016/02/27,松山,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-
30,臺北市,2016/02/27,松山,1.9,0.53,429.9,17.4,13,-,37.73,8.69,29.04,2.094,0.183,1.912,0.99,0.73,15.45,-,-,90.23,-
31,臺北市,2016/02/27,古亭,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-
32,臺北市,2016/02/27,古亭,1.5,0.64,-,14.3,16,-,43.45,10.96,32.49,2.239,0.239,2,1.1,0.93,15.26,-,-,96.08,-
33,臺北市,2016/02/27,中山,2.5,0.77,-,9.6,15,-,50.4,11.98,38.41,2.334,0.301,2.033,1.07,0.76,16,-,-,96.93,-
34,臺北市,2016/02/27,大同,-,-,-,-,-,11,-,-,-,-,-,-,-,-,-,-,-,-,-
35,臺北市,2016/02/27,大同,2.8,1.65,-,-,43,-,98.52,57.14,41.37,2.737,0.54,2.196,-,-,-,-,-,-,-
36,臺北市,2016/02/27,萬華,-,-,-,-,-,11,-,-,-,-,-,-,-,-,-,-,-,-,-
37,臺北市,2016/02/27,萬華,1.9,0.75,-,12.5,17,-,43.94,8.38,35.55,-,-,-,1,0.7,16.7,-,-,91.25,-
38,臺北市,2016/02/27,陽明,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
39,臺北市,2016/02/27,陽明,0.5,0.18,413.48,49,5,-,2.29,0.48,1.75,-,-,-,-,-,10.46,1.07,5.13,100,15.81
40,臺北市,2016/02/27,士林,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-
41,臺北市,2016/02/27,士林,1.5,0.54,-,16.3,15,-,31.13,5.72,25.41,-,-,-,0.9,0.62,15.44,-,-,88.49,-
42,臺北市,2016/02/26,松山,-,-,-,-,-,12,-,-,-,-,-,-,-,-,-,-,-,-,-
43,臺北市,2016/02/26,松山,1.7,0.4,420.62,26.5,31,-,29.55,5.39,24.16,1.938,0.116,1.822,1.57,1.14,13.92,-,-,88.37,-
44,臺北市,2016/02/26,古亭,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-
45,臺北市,2016/02/26,古亭,1.5,0.4,-,31.3,21,-,25.08,4.73,20.35,1.995,0.1,1.895,2.35,2.17,13.99,-,-,93,-
46,臺北市,2016/02/26,中山,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-
47,臺北市,2016/02/26,中山,1.2,0.55,-,23.1,28,-,35.63,7.61,28.04,2.041,0.171,1.87,2.56,2.41,14.73,-,-,93.47,-
48,臺北市,2016/02/26,大同,-,-,-,-,-,14,-,-,-,-,-,-,-,-,-,-,-,-,-
49,臺北市,2016/02/26,大同,3.2,1.53,-,-,48,-,102.16,66,36.16,2.51,0.517,1.993,-,-,-,-,-,-,-
50,臺北市,2016/02/26,萬華,-,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-,-,-,-
51,臺北市,2016/02/26,萬華,1.8,0.48,-,25.1,26,-,34.65,7.3,27.35,-,-,-,2.81,2.66,14.92,-,-,87.31,-
52,臺北市,2016/02/26,陽明,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-
53,臺北市,2016/02/26,陽明,1.3,0.17,414.3,50.5,5,-,2.55,0.31,2.11,-,-,-,-,-,8.61,1.33,5.05,100,37.24
54,臺北市,2016/02/26,士林,-,-,-,-,-,12,-,-,-,-,-,-,-,-,-,-,-,-,-
55,臺北市,2016/02/26,士林,2.4,0.33,-,34.2,20,-,18.67,2.79,15.88,-,-,-,2.83,2.45,14.8,-,-,80.92,-
56,臺北市,2016/02/25,松山,-,-,-,-,-,21,-,-,-,-,-,-,-,-,-,-,-,-,-
57,臺北市,2016/02/25,松山,1.9,0.4,420.22,29.7,63,-,24.81,4.05,20.76,1.949,0.106,1.842,1.91,1.58,13.52,-,-,80.12,-
58,臺北市,2016/02/25,古亭,-,-,-,-,-,17,-,-,-,-,-,-,-,-,-,-,-,-,-
59,臺北市,2016/02/25,古亭,1.2,0.36,-,36.5,45,-,17.85,2.96,14.89,1.977,0.084,1.893,3.06,2.85,13.62,-,-,84.53,-
60,臺北市,2016/02/25,中山,-,-,-,-,-,23,-,-,-,-,-,-,-,-,-,-,-,-,-
61,臺北市,2016/02/25,中山,2.4,0.57,-,24.4,59,-,34.54,7.76,26.77,2.053,0.172,1.881,2.83,2.55,14.36,-,-,84.19,-
62,臺北市,2016/02/25,大同,-,-,-,-,-,20,-,-,-,-,-,-,-,-,-,-,-,-,-
63,臺北市,2016/02/25,大同,2.3,0.9,-,-,75,-,65.59,32.49,33.1,2.25,0.286,1.964,-,-,-,-,-,-,-
64,臺北市,2016/02/25,萬華,-,-,-,-,-,24,-,-,-,-,-,-,-,-,-,-,-,-,-
65,臺北市,2016/02/25,萬華,1.6,0.44,-,28.5,57,-,27.23,4.4,22.82,-,-,-,3.64,3.37,14.57,-,-,78.24,-
66,臺北市,2016/02/25,陽明,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-
67,臺北市,2016/02/25,陽明,0.8,0.22,417.22,50.2,20,-,2.15,0.38,1.67,-,-,-,-,-,7.23,0.71,5.44,100,148.17
68,臺北市,2016/02/25,士林,-,-,-,-,-,17,-,-,-,-,-,-,-,-,-,-,-,-,-
69,臺北市,2016/02/25,士林,2.2,0.27,-,44.2,52,-,8.97,1.04,7.93,-,-,-,3.41,3.28,14.47,-,-,72.38,-
70,臺北市,2016/02/24,松山,-,-,-,-,-,18,-,-,-,-,-,-,-,-,-,-,-,-,-
71,臺北市,2016/02/24,松山,1.9,0.4,420.83,34.5,38,-,23.45,3.2,20.24,1.93,0.091,1.839,1.96,1.48,13.28,-,-,84.32,-
72,臺北市,2016/02/24,古亭,-,-,-,-,-,13,-,-,-,-,-,-,-,-,-,-,-,-,-
73,臺北市,2016/02/24,古亭,1.9,0.41,-,37.5,34,-,21.54,3.08,18.46,1.985,0.081,1.904,2.65,2.4,13.22,-,-,91.09,-
74,臺北市,2016/02/24,中山,-,-,-,-,-,16,-,-,-,-,-,-,-,-,-,-,-,-,-
75,臺北市,2016/02/24,中山,1.2,0.57,-,27.5,37,-,35.6,8.3,27.3,2.034,0.152,1.882,2.34,2,14.25,-,-,86.86,-
76,臺北市,2016/02/24,大同,-,-,-,-,-,16,-,-,-,-,-,-,-,-,-,-,-,-,-
77,臺北市,2016/02/24,大同,2.5,0.96,-,-,51,-,64.9,32.52,32.38,2.24,0.283,1.957,-,-,-,-,-,-,-
78,臺北市,2016/02/24,萬華,-,-,-,-,-,18,-,-,-,-,-,-,-,-,-,-,-,-,-
79,臺北市,2016/02/24,萬華,3.5,0.43,-,31.9,33,-,26.33,3.77,22.56,-,-,-,2.9,2.62,14.41,-,-,81.52,-
80,臺北市,2016/02/24,陽明,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-
81,臺北市,2016/02/24,陽明,0.9,0.25,418.28,51.7,11,-,2.64,0.28,2.24,-,-,-,-,-,7.1,1.58,4.57,100,83.77
82,臺北市,2016/02/24,士林,-,-,-,-,-,11,-,-,-,-,-,-,-,-,-,-,-,-,-
83,臺北市,2016/02/24,士林,1.3,0.3,-,47,26,-,8.13,1.37,6.77,-,-,-,2.56,2.11,14.48,-,-,71.93,-
84,臺北市,2016/02/23,松山,-,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-
85,臺北市,2016/02/23,松山,0.6,0.41,421.89,29.9,20,-,21.61,2.94,18.67,1.937,0.1,1.837,1.65,1.34,14.97,-,-,82,-
86,臺北市,2016/02/23,古亭,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-
87,臺北市,2016/02/23,古亭,1.4,0.48,-,27.7,19,-,25.83,4.41,21.42,2.059,0.13,1.929,1.95,1.59,14.81,-,-,90.14,-
88,臺北市,2016/02/23,中山,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-
89,臺北市,2016/02/23,中山,1.8,0.7,-,20.8,19,-,40.28,11.81,28.47,2.126,0.215,1.911,1.53,1.1,15.72,-,-,86.59,-
90,臺北市,2016/02/23,大同,-,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-
91,臺北市,2016/02/23,大同,2.6,1.52,-,-,35,-,80.76,47.33,33.43,2.501,0.489,2.012,-,-,-,-,-,-,-
92,臺北市,2016/02/23,萬華,-,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-
93,臺北市,2016/02/23,萬華,1.9,0.56,-,22.4,23,-,30.46,4.95,25.52,-,-,-,1.48,1.09,15.64,-,-,83.26,-
94,臺北市,2016/02/23,陽明,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
95,臺北市,2016/02/23,陽明,1.4,0.21,418.88,46,5,-,2.73,0.58,2.12,-,-,-,-,-,8.66,1.06,5.3,100,20.36
96,臺北市,2016/02/23,士林,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-
97,臺北市,2016/02/23,士林,1.5,0.36,-,31.2,23,-,16.19,1.9,14.29,-,-,-,1.31,1.05,15.16,-,-,79.36,-
98,臺北市,2016/02/22,松山,-,-,-,-,-,26,-,-,-,-,-,-,-,-,-,-,-,-,-
99,臺北市,2016/02/22,松山,2.3,0.81,437.11,23,51,-,46.46,17.43,29.03,2.398,0.263,2.135,1.42,1.16,17.69,-,-,70.19,-
100,臺北市,2016/02/22,古亭,-,-,-,-,-,19,-,-,-,-,-,-,-,-,-,-,-,-,-
101,臺北市,2016/02/22,古亭,2.6,0.73,-,21.7,54,-,39.11,9.98,29.13,2.335,0.271,2.064,1.32,0.99,17.61,-,-,75.81,-
102,臺北市,2016/02/22,中山,-,-,-,-,-,20,-,-,-,-,-,-,-,-,-,-,-,-,-
103,臺北市,2016/02/22,中山,3.1,0.95,-,19.4,50,-,52.75,20.71,32.04,2.491,0.338,2.153,1.52,0.84,18.15,-,-,76.15,-
104,臺北市,2016/02/22,大同,-,-,-,-,-,20,-,-,-,-,-,-,-,-,-,-,-,-,-
105,臺北市,2016/02/22,大同,3.6,1.52,-,-,66,-,76.19,45.54,30.65,2.935,0.599,2.336,-,-,-,-,-,-,-
106,臺北市,2016/02/22,萬華,-,-,-,-,-,21,-,-,-,-,-,-,-,-,-,-,-,-,-
107,臺北市,2016/02/22,萬華,3.1,0.71,-,22.1,46,-,36.85,9.11,27.74,-,-,-,1.4,1,18.42,-,-,70.95,-
108,臺北市,2016/02/22,陽明,-,-,-,-,-,14,-,-,-,-,-,-,-,-,-,-,-,-,-
109,臺北市,2016/02/22,陽明,1.5,0.28,415.79,46.8,21,-,5.47,0.62,4.79,-,-,-,-,-,13.75,0,0,93.38,0
110,臺北市,2016/02/22,士林,-,-,-,-,-,16,-,-,-,-,-,-,-,-,-,-,-,-,-
111,臺北市,2016/02/22,士林,1.9,0.52,-,31.1,44,-,27.18,9.81,17.36,-,-,-,1.7,1.47,17.59,-,-,72.6,-
112,臺北市,2016/02/21,松山,-,-,-,-,-,25,-,-,-,-,-,-,-,-,-,-,-,-,-
113,臺北市,2016/02/21,松山,1.8,0.34,418.11,40.1,112,-,15.53,1.97,13.56,1.906,0.076,1.83,1.64,1.3,15.52,-,-,58.71,-
114,臺北市,2016/02/21,古亭,-,-,-,-,-,22,-,-,-,-,-,-,-,-,-,-,-,-,-
115,臺北市,2016/02/21,古亭,1.7,0.33,-,44.3,92,-,12.42,1.97,10.45,1.95,0.058,1.893,3.42,3.18,15.53,-,-,64.27,-
116,臺北市,2016/02/21,中山,-,-,-,-,-,28,-,-,-,-,-,-,-,-,-,-,-,-,-
117,臺北市,2016/02/21,中山,2.8,0.47,-,32.2,114,-,27.42,4.67,22.74,2.022,0.137,1.885,2.9,2.66,16.25,-,-,64.34,-
118,臺北市,2016/02/21,大同,-,-,-,-,-,24,-,-,-,-,-,-,-,-,-,-,-,-,-
119,臺北市,2016/02/21,大同,3.2,0.7,-,-,118,-,48.62,19.82,28.8,2.169,0.206,1.962,-,-,-,-,-,-,-
120,臺北市,2016/02/21,萬華,-,-,-,-,-,31,-,-,-,-,-,-,-,-,-,-,-,-,-
121,臺北市,2016/02/21,萬華,2.1,0.39,-,33.5,112,-,23.46,3.62,19.83,-,-,-,3.41,3.26,16.55,-,-,58.34,-
122,臺北市,2016/02/21,陽明,-,-,-,-,-,25,-,-,-,-,-,-,-,-,-,-,-,-,-
123,臺北市,2016/02/21,陽明,3.1,0.22,417.97,49.3,72,-,4.69,0.42,4.19,-,-,-,-,-,8.08,0,0,95.53,0
124,臺北市,2016/02/21,士林,-,-,-,-,-,23,-,-,-,-,-,-,-,-,-,-,-,-,-
125,臺北市,2016/02/21,士林,2.8,0.27,-,47.9,108,-,8.73,0.75,7.96,-,-,-,3.61,3.43,15.96,-,-,59.03,-
126,臺北市,2016/02/20,松山,-,-,-,-,-,34,-,-,-,-,-,-,-,-,-,-,-,-,-
127,臺北市,2016/02/20,松山,1.5,0.47,425.83,33,82,-,22.33,2.9,19.43,2.002,0.121,1.882,1.24,0.93,14.46,-,-,66.24,-
128,臺北市,2016/02/20,古亭,-,-,-,-,-,29,-,-,-,-,-,-,-,-,-,-,-,-,-
129,臺北市,2016/02/20,古亭,2.2,0.46,-,35.5,79,-,21.02,2.24,18.79,2.093,0.121,1.972,2.19,1.63,14.08,-,-,74.33,-
130,臺北市,2016/02/20,中山,-,-,-,-,-,38,-,-,-,-,-,-,-,-,-,-,-,-,-
131,臺北市,2016/02/20,中山,2.3,0.63,-,28.1,90,-,34.68,8.37,26.31,2.101,0.175,1.926,1.7,0.98,15.18,-,-,70.07,-
132,臺北市,2016/02/20,大同,-,-,-,-,-,32,-,-,-,-,-,-,-,-,-,-,-,-,-
133,臺北市,2016/02/20,大同,3,0.93,-,-,98,-,54.85,23.85,31,2.268,0.266,2.002,-,-,-,-,-,-,-
134,臺北市,2016/02/20,萬華,-,-,-,-,-,37,-,-,-,-,-,-,-,-,-,-,-,-,-
135,臺北市,2016/02/20,萬華,2.4,0.54,-,28.5,82,-,28.3,3.43,24.87,-,-,-,1.67,1.32,15.3,-,-,65.1,-
136,臺北市,2016/02/20,陽明,-,-,-,-,-,26,-,-,-,-,-,-,-,-,-,-,-,-,-
137,臺北市,2016/02/20,陽明,2.1,0.28,418.5,48.6,49,-,5.4,0.55,4.8,-,-,-,-,-,6.93,0.5,4.41,96.34,65.43
138,臺北市,2016/02/20,士林,-,-,-,-,-,32,-,-,-,-,-,-,-,-,-,-,-,-,-
139,臺北市,2016/02/20,士林,2.3,0.34,-,44.5,82,-,11.49,1,10.49,-,-,-,2.23,1.47,14.72,-,-,62.98,-
140,臺北市,2016/02/19,松山,2,0.77,435,15.1,40,-,47.95,14.99,32.96,2.131,0.235,1.896,1.82,1.53,15.91,-,-,86.58,-
141,臺北市,2016/02/19,古亭,-,-,-,-,-,17,-,-,-,-,-,-,-,-,-,-,-,-,-
142,臺北市,2016/02/19,古亭,2.1,0.63,-,14,33,-,34.62,7.37,27.25,2.251,0.239,2.012,1.47,1.16,16.02,-,-,94.42,-
143,臺北市,2016/02/19,中山,-,-,-,-,-,19,-,-,-,-,-,-,-,-,-,-,-,-,-
144,臺北市,2016/02/19,中山,2.4,0.99,-,9.4,40,-,58.85,23.99,34.86,2.364,0.359,2.005,1.34,0.78,16.64,-,-,95.67,-
145,臺北市,2016/02/19,大同,-,-,-,-,-,18,-,-,-,-,-,-,-,-,-,-,-,-,-
146,臺北市,2016/02/19,大同,2.5,1.54,-,-,49,-,69.26,37.7,31.56,2.696,0.494,2.202,-,-,-,-,-,-,-
147,臺北市,2016/02/19,萬華,-,-,-,-,-,19,-,-,-,-,-,-,-,-,-,-,-,-,-
148,臺北市,2016/02/19,萬華,2.9,0.7,-,13.1,30,-,36.61,8.58,28.03,-,-,-,1.37,1.18,16.77,-,-,90.52,-
149,臺北市,2016/02/19,陽明,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-
150,臺北市,2016/02/19,陽明,0.8,0.21,-,38.8,6,-,3.83,1.06,2.77,-,-,-,-,-,12.6,2.3,4.98,99.95,8.35
151,臺北市,2016/02/19,士林,-,-,-,-,-,13,-,-,-,-,-,-,-,-,-,-,-,-,-
152,臺北市,2016/02/19,士林,2.1,0.53,-,22.4,26,-,27.49,8.74,18.74,-,-,-,1.51,1.35,15.89,-,-,89.25,-
153,臺北市,2016/02/18,松山,-,-,-,-,-,18,-,-,-,-,-,-,-,-,-,-,-,-,-
154,臺北市,2016/02/18,松山,2.7,0.57,428.44,20.9,25,-,39.86,10.82,29.03,2.08,0.186,1.894,1.13,0.87,15.79,-,-,87.49,-
155,臺北市,2016/02/18,古亭,-,-,-,-,-,14,-,-,-,-,-,-,-,-,-,-,-,-,-
156,臺北市,2016/02/18,古亭,2.2,0.55,-,27.8,30,-,31.49,7.55,23.94,2.089,0.156,1.933,2.21,1.98,16.22,-,-,90.72,-
157,臺北市,2016/02/18,中山,4,0.71,-,20.8,31,-,45.31,13.78,31.53,2.155,0.237,1.918,2.12,1.92,16.79,-,-,90.69,-
158,臺北市,2016/02/18,大同,-,-,-,-,-,20,-,-,-,-,-,-,-,-,-,-,-,-,-
159,臺北市,2016/02/18,大同,5.4,1.69,-,-,46,-,103.41,65.08,38.33,2.617,0.584,2.034,-,-,-,-,-,-,-
160,臺北市,2016/02/18,萬華,-,-,-,-,-,20,-,-,-,-,-,-,-,-,-,-,-,-,-
161,臺北市,2016/02/18,萬華,2.7,0.58,-,21.8,31,-,38.68,9.54,29.14,-,-,-,2.46,2.26,17.09,-,-,85.46,-
162,臺北市,2016/02/18,陽明,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
163,臺北市,2016/02/18,士林,-,-,-,-,-,13,-,-,-,-,-,-,-,-,-,-,-,-,-
164,臺北市,2016/02/18,士林,5.1,0.48,-,33.4,20,-,24.65,7.59,17.05,-,-,-,2.17,2.04,16.63,-,-,79.9,-
165,臺北市,2016/02/17,松山,-,-,-,-,-,14,-,-,-,-,-,-,-,-,-,-,-,-,-
166,臺北市,2016/02/17,松山,1.5,0.45,426.94,19.2,27,-,36.88,9.01,27.87,2.043,0.166,1.877,1.21,0.96,13.08,-,-,77.27,-
167,臺北市,2016/02/17,古亭,-,-,-,-,-,11,-,-,-,-,-,-,-,-,-,-,-,-,-
168,臺北市,2016/02/17,古亭,1.5,0.34,-,34.2,22,-,19.92,3.97,15.95,2,0.087,1.913,2.68,2.62,13.2,-,-,81.87,-
169,臺北市,2016/02/17,中山,-,-,-,-,-,16,-,-,-,-,-,-,-,-,-,-,-,-,-
170,臺北市,2016/02/17,中山,2.2,0.59,-,19.3,27,-,44.38,14.03,30.35,2.108,0.199,1.909,2.29,2.17,13.97,-,-,81.17,-
171,臺北市,2016/02/17,大同,-,-,-,-,-,14,-,-,-,-,-,-,-,-,-,-,-,-,-
172,臺北市,2016/02/17,大同,2.7,1.22,-,-,43,-,92.86,55.51,37.35,2.432,0.43,2.001,-,-,-,-,-,-,-
173,臺北市,2016/02/17,萬華,-,-,-,-,-,16,-,-,-,-,-,-,-,-,-,-,-,-,-
174,臺北市,2016/02/17,萬華,1.6,0.51,-,18.7,28,-,39.8,10.06,29.73,-,-,-,2.25,2.13,14.32,-,-,74.18,-
175,臺北市,2016/02/17,陽明,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-
176,臺北市,2016/02/17,陽明,1.7,0.18,417.82,48,12,-,2.67,0.46,2.14,-,-,-,-,-,6.14,1.08,4.51,96.35,40.98
177,臺北市,2016/02/17,士林,-,-,-,-,-,13,-,-,-,-,-,-,-,-,-,-,-,-,-
178,臺北市,2016/02/17,士林,5.5,0.26,-,37.4,22,-,14.26,1.79,12.48,-,-,-,2.69,2.61,13.94,-,-,70.3,-
179,臺北市,2016/02/16,松山,-,-,-,-,-,17,-,-,-,-,-,-,-,-,-,-,-,-,-
180,臺北市,2016/02/16,松山,1.6,0.39,423.91,25.3,36,-,25.69,4.51,21.18,1.959,0.11,1.849,1.26,0.92,12.19,-,-,68.79,-
181,臺北市,2016/02/16,古亭,-,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-,-,-,-
182,臺北市,2016/02/16,古亭,1.3,0.33,-,31.4,31,-,17.96,3.8,14.16,1.971,0.066,1.906,2.52,2.46,11.98,-,-,76.54,-
183,臺北市,2016/02/16,中山,-,-,-,-,-,23,-,-,-,-,-,-,-,-,-,-,-,-,-
184,臺北市,2016/02/16,中山,4.7,0.55,-,22,38,-,35.67,9.55,26.12,2.069,0.169,1.9,2.41,2.15,13.07,-,-,73.42,-
185,臺北市,2016/02/16,大同,-,-,-,-,-,20,-,-,-,-,-,-,-,-,-,-,-,-,-
186,臺北市,2016/02/16,大同,3.1,1.03,-,-,50,-,74.44,42.64,31.81,2.333,0.345,1.988,-,-,-,-,-,-,-
187,臺北市,2016/02/16,萬華,-,-,-,-,-,21,-,-,-,-,-,-,-,-,-,-,-,-,-
188,臺北市,2016/02/16,萬華,2.4,0.43,-,23.1,36,-,29.5,5.38,24.13,-,-,-,2.43,2.19,13.26,-,-,67.01,-
189,臺北市,2016/02/16,陽明,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-
190,臺北市,2016/02/16,陽明,2,0.19,386.7,45.7,16,-,2.38,0.35,1.93,-,-,-,-,-,4.64,0.5,5.14,96.45,21.78
191,臺北市,2016/02/16,士林,-,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-,-,-,-
192,臺北市,2016/02/16,士林,4.6,0.26,-,37.5,33,-,11.88,1.28,10.61,-,-,-,2.73,2.48,12.64,-,-,65.2,-
193,臺北市,2016/02/15,松山,-,-,-,-,-,19,-,-,-,-,-,-,-,-,-,-,-,-,-
194,臺北市,2016/02/15,松山,1.5,0.42,424.97,26.7,30,-,19.74,3.27,16.48,1.93,0.087,1.842,1.4,1.14,11.07,-,-,71.4,-
195,臺北市,2016/02/15,古亭,1.8,0.45,-,24,33,-,19.53,3.65,15.88,2.022,0.101,1.92,2.09,1.62,10.97,-,-,79.79,-
196,臺北市,2016/02/15,中山,-,-,-,-,-,19,-,-,-,-,-,-,-,-,-,-,-,-,-
197,臺北市,2016/02/15,中山,1.3,0.56,-,22.6,36,-,28.67,8.68,19.99,2.005,0.144,1.861,1.85,0.98,12.03,-,-,73.76,-
198,臺北市,2016/02/15,大同,-,-,-,-,-,18,-,-,-,-,-,-,-,-,-,-,-,-,-
199,臺北市,2016/02/15,大同,2.1,0.79,-,-,45,-,53.42,28.75,24.66,2.171,0.233,1.938,-,-,-,-,-,-,-
200,臺北市,2016/02/15,萬華,-,-,-,-,-,21,-,-,-,-,-,-,-,-,-,-,-,-,-
