序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","平均風速 WS_HR (m/sec)","平均風向 WD_HR (degress)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
1071,高雄市,2007/09/06,小港,11.4,0.43,-,28.2,52,43,30.0,28.98,5.44,23.55,1.93,0.182,1.75,-,-,28.44,-,81.35,57.0,-
1072,高雄市,2007/09/06,鳳山,6.9,0.7,-,40.4,64,58,33.0,20.17,2.1,18.07,2.275,0.229,2.05,-,-,28.15,-,85.54,54.0,-
1073,高雄市,2007/09/06,美濃,2.5,0.27,-,41.6,71,35,21.0,8.04,4.23,3.8,-,-,-,-,-,26.93,-,88.18,77.0,-
1074,高雄市,2007/09/06,林園,4.2,0.32,-,47.4,72,39,20.0,6.06,1.06,5.0,1.968,0.19,1.78,-,-,27.53,-,88.12,75.0,-
1075,高雄市,2007/09/06,大寮,8.4,0.32,-,42.2,79,52,33.0,13.59,2.1,11.46,-,-,-,-,-,27.79,-,81.97,94.0,-
1076,高雄市,2007/09/06,復興,8.0,0.67,-,41.6,68,37,25.0,28.42,4.09,24.33,-,-,-,-,-,27.55,-,83.61,37.0,-
1077,高雄市,2007/09/06,仁武,7.3,0.49,-,40.3,73,40,-,20.71,2.14,18.57,2.098,0.206,1.89,-,-,28.44,-,84.01,78.0,-
1078,高雄市,2007/09/06,橋頭,4.8,0.37,-,55.0,93,47,29.0,15.53,1.91,13.63,-,-,-,-,-,28.37,-,80.32,86.0,-
1079,高雄市,2007/09/06,前金,7.9,0.46,-,48.1,85,37,31.0,20.95,2.77,18.18,2.175,0.221,1.96,-,-,28.45,-,79.26,94.0,-
1080,高雄市,2007/09/05,楠梓,3.5,0.25,-,24.2,43,-,19.0,15.6,3.04,12.56,1.742,0.13,1.61,-,-,27.98,-,74.04,42.0,-
1081,高雄市,2007/09/05,前鎮,6.8,0.45,-,23.8,36,28,20.0,27.91,6.98,20.93,-,-,-,-,-,28.65,-,82.42,28.0,-
1082,高雄市,2007/09/05,左營,5.7,0.44,-,31.9,48,28,19.0,17.99,3.38,14.62,2.099,0.259,1.84,-,-,27.84,-,76.18,43.0,-
1083,高雄市,2007/09/05,小港,10.6,0.35,-,18.2,30,31,23.0,29.25,8.76,20.49,1.808,0.152,1.66,-,-,28.61,-,81.82,31.0,-
1084,高雄市,2007/09/05,鳳山,4.1,0.48,-,31.4,45,42,20.0,15.75,2.24,13.51,2.105,0.169,1.94,-,-,28.61,-,83.47,42.0,-
1085,高雄市,2007/09/05,美濃,2.4,0.19,-,27.5,39,24,16.0,7.0,4.71,2.29,-,-,-,-,-,27.35,-,86.27,39.0,-
1086,高雄市,2007/09/05,林園,5.0,0.22,-,25.9,38,39,18.0,10.08,3.01,7.06,1.853,0.163,1.69,-,-,27.75,-,86.84,48.0,-
1087,高雄市,2007/09/05,大寮,5.4,0.26,-,24.4,37,46,23.0,16.54,4.05,12.5,-,-,-,-,-,27.83,-,81.44,46.0,-
1088,高雄市,2007/09/05,復興,5.6,0.73,-,26.1,37,30,17.0,31.01,9.08,21.93,-,-,-,-,-,28.0,-,82.25,30.0,-
1089,高雄市,2007/09/05,仁武,7.5,0.28,-,22.0,32,28,26.0,22.01,6.07,15.94,2.026,0.207,1.82,-,-,28.92,-,81.9,30.0,-
1090,高雄市,2007/09/05,橋頭,3.0,0.26,-,38.8,57,31,15.0,13.89,3.29,10.61,-,-,-,-,-,28.22,-,81.64,52.0,-
1091,高雄市,2007/09/05,前金,5.0,0.35,-,28.8,43,23,17.0,15.19,3.16,12.03,2.055,0.181,1.87,-,-,28.4,-,79.9,44.0,-
1092,高雄市,2007/09/04,楠梓,3.8,0.24,-,20.0,34,33,17.0,15.3,4.33,10.96,1.727,0.112,1.62,-,-,28.9,-,70.85,50.0,-
1093,高雄市,2007/09/04,前鎮,2.7,0.37,-,20.9,31,20,16.0,20.33,5.51,14.82,-,-,-,-,-,29.31,-,78.89,20.0,-
1094,高雄市,2007/09/04,復興,2.1,0.65,-,23.7,34,23,11.0,22.32,7.53,14.79,-,-,-,-,-,28.67,-,78.61,23.0,-
1095,高雄市,2007/09/04,左營,3.7,0.41,-,24.3,37,21,16.0,18.83,7.17,11.66,2.012,0.212,1.8,-,-,28.72,-,72.0,42.0,-
1096,高雄市,2007/09/04,小港,7.4,0.28,-,13.0,23,28,21.0,21.66,6.06,15.6,1.811,0.132,1.68,-,-,29.39,-,76.82,40.0,-
1097,高雄市,2007/09/04,美濃,3.2,0.2,-,24.6,41,27,16.0,7.22,4.67,2.54,-,-,-,-,-,27.89,-,84.43,41.0,-
1098,高雄市,2007/09/04,前金,3.9,0.36,-,23.2,36,19,15.0,13.77,3.01,10.75,1.989,0.155,1.83,-,-,29.18,-,76.11,53.0,-
1099,高雄市,2007/09/04,林園,4.6,0.26,-,26.1,44,37,19.0,9.21,2.4,6.81,1.905,0.174,1.73,-,-,28.6,-,81.76,66.0,-
1100,高雄市,2007/09/04,大寮,5.2,0.28,-,17.5,32,46,23.0,15.56,3.19,12.37,-,-,-,-,-,28.65,-,75.43,46.0,-
1101,高雄市,2007/09/04,仁武,3.0,0.22,-,19.3,29,24,21.0,14.63,3.82,10.81,1.874,0.1,1.77,-,-,29.52,-,79.03,40.0,-
1102,高雄市,2007/09/04,橋頭,3.8,0.22,-,35.6,53,24,12.0,12.47,3.23,9.24,-,-,-,-,-,29.01,-,78.85,72.0,-
1103,高雄市,2007/09/04,鳳山,3.4,0.46,-,25.7,41,39,18.0,14.38,3.68,10.7,2.052,0.163,1.89,-,-,29.24,-,80.85,39.0,-
1104,高雄市,2007/09/03,楠梓,3.2,0.25,-,26.4,55,38,22.0,15.59,5.28,10.31,1.708,0.075,1.63,-,-,28.93,-,66.11,66.0,-
1105,高雄市,2007/09/03,前鎮,5.2,0.35,-,34.2,71,32,22.0,18.53,4.36,14.17,-,-,-,-,-,29.62,-,72.57,32.0,-
1106,高雄市,2007/09/03,復興,4.0,0.71,-,37.0,74,31,19.0,23.55,6.08,17.47,-,-,-,-,-,29.01,-,71.66,31.0,-
1107,高雄市,2007/09/03,左營,6.4,0.37,-,36.8,73,28,20.0,15.73,4.94,10.78,1.997,0.187,1.81,-,-,28.95,-,66.16,79.0,-
1108,高雄市,2007/09/03,小港,7.1,0.27,-,27.6,59,35,22.0,20.79,5.51,15.28,1.782,0.099,1.68,-,-,29.44,-,72.29,67.0,-
1109,高雄市,2007/09/03,仁武,6.7,0.24,-,25.2,51,31,29.0,20.09,4.64,15.43,1.919,0.135,1.78,-,-,29.86,-,72.39,53.0,-
1110,高雄市,2007/09/03,前金,6.0,0.35,-,37.9,79,31,20.0,14.93,3.74,11.19,2.041,0.175,1.87,-,-,29.5,-,70.33,97.0,-
1111,高雄市,2007/09/03,林園,4.0,0.24,-,27.4,64,43,17.0,8.04,1.69,6.34,1.846,0.113,1.73,-,-,28.88,-,77.28,75.0,-
1112,高雄市,2007/09/03,大寮,8.7,0.34,-,25.1,56,51,24.0,19.5,4.33,15.17,-,-,-,-,-,28.94,-,68.57,57.0,-
1113,高雄市,2007/09/03,橋頭,3.5,0.31,-,39.1,65,31,14.0,13.23,3.25,9.97,-,-,-,-,-,29.01,-,73.26,69.0,-
1114,高雄市,2007/09/03,美濃,2.4,0.24,-,27.0,48,29,16.0,10.52,5.01,5.51,-,-,-,-,-,28.21,-,77.72,57.0,-
1115,高雄市,2007/09/03,鳳山,5.7,0.53,-,32.4,60,47,19.0,15.49,3.01,12.48,2.086,0.21,1.88,-,-,29.55,-,74.89,47.0,-
1116,高雄市,2007/09/02,楠梓,5.1,0.27,-,21.4,33,36,19.0,14.29,3.3,10.99,1.689,0.083,1.61,-,-,28.81,-,65.59,43.0,-
1117,高雄市,2007/09/02,前鎮,9.6,0.34,-,17.3,22,26,18.0,22.91,9.23,13.68,-,-,-,-,-,29.56,-,71.6,26.0,-
1118,高雄市,2007/09/02,復興,4.5,0.4,-,21.7,27,23,13.0,18.6,5.83,12.77,-,-,-,-,-,28.67,-,71.58,23.0,-
1119,高雄市,2007/09/02,左營,4.9,0.47,-,23.1,32,28,18.0,18.41,4.97,13.44,1.967,0.163,1.8,-,-,28.99,-,64.2,34.0,-
1120,高雄市,2007/09/02,小港,4.3,0.25,-,18.1,21,26,20.0,11.91,4.97,6.94,1.793,0.084,1.71,-,-,29.1,-,73.8,26.0,-
1121,高雄市,2007/09/02,仁武,4.5,0.23,-,21.6,31,25,25.0,10.52,2.12,8.39,1.863,0.098,1.77,-,-,29.59,-,71.29,47.0,-
1122,高雄市,2007/09/02,前金,4.6,0.39,-,19.3,26,25,12.0,15.36,4.2,11.17,2.015,0.161,1.86,-,-,29.51,-,69.0,26.0,-
1123,高雄市,2007/09/02,林園,2.2,0.18,-,18.7,26,48,17.0,6.19,1.96,4.22,1.928,0.163,1.77,-,-,28.9,-,78.62,48.0,-
1124,高雄市,2007/09/02,大寮,3.3,0.23,-,17.5,25,35,19.0,10.15,1.46,8.68,-,-,-,-,-,28.58,-,71.58,35.0,-
1125,高雄市,2007/09/02,橋頭,5.3,0.24,-,34.1,43,27,13.0,12.14,2.22,9.92,-,-,-,-,-,28.41,-,76.54,44.0,-
1126,高雄市,2007/09/02,美濃,2.4,0.22,-,30.7,52,25,15.0,7.41,4.51,2.9,-,-,-,-,-,26.97,-,83.46,57.0,-
1127,高雄市,2007/09/02,鳳山,6.8,0.45,-,23.2,30,38,20.0,14.25,3.84,10.41,2.021,0.135,1.89,-,-,29.45,-,74.7,38.0,-
1128,高雄市,2007/09/01,楠梓,4.7,0.24,-,18.7,30,36,18.0,17.55,4.2,13.35,1.73,0.128,1.6,-,-,28.46,-,65.74,41.0,-
1129,高雄市,2007/09/01,前鎮,6.8,0.38,-,18.0,24,26,19.0,21.36,5.59,15.78,-,-,-,-,-,29.51,-,70.41,26.0,-
1130,高雄市,2007/09/01,復興,3.9,0.45,-,22.8,29,21,12.0,19.65,5.56,14.09,-,-,-,-,-,28.71,-,69.72,21.0,-
1131,高雄市,2007/09/01,左營,4.3,0.46,-,22.9,33,27,18.0,20.18,5.96,14.22,1.988,0.18,1.81,-,-,28.89,-,64.3,41.0,-
1132,高雄市,2007/09/01,小港,6.7,0.27,-,16.3,21,30,19.0,17.25,6.55,10.71,1.854,0.163,1.69,-,-,28.96,-,71.79,30.0,-
1133,高雄市,2007/09/01,仁武,4.2,0.26,-,20.0,26,26,22.0,12.92,2.53,10.38,1.884,0.105,1.78,-,-,29.59,-,70.63,40.0,-
1134,高雄市,2007/09/01,前金,5.0,0.38,-,19.1,29,26,14.0,16.69,3.77,12.92,2.026,0.181,1.85,-,-,29.47,-,68.16,31.0,-
1135,高雄市,2007/09/01,林園,2.9,0.25,-,19.6,28,41,18.0,10.31,3.25,7.08,1.933,0.156,1.78,-,-,28.49,-,77.29,41.0,-
1136,高雄市,2007/09/01,大寮,7.2,0.26,-,18.3,28,43,22.0,14.36,2.84,11.52,-,-,-,-,-,28.13,-,70.65,43.0,-
1137,高雄市,2007/09/01,橋頭,5.5,0.23,-,33.4,44,37,19.0,14.39,2.46,11.93,-,-,-,-,-,28.2,-,74.77,49.0,-
1138,高雄市,2007/09/01,美濃,2.4,0.19,-,32.9,51,22,14.0,7.37,4.06,3.3,-,-,-,-,-,26.73,-,83.0,58.0,-
1139,高雄市,2007/09/01,鳳山,5.6,0.39,-,23.8,29,41,17.0,14.24,3.66,10.58,2.022,0.168,1.85,-,-,29.25,-,73.3,41.0,-
1140,基隆市,2007/09/30,基隆,2.6,0.17,-,11.9,15,19,8.0,9.64,4.97,4.67,1.626,0.056,1.57,-,-,27.5,-,85.87,19.0,-
1141,基隆市,2007/09/29,基隆,6.8,0.22,-,11.4,14,15,7.0,14.37,7.37,7.0,1.576,0.073,1.5,-,-,28.19,-,80.07,18.0,-
1142,基隆市,2007/09/28,基隆,3.7,0.26,-,18.1,23,14,8.0,13.48,5.37,8.11,1.651,0.096,1.56,-,-,28.63,-,70.49,23.0,-
1143,基隆市,2007/09/27,基隆,3.1,0.24,-,21.6,27,18,9.0,11.42,3.67,7.75,1.675,0.085,1.59,-,-,28.29,-,74.23,26.0,-
1144,基隆市,2007/09/26,基隆,1.8,0.23,-,29.2,36,26,15.0,7.98,2.13,5.84,1.63,0.061,1.57,-,-,27.11,-,83.72,32.0,-
1145,基隆市,2007/09/25,基隆,2.7,0.3,-,27.9,37,29,17.0,9.91,2.64,7.27,1.752,0.107,1.65,-,-,27.42,-,78.18,35.0,-
1146,基隆市,2007/09/24,基隆,5.3,0.23,-,24.1,29,23,10.0,11.27,3.52,7.76,1.622,0.062,1.56,-,-,28.3,-,72.72,27.0,-
1147,基隆市,2007/09/23,基隆,5.8,0.18,-,15.2,20,13,6.0,10.99,5.12,5.87,1.526,0.029,1.5,-,-,28.7,-,77.29,18.0,-
1148,基隆市,2007/09/22,基隆,4.4,0.16,-,17.3,20,15,6.0,8.78,3.15,5.64,1.53,0.028,1.5,-,-,27.6,-,87.14,21.0,-
1149,基隆市,2007/09/21,基隆,1.2,0.18,-,17.0,19,8,5.0,9.48,4.33,5.15,1.603,0.053,1.55,-,-,26.07,-,86.6,19.0,-
1150,基隆市,2007/09/20,基隆,3.6,0.64,-,16.3,27,27,20.0,32.35,16.11,16.24,1.97,0.265,1.7,-,-,27.69,-,77.83,30.0,-
1151,基隆市,2007/09/19,基隆,7.0,0.87,-,16.4,28,26,21.0,52.19,23.75,28.45,2.143,0.331,1.81,-,-,24.97,-,90.33,30.0,-
1152,基隆市,2007/09/18,基隆,3.5,0.22,-,29.3,35,16,7.0,8.64,2.37,6.27,1.581,0.035,1.55,-,-,26.15,-,88.23,36.0,-
1153,基隆市,2007/09/17,基隆,1.9,0.27,-,44.7,55,33,19.0,10.48,1.64,8.83,1.657,0.078,1.58,-,-,26.42,-,81.79,49.0,-
1154,基隆市,2007/09/16,基隆,4.0,0.42,-,48.4,68,56,44.0,13.78,1.61,12.17,1.791,0.114,1.68,-,-,26.76,-,73.87,62.0,-
1155,基隆市,2007/09/15,基隆,7.2,0.57,-,52.4,68,75,60.0,20.36,1.29,19.07,1.857,0.183,1.68,-,-,26.1,-,73.36,62.0,-
1156,基隆市,2007/09/14,基隆,9.5,0.54,-,46.5,74,77,61.0,23.64,2.62,21.02,1.791,0.158,1.63,-,-,27.02,-,72.6,67.0,-
1157,基隆市,2007/09/13,基隆,2.9,0.46,-,60.5,71,85,64.0,7.82,1.11,6.7,1.694,0.084,1.61,-,-,27.15,-,79.35,68.0,-
1158,基隆市,2007/09/12,基隆,-,-,-,-,67,-,-,-,-,-,-,-,-,-,-,-,-,-,58.0,-
1159,基隆市,2007/09/11,基隆,2.8,0.28,-,49.0,54,36,23.0,9.78,1.65,8.13,1.699,0.131,1.57,-,-,27.39,-,70.6,47.0,-
1160,基隆市,2007/09/10,基隆,-,-,-,-,49,-,-,-,-,-,-,-,-,-,-,-,-,-,46.0,-
1161,基隆市,2007/09/08,基隆,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,33.0,-
1162,基隆市,2007/09/07,基隆,2.3,0.37,-,53.3,63,35,26.0,13.45,1.72,11.73,1.768,0.115,1.65,-,-,27.1,-,69.49,60.0,-
1163,基隆市,2007/09/06,基隆,3.4,0.41,-,54.0,70,45,35.0,13.42,2.06,11.37,1.836,0.145,1.69,-,-,26.01,-,80.0,62.0,-
1164,基隆市,2007/09/05,基隆,4.4,0.52,-,26.0,45,29,24.0,28.38,6.33,22.05,1.844,0.207,1.64,-,-,25.58,-,88.29,45.0,-
1165,基隆市,2007/09/04,基隆,5.9,0.54,-,19.7,37,30,23.0,32.37,7.29,25.08,1.839,0.24,1.6,-,-,27.43,-,77.42,41.0,-
1166,基隆市,2007/09/03,基隆,6.3,0.55,-,23.4,48,29,22.0,33.28,6.83,26.46,1.865,0.249,1.62,-,-,28.55,-,67.74,55.0,-
1167,基隆市,2007/09/02,基隆,5.5,0.46,-,25.9,48,29,22.0,26.45,6.19,20.26,1.806,0.214,1.59,-,-,28.37,-,68.79,50.0,-
1168,基隆市,2007/09/01,基隆,5.4,0.48,-,33.1,72,32,26.0,25.08,5.86,19.21,1.778,0.214,1.56,-,-,28.82,-,66.72,85.0,-
1169,新竹市,2007/09/30,新竹,2.8,0.21,-,8.2,13,38,12.0,11.35,3.74,7.61,1.791,0.045,1.75,-,-,30.8,-,55.77,38.0,-
1170,新竹市,2007/09/29,新竹,3.1,0.28,-,9.4,15,24,12.0,15.5,5.69,9.8,1.891,0.096,1.79,-,-,31.15,-,54.66,24.0,-
1171,新竹市,2007/09/28,新竹,4.3,0.57,-,30.3,80,50,34.0,27.75,7.07,20.68,2.162,0.236,1.93,-,-,29.4,-,63.0,84.0,-
1172,新竹市,2007/09/27,新竹,2.6,0.51,-,23.0,58,38,26.0,27.32,6.67,20.65,2.146,0.219,1.93,-,-,29.33,-,62.89,59.0,-
1173,新竹市,2007/09/26,新竹,4.0,0.36,-,17.6,29,39,24.0,20.02,3.62,16.41,2.013,0.157,1.86,-,-,27.93,-,70.82,39.0,-
1174,新竹市,2007/09/25,新竹,3.5,0.37,-,23.2,41,36,23.0,14.88,2.01,12.88,2.02,0.124,1.9,-,-,28.6,-,69.48,49.0,-
1175,新竹市,2007/09/24,新竹,4.5,0.54,-,24.1,56,40,28.0,21.29,3.72,17.57,2.123,0.18,1.94,-,-,28.74,-,74.39,53.0,-
1176,新竹市,2007/09/23,新竹,3.7,0.59,-,33.4,56,39,27.0,21.72,6.71,15.01,2.304,0.214,2.09,-,-,28.81,-,72.32,55.0,-
1177,新竹市,2007/09/22,新竹,2.4,0.37,-,10.5,12,15,11.0,17.58,4.21,13.37,1.96,0.132,1.83,-,-,27.45,-,79.64,15.0,-
1178,新竹市,2007/09/21,新竹,4.7,0.46,-,10.3,20,40,25.0,26.32,11.19,15.13,2.125,0.207,1.92,-,-,27.82,-,76.0,40.0,-
1179,新竹市,2007/09/20,新竹,5.4,0.76,-,21.7,48,64,43.0,31.49,8.9,22.59,2.337,0.322,2.02,-,-,28.17,-,78.82,57.0,-
1180,新竹市,2007/09/19,新竹,3.1,0.94,-,34.3,57,61,48.0,28.36,4.14,24.25,2.344,0.303,2.04,-,-,26.85,-,76.98,56.0,-
1181,新竹市,2007/09/18,新竹,2.0,0.32,-,32.5,36,25,13.0,6.31,0.4,5.89,1.913,0.05,1.86,-,-,25.14,-,90.4,34.0,-
1182,新竹市,2007/09/17,新竹,3.8,0.36,-,40.4,44,48,31.0,11.39,0.58,10.81,1.957,0.081,1.88,-,-,26.31,-,78.38,48.0,-
1183,新竹市,2007/09/16,新竹,4.9,0.47,-,56.4,62,72,55.0,13.54,0.86,12.66,2.063,0.109,1.95,-,-,28.48,-,59.04,61.0,-
1184,新竹市,2007/09/15,新竹,5.2,0.53,-,45.0,72,75,59.0,21.3,1.86,19.41,2.133,0.19,1.94,-,-,28.12,-,58.5,66.0,-
1185,新竹市,2007/09/14,新竹,7.0,0.63,-,37.3,68,93,70.0,28.65,4.55,24.09,2.234,0.272,1.96,-,-,28.22,-,64.73,72.0,-
1186,新竹市,2007/09/13,新竹,3.3,0.57,-,37.8,53,94,65.0,18.52,1.97,16.56,2.116,0.179,1.94,-,-,27.53,-,72.48,72.0,-
1187,新竹市,2007/09/12,新竹,5.0,0.51,-,39.7,54,82,53.0,20.01,1.63,18.38,2.185,0.261,1.92,-,-,27.83,-,69.28,66.0,-
1188,新竹市,2007/09/11,新竹,4.5,0.42,-,35.5,49,51,29.0,18.2,0.82,17.39,2.095,0.196,1.9,-,-,27.87,-,65.78,50.0,-
1189,新竹市,2007/09/10,新竹,4.6,0.42,-,41.0,54,51,27.0,16.92,1.11,15.79,1.986,0.113,1.87,-,-,28.84,-,58.64,62.0,-
1190,新竹市,2007/09/09,新竹,3.7,0.39,-,36.8,54,37,25.0,14.69,1.79,12.9,1.989,0.074,1.92,-,-,28.76,-,62.19,55.0,-
1191,新竹市,2007/09/08,新竹,3.3,0.42,-,34.6,54,29,20.0,16.95,1.43,15.49,2.023,0.111,1.91,-,-,28.84,-,62.22,52.0,-
1192,新竹市,2007/09/07,新竹,4.4,0.46,-,44.1,59,52,37.0,19.28,1.23,18.04,2.089,0.155,1.93,-,-,28.56,-,59.34,54.0,-
1193,新竹市,2007/09/06,新竹,6.3,0.55,-,39.8,57,67,52.0,23.01,1.54,21.47,2.182,0.205,1.98,-,-,27.22,-,73.93,58.0,-
1194,新竹市,2007/09/05,新竹,4.1,0.53,-,19.7,34,33,27.0,26.68,5.52,21.16,2.193,0.216,1.98,-,-,26.03,-,87.23,36.0,-
1195,新竹市,2007/09/04,新竹,2.8,0.46,-,19.0,34,28,21.0,-,-,-,2.143,0.204,1.94,-,-,28.88,-,70.38,47.0,-
1196,新竹市,2007/09/03,新竹,-,-,-,-,21,-,-,-,-,-,-,-,-,-,-,-,-,-,34.0,-
1197,新竹市,2007/09/01,新竹,3.1,0.4,-,33.8,53,29,25.0,13.97,1.81,12.16,2.032,0.153,1.88,-,-,29.51,-,64.85,69.0,-
1198,嘉義市,2007/09/30,嘉義,3.8,0.53,-,54.4,95,80,59.0,15.32,1.69,13.62,2.249,0.278,1.97,-,-,30.47,-,65.06,99.0,-
1199,嘉義市,2007/09/29,嘉義,4.0,0.54,-,66.5,110,86,67.0,13.16,0.99,12.16,2.244,0.281,1.96,-,-,28.76,-,73.31,126.0,-
1200,嘉義市,2007/09/28,嘉義,3.9,0.5,-,56.7,99,66,46.0,13.27,1.12,12.14,2.143,0.288,1.86,-,-,28.34,-,72.01,139.0,-
1201,嘉義市,2007/09/27,嘉義,3.2,0.37,-,39.9,63,59,36.0,10.76,1.6,9.15,2.099,0.223,1.88,-,-,28.16,-,75.98,73.0,-
1202,嘉義市,2007/09/26,嘉義,3.6,0.42,-,35.3,67,54,29.0,13.37,1.92,11.45,2.061,0.21,1.85,-,-,27.72,-,74.97,76.0,-
1203,嘉義市,2007/09/25,嘉義,3.4,0.38,-,28.3,50,40,27.0,11.59,1.73,9.86,2.028,0.191,1.84,-,-,27.46,-,77.52,55.0,-
1204,嘉義市,2007/09/24,嘉義,2.6,0.42,-,26.9,44,37,23.0,13.26,1.48,11.77,2.019,0.201,1.82,-,-,27.26,-,79.86,52.0,-
1205,嘉義市,2007/09/23,嘉義,3.3,0.36,-,35.4,59,37,26.0,11.61,1.38,10.23,1.959,0.175,1.78,-,-,27.87,-,76.81,71.0,-
1206,嘉義市,2007/09/22,嘉義,3.7,0.57,-,32.9,54,59,40.0,23.11,7.33,15.78,2.192,0.295,1.9,-,-,26.77,-,83.18,58.0,-
1207,嘉義市,2007/09/21,嘉義,3.6,0.63,-,36.1,75,74,50.0,18.35,3.32,15.02,-,-,-,-,-,27.62,-,76.36,80.0,-
1208,嘉義市,2007/09/20,嘉義,4.4,0.71,-,41.3,78,88,65.0,15.34,1.71,13.63,2.222,0.277,1.95,-,-,27.87,-,72.95,89.0,-
1209,嘉義市,2007/09/19,嘉義,2.9,0.64,-,40.0,55,93,71.0,10.11,0.97,9.14,2.113,0.212,1.9,-,-,26.81,-,74.15,72.0,-
1210,嘉義市,2007/09/18,嘉義,2.6,0.43,-,42.3,52,47,33.0,10.73,0.82,9.89,1.964,0.163,1.8,-,-,24.25,-,89.89,50.0,-
1211,嘉義市,2007/09/17,嘉義,3.5,0.5,-,38.3,52,86,52.0,14.5,1.34,13.16,2.09,0.201,1.89,-,-,26.14,-,77.38,68.0,-
1212,嘉義市,2007/09/16,嘉義,5.6,0.65,-,54.2,92,123,82.0,15.49,0.71,14.74,2.209,0.213,2.0,-,-,27.71,-,69.03,90.0,-
1213,嘉義市,2007/09/15,嘉義,5.1,0.69,-,50.9,96,116,86.0,19.22,1.34,17.88,2.323,0.304,2.02,-,-,28.01,-,68.33,105.0,-
1214,嘉義市,2007/09/14,嘉義,4.4,0.57,-,48.5,80,98,69.0,15.31,1.03,14.27,2.214,0.258,1.96,-,-,27.81,-,71.26,79.0,-
1215,嘉義市,2007/09/13,嘉義,4.2,0.53,-,-,54,96,63.0,11.95,1.17,10.78,2.13,0.204,1.93,-,-,27.67,-,72.16,73.0,-
1216,嘉義市,2007/09/12,嘉義,4.1,0.51,-,-,-,94,56.0,14.64,0.98,13.65,2.153,0.235,1.92,-,-,27.88,-,72.98,72.0,-
1217,嘉義市,2007/09/11,嘉義,4.2,0.49,-,-,-,74,45.0,15.57,1.08,14.48,2.187,0.256,1.93,-,-,27.81,-,74.19,62.0,-
1218,嘉義市,2007/09/10,嘉義,2.9,0.59,-,35.6,60,50,32.0,16.05,1.26,14.79,2.238,0.296,1.94,-,-,27.15,-,79.87,58.0,-
1219,嘉義市,2007/09/09,嘉義,3.2,0.44,-,33.6,53,45,30.0,10.84,1.27,9.57,2.116,0.192,1.92,-,-,27.47,-,76.9,51.0,-
1220,嘉義市,2007/09/08,嘉義,3.2,0.45,-,42.7,69,49,35.0,12.88,1.83,11.05,2.106,0.222,1.88,-,-,27.63,-,75.2,65.0,-
1221,嘉義市,2007/09/07,嘉義,2.8,0.52,-,37.8,58,43,30.0,13.29,0.91,12.32,2.172,0.274,1.9,-,-,26.68,-,81.24,58.0,-
1222,嘉義市,2007/09/06,嘉義,3.6,0.43,-,34.8,56,43,29.0,15.39,1.36,14.01,2.152,0.259,1.89,-,-,26.74,-,80.15,57.0,-
1223,嘉義市,2007/09/05,嘉義,2.3,0.3,-,23.0,39,28,16.0,12.51,2.04,10.48,1.999,0.205,1.79,-,-,26.8,-,79.17,42.0,-
1224,嘉義市,2007/09/04,嘉義,2.5,0.24,-,20.8,34,31,15.0,8.55,1.38,7.14,1.938,0.156,1.78,-,-,28.0,-,71.03,43.0,-
1225,嘉義市,2007/09/03,嘉義,2.8,0.26,-,23.6,36,34,19.0,8.62,1.06,7.56,1.898,0.161,1.74,-,-,27.64,-,69.26,38.0,-
1226,嘉義市,2007/09/02,嘉義,3.1,0.21,-,31.6,45,26,15.0,7.26,1.08,6.18,1.845,0.12,1.72,-,-,27.36,-,68.67,47.0,-
1227,嘉義市,2007/09/01,嘉義,2.6,0.2,-,30.1,36,26,17.0,6.86,1.13,5.71,1.849,0.116,1.73,-,-,27.7,-,66.52,32.0,-
1228,宜蘭縣,2007/09/30,宜蘭,1.6,0.21,387.01,8.3,12,17,5.0,9.21,4.77,4.44,-,-,-,-,-,28.5,-,89.97,17.0,-
1229,宜蘭縣,2007/09/30,冬山,6.7,0.48,-,5.2,7,25,6.0,17.78,11.14,6.64,-,-,-,-,-,27.75,-,83.59,25.0,-
1230,宜蘭縣,2007/09/29,冬山,7.4,0.28,-,6.8,9,26,7.0,15.81,8.79,7.02,-,-,-,-,-,27.86,-,83.47,26.0,-
1231,宜蘭縣,2007/09/29,宜蘭,2.1,0.22,393.24,9.1,11,22,6.0,8.02,3.62,4.39,-,-,-,-,-,29.01,-,88.78,22.0,-
1232,宜蘭縣,2007/09/28,宜蘭,2.6,0.3,398.94,13.0,21,22,6.0,11.0,3.6,7.4,-,-,-,-,-,28.92,-,83.33,22.0,-
1233,宜蘭縣,2007/09/28,冬山,4.7,0.38,-,8.3,16,34,9.0,17.06,7.58,9.48,-,-,-,-,-,27.5,-,79.88,34.0,-
