序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
1,臺北市,2000/07/31,松山,4.3,1.12,21.3,-,38,-,52.75,18.14,34.61,-,-,-,29.04,-,-,74.0,-
2,臺北市,2000/07/31,古亭,4.3,0.96,22.3,-,33,-,45.47,15.0,30.47,2.354,0.3,2.06,29.64,-,-,81.0,-
3,臺北市,2000/07/31,中山,3.1,1.17,22.7,-,41,-,49.32,14.55,34.76,2.739,0.46,2.28,29.55,-,-,68.0,-
4,臺北市,2000/07/31,大同,9.3,4.28,-,-,57,-,176.38,125.38,51.0,4.708,2.21,2.5,30.4,-,-,81.0,-
5,臺北市,2000/07/31,萬華,4.3,0.99,29.0,-,31,-,32.6,4.4,28.19,-,-,-,29.77,-,-,87.0,-
6,臺北市,2000/07/31,陽明,2.1,0.31,44.3,-,15,-,9.01,0.22,8.79,-,-,-,22.89,-,83.0,77.0,-
7,臺北市,2000/07/31,士林,3.3,0.72,31.4,-,28,-,33.32,8.54,24.78,-,-,-,29.42,-,-,81.0,-
8,臺北市,2000/07/30,松山,2.6,0.9,13.4,-,34,-,48.64,21.93,26.7,-,-,-,28.35,-,-,34.0,-
9,臺北市,2000/07/30,古亭,2.0,0.87,13.6,-,32,-,46.27,22.88,23.39,2.52,0.41,2.11,28.86,-,-,32.0,-
10,臺北市,2000/07/30,中山,2.5,0.97,14.2,-,32,-,48.07,24.23,23.84,2.706,0.42,2.29,28.73,-,-,32.0,-
11,臺北市,2000/07/30,大同,5.1,2.32,-,-,34,-,118.97,84.94,34.02,3.227,0.85,2.38,29.2,-,-,34.0,-
12,臺北市,2000/07/30,萬華,2.2,0.86,19.4,-,24,-,33.16,13.34,19.82,-,-,-,28.68,-,-,39.0,-
13,臺北市,2000/07/30,陽明,0.8,0.23,36.9,-,13,-,3.85,0.21,3.64,-,-,-,22.46,-,81.0,44.0,-
14,臺北市,2000/07/30,士林,2.7,0.57,18.6,-,23,-,24.58,7.83,16.75,-,-,-,28.51,-,-,34.0,-
15,臺北市,2000/07/29,松山,4.0,1.19,7.6,-,53,-,61.49,31.26,30.23,-,-,-,29.4,-,-,51.0,-
16,臺北市,2000/07/29,古亭,2.4,1.26,7.7,-,40,30,54.39,29.06,25.33,-,-,-,29.77,-,-,40.0,-
17,臺北市,2000/07/29,中山,2.9,1.15,8.1,-,47,-,50.55,23.67,26.88,2.907,0.58,2.33,29.67,-,-,47.0,-
18,臺北市,2000/07/29,大同,7.2,2.42,-,-,48,-,99.73,67.29,32.44,3.568,1.14,2.43,30.13,-,-,48.0,-
19,臺北市,2000/07/29,萬華,3.9,0.84,11.8,-,30,-,33.68,9.81,23.86,-,-,-,29.86,-,-,30.0,-
20,臺北市,2000/07/29,陽明,0.6,0.3,37.8,-,16,-,5.6,0.19,5.41,-,-,-,23.58,-,78.0,50.0,-
21,臺北市,2000/07/29,士林,3.5,0.61,11.7,-,29,-,30.42,7.2,23.22,-,-,-,29.56,-,-,29.0,-
22,臺北市,2000/07/28,松山,4.3,0.97,22.3,-,58,-,44.92,12.83,32.09,-,-,-,32.4,-,-,54.0,-
23,臺北市,2000/07/28,古亭,3.1,0.81,21.5,-,51,-,37.76,10.67,27.09,-,-,-,32.27,-,-,55.0,-
24,臺北市,2000/07/28,中山,4.1,0.97,24.8,-,59,-,35.41,7.44,27.97,2.561,0.35,2.22,33.01,-,-,55.0,-
25,臺北市,2000/07/28,大同,7.8,2.26,-,-,59,-,76.27,36.05,40.22,-,-,-,33.52,-,-,54.0,-
