序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","平均風速 WS_HR (m/sec)","平均風向 WD_HR (degress)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
16,臺北市,2007/07/29,古亭,3.5,0.53,-,24.1,52,49,39.0,26.67,8.49,18.18,2.005,0.198,1.81,-,-,29.92,-,69.68,74.0,-
17,臺北市,2007/07/29,士林,2.9,0.31,-,33.7,59,49,36.0,13.45,2.35,11.09,-,-,-,-,-,30.96,-,63.31,73.0,-
18,臺北市,2007/07/29,陽明,3.0,0.17,384.13,31.4,46,29,24.0,5.37,1.19,4.18,-,-,-,-,-,23.55,-,84.15,52.0,-
19,臺北市,2007/07/28,中山,4.6,0.7,-,28.6,65,57,28.0,38.37,10.3,28.07,2.351,0.34,2.01,-,-,31.8,-,63.05,103.0,-
20,臺北市,2007/07/28,松山,5.9,0.5,394.18,24.2,53,45,37.0,28.13,9.16,18.97,2.063,0.225,1.84,-,-,30.85,-,65.44,81.0,-
21,臺北市,2007/07/28,萬華,3.3,0.61,-,36.9,81,49,34.0,27.49,6.25,21.23,-,-,-,-,-,31.75,-,61.45,103.0,-
22,臺北市,2007/07/28,古亭,4.0,0.53,-,29.6,64,52,38.0,28.94,7.03,21.91,2.016,0.225,1.79,-,-,30.22,-,67.39,95.0,-
23,臺北市,2007/07/28,士林,3.3,0.36,-,41.3,82,54,38.0,16.17,1.99,14.17,-,-,-,-,-,30.97,-,63.5,98.0,-
24,臺北市,2007/07/28,陽明,3.3,0.16,384.65,34.6,55,31,26.0,5.49,1.14,4.35,-,-,-,-,-,23.72,-,84.4,60.0,-
25,臺北市,2007/07/27,中山,4.3,0.72,-,34.6,84,48,22.0,39.43,13.75,25.68,2.449,0.453,2.0,-,-,32.46,-,60.79,95.0,-
26,臺北市,2007/07/27,松山,5.0,0.54,396.33,31.4,74,42,27.0,31.92,12.94,18.98,2.124,0.263,1.86,-,-,30.96,-,65.29,113.0,-
27,臺北市,2007/07/27,萬華,3.9,0.52,-,36.6,79,41,26.0,22.81,4.77,18.04,-,-,-,-,-,32.24,-,58.47,91.0,-
28,臺北市,2007/07/27,古亭,3.5,0.52,-,31.4,74,47,32.0,28.53,8.36,20.16,2.016,0.231,1.79,-,-,30.57,-,66.81,86.0,-
29,臺北市,2007/07/27,士林,3.5,0.36,-,45.3,108,47,28.0,18.49,3.59,14.89,-,-,-,-,-,31.0,-,62.57,129.0,-
30,臺北市,2007/07/27,陽明,3.0,0.11,387.06,42.7,83,23,20.0,5.19,0.81,4.37,-,-,-,-,-,23.78,-,82.9,108.0,-
31,臺北市,2007/07/26,中山,5.2,0.72,-,23.4,40,55,28.0,38.88,12.8,26.08,2.673,0.697,1.98,-,-,31.18,-,68.04,52.0,-
32,臺北市,2007/07/26,松山,6.7,0.53,397.88,28.7,55,49,36.0,31.25,9.27,21.98,2.007,0.2,1.81,-,-,30.13,-,70.22,66.0,-
33,臺北市,2007/07/26,萬華,5.1,0.53,-,27.6,49,47,32.0,25.54,4.59,20.95,-,-,-,-,-,31.68,-,63.47,47.0,-
34,臺北市,2007/07/26,古亭,5.8,-,-,-,48,57,38.0,29.39,7.79,21.6,2.019,0.229,1.79,-,-,-,-,72.33,52.0,-
35,臺北市,2007/07/26,士林,3.8,0.33,-,30.1,53,54,35.0,16.11,2.32,13.78,-,-,-,-,-,30.51,-,67.31,56.0,-
36,臺北市,2007/07/26,陽明,2.1,0.12,386.86,35.1,46,26,23.0,5.81,1.54,4.26,-,-,-,-,-,23.24,-,85.46,40.0,-
37,臺北市,2007/07/25,中山,9.4,0.73,-,25.6,53,59,28.0,43.54,9.56,33.98,2.764,0.728,2.04,-,-,31.43,-,66.69,61.0,-
38,臺北市,2007/07/25,松山,9.4,0.54,397.06,41.2,70,55,37.0,34.16,5.52,28.64,-,-,-,-,-,30.77,-,68.76,77.0,-
39,臺北市,2007/07/25,萬華,7.2,0.56,-,34.3,70,50,32.0,28.96,4.33,24.63,-,-,-,-,-,31.31,-,65.74,81.0,-
40,臺北市,2007/07/25,古亭,6.7,0.61,-,28.7,65,55,35.0,36.24,8.23,28.01,2.093,0.277,1.82,-,-,29.79,-,72.87,74.0,-
41,臺北市,2007/07/25,士林,5.6,0.35,-,37.3,60,51,33.0,20.61,3.32,17.29,-,-,-,-,-,30.5,-,66.73,74.0,-
42,臺北市,2007/07/25,陽明,3.4,0.17,388.52,46.3,64,33,30.0,5.87,0.74,5.1,-,-,-,-,-,23.26,-,87.46,62.0,-
43,臺北市,2007/07/24,中山,8.4,0.81,-,18.0,36,59,33.0,46.36,14.35,32.01,3.118,1.057,2.06,-,-,31.13,-,72.21,54.0,-
44,臺北市,2007/07/24,松山,7.4,0.6,401.75,23.6,48,53,37.0,34.73,8.58,26.15,2.133,0.299,1.84,-,-,30.26,-,74.92,68.0,-
45,臺北市,2007/07/24,萬華,6.4,0.68,-,19.2,41,55,35.0,32.22,6.54,25.68,-,-,-,-,-,31.37,-,69.99,56.0,-
46,臺北市,2007/07/24,古亭,5.6,0.66,-,20.6,49,63,43.0,34.95,9.19,25.76,2.165,0.334,1.83,-,-,29.54,-,75.98,68.0,-
47,臺北市,2007/07/24,士林,3.7,0.36,-,27.4,57,52,29.0,20.21,3.05,17.17,-,-,-,-,-,30.39,-,72.01,67.0,-
48,臺北市,2007/07/24,陽明,3.4,0.22,393.42,40.0,55,41,33.0,9.16,1.58,7.58,-,-,-,-,-,23.58,-,89.04,61.0,-
49,臺北市,2007/07/23,中山,15.4,0.68,-,22.4,38,70,33.0,37.83,11.12,26.72,4.902,2.866,2.04,-,-,32.08,-,68.76,60.0,-
50,臺北市,2007/07/23,松山,14.3,0.45,397.04,22.1,35,50,36.0,29.33,7.62,21.7,1.978,0.189,1.79,-,-,30.86,-,72.35,51.0,-
51,臺北市,2007/07/23,萬華,9.3,0.58,-,23.3,44,50,32.0,31.51,6.6,24.91,-,-,-,-,-,32.47,-,66.69,52.0,-
52,臺北市,2007/07/23,古亭,8.5,0.61,-,21.0,42,61,40.0,35.12,9.83,25.29,2.07,0.255,1.82,-,-,30.62,-,74.12,57.0,-
53,臺北市,2007/07/23,士林,3.5,0.35,-,-,31,50,-,17.31,2.69,14.62,-,-,-,-,-,31.19,-,68.9,50.0,-
54,臺北市,2007/07/23,陽明,3.5,0.18,388.76,35.1,41,35,28.0,6.3,1.73,4.57,-,-,-,-,-,23.8,-,89.3,42.0,-
55,臺北市,2007/07/22,中山,4.8,0.6,-,33.6,72,62,26.0,33.45,7.98,25.48,2.201,0.221,1.98,-,-,32.01,-,65.75,91.0,-
56,臺北市,2007/07/22,松山,6.4,0.45,394.73,38.5,78,49,36.0,21.65,3.92,17.72,2.005,0.203,1.8,-,-,32.33,-,62.5,84.0,-
57,臺北市,2007/07/22,萬華,4.9,0.54,-,43.9,92,51,29.0,22.97,3.32,19.65,-,-,-,-,-,33.35,-,60.56,111.0,-
58,臺北市,2007/07/22,古亭,4.9,0.54,-,39.9,87,57,36.0,26.21,5.4,20.81,2.045,0.211,1.83,-,-,31.55,-,68.15,102.0,-
59,臺北市,2007/07/22,士林,7.8,0.39,-,37.5,78,60,-,22.4,3.91,18.49,-,-,-,-,-,31.91,-,64.13,101.0,-
60,臺北市,2007/07/22,陽明,3.2,0.21,389.52,48.7,70,31,22.0,6.72,1.35,5.37,-,-,-,-,-,25.43,-,83.84,75.0,-
61,臺北市,2007/07/21,中山,6.0,0.8,-,30.3,70,63,-,44.13,15.22,28.91,2.44,0.44,2.0,-,-,32.57,-,59.29,85.0,-
62,臺北市,2007/07/21,松山,4.6,0.56,402.35,33.5,73,55,33.0,30.88,6.84,24.04,2.104,0.305,1.8,-,-,32.44,-,59.52,94.0,-
63,臺北市,2007/07/21,萬華,6.3,0.55,-,36.9,85,58,33.0,28.89,5.63,23.26,-,-,-,-,-,33.56,-,55.13,89.0,-
64,臺北市,2007/07/21,古亭,5.2,0.61,-,35.7,84,57,34.0,30.31,6.98,23.33,2.116,0.309,1.81,-,-,31.65,-,63.84,91.0,-
65,臺北市,2007/07/21,士林,6.3,0.44,-,34.6,75,56,-,25.95,6.15,19.8,-,-,-,-,-,32.04,-,60.07,108.0,-
66,臺北市,2007/07/21,陽明,3.2,0.19,387.85,39.9,60,27,17.0,8.56,1.85,6.71,-,-,-,-,-,25.82,-,76.64,62.0,-
67,臺北市,2007/07/20,中山,6.0,0.94,-,24.6,58,59,35.0,55.44,26.42,29.06,2.547,0.675,1.91,-,-,31.58,-,52.82,72.0,-
68,臺北市,2007/07/20,松山,4.9,0.62,378.37,29.5,69,47,32.0,31.65,9.15,22.54,2.04,0.343,1.74,-,-,31.69,-,51.04,77.0,-
69,臺北市,2007/07/20,古亭,4.6,0.67,-,25.6,61,54,29.0,33.97,10.49,23.52,2.058,0.348,1.75,-,-,30.3,-,60.06,68.0,-
70,臺北市,2007/07/20,士林,6.1,0.4,-,33.8,77,49,25.0,22.26,3.95,18.35,-,-,-,-,-,31.42,-,51.87,90.0,-
71,臺北市,2007/07/20,萬華,5.2,0.55,-,29.8,67,48,25.0,25.02,5.59,19.47,-,-,-,-,-,32.29,-,50.51,75.0,-
72,臺北市,2007/07/20,陽明,3.1,0.2,368.52,36.4,57,28,15.0,7.36,1.57,5.83,-,-,-,-,-,24.35,-,74.7,63.0,-
73,臺北市,2007/07/19,中山,-,-,-,-,46,-,-,-,-,-,-,-,-,-,-,-,-,-,46.0,-
74,臺北市,2007/07/19,松山,4.7,0.54,392.4,20.8,47,51,27.0,29.3,8.83,20.47,2.035,0.275,1.76,-,-,32.74,-,55.05,54.0,-
75,臺北市,2007/07/19,陽明,3.0,0.14,385.9,28.8,43,22,12.0,6.61,1.6,5.01,-,-,-,-,-,25.21,-,76.0,46.0,-
76,臺北市,2007/07/19,士林,5.7,0.33,-,24.7,52,59,23.0,21.09,3.29,17.79,-,-,-,-,-,32.39,-,55.32,62.0,-
77,臺北市,2007/07/19,萬華,4.9,0.51,-,17.8,39,56,26.0,27.24,7.06,20.18,-,-,-,-,-,33.47,-,53.2,53.0,-
78,臺北市,2007/07/19,古亭,4.2,0.59,-,20.9,47,58,26.0,30.7,10.4,20.3,2.067,0.281,1.79,-,-,31.24,-,63.76,54.0,-
79,臺北市,2007/07/18,松山,3.7,0.62,400.36,22.0,45,45,28.0,32.14,10.11,22.03,2.11,0.325,1.79,-,-,31.87,-,60.57,60.0,-
80,臺北市,2007/07/18,古亭,4.0,0.64,-,20.5,43,51,23.0,33.01,11.63,21.38,2.066,0.279,1.79,-,-,30.74,-,66.46,57.0,-
81,臺北市,2007/07/18,陽明,3.0,0.14,385.77,26.2,40,22,12.0,7.04,1.39,5.65,-,-,-,-,-,24.29,-,81.66,48.0,-
82,臺北市,2007/07/18,士林,5.7,0.38,-,21.2,45,57,22.0,21.58,4.1,17.48,-,-,-,-,-,31.7,-,60.16,58.0,-
83,臺北市,2007/07/18,萬華,3.9,0.57,-,25.3,50,48,21.0,24.27,5.85,18.42,-,-,-,-,-,32.74,-,58.03,63.0,-
84,臺北市,2007/07/18,中山,-,-,-,-,23,-,-,-,-,-,-,-,-,-,-,-,-,-,37.0,-
85,臺北市,2007/07/17,松山,3.6,0.6,395.64,24.0,51,38,26.0,31.68,10.29,21.4,2.092,0.308,1.78,-,-,31.81,-,60.3,56.0,-
86,臺北市,2007/07/17,古亭,3.2,0.68,-,21.0,47,48,21.0,33.58,12.07,21.51,2.094,0.298,1.8,-,-,30.6,-,66.93,53.0,-
87,臺北市,2007/07/17,陽明,3.9,0.18,389.04,25.4,38,21,12.0,9.74,1.64,8.1,-,-,-,-,-,23.86,-,84.85,37.0,-
88,臺北市,2007/07/17,士林,4.5,0.48,-,24.4,52,47,20.0,26.24,8.38,17.86,-,-,-,-,-,31.81,-,61.58,50.0,-
89,臺北市,2007/07/17,萬華,2.7,0.51,-,27.3,55,39,18.0,20.14,4.43,15.71,-,-,-,-,-,32.51,-,58.63,69.0,-
90,臺北市,2007/07/17,中山,3.6,0.94,-,17.3,37,64,22.0,49.81,22.05,27.76,2.363,0.376,1.99,-,-,31.76,-,62.22,57.0,-
91,臺北市,2007/07/16,松山,3.2,0.62,402.32,15.1,27,39,22.0,35.74,16.07,19.66,2.15,0.309,1.84,-,-,31.04,-,63.32,39.0,-
92,臺北市,2007/07/16,古亭,2.9,0.68,-,11.7,24,41,18.0,33.77,16.87,16.91,2.067,0.272,1.8,-,-,29.68,-,70.46,41.0,-
93,臺北市,2007/07/16,陽明,2.8,0.18,384.0,28.5,37,17,11.0,9.07,1.71,7.36,-,-,-,-,-,24.19,-,82.83,35.0,-
94,臺北市,2007/07/16,士林,3.3,0.58,-,15.3,26,43,18.0,-,-,-,-,-,-,-,-,31.4,-,62.08,43.0,-
95,臺北市,2007/07/16,萬華,2.1,0.61,-,16.2,29,34,14.0,21.87,6.88,14.99,-,-,-,-,-,31.64,-,62.69,38.0,-
96,臺北市,2007/07/16,中山,3.3,0.89,-,12.7,23,58,19.0,45.6,21.51,24.09,2.346,0.335,2.01,-,-,31.02,-,65.02,54.0,-
97,臺北市,2007/07/15,松山,3.3,0.7,407.89,18.9,36,44,30.0,31.84,10.3,21.54,2.215,0.285,1.93,-,-,30.06,-,71.82,44.0,-
98,臺北市,2007/07/15,古亭,2.2,0.66,-,15.2,31,44,25.0,31.39,11.41,19.98,2.055,0.239,1.82,-,-,29.09,-,75.23,44.0,-
99,臺北市,2007/07/15,陽明,2.8,0.2,385.72,29.1,36,19,14.0,7.37,1.89,5.48,-,-,-,-,-,24.27,-,82.33,34.0,-
100,臺北市,2007/07/15,士林,2.1,0.66,-,21.4,40,52,28.0,28.95,9.03,19.91,-,-,-,-,-,30.49,-,69.51,51.0,-
101,臺北市,2007/07/15,萬華,2.5,0.6,-,21.8,38,38,22.0,21.27,4.15,17.12,-,-,-,-,-,31.03,-,66.94,47.0,-
102,臺北市,2007/07/15,中山,3.0,0.79,-,16.7,31,56,31.0,38.88,11.63,27.26,2.263,0.242,2.02,-,-,30.25,-,70.78,53.0,-
103,臺北市,2007/07/14,松山,4.0,0.77,408.99,27.7,61,56,40.0,40.47,12.93,27.54,2.261,0.352,1.91,-,-,29.74,-,71.3,77.0,-
104,臺北市,2007/07/14,古亭,2.7,0.77,-,25.8,60,53,33.0,36.28,12.08,24.21,2.119,0.294,1.82,-,-,28.91,-,73.6,78.0,-
105,臺北市,2007/07/14,陽明,3.6,0.24,387.94,48.7,65,39,30.0,8.14,1.68,6.46,-,-,-,-,-,24.34,-,83.82,67.0,-
106,臺北市,2007/07/14,士林,5.0,0.72,-,34.5,73,65,36.0,37.98,14.49,23.48,-,-,-,-,-,30.32,-,69.44,89.0,-
107,臺北市,2007/07/14,萬華,2.8,0.63,-,35.0,72,49,28.0,24.2,4.49,19.71,-,-,-,-,-,31.09,-,64.37,88.0,-
108,臺北市,2007/07/14,中山,3.2,0.87,-,24.0,54,53,39.0,46.12,13.75,32.36,2.331,0.332,2.0,-,-,29.89,-,70.92,70.0,-
109,臺北市,2007/07/13,松山,4.3,0.58,395.87,11.6,16,32,20.0,37.03,20.13,16.9,2.054,0.268,1.79,-,-,29.88,-,72.46,32.0,-
110,臺北市,2007/07/13,古亭,6.7,0.68,-,10.7,23,45,20.0,42.38,21.45,20.93,2.241,0.403,1.84,-,-,29.29,-,73.69,45.0,-
111,臺北市,2007/07/13,陽明,1.9,0.1,384.29,22.0,33,9,6.0,4.72,1.51,3.21,-,-,-,-,-,22.67,-,89.99,34.0,-
112,臺北市,2007/07/13,士林,2.5,0.28,-,24.5,38,37,14.0,15.78,5.62,10.16,-,-,-,-,-,29.64,-,73.8,42.0,-
113,臺北市,2007/07/13,萬華,6.3,0.66,-,11.7,26,38,21.0,34.34,16.09,18.25,-,-,-,-,-,31.05,-,68.09,38.0,-
114,臺北市,2007/07/13,中山,3.9,1.04,-,10.9,19,58,22.0,56.03,37.4,18.63,2.356,0.356,2.0,-,-,30.02,-,73.76,54.0,-
115,臺北市,2007/07/12,松山,3.0,0.54,400.19,21.9,46,30,21.0,28.68,11.91,16.77,2.086,0.258,1.83,-,-,30.03,-,69.55,72.0,-
116,臺北市,2007/07/12,古亭,3.5,0.69,-,21.9,53,41,24.0,35.5,15.55,19.95,2.122,0.318,1.8,-,-,29.43,-,72.1,90.0,-
117,臺北市,2007/07/12,陽明,2.1,0.12,385.39,24.1,35,13,10.0,4.94,1.55,3.39,-,-,-,-,-,23.42,-,86.89,42.0,-
118,臺北市,2007/07/12,士林,2.7,0.55,-,27.0,58,44,21.0,27.59,11.29,16.3,-,-,-,-,-,30.12,-,69.79,76.0,-
119,臺北市,2007/07/12,萬華,3.8,0.64,-,24.7,57,42,21.0,27.39,7.51,19.88,-,-,-,-,-,31.03,-,67.07,85.0,-
120,臺北市,2007/07/12,中山,3.6,0.88,-,21.1,49,62,25.0,48.37,24.44,23.93,2.315,0.362,1.95,-,-,29.97,-,70.65,82.0,-
121,臺北市,2007/07/11,松山,7.4,0.79,419.62,37.7,93,50,36.0,47.84,16.62,31.22,2.413,0.424,1.99,-,-,29.08,-,76.82,172.0,-
122,臺北市,2007/07/11,古亭,3.9,0.88,-,33.3,84,55,33.0,44.45,14.77,29.68,2.283,0.394,1.89,-,-,28.98,-,76.73,139.0,-
123,臺北市,2007/07/11,陽明,3.0,0.23,395.44,46.7,68,30,24.0,8.82,1.77,7.06,-,-,-,-,-,23.92,-,87.95,63.0,-
124,臺北市,2007/07/11,士林,3.4,0.58,-,37.9,83,55,28.0,30.52,7.65,22.88,-,-,-,-,-,29.96,-,73.14,83.0,-
125,臺北市,2007/07/11,萬華,4.4,0.84,-,36.7,83,49,29.0,35.73,8.83,26.89,-,-,-,-,-,31.01,-,69.77,121.0,-
126,臺北市,2007/07/11,中山,4.0,1.07,-,29.8,72,76,39.0,65.69,29.44,36.25,2.506,0.384,2.12,-,-,29.69,-,74.83,92.0,-
127,臺北市,2007/07/10,松山,5.3,0.76,413.78,29.8,64,50,32.0,43.75,14.25,29.5,2.273,0.38,1.89,-,-,30.21,-,73.58,69.0,-
128,臺北市,2007/07/10,士林,4.0,0.52,-,32.1,57,57,27.0,23.6,3.73,19.87,-,-,-,-,-,30.69,-,69.98,63.0,-
129,臺北市,2007/07/10,陽明,4.1,0.2,392.31,39.7,56,26,19.0,9.25,1.81,7.44,-,-,-,-,-,23.97,-,86.31,52.0,-
130,臺北市,2007/07/10,中山,3.6,0.99,-,23.2,43,60,35.0,50.3,14.24,36.07,2.392,0.375,2.02,-,-,30.56,-,72.6,60.0,-
131,臺北市,2007/07/10,萬華,3.9,0.77,-,30.6,56,51,29.0,29.25,5.04,24.21,-,-,-,-,-,31.9,-,67.24,68.0,-
132,臺北市,2007/07/10,古亭,4.1,0.72,-,26.2,53,51,32.0,35.69,9.6,26.09,2.133,0.307,1.83,-,-,29.82,-,74.04,58.0,-
133,臺北市,2007/07/09,松山,3.6,0.82,417.84,25.1,60,55,-,42.71,11.89,30.81,2.43,0.513,1.92,-,-,29.52,-,76.43,73.0,-
134,臺北市,2007/07/09,士林,2.8,0.58,-,28.4,58,57,27.0,29.63,6.39,23.23,-,-,-,-,-,30.04,-,72.09,68.0,-
135,臺北市,2007/07/09,陽明,2.4,0.2,391.91,47.2,51,29,24.0,7.73,1.82,5.91,-,-,-,-,-,23.84,-,85.48,59.0,-
136,臺北市,2007/07/09,中山,3.8,1.15,-,17.6,40,59,33.0,59.94,22.21,37.73,2.519,0.421,2.1,-,-,29.9,-,75.11,54.0,-
137,臺北市,2007/07/09,萬華,3.4,0.78,-,32.5,64,54,30.0,29.49,4.51,24.98,-,-,-,-,-,31.08,-,70.17,76.0,-
138,臺北市,2007/07/09,古亭,2.7,0.76,-,28.0,60,54,32.0,34.75,8.42,26.33,2.164,0.316,1.85,-,-,28.89,-,78.13,73.0,-
139,臺北市,2007/07/08,萬華,5.3,0.56,-,42.2,87,58,36.0,24.01,5.24,18.78,-,-,-,-,-,32.9,-,62.32,84.0,-
140,臺北市,2007/07/08,松山,-,-,-,-,72,-,-,-,-,-,-,-,-,-,-,-,-,-,76.0,-
141,臺北市,2007/07/08,陽明,3.3,0.22,387.88,54.6,70,43,30.0,9.34,2.35,6.98,-,-,-,-,-,24.75,-,83.72,66.0,-
142,臺北市,2007/07/08,古亭,3.8,0.6,-,35.8,74,68,39.0,26.16,5.77,20.39,2.043,0.239,1.8,-,-,30.96,-,68.94,70.0,-
143,臺北市,2007/07/08,中山,4.5,0.81,-,29.0,59,76,42.0,42.0,14.36,27.64,2.252,0.214,2.04,-,-,31.65,-,66.38,63.0,-
144,臺北市,2007/07/08,士林,4.4,0.45,-,33.7,68,82,37.0,23.64,4.64,18.99,-,-,-,-,-,31.56,-,65.27,84.0,-
145,臺北市,2007/07/07,萬華,4.8,0.61,-,33.1,70,58,28.0,24.98,6.7,18.28,-,-,-,-,-,32.39,-,64.58,67.0,-
146,臺北市,2007/07/07,松山,8.2,0.75,412.2,28.7,60,56,37.0,43.05,14.12,28.93,2.208,0.35,1.86,-,-,31.08,-,69.28,74.0,-
147,臺北市,2007/07/07,陽明,3.1,0.21,385.28,41.9,58,36,23.0,7.57,1.63,5.94,-,-,-,-,-,24.48,-,82.18,56.0,-
148,臺北市,2007/07/07,古亭,4.7,0.73,-,28.0,62,66,32.0,37.21,12.97,24.24,2.182,0.342,1.84,-,-,30.56,-,70.82,62.0,-
149,臺北市,2007/07/07,中山,3.6,0.87,-,25.0,-,143,41.0,45.97,16.39,29.57,2.33,0.313,2.02,-,-,31.32,-,68.81,-,-
150,臺北市,2007/07/07,士林,4.8,0.53,-,26.9,52,64,30.0,28.99,10.88,18.11,-,-,-,-,-,31.24,-,67.42,57.0,-
151,臺北市,2007/07/06,萬華,5.0,0.84,-,28.7,63,50,24.0,32.59,8.01,24.58,-,-,-,-,-,30.98,-,70.63,72.0,-
152,臺北市,2007/07/06,松山,4.5,0.84,417.63,26.3,60,55,35.0,45.43,15.38,30.06,2.262,0.395,1.87,-,-,30.2,-,74.5,61.0,-
153,臺北市,2007/07/06,陽明,3.5,0.19,388.38,32.8,51,29,19.0,7.88,1.56,6.31,-,-,-,-,-,23.7,-,85.88,58.0,-
154,臺北市,2007/07/06,士林,3.6,0.53,-,25.5,54,56,22.0,26.19,6.06,20.13,-,-,-,-,-,29.99,-,73.41,58.0,-
155,臺北市,2007/07/06,中山,-,-,-,-,40,-,29.0,-,-,-,-,-,-,-,-,-,-,-,56.0,-
156,臺北市,2007/07/06,古亭,3.6,0.9,-,20.5,49,60,31.0,45.26,16.14,29.12,2.223,0.392,1.83,-,-,28.8,-,78.71,60.0,-
157,臺北市,2007/07/05,萬華,3.4,0.75,-,38.3,72,42,24.0,28.08,4.22,23.87,-,-,-,-,-,29.97,-,72.74,92.0,-
158,臺北市,2007/07/05,松山,4.3,0.82,418.49,27.4,61,47,32.0,44.67,13.34,31.33,2.326,0.392,1.93,-,-,29.83,-,73.75,81.0,-
159,臺北市,2007/07/05,陽明,2.7,0.15,390.2,38.2,57,23,15.0,7.13,1.38,5.75,-,-,-,-,-,23.94,-,83.62,70.0,-
160,臺北市,2007/07/05,士林,3.5,0.68,-,32.4,66,52,25.0,34.65,6.3,28.35,-,-,-,-,-,29.52,-,74.28,75.0,-
161,臺北市,2007/07/05,中山,3.2,0.97,-,29.0,60,61,30.0,48.63,11.79,36.83,2.398,0.33,2.07,-,-,29.04,-,77.89,85.0,-
162,臺北市,2007/07/05,古亭,3.2,0.88,-,30.6,71,49,30.0,44.95,13.04,31.92,2.225,0.369,1.86,-,-,28.1,-,79.73,100.0,-
163,臺北市,2007/07/04,萬華,3.3,0.65,-,33.5,58,46,22.0,23.3,3.44,19.85,-,-,-,-,-,30.82,-,68.16,74.0,-
164,臺北市,2007/07/04,松山,4.0,0.7,415.92,23.1,47,45,29.0,37.48,8.48,29.0,2.197,0.349,1.85,-,-,30.68,-,67.42,60.0,-
165,臺北市,2007/07/04,陽明,3.3,0.16,391.07,32.3,51,19,13.0,8.48,1.63,6.85,-,-,-,-,-,23.63,-,84.63,70.0,-
