序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","風速 WIND_SPEED (m/sec)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
1068,高雄市,2013/11/09,小港,10.8,0.9,-,26.3,59,158,101.0,47.99,7.07,40.91,2.477,0.476,2.0,1.52,27.36,75.84,104.0
1069,高雄市,2013/11/09,鳳山,7.5,0.82,-,30.7,66,162,78.0,34.35,2.98,31.38,2.577,0.458,2.12,1.34,26.93,82.51,106.0
1070,高雄市,2013/11/09,林園,8.6,0.6,-,32.9,63,73,58.0,23.46,2.1,21.37,2.437,0.237,2.2,-,25.69,81.57,68.0
1071,高雄市,2013/11/09,大寮,5.6,0.74,-,35.6,84,154,97.0,30.09,2.71,27.39,2.456,0.393,2.06,-,26.05,82.18,102.0
1072,高雄市,2013/11/09,仁武,6.2,0.63,-,27.3,55,132,70.0,32.59,4.53,28.06,2.428,0.347,2.08,-,25.79,81.95,91.0
1073,高雄市,2013/11/09,橋頭,4.4,0.55,-,30.1,61,125,72.0,19.37,1.88,17.5,-,-,-,1.7,26.11,81.12,88.0
1074,高雄市,2013/11/09,美濃,1.8,0.48,-,30.5,58,87,62.0,13.78,2.73,11.05,-,-,-,0.72,25.78,81.01,68.0
1075,高雄市,2013/11/08,左營,6.0,0.56,-,51.4,73,101,65.0,16.57,1.25,15.33,2.185,0.173,2.01,1.81,25.92,73.87,76.0
1076,高雄市,2013/11/08,楠梓,5.0,0.55,-,42.9,67,124,61.0,19.66,2.05,17.61,2.122,0.198,1.92,1.6,26.44,75.58,87.0
1077,高雄市,2013/11/08,前金,5.0,0.58,-,47.0,64,101,66.0,18.4,1.52,16.88,2.1,0.168,1.93,1.92,26.59,73.05,76.0
1078,高雄市,2013/11/08,前鎮,6.8,0.58,-,43.8,56,98,59.0,26.49,2.37,24.12,2.167,0.23,1.94,1.53,26.46,74.26,74.0
1079,高雄市,2013/11/08,復興,6.2,0.92,-,38.7,53,92,54.0,33.78,3.45,30.33,2.445,0.403,2.04,-,26.8,71.73,71.0
1080,高雄市,2013/11/08,小港,10.0,0.68,-,37.6,48,101,62.0,40.65,3.85,36.8,2.185,0.298,1.89,1.89,27.72,69.76,76.0
1081,高雄市,2013/11/08,鳳山,7.2,0.71,-,42.7,70,120,57.0,28.92,1.68,27.23,2.358,0.334,2.02,1.53,27.56,74.12,85.0
1082,高雄市,2013/11/08,林園,5.7,0.45,-,49.7,63,58,47.0,14.48,1.52,12.96,2.146,0.121,2.03,-,26.44,74.24,57.0
1083,高雄市,2013/11/08,大寮,8.1,0.64,-,42.9,77,101,63.0,28.66,2.03,26.63,2.237,0.308,1.93,-,26.82,71.65,96.0
1084,高雄市,2013/11/08,仁武,6.6,0.57,-,40.2,59,100,58.0,27.64,2.88,24.76,2.29,0.277,2.01,-,26.3,75.49,75.0
1085,高雄市,2013/11/08,橋頭,5.4,0.55,-,43.7,64,107,62.0,18.53,1.68,16.85,-,-,-,1.94,26.59,74.45,78.0
1086,高雄市,2013/11/08,美濃,2.4,0.44,-,44.9,67,82,58.0,11.09,1.15,9.93,-,-,-,1.0,27.09,72.92,72.0
1087,高雄市,2013/11/07,左營,3.0,0.52,-,48.7,83,112,72.0,15.28,1.57,13.7,2.201,0.168,2.03,1.76,25.29,79.87,81.0
1088,高雄市,2013/11/07,楠梓,2.7,0.51,-,42.0,74,125,62.0,16.16,1.44,14.7,2.056,0.166,1.89,1.55,25.46,82.34,88.0
1089,高雄市,2013/11/07,前金,2.7,0.51,-,41.0,64,107,70.0,15.11,2.76,12.36,2.096,0.158,1.94,1.96,25.79,78.72,78.0
1090,高雄市,2013/11/07,前鎮,4.7,0.58,-,41.0,72,107,70.0,25.16,3.66,21.51,2.219,0.256,1.96,1.49,25.66,81.64,78.0
1091,高雄市,2013/11/07,復興,4.8,0.82,-,35.8,61,94,65.0,28.55,3.12,25.44,2.463,0.394,2.07,-,25.83,78.91,72.0
1092,高雄市,2013/11/07,小港,8.0,0.66,-,36.6,68,129,81.0,39.21,9.11,30.1,2.223,0.266,1.96,1.9,26.59,79.05,90.0
1093,高雄市,2013/11/07,鳳山,6.7,0.72,-,33.1,54,120,62.0,29.54,4.7,24.84,2.393,0.374,2.02,1.66,26.65,82.34,85.0
1094,高雄市,2013/11/07,林園,8.2,0.49,-,44.3,75,56,48.0,18.93,2.24,16.69,2.213,0.188,2.03,-,25.42,81.71,70.0
1095,高雄市,2013/11/07,大寮,6.4,0.59,-,32.8,52,109,73.0,25.28,2.25,23.04,2.213,0.295,1.92,1.18,25.63,80.88,80.0
1096,高雄市,2013/11/07,仁武,4.6,0.54,-,36.5,67,116,64.0,28.45,5.47,22.98,2.263,0.245,2.02,-,25.38,83.3,83.0
1097,高雄市,2013/11/07,橋頭,3.5,0.51,-,42.4,74,115,69.0,16.5,2.64,13.86,-,-,-,2.07,25.78,81.26,82.0
1098,高雄市,2013/11/07,美濃,1.6,0.47,-,32.9,67,90,63.0,11.87,1.31,10.55,-,-,-,-,25.81,79.83,71.0
1099,高雄市,2013/11/06,左營,6.4,0.69,-,31.9,67,113,65.0,26.46,3.34,23.1,2.367,0.253,2.11,2.13,25.29,78.54,82.0
1100,高雄市,2013/11/06,楠梓,5.4,0.61,-,30.3,67,125,59.0,27.88,5.46,22.41,2.236,0.241,2.0,1.97,25.41,80.83,88.0
1101,高雄市,2013/11/06,前金,5.9,0.76,-,31.2,67,127,74.0,29.15,3.4,25.73,2.34,0.286,2.06,2.29,25.77,78.92,88.0
1102,高雄市,2013/11/06,前鎮,6.0,0.91,-,22.6,57,116,72.0,41.19,8.09,33.1,2.539,0.431,2.11,1.41,26.11,78.26,83.0
1103,高雄市,2013/11/06,復興,7.1,1.16,-,26.3,65,114,70.0,43.8,9.61,34.18,2.805,0.597,2.21,-,26.37,75.84,82.0
1104,高雄市,2013/11/06,小港,10.1,0.86,-,31.4,70,133,79.0,48.66,9.81,38.85,2.434,0.402,2.03,1.71,27.34,74.41,92.0
1105,高雄市,2013/11/06,鳳山,11.1,0.8,-,30.8,75,140,69.0,36.01,7.59,29.3,2.559,0.433,2.13,1.69,26.95,80.59,95.0
1106,高雄市,2013/11/06,林園,8.2,0.61,-,34.8,69,-,58.0,24.58,2.32,22.26,2.432,0.289,2.14,-,25.81,79.58,75.0
1107,高雄市,2013/11/06,大寮,7.3,0.66,-,37.0,82,131,78.0,26.69,2.53,24.15,2.309,0.264,2.05,1.19,26.35,77.68,90.0
1108,高雄市,2013/11/06,仁武,8.1,0.71,-,27.5,63,127,64.0,39.17,9.2,29.97,2.498,0.377,2.12,-,25.66,80.61,88.0
1109,高雄市,2013/11/06,橋頭,6.6,0.67,-,27.6,60,117,68.0,30.62,6.64,23.98,-,-,-,1.99,25.64,79.65,84.0
1110,高雄市,2013/11/06,美濃,2.0,0.51,-,31.1,58,89,60.0,13.93,3.89,10.04,-,-,-,0.68,25.88,80.04,70.0
1111,高雄市,2013/11/05,左營,5.8,0.68,-,39.2,83,98,55.0,23.88,2.7,21.15,2.432,0.276,2.16,-,25.47,77.29,77.0
1112,高雄市,2013/11/05,楠梓,4.9,0.6,-,28.7,68,107,52.0,28.49,7.9,20.59,2.263,0.255,2.01,1.37,25.74,78.57,78.0
1113,高雄市,2013/11/05,前金,4.9,0.72,-,34.1,65,97,58.0,23.39,2.97,20.41,2.342,0.285,2.06,1.62,26.25,75.32,74.0
1114,高雄市,2013/11/05,前鎮,9.8,0.64,-,34.2,64,97,54.0,35.11,7.11,27.99,2.355,0.317,2.04,1.25,26.28,76.73,74.0
1115,高雄市,2013/11/05,復興,7.6,0.85,-,28.2,54,91,48.0,34.46,6.22,28.25,2.582,0.43,2.15,-,26.6,74.06,70.0
1116,高雄市,2013/11/05,小港,12.3,0.6,-,31.8,56,107,57.0,36.44,7.11,29.36,2.327,0.312,2.01,1.75,27.37,74.08,78.0
1117,高雄市,2013/11/05,鳳山,5.9,0.8,-,32.3,63,98,47.0,28.78,4.87,23.93,2.498,0.401,2.1,-,27.18,77.52,74.0
1118,高雄市,2013/11/05,林園,6.4,0.41,-,44.7,72,41,36.0,14.3,1.55,12.75,2.251,0.116,2.14,-,25.93,79.13,77.0
1119,高雄市,2013/11/05,大寮,4.7,0.54,-,31.0,58,87,54.0,21.77,2.63,19.14,2.372,0.188,2.18,0.96,26.26,77.56,68.0
1120,高雄市,2013/11/05,仁武,-,-,-,-,67,95,49.0,-,-,-,-,-,-,-,-,-,72.0
1121,高雄市,2013/11/05,橋頭,5.8,0.65,-,30.2,65,106,59.0,27.63,5.49,22.13,-,-,-,1.81,25.81,78.09,78.0
1122,高雄市,2013/11/05,美濃,2.7,0.45,-,28.6,61,76,48.0,13.26,3.3,9.96,-,-,-,0.74,25.92,78.94,64.0
1123,高雄市,2013/11/04,左營,4.6,0.53,-,32.1,70,93,49.0,19.29,2.11,17.17,2.209,0.164,2.05,-,25.77,77.98,72.0
1124,高雄市,2013/11/04,楠梓,3.7,0.46,-,31.5,68,84,41.0,19.6,3.49,16.11,2.045,0.144,1.9,1.63,25.97,80.32,67.0
1125,高雄市,2013/11/04,前金,4.4,0.59,-,26.3,62,91,49.0,20.33,3.32,17.01,2.17,0.197,1.97,1.63,26.33,78.03,70.0
1126,高雄市,2013/11/04,前鎮,7.4,-,-,43.6,63,93,49.0,-,-,-,-,-,-,1.54,26.92,76.83,72.0
1127,高雄市,2013/11/04,復興,7.1,0.99,-,23.0,50,80,40.0,37.26,8.34,28.92,2.572,0.476,2.1,-,26.58,77.01,65.0
1128,高雄市,2013/11/04,小港,12.5,0.61,-,24.6,50,93,48.0,43.38,12.05,31.33,2.215,0.285,1.93,1.64,27.48,76.96,72.0
1129,高雄市,2013/11/04,鳳山,8.6,0.69,-,24.6,50,86,41.0,33.4,8.56,24.85,2.433,0.399,2.04,-,27.26,80.69,68.0
1130,高雄市,2013/11/04,林園,8.1,0.37,-,35.8,64,37,31.0,16.08,2.79,13.29,2.236,0.151,2.09,1.79,26.17,81.27,63.0
1131,高雄市,2013/11/04,大寮,9.1,0.53,-,24.0,46,76,47.0,24.61,3.66,20.94,2.146,0.172,1.97,1.12,26.66,79.69,63.0
1132,高雄市,2013/11/04,仁武,5.6,0.52,-,28.1,62,84,40.0,26.72,5.22,21.5,2.279,0.259,2.02,-,25.98,81.35,67.0
1133,高雄市,2013/11/04,橋頭,5.1,0.48,-,29.4,67,92,46.0,19.92,3.0,16.92,-,-,-,2.13,26.17,79.08,71.0
1134,高雄市,2013/11/04,美濃,2.4,0.34,-,22.3,54,58,37.0,12.26,2.85,9.41,-,-,-,1.11,26.68,80.37,54.0
1135,高雄市,2013/11/03,左營,3.3,0.44,-,24.9,50,79,46.0,16.38,2.59,13.79,2.143,0.147,2.0,-,26.37,80.89,64.0
1136,高雄市,2013/11/03,楠梓,3.2,0.39,-,24.1,49,79,41.0,15.44,2.99,12.45,1.997,0.125,1.87,-,26.66,82.42,64.0
1137,高雄市,2013/11/03,前金,3.4,0.49,-,28.5,61,87,52.0,17.6,2.45,15.16,2.097,0.163,1.93,1.97,26.79,81.22,72.0
1138,高雄市,2013/11/03,前鎮,7.2,0.56,-,27.2,62,78,50.0,31.86,7.39,24.47,2.167,0.286,1.88,1.27,26.8,81.79,64.0
1139,高雄市,2013/11/03,復興,7.3,0.76,-,24.2,57,73,44.0,33.19,9.01,24.18,2.491,0.417,2.07,-,27.07,78.89,62.0
1140,高雄市,2013/11/03,小港,8.2,0.48,-,30.4,62,77,45.0,26.89,5.03,21.86,2.111,0.202,1.91,1.46,27.67,80.12,64.0
1141,高雄市,2013/11/03,鳳山,5.8,0.65,-,26.9,53,80,46.0,21.85,2.52,19.33,2.325,0.296,2.03,-,27.48,84.41,65.0
1142,高雄市,2013/11/03,林園,3.0,0.27,-,31.6,60,29,29.0,12.03,2.32,9.71,2.166,0.138,2.03,1.8,26.2,83.02,74.0
1143,高雄市,2013/11/03,大寮,1.9,0.33,-,24.2,50,52,35.0,14.82,3.42,11.4,2.175,0.121,2.05,1.12,26.58,83.81,58.0
1144,高雄市,2013/11/03,仁武,7.1,0.44,-,24.3,52,66,38.0,24.05,5.89,18.16,2.223,0.254,1.97,-,26.66,83.29,58.0
1145,高雄市,2013/11/03,橋頭,2.7,0.39,-,23.3,48,75,43.0,14.93,2.51,12.43,-,-,-,2.05,26.91,81.71,62.0
1146,高雄市,2013/11/03,美濃,1.5,0.22,-,10.1,25,23,14.0,8.97,3.79,5.18,-,-,-,0.66,25.92,83.86,29.0
1147,高雄市,2013/11/02,左營,4.0,0.57,-,29.1,60,92,57.0,27.02,4.42,22.6,2.263,0.246,2.02,-,25.61,83.49,71.0
1148,高雄市,2013/11/02,楠梓,2.1,0.38,-,23.3,41,73,39.0,16.8,2.56,14.24,1.972,0.125,1.85,-,26.13,83.76,62.0
1149,高雄市,2013/11/02,前金,3.2,0.67,-,30.7,63,105,61.0,24.73,2.4,22.33,2.257,0.282,1.98,1.58,26.14,83.42,78.0
1150,高雄市,2013/11/02,前鎮,5.8,0.72,-,26.2,59,88,58.0,36.22,5.13,31.08,2.266,0.352,1.92,-,25.95,84.71,69.0
1151,高雄市,2013/11/02,復興,5.8,0.94,-,21.1,50,82,51.0,39.73,8.5,31.22,2.609,0.509,2.1,-,26.33,80.84,66.0
1152,高雄市,2013/11/02,小港,7.3,0.58,-,27.3,64,94,55.0,34.7,5.56,29.14,2.22,0.279,1.94,1.46,26.86,82.59,83.0
1153,高雄市,2013/11/02,鳳山,4.5,0.61,-,20.7,39,85,45.0,21.95,3.06,18.89,2.338,0.301,2.04,-,26.47,87.45,68.0
1154,高雄市,2013/11/02,林園,6.0,0.34,-,26.4,44,35,28.0,14.13,1.31,12.83,2.178,0.126,2.05,1.74,25.4,85.83,42.0
1155,高雄市,2013/11/02,大寮,2.5,0.43,-,19.4,39,69,46.0,18.14,2.71,15.42,2.218,0.148,2.07,0.9,25.65,87.05,60.0
1156,高雄市,2013/11/02,仁武,7.0,0.45,-,20.9,40,77,41.0,26.23,4.19,22.04,2.299,0.334,1.97,1.27,26.0,84.22,64.0
1157,高雄市,2013/11/02,橋頭,2.3,0.42,-,24.5,46,83,46.0,16.06,1.74,14.32,-,-,-,1.6,26.25,84.23,66.0
1158,高雄市,2013/11/02,美濃,1.4,0.29,-,20.1,29,40,32.0,10.63,3.64,6.99,-,-,-,0.64,24.97,86.26,40.0
1159,高雄市,2013/11/01,左營,5.7,0.54,-,30.1,67,85,52.0,27.28,2.99,24.3,2.24,0.272,1.97,-,25.25,77.79,90.0
1160,高雄市,2013/11/01,楠梓,5.0,0.47,-,29.9,68,97,50.0,27.56,5.14,22.42,2.172,0.245,1.93,-,25.5,79.42,93.0
1161,高雄市,2013/11/01,前金,5.1,0.57,-,28.9,64,94,52.0,27.07,2.76,24.31,2.212,0.257,1.96,2.06,25.91,76.58,77.0
1162,高雄市,2013/11/01,前鎮,6.1,0.74,-,27.1,64,91,52.0,37.92,4.56,33.36,2.306,0.391,1.92,-,26.02,76.58,70.0
1163,高雄市,2013/11/01,復興,6.1,1.03,-,21.0,54,88,45.0,43.1,7.13,35.97,2.688,0.587,2.1,-,26.42,73.85,69.0
1164,高雄市,2013/11/01,小港,11.0,0.72,-,25.2,62,105,50.0,50.6,9.35,41.25,2.342,0.409,1.93,1.71,27.38,71.01,78.0
1165,高雄市,2013/11/01,鳳山,11.7,0.75,-,26.0,63,105,48.0,42.83,7.78,35.05,2.572,0.526,2.05,-,26.87,76.81,78.0
1166,高雄市,2013/11/01,林園,11.0,0.52,-,31.6,62,52,42.0,28.34,1.93,26.4,2.339,0.316,2.02,1.59,26.17,73.95,65.0
1167,高雄市,2013/11/01,大寮,6.7,0.61,-,34.6,75,97,54.0,33.19,3.3,29.89,2.223,0.348,1.88,1.4,26.33,72.5,78.0
1168,高雄市,2013/11/01,仁武,9.1,0.56,-,24.7,61,87,46.0,41.69,8.8,32.89,2.426,0.384,2.04,1.64,25.67,78.63,91.0
1169,高雄市,2013/11/01,橋頭,6.6,0.55,-,26.4,62,94,53.0,28.8,4.65,24.16,-,-,-,2.02,25.58,79.57,86.0
1170,高雄市,2013/11/01,美濃,2.0,0.44,-,52.8,95,83,60.0,12.04,2.12,9.92,-,-,-,0.87,26.2,73.53,120.0
1171,基隆市,2013/11/30,基隆,1.7,0.56,-,20.0,43,33,22.0,25.51,7.66,17.85,2.267,0.227,2.04,1.15,15.15,70.07,40.0
1172,基隆市,2013/11/29,基隆,4.4,0.33,-,37.4,49,43,23.0,10.6,1.38,9.22,1.944,0.087,1.86,1.31,14.32,52.1,44.0
1173,基隆市,2013/11/28,基隆,4.0,0.33,-,35.5,40,43,22.0,9.32,1.46,7.86,1.898,0.068,1.83,1.77,14.71,65.73,43.0
1174,基隆市,2013/11/27,基隆,2.0,0.47,-,30.4,44,61,27.0,20.5,5.34,15.16,2.132,0.174,1.96,1.55,19.57,77.8,56.0
1175,基隆市,2013/11/26,基隆,1.9,0.35,-,35.0,40,111,34.0,9.9,1.84,8.07,1.988,0.091,1.9,2.05,19.69,61.22,80.0
1176,基隆市,2013/11/25,基隆,2.4,0.4,-,36.4,46,72,26.0,9.78,1.43,8.36,1.962,0.078,1.88,1.76,18.43,75.94,61.0
1177,基隆市,2013/11/24,基隆,5.1,0.37,-,34.1,38,36,27.0,18.78,3.27,15.51,1.963,0.101,1.86,1.41,23.61,74.53,42.0
1178,基隆市,2013/11/23,基隆,0.6,0.24,-,42.9,47,26,18.0,5.56,1.03,4.53,1.94,0.044,1.9,1.81,23.32,71.37,40.0
1179,基隆市,2013/11/22,基隆,1.2,0.45,-,25.8,41,20,15.0,18.35,4.72,13.63,2.111,0.174,1.94,1.19,19.35,90.99,38.0
1180,基隆市,2013/11/21,基隆,0.7,0.52,-,21.8,35,23,16.0,23.07,7.08,15.99,2.303,0.22,2.08,1.01,19.8,82.56,35.0
1181,基隆市,2013/11/20,基隆,2.7,0.57,-,31.5,48,39,27.0,23.53,6.72,16.81,2.231,0.212,2.02,1.24,18.31,71.04,43.0
1182,基隆市,2013/11/19,基隆,5.5,0.48,-,39.1,56,55,33.0,16.86,1.77,15.08,2.063,0.138,1.93,1.59,17.5,55.02,53.0
1183,基隆市,2013/11/18,基隆,5.0,0.38,-,45.0,56,82,34.0,11.2,1.23,9.96,1.948,0.09,1.86,1.37,18.08,52.39,66.0
1184,基隆市,2013/11/17,基隆,4.6,0.45,-,51.8,69,111,49.0,11.43,1.33,10.11,2.029,0.1,1.93,1.27,19.31,60.68,80.0
1185,基隆市,2013/11/16,基隆,2.6,0.59,-,29.2,37,56,45.0,21.39,1.84,19.55,2.152,0.173,1.98,0.74,20.1,96.0,53.0
1186,基隆市,2013/11/15,基隆,1.1,-,-,29.2,33,42,32.0,13.51,2.25,11.26,2.08,0.126,1.95,1.36,21.02,90.79,42.0
1187,基隆市,2013/11/14,基隆,0.8,-,-,29.4,39,13,8.0,15.42,5.99,9.43,2.098,0.15,1.95,1.32,22.22,90.5,36.0
1188,基隆市,2013/11/13,基隆,0.5,0.34,-,37.0,39,8,4.0,6.12,1.19,4.93,1.873,0.035,1.84,2.0,20.33,94.08,35.0
1189,基隆市,2013/11/12,基隆,0.7,0.22,-,39.6,43,13,9.0,5.18,0.89,4.29,1.85,0.026,1.82,2.42,20.13,94.48,38.0
1190,基隆市,2013/11/11,基隆,0.5,0.3,-,43.1,46,16,10.0,4.23,1.13,3.11,1.849,0.029,1.82,2.54,21.48,93.31,42.0
1191,基隆市,2013/11/10,基隆,5.4,0.48,-,27.8,52,40,28.0,19.61,5.32,14.29,2.259,0.19,2.07,1.3,25.72,87.13,53.0
1192,基隆市,2013/11/09,基隆,0.5,0.22,-,21.1,25,15,8.0,5.14,1.52,3.62,1.814,0.04,1.77,2.07,26.59,77.85,22.0
1193,基隆市,2013/11/08,基隆,0.8,0.39,-,28.2,34,23,15.0,12.18,2.85,9.34,2.186,0.125,2.06,1.79,25.07,81.05,50.0
1194,基隆市,2013/11/07,基隆,1.3,0.4,-,56.4,72,43,33.0,7.37,0.96,6.41,1.948,0.067,1.88,1.74,23.41,84.15,63.0
1195,基隆市,2013/11/06,基隆,4.5,0.59,-,24.0,41,23,17.0,24.36,8.33,16.03,2.602,0.211,2.39,0.89,23.86,96.24,38.0
1196,基隆市,2013/11/05,基隆,0.8,0.38,-,47.4,57,40,29.0,6.14,0.78,5.36,1.923,0.051,1.87,1.74,21.69,93.98,52.0
1197,基隆市,2013/11/04,基隆,0.6,0.36,-,51.9,53,32,23.0,5.0,0.81,4.19,1.879,0.03,1.85,1.92,22.26,91.17,51.0
1198,基隆市,2013/11/03,基隆,2.9,0.42,-,22.1,48,22,13.0,20.15,10.27,9.87,2.071,0.145,1.93,1.09,24.43,93.97,42.0
1199,基隆市,2013/11/02,基隆,4.9,0.41,-,8.6,11,20,13.0,21.25,7.59,13.67,2.097,0.16,1.94,1.14,25.94,86.66,20.0
1200,基隆市,2013/11/01,基隆,1.3,0.21,-,34.4,46,10,5.0,5.61,1.72,3.87,1.848,0.042,1.81,2.61,24.79,95.41,40.0
1201,新竹市,2013/11/30,新竹,3.7,0.51,-,29.1,58,46,33.0,28.0,3.74,24.26,1.961,0.23,1.73,1.31,15.99,61.71,64.0
1202,新竹市,2013/11/29,新竹,8.0,0.38,-,33.2,48,57,33.0,20.04,2.31,17.72,1.807,0.153,1.65,3.48,13.75,58.37,54.0
1203,新竹市,2013/11/28,新竹,5.4,0.38,-,26.9,29,58,37.0,19.62,2.44,17.18,1.757,0.142,1.62,3.82,14.02,74.43,54.0
1204,新竹市,2013/11/27,新竹,3.0,0.44,-,34.2,58,111,48.0,20.01,2.85,17.15,1.888,0.18,1.71,2.47,19.2,81.17,80.0
1205,新竹市,2013/11/26,新竹,4.7,0.48,-,26.2,39,110,43.0,24.47,5.16,19.31,1.887,0.196,1.69,2.35,19.92,63.08,80.0
1206,新竹市,2013/11/25,新竹,4.3,0.44,-,31.8,39,73,32.0,17.34,2.3,15.05,1.799,0.145,1.66,3.28,17.94,80.06,62.0
1207,新竹市,2013/11/24,新竹,3.1,0.52,-,32.0,62,65,51.0,23.78,3.74,20.05,1.953,0.257,1.7,1.34,21.25,81.41,63.0
1208,新竹市,2013/11/23,新竹,4.7,0.94,-,24.1,54,50,38.0,47.24,15.15,32.1,2.244,0.413,1.83,1.09,22.2,67.94,66.0
1209,新竹市,2013/11/22,新竹,4.1,0.37,-,24.8,33,30,22.0,21.88,2.39,19.49,1.826,0.168,1.66,2.18,21.11,74.8,31.0
1210,新竹市,2013/11/21,新竹,3.3,0.41,-,24.1,42,43,32.0,23.24,3.38,19.86,1.872,0.203,1.67,1.69,20.96,66.96,45.0
1211,新竹市,2013/11/20,新竹,5.5,0.54,-,40.8,66,74,52.0,25.08,2.3,22.79,1.991,0.271,1.72,1.45,19.35,62.91,72.0
1212,新竹市,2013/11/19,新竹,9.8,0.44,-,42.9,57,70,41.0,18.57,1.28,17.29,1.859,0.162,1.7,3.18,18.2,53.52,60.0
1213,新竹市,2013/11/18,新竹,6.7,0.38,-,47.9,59,108,41.0,15.43,1.31,14.11,1.787,0.125,1.66,3.99,18.02,53.7,79.0
1214,新竹市,2013/11/17,新竹,6.3,0.43,-,58.6,71,122,58.0,14.81,1.3,13.5,1.794,0.12,1.67,3.72,19.89,54.32,86.0
1215,新竹市,2013/11/16,新竹,4.5,0.52,-,41.9,47,91,69.0,18.51,1.02,17.49,1.845,0.16,1.69,2.82,20.33,82.67,70.0
1216,新竹市,2013/11/15,新竹,4.0,0.45,-,31.9,37,60,44.0,16.4,1.73,14.67,1.769,0.15,1.62,3.77,21.52,80.59,55.0
1217,新竹市,2013/11/14,新竹,4.3,0.29,-,32.1,42,26,18.0,16.2,2.16,14.03,1.721,0.13,1.59,2.51,23.41,79.82,41.0
1218,新竹市,2013/11/13,新竹,3.6,0.33,-,26.5,35,19,14.0,16.77,2.04,14.73,1.768,0.132,1.64,3.29,22.04,77.46,32.0
1219,新竹市,2013/11/12,新竹,2.5,0.34,-,28.7,38,19,15.0,17.98,2.01,15.97,1.791,0.143,1.65,3.15,22.19,76.15,35.0
1220,新竹市,2013/11/11,新竹,3.5,0.36,-,35.9,38,26,19.0,13.46,1.43,12.03,1.743,0.103,1.64,3.88,23.04,78.93,35.0
1221,新竹市,2013/11/10,新竹,5.0,0.46,-,34.6,44,81,57.0,18.89,1.81,17.09,1.852,0.157,1.7,1.64,25.29,84.49,66.0
1222,新竹市,2013/11/09,新竹,4.4,0.7,-,37.6,65,82,56.0,27.81,4.48,23.33,2.043,0.255,1.79,1.34,24.21,82.11,66.0
1223,新竹市,2013/11/08,新竹,3.2,0.61,-,38.0,61,46,35.0,24.92,3.05,21.86,1.955,0.258,1.7,1.43,26.39,67.1,70.0
1224,新竹市,2013/11/07,新竹,3.7,0.4,-,40.1,48,37,29.0,15.66,1.7,13.96,1.844,0.136,1.71,3.05,24.36,75.47,44.0
1225,新竹市,2013/11/06,新竹,3.9,0.54,-,21.2,34,39,30.0,26.46,5.64,20.82,2.006,0.229,1.78,1.64,23.08,88.1,39.0
1226,新竹市,2013/11/05,新竹,3.7,0.47,-,39.8,54,33,28.0,15.18,1.09,14.09,1.866,0.147,1.72,3.42,22.75,80.24,48.0
1227,新竹市,2013/11/04,新竹,1.8,0.38,-,45.7,48,31,23.0,11.88,2.19,9.69,1.81,0.101,1.71,4.81,22.56,82.02,44.0
1228,新竹市,2013/11/03,新竹,2.5,0.28,-,30.2,45,25,13.0,10.34,1.39,8.95,1.755,0.069,1.69,2.55,23.65,91.67,43.0
1229,新竹市,2013/11/02,新竹,2.5,0.38,-,15.4,25,38,22.0,18.49,3.34,15.15,1.939,0.154,1.79,1.06,24.8,90.01,38.0
1230,新竹市,2013/11/01,新竹,4.4,0.27,-,28.3,35,21,13.0,16.54,2.06,14.48,1.858,0.156,1.7,3.33,25.4,83.21,38.0
1231,嘉義市,2013/11/30,嘉義,4.1,0.61,-,31.0,67,96,65.0,30.41,7.14,23.24,2.313,0.291,2.02,1.2,16.63,63.3,73.0
1232,嘉義市,2013/11/29,嘉義,5.5,0.46,-,30.9,49,93,44.0,23.1,2.11,20.98,2.076,0.2,1.88,3.15,15.36,48.08,72.0
1233,嘉義市,2013/11/28,嘉義,4.9,0.46,-,18.8,24,62,36.0,22.61,3.08,19.53,2.045,0.184,1.86,3.44,16.03,69.91,56.0
1234,嘉義市,2013/11/27,嘉義,4.8,0.59,-,33.1,51,140,61.0,21.73,2.1,19.63,2.126,0.21,1.92,3.19,21.05,72.98,95.0
1235,嘉義市,2013/11/26,嘉義,4.3,0.75,-,30.4,61,101,45.0,32.94,8.04,24.9,2.329,0.316,2.01,1.49,20.89,72.07,76.0
1236,嘉義市,2013/11/25,嘉義,3.5,0.7,-,26.5,37,60,36.0,23.81,3.31,20.51,2.16,0.211,1.95,3.44,20.14,78.6,55.0
1237,嘉義市,2013/11/24,嘉義,3.3,0.58,-,36.0,72,115,87.0,22.64,2.06,20.59,2.218,0.223,2.0,1.63,22.51,73.23,82.0
1238,嘉義市,2013/11/23,嘉義,2.5,0.62,-,23.4,57,78,50.0,31.21,7.42,23.79,2.293,0.296,2.0,1.24,21.81,70.43,64.0
