序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
1,臺北市,2001/10/31,松山,2.9,1.12,14.3,-,36,-,58.14,28.23,29.92,-,-,-,23.54,-,-,36.0,-
2,臺北市,2001/10/31,古亭,3.5,1.17,14.5,-,27,20,62.5,30.36,32.14,2.609,0.54,2.07,24.1,-,-,27.0,-
3,臺北市,2001/10/31,中山,2.3,1.15,15.3,-,37,-,59.83,27.57,32.26,2.596,0.51,2.09,24.48,-,-,37.0,-
4,臺北市,2001/10/31,大同,7.0,3.75,-,-,83,-,193.87,143.87,50.0,4.205,1.8,2.41,25.18,-,-,67.0,-
5,臺北市,2001/10/31,萬華,4.8,1.14,15.1,-,46,-,45.49,15.75,29.74,-,-,-,24.94,-,-,46.0,-
6,臺北市,2001/10/31,陽明,0.7,0.32,42.8,-,13,-,1.6,0.04,1.56,-,-,-,18.77,-,94.0,40.0,-
7,臺北市,2001/10/31,士林,1.0,0.91,18.0,-,32,-,37.34,12.85,24.49,-,-,-,23.81,-,-,32.0,-
8,臺北市,2001/10/30,松山,3.5,0.85,16.6,-,48,-,50.72,15.35,35.37,-,-,-,20.67,-,-,48.0,-
9,臺北市,2001/10/30,古亭,2.3,0.79,21.5,-,36,29,39.01,10.84,28.17,2.389,0.37,2.02,20.82,-,-,36.0,-
10,臺北市,2001/10/30,中山,4.6,0.82,21.7,-,52,-,40.8,10.19,30.6,2.247,0.2,2.04,21.55,-,-,51.0,-
11,臺北市,2001/10/30,大同,7.8,2.75,-,-,69,-,152.24,102.36,49.87,3.677,1.42,2.25,22.34,-,-,60.0,-
