序號,縣市,監測日期,測站,二氧化硫
SO2
(ppb),一氧化碳
CO
(ppm),二氧化碳
CO2
(ppm),臭氧
O3
(ppb),"懸浮微粒
PM 10 
(μg/m 3 )","細懸浮微粒
PM 2.5 
(μg/m 3 )",氮氧化物
NOx
(ppb),一氧化氮
NO
(ppb),二氧化氮
NO2
(ppb),風速
WIND_SPEED
(m/sec),溫度
AMB_TEMP
25,臺北市,2014/06/29,陽明,2.1,0.11,406.15,26.2,17,-,4.89,1.5,3.4,-,24.11,90.06
26,臺北市,2014/06/29,士林,-,-,-,-,-,24,-,-,-,-,-,-
27,臺北市,2014/06/29,士林,3.8,0.3,-,26,38,-,14.55,2.23,12.32,1.74,29.97,74.74
28,臺北市,2014/06/28,松山,-,-,-,-,-,30,-,-,-,-,-,-
29,臺北市,2014/06/28,松山,6.5,0.57,436.4,30.7,56,-,26.67,3.86,22.81,1.49,29.61,76.36
30,臺北市,2014/06/28,古亭,-,-,-,-,-,29,-,-,-,-,-,-
31,臺北市,2014/06/28,古亭,6.5,0.65,-,26.3,60,-,30.8,5.22,25.58,1.66,30.13,76.13
32,臺北市,2014/06/28,中山,-,-,-,-,-,31,-,-,-,-,-,-
33,臺北市,2014/06/28,中山,7.2,0.78,-,29.3,80,-,40.72,9.6,31.12,1.55,30.56,74.86
34,臺北市,2014/06/28,大同,-,-,-,-,-,25,-,-,-,-,-,-
35,臺北市,2014/06/28,大同,6.5,1.32,-,-,71,-,60.97,23.34,37.63,-,-,-
36,臺北市,2014/06/28,萬華,-,-,-,-,-,34,-,-,-,-,-,-
37,臺北市,2014/06/28,萬華,5.4,0.67,-,29.4,57,-,33.95,5.21,28.74,1.38,30.55,75.1
38,臺北市,2014/06/28,陽明,-,-,-,-,-,24,-,-,-,-,-,-
39,臺北市,2014/06/28,陽明,2.5,0.17,408.16,42,31,-,6.36,1.15,5.21,-,23.88,93.78
40,臺北市,2014/06/28,士林,-,-,-,-,-,27,-,-,-,-,-,-
41,臺北市,2014/06/28,士林,3.8,0.45,-,35,50,-,18.89,2.61,16.28,1.61,30.49,73.05
42,臺北市,2014/06/27,松山,-,-,-,-,-,25,-,-,-,-,-,-
43,臺北市,2014/06/27,松山,5.6,0.62,432.94,25.7,45,-,30.45,8.1,22.35,1.49,30.33,71.16
44,臺北市,2014/06/27,古亭,-,-,-,-,-,22,-,-,-,-,-,-
45,臺北市,2014/06/27,古亭,4.4,0.57,-,24,46,-,28,5.23,22.76,1.65,30.63,71.64
46,臺北市,2014/06/27,中山,-,-,-,-,-,21,-,-,-,-,-,-
47,臺北市,2014/06/27,中山,4.5,0.77,-,17.8,62,-,36.19,10.2,25.99,1.89,30.94,71.69
48,臺北市,2014/06/27,大同,-,-,-,-,-,17,-,-,-,-,-,-
49,臺北市,2014/06/27,大同,4.4,1.6,-,-,64,-,65.62,32.43,33.19,-,-,-
50,臺北市,2014/06/27,萬華,-,-,-,-,-,22,-,-,-,-,-,-
51,臺北市,2014/06/27,萬華,4.3,0.68,-,22.7,46,-,30.72,7.24,23.47,1.44,31.07,71.57
52,臺北市,2014/06/27,陽明,-,-,-,-,-,17,-,-,-,-,-,-
53,臺北市,2014/06/27,陽明,1.7,0.1,402.51,36.7,23,-,5.39,1.41,3.99,-,24.41,89.44
54,臺北市,2014/06/27,士林,-,-,-,-,-,17,-,-,-,-,-,-
55,臺北市,2014/06/27,士林,2.9,0.44,-,14.9,33,-,20.33,4.23,16.1,1.85,30.05,74.78
56,臺北市,2014/06/26,松山,-,-,-,-,-,17,-,-,-,-,-,-
57,臺北市,2014/06/26,松山,4.7,0.67,434.01,15.4,40,-,38.08,14.88,23.2,1.55,29.79,73.42
58,臺北市,2014/06/26,古亭,-,-,-,-,-,14,-,-,-,-,-,-
59,臺北市,2014/06/26,古亭,2.6,0.59,-,17.6,41,-,28.61,8.59,20.02,1.89,30.4,72.46
60,臺北市,2014/06/26,中山,-,-,-,-,-,19,-,-,-,-,-,-
61,臺北市,2014/06/26,中山,4.2,0.88,-,14.3,58,-,45.97,17.52,28.45,1.51,30.85,70.89
62,臺北市,2014/06/26,大同,-,-,-,-,-,13,-,-,-,-,-,-
63,臺北市,2014/06/26,大同,4.4,2.02,-,-,58,-,80.08,45.96,34.13,-,-,-
64,臺北市,2014/06/26,萬華,-,-,-,-,-,17,-,-,-,-,-,-
65,臺北市,2014/06/26,萬華,3.7,0.73,-,18.4,28,-,32.79,10,22.78,1.44,30.95,70.46
66,臺北市,2014/06/26,陽明,-,-,-,-,-,12,-,-,-,-,-,-
67,臺北市,2014/06/26,陽明,1.7,0.14,401.46,27.5,19,-,6.51,0.97,5.55,-,23.8,92.32
68,臺北市,2014/06/26,士林,-,-,-,-,-,16,-,-,-,-,-,-
69,臺北市,2014/06/26,士林,2.4,0.44,-,17.9,43,-,22.75,5.98,16.77,1.91,30.11,73.02
70,臺北市,2014/06/25,松山,-,-,-,-,-,19,-,-,-,-,-,-
71,臺北市,2014/06/25,松山,2.5,0.67,449.36,9.4,33,-,39.78,16.32,23.46,1.35,28.21,82.1
72,臺北市,2014/06/25,古亭,-,-,-,-,-,12,-,-,-,-,-,-
73,臺北市,2014/06/25,古亭,2.2,0.7,-,11.7,37,-,34.12,11.94,22.18,1.36,28.33,87.41
74,臺北市,2014/06/25,中山,-,-,-,-,-,15,-,-,-,-,-,-
75,臺北市,2014/06/25,中山,2.8,0.89,-,11.8,53,-,48.01,19.21,28.8,1.68,28.88,81.91
76,臺北市,2014/06/25,大同,-,-,-,-,-,11,-,-,-,-,-,-
77,臺北市,2014/06/25,大同,4,2.08,-,-,52,-,95.46,60.72,34.74,-,-,-
78,臺北市,2014/06/25,萬華,-,-,-,-,-,15,-,-,-,-,-,-
79,臺北市,2014/06/25,萬華,1.9,0.74,-,12.4,30,-,38.22,12.31,25.9,1.34,28.8,82.6
80,臺北市,2014/06/25,陽明,-,-,-,-,-,13,-,-,-,-,-,-
81,臺北市,2014/06/25,陽明,5,0.14,397.17,23.2,20,-,6.09,0.95,5.12,-,23.04,96.86
82,臺北市,2014/06/25,士林,-,-,-,-,-,16,-,-,-,-,-,-
83,臺北市,2014/06/25,士林,2.6,0.49,-,17.2,29,-,24.12,4.46,19.67,1.62,28.76,80.01
84,臺北市,2014/06/24,松山,-,-,-,-,-,10,-,-,-,-,-,-
85,臺北市,2014/06/24,松山,2.9,0.6,460.73,12.9,26,-,36.44,12.36,24.08,1.55,27.7,80.7
86,臺北市,2014/06/24,古亭,-,-,-,-,-,9,-,-,-,-,-,-
87,臺北市,2014/06/24,古亭,2.2,0.65,-,12.1,38,-,32.58,10.38,22.2,1.45,27.96,84.76
88,臺北市,2014/06/24,中山,-,-,-,-,-,12,-,-,-,-,-,-
89,臺北市,2014/06/24,中山,3.3,0.89,-,9.4,48,-,48.83,18.76,30.07,1.38,28.54,79.68
90,臺北市,2014/06/24,大同,-,-,-,-,-,7,-,-,-,-,-,-
91,臺北市,2014/06/24,大同,3.3,1.44,-,-,43,-,62.03,32.77,29.26,-,-,-
92,臺北市,2014/06/24,萬華,-,-,-,-,-,12,-,-,-,-,-,-
93,臺北市,2014/06/24,萬華,2.5,0.65,-,13.1,30,-,32.25,8.47,23.78,1.4,28.47,80.13
94,臺北市,2014/06/24,陽明,-,-,-,-,-,7,-,-,-,-,-,-
95,臺北市,2014/06/24,陽明,1.1,0.1,392.88,25.4,13,-,3.55,0.96,2.59,-,21.94,98.88
96,臺北市,2014/06/24,士林,-,-,-,-,-,9,-,-,-,-,-,-
97,臺北市,2014/06/24,士林,1.9,0.31,-,21.8,27,-,15.58,3.18,12.39,2.12,28.3,78.36
98,臺北市,2014/06/23,松山,-,-,-,-,-,12,-,-,-,-,-,-
99,臺北市,2014/06/23,松山,1.4,0.6,470.5,15,29,-,35.01,11.58,23.43,1.36,27.92,82.57
100,臺北市,2014/06/23,古亭,-,-,-,-,-,11,-,-,-,-,-,-
101,臺北市,2014/06/23,古亭,2.3,0.61,-,15.3,31,-,28.87,8.09,20.78,1.29,28.21,86.7
102,臺北市,2014/06/23,中山,-,-,-,-,-,13,-,-,-,-,-,-
103,臺北市,2014/06/23,中山,1.9,0.8,-,11.4,49,-,41.45,15.43,26.03,1.56,28.8,81.45
104,臺北市,2014/06/23,大同,-,-,-,-,-,10,-,-,-,-,-,-
105,臺北市,2014/06/23,大同,3.4,1.83,-,-,53,-,71.32,40.87,30.44,-,-,-
106,臺北市,2014/06/23,萬華,-,-,-,-,-,13,-,-,-,-,-,-
107,臺北市,2014/06/23,萬華,2.3,0.61,-,15.5,26,-,28.01,6.62,21.39,1.35,28.86,80.9
108,臺北市,2014/06/23,陽明,-,-,-,-,-,9,-,-,-,-,-,-
109,臺北市,2014/06/23,陽明,1.7,0.14,397.47,24.3,14,-,6.75,2.23,4.51,-,22.7,97.69
110,臺北市,2014/06/23,士林,-,-,-,-,-,12,-,-,-,-,-,-
111,臺北市,2014/06/23,士林,2.2,0.43,-,16.5,28,-,20.8,4.58,16.22,2.01,28.4,81.48
112,臺北市,2014/06/22,松山,-,-,-,-,-,18,-,-,-,-,-,-
113,臺北市,2014/06/22,松山,2.8,0.54,473.12,20.4,34,-,26.58,6.37,20.21,1.2,28.31,82.5
114,臺北市,2014/06/22,古亭,-,-,-,-,-,19,-,-,-,-,-,-
115,臺北市,2014/06/22,古亭,3,0.65,-,16.5,44,-,31.7,8.45,23.24,1.28,28.7,85.79
116,臺北市,2014/06/22,中山,-,-,-,-,-,17,-,-,-,-,-,-
117,臺北市,2014/06/22,中山,3.2,0.69,-,15.3,58,-,36.62,8.79,27.83,1.31,28.83,83.43
118,臺北市,2014/06/22,大同,-,-,-,-,-,15,-,-,-,-,-,-
119,臺北市,2014/06/22,大同,4,1.3,-,-,53,-,70.25,37.85,32.41,-,-,-
120,臺北市,2014/06/22,萬華,-,-,-,-,-,18,-,-,-,-,-,-
121,臺北市,2014/06/22,萬華,3.7,0.71,-,14.8,32,-,38.12,9.12,29,1.24,28.93,83.23
122,臺北市,2014/06/22,陽明,-,-,-,-,-,10,-,-,-,-,-,-
123,臺北市,2014/06/22,陽明,1.9,0.14,401.97,28.5,16,-,6.36,1.81,4.56,-,23.31,96.67
124,臺北市,2014/06/22,士林,-,-,-,-,-,17,-,-,-,-,-,-
125,臺北市,2014/06/22,士林,3.8,0.47,-,18.2,37,-,22.65,4.28,18.37,1.51,28.27,83.29
126,臺北市,2014/06/21,松山,-,-,-,-,-,23,-,-,-,-,-,-
127,臺北市,2014/06/21,松山,3,0.64,477.46,27.8,35,-,31.68,8.32,23.36,1.17,28.61,79.89
128,臺北市,2014/06/21,古亭,-,-,-,-,-,22,-,-,-,-,-,-
129,臺北市,2014/06/21,古亭,3,0.64,-,24.3,56,-,36.32,11.01,25.3,1.41,28.99,80.61
130,臺北市,2014/06/21,中山,-,-,-,-,-,21,-,-,-,-,-,-
131,臺北市,2014/06/21,中山,3.1,0.78,-,20.7,59,-,40.84,11.51,29.33,1.53,29.36,79.05
132,臺北市,2014/06/21,大同,-,-,-,-,-,17,-,-,-,-,-,-
133,臺北市,2014/06/21,大同,4.1,1.51,-,-,58,-,69.79,35.91,33.88,-,-,-
134,臺北市,2014/06/21,萬華,-,-,-,-,-,21,-,-,-,-,-,-
135,臺北市,2014/06/21,萬華,4.8,0.64,-,22.7,35,-,31.78,6.42,25.35,1.27,29.39,78.88
136,臺北市,2014/06/21,陽明,-,-,-,-,-,14,-,-,-,-,-,-
137,臺北市,2014/06/21,陽明,2,0.17,405.5,35,19,-,6.24,1.73,4.51,-,23.35,95.71
138,臺北市,2014/06/21,士林,-,-,-,-,-,17,-,-,-,-,-,-
139,臺北市,2014/06/21,士林,2.2,0.53,-,23.5,36,-,24.67,6.11,18.56,1.28,28.7,80.63
140,臺北市,2014/06/20,松山,-,-,-,-,-,22,-,-,-,-,-,-
141,臺北市,2014/06/20,松山,3.4,0.66,476.16,16.2,38,-,36.76,12.22,24.54,1.26,28.09,82.36
142,臺北市,2014/06/20,古亭,-,-,-,-,-,20,-,-,-,-,-,-
143,臺北市,2014/06/20,古亭,2.9,0.68,-,16,48,-,33.63,9.76,23.86,1.27,28.4,84.78
144,臺北市,2014/06/20,中山,-,-,-,-,-,21,-,-,-,-,-,-
145,臺北市,2014/06/20,中山,4.6,0.96,-,11.8,62,-,57.12,24.01,33.12,1.3,28.87,81.95
146,臺北市,2014/06/20,大同,-,-,-,-,-,20,-,-,-,-,-,-
147,臺北市,2014/06/20,大同,5.7,2.06,-,-,60,-,102.77,65.38,37.39,-,-,-
148,臺北市,2014/06/20,萬華,-,-,-,-,-,24,-,-,-,-,-,-
149,臺北市,2014/06/20,萬華,3.7,0.79,-,13.8,37,-,42.11,12.51,29.6,1.33,29,81.16
150,臺北市,2014/06/20,陽明,-,-,-,-,-,16,-,-,-,-,-,-
151,臺北市,2014/06/20,陽明,2.3,0.18,407.3,24.4,21,-,7.38,1.88,5.47,-,23.21,95.28
152,臺北市,2014/06/20,士林,-,-,-,-,-,17,-,-,-,-,-,-
153,臺北市,2014/06/20,士林,3.4,0.42,-,19.4,26,-,20.79,4.62,16.17,1.47,28.64,80.14
154,臺北市,2014/06/19,松山,-,-,-,-,-,17,-,-,-,-,-,-
155,臺北市,2014/06/19,松山,3.7,0.52,463.24,15.6,33,-,29.08,8.36,20.72,1.47,28.8,77.74
156,臺北市,2014/06/19,古亭,-,-,-,-,-,14,-,-,-,-,-,-
157,臺北市,2014/06/19,古亭,2.5,0.65,-,15.2,39,-,30.11,9.06,21.06,1.41,29.22,78.75
158,臺北市,2014/06/19,中山,-,-,-,-,-,15,-,-,-,-,-,-
159,臺北市,2014/06/19,中山,3.9,0.85,-,10.2,58,-,48.95,20.14,28.81,1.57,29.5,77.95
160,臺北市,2014/06/19,大同,-,-,-,-,-,13,-,-,-,-,-,-
161,臺北市,2014/06/19,大同,4.6,1.4,-,-,54,-,73.48,41.63,31.84,-,-,-
162,臺北市,2014/06/19,萬華,-,-,-,-,-,14,-,-,-,-,-,-
163,臺北市,2014/06/19,萬華,2.6,0.68,-,10.8,30,-,36.3,11.3,25,1.41,29.62,77.34
164,臺北市,2014/06/19,陽明,-,-,-,-,-,13,-,-,-,-,-,-
165,臺北市,2014/06/19,陽明,2,0.14,406.54,26.7,18,-,7.48,2.47,5.01,-,23.18,94.36
166,臺北市,2014/06/19,士林,-,-,-,-,-,14,-,-,-,-,-,-
167,臺北市,2014/06/19,士林,3.1,0.41,-,15.6,29,-,18.95,4.29,14.66,1.93,28.99,77.5
168,臺北市,2014/06/18,松山,-,-,-,-,-,15,-,-,-,-,-,-
169,臺北市,2014/06/18,松山,1.3,0.46,453.43,20.9,31,-,26.84,8.58,18.26,1.96,30.16,68.13
170,臺北市,2014/06/18,古亭,-,-,-,-,-,13,-,-,-,-,-,-
171,臺北市,2014/06/18,古亭,3.1,0.47,-,19.3,36,-,23.53,5.54,17.99,2.06,30.4,68.74
172,臺北市,2014/06/18,中山,-,-,-,-,-,14,-,-,-,-,-,-
173,臺北市,2014/06/18,中山,3,0.69,-,17,46,-,35.8,11.96,23.84,2.16,30.79,67.98
174,臺北市,2014/06/18,大同,-,-,-,-,-,12,-,-,-,-,-,-
175,臺北市,2014/06/18,大同,3.7,1.58,-,-,47,-,62.38,34.44,27.94,-,-,-
176,臺北市,2014/06/18,萬華,-,-,-,-,-,17,-,-,-,-,-,-
177,臺北市,2014/06/18,萬華,2.6,0.51,-,20.5,28,-,26.59,6.31,20.27,1.87,30.83,68.11
178,臺北市,2014/06/18,陽明,-,-,-,-,-,10,-,-,-,-,-,-
179,臺北市,2014/06/18,陽明,2,0.14,402.96,25.6,16,-,6.59,2.16,4.43,-,23.38,92.74
180,臺北市,2014/06/18,士林,-,-,-,-,-,15,-,-,-,-,-,-
181,臺北市,2014/06/18,士林,3.4,0.31,-,23.4,25,-,14.83,2.3,12.52,2.49,30.08,69.59
182,臺北市,2014/06/17,松山,-,-,-,-,-,13,-,-,-,-,-,-
183,臺北市,2014/06/17,松山,2.1,0.64,466.23,18.3,34,-,36.42,15.28,21.14,2.23,30.77,64.67
184,臺北市,2014/06/17,古亭,-,-,-,-,-,10,-,-,-,-,-,-
185,臺北市,2014/06/17,古亭,2.2,0.52,-,18.1,37,-,22.69,6.05,16.64,2.34,30.38,68.74
186,臺北市,2014/06/17,中山,-,-,-,-,-,13,-,-,-,-,-,-
187,臺北市,2014/06/17,中山,2.8,0.98,-,13.5,58,-,42.67,18.67,23.99,2.04,31.09,66.49
188,臺北市,2014/06/17,大同,-,-,-,-,-,11,-,-,-,-,-,-
189,臺北市,2014/06/17,大同,3.4,1.82,-,-,52,-,58.63,33.56,25.07,-,-,-
190,臺北市,2014/06/17,萬華,-,-,-,-,-,15,-,-,-,-,-,-
191,臺北市,2014/06/17,萬華,1.9,0.55,-,20.8,29,-,21.12,5,16.12,2.13,30.71,68.13
192,臺北市,2014/06/17,陽明,-,-,-,-,-,9,-,-,-,-,-,-
193,臺北市,2014/06/17,陽明,1.6,0.15,402.45,29,15,-,4.89,1.64,3.26,-,23.54,90.85
194,臺北市,2014/06/17,士林,-,-,-,-,-,11,-,-,-,-,-,-
195,臺北市,2014/06/17,士林,2.4,0.38,-,20,24,-,18.3,4.32,13.98,2.71,29.75,69.67
196,臺北市,2014/06/16,松山,-,-,-,-,-,17,-,-,-,-,-,-
197,臺北市,2014/06/16,松山,1.8,0.6,456.11,15.3,30,-,30.1,9,21.09,1.27,28.14,77.56
198,臺北市,2014/06/16,古亭,-,-,-,-,-,15,-,-,-,-,-,-
199,臺北市,2014/06/16,古亭,2.2,0.64,-,15.6,34,-,29,7.89,21.11,1.32,28.57,77.92
200,臺北市,2014/06/16,中山,-,-,-,-,-,15,-,-,-,-,-,-
201,臺北市,2014/06/16,中山,4.7,0.85,-,14.3,54,-,44.62,15.87,28.76,1.2,28.87,77.94
202,臺北市,2014/06/16,大同,-,-,-,-,-,12,-,-,-,-,-,-
203,臺北市,2014/06/16,大同,4.1,1.81,-,-,47,-,78.56,44.88,33.68,-,-,-
204,臺北市,2014/06/16,萬華,-,-,-,-,-,18,-,-,-,-,-,-
205,臺北市,2014/06/16,萬華,3,0.76,-,16.7,27,-,33.88,8.27,25.61,1.14,28.95,76.78
206,臺北市,2014/06/16,陽明,-,-,-,-,-,8,-,-,-,-,-,-
207,臺北市,2014/06/16,陽明,1.4,0.16,401.98,31.4,11,-,2.66,1.41,1.25,-,22.7,93.87
208,臺北市,2014/06/16,士林,-,-,-,-,-,17,-,-,-,-,-,-
209,臺北市,2014/06/16,士林,3.3,0.5,-,21.9,28,-,23.02,3.62,19.4,1.32,27.96,79.91
210,臺北市,2014/06/15,松山,-,-,-,-,-,21,-,-,-,-,-,-
211,臺北市,2014/06/15,松山,2.8,0.62,439.19,16.3,33,-,30.71,9.55,21.16,1.48,28.1,78.69
212,臺北市,2014/06/15,古亭,-,-,-,-,-,21,-,-,-,-,-,-
213,臺北市,2014/06/15,古亭,2.5,0.59,-,13.9,39,-,29.83,6.92,22.91,1.17,28.34,81.21
214,臺北市,2014/06/15,中山,-,-,-,-,-,22,-,-,-,-,-,-
215,臺北市,2014/06/15,中山,2.8,0.79,-,12.3,66,-,41.34,14.14,27.2,1.32,28.52,81.01
216,臺北市,2014/06/15,大同,-,-,-,-,-,19,-,-,-,-,-,-
217,臺北市,2014/06/15,大同,4,1.32,-,-,56,-,55.85,26.36,29.49,-,-,-
218,臺北市,2014/06/15,萬華,-,-,-,-,-,27,-,-,-,-,-,-
219,臺北市,2014/06/15,萬華,3.3,0.8,-,12.5,39,-,37.86,12.16,25.69,1.1,28.44,81.73
220,臺北市,2014/06/15,陽明,-,-,-,-,-,9,-,-,-,-,-,-
221,臺北市,2014/06/15,陽明,1.9,0.19,408.53,28.1,12,-,4.91,1.26,3.65,-,22.32,96.59
222,臺北市,2014/06/15,士林,-,-,-,-,-,20,-,-,-,-,-,-
223,臺北市,2014/06/15,士林,2.7,0.5,-,18.1,35,-,24.58,5.19,19.4,1.12,27.41,82.16
224,臺北市,2014/06/14,松山,-,-,-,-,-,22,-,-,-,-,-,-
225,臺北市,2014/06/14,松山,2.8,0.44,417.03,42.4,38,-,18.82,4.23,14.6,1.7,28.54,70.6
226,臺北市,2014/06/14,古亭,-,-,-,-,-,25,-,-,-,-,-,-
227,臺北市,2014/06/14,古亭,3.3,0.54,-,40.4,54,-,22.3,3.2,19.1,1.93,28.84,71.85
228,臺北市,2014/06/14,中山,-,-,-,-,-,20,-,-,-,-,-,-
229,臺北市,2014/06/14,中山,4.1,0.62,-,34.8,61,-,30.21,6.41,23.8,2.11,29.22,71.19
230,臺北市,2014/06/14,大同,-,-,-,-,-,17,-,-,-,-,-,-
231,臺北市,2014/06/14,大同,4.2,1.3,-,-,55,-,59.22,26.72,32.5,-,-,-
232,臺北市,2014/06/14,萬華,-,-,-,-,-,26,-,-,-,-,-,-
233,臺北市,2014/06/14,萬華,3.9,0.61,-,39.7,38,-,27.82,4.32,23.5,2.1,29,72.58
234,臺北市,2014/06/14,陽明,-,-,-,-,-,14,-,-,-,-,-,-
235,臺北市,2014/06/14,陽明,2.2,0.23,401.71,47.9,17,-,5.38,1.35,4.03,-,22.74,94.64
236,臺北市,2014/06/14,士林,-,-,-,-,-,23,-,-,-,-,-,-
237,臺北市,2014/06/14,士林,2.8,0.37,-,44.4,37,-,16.82,2.43,14.39,1.96,28.39,71.75
238,臺北市,2014/06/13,松山,-,-,-,-,-,34,-,-,-,-,-,-
239,臺北市,2014/06/13,松山,1.8,0.41,417.31,40.8,57,-,17.74,3.43,14.31,2.29,27.22,66.25
240,臺北市,2014/06/13,古亭,-,-,-,-,-,30,-,-,-,-,-,-
241,臺北市,2014/06/13,古亭,1.8,0.37,-,41.1,59,-,16.33,2.47,13.86,3.55,27.77,63.06
242,臺北市,2014/06/13,中山,-,-,-,-,-,32,-,-,-,-,-,-
243,臺北市,2014/06/13,中山,2,0.57,-,34,80,-,29.08,5.89,23.19,3.03,27.69,68.3
244,臺北市,2014/06/13,大同,-,-,-,-,-,26,-,-,-,-,-,-
245,臺北市,2014/06/13,大同,2.9,1.15,-,-,75,-,67.2,30.73,36.48,-,-,-
246,臺北市,2014/06/13,萬華,-,-,-,-,-,34,-,-,-,-,-,-
247,臺北市,2014/06/13,萬華,2.4,0.46,-,36.4,56,-,26.15,4.49,21.66,3.71,27.49,67.67
248,臺北市,2014/06/13,陽明,-,-,-,-,-,31,-,-,-,-,-,-
249,臺北市,2014/06/13,陽明,1.7,0.19,407.52,57.3,35,-,1.88,0.49,1.36,-,19.89,93.02
250,臺北市,2014/06/13,士林,-,-,-,-,-,30,-,-,-,-,-,-
251,臺北市,2014/06/13,士林,2.9,0.29,-,56,53,-,8.19,1.43,6.76,3.43,26.85,66.45
252,臺北市,2014/06/12,松山,-,-,-,-,-,16,-,-,-,-,-,-
253,臺北市,2014/06/12,松山,0.5,0.31,415.39,28.2,31,-,13.93,3.6,10.33,2.5,26.01,68.77
254,臺北市,2014/06/12,古亭,-,-,-,-,-,17,-,-,-,-,-,-
255,臺北市,2014/06/12,古亭,1.4,0.31,-,26.7,42,-,15.98,4.06,11.92,3.12,26.57,67.31
256,臺北市,2014/06/12,中山,-,-,-,-,-,18,-,-,-,-,-,-
257,臺北市,2014/06/12,中山,2.2,0.51,-,21.3,52,-,30.03,11.05,18.99,2.62,26.4,71.52
258,臺北市,2014/06/12,大同,-,-,-,-,-,10,-,-,-,-,-,-
259,臺北市,2014/06/12,大同,3.8,0.84,-,-,51,-,52.35,28.01,24.34,-,-,-
260,臺北市,2014/06/12,萬華,-,-,-,-,-,17,-,-,-,-,-,-
261,臺北市,2014/06/12,萬華,2.4,0.38,-,21.1,38,-,23.32,5.12,18.2,3.45,26.3,70.29
262,臺北市,2014/06/12,陽明,-,-,-,-,-,12,-,-,-,-,-,-
263,臺北市,2014/06/12,陽明,1.5,0.14,409,39.4,18,-,1.4,0.42,0.87,-,18.73,95.32
264,臺北市,2014/06/12,士林,-,-,-,-,-,17,-,-,-,-,-,-
265,臺北市,2014/06/12,士林,1.6,0.21,-,36.5,25,-,8.29,2.26,6.03,3.03,25.57,68.45
266,臺北市,2014/06/11,松山,-,-,-,-,-,-,-,-,-,-,-,-
267,臺北市,2014/06/11,古亭,-,-,-,-,-,6,-,-,-,-,-,-
268,臺北市,2014/06/11,古亭,1.1,0.43,-,18,22,-,22.39,5.46,16.93,1.87,25.69,86.65
269,臺北市,2014/06/11,中山,-,-,-,-,-,8,-,-,-,-,-,-
270,臺北市,2014/06/11,中山,2,0.58,-,15,34,-,31.3,10.69,20.61,1.66,25.9,84.89
271,臺北市,2014/06/11,大同,-,-,-,-,-,7,-,-,-,-,-,-
272,臺北市,2014/06/11,大同,2.8,1.7,-,-,36,-,72.81,43.14,29.67,-,-,-
273,臺北市,2014/06/11,萬華,-,-,-,-,-,8,-,-,-,-,-,-
