序號,縣市,監測日期,測站,二氧化硫
SO2
(ppb),一氧化碳
CO
(ppm),二氧化碳
CO2
(ppm),臭氧
O3
(ppb),"懸浮微粒
PM 10 
(μg/m 3 )","細懸浮微粒
PM 2.5 
(μg/m 3 )",氮氧化物
NOx
(ppb),一氧化氮
NO
(ppb),二氧化氮
NO2
(ppb),總碳氫化合物
THC
(ppm),非甲烷碳氫化合物
NMHC
(ppm),甲烷
CH4
(ppm),風速
WIND_SPEED
(m/sec),小時風速值
WS_HR
(m/sec),溫度
AMB_TEMP
(℃),降雨強度
RAIN_INT
(㎜),酸雨
PH_RAIN
(pH),相對濕度
RH
28,臺北市,2016/01/30,士林,1.6,0.49,-,21,17,-,22.36,6.08,16.28,-,-,-,1.39,1,16.56,-,-,82.62,-
29,臺北市,2016/01/29,松山,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-
30,臺北市,2016/01/29,松山,3.1,0.69,439.43,7.6,14,-,57.65,27.96,29.69,2.167,0.291,1.876,1.13,0.69,17.46,-,-,90.06,-
31,臺北市,2016/01/29,古亭,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-
32,臺北市,2016/01/29,古亭,2.4,0.74,-,7.8,18,-,53.19,23.18,30,2.277,0.294,1.983,1.48,0.88,17.3,-,-,96.05,-
33,臺北市,2016/01/29,中山,-,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-
34,臺北市,2016/01/29,中山,3.2,1.03,-,5,22,-,72.18,38.02,34.17,2.447,0.44,2.008,1.43,0.8,18.09,-,-,95.78,-
35,臺北市,2016/01/29,大同,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-
36,臺北市,2016/01/29,大同,4.1,1.85,-,-,44,-,123.47,87.91,35.56,2.93,0.707,2.223,-,-,-,-,-,-,-
37,臺北市,2016/01/29,萬華,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-
38,臺北市,2016/01/29,萬華,3.7,0.8,-,6.1,16,-,58.33,26.75,31.59,-,-,-,1.07,0.72,18.38,-,-,90.49,-
39,臺北市,2016/01/29,陽明,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-
40,臺北市,2016/01/29,陽明,0.7,0.16,404.49,35.3,5,-,2.19,0.4,1.69,-,-,-,-,-,10.4,1.91,5.23,99.62,6.4
41,臺北市,2016/01/29,士林,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-
42,臺北市,2016/01/29,士林,2.5,0.71,-,8.1,17,-,52.28,23.84,28.44,-,-,-,1.26,0.76,17.42,-,-,88.9,-
43,臺北市,2016/01/28,松山,-,-,-,-,-,30,-,-,-,-,-,-,-,-,-,-,-,-,-
44,臺北市,2016/01/28,松山,5.2,1.42,464.14,4.1,51,-,108.24,68.45,39.79,2.926,0.681,2.246,1.22,0.92,17.8,-,-,84.62,-
45,臺北市,2016/01/28,古亭,-,-,-,-,-,32,-,-,-,-,-,-,-,-,-,-,-,-,-
46,臺北市,2016/01/28,古亭,5.9,1.42,-,3.6,62,-,96.68,56.23,40.45,3.018,0.71,2.308,1.03,0.76,17.43,-,-,92.63,-
47,臺北市,2016/01/28,中山,-,-,-,-,-,36,-,-,-,-,-,-,-,-,-,-,-,-,-
48,臺北市,2016/01/28,中山,6.8,1.67,-,3.1,68,-,111.11,70.95,40.16,3.007,0.768,2.239,1.35,0.85,18.29,-,-,90.67,-
49,臺北市,2016/01/28,大同,-,-,-,-,-,34,-,-,-,-,-,-,-,-,-,-,-,-,-
50,臺北市,2016/01/28,大同,7.5,2.65,-,-,68,-,144.23,104.83,39.4,3.501,1.073,2.428,-,-,-,-,-,-,-
51,臺北市,2016/01/28,萬華,-,-,-,-,-,33,-,-,-,-,-,-,-,-,-,-,-,-,-
52,臺北市,2016/01/28,萬華,7.1,1.47,-,3.6,59,-,95.16,56.48,38.69,-,-,-,0.92,0.72,18.33,-,-,87.53,-
53,臺北市,2016/01/28,陽明,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-
54,臺北市,2016/01/28,陽明,0.9,0.18,408.25,37,5,-,2.69,0.73,1.95,-,-,-,-,-,13.37,0.78,5.6,93.53,6.6
55,臺北市,2016/01/28,士林,-,-,-,-,-,29,-,-,-,-,-,-,-,-,-,-,-,-,-
56,臺北市,2016/01/28,士林,4.7,1.19,-,7,50,-,79.65,48.55,31.1,-,-,-,1.54,1.16,17.55,-,-,85.61,-
57,臺北市,2016/01/27,松山,2.7,0.79,434.81,21.5,26,-,49.91,25.96,23.94,2.158,0.287,1.871,1.55,0.82,19.28,-,-,63.5,-
58,臺北市,2016/01/27,古亭,-,-,-,-,-,14,-,-,-,-,-,-,-,-,-,-,-,-,-
59,臺北市,2016/01/27,古亭,4.1,0.98,-,11.3,37,-,61.89,28.8,33.09,2.539,0.421,2.118,1.34,0.89,18.27,-,-,72.39,-
60,臺北市,2016/01/27,中山,-,-,-,-,-,19,-,-,-,-,-,-,-,-,-,-,-,-,-
61,臺北市,2016/01/27,中山,3.6,1.17,-,13.5,37,-,71.8,39.2,32.59,2.507,0.486,2.021,1.63,1.36,19.83,-,-,69.18,-
62,臺北市,2016/01/27,大同,-,-,-,-,-,17,-,-,-,-,-,-,-,-,-,-,-,-,-
63,臺北市,2016/01/27,大同,5.6,2.84,-,-,52,-,142.55,102.36,40.19,3.235,1.015,2.22,-,-,-,-,-,-,-
64,臺北市,2016/01/27,萬華,-,-,-,-,-,18,-,-,-,-,-,-,-,-,-,-,-,-,-
65,臺北市,2016/01/27,萬華,5.3,1.03,-,11.6,40,-,64.17,29.29,34.88,-,-,-,1.02,0.77,19.74,-,-,66.17,-
66,臺北市,2016/01/27,陽明,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-
67,臺北市,2016/01/27,陽明,0.9,0.19,409.87,36.7,11,-,3.09,0.66,2.4,-,-,-,-,-,12.61,0,0,89.59,0
68,臺北市,2016/01/27,士林,-,-,-,-,-,12,-,-,-,-,-,-,-,-,-,-,-,-,-
69,臺北市,2016/01/27,士林,2.8,0.62,-,24.6,34,-,34.81,13.98,20.83,-,-,-,2.25,1.89,19.71,-,-,64.47,-
70,臺北市,2016/01/26,松山,1,0.42,428.96,25.6,26,-,26.01,6.71,19.3,1.932,0.122,1.81,1.83,1.23,14.26,-,-,59.73,-
71,臺北市,2016/01/26,古亭,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-
72,臺北市,2016/01/26,古亭,1.6,0.43,-,28.1,26,-,24.12,7.56,16.55,2.019,0.109,1.91,2.59,2.49,14.54,-,-,64.29,-
73,臺北市,2016/01/26,中山,-,-,-,-,-,13,-,-,-,-,-,-,-,-,-,-,-,-,-
74,臺北市,2016/01/26,中山,2.6,0.6,-,21.6,28,-,37.07,11.27,25.82,2.073,0.193,1.88,2.71,2.44,15.26,-,-,64.66,-
75,臺北市,2016/01/26,大同,-,-,-,-,-,13,-,-,-,-,-,-,-,-,-,-,-,-,-
76,臺北市,2016/01/26,大同,3.8,1.34,-,-,49,-,94.04,59.93,34.11,2.501,0.466,2.035,-,-,-,-,-,-,-
77,臺北市,2016/01/26,萬華,-,-,-,-,-,12,-,-,-,-,-,-,-,-,-,-,-,-,-
78,臺北市,2016/01/26,萬華,2.7,0.51,-,21.8,30,-,33.23,9.37,23.86,-,-,-,1.89,1.62,15,-,-,59.22,-
79,臺北市,2016/01/26,陽明,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-
80,臺北市,2016/01/26,陽明,1.8,0.2,406.45,35.7,15,-,3.07,0.97,2.1,-,-,-,-,-,6.42,0,0,88.89,0
81,臺北市,2016/01/26,士林,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-
82,臺北市,2016/01/26,士林,1.9,0.28,-,37.5,22,-,12.14,2.12,10.01,-,-,-,2.87,2.63,15.24,-,-,58.11,-
83,臺北市,2016/01/25,松山,-,-,-,-,-,17,-,-,-,-,-,-,-,-,-,-,-,-,-
84,臺北市,2016/01/25,松山,1.9,0.36,432.04,24.1,35,-,24.67,6.01,18.65,1.896,0.096,1.799,1.3,0.87,7.53,-,-,57.31,-
85,臺北市,2016/01/25,古亭,-,-,-,-,-,13,-,-,-,-,-,-,-,-,-,-,-,-,-
86,臺北市,2016/01/25,古亭,2.5,0.4,-,24.4,41,-,25.41,6.95,18.46,2.011,0.112,1.899,1.89,1.48,7.44,-,-,64.92,-
87,臺北市,2016/01/25,中山,-,-,-,-,-,17,-,-,-,-,-,-,-,-,-,-,-,-,-
88,臺北市,2016/01/25,中山,1.7,0.47,-,22,43,-,35.11,10.27,24.84,1.977,0.146,1.832,1.63,0.96,8.21,-,-,64.46,-
89,臺北市,2016/01/25,大同,-,-,-,-,-,16,-,-,-,-,-,-,-,-,-,-,-,-,-
90,臺北市,2016/01/25,大同,2.9,0.85,-,-,61,-,72.05,44.26,27.79,2.238,0.285,1.953,-,-,-,-,-,-,-
91,臺北市,2016/01/25,萬華,-,-,-,-,-,17,-,-,-,-,-,-,-,-,-,-,-,-,-
92,臺北市,2016/01/25,陽明,-,-,-,-,-,14,-,-,-,-,-,-,-,-,-,-,-,-,-
93,臺北市,2016/01/25,陽明,1.6,0.2,411.15,33.2,23,-,2.66,0.89,1.77,-,-,-,-,-,0.66,0.75,3.6,91.49,17.61
94,臺北市,2016/01/25,士林,-,-,-,-,-,14,-,-,-,-,-,-,-,-,-,-,-,-,-
95,臺北市,2016/01/25,士林,1.6,0.26,-,34.7,35,-,10.34,1.72,8.62,-,-,-,1.69,1.1,7.61,-,-,58.02,-
96,臺北市,2016/01/24,松山,-,-,-,-,-,18,-,-,-,-,-,-,-,-,-,-,-,-,-
97,臺北市,2016/01/24,松山,2.2,0.3,426.08,34.9,44,-,11.4,2.17,9.23,1.836,0.058,1.779,1.61,0.99,5.5,-,-,61.61,-
98,臺北市,2016/01/24,古亭,-,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-,-,-,-
99,臺北市,2016/01/24,古亭,2.2,0.31,-,34.7,38,-,12.08,1.98,10.09,1.967,0.084,1.884,2.04,1.32,5.39,-,-,68.83,-
100,臺北市,2016/01/24,中山,-,-,-,-,-,16,-,-,-,-,-,-,-,-,-,-,-,-,-
101,臺北市,2016/01/24,中山,1.7,0.34,-,31.6,38,-,16.23,3.97,12.27,1.901,0.094,1.807,1.79,0.75,6.1,-,-,69.07,-
102,臺北市,2016/01/24,大同,-,-,-,-,-,16,-,-,-,-,-,-,-,-,-,-,-,-,-
103,臺北市,2016/01/24,大同,3.2,0.65,-,-,56,-,49.44,26.95,22.49,2.149,0.187,1.962,-,-,-,-,-,-,-
104,臺北市,2016/01/24,萬華,-,-,-,-,-,17,-,-,-,-,-,-,-,-,-,-,-,-,-
105,臺北市,2016/01/24,萬華,2.3,0.36,-,32.3,36,-,14.78,2.58,12.2,-,-,-,1.13,0.6,6.29,-,-,65.42,-
106,臺北市,2016/01/24,陽明,-,-,-,-,-,16,-,-,-,-,-,-,-,-,-,-,-,-,-
107,臺北市,2016/01/24,陽明,2.1,0.21,410.39,34,24,-,2.55,0.85,1.7,-,-,-,-,-,0,0,0,93.46,0
108,臺北市,2016/01/24,士林,-,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-,-,-,-
109,臺北市,2016/01/24,士林,2.3,0.26,-,37.1,32,-,8.49,1.93,6.56,-,-,-,1.74,0.99,5.42,-,-,62.47,-
110,臺北市,2016/01/23,松山,-,-,-,-,-,14,-,-,-,-,-,-,-,-,-,-,-,-,-
111,臺北市,2016/01/23,松山,1.5,0.39,425.75,30.6,29,-,14.04,2.32,11.72,1.862,0.064,1.798,1.99,1.42,11.12,-,-,77.58,-
112,臺北市,2016/01/23,古亭,-,-,-,-,-,11,-,-,-,-,-,-,-,-,-,-,-,-,-
113,臺北市,2016/01/23,古亭,1.9,0.5,-,23,26,-,23.82,4.61,19.22,2.046,0.112,1.934,1.56,0.9,10.8,-,-,88.87,-
114,臺北市,2016/01/23,中山,-,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-,-,-,-
115,臺北市,2016/01/23,中山,1.8,0.51,-,25.4,28,-,21.94,4.92,17.02,1.952,0.11,1.842,1.67,0.4,11.6,-,-,83.8,-
116,臺北市,2016/01/23,大同,-,-,-,-,-,13,-,-,-,-,-,-,-,-,-,-,-,-,-
117,臺北市,2016/01/23,大同,3,0.8,-,-,40,-,56.03,31.63,24.4,2.155,0.197,1.959,-,-,-,-,-,-,-
118,臺北市,2016/01/23,萬華,-,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-,-,-,-
119,臺北市,2016/01/23,萬華,1.7,0.5,-,23.4,24,-,24.66,4.75,19.91,-,-,-,1.05,0.75,11.78,-,-,78.17,-
120,臺北市,2016/01/23,陽明,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-
121,臺北市,2016/01/23,陽明,1.7,0.34,414.34,32,15,-,3.98,1.12,2.85,-,-,-,-,-,4.01,4.43,4.49,99.07,78.67
122,臺北市,2016/01/23,士林,-,-,-,-,-,14,-,-,-,-,-,-,-,-,-,-,-,-,-
123,臺北市,2016/01/23,士林,1.9,0.39,-,32.5,21,-,11.04,1.43,9.6,-,-,-,2,1.37,10.92,-,-,77.07,-
124,臺北市,2016/01/22,松山,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-
125,臺北市,2016/01/22,松山,1.8,0.39,409.68,18.6,11,-,30.38,6.9,23.47,1.938,0.126,1.812,1.6,1.2,15.08,-,-,88.58,-
126,臺北市,2016/01/22,古亭,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-
127,臺北市,2016/01/22,古亭,2.2,0.42,-,19.1,7,-,29.22,6.67,22.55,2.003,0.114,1.889,2.14,1.94,15.03,-,-,95.12,-
128,臺北市,2016/01/22,中山,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-
129,臺北市,2016/01/22,中山,1.1,0.63,-,15,16,-,43.67,16.4,27.27,2.084,0.22,1.864,2.06,1.89,15.88,-,-,93.23,-
130,臺北市,2016/01/22,大同,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-
131,臺北市,2016/01/22,大同,3.2,1.49,-,-,32,-,104.55,71.69,32.86,2.522,0.505,2.017,-,-,-,-,-,-,-
132,臺北市,2016/01/22,萬華,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-
133,臺北市,2016/01/22,萬華,2.2,0.53,-,16.9,12,-,41.11,14.49,26.62,-,-,-,1.95,1.9,16.12,-,-,87.76,-
134,臺北市,2016/01/22,陽明,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
135,臺北市,2016/01/22,陽明,1.1,0.19,408.52,38.9,5,-,2.25,1.01,1.24,-,-,-,-,-,9.38,2.64,5.22,100,7.33
136,臺北市,2016/01/22,士林,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-
137,臺北市,2016/01/22,士林,1.4,0.4,-,22.3,15,-,24.27,6.11,18.16,-,-,-,1.86,1.59,15.38,-,-,84.8,-
138,臺北市,2016/01/21,松山,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-
139,臺北市,2016/01/21,松山,1.8,0.44,405.04,15.7,11,-,31.72,7.13,24.59,2.013,0.167,1.846,1.16,0.8,16.51,-,-,87.97,-
140,臺北市,2016/01/21,古亭,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-
141,臺北市,2016/01/21,古亭,1.6,0.63,-,10.6,14,-,42.18,12.95,29.23,2.206,0.231,1.975,1.31,0.96,16.18,-,-,95.99,-
142,臺北市,2016/01/21,中山,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-
143,臺北市,2016/01/21,中山,1.1,0.85,-,8.9,14,-,51.64,19.51,32.13,2.3,0.33,1.97,1.33,0.93,17.01,-,-,95.38,-
144,臺北市,2016/01/21,大同,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-
145,臺北市,2016/01/21,大同,4,1.82,-,-,35,-,90.72,55.79,34.93,2.766,0.623,2.142,-,-,-,-,-,-,-
146,臺北市,2016/01/21,萬華,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-
147,臺北市,2016/01/21,萬華,2.7,0.67,-,10.7,16,-,39.57,10.61,28.95,-,-,-,1.02,0.81,17.18,-,-,90.65,-
148,臺北市,2016/01/21,陽明,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
149,臺北市,2016/01/21,陽明,1.4,0.16,404.39,41.1,5,-,2.25,0.99,1.26,-,-,-,-,-,10.98,1.22,4.82,100,7.89
150,臺北市,2016/01/21,士林,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-
151,臺北市,2016/01/21,士林,1.6,0.43,-,16.9,19,-,23.15,2.68,20.46,-,-,-,1.32,0.9,16.37,-,-,88.02,-
152,臺北市,2016/01/20,松山,-,-,-,-,-,13,-,-,-,-,-,-,-,-,-,-,-,-,-
153,臺北市,2016/01/20,松山,1.8,0.42,410.89,22.5,24,-,29.45,6.32,23.13,1.929,0.125,1.803,1.84,1.38,14.45,-,-,86.75,-
154,臺北市,2016/01/20,古亭,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-
155,臺北市,2016/01/20,古亭,1.3,0.41,-,27.3,18,-,21.89,3.99,17.88,1.971,0.097,1.873,3.11,2.85,14.5,-,-,91.78,-
156,臺北市,2016/01/20,中山,-,-,-,-,-,11,-,-,-,-,-,-,-,-,-,-,-,-,-
157,臺北市,2016/01/20,中山,2.8,0.57,-,21.3,27,-,33.67,8.97,24.67,2.01,0.178,1.832,2.82,2.58,15.34,-,-,90.21,-
158,臺北市,2016/01/20,大同,-,-,-,-,-,14,-,-,-,-,-,-,-,-,-,-,-,-,-
159,臺北市,2016/01/20,大同,4.1,1.21,-,-,48,-,79.91,48.2,31.71,2.37,0.393,1.977,-,-,-,-,-,-,-
160,臺北市,2016/01/20,萬華,-,-,-,-,-,14,-,-,-,-,-,-,-,-,-,-,-,-,-
161,臺北市,2016/01/20,萬華,2.9,0.45,-,24.2,25,-,29.41,6.36,23.06,-,-,-,3.26,3.03,15.52,-,-,85.29,-
162,臺北市,2016/01/20,陽明,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
163,臺北市,2016/01/20,陽明,1,0.23,410,45.1,5,-,2.69,0.79,1.9,-,-,-,-,-,8.74,0.89,4.31,99.77,42.27
164,臺北市,2016/01/20,士林,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-
165,臺北市,2016/01/20,士林,1.8,0.28,-,39.5,15,-,8.31,0.72,7.6,-,-,-,3.23,3.02,15.58,-,-,76.67,-
166,臺北市,2016/01/19,松山,-,-,-,-,-,51,-,-,-,-,-,-,-,-,-,-,-,-,-
167,臺北市,2016/01/19,古亭,-,-,-,-,-,44,-,-,-,-,-,-,-,-,-,-,-,-,-
168,臺北市,2016/01/19,中山,-,-,-,-,-,55,-,-,-,-,-,-,-,-,-,-,-,-,-
169,臺北市,2016/01/19,大同,-,-,-,-,-,50,-,-,-,-,-,-,-,-,-,-,-,-,-
170,臺北市,2016/01/19,萬華,-,-,-,-,-,55,-,-,-,-,-,-,-,-,-,-,-,-,-
171,臺北市,2016/01/19,陽明,-,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-,-,-,-
172,臺北市,2016/01/19,士林,-,-,-,-,-,45,-,-,-,-,-,-,-,-,-,-,-,-,-
173,臺北市,2016/01/18,松山,-,-,-,-,-,25,-,-,-,-,-,-,-,-,-,-,-,-,-
174,臺北市,2016/01/18,松山,2,0.54,418.36,30.3,49,-,24.23,4.83,19.4,1.974,0.129,1.844,1.77,1.46,14.86,-,-,63.42,-
175,臺北市,2016/01/18,古亭,-,-,-,-,-,22,-,-,-,-,-,-,-,-,-,-,-,-,-
176,臺北市,2016/01/18,古亭,1.7,0.54,-,30.7,50,-,22.23,3.86,18.37,2.065,0.128,1.937,2.32,2.02,14.64,-,-,73.65,-
177,臺北市,2016/01/18,中山,-,-,-,-,-,26,-,-,-,-,-,-,-,-,-,-,-,-,-
178,臺北市,2016/01/18,中山,2.4,0.71,-,26.2,53,-,31.21,7.24,23.98,2.058,0.186,1.872,1.97,1.39,15.59,-,-,69.79,-
179,臺北市,2016/01/18,大同,-,-,-,-,-,26,-,-,-,-,-,-,-,-,-,-,-,-,-
180,臺北市,2016/01/18,大同,2.8,1.09,-,-,63,-,57.44,27.78,29.66,2.342,0.307,2.035,-,-,-,-,-,-,-
181,臺北市,2016/01/18,萬華,-,-,-,-,-,29,-,-,-,-,-,-,-,-,-,-,-,-,-
182,臺北市,2016/01/18,萬華,1.7,0.61,-,25.4,48,-,29.91,6.18,23.72,-,-,-,2.16,1.86,15.78,-,-,66.12,-
183,臺北市,2016/01/18,陽明,-,-,-,-,-,25,-,-,-,-,-,-,-,-,-,-,-,-,-
184,臺北市,2016/01/18,陽明,1.9,0.38,424.14,46.4,33,-,4.32,0.76,3.55,-,-,-,-,-,6.84,0.75,4.01,96.58,68.78
185,臺北市,2016/01/18,士林,-,-,-,-,-,26,-,-,-,-,-,-,-,-,-,-,-,-,-
186,臺北市,2016/01/18,士林,1.6,0.44,-,41.2,50,-,11.36,1.68,9.68,-,-,-,2.24,1.58,15.06,-,-,63.49,-
187,臺北市,2016/01/17,松山,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-
188,臺北市,2016/01/17,松山,1.8,0.73,433.89,13.7,8,-,36.84,11.6,25.23,2.242,0.233,2.009,1.51,1.25,17.43,-,-,87.39,-
189,臺北市,2016/01/17,古亭,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-
190,臺北市,2016/01/17,古亭,1.8,0.76,-,11.2,19,-,36.12,10.09,26.03,2.354,0.255,2.098,1.29,0.74,17.21,-,-,95.98,-
191,臺北市,2016/01/17,中山,-,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-
192,臺北市,2016/01/17,中山,2.3,0.97,-,10,19,-,49.21,19.88,29.32,2.418,0.331,2.087,1.25,0.69,18.05,-,-,94.23,-
193,臺北市,2016/01/17,大同,-,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-
194,臺北市,2016/01/17,大同,2.1,1.38,-,-,38,-,61.96,32.7,29.27,2.752,0.444,2.308,-,-,-,-,-,-,-
195,臺北市,2016/01/17,萬華,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-
196,臺北市,2016/01/17,萬華,2.4,0.86,-,11,18,-,39.05,11.45,27.6,-,-,-,1.24,0.87,18.22,-,-,90.02,-
197,臺北市,2016/01/17,陽明,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-
198,臺北市,2016/01/17,陽明,1.2,0.32,414.14,41,6,-,3.23,0.38,2.74,-,-,-,-,-,12.03,2.62,4.8,100,24.61
199,臺北市,2016/01/17,士林,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-
200,臺北市,2016/01/17,士林,1.9,0.6,-,20.5,12,-,24.53,5.65,18.89,-,-,-,1.82,1.17,17.43,-,-,86.35,-
201,臺北市,2016/01/16,松山,-,-,-,-,-,12,-,-,-,-,-,-,-,-,-,-,-,-,-
