序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","平均風速 WS_HR (m/sec)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
626,臺中市,2008/03/12,沙鹿,3.4,0.53,-,29.0,58,71,37.0,24.83,3.2,21.62,-,-,-,-,20.34,-,79.83,60.0,-
627,臺中市,2008/03/12,大里,4.5,0.88,431.5,33.4,76,93,56.0,43.37,9.92,33.45,2.621,0.52,2.1,-,21.39,-,78.07,80.0,-
628,臺中市,2008/03/11,西屯,2.3,0.51,-,24.6,47,72,48.0,25.42,4.18,21.21,2.141,0.228,1.91,-,19.96,-,72.43,61.0,-
629,臺中市,2008/03/11,忠明,3.4,0.68,-,22.6,46,69,46.0,33.06,8.49,24.58,2.3,0.428,1.87,-,20.0,-,75.5,60.0,-
630,臺中市,2008/03/11,豐原,4.4,0.59,-,20.6,43,66,39.0,30.88,7.82,23.05,1.969,0.285,1.68,-,19.76,-,77.06,58.0,-
631,臺中市,2008/03/11,沙鹿,4.2,0.48,-,27.2,49,74,41.0,22.77,2.21,20.52,-,-,-,-,19.24,-,80.23,62.0,-
632,臺中市,2008/03/11,大里,3.3,0.85,426.0,24.9,60,78,53.0,39.59,9.93,29.67,2.385,0.457,1.93,-,20.35,-,79.0,64.0,-
633,臺中市,2008/03/10,西屯,2.9,0.58,-,18.5,27,79,57.0,28.73,2.48,26.23,2.179,0.228,1.95,-,18.49,-,77.42,64.0,-
634,臺中市,2008/03/10,忠明,3.5,0.78,-,10.8,20,73,59.0,36.26,6.06,30.19,2.34,0.444,1.9,-,18.37,-,81.4,62.0,-
635,臺中市,2008/03/10,豐原,3.5,0.75,-,12.4,19,76,52.0,33.54,6.2,27.34,2.053,0.305,1.75,-,18.2,-,83.78,63.0,-
636,臺中市,2008/03/10,沙鹿,5.0,0.55,-,27.1,35,70,51.0,24.68,1.71,22.96,-,-,-,-,17.94,-,81.28,60.0,-
637,臺中市,2008/03/10,大里,3.3,1.04,442.24,9.3,21,92,62.0,51.98,13.81,38.17,2.553,0.502,2.05,-,18.94,-,84.88,71.0,-
638,臺中市,2008/03/09,西屯,1.5,0.43,-,32.5,49,91,66.0,17.91,1.21,16.64,2.026,0.141,1.89,-,17.7,-,70.66,70.0,-
639,臺中市,2008/03/09,忠明,2.6,0.51,-,25.1,45,75,57.0,21.69,2.16,19.53,2.004,0.211,1.79,-,17.64,-,73.46,62.0,-
640,臺中市,2008/03/09,豐原,3.0,0.48,-,28.4,45,78,49.0,20.58,3.43,17.15,1.833,0.146,1.69,-,17.47,-,74.1,64.0,-
641,臺中市,2008/03/09,沙鹿,2.7,0.42,-,35.6,51,69,50.0,15.46,1.07,14.36,-,-,-,-,17.01,-,76.9,60.0,-
642,臺中市,2008/03/09,大里,2.0,0.7,434.22,28.5,59,88,61.0,29.9,3.29,26.61,2.184,0.248,1.94,-,18.19,-,73.55,69.0,-
643,臺中市,2008/03/08,西屯,2.1,0.44,-,33.4,52,102,67.0,19.61,1.55,18.02,2.055,0.154,1.9,-,17.2,-,73.12,76.0,-
644,臺中市,2008/03/08,忠明,2.6,0.52,-,26.1,52,82,55.0,26.13,3.69,22.43,2.122,0.292,1.83,-,17.21,-,75.99,66.0,-
645,臺中市,2008/03/08,豐原,3.0,0.54,-,27.2,46,89,52.0,21.53,3.08,18.45,1.891,0.197,1.69,-,16.75,-,78.56,70.0,-
646,臺中市,2008/03/08,沙鹿,2.8,0.39,-,35.2,50,73,43.0,15.76,1.08,14.64,-,-,-,-,16.24,-,78.73,62.0,-
647,臺中市,2008/03/08,大里,2.7,0.76,438.61,29.8,68,101,62.0,37.56,7.09,30.48,2.281,0.353,1.93,-,17.72,-,78.36,76.0,-
648,臺中市,2008/03/07,西屯,4.1,0.6,-,33.2,63,123,75.0,35.02,6.59,28.43,2.492,0.465,2.03,-,18.45,-,65.6,86.0,-
649,臺中市,2008/03/07,忠明,4.7,0.79,-,30.3,64,111,76.0,43.83,9.74,34.09,2.469,0.553,1.92,-,18.71,-,67.89,80.0,-
650,臺中市,2008/03/07,豐原,4.7,0.71,-,34.5,61,115,65.0,30.76,3.37,27.39,2.094,0.341,1.75,-,18.28,-,70.41,82.0,-
651,臺中市,2008/03/07,沙鹿,4.8,0.54,-,35.0,56,101,59.0,23.52,2.67,20.83,-,-,-,-,18.19,-,72.46,76.0,-
652,臺中市,2008/03/07,大里,3.6,0.84,447.99,37.2,71,121,76.0,39.88,7.03,32.86,2.257,0.442,1.82,-,17.21,-,74.76,86.0,-
653,臺中市,2008/03/06,西屯,5.5,0.83,-,35.3,74,117,68.0,59.26,23.02,36.25,2.663,0.596,2.07,-,18.05,-,57.23,84.0,-
654,臺中市,2008/03/06,忠明,6.3,1.1,-,39.5,78,117,75.0,68.9,24.89,44.01,2.81,0.793,2.02,-,18.54,-,59.53,84.0,-
655,臺中市,2008/03/06,豐原,5.0,0.87,-,43.4,76,118,63.0,35.33,3.58,31.75,2.202,0.43,1.77,-,18.06,-,60.03,84.0,-
656,臺中市,2008/03/06,沙鹿,7.0,0.98,-,32.5,66,116,74.0,46.51,12.82,33.69,-,-,-,-,17.46,-,63.45,83.0,-
657,臺中市,2008/03/06,大里,4.1,0.78,445.91,40.7,87,121,68.0,38.23,7.23,31.0,2.149,0.512,1.64,-,18.33,-,57.73,91.0,-
658,臺中市,2008/03/05,西屯,3.2,0.42,-,41.8,62,79,42.0,24.9,4.35,20.54,2.086,0.192,1.9,-,17.0,-,41.59,64.0,-
659,臺中市,2008/03/05,忠明,5.9,0.64,-,35.3,61,79,46.0,35.69,6.24,29.44,2.25,0.406,1.84,-,17.04,-,47.01,65.0,-
660,臺中市,2008/03/05,豐原,4.5,0.57,-,34.3,60,78,34.0,28.73,4.68,24.05,1.986,0.269,1.72,-,16.86,-,47.39,65.0,-
661,臺中市,2008/03/05,沙鹿,4.6,0.45,-,39.3,56,68,34.0,22.02,2.55,19.46,-,-,-,-,15.72,-,52.71,59.0,-
662,臺中市,2008/03/05,大里,3.8,0.76,439.27,32.1,72,118,67.0,39.81,8.39,31.42,2.154,0.465,1.69,-,17.23,-,53.2,84.0,-
663,臺中市,2008/03/04,西屯,5.8,0.53,-,39.5,70,129,57.0,33.7,9.74,23.96,2.213,0.259,1.95,-,16.5,-,41.29,90.0,-
664,臺中市,2008/03/04,忠明,6.1,0.62,-,30.4,65,111,54.0,38.73,8.19,30.54,2.31,0.406,1.9,-,16.92,-,44.13,80.0,-
665,臺中市,2008/03/04,豐原,7.0,0.52,-,38.9,66,104,40.0,27.28,4.76,22.51,1.944,0.235,1.71,-,16.24,-,44.77,77.0,-
666,臺中市,2008/03/04,沙鹿,8.4,0.5,-,41.5,68,126,50.0,23.73,1.78,21.91,-,-,-,-,15.6,-,46.74,88.0,-
667,臺中市,2008/03/04,大里,4.3,0.63,435.19,37.6,72,121,56.0,32.32,5.17,27.15,2.049,0.366,1.68,-,16.42,-,47.18,86.0,-
668,臺中市,2008/03/03,西屯,4.5,0.4,-,47.3,65,125,53.0,18.58,3.09,15.5,2.059,0.162,1.9,-,19.4,-,28.74,88.0,-
669,臺中市,2008/03/03,忠明,5.0,0.61,-,30.1,60,111,49.0,33.69,5.16,28.54,2.202,0.329,1.87,-,19.52,-,36.63,80.0,-
670,臺中市,2008/03/03,豐原,4.3,0.47,-,42.1,61,115,35.0,21.2,2.69,18.51,1.862,0.192,1.67,-,19.17,-,35.93,82.0,-
671,臺中市,2008/03/03,沙鹿,6.9,0.56,-,41.8,64,142,54.0,22.93,2.02,20.9,-,-,-,-,18.43,-,44.72,96.0,-
672,臺中市,2008/03/03,大里,3.6,0.67,435.0,-,70,117,52.0,31.09,7.7,23.38,2.062,0.388,1.68,-,18.99,-,37.01,84.0,-
673,臺中市,2008/03/02,西屯,6.8,0.74,-,36.9,71,142,89.0,37.69,10.34,27.35,2.346,0.326,2.02,-,18.62,-,60.99,96.0,-
674,臺中市,2008/03/02,忠明,6.3,0.94,-,35.1,68,132,89.0,50.43,13.22,37.21,2.469,0.48,1.99,-,18.97,-,64.43,91.0,-
675,臺中市,2008/03/02,豐原,4.5,0.85,-,38.3,66,138,78.0,35.37,7.92,27.45,2.158,0.344,1.81,-,18.48,-,66.97,94.0,-
676,臺中市,2008/03/02,沙鹿,5.8,0.7,-,43.5,75,130,81.0,23.77,2.32,21.45,-,-,-,-,17.34,-,71.28,90.0,-
677,臺中市,2008/03/02,大里,4.5,0.71,431.27,36.0,71,134,79.0,32.25,5.61,26.64,1.994,0.284,1.71,-,18.92,-,61.71,92.0,-
678,臺中市,2008/03/01,西屯,4.0,0.65,-,35.5,57,104,63.0,35.69,9.99,25.7,2.15,0.228,1.92,-,18.17,-,52.72,77.0,-
679,臺中市,2008/03/01,忠明,4.9,0.92,-,30.5,51,99,63.0,43.4,10.24,33.16,2.357,0.461,1.9,-,17.92,-,59.36,74.0,-
680,臺中市,2008/03/01,豐原,4.2,0.75,-,31.1,51,94,50.0,32.36,5.98,26.38,2.072,0.297,1.78,-,17.65,-,61.59,72.0,-
681,臺中市,2008/03/01,沙鹿,4.4,0.53,-,42.6,68,81,50.0,20.99,1.68,19.28,-,-,-,-,16.43,-,61.31,66.0,-
682,臺中市,2008/03/01,大里,4.5,0.84,437.18,24.9,59,113,72.0,47.23,13.44,33.8,2.115,0.385,1.73,-,17.95,-,64.16,82.0,-
683,臺南市,2008/03/31,新營,3.0,0.48,-,22.9,27,65,36.0,23.87,2.44,21.42,2.25,0.157,2.09,-,17.88,-,77.26,58.0,-
684,臺南市,2008/03/31,善化,4.6,0.47,397.3,13.4,17,76,40.0,29.2,3.05,26.14,-,-,-,-,19.36,-,82.57,63.0,-
685,臺南市,2008/03/31,安南,3.3,0.5,-,-,18,71,42.0,26.25,2.46,23.79,2.077,0.176,1.9,-,20.02,-,72.55,60.0,-
686,臺南市,2008/03/31,臺南,4.3,0.67,-,20.4,27,65,44.0,29.39,2.52,26.85,2.53,0.441,2.09,-,19.51,-,74.41,58.0,-
687,臺南市,2008/03/30,新營,3.3,0.47,-,27.7,49,82,38.0,14.25,1.82,12.43,2.333,0.147,2.19,-,24.51,-,76.53,66.0,-
688,臺南市,2008/03/30,善化,3.3,0.4,402.16,25.7,46,67,30.0,16.93,3.24,13.69,-,-,-,-,25.59,-,82.38,58.0,-
689,臺南市,2008/03/30,安南,4.1,0.48,-,-,15,60,29.0,20.31,4.54,15.77,2.175,0.296,1.88,-,25.88,-,76.79,55.0,-
690,臺南市,2008/03/30,臺南,3.8,0.54,-,30.1,45,41,30.0,17.99,1.18,17.05,2.323,0.367,1.96,-,25.07,-,81.02,41.0,-
691,臺南市,2008/03/29,新營,4.8,0.57,-,39.4,78,133,63.0,19.57,1.41,18.15,2.447,0.2,2.25,-,25.4,-,68.04,92.0,-
692,臺南市,2008/03/29,善化,6.4,0.48,407.56,29.4,65,108,58.0,21.09,2.82,18.27,-,-,-,-,25.51,-,76.12,87.0,-
693,臺南市,2008/03/29,安南,6.5,0.59,-,-,25,111,69.0,28.27,4.08,24.19,2.347,0.417,1.93,-,26.0,-,68.51,80.0,-
694,臺南市,2008/03/29,臺南,6.4,0.7,-,38.4,70,110,68.0,26.62,1.42,25.68,2.558,0.472,2.09,-,24.99,-,70.57,80.0,-
695,臺南市,2008/03/28,新營,4.6,0.49,-,48.7,73,133,68.0,22.75,2.01,20.74,2.356,0.168,2.19,-,22.22,-,61.56,92.0,-
696,臺南市,2008/03/28,善化,5.3,0.45,408.63,44.3,82,115,65.0,19.44,1.96,17.49,-,-,-,-,22.82,-,71.01,82.0,-
697,臺南市,2008/03/28,安南,7.0,0.53,-,-,-,120,71.0,26.37,2.37,23.98,2.271,0.302,1.97,-,23.6,-,59.98,85.0,-
698,臺南市,2008/03/28,臺南,6.6,0.7,-,57.8,91,106,74.0,24.98,1.17,23.79,2.554,0.483,2.07,-,23.15,-,58.55,89.0,-
699,臺南市,2008/03/27,新營,-,-,-,-,96,-,-,-,-,-,-,-,-,-,-,-,-,99.0,-
700,臺南市,2008/03/27,善化,5.6,0.44,406.93,54.8,94,110,65.0,18.78,1.78,16.99,-,-,-,-,22.26,-,71.03,94.0,-
701,臺南市,2008/03/27,安南,7.0,0.56,-,-,-,121,80.0,25.85,2.31,23.53,2.301,0.3,2.0,-,23.19,-,60.78,86.0,-
702,臺南市,2008/03/27,臺南,7.6,0.72,-,66.8,102,112,78.0,24.15,0.97,23.13,2.562,0.471,2.09,-,22.47,-,61.8,96.0,-
703,臺南市,2008/03/26,新營,3.1,0.53,-,49.4,72,123,63.0,17.86,2.59,15.27,2.33,0.158,2.17,-,21.91,-,58.18,86.0,-
704,臺南市,2008/03/26,善化,6.3,0.45,407.57,48.7,80,104,67.0,18.85,1.2,17.65,-,-,-,-,22.38,-,70.03,78.0,-
705,臺南市,2008/03/26,安南,6.2,0.51,-,-,-,114,75.0,24.38,2.34,22.04,2.27,0.253,2.02,-,22.99,-,59.63,82.0,-
706,臺南市,2008/03/26,臺南,6.2,0.67,-,60.4,90,110,73.0,22.36,0.7,21.72,-,-,-,-,22.15,-,60.27,80.0,-
707,臺南市,2008/03/25,新營,5.2,0.65,-,57.8,92,163,76.0,19.52,4.22,15.31,2.445,0.195,2.25,-,21.24,-,64.22,106.0,-
708,臺南市,2008/03/25,善化,4.8,0.54,414.25,51.1,82,133,75.0,22.04,2.68,19.35,-,-,-,-,21.46,-,75.59,92.0,-
709,臺南市,2008/03/25,安南,6.7,0.63,-,-,83,137,85.0,32.41,4.92,27.49,2.48,0.341,2.14,-,22.13,-,65.87,94.0,-
710,臺南市,2008/03/25,臺南,5.7,0.76,-,61.4,88,126,81.0,24.5,0.79,23.7,-,-,-,-,21.47,-,65.94,88.0,-
711,臺南市,2008/03/24,新營,5.3,0.69,-,44.8,85,128,53.0,28.59,5.58,23.01,2.527,0.21,2.32,-,20.63,-,64.35,89.0,-
712,臺南市,2008/03/24,善化,6.7,0.61,408.6,41.0,83,113,61.0,32.69,5.38,27.3,-,-,-,-,21.27,-,78.81,85.0,-
713,臺南市,2008/03/24,安南,6.9,0.67,-,44.2,83,115,59.0,31.61,3.37,28.24,2.393,0.345,2.05,-,21.86,-,65.42,85.0,-
714,臺南市,2008/03/24,臺南,6.4,0.83,-,47.6,86,98,57.0,29.97,1.36,28.65,-,-,-,-,21.16,-,65.74,86.0,-
715,臺南市,2008/03/23,新營,3.3,0.54,-,37.8,53,79,36.0,14.94,1.83,13.11,2.201,0.117,2.08,-,20.43,-,75.08,64.0,-
716,臺南市,2008/03/23,善化,3.0,0.51,394.61,35.4,51,75,37.0,18.48,2.83,15.65,-,-,-,-,21.49,-,83.2,62.0,-
717,臺南市,2008/03/23,安南,4.3,0.54,-,34.1,50,84,41.0,18.0,1.21,16.78,2.074,0.129,1.94,-,21.76,-,74.34,67.0,-
718,臺南市,2008/03/23,臺南,3.9,0.64,-,38.6,54,78,39.0,20.56,1.09,19.46,-,-,-,-,21.07,-,76.21,64.0,-
719,臺南市,2008/03/22,新營,4.9,0.47,-,54.1,77,152,64.0,12.15,1.86,10.29,2.186,0.108,2.08,-,23.3,-,69.94,101.0,-
720,臺南市,2008/03/22,善化,5.2,0.43,394.08,56.8,90,151,76.0,15.48,2.48,13.0,-,-,-,-,24.39,-,76.06,100.0,-
721,臺南市,2008/03/22,安南,7.6,0.48,-,55.2,86,132,72.0,16.66,1.24,15.39,2.1,0.143,1.96,-,24.64,-,69.19,91.0,-
722,臺南市,2008/03/22,臺南,7.7,0.55,-,56.1,85,126,66.0,16.97,0.85,16.06,2.063,0.26,1.8,-,23.65,-,72.16,88.0,-
723,臺南市,2008/03/21,新營,6.3,0.44,-,48.0,67,161,61.0,14.9,3.32,11.58,2.282,0.112,2.17,-,22.34,-,68.8,106.0,-
724,臺南市,2008/03/21,善化,4.9,0.39,387.53,45.9,64,141,63.0,15.1,1.53,13.55,-,-,-,-,23.21,-,75.35,96.0,-
725,臺南市,2008/03/21,安南,6.6,0.4,-,43.3,59,144,57.0,14.19,0.98,13.19,2.065,0.147,1.92,-,23.36,-,68.64,97.0,-
726,臺南市,2008/03/21,臺南,6.0,0.56,-,49.8,65,120,59.0,16.91,1.0,15.92,2.044,0.281,1.76,-,22.57,-,70.34,85.0,-
727,臺南市,2008/03/20,新營,6.0,0.5,-,49.3,82,116,49.0,-,-,-,2.284,0.163,2.12,-,21.07,-,64.01,83.0,-
728,臺南市,2008/03/20,善化,5.6,0.4,391.54,44.1,73,96,48.0,23.1,3.84,19.26,-,-,-,-,21.8,-,72.7,73.0,-
729,臺南市,2008/03/20,安南,7.0,0.48,-,43.5,73,101,47.0,26.48,4.24,22.24,2.131,0.188,1.94,-,22.11,-,63.87,76.0,-
730,臺南市,2008/03/20,臺南,6.9,0.59,-,49.1,84,90,52.0,26.29,2.89,23.41,2.154,0.311,1.84,-,21.33,-,65.92,83.0,-
731,臺南市,2008/03/19,新營,4.3,0.51,-,38.5,63,131,51.0,-,-,-,2.22,0.137,2.08,-,23.06,-,66.03,90.0,-
732,臺南市,2008/03/19,善化,6.5,0.49,391.16,36.2,62,119,47.0,19.67,1.42,18.27,-,-,-,-,24.41,-,71.25,84.0,-
733,臺南市,2008/03/19,安南,6.2,0.48,-,36.1,62,119,47.0,19.25,1.65,17.61,2.081,0.168,1.91,-,24.52,-,64.68,84.0,-
734,臺南市,2008/03/19,臺南,5.5,0.59,-,37.3,64,92,50.0,21.6,0.89,20.7,2.054,0.291,1.76,-,23.87,-,66.36,71.0,-
735,臺南市,2008/03/18,新營,6.1,0.49,-,34.5,65,118,59.0,18.32,2.93,15.34,2.325,0.194,2.13,-,24.24,-,74.47,84.0,-
736,臺南市,2008/03/18,善化,5.9,0.43,395.89,29.5,55,99,55.0,21.04,2.99,18.05,-,-,-,-,25.55,-,78.96,83.0,-
737,臺南市,2008/03/18,安南,4.9,0.46,-,24.6,48,95,52.0,24.54,4.93,19.61,2.226,0.237,1.99,-,25.55,-,73.9,72.0,-
738,臺南市,2008/03/18,臺南,6.2,0.62,-,28.1,52,87,56.0,26.35,3.47,22.86,2.085,0.398,1.69,-,24.66,-,76.51,68.0,-
739,臺南市,2008/03/17,新營,4.5,0.58,-,28.1,56,147,67.0,26.26,4.85,21.41,2.409,0.192,2.22,-,22.42,-,73.0,98.0,-
740,臺南市,2008/03/17,善化,5.4,0.55,403.26,28.2,54,127,64.0,23.25,3.32,19.93,-,-,-,-,23.31,-,78.66,88.0,-
741,臺南市,2008/03/17,安南,4.9,0.57,-,28.4,56,124,63.0,25.41,2.89,22.51,2.331,0.252,2.08,-,23.56,-,71.17,87.0,-
742,臺南市,2008/03/17,臺南,6.7,0.79,-,31.1,62,113,73.0,29.98,3.23,26.75,2.134,0.408,1.73,-,23.07,-,71.68,82.0,-
743,臺南市,2008/03/16,新營,-,-,-,-,84,-,-,-,-,-,-,-,-,-,-,-,-,74.0,-
744,臺南市,2008/03/16,善化,4.4,0.5,399.96,42.8,75,128,65.0,16.82,1.8,15.01,-,-,-,-,22.78,-,78.73,89.0,-
745,臺南市,2008/03/16,安南,5.3,0.53,-,41.1,72,124,62.0,19.64,1.94,17.67,2.313,0.212,2.1,-,23.04,-,71.59,87.0,-
746,臺南市,2008/03/16,臺南,7.1,0.69,-,42.3,75,111,71.0,23.55,1.04,22.47,2.047,0.331,1.72,-,22.52,-,72.6,80.0,-
747,臺南市,2008/03/15,新營,4.3,0.55,-,34.8,61,123,62.0,18.75,2.79,15.94,2.274,0.155,2.12,-,20.0,-,75.02,86.0,-
748,臺南市,2008/03/15,善化,5.5,0.53,401.54,30.6,58,128,73.0,17.84,3.86,13.98,-,-,-,-,21.15,-,80.11,89.0,-
749,臺南市,2008/03/15,安南,7.0,0.56,-,30.1,58,120,61.0,26.4,4.01,22.39,2.211,0.22,1.99,-,21.24,-,73.35,85.0,-
750,臺南市,2008/03/15,臺南,7.3,0.74,-,30.3,58,115,74.0,30.52,4.33,26.2,2.081,0.389,1.69,-,20.67,-,74.65,82.0,-
751,臺南市,2008/03/14,新營,5.7,0.66,-,27.8,47,135,76.0,27.51,2.58,24.92,2.293,0.195,2.1,-,21.22,-,71.74,92.0,-
752,臺南市,2008/03/14,善化,6.7,0.64,407.64,27.0,45,125,76.0,-,-,-,-,-,-,-,22.5,-,76.71,88.0,-
753,臺南市,2008/03/14,安南,5.3,0.65,-,23.8,45,131,72.0,27.62,1.91,25.71,2.217,0.245,1.97,-,22.5,-,70.19,90.0,-
754,臺南市,2008/03/14,臺南,6.4,0.77,-,29.6,53,85,59.0,28.04,2.44,25.6,2.07,0.369,1.7,-,21.97,-,71.17,68.0,-
755,臺南市,2008/03/13,新營,4.7,0.46,-,41.2,71,102,47.0,15.94,1.17,14.78,2.224,0.129,2.1,-,22.15,-,73.5,76.0,-
756,臺南市,2008/03/13,善化,5.1,0.39,396.26,38.0,67,90,43.0,12.51,2.08,10.43,-,-,-,-,22.84,-,79.57,70.0,-
757,臺南市,2008/03/13,安南,3.9,0.43,-,38.3,68,86,50.0,19.12,3.2,15.92,2.136,0.187,1.95,-,22.88,-,74.49,72.0,-
758,臺南市,2008/03/13,臺南,6.3,0.63,-,40.3,71,81,57.0,25.18,3.46,21.72,2.026,0.346,1.68,-,22.37,-,75.12,78.0,-
759,臺南市,2008/03/12,新營,4.9,0.5,-,42.1,82,122,63.0,-,-,-,2.32,0.187,2.13,-,21.56,-,76.62,86.0,-
760,臺南市,2008/03/12,善化,6.2,0.46,402.74,37.9,78,116,64.0,19.95,3.89,16.06,-,-,-,-,22.51,-,81.53,83.0,-
761,臺南市,2008/03/12,安南,7.3,0.49,-,40.2,78,100,63.0,25.98,5.36,20.62,2.214,0.254,1.96,-,22.61,-,75.45,85.0,-
762,臺南市,2008/03/12,臺南,6.5,0.67,-,43.8,83,91,62.0,29.67,5.48,24.18,2.059,0.373,1.69,-,21.93,-,77.05,83.0,-
763,臺南市,2008/03/11,新營,3.7,0.53,-,31.3,61,116,57.0,25.14,5.58,19.56,2.336,0.194,2.14,-,20.53,-,76.99,83.0,-
764,臺南市,2008/03/11,善化,6.2,0.53,403.12,28.6,58,114,62.0,24.08,5.2,18.88,-,-,-,-,21.67,-,80.94,82.0,-
765,臺南市,2008/03/11,安南,5.4,0.52,-,30.5,60,98,63.0,28.45,6.22,22.23,2.223,0.252,1.97,-,21.59,-,75.53,74.0,-
766,臺南市,2008/03/11,臺南,5.3,0.7,-,31.6,62,88,61.0,33.47,5.57,27.9,2.091,0.396,1.69,-,21.0,-,76.86,69.0,-
767,臺南市,2008/03/10,新營,4.9,0.65,-,24.2,46,135,78.0,29.64,3.17,26.47,2.347,0.208,2.14,-,19.56,-,79.53,92.0,-
768,臺南市,2008/03/10,善化,5.9,0.57,406.88,24.5,46,125,80.0,29.41,3.86,25.55,-,-,-,-,20.61,-,82.72,88.0,-
769,臺南市,2008/03/10,安南,6.3,0.63,-,25.5,46,115,83.0,29.49,4.5,24.99,2.255,0.252,2.0,-,20.56,-,77.32,82.0,-
770,臺南市,2008/03/10,臺南,5.5,0.8,-,27.2,50,107,83.0,32.99,3.85,29.14,2.11,0.374,1.74,-,20.1,-,76.58,78.0,-
771,臺南市,2008/03/09,新營,3.3,0.51,-,36.7,64,143,73.0,16.32,1.55,14.76,2.187,0.119,2.07,-,18.55,-,72.43,96.0,-
772,臺南市,2008/03/09,善化,4.3,0.47,395.58,32.4,60,139,74.0,21.49,2.81,18.68,-,-,-,-,19.98,-,76.25,94.0,-
773,臺南市,2008/03/09,安南,4.4,0.45,-,36.5,62,111,69.0,18.0,3.37,14.63,2.046,0.124,1.92,-,19.71,-,70.53,80.0,-
774,臺南市,2008/03/09,臺南,3.8,0.57,-,37.1,63,102,71.0,20.34,2.27,18.07,1.92,0.243,1.68,-,19.13,-,71.68,76.0,-
775,臺南市,2008/03/08,新營,4.0,0.5,-,36.3,68,130,61.0,21.4,3.73,17.67,2.231,0.141,2.09,-,18.48,-,75.09,90.0,-
776,臺南市,2008/03/08,善化,4.6,0.47,398.9,33.7,63,127,67.0,23.91,3.83,20.08,-,-,-,-,19.76,-,79.38,88.0,-
777,臺南市,2008/03/08,安南,4.6,0.49,-,37.7,69,115,68.0,23.44,5.09,18.35,2.138,0.184,1.95,-,19.63,-,73.7,82.0,-
778,臺南市,2008/03/08,臺南,6.2,0.63,-,38.8,71,107,70.0,25.84,3.43,22.41,2.003,0.308,1.7,-,19.05,-,75.04,78.0,-
779,臺南市,2008/03/07,新營,6.2,0.57,-,40.3,72,160,74.0,23.07,3.21,19.88,2.367,0.178,2.19,-,19.38,-,71.54,105.0,-
780,臺南市,2008/03/07,善化,5.6,0.46,405.36,42.2,75,134,72.0,21.23,1.93,19.3,-,-,-,-,20.23,-,76.81,92.0,-
781,臺南市,2008/03/07,安南,5.0,0.51,-,43.3,77,136,80.0,28.13,4.52,23.61,2.258,0.242,2.02,-,20.34,-,70.68,93.0,-
782,臺南市,2008/03/07,臺南,7.5,0.69,-,45.9,79,134,89.0,29.19,2.54,26.65,2.119,0.393,1.73,-,19.79,-,70.79,92.0,-
783,臺南市,2008/03/06,新營,6.1,0.56,-,40.8,74,130,58.0,25.99,4.58,21.41,2.421,0.193,2.23,-,18.88,-,65.32,90.0,-
784,臺南市,2008/03/06,善化,5.3,0.43,407.88,38.9,70,105,57.0,25.73,4.95,20.78,-,-,-,-,18.47,-,75.84,78.0,-
785,臺南市,2008/03/06,安南,6.1,0.53,-,40.4,73,117,65.0,35.39,10.64,24.74,2.39,0.342,2.05,-,19.25,-,66.91,84.0,-
786,臺南市,2008/03/06,臺南,7.7,0.72,-,45.8,76,119,71.0,32.3,3.98,28.32,2.141,0.436,1.7,-,18.85,-,66.16,84.0,-
787,臺南市,2008/03/05,新營,5.8,0.5,-,41.7,77,143,60.0,27.24,2.74,24.47,2.264,0.168,2.1,-,17.89,-,54.25,96.0,-
788,臺南市,2008/03/05,善化,6.6,0.5,403.68,38.8,79,144,74.0,30.41,5.42,25.0,-,-,-,-,17.94,-,68.59,97.0,-
789,臺南市,2008/03/05,安南,8.2,0.52,-,38.1,80,143,71.0,35.15,7.3,27.85,2.287,0.274,2.01,-,18.4,-,57.13,96.0,-
790,臺南市,2008/03/05,臺南,8.7,0.73,-,39.9,83,150,84.0,37.92,5.77,32.15,2.182,0.445,1.74,-,17.91,-,58.71,100.0,-
791,臺南市,2008/03/04,新營,6.7,0.53,-,39.7,71,194,62.0,34.02,7.0,26.99,2.353,0.219,2.13,-,17.5,-,46.12,122.0,-
792,臺南市,2008/03/04,善化,7.6,0.48,401.65,37.9,68,179,68.0,33.44,6.29,27.15,-,-,-,-,17.99,-,56.71,114.0,-
793,臺南市,2008/03/04,安南,8.8,0.5,-,38.7,72,183,67.0,31.25,4.93,26.32,2.294,0.301,1.99,-,18.5,-,45.12,116.0,-
794,臺南市,2008/03/04,臺南,7.1,0.59,-,40.8,72,151,64.0,30.62,2.27,28.34,2.06,0.369,1.69,-,18.27,-,44.95,100.0,-
795,臺南市,2008/03/03,新營,5.0,0.59,-,36.9,69,186,69.0,30.12,4.47,25.65,2.353,0.188,2.17,-,19.02,-,48.63,118.0,-
