序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
44,臺北市,2006/12/24,古亭,3.4,0.67,-,24.8,37,64,43.0,37.79,9.1,28.7,1.929,0.219,1.71,20.03,-,68.58,57.0,-
45,臺北市,2006/12/24,中山,5.5,0.88,-,18.2,29,74,44.0,52.65,14.64,38.0,2.262,0.291,1.97,20.72,-,61.78,62.0,-
46,臺北市,2006/12/24,萬華,5.6,0.75,-,27.9,43,65,-,34.13,4.83,29.3,-,-,-,21.5,-,70.38,58.0,-
47,臺北市,2006/12/24,陽明,3.2,0.22,387.71,46.6,54,34,23.0,5.89,0.92,4.96,-,-,-,13.22,-,94.63,63.0,-
48,臺北市,2006/12/24,士林,4.9,0.56,-,36.0,53,70,-,26.66,5.06,21.6,-,-,-,20.35,-,68.62,62.0,-
49,臺北市,2006/12/23,松山,5.0,0.49,403.4,20.6,29,58,29.0,34.16,6.99,27.17,2.171,0.21,1.96,18.42,-,65.42,54.0,-
50,臺北市,2006/12/23,古亭,2.6,0.45,-,26.1,30,55,33.0,28.5,6.32,22.18,1.8,0.135,1.67,18.05,-,63.1,52.0,-
51,臺北市,2006/12/23,中山,4.1,0.59,-,17.0,22,62,28.0,38.58,8.81,29.77,2.08,0.21,1.87,18.68,-,55.55,56.0,-
52,臺北市,2006/12/23,萬華,5.0,0.6,-,25.8,33,56,-,29.17,5.18,23.99,-,-,-,19.39,-,64.38,53.0,-
53,臺北市,2006/12/23,陽明,1.9,0.13,383.68,43.8,45,35,21.0,2.02,0.8,1.22,-,-,-,10.78,-,96.03,39.0,-
54,臺北市,2006/12/23,士林,2.8,0.28,-,38.9,43,58,-,11.99,1.91,10.05,-,-,-,18.84,-,61.2,54.0,-
55,臺北市,2006/12/22,松山,5.2,0.58,407.12,23.7,30,72,39.0,43.38,10.89,32.49,2.226,0.245,1.98,17.3,-,62.21,61.0,-
56,臺北市,2006/12/22,古亭,4.0,0.68,-,21.3,26,79,45.0,44.64,15.55,29.08,2.003,0.242,1.76,16.53,-,64.34,64.0,-
57,臺北市,2006/12/22,中山,4.9,0.83,-,16.7,24,78,37.0,54.63,18.78,35.85,2.186,0.294,1.89,17.53,-,51.97,64.0,-
58,臺北市,2006/12/22,萬華,5.9,0.83,-,23.6,34,70,-,39.73,10.97,28.76,-,-,-,18.02,-,63.92,60.0,-
59,臺北市,2006/12/22,陽明,2.6,0.15,385.33,48.0,50,50,27.0,1.87,0.67,1.15,-,-,-,9.37,-,94.59,50.0,-
60,臺北市,2006/12/22,士林,3.3,0.34,-,40.6,44,76,-,13.45,1.83,11.6,-,-,-,17.43,-,58.95,63.0,-
61,臺北市,2006/12/21,松山,3.0,0.39,404.81,24.5,33,30,19.0,27.22,4.44,22.78,2.094,0.169,1.92,16.87,-,80.5,31.0,-
62,臺北市,2006/12/21,古亭,2.8,0.56,-,18.5,27,41,21.0,41.33,11.83,29.49,1.926,0.214,1.71,16.23,-,80.05,41.0,-
63,臺北市,2006/12/21,中山,3.0,0.68,-,14.4,21,43,25.0,47.91,16.02,31.89,2.103,0.254,1.85,16.82,-,70.75,43.0,-
64,臺北市,2006/12/21,萬華,3.6,0.69,-,21.0,29,34,-,37.93,9.07,28.86,-,-,-,17.65,-,80.96,34.0,-
65,臺北市,2006/12/21,陽明,1.0,0.13,384.14,44.2,49,-,11.0,2.36,1.33,1.03,-,-,-,9.94,-,98.63,43.0,-
66,臺北市,2006/12/21,士林,1.5,0.31,-,32.3,42,41,-,15.83,2.27,13.57,-,-,-,16.8,-,76.65,41.0,-
67,臺北市,2006/12/20,松山,3.0,0.45,408.2,16.8,22,18,17.0,37.17,9.24,27.93,2.171,0.2,1.97,18.06,-,90.91,24.0,-
68,臺北市,2006/12/20,古亭,3.2,0.55,-,13.1,15,26,16.0,42.1,12.09,30.01,1.875,0.205,1.67,17.73,-,88.42,26.0,-
69,臺北市,2006/12/20,中山,3.7,0.7,-,10.4,14,24,16.0,46.47,15.42,31.06,2.129,0.228,1.9,18.39,-,79.16,24.0,-
70,臺北市,2006/12/20,萬華,6.1,0.65,-,15.4,21,19,-,37.44,8.34,29.1,-,-,-,19.19,-,89.52,20.0,-
71,臺北市,2006/12/20,陽明,1.5,0.14,384.02,37.5,40,-,3.0,3.01,1.71,1.35,-,-,-,12.42,-,99.58,35.0,-
72,臺北市,2006/12/20,士林,2.2,0.4,-,21.8,27,24,-,22.55,4.21,18.34,-,-,-,18.63,-,82.28,30.0,-
73,臺北市,2006/12/19,松山,5.5,0.51,410.05,14.4,20,22,16.0,41.55,13.31,28.24,2.236,0.247,1.99,17.62,-,87.62,23.0,-
74,臺北市,2006/12/19,古亭,3.6,0.59,-,13.1,18,31,16.0,45.54,17.57,27.95,2.005,0.238,1.77,17.44,-,82.94,31.0,-
75,臺北市,2006/12/19,中山,3.7,0.65,-,12.1,17,29,-,45.51,16.98,28.54,2.143,0.226,1.92,18.09,-,74.75,29.0,-
76,臺北市,2006/12/19,萬華,6.0,0.63,-,16.5,22,24,-,39.24,12.26,26.97,-,-,-,18.96,-,83.28,25.0,-
77,臺北市,2006/12/19,陽明,1.7,0.14,383.89,36.6,37,5,4.0,2.21,1.24,0.96,-,-,-,11.5,-,99.66,31.0,-
78,臺北市,2006/12/19,士林,1.9,0.41,-,23.6,30,27,-,22.74,6.09,16.63,-,-,-,18.06,-,80.08,31.0,-
79,臺北市,2006/12/18,松山,4.4,0.57,411.36,16.7,28,47,22.0,45.14,17.92,27.22,2.27,0.273,2.0,15.74,-,66.43,47.0,-
80,臺北市,2006/12/18,古亭,-,0.48,-,19.8,28,46,20.0,28.01,9.33,18.67,2.077,0.158,1.92,15.14,-,64.28,46.0,-
81,臺北市,2006/12/18,中山,4.7,0.79,-,11.8,21,48,-,56.6,25.72,30.88,2.264,0.288,1.98,15.79,-,56.46,48.0,-
82,臺北市,2006/12/18,萬華,6.0,0.65,-,17.4,25,38,-,35.25,10.49,24.76,-,-,-,16.56,-,64.77,38.0,-
83,臺北市,2006/12/18,陽明,1.8,0.16,385.98,35.0,36,20,10.0,2.36,0.97,1.4,-,-,-,7.6,-,97.77,31.0,-
84,臺北市,2006/12/18,士林,2.5,0.32,-,27.6,30,42,-,15.25,2.72,12.53,-,-,-,15.75,-,63.85,42.0,-
85,臺北市,2006/12/17,松山,6.4,0.54,413.56,24.1,39,78,36.0,34.09,12.72,21.37,2.23,0.178,2.05,14.01,-,62.02,64.0,-
86,臺北市,2006/12/17,古亭,-,0.55,-,19.0,30,85,40.0,28.34,8.7,19.64,2.114,0.147,1.97,13.0,-,64.97,68.0,-
87,臺北市,2006/12/17,中山,7.4,0.75,-,15.6,27,88,36.0,48.39,20.48,27.91,2.313,0.238,2.08,14.12,-,52.67,69.0,-
88,臺北市,2006/12/17,萬華,8.6,0.65,-,19.0,31,79,-,30.95,9.19,21.76,-,-,-,14.69,-,63.54,64.0,-
89,臺北市,2006/12/17,陽明,7.3,0.3,389.43,37.3,40,80,30.0,5.29,1.32,3.96,-,-,-,5.54,-,93.83,65.0,-
90,臺北市,2006/12/17,士林,6.1,0.51,-,23.0,34,90,-,21.95,7.01,14.95,-,-,-,13.35,-,62.82,70.0,-
91,臺北市,2006/12/16,松山,4.3,0.66,412.53,27.8,43,35,30.0,37.24,10.41,26.82,2.219,0.196,2.02,14.79,-,86.02,45.0,-
92,臺北市,2006/12/16,古亭,-,0.79,-,21.4,36,44,34.0,41.96,12.64,29.33,2.206,0.23,1.98,13.84,-,87.61,44.0,-
93,臺北市,2006/12/16,中山,5.1,0.86,-,16.7,30,44,31.0,52.89,18.44,34.45,2.27,0.243,2.03,14.67,-,76.13,44.0,-
94,臺北市,2006/12/16,萬華,5.3,0.86,-,21.4,37,39,-,39.8,9.36,30.42,-,-,-,15.53,-,86.78,39.0,-
95,臺北市,2006/12/16,陽明,4.3,0.36,389.03,44.7,49,25,17.0,3.84,1.23,2.61,-,-,-,7.93,-,98.21,44.0,-
96,臺北市,2006/12/16,士林,3.8,0.69,-,24.0,40,44,-,33.58,9.13,24.46,-,-,-,14.39,-,85.35,44.0,-
97,臺北市,2006/12/15,松山,6.2,0.81,414.22,18.4,24,33,31.0,42.96,12.86,30.1,2.288,0.269,2.02,17.86,-,91.79,33.0,-
98,臺北市,2006/12/15,古亭,-,0.9,-,16.4,24,43,34.0,43.46,15.21,28.24,2.166,0.228,1.94,17.04,-,90.53,43.0,-
99,臺北市,2006/12/15,中山,5.4,1.08,-,10.1,18,38,28.0,58.61,21.3,37.31,2.301,0.273,2.03,17.86,-,81.59,38.0,-
100,臺北市,2006/12/15,萬華,8.3,1.0,-,14.8,23,33,-,44.14,11.87,32.27,-,-,-,18.85,-,90.17,33.0,-
101,臺北市,2006/12/15,陽明,3.2,0.47,395.89,-,44,8,7.0,4.58,1.24,3.34,-,-,-,12.25,-,99.7,40.0,-
102,臺北市,2006/12/15,士林,3.2,0.71,-,24.5,34,35,-,21.76,4.82,16.92,-,-,-,18.03,-,85.67,36.0,-
103,臺北市,2006/12/14,松山,4.0,0.64,409.92,18.0,30,16,14.0,41.87,12.02,29.85,2.223,0.243,1.98,18.69,-,90.86,30.0,-
104,臺北市,2006/12/14,古亭,1.2,0.72,-,17.3,27,21,11.0,38.72,13.11,25.62,2.116,0.221,1.9,17.98,-,88.91,28.0,-
105,臺北市,2006/12/14,中山,3.2,0.84,-,12.2,23,24,15.0,50.44,14.49,35.95,2.204,0.233,1.97,18.95,-,79.02,25.0,-
106,臺北市,2006/12/14,萬華,4.5,0.86,-,16.0,27,15,-,39.61,11.84,27.77,-,-,-,19.79,-,88.61,27.0,-
107,臺北市,2006/12/14,陽明,1.5,0.31,394.68,39.3,43,5,4.0,4.13,1.22,2.88,-,-,-,12.83,-,99.38,37.0,-
108,臺北市,2006/12/14,士林,1.9,0.5,-,20.1,31,22,-,22.09,3.48,18.6,-,-,-,19.01,-,84.21,30.0,-
109,臺北市,2006/12/13,松山,4.0,0.59,408.82,15.2,17,26,19.0,38.16,13.04,25.12,2.296,0.262,2.03,22.51,-,86.82,26.0,-
110,臺北市,2006/12/13,古亭,2.3,0.72,-,13.3,19,34,20.0,42.04,17.99,24.05,2.157,0.26,1.9,22.32,-,82.92,34.0,-
111,臺北市,2006/12/13,中山,2.9,0.82,-,10.9,17,31,18.0,45.62,19.5,26.12,2.205,0.241,1.96,23.14,-,74.12,31.0,-
112,臺北市,2006/12/13,萬華,4.4,0.75,-,13.0,16,26,-,39.61,14.87,24.73,-,-,-,23.75,-,84.51,26.0,-
113,臺北市,2006/12/13,陽明,1.7,0.21,391.5,33.3,35,8,6.0,3.23,1.19,2.04,-,-,-,16.61,-,99.7,31.0,-
114,臺北市,2006/12/13,士林,1.6,0.38,-,26.1,32,25,15.0,15.92,3.84,12.08,-,-,-,23.77,-,77.01,32.0,-
115,臺北市,2006/12/12,松山,4.3,0.72,416.44,14.7,22,33,23.0,43.97,18.43,25.55,2.475,0.33,2.15,23.2,-,80.76,33.0,-
116,臺北市,2006/12/12,古亭,3.6,0.97,-,11.2,16,42,21.0,54.18,28.34,25.84,2.487,0.457,2.03,23.3,-,74.92,42.0,-
117,臺北市,2006/12/12,中山,4.6,0.95,-,10.8,15,37,19.0,55.48,27.5,27.98,2.443,0.335,2.11,23.48,-,69.46,37.0,-
118,臺北市,2006/12/12,萬華,4.9,0.9,-,11.9,19,33,-,44.2,18.4,25.81,-,-,-,24.24,-,77.46,33.0,-
119,臺北市,2006/12/12,陽明,2.7,0.23,392.77,33.5,35,7,6.0,3.2,0.88,2.31,-,-,-,16.77,-,99.65,31.0,-
120,臺北市,2006/12/12,士林,3.4,0.66,-,24.5,31,40,23.0,35.5,16.84,18.65,-,-,-,23.78,-,75.62,40.0,-
121,臺北市,2006/12/11,松山,3.4,0.7,411.24,17.2,32,36,-,34.06,10.14,23.92,2.255,0.227,2.03,22.7,-,74.89,36.0,-
122,臺北市,2006/12/11,古亭,2.7,0.75,-,20.5,29,38,27.0,32.13,11.77,20.36,2.084,0.135,1.95,22.62,-,71.1,38.0,-
123,臺北市,2006/12/11,中山,3.3,0.92,-,15.0,20,41,27.0,42.28,15.08,27.2,2.222,0.239,1.98,22.55,-,66.31,41.0,-
124,臺北市,2006/12/11,萬華,4.8,0.81,-,18.9,29,34,-,32.28,9.36,22.92,-,-,-,23.75,-,73.3,34.0,-
125,臺北市,2006/12/11,陽明,2.0,0.35,393.71,27.0,37,12,10.0,2.91,0.98,1.93,-,-,-,15.42,-,98.88,33.0,-
126,臺北市,2006/12/11,士林,2.8,0.48,-,32.3,37,39,18.0,14.3,2.97,11.32,-,-,-,23.19,-,70.89,39.0,-
127,臺北市,2006/12/10,松山,5.5,0.67,410.73,18.2,26,34,27.0,29.18,7.89,21.28,2.174,0.15,2.02,18.22,-,86.11,34.0,-
128,臺北市,2006/12/10,古亭,4.1,0.66,-,19.1,21,40,30.0,23.53,6.29,17.24,2.036,0.107,1.93,18.14,-,81.14,40.0,-
129,臺北市,2006/12/10,中山,3.8,0.76,-,16.1,20,39,25.0,29.36,8.09,21.26,2.126,0.151,1.98,18.56,-,72.94,39.0,-
130,臺北市,2006/12/10,萬華,3.5,0.71,-,19.5,23,33,-,22.0,3.87,18.13,-,-,-,19.44,-,81.25,33.0,-
131,臺北市,2006/12/10,陽明,2.1,0.44,400.45,19.7,24,6,4.0,3.04,0.83,2.21,-,-,-,11.62,-,99.77,21.0,-
132,臺北市,2006/12/10,士林,3.3,0.53,-,31.2,32,35,19.0,9.66,1.47,8.19,-,-,-,19.41,-,74.48,35.0,-
133,臺北市,2006/12/09,松山,-,-,-,-,24,27,16.0,-,-,-,-,-,-,-,-,-,27.0,-
134,臺北市,2006/12/09,古亭,4.4,0.62,-,21.2,27,44,28.0,27.92,7.74,20.17,2.025,0.136,1.89,20.03,-,79.87,44.0,-
135,臺北市,2006/12/09,中山,3.4,0.68,-,20.0,27,40,20.0,31.12,10.3,20.82,2.095,0.148,1.95,20.61,-,70.64,40.0,-
136,臺北市,2006/12/09,萬華,5.2,0.6,-,23.9,28,34,-,24.57,5.6,18.97,-,-,-,21.43,-,79.57,34.0,-
137,臺北市,2006/12/09,陽明,1.6,0.33,397.51,19.4,23,10,7.0,3.86,1.28,2.58,-,-,-,13.25,-,99.79,22.0,-
138,臺北市,2006/12/09,士林,2.4,0.43,-,35.7,44,37,16.0,10.63,2.21,8.42,-,-,-,21.36,-,72.58,38.0,-
139,臺北市,2006/12/08,松山,6.4,0.5,-,-,29,44,28.0,28.77,7.03,21.74,2.167,0.173,1.99,22.3,-,80.94,44.0,-
140,臺北市,2006/12/08,古亭,6.6,0.77,-,24.9,34,68,47.0,35.64,8.24,27.4,2.101,0.192,1.91,22.09,-,77.13,59.0,-
141,臺北市,2006/12/08,中山,7.7,0.84,-,22.5,28,62,40.0,38.21,9.91,28.3,2.16,0.201,1.96,22.3,-,70.03,56.0,-
142,臺北市,2006/12/08,萬華,6.9,0.71,-,29.9,42,55,-,27.13,4.49,22.64,-,-,-,23.29,-,78.24,52.0,-
143,臺北市,2006/12/08,陽明,2.3,0.39,396.64,26.3,31,22,15.0,4.31,1.43,2.88,-,-,-,15.04,-,99.8,29.0,-
144,臺北市,2006/12/08,士林,3.7,0.49,-,43.0,49,64,34.0,13.7,2.04,11.65,-,-,-,22.98,-,72.77,57.0,-
145,臺北市,2006/12/07,松山,10.3,0.77,423.55,11.5,20,44,26.0,61.08,31.86,29.22,2.571,0.377,2.19,22.11,-,87.27,44.0,-
146,臺北市,2006/12/07,古亭,7.2,0.93,-,10.2,18,48,31.0,57.65,28.02,29.63,2.404,0.358,2.05,22.29,-,81.01,48.0,-
147,臺北市,2006/12/07,中山,9.0,0.98,-,8.3,13,49,29.0,63.68,31.35,32.32,2.427,0.344,2.08,22.36,-,76.47,49.0,-
148,臺北市,2006/12/07,萬華,7.0,0.96,-,12.6,24,42,-,49.68,17.58,32.1,-,-,-,23.33,-,82.38,42.0,-
149,臺北市,2006/12/07,陽明,2.0,0.19,390.79,18.1,23,11,7.0,3.18,1.23,1.93,-,-,-,17.82,-,82.28,22.0,-
150,臺北市,2006/12/07,士林,4.5,0.56,-,21.1,31,44,23.0,29.64,9.33,20.31,-,-,-,22.73,-,80.1,44.0,-
151,臺北市,2006/12/06,松山,5.8,0.71,411.17,16.2,28,20,15.0,53.22,24.0,29.23,2.348,0.322,2.03,20.59,-,93.15,28.0,-
152,臺北市,2006/12/06,古亭,4.8,0.89,-,17.3,29,29,12.0,49.35,24.82,24.53,2.224,0.306,1.92,20.44,-,88.19,29.0,-
153,臺北市,2006/12/06,中山,4.4,0.95,-,14.8,23,28,19.0,54.78,25.77,29.0,2.335,0.326,2.01,21.27,-,78.6,28.0,-
154,臺北市,2006/12/06,萬華,5.9,0.91,-,18.0,27,20,-,40.73,16.27,24.46,-,-,-,22.01,-,87.13,26.0,-
155,臺北市,2006/12/06,陽明,0.6,0.18,390.68,21.3,23,7,5.0,2.16,1.11,1.06,-,-,-,15.2,-,99.63,21.0,-
156,臺北市,2006/12/06,士林,2.6,0.64,-,22.7,32,30,10.0,32.0,12.01,19.98,-,-,-,21.88,-,81.11,30.0,-
157,臺北市,2006/12/05,松山,4.2,0.75,413.7,17.4,25,27,19.0,47.28,18.18,29.1,2.403,0.343,2.06,19.35,-,90.52,29.0,-
158,臺北市,2006/12/05,古亭,3.6,0.93,-,14.8,18,35,22.0,53.48,24.3,29.18,2.351,0.371,1.98,19.14,-,86.91,35.0,-
159,臺北市,2006/12/05,中山,5.0,1.17,-,10.1,11,21,25.0,70.27,30.48,39.79,2.724,0.476,2.25,19.66,-,78.18,23.0,-
160,臺北市,2006/12/05,萬華,5.6,0.94,-,13.9,16,35,-,48.65,17.54,31.1,-,-,-,20.53,-,86.63,35.0,-
161,臺北市,2006/12/05,陽明,0.7,0.17,392.33,21.9,24,5,4.0,2.25,1.23,1.02,-,-,-,13.83,-,99.64,24.0,-
162,臺北市,2006/12/05,士林,3.2,0.74,-,21.0,32,42,20.0,43.31,17.36,25.95,-,-,-,20.36,-,80.97,42.0,-
163,臺北市,2006/12/04,松山,5.4,0.45,403.81,21.4,30,25,17.0,36.11,9.23,26.88,2.143,0.181,1.96,17.86,-,88.91,31.0,-
164,臺北市,2006/12/04,古亭,5.0,0.48,-,24.6,35,33,18.0,28.21,7.68,20.53,1.984,0.13,1.85,17.84,-,83.44,34.0,-
165,臺北市,2006/12/04,中山,4.0,0.6,-,18.7,28,30,21.0,37.4,11.3,26.11,2.104,0.181,1.92,18.2,-,75.15,30.0,-
166,臺北市,2006/12/04,萬華,6.4,0.51,-,24.2,33,27,-,27.6,5.21,22.39,-,-,-,19.13,-,83.48,32.0,-
167,臺北市,2006/12/04,陽明,1.2,0.16,391.44,26.4,30,6,4.0,1.86,0.9,0.96,-,-,-,11.47,-,99.73,26.0,-
168,臺北市,2006/12/04,士林,0.8,0.27,-,36.7,41,28,11.0,10.32,1.71,8.62,-,-,-,19.25,-,74.98,37.0,-
169,臺北市,2006/12/03,松山,5.4,0.37,402.06,26.4,40,31,18.0,28.57,6.49,22.08,2.077,0.118,1.96,17.15,-,82.43,35.0,-
170,臺北市,2006/12/03,古亭,3.6,0.36,-,31.7,40,36,20.0,18.53,4.04,14.5,1.942,0.073,1.87,17.04,-,77.86,36.0,-
171,臺北市,2006/12/03,中山,4.3,0.47,-,20.4,28,36,23.0,31.22,6.91,24.32,2.056,0.127,1.93,17.3,-,70.61,36.0,-
172,臺北市,2006/12/03,萬華,3.5,0.43,-,29.0,36,33,-,21.14,3.39,17.74,-,-,-,18.34,-,77.63,33.0,-
173,臺北市,2006/12/03,陽明,2.0,0.17,392.48,24.9,26,11,8.0,1.76,0.95,0.8,-,-,-,10.03,-,99.8,24.0,-
174,臺北市,2006/12/03,士林,1.7,0.25,-,40.0,45,39,14.0,9.06,1.4,7.67,-,-,-,18.1,-,72.17,39.0,-
