序號,縣市,監測日期,測站,二氧化硫
SO2
(ppb),一氧化碳
CO
(ppm),二氧化碳
CO2
(ppm),臭氧
O3
(ppb),"懸浮微粒
PM 10 
(μg/m 3 )","細懸浮微粒
PM 2.5 
(μg/m 3 )",氮氧化物
NOx
(ppb),一氧化氮
NO
(ppb),二氧化氮
NO2
(ppb),總碳氫化合物
THC
(ppm),非甲烷碳氫化合物
NMHC
(ppm),甲烷
CH4
(ppm),風速
WIND_SPEED
(m/sec),小時風速值
WS_HR
(m/sec),溫度
AMB_TEMP
(℃),降雨強度
RAIN_INT
(㎜),酸雨
PH_RAIN
(pH),相對濕度
RH
24,臺北市,2017/05/28,中山,1.7,0.36,-,49.1,20,10,17.7,4.21,13.49,1.913,0.088,1.825,2.77,2.47,24.19,-,-,75.57,-
25,臺北市,2017/05/28,大同,2.5,0.46,-,-,32,10,27.24,8.64,18.6,2.044,0.105,1.939,-,-,-,-,-,-,-
26,臺北市,2017/05/28,萬華,1,0.28,-,49.8,26,11,14.72,2.58,12.15,-,-,-,3.47,3.33,24.48,-,-,79.45,-
27,臺北市,2017/05/28,陽明,2.1,0.14,416.57,59.3,6,3,3.38,0.62,2.72,-,-,-,-,-,17.69,0,0,99.29,0
28,臺北市,2017/05/28,士林,3,0.19,-,53.5,22,12,6.13,0.84,5.28,-,-,-,3.47,3.2,24.04,-,-,80.12,-
29,臺北市,2017/05/27,松山,2,0.29,426.16,49.8,22,11,17.29,2.36,14.92,1.912,0.076,1.836,2.18,1.71,22.99,-,-,75.66,-
30,臺北市,2017/05/27,古亭,2.1,0.29,-,52.6,35,13,16.91,2.26,14.65,2.009,0.081,1.928,3.21,2.98,25.7,-,-,78.35,-
31,臺北市,2017/05/27,中山,2.4,0.4,-,47.6,25,12,24.01,3.31,20.72,1.961,0.121,1.84,2.76,2.5,23.33,-,-,79.14,-
32,臺北市,2017/05/27,大同,2.2,0.6,-,-,44,13,47.15,16.43,30.71,2.136,0.173,1.962,-,-,-,-,-,-,-
33,臺北市,2017/05/27,萬華,2.3,0.31,-,48.7,26,12,19.45,1.7,17.75,-,-,-,3.31,3.06,23.5,-,-,75.43,-
34,臺北市,2017/05/27,陽明,2.9,0.16,416.05,66.4,13,9,2.93,0.72,2.17,-,-,-,-,-,16.73,3.83,4.47,89.43,32.78
35,臺北市,2017/05/27,士林,2.9,0.21,-,57.6,25,9,7,0.61,6.34,-,-,-,3.37,3.22,23.2,-,-,75.22,-
36,臺北市,2017/05/26,松山,3.8,0.35,431.57,33.7,27,12,21.17,2.92,18.25,1.92,0.109,1.811,1.74,1.3,23.85,-,-,71.77,-
37,臺北市,2017/05/26,古亭,3.6,0.38,-,35.6,40,11,21.04,3.43,17.61,2.046,0.108,1.938,2.32,2.15,26.47,-,-,73.76,-
38,臺北市,2017/05/26,中山,4.7,0.53,-,31.6,29,12,31.45,6.58,24.87,2.047,0.186,1.861,2.23,1.92,24.4,-,-,-,-
39,臺北市,2017/05/26,大同,5,0.99,-,-,50,12,65.43,31.5,33.93,2.274,0.302,1.972,-,-,-,-,-,-,-
40,臺北市,2017/05/26,萬華,4.6,0.39,-,29.4,30,13,27.59,4.22,23.37,-,-,-,2.26,2.02,24.5,-,-,70.48,-
41,臺北市,2017/05/26,陽明,1.9,0.12,413.37,57.2,14,9,1.29,0.3,0.89,-,-,-,-,-,16.83,0,0,82.81,0
42,臺北市,2017/05/26,士林,2.1,0.25,-,42,28,12,11.46,1.6,9.86,-,-,-,2.39,1.93,23.71,-,-,73.63,-
43,臺北市,2017/05/25,松山,2.5,0.4,429.97,29.3,27,15,23.56,3.66,19.9,1.946,0.125,1.82,1.33,0.97,23.02,-,-,84.03,-
44,臺北市,2017/05/25,古亭,2.2,0.46,-,29.1,56,-,25.23,4.48,20.75,2.099,0.137,1.962,1.9,1.66,25.56,-,-,87.18,-
45,臺北市,2017/05/25,中山,1.7,0.54,-,27.8,31,13,30.24,6.65,23.59,2.114,0.229,1.885,1.88,1.63,23.59,-,-,77.42,-
46,臺北市,2017/05/25,大同,2.9,1.33,-,-,41,13,77.76,41.77,35.99,2.408,0.417,1.991,-,-,-,-,-,-,-
47,臺北市,2017/05/25,萬華,2.7,0.45,-,27,32,14,27.69,3.68,24.01,-,-,-,1.68,1.52,23.7,-,-,82.63,-
48,臺北市,2017/05/25,陽明,0.6,0.15,417.91,50.4,8,5,1.59,0.25,1.33,-,-,-,-,-,16.98,0.85,4.78,96.15,31.28
49,臺北市,2017/05/25,士林,1.4,0.38,-,27.5,28,13,17.53,2.5,15.02,-,-,-,1.44,1.16,22.75,-,-,87.87,-
50,臺北市,2017/05/24,松山,2.1,0.47,443.86,22.1,25,14,27,7.07,19.93,2.036,0.176,1.86,1.94,1.38,27.28,-,-,76.92,-
51,臺北市,2017/05/24,古亭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
52,臺北市,2017/05/24,中山,1.8,0.64,-,17.7,29,15,31.75,8.99,22.75,2.146,0.239,1.907,1.98,1.38,27.76,-,-,79.63,-
53,臺北市,2017/05/24,大同,3.7,1.56,-,-,45,14,67.49,38.65,28.85,2.589,0.495,2.094,-,-,-,-,-,-,-
54,臺北市,2017/05/24,萬華,1.8,0.45,-,20.9,27,13,22.64,4.16,18.48,-,-,-,1.83,1.49,27.78,-,-,77.45,-
55,臺北市,2017/05/24,陽明,1.6,0.15,422.96,31.4,12,8,5.17,0.56,4.56,-,-,-,-,-,20.38,2.56,5.3,96.28,7.97
56,臺北市,2017/05/24,士林,2.6,0.41,-,19.6,30,12,21.64,4.49,17.15,-,-,-,1.92,1.49,26.82,-,-,82.83,-
57,臺北市,2017/05/23,松山,5.6,0.54,446.01,27,38,20,30.56,5.75,24.81,2.091,0.202,1.889,1.37,0.89,27.93,-,-,72.43,-
58,臺北市,2017/05/23,古亭,3.9,0.55,-,27.7,51,17,27.61,5.08,22.53,2.236,0.251,1.985,1.43,1.06,28.02,-,-,71.59,-
59,臺北市,2017/05/23,中山,3.6,0.66,-,23,35,18,35.07,8.77,26.3,2.188,0.253,1.934,1.53,0.97,28.54,-,-,75.02,-
60,臺北市,2017/05/23,大同,3.9,1.54,-,-,54,15,63.35,31.52,31.83,2.661,0.504,2.157,-,-,-,-,-,-,-
61,臺北市,2017/05/23,萬華,3.6,0.58,-,23.2,36,18,27.53,4.26,23.28,-,-,-,1.28,0.81,28.59,-,-,73.02,-
62,臺北市,2017/05/23,陽明,2.1,0.2,423.59,39.1,23,20,6.12,0.78,5.32,-,-,-,-,-,21.32,0,0,93.34,0
63,臺北市,2017/05/23,士林,2.5,0.36,-,25.3,35,16,17.94,3.02,14.93,-,-,-,1.75,1.53,27.57,-,-,77.66,-
64,臺北市,2017/05/22,松山,3.6,0.32,424.51,23,19,9,21.27,4.85,16.43,1.897,0.109,1.788,1.98,1.58,26.44,-,-,77.48,-
65,臺北市,2017/05/22,古亭,2.6,0.35,-,27.7,21,4,19.68,4.14,15.55,2.013,0.131,1.882,2.39,2.25,26.87,-,-,74.32,-
66,臺北市,2017/05/22,中山,7.2,0.46,-,21.5,20,9,30.5,9.22,21.27,1.942,0.145,1.797,2.32,2.02,27.26,-,-,77.28,-
67,臺北市,2017/05/22,大同,7,0.81,-,-,37,10,51.74,28.31,23.44,2.167,0.258,1.909,-,-,-,-,-,-,-
68,臺北市,2017/05/22,萬華,5,0.31,-,24.3,21,9,21.94,4.3,17.61,-,-,-,2.62,2.39,27.23,-,-,75.56,-
69,臺北市,2017/05/22,陽明,3.7,0.1,415.51,37.3,10,8,4,0.77,3.19,-,-,-,-,-,19.83,0,0,95.06,0
70,臺北市,2017/05/22,士林,5.3,0.19,-,30.5,24,11,11.37,1.24,10.13,-,-,-,2.79,2.64,26.89,-,-,75.05,-
71,臺北市,2017/05/21,松山,4.1,0.26,422.14,34.2,17,9,14.59,2.5,12.09,1.853,0.062,1.791,2.05,1.58,25.07,-,-,81.92,-
72,臺北市,2017/05/21,古亭,2.9,0.27,-,37,20,4,14.22,2.16,12.06,1.982,0.078,1.904,2.63,2.32,25.26,-,-,80.09,-
73,臺北市,2017/05/21,中山,3.3,0.35,-,33.8,21,10,19.8,5.18,14.62,1.93,0.107,1.823,2.5,2.1,25.87,-,-,82,-
74,臺北市,2017/05/21,大同,3.2,0.67,-,-,30,7,39.62,18.38,21.24,2.111,0.186,1.924,-,-,-,-,-,-,-
75,臺北市,2017/05/21,萬華,3.3,0.28,-,34.5,21,8,16.35,1.97,14.35,-,-,-,2.92,2.67,25.91,-,-,79.75,-
76,臺北市,2017/05/21,陽明,0.6,0.11,415.08,45.3,5,2,1.77,0.58,1.16,-,-,-,-,-,18.95,0.85,4.69,98.38,19.31
77,臺北市,2017/05/21,士林,1.4,0.18,-,39.6,18,6,5.82,0.79,5.03,-,-,-,3.09,2.94,25.71,-,-,78.54,-
78,臺北市,2017/05/20,松山,2.7,0.34,421.96,38.1,28,21,14.26,2.22,12.04,1.897,0.085,1.812,1.73,1.16,25.31,-,-,72.53,-
79,臺北市,2017/05/20,古亭,1.4,0.32,-,41,27,7,15.11,2.39,12.75,2.02,0.093,1.927,2.5,2.24,25.59,-,-,70.14,-
80,臺北市,2017/05/20,中山,1.4,0.4,-,38.1,21,10,19.62,3.52,16.1,1.973,0.129,1.844,2.48,2.22,25.7,-,-,52.67,-
81,臺北市,2017/05/20,大同,1.8,0.77,-,-,34,9,44.3,18.97,25.33,2.186,0.226,1.961,-,-,-,-,-,-,-
82,臺北市,2017/05/20,萬華,1.4,0.31,-,37.7,22,10,18.41,3.1,15.31,-,-,-,2.29,2.1,26.06,-,-,70.83,-
83,臺北市,2017/05/20,陽明,1.8,0.12,413.93,47.8,8,6,1.85,0.65,1.2,-,-,-,-,-,18.6,0.67,5.18,95.65,4.46
84,臺北市,2017/05/20,士林,1.8,0.22,-,44.5,18,9,7.07,1.45,5.6,-,-,-,2.86,2.66,25.39,-,-,74.69,-
85,臺北市,2017/05/19,松山,1.5,0.38,423.72,37.1,30,19,21.77,3.1,18.67,1.941,0.111,1.829,1.72,1.25,25.07,-,-,73.46,-
86,臺北市,2017/05/19,古亭,1.6,0.34,-,42.7,31,16,15.89,1.99,13.9,2.001,0.082,1.919,2.68,2.51,25.2,-,-,72.14,-
87,臺北市,2017/05/19,中山,1,0.56,-,33.5,35,17,31.07,7.4,23.67,2.028,0.157,1.871,2.63,2.38,25.37,-,-,61.83,-
88,臺北市,2017/05/19,大同,2.1,0.89,-,-,53,17,59.58,29.15,30.43,2.245,0.27,1.975,-,-,-,-,-,-,-
89,臺北市,2017/05/19,萬華,2.4,0.42,-,33.1,35,18,28.53,4,24.54,-,-,-,2.5,2.33,25.7,-,-,72.78,-
90,臺北市,2017/05/19,陽明,1.5,0.16,416.3,51.2,14,11,1.72,0.68,1.03,-,-,-,-,-,18.42,0.6,4.72,95.08,10.6
91,臺北市,2017/05/19,士林,1.5,0.25,-,46.1,31,16,8.34,1.11,7.22,-,-,-,2.96,2.78,24.87,-,-,76.68,-
92,臺北市,2017/05/18,松山,2,0.33,422.44,40.3,34,16,19.35,3.12,16.23,1.913,0.099,1.814,2.1,1.54,26.02,-,-,67.81,-
93,臺北市,2017/05/18,古亭,1.8,0.31,-,48.3,28,14,15.27,2.37,12.9,2.003,0.087,1.915,2.86,2.69,26.33,-,-,64.93,-
94,臺北市,2017/05/18,中山,2.4,0.47,-,40.6,38,15,25.48,5.76,19.72,1.986,0.143,1.843,2.59,2.24,26.43,-,-,71.11,-
95,臺北市,2017/05/18,大同,2.8,0.64,-,-,48,13,39.86,14.6,25.26,2.144,0.188,1.955,-,-,-,-,-,-,-
96,臺北市,2017/05/18,萬華,2.2,0.34,-,39.2,36,13,21.97,2.71,19.27,-,-,-,2.99,2.74,26.63,-,-,67.61,-
97,臺北市,2017/05/18,陽明,4.7,0.12,416.29,54.7,21,15,4.41,0.68,3.69,-,-,-,-,-,18.3,0,0,92.16,0
98,臺北市,2017/05/18,士林,2.3,0.23,-,49.3,33,15,9.83,2.37,7.46,-,-,-,3.3,3.12,26.59,-,-,67.95,-
99,臺北市,2017/05/17,松山,2.9,0.35,427.18,41.2,20,11,20.64,2.86,17.77,1.919,0.106,1.813,1.81,1.37,23.22,-,-,78.86,-
100,臺北市,2017/05/17,古亭,3,0.36,-,45.3,31,13,18.74,3.19,15.55,2.031,0.091,1.939,2.34,2.1,23.45,-,-,77.15,-
101,臺北市,2017/05/17,中山,2.2,0.46,-,41.8,29,11,27.46,5.56,21.9,2.015,0.149,1.866,2.15,1.91,23.82,-,-,81.06,-
102,臺北市,2017/05/17,大同,3.3,1.08,-,-,41,11,52.57,23.2,29.37,2.312,0.326,1.986,-,-,-,-,-,-,-
103,臺北市,2017/05/17,萬華,3,0.38,-,42.2,24,11,23.96,3.52,20.44,-,-,-,2.28,2.08,23.97,-,-,77.22,-
104,臺北市,2017/05/17,陽明,0.6,0.12,412.98,61.2,15,9,1.42,0.24,1.21,-,-,-,-,-,16.68,0.88,5.23,94.88,7.04
105,臺北市,2017/05/17,士林,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
106,臺北市,2017/05/16,松山,3.2,0.36,429.3,36.4,15,9,24.95,3.05,21.91,1.934,0.11,1.823,1.24,0.82,21.68,-,-,88.32,-
107,臺北市,2017/05/16,古亭,3.9,0.5,-,32.6,11,10,33.66,4.96,28.7,2.118,0.155,1.963,1.62,1.57,21.53,-,-,89.85,-
108,臺北市,2017/05/16,中山,2.8,0.48,-,32.4,15,8,30.95,4.56,26.38,2.047,0.156,1.891,1.74,1.43,21.97,-,-,93.3,-
109,臺北市,2017/05/16,大同,4.8,1.68,-,-,32,8,95.61,55.63,39.96,2.565,0.541,2.025,-,-,-,-,-,-,-
110,臺北市,2017/05/16,萬華,4.2,0.43,-,31.3,17,9,30.74,3.63,27.11,-,-,-,1.59,1.32,22.13,-,-,88.77,-
111,臺北市,2017/05/16,陽明,1.9,0.13,414.07,59.2,5,2,1.47,0.32,1.11,-,-,-,-,-,16.5,2.05,5.5,98.41,5.32
112,臺北市,2017/05/16,士林,1.1,0.35,-,33.6,12,6,20.25,2.64,17.61,-,-,-,1.32,1.13,21.22,-,-,92.75,-
113,臺北市,2017/05/15,松山,3.9,0.38,434.52,26.7,16,13,21.3,4.08,17.22,1.955,0.13,1.824,1.74,1.17,26.51,-,-,77.57,-
114,臺北市,2017/05/15,古亭,3.4,0.41,-,28,20,11,23.05,5.3,17.75,2.07,0.13,1.94,1.78,1.36,26.62,-,-,75.99,-
115,臺北市,2017/05/15,中山,2.6,0.5,-,26.7,23,10,26.16,6.84,19.32,2.018,0.152,1.866,1.8,1.27,26.91,-,-,78.17,-
116,臺北市,2017/05/15,大同,3.9,1.18,-,-,41,11,66.55,36.97,29.57,2.361,0.365,1.996,-,-,-,-,-,-,-
117,臺北市,2017/05/15,萬華,2.7,0.43,-,25.8,24,9,24.76,5.25,19.52,-,-,-,1.54,1.23,27.01,-,-,76.75,-
118,臺北市,2017/05/15,陽明,2.5,0.15,416.92,44.2,10,7,2.93,0.38,2.5,-,-,-,-,-,19.68,4.95,4.5,92.45,15.73
119,臺北市,2017/05/15,士林,2.2,0.28,-,30.7,18,11,14.22,2.12,12.09,-,-,-,1.79,1.27,26.19,-,-,79.86,-
120,臺北市,2017/05/14,松山,7,0.37,439.03,33.3,25,16,18.82,2.73,16.1,1.937,0.092,1.845,1.67,1.22,26.36,-,-,75.56,-
121,臺北市,2017/05/14,古亭,6.1,0.44,-,33,27,19,22.18,2.98,19.2,2.144,0.125,2.019,1.82,1.42,26.58,-,-,74.2,-
122,臺北市,2017/05/14,中山,5.5,0.51,-,31.7,30,17,24.77,3.8,20.97,2.049,0.136,1.913,1.8,1.32,26.76,-,-,78.56,-
123,臺北市,2017/05/14,大同,5.6,0.94,-,-,47,14,53.85,22.21,31.64,2.307,0.263,2.044,-,-,-,-,-,-,-
124,臺北市,2017/05/14,萬華,5.1,0.46,-,31.5,30,15,23.94,3.27,20.68,-,-,-,1.75,1.35,27.05,-,-,75.41,-
125,臺北市,2017/05/14,陽明,1.2,0.14,416.49,45,12,10,2.97,0.61,2.34,-,-,-,-,-,20.33,0,0,90.51,0
126,臺北市,2017/05/14,士林,3.2,0.34,-,36.3,33,13,13.61,2.59,11.02,-,-,-,1.87,1.53,26.71,-,-,76.61,-
127,臺北市,2017/05/13,松山,2.1,0.44,435.86,22.5,16,12,24.55,4.83,19.71,1.997,0.146,1.85,1.55,1.13,25.51,-,-,84.13,-
128,臺北市,2017/05/13,古亭,1.9,0.45,-,22.6,20,15,24.46,3.41,21.05,2.107,0.144,1.963,1.61,1.25,25.42,-,-,83.33,-
129,臺北市,2017/05/13,中山,2.6,0.66,-,19.2,27,12,34.22,8.89,25.33,2.144,0.199,1.945,1.6,1.05,25.81,-,-,88.24,-
130,臺北市,2017/05/13,大同,2.5,1.11,-,-,43,13,55.55,25.65,29.9,2.412,0.347,2.065,-,-,-,-,-,-,-
131,臺北市,2017/05/13,萬華,2.4,0.5,-,19.7,28,13,26.81,3.04,23.78,-,-,-,1.52,1.15,26.02,-,-,84.81,-
132,臺北市,2017/05/13,陽明,1.7,0.12,417.03,35.4,8,5,4.87,0.6,4.24,-,-,-,-,-,20.12,3.07,4.38,96.41,36.25
133,臺北市,2017/05/13,士林,1.9,0.36,-,22.6,27,11,17.91,1.86,16.05,-,-,-,1.75,1.36,25.44,-,-,87.88,-
134,臺北市,2017/05/12,松山,5.1,0.62,457.42,19.1,36,28,31.82,5.72,26.1,2.152,0.23,1.922,1.3,0.91,26.71,-,-,78.5,-
135,臺北市,2017/05/12,古亭,5.2,0.61,-,29.1,37,24,31.69,6.24,25.45,2.154,0.204,1.951,1.65,1.32,27.15,-,-,74.97,-
136,臺北市,2017/05/12,中山,5.8,0.82,-,23.6,49,27,43.13,10.36,32.75,2.198,0.262,1.936,1.69,1.14,27.82,-,-,77.26,-
137,臺北市,2017/05/12,大同,6,1.65,-,-,60,24,82.83,43.68,39.15,2.565,0.522,2.043,-,-,-,-,-,-,-
138,臺北市,2017/05/12,萬華,6.2,0.69,-,24.3,47,26,36.6,6.22,30.38,-,-,-,1.49,1.1,27.82,-,-,75.36,-
139,臺北市,2017/05/12,陽明,1.9,0.2,425.87,34.7,22,19,8.42,1.29,7.13,-,-,-,-,-,20.59,3,4.3,91.18,45.58
140,臺北市,2017/05/12,士林,6.6,0.53,-,21.2,45,26,28.69,3.86,24.83,-,-,-,1.83,1.55,27.16,-,-,80.01,-
141,臺北市,2017/05/11,松山,4.3,0.56,448.64,37.2,42,23,28.72,4.76,23.96,2.059,0.2,1.86,1.41,0.94,29.11,-,-,65.5,-
142,臺北市,2017/05/11,古亭,2.8,0.54,-,41.3,38,21,24.73,4.66,20.07,2.13,0.18,1.95,1.8,1.29,28.64,-,-,67.22,-
143,臺北市,2017/05/11,中山,3.7,0.67,-,37.6,46,28,30.06,5.75,24.31,2.19,0.253,1.937,1.8,1.11,29.4,-,-,68.86,-
144,臺北市,2017/05/11,大同,4.4,1.94,-,-,62,25,75.39,38.31,37.08,2.73,0.612,2.119,-,-,-,-,-,-,-
145,臺北市,2017/05/11,萬華,3,0.59,-,37.6,43,27,27.79,4.22,23.57,-,-,-,1.53,0.98,29.3,-,-,68.58,-
146,臺北市,2017/05/11,陽明,1.6,0.22,419.74,44.5,25,17,5.14,0.53,4.58,-,-,-,-,-,19.88,0,0,83.58,0
147,臺北市,2017/05/11,士林,3.9,0.5,-,34.9,39,22,23.4,3.27,20.13,-,-,-,1.65,1.43,28.63,-,-,71.67,-
148,臺北市,2017/05/10,松山,2.9,0.4,433.08,22.7,21,14,22.28,4.53,17.75,1.947,0.145,1.802,1.81,1.43,28.02,-,-,70.98,-
149,臺北市,2017/05/10,古亭,1,0.4,-,26.9,25,10,20.77,5.35,15.42,2.064,0.129,1.935,2.04,1.85,28.64,-,-,66.77,-
150,臺北市,2017/05/10,中山,2.7,0.61,-,15.5,28,15,35.31,10.75,24.56,2.091,0.224,1.867,1.87,1.55,28.7,-,-,72.47,-
151,臺北市,2017/05/10,大同,2.4,0.94,-,-,43,12,54.74,28.08,26.67,2.324,0.326,1.998,-,-,-,-,-,-,-
152,臺北市,2017/05/10,萬華,1.9,0.46,-,20.4,31,12,29.12,6.52,22.6,-,-,-,2.13,1.85,29,-,-,69.67,-
153,臺北市,2017/05/10,陽明,2.2,0.13,412.87,40.7,16,13,2.61,0.36,2.19,-,-,-,-,-,20.64,0,0,87.64,0
154,臺北市,2017/05/10,士林,3.9,0.32,-,25.3,27,13,16.83,3.29,13.53,-,-,-,2.1,1.83,27.97,-,-,73.99,-
155,臺北市,2017/05/09,松山,2.3,0.59,462.13,17.8,26,17,35.12,10.48,24.63,2.118,0.233,1.885,1.64,1.2,25.66,-,-,80.29,-
156,臺北市,2017/05/09,古亭,2.3,0.63,-,15,22,14,31.48,7.37,24.11,2.244,0.249,1.994,1.59,1.14,25.82,-,-,79.78,-
157,臺北市,2017/05/09,中山,3.2,0.88,-,13.5,34,16,47.02,17.2,29.82,2.236,0.321,1.915,1.62,0.98,26.26,-,-,81.38,-
158,臺北市,2017/05/09,大同,3.7,1.36,-,-,49,15,62.09,31.7,30.39,2.589,0.463,2.126,-,-,-,-,-,-,-
159,臺北市,2017/05/09,萬華,3.1,0.67,-,15.6,30,15,35.91,8.18,27.73,-,-,-,1.45,1.08,26.38,-,-,79.98,-
160,臺北市,2017/05/09,陽明,2.5,0.12,418.28,31.4,14,8,3.75,0.28,3.46,-,-,-,-,-,16.99,1.75,4.96,95.71,24.1
161,臺北市,2017/05/09,士林,2.3,0.44,-,20.3,24,11,21.16,3.08,18.08,-,-,-,1.82,1.61,25.5,-,-,81.68,-
162,臺北市,2017/05/08,松山,3.2,0.62,454.76,33.6,83,30,32.3,6.54,25.76,2.15,0.211,1.939,1.18,0.84,26.24,-,-,74.09,-
163,臺北市,2017/05/08,古亭,2.9,0.61,-,38.2,74,28,28.29,4.04,24.24,2.205,0.195,2.01,1.39,0.98,26.74,-,-,71.17,-
164,臺北市,2017/05/08,中山,3.6,0.83,-,32.6,90,27,41.48,12.22,29.26,2.183,0.258,1.925,1.45,0.88,27.28,-,-,73.22,-
165,臺北市,2017/05/08,大同,4.3,1.3,-,-,98,30,63.56,28.13,35.44,2.563,0.409,2.153,-,-,-,-,-,-,-
166,臺北市,2017/05/08,萬華,2.6,0.62,-,35.3,82,25,28.52,3.96,24.56,-,-,-,1.23,0.89,27.44,-,-,70.79,-
167,臺北市,2017/05/08,陽明,1.8,0.21,422.22,46.9,29,20,3.99,0.53,3.41,-,-,-,-,-,19.14,0,0,88.45,0
168,臺北市,2017/05/08,士林,2.3,0.43,-,37.7,68,23,17.75,1.74,16,-,-,-,1.82,1.57,26.73,-,-,74.24,-
169,臺北市,2017/05/06,松山,3.9,0.43,442.35,39.2,30,25,17.04,2.26,14.78,1.958,0.118,1.841,2.1,1.65,24.33,-,-,82.24,-
170,臺北市,2017/05/06,古亭,3.6,0.43,-,40.2,33,18,18.73,3.04,15.7,2.056,0.095,1.961,2.67,2.42,24.48,-,-,81.17,-
171,臺北市,2017/05/06,中山,3.2,0.52,-,35.3,36,18,22.26,3.18,19.08,1.971,0.124,1.847,2.66,2.27,25.29,-,-,81.74,-
172,臺北市,2017/05/06,大同,4.4,1.08,-,-,46,16,55.75,23.43,32.32,2.314,0.29,2.024,-,-,-,-,-,-,-
