序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
1,臺北市,2000/09/30,松山,4.8,1.14,24.3,-,80,-,54.18,22.48,31.7,-,-,-,27.15,-,-,92.0,-
2,臺北市,2000/09/30,古亭,3.6,1.09,32.2,-,69,-,49.33,19.37,29.96,2.518,0.49,2.03,28.41,-,-,116.0,-
3,臺北市,2000/09/30,中山,5.9,1.05,30.3,-,80,-,47.05,14.95,32.1,2.642,0.46,2.19,28.19,-,-,82.0,-
4,臺北市,2000/09/30,大同,12.7,3.37,-,-,-,-,176.45,127.68,48.77,3.739,1.52,2.22,28.96,-,-,89.0,-
5,臺北市,2000/09/30,萬華,5.4,1.02,34.6,-,73,-,31.73,1.82,29.91,-,-,-,28.33,-,-,91.0,-
6,臺北市,2000/09/30,陽明,5.9,0.39,64.2,-,29,-,10.32,0.63,9.69,-,-,-,22.37,-,88.0,70.0,-
7,臺北市,2000/09/30,士林,5.4,0.88,35.1,-,70,-,31.37,7.59,23.79,-,-,-,27.81,-,-,76.0,-
8,臺北市,2000/09/29,松山,10.2,1.15,44.2,-,92,-,49.23,7.38,41.85,-,-,-,27.87,-,-,98.0,-
9,臺北市,2000/09/29,古亭,6.1,1.2,47.4,-,80,30,48.43,11.19,37.24,2.581,0.6,1.98,28.04,-,-,128.0,-
10,臺北市,2000/09/29,中山,5.9,1.25,43.7,-,109,-,49.61,7.25,42.36,2.994,0.61,2.38,27.63,-,-,91.0,-
11,臺北市,2000/09/29,大同,9.0,2.3,-,-,95,-,104.03,49.64,54.39,3.254,0.98,2.27,28.41,-,-,72.0,-
12,臺北市,2000/09/29,萬華,8.0,0.99,42.2,-,85,-,-,-,-,-,-,-,28.26,-,-,103.0,-
13,臺北市,2000/09/29,陽明,5.7,0.53,73.4,-,37,-,11.46,0.09,11.37,-,-,-,22.28,-,89.0,113.0,-
14,臺北市,2000/09/29,士林,5.7,0.92,51.5,-,58,-,35.3,4.84,30.46,-,-,-,27.42,-,-,95.0,-
15,臺北市,2000/09/28,松山,5.7,0.91,43.6,-,63,-,44.9,8.11,36.79,-,-,-,28.07,-,-,96.0,-
16,臺北市,2000/09/28,古亭,4.3,0.93,49.7,-,60,22,43.33,11.36,31.98,2.355,0.36,2.0,29.02,-,-,153.0,-
17,臺北市,2000/09/28,中山,5.3,1.0,44.0,-,67,-,45.7,7.92,37.78,2.677,0.43,2.24,28.36,-,-,98.0,-
18,臺北市,2000/09/28,大同,11.4,3.27,-,-,74,-,156.13,96.05,60.08,3.775,1.53,2.25,29.0,-,-,62.0,-
19,臺北市,2000/09/28,萬華,4.6,0.9,50.8,-,57,-,-,-,-,-,-,-,28.67,-,-,157.0,-
20,臺北市,2000/09/28,陽明,6.1,0.4,69.9,-,30,-,11.03,0.39,10.65,-,-,-,22.1,-,84.0,93.0,-
21,臺北市,2000/09/28,士林,7.7,0.8,48.7,-,44,-,33.09,3.02,30.08,-,-,-,27.89,-,-,99.0,-
22,臺北市,2000/09/27,松山,1.6,0.69,22.8,-,40,-,35.12,9.92,25.2,-,-,-,28.11,-,-,40.0,-
23,臺北市,2000/09/27,古亭,0.9,0.61,28.1,-,33,-,32.39,9.65,22.74,2.296,0.31,1.98,29.57,-,-,50.0,-
24,臺北市,2000/09/27,中山,1.8,0.65,28.6,-,44,-,31.82,7.33,24.49,1.992,0.04,1.96,28.67,-,-,54.0,-
25,臺北市,2000/09/27,大同,6.6,3.34,-,-,53,-,159.55,114.4,45.15,3.728,1.55,2.18,29.49,-,-,54.0,-
26,臺北市,2000/09/27,萬華,1.1,0.71,37.2,-,38,-,-,-,-,-,-,-,29.2,-,-,65.0,-
27,臺北市,2000/09/27,陽明,1.6,0.28,53.0,-,13,-,2.96,0.13,2.83,-,-,-,22.56,-,80.0,63.0,-
28,臺北市,2000/09/27,士林,1.0,0.48,34.4,-,31,-,15.75,1.58,14.18,-,-,-,28.58,-,-,56.0,-
29,臺北市,2000/09/26,松山,3.0,0.78,18.4,-,50,-,41.38,13.15,28.22,-,-,-,27.76,-,-,50.0,-
30,臺北市,2000/09/26,古亭,0.9,0.7,24.9,-,45,-,33.31,11.5,21.8,2.191,0.22,1.97,29.07,-,-,45.0,-
31,臺北市,2000/09/26,中山,1.1,0.69,23.3,-,51,-,34.07,9.13,24.94,2.365,0.26,2.11,28.19,-,-,50.0,-
32,臺北市,2000/09/26,大同,7.6,3.46,-,-,74,-,170.88,121.82,49.06,3.671,1.52,2.15,29.08,-,-,62.0,-
33,臺北市,2000/09/26,萬華,0.9,0.77,26.9,-,40,-,-,-,-,-,-,-,28.54,-,-,44.0,-
34,臺北市,2000/09/26,陽明,1.3,0.28,44.6,-,16,-,3.31,0.2,3.11,-,-,-,21.75,-,80.0,49.0,-
35,臺北市,2000/09/26,士林,1.2,0.48,30.1,-,33,-,14.21,2.27,11.93,-,-,-,27.88,-,-,43.0,-
36,臺北市,2000/09/25,松山,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
37,臺北市,2000/09/25,古亭,4.7,0.84,40.4,-,55,-,39.21,10.52,28.69,2.298,0.3,1.99,28.95,-,-,149.0,-
38,臺北市,2000/09/25,中山,5.7,0.93,39.9,-,66,-,42.01,8.16,33.86,2.622,0.36,2.26,28.33,-,-,115.0,-
39,臺北市,2000/09/25,大同,11.5,3.61,-,-,78,-,159.83,105.61,54.22,3.97,1.73,2.24,29.08,-,-,64.0,-
40,臺北市,2000/09/25,萬華,4.1,0.85,45.8,-,63,-,-,-,-,-,-,-,28.63,-,-,128.0,-
41,臺北市,2000/09/25,陽明,2.8,0.43,69.8,-,36,-,9.81,0.54,9.27,-,-,-,22.75,-,82.0,87.0,-
42,臺北市,2000/09/25,士林,4.0,0.77,51.1,-,60,-,26.13,4.12,22.0,-,-,-,28.12,-,-,133.0,-
43,臺北市,2000/09/24,松山,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
44,臺北市,2000/09/24,古亭,3.3,0.66,25.8,-,41,-,30.86,8.95,21.9,2.152,0.25,1.9,28.72,-,-,67.0,-
45,臺北市,2000/09/24,中山,3.2,0.68,23.8,-,52,-,32.65,7.9,24.75,2.478,0.26,2.22,28.05,-,-,62.0,-
46,臺北市,2000/09/24,大同,8.6,2.69,-,-,57,-,141.74,97.79,43.95,3.26,1.06,2.2,28.8,-,-,53.0,-
47,臺北市,2000/09/24,萬華,2.8,0.76,28.5,-,38,-,-,-,-,-,-,-,28.33,-,-,73.0,-
48,臺北市,2000/09/24,陽明,1.7,0.32,56.6,-,20,-,4.42,0.26,4.16,-,-,-,23.23,-,74.0,62.0,-
49,臺北市,2000/09/24,士林,3.8,0.66,29.8,-,40,-,22.59,4.41,18.18,-,-,-,28.01,-,-,71.0,-
50,臺北市,2000/09/23,松山,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
51,臺北市,2000/09/23,古亭,6.4,0.69,9.8,-,36,-,36.51,15.61,20.9,2.214,0.29,1.93,28.73,-,-,36.0,-
52,臺北市,2000/09/23,中山,9.5,0.59,11.8,-,36,-,34.09,13.09,21.0,2.355,0.15,2.21,28.12,-,-,36.0,-
53,臺北市,2000/09/23,大同,15.2,3.23,-,-,48,-,166.41,130.05,36.36,3.499,1.34,2.16,29.09,-,-,48.0,-
54,臺北市,2000/09/23,萬華,6.9,0.75,12.6,-,29,-,22.15,8.33,13.82,-,-,-,28.28,-,-,29.0,-
55,臺北市,2000/09/23,陽明,1.0,0.24,35.9,-,13,-,3.28,0.24,3.04,-,-,-,23.0,-,81.0,40.0,-
56,臺北市,2000/09/23,士林,5.5,0.5,16.6,-,27,-,18.68,5.35,13.34,-,-,-,28.48,-,-,34.0,-
57,臺北市,2000/09/22,松山,10.8,0.69,7.4,-,32,-,39.98,19.2,20.78,-,-,-,27.66,-,-,32.0,-
