序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
1,臺北市,2012/02/29,松山,3.3,0.87,423.63,24.8,38,33,21.0,46.04,18.15,27.9,2.477,0.472,2.01,17.22,82.16,37.0
2,臺北市,2012/02/29,古亭,3.4,0.78,-,26.8,40,40,21.0,38.89,14.02,24.87,2.231,0.287,1.94,17.94,81.1,40.0
3,臺北市,2012/02/29,中山,2.7,0.98,-,19.7,30,35,28.0,53.08,22.47,30.61,2.364,0.36,2.0,17.96,79.76,35.0
4,臺北市,2012/02/29,大同,4.2,1.92,-,-,-,41,25.0,96.19,59.02,37.17,2.863,0.777,2.09,-,-,41.0
5,臺北市,2012/02/29,萬華,3.0,0.82,-,21.5,33,32,20.0,61.54,24.39,37.15,-,-,-,17.8,81.37,32.0
6,臺北市,2012/02/29,陽明,3.9,0.27,404.87,46.5,49,5,4.0,-,-,-,-,-,-,11.78,99.92,43.0
7,臺北市,2012/02/29,士林,2.0,0.61,-,28.7,44,31,12.0,25.36,7.72,17.65,-,-,-,18.02,76.82,40.0
8,臺北市,2012/02/28,松山,9.4,0.53,418.35,18.7,22,25,16.0,38.63,11.17,27.46,5.027,3.033,1.99,14.93,87.71,27.0
9,臺北市,2012/02/28,古亭,1.9,0.54,-,18.7,20,28,17.0,33.84,8.31,25.52,2.135,0.185,1.95,15.09,89.99,28.0
10,臺北市,2012/02/28,中山,0.5,0.67,-,12.6,15,24,21.0,45.2,13.46,31.74,2.26,0.252,2.01,15.23,87.83,24.0
11,臺北市,2012/02/28,大同,3.0,1.49,-,-,-,30,22.0,88.78,53.96,34.82,2.591,0.551,2.04,-,-,30.0
12,臺北市,2012/02/28,萬華,-,-,-,6.8,12,-,-,-,-,-,-,-,-,-,43.89,19.0
13,臺北市,2012/02/28,陽明,0.7,0.2,403.77,44.8,46,5,3.0,3.46,1.3,2.16,-,-,-,10.16,100.0,41.0
14,臺北市,2012/02/28,士林,1.2,0.48,-,17.8,25,24,15.0,30.23,5.86,24.38,-,-,-,14.93,87.1,34.0
15,臺北市,2012/02/27,松山,1.2,0.36,408.56,30.9,40,14,12.0,21.86,2.4,19.46,2.051,0.14,1.91,13.53,86.97,38.0
16,臺北市,2012/02/27,古亭,1.5,0.36,-,31.6,37,22,14.0,19.82,3.25,16.57,1.976,0.09,1.89,13.92,88.9,34.0
17,臺北市,2012/02/27,中山,1.2,0.47,-,23.8,30,21,17.0,29.55,5.88,23.67,2.055,0.138,1.92,14.11,84.89,29.0
18,臺北市,2012/02/27,大同,2.4,1.07,-,-,-,26,17.0,70.82,38.43,32.39,2.359,0.407,1.95,-,-,26.0
19,臺北市,2012/02/27,萬華,-,-,-,17.9,32,-,-,-,-,-,-,-,-,-,53.66,31.0
20,臺北市,2012/02/27,陽明,1.4,0.19,403.24,45.9,47,5,3.0,2.12,0.83,1.29,-,-,-,8.09,99.16,40.0
21,臺北市,2012/02/27,士林,0.7,0.28,-,36.5,39,12,8.0,9.86,1.15,8.71,-,-,-,14.33,78.29,35.0
22,臺北市,2012/02/26,松山,0.7,0.34,407.47,36.5,42,14,12.0,14.8,1.69,13.1,2.004,0.074,1.93,13.02,83.47,38.0
23,臺北市,2012/02/26,古亭,1.0,0.43,-,29.0,34,18,13.0,21.91,3.67,18.24,2.007,0.096,1.91,13.39,87.07,34.0
24,臺北市,2012/02/26,中山,0.5,0.5,-,23.5,30,20,17.0,29.64,6.64,23.01,2.067,0.134,1.93,13.77,81.45,28.0
25,臺北市,2012/02/26,大同,1.5,0.95,-,-,-,22,14.0,63.91,34.15,29.77,2.29,0.336,1.95,-,-,22.0
26,臺北市,2012/02/26,萬華,0.5,0.42,-,23.1,29,15,10.0,28.91,5.07,23.84,-,-,-,13.68,82.37,29.0
27,臺北市,2012/02/26,陽明,0.5,0.23,404.25,43.9,45,5,3.0,2.97,1.52,1.45,-,-,-,7.04,99.37,39.0
28,臺北市,2012/02/26,士林,0.5,0.31,-,35.6,38,16,9.0,10.75,2.33,8.42,-,-,-,13.38,78.07,36.0
29,臺北市,2012/02/25,松山,0.5,0.45,409.73,39.3,49,17,15.0,17.55,1.42,16.13,2.002,0.087,1.92,15.32,85.23,43.0
30,臺北市,2012/02/25,古亭,1.2,0.53,-,33.4,46,23,15.0,23.81,4.06,19.75,2.008,0.106,1.9,15.79,87.82,41.0
31,臺北市,2012/02/25,中山,0.1,0.62,-,26.2,37,17,18.0,33.12,7.85,25.27,2.076,0.149,1.93,16.09,83.8,35.0
32,臺北市,2012/02/25,大同,1.7,1.21,-,-,-,30,20.0,76.69,40.74,35.95,2.368,0.405,1.96,-,-,30.0
33,臺北市,2012/02/25,萬華,0.6,0.54,-,27.1,40,18,14.0,30.78,4.81,25.97,-,-,-,16.03,84.67,38.0
34,臺北市,2012/02/25,陽明,1.1,0.32,403.96,49.5,55,5,3.0,3.15,1.47,1.67,-,-,-,9.77,100.0,47.0
35,臺北市,2012/02/25,士林,1.2,0.51,-,29.2,33,25,14.0,18.53,1.76,16.77,-,-,-,15.32,85.51,35.0
36,臺北市,2012/02/24,松山,2.0,0.64,416.57,29.1,39,21,19.0,30.84,5.66,25.17,2.13,0.188,1.94,18.06,88.59,38.0
37,臺北市,2012/02/24,古亭,2.1,0.74,-,27.3,35,29,19.0,32.22,7.75,24.47,2.114,0.181,1.93,18.68,89.34,34.0
38,臺北市,2012/02/24,中山,2.6,0.95,-,16.9,26,28,28.0,50.11,16.11,33.99,2.272,0.28,1.99,18.62,89.29,28.0
39,臺北市,2012/02/24,大同,2.8,1.88,-,-,-,38,23.0,91.7,51.87,39.83,2.731,0.681,2.05,-,-,38.0
40,臺北市,2012/02/24,萬華,1.4,0.83,-,18.6,29,22,17.0,43.82,10.82,33.01,-,-,-,18.62,89.77,31.0
41,臺北市,2012/02/24,陽明,1.2,0.34,401.94,46.7,49,5,4.0,2.2,1.25,0.93,-,-,-,14.26,99.2,46.0
42,臺北市,2012/02/24,士林,1.6,0.65,-,21.7,28,24,16.0,26.7,3.65,23.05,-,-,-,17.86,89.74,30.0
43,臺北市,2012/02/23,松山,3.5,1.08,443.61,10.1,18,48,36.0,64.5,23.7,40.8,2.738,0.608,2.13,19.41,87.21,48.0
44,臺北市,2012/02/23,古亭,3.7,1.15,-,9.4,17,56,39.0,64.47,23.75,40.73,2.554,0.456,2.1,19.97,88.36,53.0
45,臺北市,2012/02/23,中山,4.4,1.51,-,4.6,7,59,44.0,88.23,41.65,46.58,2.848,0.585,2.26,19.79,89.13,54.0
46,臺北市,2012/02/23,大同,3.8,2.56,-,-,-,56,43.0,130.7,83.34,47.36,3.515,1.065,2.45,-,-,53.0
47,臺北市,2012/02/23,萬華,2.8,1.47,-,4.5,8,45,36.0,87.03,38.43,48.6,-,-,-,19.84,89.84,45.0
48,臺北市,2012/02/23,陽明,0.8,0.3,404.46,39.0,42,6,4.0,5.46,1.11,4.33,-,-,-,16.3,100.0,43.0
49,臺北市,2012/02/23,士林,2.3,1.24,-,4.3,7,45,29.0,71.35,28.15,43.2,-,-,-,19.06,90.26,45.0
50,臺北市,2012/02/22,松山,14.4,1.47,462.27,22.8,52,114,66.0,90.34,28.1,62.24,5.9,3.543,2.36,21.42,69.28,82.0
51,臺北市,2012/02/22,古亭,7.1,1.63,-,19.9,53,109,72.0,100.08,41.17,58.91,3.204,0.859,2.35,21.74,70.58,80.0
52,臺北市,2012/02/22,中山,7.6,1.63,-,12.3,32,109,67.0,105.6,45.46,60.14,3.032,0.689,2.34,21.02,71.68,80.0
53,臺北市,2012/02/22,大同,7.6,2.34,-,-,-,104,-,117.61,58.95,58.66,3.398,0.998,2.4,-,-,77.0
54,臺北市,2012/02/22,萬華,6.6,1.69,-,15.6,37,99,70.0,102.14,39.51,62.63,-,-,-,20.94,72.98,74.0
55,臺北市,2012/02/22,陽明,1.8,0.28,402.06,44.7,60,15,13.0,7.21,1.4,5.81,-,-,-,17.77,83.49,68.0
56,臺北市,2012/02/22,士林,6.5,0.92,-,17.1,44,96,54.0,62.48,19.4,43.08,-,-,-,19.95,76.01,73.0
57,臺北市,2012/02/21,松山,9.0,1.24,450.43,12.3,30,-,41.0,83.46,37.53,45.94,4.436,2.092,2.34,20.45,71.06,29.0
58,臺北市,2012/02/21,古亭,6.7,1.57,-,13.6,32,75,44.0,88.99,39.18,49.81,3.078,0.77,2.31,20.78,72.63,62.0
59,臺北市,2012/02/21,中山,6.8,1.53,-,11.2,25,83,53.0,100.44,51.21,49.23,2.938,0.644,2.29,20.44,72.38,66.0
60,臺北市,2012/02/21,大同,7.1,2.18,-,-,-,81,-,115.18,63.66,51.53,3.391,0.961,2.43,-,-,66.0
61,臺北市,2012/02/21,萬華,6.7,1.62,-,11.2,30,-,49.0,95.26,43.96,51.3,-,-,-,20.31,74.37,40.0
62,臺北市,2012/02/21,陽明,1.0,0.26,395.21,41.6,45,7,7.0,4.54,1.43,3.09,-,-,-,16.54,86.35,43.0
63,臺北市,2012/02/21,士林,5.4,0.75,-,19.2,38,74,42.0,48.63,14.85,33.78,-,-,-,19.68,75.16,62.0
64,臺北市,2012/02/20,松山,2.0,0.44,408.02,27.8,30,29,21.0,23.64,4.75,18.88,2.06,0.141,1.92,17.97,73.01,33.0
65,臺北市,2012/02/20,古亭,1.1,0.46,-,31.1,36,29,17.0,23.76,6.44,17.32,1.994,0.119,1.88,18.82,71.5,36.0
66,臺北市,2012/02/20,中山,2.7,0.62,-,23.4,31,30,27.0,35.21,11.37,23.85,2.092,0.191,1.9,18.56,71.88,31.0
67,臺北市,2012/02/20,大同,2.3,1.12,-,-,-,36,-,64.04,33.99,30.05,2.412,0.46,1.95,-,-,36.0
68,臺北市,2012/02/20,萬華,0.9,0.5,-,24.2,31,29,18.0,30.73,7.3,23.43,-,-,-,18.66,72.25,31.0
69,臺北市,2012/02/20,陽明,0.9,0.22,395.54,43.4,46,8,7.0,2.62,0.84,1.79,-,-,-,11.51,99.13,39.0
70,臺北市,2012/02/20,士林,1.1,0.32,-,38.0,42,30,16.0,10.6,2.68,7.92,-,-,-,18.77,68.81,36.0
71,臺北市,2012/02/19,松山,2.4,0.35,407.59,27.6,36,32,21.0,19.65,2.71,16.95,1.993,0.099,1.89,12.52,77.42,33.0
72,臺北市,2012/02/19,古亭,2.5,0.32,-,33.0,38,39,19.0,16.57,3.38,13.2,1.944,0.075,1.87,13.12,76.75,39.0
73,臺北市,2012/02/19,中山,2.2,0.44,-,24.9,33,38,27.0,25.39,5.06,20.33,2.031,0.13,1.9,13.16,73.81,38.0
74,臺北市,2012/02/19,大同,2.0,0.83,-,-,-,42,24.0,56.05,28.39,27.66,2.239,0.305,1.93,-,-,42.0
75,臺北市,2012/02/19,萬華,2.6,0.38,-,25.6,33,35,19.0,23.81,4.02,19.79,-,-,-,13.13,75.67,35.0
76,臺北市,2012/02/19,陽明,0.7,0.19,397.78,43.6,45,6,5.0,2.41,1.06,1.35,-,-,-,6.21,98.77,38.0
77,臺北市,2012/02/19,士林,1.7,0.27,-,38.6,42,33,16.0,7.6,1.84,5.75,-,-,-,13.29,69.05,36.0
78,臺北市,2012/02/18,松山,3.6,0.46,411.29,26.4,38,55,40.0,22.79,3.25,19.53,2.053,0.123,1.93,11.71,76.63,52.0
79,臺北市,2012/02/18,古亭,4.2,0.49,-,28.0,37,59,36.0,24.1,5.16,18.94,1.982,0.125,1.86,12.07,79.24,54.0
80,臺北市,2012/02/18,中山,5.3,0.59,-,24.0,34,55,44.0,30.36,7.37,22.99,2.072,0.157,1.92,12.42,71.98,52.0
81,臺北市,2012/02/18,大同,3.7,0.97,-,-,-,62,38.0,56.54,29.65,26.9,2.287,0.34,1.95,-,-,56.0
82,臺北市,2012/02/18,萬華,3.5,0.48,-,25.1,35,51,37.0,26.51,5.07,21.45,-,-,-,12.38,73.28,50.0
83,臺北市,2012/02/18,陽明,2.3,0.29,400.8,41.9,45,18,13.0,3.66,0.88,2.78,-,-,-,5.08,98.59,41.0
84,臺北市,2012/02/18,士林,3.6,0.37,-,36.7,44,46,29.0,10.07,1.96,8.11,-,-,-,12.28,67.79,46.0
85,臺北市,2012/02/17,松山,1.6,0.44,409.72,30.3,39,23,20.0,22.5,3.53,18.97,2.05,0.121,1.93,13.5,81.74,38.0
86,臺北市,2012/02/17,古亭,1.9,0.5,-,27.4,37,31,20.0,29.75,6.69,23.06,2.024,0.127,1.9,13.98,83.94,35.0
87,臺北市,2012/02/17,中山,-,0.65,-,23.6,33,27,23.0,36.27,10.58,25.69,2.101,0.191,1.91,14.56,75.55,33.0
88,臺北市,2012/02/17,大同,2.3,1.18,-,-,-,36,20.0,69.31,38.24,31.07,2.392,0.447,1.95,-,-,36.0
89,臺北市,2012/02/17,萬華,3.1,0.5,-,23.0,36,24,17.0,32.38,7.14,25.24,-,-,-,14.4,71.33,35.0
90,臺北市,2012/02/17,陽明,1.0,0.26,400.15,46.3,48,7,6.0,2.56,0.8,1.75,-,-,-,7.38,99.86,42.0
91,臺北市,2012/02/17,士林,2.3,0.32,-,41.3,44,21,14.0,9.88,2.28,7.6,-,-,-,14.47,69.85,40.0
92,臺北市,2012/02/16,松山,0.9,0.39,407.27,31.5,37,10,12.0,20.22,2.99,17.23,2.03,0.11,1.92,15.51,82.25,37.0
93,臺北市,2012/02/16,古亭,1.0,0.48,-,28.6,35,-,-,26.05,5.68,20.37,2.021,0.13,1.89,16.09,83.22,35.0
94,臺北市,2012/02/16,中山,1.4,0.64,-,22.8,30,23,18.0,34.83,10.01,24.81,2.11,0.189,1.92,16.59,78.23,30.0
95,臺北市,2012/02/16,大同,2.0,1.38,-,-,-,26,16.0,74.55,42.07,32.48,2.493,0.532,1.96,-,-,26.0
96,臺北市,2012/02/16,萬華,0.4,0.5,-,25.2,29,14,11.0,28.93,5.98,22.94,-,-,-,16.34,80.07,32.0
97,臺北市,2012/02/16,陽明,0.5,0.22,398.49,45.6,48,5,3.0,2.37,1.12,1.25,-,-,-,9.57,100.0,42.0
98,臺北市,2012/02/16,士林,1.1,0.35,-,33.0,37,23,9.0,15.57,3.49,12.06,-,-,-,15.91,77.89,35.0
99,臺北市,2012/02/15,松山,2.0,0.69,422.13,16.5,27,29,24.0,35.8,11.28,24.52,2.252,0.239,2.01,18.28,85.1,29.0
100,臺北市,2012/02/15,古亭,2.9,0.76,-,12.3,26,42,23.0,38.33,10.84,27.49,2.27,0.275,2.0,18.51,87.25,28.0
101,臺北市,2012/02/15,中山,2.7,0.97,-,12.4,20,45,28.0,49.02,19.38,29.64,2.296,0.313,1.98,18.75,84.47,45.0
102,臺北市,2012/02/15,大同,2.6,1.5,-,-,-,38,24.0,66.79,35.58,31.21,2.573,0.558,2.02,-,-,38.0
103,臺北市,2012/02/15,萬華,1.9,0.75,-,14.0,24,26,20.0,38.29,10.79,27.5,-,-,-,18.53,86.08,26.0
104,臺北市,2012/02/15,陽明,0.8,0.29,402.59,37.2,47,7,5.0,3.25,1.22,2.04,-,-,-,13.91,98.53,40.0
105,臺北市,2012/02/15,士林,1.4,0.52,-,20.0,32,33,16.0,21.87,5.26,16.61,-,-,-,18.11,84.37,33.0
106,臺北市,2012/02/14,松山,5.6,1.22,443.33,9.9,27,59,44.0,62.16,26.29,35.87,2.781,0.519,2.26,21.27,76.63,54.0
107,臺北市,2012/02/14,古亭,6.7,1.2,-,9.3,26,68,43.0,66.77,29.17,37.6,2.728,0.563,2.17,21.73,76.51,59.0
108,臺北市,2012/02/14,中山,5.2,1.56,-,6.4,15,70,49.0,86.7,49.39,37.31,2.854,0.608,2.25,21.33,77.94,60.0
109,臺北市,2012/02/14,大同,4.4,1.94,-,-,-,71,44.0,84.99,52.67,32.32,3.063,0.78,2.28,-,-,60.0
110,臺北市,2012/02/14,萬華,4.8,1.3,-,7.9,19,59,43.0,68.76,33.45,35.3,-,-,-,21.16,79.2,54.0
111,臺北市,2012/02/14,陽明,1.2,0.2,393.37,31.3,34,8,7.0,2.85,1.02,1.83,-,-,-,18.09,83.39,35.0
112,臺北市,2012/02/14,士林,3.1,1.04,-,6.9,15,71,39.0,53.84,25.86,27.98,-,-,-,19.83,83.27,60.0
113,臺北市,2012/02/13,松山,4.0,0.77,422.93,20.7,41,50,36.0,41.7,10.13,31.57,2.264,0.268,2.0,19.93,73.21,60.0
