序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
1,臺北市,2010/02/28,松山,2.6,0.73,409.77,33.7,46,37,28.0,26.38,8.41,17.98,1.904,0.182,1.72,23.43,73.09,41.0
2,臺北市,2010/02/28,古亭,1.9,0.72,-,34.4,46,42,24.0,24.25,5.57,18.68,2.011,0.143,1.87,23.36,74.03,43.0
3,臺北市,2010/02/28,中山,4.0,0.86,-,29.0,41,53,35.0,34.87,9.54,25.33,2.233,0.231,2.0,23.58,73.83,52.0
4,臺北市,2010/02/28,萬華,3.1,0.84,-,29.5,41,36,27.0,34.89,9.52,25.37,-,-,-,23.14,76.87,38.0
5,臺北市,2010/02/28,陽明,2.1,0.39,394.78,44.4,50,15,15.0,4.23,0.95,3.29,-,-,-,16.1,93.56,44.0
6,臺北市,2010/02/28,士林,1.8,0.56,-,43.6,58,41,25.0,13.52,1.16,12.35,-,-,-,23.31,72.64,51.0
7,臺北市,2010/02/27,松山,4.9,1.02,433.54,5.4,11,79,51.0,86.11,55.37,30.74,2.312,0.44,1.87,23.14,79.37,64.0
8,臺北市,2010/02/27,古亭,4.2,1.08,-,6.2,12,76,50.0,58.24,25.7,32.54,2.467,0.457,2.01,22.57,81.25,63.0
9,臺北市,2010/02/27,中山,5.0,1.3,-,4.6,7,88,54.0,79.62,43.89,35.73,2.711,0.55,2.16,22.54,82.69,69.0
10,臺北市,2010/02/27,萬華,4.2,1.26,-,4.7,8,67,46.0,67.16,32.78,34.38,-,-,-,22.22,85.29,58.0
11,臺北市,2010/02/27,陽明,1.3,0.27,391.7,27.9,47,15,11.0,8.25,1.58,6.67,-,-,-,16.77,97.39,49.0
12,臺北市,2010/02/27,士林,4.7,0.86,-,6.6,14,88,47.0,45.32,18.23,27.09,-,-,-,21.63,84.94,69.0
13,臺北市,2010/02/26,松山,5.7,1.19,431.36,11.8,28,67,44.0,83.54,48.8,34.74,2.522,0.529,1.99,24.65,70.46,58.0
14,臺北市,2010/02/26,古亭,3.8,0.98,-,18.6,46,66,38.0,50.96,20.47,30.49,2.33,0.397,1.93,24.44,71.06,61.0
15,臺北市,2010/02/26,中山,4.6,1.16,-,11.2,26,71,39.0,63.54,30.24,33.3,2.603,0.483,2.12,24.77,71.11,60.0
16,臺北市,2010/02/26,萬華,2.9,1.02,-,14.9,35,50,36.0,47.61,16.23,31.37,-,-,-,24.31,73.7,50.0
17,臺北市,2010/02/26,陽明,2.0,0.26,388.37,29.8,42,27,21.0,7.06,1.45,5.61,-,-,-,18.32,88.56,48.0
18,臺北市,2010/02/26,士林,3.6,0.9,-,16.9,40,63,34.0,45.48,18.95,26.54,-,-,-,23.69,75.68,56.0
19,臺北市,2010/02/25,松山,5.7,1.71,454.49,8.2,17,85,57.0,113.96,59.04,54.92,3.09,0.824,2.27,23.5,67.04,68.0
20,臺北市,2010/02/25,古亭,3.5,1.46,-,12.6,28,73,45.0,76.09,30.26,45.83,2.68,0.59,2.09,23.1,69.41,62.0
21,臺北市,2010/02/25,中山,6.6,2.39,-,8.4,18,115,56.0,145.16,76.76,68.4,3.821,1.129,2.69,23.81,66.57,82.0
22,臺北市,2010/02/25,萬華,4.2,1.7,-,9.1,19,69,51.0,92.37,34.01,58.36,-,-,-,23.3,70.06,60.0
23,臺北市,2010/02/25,陽明,3.1,0.36,391.74,51.9,59,35,28.0,8.4,0.98,7.42,-,-,-,17.5,78.66,60.0
24,臺北市,2010/02/25,士林,5.6,1.55,-,12.6,32,91,55.0,81.55,31.09,50.46,-,-,-,22.45,71.69,70.0
25,臺北市,2010/02/24,松山,5.6,1.35,443.05,17.2,40,67,47.0,94.86,45.62,49.24,2.759,0.6,2.16,22.15,61.99,58.0
26,臺北市,2010/02/24,古亭,4.0,1.15,-,27.6,63,70,45.0,57.37,16.5,40.87,2.44,0.412,2.03,21.69,65.36,70.0
27,臺北市,2010/02/24,中山,6.2,1.75,-,17.2,42,82,41.0,102.91,49.22,53.69,3.224,0.749,2.48,22.18,63.81,66.0
28,臺北市,2010/02/24,萬華,4.9,1.24,-,22.3,49,64,47.0,63.17,15.26,47.91,-,-,-,21.68,66.97,57.0
29,臺北市,2010/02/24,陽明,2.6,0.34,388.67,60.2,77,29,24.0,5.27,1.09,4.18,-,-,-,15.55,77.77,70.0
30,臺北市,2010/02/24,士林,3.9,1.15,-,23.1,63,67,38.0,57.8,22.96,34.84,-,-,-,20.84,69.16,67.0
31,臺北市,2010/02/23,松山,9.5,1.1,437.09,13.0,29,57,39.0,68.76,35.86,32.9,2.497,0.464,2.03,19.03,71.39,54.0
32,臺北市,2010/02/23,古亭,5.4,1.04,-,15.1,33,55,37.0,56.03,23.44,32.59,2.365,0.349,2.02,18.88,72.22,52.0
33,臺北市,2010/02/23,中山,5.8,1.34,-,12.9,30,68,39.0,80.11,43.38,36.73,2.823,0.536,2.29,19.56,69.49,59.0
34,臺北市,2010/02/23,萬華,6.1,1.08,-,10.6,25,50,35.0,64.81,28.42,36.39,-,-,-,19.01,73.46,50.0
35,臺北市,2010/02/23,陽明,2.6,0.36,385.51,50.0,56,20,19.0,4.73,1.57,3.16,-,-,-,13.59,80.79,50.0
36,臺北市,2010/02/23,士林,3.4,0.99,-,22.1,51,56,33.0,50.17,20.14,30.03,-,-,-,18.72,70.7,53.0
37,臺北市,2010/02/22,松山,19.3,1.6,459.38,5.2,7,116,82.0,-,-,-,2.63,0.653,1.98,17.72,78.02,83.0
38,臺北市,2010/02/22,古亭,5.7,1.34,-,10.2,22,91,-,71.64,36.52,35.12,2.608,0.544,2.06,16.76,84.14,70.0
