序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","平均風速 WS_HR (m/sec)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
449,新北市,2007/11/06,新莊,3.2,0.58,-,16.9,23,20,11.0,34.86,5.37,29.48,-,-,-,-,20.36,-,88.68,31.0,-
450,新北市,2007/11/06,新店,3.4,0.36,-,25.9,30,17,6.0,24.79,2.47,22.36,-,-,-,-,20.76,-,91.02,33.0,-
451,新北市,2007/11/06,淡水,1.4,0.29,-,38.5,42,14,7.0,6.32,0.92,5.4,-,-,-,-,19.45,-,87.96,36.0,-
452,新北市,2007/11/06,汐止,5.1,0.23,-,33.3,40,19,8.0,16.29,1.33,14.93,-,-,-,-,21.58,-,92.87,38.0,-
453,新北市,2007/11/06,土城,2.5,0.54,-,19.0,21,19,12.0,30.72,3.43,27.28,2.374,0.323,2.05,-,20.92,-,89.68,26.0,-
454,新北市,2007/11/06,林口,1.4,0.19,-,42.4,48,19,10.0,7.13,0.76,6.35,-,-,-,-,18.46,-,92.27,40.0,-
455,新北市,2007/11/06,萬里,1.4,0.14,-,46.4,47,58,6.0,2.61,0.87,1.73,-,-,-,-,20.82,-,91.69,54.0,-
456,新北市,2007/11/05,板橋,2.6,0.84,-,19.8,33,24,14.0,44.9,9.9,34.98,2.602,0.537,2.07,-,21.36,-,84.9,32.0,-
457,新北市,2007/11/05,三重,4.0,2.65,-,-,-,49,27.0,183.28,131.09,52.19,3.156,1.246,1.91,-,22.0,-,81.49,49.0,-
458,新北市,2007/11/05,菜寮,3.0,1.1,-,15.7,24,25,12.0,53.04,17.85,35.19,-,-,-,-,21.94,-,82.94,27.0,-
459,新北市,2007/11/05,永和,3.3,1.24,-,20.7,28,22,12.0,56.02,26.59,29.43,-,-,-,-,21.3,-,91.45,24.0,-
460,新北市,2007/11/05,新莊,3.9,0.66,-,20.1,28,21,13.0,34.5,4.32,30.17,-,-,-,-,20.81,-,86.46,34.0,-
461,新北市,2007/11/05,新店,1.6,0.43,-,26.7,33,15,6.0,22.55,1.69,20.85,-,-,-,-,20.57,-,91.84,34.0,-
462,新北市,2007/11/05,淡水,1.2,0.24,-,44.5,48,7,3.0,5.08,0.55,4.52,-,-,-,-,19.65,-,86.5,41.0,-
463,新北市,2007/11/05,汐止,2.9,0.25,-,41.7,47,11,6.0,11.21,0.61,10.55,-,-,-,-,21.54,-,94.51,42.0,-
464,新北市,2007/11/05,土城,2.0,0.53,-,27.2,33,14,9.0,23.95,1.64,22.29,2.314,0.287,2.03,-,21.12,-,88.74,36.0,-
465,新北市,2007/11/05,林口,1.2,0.2,-,49.8,52,15,10.0,4.96,0.88,4.06,-,-,-,-,18.6,-,92.34,46.0,-
466,新北市,2007/11/05,萬里,1.4,0.17,-,49.9,53,45,7.0,2.7,0.67,2.0,-,-,-,-,20.62,-,94.35,46.0,-
467,新北市,2007/11/04,板橋,3.5,0.52,-,26.5,35,48,23.0,31.43,4.54,26.89,2.184,0.203,1.98,-,20.83,-,71.79,48.0,-
468,新北市,2007/11/04,三重,2.3,1.26,-,-,-,75,27.0,90.11,53.27,36.84,2.352,0.553,1.8,-,21.02,-,71.79,62.0,-
469,新北市,2007/11/04,菜寮,2.2,0.46,-,30.7,39,42,20.0,18.51,1.9,16.6,-,-,-,-,21.61,-,70.42,42.0,-
470,新北市,2007/11/04,永和,4.3,0.56,-,29.1,35,46,23.0,28.29,8.32,19.97,-,-,-,-,20.63,-,78.99,46.0,-
471,新北市,2007/11/04,新莊,2.8,0.42,-,29.9,39,41,20.0,19.78,1.12,18.67,-,-,-,-,20.52,-,72.85,41.0,-
472,新北市,2007/11/04,新店,2.0,0.4,-,29.0,42,43,19.0,19.39,1.91,17.47,-,-,-,-,20.19,-,78.04,43.0,-
473,新北市,2007/11/04,淡水,1.3,0.22,-,43.2,46,32,18.0,4.6,0.56,4.01,-,-,-,-,19.48,-,74.42,39.0,-
474,新北市,2007/11/04,汐止,2.5,0.26,-,39.1,44,40,18.0,11.26,0.64,10.62,-,-,-,-,21.13,-,80.44,40.0,-
475,新北市,2007/11/04,土城,1.5,0.41,-,29.2,35,41,22.0,18.49,1.04,17.44,2.2,0.191,2.01,-,20.46,-,76.68,41.0,-
476,新北市,2007/11/04,林口,1.6,0.27,-,40.3,50,46,26.0,11.46,0.97,10.49,-,-,-,-,18.4,-,77.21,46.0,-
477,新北市,2007/11/04,萬里,1.0,0.17,-,49.0,50,81,21.0,3.82,0.88,2.93,-,-,-,-,20.93,-,75.44,66.0,-
478,新北市,2007/11/03,板橋,3.5,0.58,-,25.7,32,54,25.0,33.53,5.58,27.94,2.299,0.32,1.98,-,20.56,-,65.54,52.0,-
479,新北市,2007/11/03,三重,3.1,1.62,-,-,-,95,31.0,114.53,74.27,40.26,2.572,0.75,1.82,-,20.86,-,64.99,72.0,-
480,新北市,2007/11/03,菜寮,2.5,0.45,-,31.3,33,49,22.0,17.99,1.99,16.01,-,-,-,-,21.35,-,63.35,49.0,-
481,新北市,2007/11/03,永和,3.9,0.61,-,27.0,33,52,24.0,30.25,9.01,21.23,-,-,-,-,20.25,-,73.26,51.0,-
482,新北市,2007/11/03,新莊,2.5,0.44,-,29.1,31,47,22.0,21.3,1.17,20.13,-,-,-,-,20.07,-,68.1,47.0,-
483,新北市,2007/11/03,新店,1.8,0.31,-,37.9,41,47,22.0,11.91,0.92,10.97,-,-,-,-,19.94,-,73.14,47.0,-
484,新北市,2007/11/03,淡水,1.6,0.21,-,43.8,45,36,19.0,3.92,0.53,3.37,-,-,-,-,19.63,-,65.88,39.0,-
485,新北市,2007/11/03,汐止,2.7,0.31,-,36.0,40,48,21.0,13.59,0.81,12.79,-,-,-,-,20.76,-,73.86,48.0,-
486,新北市,2007/11/03,土城,1.9,0.37,-,32.2,38,46,23.0,15.96,1.31,14.64,2.15,0.168,1.98,-,20.16,-,71.48,46.0,-
487,新北市,2007/11/03,林口,2.0,0.24,-,41.8,45,53,28.0,10.81,0.71,10.06,-,-,-,-,18.1,-,71.82,52.0,-
488,新北市,2007/11/03,萬里,1.6,0.18,-,48.9,50,85,22.0,4.28,1.38,2.91,-,-,-,-,21.05,-,67.0,68.0,-
489,新北市,2007/11/02,板橋,3.3,0.65,-,26.8,35,46,25.0,33.1,5.49,27.62,2.269,0.281,1.99,-,19.7,-,76.25,46.0,-
490,新北市,2007/11/02,三重,2.7,1.47,-,-,-,61,29.0,85.66,49.94,35.72,2.483,0.654,1.83,-,19.93,-,75.89,56.0,-
491,新北市,2007/11/02,菜寮,2.5,0.62,-,25.5,34,41,21.0,25.57,3.03,22.54,-,-,-,-,20.56,-,74.46,41.0,-
492,新北市,2007/11/02,永和,3.3,0.72,-,29.4,38,45,24.0,31.18,10.25,20.93,-,-,-,-,19.45,-,82.28,45.0,-
493,新北市,2007/11/02,新莊,3.0,0.55,-,27.1,37,38,21.0,23.91,1.89,22.03,-,-,-,-,19.1,-,79.17,38.0,-
494,新北市,2007/11/02,新店,1.8,0.39,-,36.7,43,38,18.0,14.79,1.2,13.58,-,-,-,-,19.09,-,84.3,39.0,-
495,新北市,2007/11/02,淡水,2.0,0.29,-,42.5,46,34,19.0,5.58,0.94,4.61,-,-,-,-,18.23,-,77.54,41.0,-
496,新北市,2007/11/02,汐止,2.7,0.35,-,35.6,45,41,20.0,17.33,1.16,16.18,-,-,-,-,19.5,-,88.55,41.0,-
497,新北市,2007/11/02,土城,3.0,0.47,-,30.9,38,41,23.0,19.58,1.24,18.31,2.195,0.197,2.0,-,19.47,-,80.5,41.0,-
498,新北市,2007/11/02,林口,2.4,0.39,-,35.5,46,48,26.0,20.5,2.19,18.31,-,-,-,-,17.05,-,84.18,48.0,-
499,新北市,2007/11/02,萬里,1.7,0.25,-,50.3,52,80,25.0,3.0,0.8,2.18,-,-,-,-,19.96,-,78.22,65.0,-
500,新北市,2007/11/01,板橋,2.8,0.8,-,25.4,38,31,22.0,35.2,4.69,30.5,2.411,0.343,2.07,-,22.27,-,82.15,37.0,-
501,新北市,2007/11/01,三重,3.2,1.97,-,-,-,52,26.0,130.87,86.19,44.67,2.663,0.813,1.85,-,22.73,-,80.2,51.0,-
502,新北市,2007/11/01,菜寮,3.1,0.85,-,23.5,31,29,16.0,35.09,8.23,26.86,-,-,-,-,23.21,-,79.65,31.0,-
503,新北市,2007/11/01,永和,3.3,1.06,-,23.0,28,33,23.0,45.65,17.51,28.14,-,-,-,-,22.22,-,86.65,33.0,-
504,新北市,2007/11/01,新莊,3.4,0.61,-,25.9,36,29,19.0,25.75,2.22,23.52,-,-,-,-,21.59,-,85.07,37.0,-
505,新北市,2007/11/01,新店,2.7,0.49,-,31.7,37,30,18.0,19.93,1.58,18.33,-,-,-,-,21.52,-,92.44,34.0,-
506,新北市,2007/11/01,淡水,1.7,0.36,-,41.1,45,25,15.0,7.81,1.13,6.65,-,-,-,-,20.46,-,82.83,39.0,-
507,新北市,2007/11/01,汐止,2.8,0.4,-,39.6,42,30,18.0,14.1,1.2,12.92,-,-,-,-,22.37,-,91.41,39.0,-
508,新北市,2007/11/01,土城,4.8,0.65,-,25.5,33,32,22.0,27.15,2.06,25.05,2.357,0.315,2.04,-,22.08,-,86.59,32.0,-
509,新北市,2007/11/01,林口,-,-,-,-,48,-,-,-,-,-,-,-,-,-,-,-,-,44.0,-
510,新北市,2007/11/01,萬里,1.7,0.3,-,48.7,52,45,17.0,5.87,0.49,5.33,-,-,-,-,21.63,-,89.74,47.0,-
511,臺中市,2007/11/30,西屯,3.0,0.4,-,28.1,46,60,29.0,27.14,6.89,20.24,2.106,0.228,1.88,-,17.68,-,53.56,55.0,-
512,臺中市,2007/11/30,忠明,3.5,0.62,-,24.0,43,51,29.0,37.23,13.26,23.97,2.1,0.436,1.67,-,17.39,-,55.02,50.0,-
513,臺中市,2007/11/30,豐原,2.4,0.56,-,24.9,40,57,21.0,28.64,9.8,18.86,-,-,-,-,16.83,-,59.19,54.0,-
514,臺中市,2007/11/30,沙鹿,4.4,0.36,-,29.1,43,53,25.0,21.92,3.73,18.19,-,-,-,-,18.34,-,62.01,52.0,-
515,臺中市,2007/11/30,大里,3.8,0.73,422.55,30.5,58,-,45.0,32.92,11.66,21.26,2.146,0.473,1.67,-,17.99,-,51.45,63.0,-
516,臺中市,2007/11/29,西屯,6.2,0.47,-,38.2,53,96,55.0,15.16,2.15,13.01,2.024,0.117,1.91,-,16.46,-,56.8,73.0,-
517,臺中市,2007/11/29,忠明,6.5,0.48,-,32.0,48,84,59.0,22.4,2.35,20.03,1.89,0.216,1.67,-,16.21,-,61.3,67.0,-
518,臺中市,2007/11/29,豐原,8.0,0.52,-,32.9,47,94,50.0,-,-,-,-,-,-,-,15.43,-,65.68,72.0,-
519,臺中市,2007/11/29,沙鹿,8.3,0.45,-,39.2,53,84,48.0,14.61,1.75,12.85,-,-,-,-,17.03,-,60.74,67.0,-
520,臺中市,2007/11/29,大里,6.3,0.53,409.27,28.6,47,-,53.0,21.72,3.72,18.0,1.845,0.198,1.65,-,16.98,-,53.87,51.0,-
521,臺中市,2007/11/28,西屯,3.3,0.34,-,27.8,33,47,28.0,13.56,1.58,11.97,2.002,0.102,1.9,-,15.82,-,71.27,47.0,-
522,臺中市,2007/11/28,忠明,3.7,0.38,-,20.3,28,41,30.0,21.1,2.38,18.7,1.865,0.211,1.65,-,15.57,-,74.81,41.0,-
523,臺中市,2007/11/28,豐原,4.1,0.4,-,24.2,31,49,24.0,-,-,-,1.892,0.395,1.5,-,14.82,-,79.99,49.0,-
524,臺中市,2007/11/28,沙鹿,5.0,0.31,-,31.3,33,48,28.0,11.64,0.94,10.66,-,-,-,-,16.29,-,73.95,48.0,-
525,臺中市,2007/11/28,大里,3.4,0.45,405.55,18.3,29,-,25.0,23.13,2.97,20.16,1.815,0.185,1.63,-,16.51,-,67.61,27.0,-
526,臺中市,2007/11/27,西屯,1.1,0.28,-,36.1,43,28,11.0,8.01,1.08,6.93,1.971,0.073,1.9,-,17.57,-,74.29,37.0,-
527,臺中市,2007/11/27,忠明,1.9,0.36,-,29.8,38,25,13.0,14.94,2.36,12.58,1.747,0.119,1.63,-,17.58,-,77.04,34.0,-
528,臺中市,2007/11/27,豐原,1.6,0.34,-,32.6,40,31,7.0,11.26,1.74,9.52,1.692,0.083,1.61,-,17.2,-,79.93,36.0,-
529,臺中市,2007/11/27,沙鹿,2.1,0.27,-,35.9,44,21,10.0,7.11,0.92,6.16,-,-,-,-,18.03,-,79.21,38.0,-
530,臺中市,2007/11/27,大里,1.8,0.35,400.75,28.8,38,-,10.0,14.62,2.59,12.02,1.695,0.119,1.58,-,18.51,-,71.18,36.0,-
531,臺中市,2007/11/26,西屯,1.8,0.45,-,24.3,37,82,48.0,20.71,4.15,16.56,2.083,0.163,1.92,-,22.34,-,74.01,66.0,-
532,臺中市,2007/11/26,忠明,2.1,0.61,-,17.9,30,88,63.0,31.56,7.78,23.78,2.025,0.356,1.67,-,22.47,-,77.4,69.0,-
533,臺中市,2007/11/26,豐原,3.0,0.54,-,28.6,36,96,63.0,21.24,3.98,17.24,1.808,0.222,1.59,-,22.53,-,79.04,73.0,-
534,臺中市,2007/11/26,沙鹿,1.7,0.31,-,24.0,39,46,21.0,15.36,2.21,13.14,-,-,-,-,22.66,-,82.43,46.0,-
535,臺中市,2007/11/26,大里,4.7,0.79,436.69,17.8,27,150,105.0,35.2,9.26,25.94,2.094,0.383,1.71,-,23.66,-,73.09,100.0,-
536,臺中市,2007/11/25,西屯,4.0,0.76,-,34.3,87,122,86.0,37.8,9.67,28.14,2.427,0.345,2.08,-,23.51,-,62.79,97.0,-
537,臺中市,2007/11/25,忠明,4.6,1.04,-,38.2,99,129,108.0,51.64,16.89,34.75,2.359,0.535,1.83,-,23.24,-,68.27,110.0,-
538,臺中市,2007/11/25,豐原,4.0,0.97,-,43.9,106,150,105.0,33.7,3.54,30.15,2.163,0.417,1.75,-,23.5,-,69.85,112.0,-
539,臺中市,2007/11/25,沙鹿,4.6,0.68,-,31.8,69,109,73.0,25.84,4.06,21.76,-,-,-,-,23.84,-,70.04,83.0,-
540,臺中市,2007/11/25,大里,5.7,1.02,443.69,38.0,101,173,129.0,46.71,15.23,31.48,2.241,0.456,1.79,-,24.06,-,65.82,116.0,-
541,臺中市,2007/11/24,西屯,2.1,0.42,-,32.4,63,62,36.0,20.8,3.76,17.04,2.099,0.186,1.91,-,22.44,-,59.73,82.0,-
542,臺中市,2007/11/24,忠明,3.3,0.65,-,25.4,63,65,43.0,41.58,16.31,25.27,2.067,0.402,1.67,-,21.94,-,65.93,84.0,-
543,臺中市,2007/11/24,豐原,3.6,0.57,-,25.4,53,68,34.0,24.41,3.48,20.92,1.876,0.254,1.62,-,22.2,-,68.57,71.0,-
544,臺中市,2007/11/24,沙鹿,3.0,0.33,-,20.8,27,43,24.0,17.76,0.97,16.77,-,-,-,-,21.73,-,67.48,43.0,-
545,臺中市,2007/11/24,大里,5.9,0.95,436.41,28.2,77,118,77.0,47.27,18.27,29.0,2.207,0.492,1.72,-,23.12,-,64.25,87.0,-
546,臺中市,2007/11/23,西屯,2.7,0.47,-,25.5,48,55,30.0,26.48,5.35,21.12,2.174,0.262,1.91,-,21.68,-,66.22,52.0,-
547,臺中市,2007/11/23,忠明,4.1,0.74,-,19.2,46,58,38.0,47.08,20.75,26.33,2.21,0.534,1.68,-,21.57,-,71.12,55.0,-
548,臺中市,2007/11/23,豐原,5.4,0.65,-,20.8,44,64,30.0,30.21,5.92,24.29,1.957,0.332,1.63,-,21.81,-,73.93,57.0,-
549,臺中市,2007/11/23,沙鹿,4.0,0.38,-,26.6,44,60,33.0,20.59,1.92,18.66,-,-,-,-,22.06,-,72.1,55.0,-
550,臺中市,2007/11/23,大里,6.4,1.04,432.4,19.4,53,93,56.0,55.21,24.63,30.58,2.393,0.652,1.74,-,22.8,-,67.14,72.0,-
551,臺中市,2007/11/22,西屯,3.0,0.46,-,30.8,54,61,35.0,25.68,4.56,21.09,2.163,0.242,1.92,-,21.54,-,62.59,69.0,-
552,臺中市,2007/11/22,忠明,3.8,0.8,-,22.2,52,63,39.0,44.29,12.94,31.35,2.283,0.549,1.73,-,21.56,-,67.77,73.0,-
553,臺中市,2007/11/22,豐原,3.5,0.78,-,25.4,54,67,33.0,36.42,11.19,25.24,2.082,0.404,1.68,-,21.65,-,70.84,80.0,-
554,臺中市,2007/11/22,沙鹿,3.6,0.4,-,31.0,52,66,36.0,20.24,2.09,18.1,-,-,-,-,22.27,-,66.4,58.0,-
555,臺中市,2007/11/22,大里,6.4,0.79,426.92,21.5,58,84,49.0,44.33,15.49,28.84,2.17,0.484,1.69,-,22.54,-,65.41,83.0,-
556,臺中市,2007/11/21,西屯,2.7,0.41,-,34.4,42,56,33.0,16.72,1.4,15.29,2.047,0.126,1.92,-,20.18,-,67.85,53.0,-
557,臺中市,2007/11/21,忠明,3.3,0.56,-,20.2,36,48,30.0,26.66,3.1,23.56,2.027,0.356,1.67,-,20.14,-,71.47,48.0,-
558,臺中市,2007/11/21,豐原,2.9,0.51,-,23.2,36,50,23.0,18.93,1.83,17.1,1.832,0.188,1.64,-,20.0,-,74.57,50.0,-
559,臺中市,2007/11/21,沙鹿,4.6,0.42,-,35.9,44,69,41.0,17.1,1.07,15.99,-,-,-,-,21.06,-,70.42,60.0,-
560,臺中市,2007/11/21,大里,5.1,0.75,421.7,13.8,36,63,37.0,39.07,11.44,27.63,2.07,0.4,1.67,-,21.0,-,68.54,56.0,-
561,臺中市,2007/11/20,西屯,1.5,0.3,-,32.3,41,31,13.0,11.96,1.92,10.04,1.968,0.079,1.89,-,20.06,-,69.17,39.0,-
562,臺中市,2007/11/20,忠明,2.4,0.4,-,23.5,35,30,18.0,19.81,2.8,17.02,1.846,0.215,1.63,-,20.26,-,71.33,35.0,-
563,臺中市,2007/11/20,豐原,3.9,0.36,-,24.0,33,34,12.0,18.06,2.81,15.24,1.738,0.122,1.62,-,19.97,-,74.82,35.0,-
564,臺中市,2007/11/20,沙鹿,2.5,0.28,-,33.1,41,36,12.0,12.59,1.11,11.44,-,-,-,-,20.9,-,72.25,38.0,-
565,臺中市,2007/11/20,大里,2.7,0.45,404.18,21.1,37,34,17.0,21.63,4.8,16.83,1.809,0.196,1.61,-,21.76,-,63.71,39.0,-
566,臺中市,2007/11/19,西屯,1.6,0.28,-,31.8,44,37,16.0,13.89,1.79,12.1,1.984,0.097,1.89,-,20.05,-,70.34,47.0,-
567,臺中市,2007/11/19,忠明,2.5,0.4,-,26.5,40,31,20.0,18.1,2.01,16.08,1.841,0.203,1.64,-,20.34,-,71.69,45.0,-
568,臺中市,2007/11/19,豐原,3.0,0.41,-,24.5,38,38,13.0,19.2,3.11,16.08,1.755,0.135,1.62,-,20.29,-,74.81,45.0,-
569,臺中市,2007/11/19,沙鹿,3.0,0.28,-,32.7,41,35,12.0,12.2,1.32,10.87,-,-,-,-,20.92,-,73.53,42.0,-
570,臺中市,2007/11/19,大里,3.3,0.45,405.78,25.7,50,36,19.0,22.03,3.98,18.05,1.829,0.191,1.64,-,21.86,-,63.8,65.0,-
571,臺中市,2007/11/18,西屯,2.0,0.5,-,30.0,42,58,33.0,11.17,0.85,10.36,2.016,0.088,1.93,-,21.46,-,72.12,54.0,-
572,臺中市,2007/11/18,忠明,2.8,0.55,-,24.5,38,50,33.0,17.94,2.75,15.18,1.825,0.177,1.65,-,21.72,-,73.9,50.0,-
573,臺中市,2007/11/18,豐原,3.1,0.53,-,28.3,37,50,25.0,12.92,1.81,11.09,1.748,0.12,1.63,-,21.39,-,77.09,50.0,-
574,臺中市,2007/11/18,沙鹿,3.7,0.52,-,29.7,42,64,28.0,13.39,1.45,11.94,-,-,-,-,22.25,-,76.26,57.0,-
575,臺中市,2007/11/18,大里,2.9,0.63,413.69,25.8,40,58,38.0,20.13,5.09,15.03,1.847,0.181,1.67,-,23.27,-,66.95,54.0,-
576,臺中市,2007/11/17,西屯,3.8,0.61,-,32.1,73,103,67.0,30.34,6.92,23.42,2.37,0.352,2.02,-,22.8,-,75.21,84.0,-
577,臺中市,2007/11/17,忠明,3.2,0.77,-,32.9,74,97,76.0,35.61,9.31,26.3,2.133,0.425,1.71,-,23.14,-,76.39,84.0,-
578,臺中市,2007/11/17,豐原,4.6,0.69,-,38.9,81,109,69.0,28.02,2.1,25.91,2.024,0.366,1.66,-,23.33,-,79.13,85.0,-
579,臺中市,2007/11/17,沙鹿,5.7,0.7,-,31.5,67,126,75.0,32.64,9.22,23.43,-,-,-,-,23.67,-,80.06,88.0,-
580,臺中市,2007/11/17,大里,4.5,0.75,422.83,34.1,72,104,72.0,35.2,9.15,26.05,2.078,0.388,1.69,-,24.37,-,70.45,91.0,-
581,臺中市,2007/11/16,西屯,4.5,0.78,-,28.5,69,104,69.0,42.06,12.21,29.85,2.737,0.612,2.13,-,22.74,-,72.15,77.0,-
582,臺中市,2007/11/16,忠明,4.1,0.97,-,27.7,71,98,74.0,55.83,21.41,34.42,2.552,0.76,1.79,-,23.23,-,73.16,78.0,-
583,臺中市,2007/11/16,豐原,6.3,0.67,-,32.2,66,87,51.0,34.37,6.88,27.49,2.019,0.376,1.64,-,23.3,-,74.16,70.0,-
584,臺中市,2007/11/16,沙鹿,5.0,0.68,-,28.4,59,113,66.0,32.3,5.24,27.06,-,-,-,-,23.89,-,74.45,82.0,-
585,臺中市,2007/11/16,大里,5.6,0.96,441.79,29.7,80,113,72.0,49.62,16.79,32.83,2.323,0.556,1.77,-,23.62,-,70.4,95.0,-
586,臺中市,2007/11/15,西屯,7.3,0.98,-,26.3,63,106,70.0,56.02,14.48,41.54,3.011,0.861,2.15,-,23.02,-,63.65,78.0,-
587,臺中市,2007/11/15,忠明,5.5,1.36,-,27.3,68,111,86.0,77.45,28.22,49.23,2.773,0.935,1.84,-,23.54,-,66.2,80.0,-
588,臺中市,2007/11/15,豐原,4.0,0.82,-,39.3,69,99,55.0,30.5,2.87,27.63,2.108,0.449,1.66,-,23.58,-,66.34,74.0,-
589,臺中市,2007/11/15,沙鹿,4.8,1.07,-,26.9,67,124,79.0,47.83,12.72,35.12,-,-,-,-,24.37,-,67.19,87.0,-
590,臺中市,2007/11/15,大里,6.8,1.02,451.34,25.5,75,112,71.0,54.91,18.19,36.72,2.503,0.748,1.76,-,23.08,-,64.9,86.0,-
591,臺中市,2007/11/14,西屯,3.9,0.74,-,24.4,62,86,50.0,45.9,14.22,31.68,2.576,0.533,2.04,-,21.94,-,66.79,68.0,-
592,臺中市,2007/11/14,忠明,4.4,1.1,-,24.9,64,91,65.0,70.36,30.32,40.04,2.66,0.806,1.85,-,22.49,-,68.58,70.0,-
593,臺中市,2007/11/14,豐原,5.6,0.92,-,30.1,59,88,45.0,35.54,6.91,28.63,2.154,0.481,1.67,-,22.49,-,69.92,69.0,-
594,臺中市,2007/11/14,沙鹿,3.8,0.67,-,21.3,53,86,47.0,43.02,16.63,26.39,-,-,-,-,22.63,-,72.93,68.0,-
595,臺中市,2007/11/14,大里,6.8,0.87,441.08,27.2,69,100,63.0,53.99,20.58,33.41,2.315,0.559,1.76,-,22.65,-,64.28,75.0,-
596,臺中市,2007/11/13,西屯,4.4,0.58,-,25.7,62,76,42.0,38.35,9.78,28.57,2.288,0.341,1.95,-,21.57,-,64.6,68.0,-
597,臺中市,2007/11/13,忠明,4.1,0.77,-,23.1,59,78,48.0,48.28,16.43,31.85,2.313,0.546,1.77,-,21.81,-,67.12,64.0,-
598,臺中市,2007/11/13,豐原,4.4,0.68,-,26.8,61,76,44.0,38.59,10.14,28.45,2.118,0.408,1.71,-,21.85,-,71.01,63.0,-
599,臺中市,2007/11/13,沙鹿,4.7,0.47,-,23.6,53,73,39.0,32.45,7.11,25.35,-,-,-,-,22.07,-,69.36,62.0,-
600,臺中市,2007/11/13,大里,7.3,0.76,426.76,33.2,69,84,49.0,47.85,17.13,30.72,2.192,0.458,1.73,-,22.31,-,61.88,80.0,-
601,臺中市,2007/11/12,西屯,1.8,0.33,-,35.8,51,50,30.0,14.83,1.26,13.55,1.995,0.113,1.88,-,20.99,-,58.38,50.0,-
602,臺中市,2007/11/12,忠明,2.5,0.44,-,25.8,45,50,33.0,23.62,3.25,20.35,1.91,0.266,1.64,-,21.14,-,62.3,50.0,-
603,臺中市,2007/11/12,豐原,3.2,0.39,-,27.4,43,55,25.0,18.53,2.85,15.66,1.807,0.177,1.63,-,21.22,-,65.18,52.0,-
604,臺中市,2007/11/12,沙鹿,3.1,0.29,-,36.3,52,54,26.0,15.9,1.3,14.6,-,-,-,-,21.68,-,63.19,52.0,-
605,臺中市,2007/11/12,大里,3.3,0.62,412.98,24.1,46,59,35.0,32.82,8.03,24.79,1.969,0.297,1.67,-,21.97,-,56.19,54.0,-
606,臺中市,2007/11/11,西屯,1.4,0.3,-,44.9,51,51,-,6.92,0.62,6.25,1.888,0.036,1.85,-,21.32,-,61.06,50.0,-
607,臺中市,2007/11/11,忠明,2.5,0.38,-,35.4,46,49,35.0,15.1,1.44,13.66,1.751,0.12,1.63,-,21.5,-,65.52,49.0,-
608,臺中市,2007/11/11,豐原,2.7,0.34,-,36.7,42,52,26.0,11.9,2.08,9.81,1.707,0.094,1.61,-,21.28,-,69.61,51.0,-
609,臺中市,2007/11/11,沙鹿,2.8,0.26,-,46.8,52,53,31.0,8.52,0.9,7.62,-,-,-,-,22.38,-,62.79,52.0,-
610,臺中市,2007/11/11,大里,2.8,0.46,404.86,29.1,45,49,33.0,20.28,3.89,16.39,1.763,0.152,1.61,-,22.46,-,58.53,49.0,-
611,臺中市,2007/11/10,西屯,1.5,0.28,-,46.3,55,50,-,8.79,0.62,8.17,1.913,0.046,1.87,-,21.43,-,67.66,50.0,-
612,臺中市,2007/11/10,忠明,3.0,0.38,-,35.6,48,42,30.0,18.1,1.99,16.11,1.782,0.167,1.62,-,21.68,-,70.2,45.0,-
613,臺中市,2007/11/10,豐原,2.2,0.35,-,39.5,47,44,22.0,11.3,1.03,10.25,1.725,0.109,1.62,-,21.41,-,73.94,45.0,-
614,臺中市,2007/11/10,沙鹿,2.9,0.3,-,48.4,56,51,27.0,9.35,0.93,8.42,-,-,-,-,22.59,-,69.63,51.0,-
615,臺中市,2007/11/10,大里,2.8,0.51,412.59,29.0,50,48,30.0,21.09,3.31,17.78,1.844,0.206,1.64,-,22.39,-,64.9,50.0,-
616,臺中市,2007/11/09,西屯,1.5,0.26,-,39.3,46,39,22.0,10.74,1.18,9.53,1.943,0.09,1.85,-,21.58,-,71.57,47.0,-
617,臺中市,2007/11/09,忠明,2.3,0.34,-,31.5,41,35,24.0,19.56,2.9,16.66,1.815,0.205,1.61,-,21.81,-,74.38,41.0,-
618,臺中市,2007/11/09,豐原,2.0,0.33,-,35.4,41,42,18.0,13.67,1.72,11.94,1.764,0.162,1.6,-,21.39,-,78.32,42.0,-
619,臺中市,2007/11/09,沙鹿,2.9,0.23,-,43.5,50,42,19.0,10.56,1.1,9.45,-,-,-,-,22.58,-,74.01,48.0,-
620,臺中市,2007/11/09,大里,2.7,0.4,403.33,26.7,40,37,20.0,19.56,3.69,15.87,1.797,0.191,1.61,-,22.99,-,66.48,43.0,-
