序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
18,臺北市,2005/01/29,大同,3.8,1.03,-,7.2,-,65,-,133.73,69.77,63.96,-,-,-,16.94,-,-,58.0,-
19,臺北市,2005/01/29,萬華,3.7,0.79,-,9.0,-,-,-,52.43,8.54,43.89,-,-,-,18.19,-,82.19,25.0,-
20,臺北市,2005/01/29,陽明,1.4,0.39,385.79,33.5,-,14,-,10.01,3.04,6.97,-,-,-,12.04,-,99.0,37.0,-
21,臺北市,2005/01/29,士林,0.9,0.57,-,13.4,-,59,-,27.58,5.91,21.68,-,-,-,16.9,-,85.39,54.0,-
22,臺北市,2005/01/28,松山,3.9,1.0,402.8,-,-,58,-,54.41,19.56,34.84,-,-,-,17.6,-,81.99,54.0,-
23,臺北市,2005/01/28,古亭,5.6,1.08,-,4.9,-,65,24.0,61.65,23.6,38.04,2.664,0.563,2.1,16.43,-,87.27,58.0,-
24,臺北市,2005/01/28,中山,3.8,1.27,-,5.5,-,47,20.0,69.04,31.21,37.82,-,-,-,16.68,-,83.48,47.0,-
25,臺北市,2005/01/28,大同,4.2,1.23,-,9.2,-,49,-,121.83,70.45,51.38,-,-,-,16.37,-,-,49.0,-
26,臺北市,2005/01/28,萬華,4.9,0.86,-,8.0,-,-,-,73.07,18.88,54.19,-,-,-,17.64,-,86.08,23.0,-
27,臺北市,2005/01/28,陽明,1.0,0.3,381.29,40.4,-,13,-,7.02,3.68,3.34,-,-,-,11.79,-,98.0,40.0,-
28,臺北市,2005/01/28,士林,0.7,0.4,-,19.4,-,33,-,20.43,2.07,18.37,-,-,-,16.65,-,87.07,33.0,-
29,臺北市,2005/01/27,松山,5.3,1.04,406.7,11.3,-,67,-,54.02,19.35,34.67,-,-,-,18.75,-,79.04,58.0,-
30,臺北市,2005/01/27,古亭,3.0,1.13,-,6.7,-,78,34.0,57.85,24.25,33.6,2.674,0.558,2.12,17.59,-,83.11,64.0,-
31,臺北市,2005/01/27,中山,5.5,1.36,-,4.8,-,57,32.0,74.62,30.95,43.67,-,-,-,17.83,-,79.53,54.0,-
32,臺北市,2005/01/27,大同,6.6,1.24,-,9.5,-,61,-,116.9,69.66,47.23,-,-,-,17.72,-,-,56.0,-
33,臺北市,2005/01/27,萬華,5.5,0.99,-,10.6,-,-,37.0,70.1,21.87,48.23,-,-,-,18.77,-,81.89,20.0,-
34,臺北市,2005/01/27,陽明,1.7,0.42,381.83,46.4,-,28,-,8.19,3.07,5.12,-,-,-,12.69,-,96.0,52.0,-
35,臺北市,2005/01/27,士林,2.1,0.66,-,14.6,-,52,-,29.02,6.33,22.69,-,-,-,17.84,-,83.16,51.0,-
36,臺北市,2005/01/26,松山,5.2,0.83,396.47,14.3,-,35,-,38.46,10.28,28.17,-,-,-,17.54,-,82.48,35.0,-
37,臺北市,2005/01/26,古亭,4.0,0.89,-,15.0,-,33,12.0,38.88,10.8,28.08,2.207,0.217,1.99,16.86,-,85.0,33.0,-
38,臺北市,2005/01/26,中山,4.2,1.0,-,11.6,-,23,9.0,47.16,11.96,35.2,-,-,-,17.33,-,78.87,23.0,-
39,臺北市,2005/01/26,大同,4.2,1.27,-,13.3,17,28,-,50.0,21.76,28.23,-,-,-,17.39,-,-,28.0,-
40,臺北市,2005/01/26,萬華,5.2,0.89,-,16.7,-,30,16.0,40.87,6.64,34.23,-,-,-,18.46,-,81.41,30.0,-
41,臺北市,2005/01/26,陽明,2.0,0.47,380.5,40.8,-,7,-,5.95,3.21,2.74,-,-,-,11.05,-,94.0,37.0,-
42,臺北市,2005/01/26,士林,1.4,0.58,-,28.5,-,16,-,12.5,1.3,11.19,-,-,-,18.07,-,76.15,29.0,-
43,臺北市,2005/01/25,松山,7.5,1.44,423.63,18.5,-,86,-,76.55,34.52,42.03,-,-,-,21.31,-,68.93,68.0,-
44,臺北市,2005/01/25,古亭,4.2,1.4,-,15.3,-,83,39.0,75.7,32.14,43.56,2.746,0.605,2.14,20.18,-,72.39,66.0,-
45,臺北市,2005/01/25,中山,8.8,1.82,-,10.9,-,83,42.0,106.41,47.58,58.83,-,-,-,20.8,-,67.89,66.0,-
46,臺北市,2005/01/25,大同,9.6,1.98,-,12.2,-,94,-,142.65,86.41,56.24,-,-,-,21.04,-,-,72.0,-
47,臺北市,2005/01/25,萬華,6.5,1.81,-,14.0,-,98,56.0,65.9,37.17,28.73,-,-,-,21.94,-,70.03,74.0,-
48,臺北市,2005/01/25,陽明,3.7,0.41,383.09,46.9,-,33,-,10.08,3.46,6.62,-,-,-,14.51,-,80.0,52.0,-
49,臺北市,2005/01/25,士林,5.1,0.92,-,16.6,-,68,-,57.6,23.71,33.89,-,-,-,20.72,-,72.02,59.0,-
50,臺北市,2005/01/24,松山,8.5,1.99,437.56,15.4,-,108,-,120.1,61.53,58.56,-,-,-,19.49,-,69.91,79.0,-
51,臺北市,2005/01/24,古亭,3.2,1.88,-,12.0,-,88,42.0,102.23,52.14,50.1,3.026,0.78,2.25,18.72,-,72.96,69.0,-
52,臺北市,2005/01/24,中山,10.5,2.45,-,8.4,-,92,59.0,147.41,79.13,68.28,-,-,-,19.4,-,67.53,71.0,-
53,臺北市,2005/01/24,大同,11.5,2.62,-,9.5,-,100,-,104.4,62.46,41.94,-,-,-,19.37,-,-,75.0,-
54,臺北市,2005/01/24,萬華,5.9,1.69,-,17.4,-,89,51.0,62.69,29.44,33.25,-,-,-,20.25,-,69.36,81.0,-
55,臺北市,2005/01/24,陽明,3.8,0.45,380.42,45.0,-,34,-,11.91,4.07,7.85,-,-,-,14.18,-,78.0,46.0,-
56,臺北市,2005/01/24,士林,6.2,1.17,-,12.1,-,84,-,71.07,29.38,41.69,-,-,-,18.95,-,72.51,67.0,-
57,臺北市,2005/01/23,松山,5.1,0.91,402.96,20.2,-,67,-,38.35,10.38,27.97,-,-,-,16.99,-,70.53,58.0,-
58,臺北市,2005/01/23,古亭,1.8,1.04,-,16.7,-,75,34.0,48.96,17.6,31.36,2.425,0.318,2.11,16.28,-,74.29,62.0,-
59,臺北市,2005/01/23,中山,5.9,1.06,-,14.1,-,62,30.0,52.85,15.17,37.68,-,-,-,16.77,-,68.61,56.0,-
60,臺北市,2005/01/23,大同,5.6,1.15,-,15.1,-,62,-,27.29,11.44,15.84,-,-,-,16.83,-,-,56.0,-
61,臺北市,2005/01/23,萬華,5.3,1.02,-,18.9,-,74,42.0,38.15,9.96,28.19,-,-,-,17.66,-,71.36,62.0,-
62,臺北市,2005/01/23,陽明,3.2,0.54,383.35,43.9,-,28,-,7.76,4.77,2.99,-,-,-,9.55,-,86.0,48.0,-
63,臺北市,2005/01/23,士林,3.1,0.62,-,26.3,-,53,-,21.52,3.79,17.75,-,-,-,16.56,-,71.14,52.0,-
64,臺北市,2005/01/22,松山,5.3,1.07,411.62,14.2,-,74,-,59.62,24.36,35.26,-,-,-,18.5,-,77.5,62.0,-
65,臺北市,2005/01/22,古亭,2.2,1.15,-,10.9,-,82,39.0,69.55,31.12,38.43,2.704,0.526,2.18,17.4,-,81.83,66.0,-
66,臺北市,2005/01/22,中山,7.3,1.43,-,8.4,-,72,42.0,84.08,42.29,41.79,-,-,-,17.88,-,76.63,61.0,-
67,臺北市,2005/01/22,大同,7.8,1.53,-,9.0,-,76,-,50.49,29.15,21.34,-,-,-,17.98,-,-,63.0,-
68,臺北市,2005/01/22,萬華,6.1,1.12,-,14.4,-,88,49.0,55.28,19.63,35.65,-,-,-,18.77,-,79.05,69.0,-
69,臺北市,2005/01/22,陽明,2.5,0.38,379.8,51.5,-,27,-,10.89,5.22,5.67,-,-,-,13.9,-,87.0,67.0,-
70,臺北市,2005/01/22,士林,4.5,0.71,-,17.7,-,71,-,51.83,21.88,29.95,-,-,-,17.73,-,79.94,60.0,-
71,臺北市,2005/01/21,松山,8.1,0.75,395.82,12.3,-,56,-,50.41,17.67,32.74,-,-,-,16.29,-,80.86,53.0,-
72,臺北市,2005/01/21,古亭,3.7,0.75,-,17.0,-,49,24.0,41.2,13.32,27.87,2.173,0.22,1.95,15.68,-,82.51,49.0,-
73,臺北市,2005/01/21,中山,5.5,0.84,-,14.1,-,44,22.0,42.82,13.97,28.85,-,-,-,16.11,-,77.58,44.0,-
74,臺北市,2005/01/21,大同,5.2,1.16,-,13.0,-,47,-,-,-,-,-,-,-,16.11,-,-,47.0,-
75,臺北市,2005/01/21,萬華,6.4,0.74,-,16.7,-,51,-,-,-,-,-,-,-,17.17,-,79.71,50.0,-
76,臺北市,2005/01/21,陽明,1.8,0.29,380.39,42.7,-,6,-,2.08,0.57,1.47,-,-,-,9.47,-,93.0,38.0,-
77,臺北市,2005/01/21,士林,2.5,0.34,-,32.1,-,30,-,12.02,1.45,10.56,-,-,-,16.75,-,74.97,34.0,-
78,臺北市,2005/01/20,松山,4.6,0.78,394.82,21.4,-,36,-,48.03,13.2,34.83,-,-,-,15.43,-,81.55,36.0,-
79,臺北市,2005/01/20,古亭,1.7,0.87,-,18.7,-,38,19.0,42.57,12.24,30.34,2.212,0.243,1.97,14.7,-,84.73,38.0,-
80,臺北市,2005/01/20,中山,4.1,0.99,-,14.4,-,30,15.0,47.11,12.09,35.02,-,-,-,15.33,-,76.93,30.0,-
81,臺北市,2005/01/20,大同,4.2,1.22,-,14.4,25,32,-,-,-,-,-,-,-,15.22,-,-,32.0,-
82,臺北市,2005/01/20,萬華,3.1,0.87,-,21.5,-,34,-,-,-,-,-,-,-,16.39,-,79.91,34.0,-
83,臺北市,2005/01/20,陽明,2.1,0.42,378.58,46.6,-,8,-,2.08,0.55,1.51,-,-,-,8.52,-,95.0,41.0,-
84,臺北市,2005/01/20,士林,3.2,0.52,-,30.6,-,26,-,23.1,4.29,18.81,-,-,-,15.94,-,74.22,37.0,-
85,臺北市,2005/01/19,松山,5.9,1.4,419.71,13.3,-,66,-,116.81,79.87,36.94,-,-,-,16.12,-,78.44,58.0,-
86,臺北市,2005/01/19,古亭,-,1.13,-,9.1,-,62,30.0,64.79,31.31,33.48,2.544,0.474,2.07,15.32,-,80.84,56.0,-
87,臺北市,2005/01/19,中山,6.0,1.48,-,6.4,-,58,28.0,89.05,44.35,44.7,-,-,-,15.94,-,74.45,54.0,-
88,臺北市,2005/01/19,大同,6.8,1.68,-,9.5,16,65,-,-,-,-,-,-,-,15.83,-,-,58.0,-
89,臺北市,2005/01/19,萬華,4.6,1.46,-,12.8,-,77,42.0,-,-,-,-,-,-,16.94,-,77.02,64.0,-
90,臺北市,2005/01/19,陽明,2.7,0.36,378.58,43.8,-,20,-,3.38,0.27,3.15,-,-,-,9.27,-,92.0,42.0,-
91,臺北市,2005/01/19,士林,5.5,0.8,-,18.1,-,56,-,52.23,25.37,26.87,-,-,-,15.72,-,76.84,53.0,-
92,臺北市,2005/01/18,松山,9.6,1.48,423.34,7.3,-,90,-,131.21,87.34,43.87,-,-,-,15.47,-,72.22,70.0,-
93,臺北市,2005/01/18,古亭,-,1.6,-,4.5,-,88,-,102.01,57.18,44.83,2.824,0.698,2.13,14.73,-,74.14,69.0,-
94,臺北市,2005/01/18,中山,8.5,1.92,-,2.9,-,86,48.0,131.93,78.93,53.01,-,-,-,15.21,-,67.51,68.0,-
95,臺北市,2005/01/18,大同,10.1,2.08,-,3.4,6,98,-,-,-,-,-,-,-,14.99,-,-,74.0,-
96,臺北市,2005/01/18,萬華,7.8,2.05,-,6.0,-,122,65.0,114.53,62.38,52.15,-,-,-,16.15,-,68.75,86.0,-
97,臺北市,2005/01/18,陽明,5.4,0.3,377.89,41.1,-,39,-,6.02,0.39,5.61,-,-,-,8.85,-,86.0,41.0,-
98,臺北市,2005/01/18,士林,7.8,1.21,-,5.3,-,87,-,96.66,52.67,43.98,-,-,-,14.5,-,73.41,68.0,-
99,臺北市,2005/01/17,松山,8.5,1.0,407.49,15.0,-,101,-,70.91,33.98,36.93,-,-,-,13.32,-,61.14,76.0,-
100,臺北市,2005/01/17,古亭,4.3,0.82,-,17.5,-,88,-,46.35,14.12,32.23,2.297,0.283,2.01,13.0,-,61.29,69.0,-
101,臺北市,2005/01/17,中山,9.9,1.28,-,8.1,-,92,46.0,84.59,40.48,44.11,-,-,-,13.06,-,58.74,71.0,-
102,臺北市,2005/01/17,大同,9.4,1.32,-,9.6,-,87,-,-,-,-,-,-,-,13.2,-,-,68.0,-
103,臺北市,2005/01/17,萬華,6.4,0.88,-,16.3,-,87,46.0,40.56,8.03,32.54,-,-,-,14.27,-,59.24,68.0,-
104,臺北市,2005/01/17,陽明,7.7,0.36,379.25,43.4,-,59,-,3.96,0.59,3.32,-,-,-,5.77,-,89.0,54.0,-
105,臺北市,2005/01/17,士林,9.5,0.7,-,23.8,-,75,-,43.81,20.44,23.38,-,-,-,12.54,-,63.5,62.0,-
106,臺北市,2005/01/16,松山,7.8,0.86,400.36,23.1,-,95,-,34.97,7.65,27.32,-,-,-,11.44,-,57.09,72.0,-
107,臺北市,2005/01/16,古亭,4.3,0.93,-,18.4,-,101,49.0,44.95,16.04,28.91,2.293,0.272,2.02,10.0,-,66.81,76.0,-
108,臺北市,2005/01/16,中山,8.6,0.97,-,16.4,-,90,51.0,50.51,15.51,35.0,-,-,-,10.9,-,56.39,70.0,-
109,臺北市,2005/01/16,大同,9.4,1.17,-,20.7,-,96,-,111.45,56.28,55.18,-,-,-,11.0,-,-,73.0,-
110,臺北市,2005/01/16,萬華,7.1,1.06,-,20.4,-,107,61.0,54.73,20.09,34.65,-,-,-,11.76,-,60.93,78.0,-
111,臺北市,2005/01/16,陽明,9.5,0.49,381.65,50.7,-,77,-,4.15,0.85,3.28,-,-,-,2.83,-,92.0,64.0,-
112,臺北市,2005/01/16,士林,9.9,0.9,-,22.5,-,91,-,54.07,24.25,29.81,-,-,-,10.33,-,62.17,70.0,-
113,臺北市,2005/01/15,松山,8.4,0.86,396.15,32.5,-,97,-,29.43,5.84,23.58,-,-,-,12.56,-,59.57,74.0,-
114,臺北市,2005/01/15,古亭,5.6,0.86,-,23.2,-,103,48.0,37.37,8.78,28.59,2.256,0.25,2.01,11.24,-,68.81,76.0,-
115,臺北市,2005/01/15,中山,9.0,1.03,-,18.7,-,91,54.0,51.92,17.63,34.28,-,-,-,11.92,-,59.53,70.0,-
116,臺北市,2005/01/15,大同,8.9,1.06,-,19.8,-,90,-,86.57,38.27,48.3,-,-,-,11.79,-,-,70.0,-
117,臺北市,2005/01/15,萬華,7.5,0.98,-,24.1,-,105,60.0,-,-,-,-,-,-,12.73,-,64.91,78.0,-
118,臺北市,2005/01/15,陽明,8.5,0.52,382.45,52.3,-,64,-,4.79,0.99,3.8,-,-,-,2.98,-,96.0,57.0,-
119,臺北市,2005/01/15,士林,9.8,0.7,-,34.5,-,81,-,-,-,-,-,-,-,11.61,-,62.13,66.0,-
120,臺北市,2005/01/14,松山,3.9,1.05,404.59,8.6,-,39,-,55.81,22.56,33.25,-,-,-,14.74,-,81.2,39.0,-
121,臺北市,2005/01/14,古亭,4.2,0.97,-,5.5,-,45,24.0,51.38,16.58,34.8,2.458,0.397,2.06,13.47,-,86.11,45.0,-
122,臺北市,2005/01/14,中山,4.2,1.19,-,5.1,-,42,26.0,65.12,29.55,35.57,-,-,-,14.0,-,79.53,42.0,-
123,臺北市,2005/01/14,大同,4.2,0.81,-,12.2,-,35,-,49.59,20.42,29.17,-,-,-,13.63,-,-,35.0,-
124,臺北市,2005/01/14,萬華,3.5,0.69,-,14.8,-,45,32.0,-,-,-,-,-,-,14.76,-,82.83,45.0,-
125,臺北市,2005/01/14,陽明,3.2,0.38,381.48,36.4,-,6,-,5.1,0.66,4.45,-,-,-,7.24,-,99.0,37.0,-
126,臺北市,2005/01/14,士林,4.1,0.42,-,20.4,-,29,-,-,-,-,-,-,-,13.53,-,81.42,29.0,-
127,臺北市,2005/01/13,松山,2.3,0.73,394.44,13.0,-,22,-,45.5,12.62,32.88,-,-,-,15.81,-,85.6,26.0,-
128,臺北市,2005/01/13,古亭,3.2,0.98,-,13.1,-,28,9.0,57.87,24.52,33.35,2.336,0.347,1.99,14.89,-,90.37,29.0,-
129,臺北市,2005/01/13,中山,3.2,1.13,-,10.4,-,21,11.0,69.06,31.32,37.74,-,-,-,15.27,-,85.14,24.0,-
130,臺北市,2005/01/13,大同,3.6,1.32,-,8.8,17,23,-,88.31,49.16,39.15,-,-,-,14.96,-,-,23.0,-
131,臺北市,2005/01/13,萬華,2.0,0.98,-,16.6,-,26,12.0,-,-,-,-,-,-,16.47,-,87.37,56.0,-
132,臺北市,2005/01/13,陽明,1.0,0.28,376.51,43.6,-,6,-,1.08,0.29,0.74,-,-,-,9.25,-,98.0,38.0,-
133,臺北市,2005/01/13,士林,3.2,0.59,-,17.4,-,16,-,-,-,-,-,-,-,15.1,-,88.09,32.0,-
134,臺北市,2005/01/12,松山,3.1,0.63,389.55,21.0,-,23,-,31.84,6.28,25.56,-,-,-,16.56,-,82.5,27.0,-
135,臺北市,2005/01/12,古亭,3.2,0.67,-,19.6,24,31,10.0,33.05,8.13,24.92,-,-,-,15.9,-,85.02,31.0,-
136,臺北市,2005/01/12,中山,3.3,0.85,-,17.8,-,22,9.0,38.67,11.23,27.43,-,-,-,16.51,-,77.76,24.0,-
137,臺北市,2005/01/12,大同,3.2,1.1,-,14.6,19,26,-,62.75,30.1,32.65,-,-,-,16.54,-,-,26.0,-
138,臺北市,2005/01/12,萬華,2.0,0.7,-,22.4,-,31,12.0,30.84,4.9,25.94,-,-,-,17.63,-,80.6,31.0,-
139,臺北市,2005/01/12,陽明,0.8,0.33,377.38,45.4,-,7,-,1.18,0.33,0.74,-,-,-,9.6,-,99.0,40.0,-
140,臺北市,2005/01/12,士林,3.3,0.39,-,33.1,-,13,-,-,-,-,-,-,-,17.24,-,72.99,33.0,-
141,臺北市,2005/01/11,松山,6.8,0.71,395.18,11.9,-,24,-,49.57,17.74,31.82,-,-,-,17.3,-,83.73,24.0,-
142,臺北市,2005/01/11,古亭,5.0,0.82,-,11.4,20,35,9.0,50.42,19.82,30.6,-,-,-,16.51,-,87.01,35.0,-
143,臺北市,2005/01/11,中山,4.8,1.0,-,9.5,-,26,11.0,56.76,23.71,33.05,-,-,-,17.06,-,81.27,26.0,-
144,臺北市,2005/01/11,大同,5.5,1.36,-,8.7,-,30,-,-,-,-,-,-,-,17.05,-,-,30.0,-
145,臺北市,2005/01/11,萬華,4.7,0.92,-,12.5,-,29,12.0,46.88,17.09,29.79,-,-,-,18.18,-,83.4,29.0,-
146,臺北市,2005/01/11,陽明,1.2,0.21,375.07,44.2,-,7,-,1.07,0.5,0.43,-,-,-,10.89,-,98.0,38.0,-
147,臺北市,2005/01/11,士林,3.4,0.52,-,20.7,-,19,-,25.88,4.79,21.08,-,-,-,17.5,-,79.91,31.0,-
148,臺北市,2005/01/10,松山,-,0.65,392.73,13.2,-,23,-,45.35,15.0,30.34,-,-,-,15.33,-,83.81,26.0,-
149,臺北市,2005/01/10,古亭,3.7,0.66,-,16.4,25,26,8.0,36.76,11.82,24.93,-,-,-,14.63,-,86.38,26.0,-
150,臺北市,2005/01/10,中山,3.9,0.8,-,12.4,-,19,10.0,44.42,15.48,28.94,-,-,-,15.1,-,80.77,25.0,-
151,臺北市,2005/01/10,大同,5.9,1.11,-,10.2,18,27,-,70.3,38.66,31.64,-,-,-,15.12,-,-,27.0,-
152,臺北市,2005/01/10,萬華,3.5,0.69,-,16.7,-,23,13.0,32.14,7.95,24.19,-,-,-,16.29,-,82.56,26.0,-
153,臺北市,2005/01/10,陽明,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100.0,35.0,-
154,臺北市,2005/01/10,士林,1.7,0.35,-,24.7,-,19,-,-,-,-,-,-,-,15.5,-,78.84,27.0,-
155,臺北市,2005/01/09,松山,-,0.52,389.24,16.3,-,33,-,33.79,6.65,27.14,-,-,-,14.69,-,82.76,33.0,-
156,臺北市,2005/01/09,古亭,3.6,0.62,-,18.9,28,38,17.0,30.76,7.73,23.03,-,-,-,13.92,-,85.71,38.0,-
157,臺北市,2005/01/09,中山,3.5,0.69,-,15.6,-,34,17.0,35.11,9.02,26.08,-,-,-,14.41,-,79.5,34.0,-
158,臺北市,2005/01/09,大同,3.3,0.89,-,12.7,-,36,-,66.19,33.62,32.56,-,-,-,14.28,-,-,36.0,-
159,臺北市,2005/01/09,萬華,2.8,0.62,-,18.7,-,39,22.0,28.17,5.49,22.68,-,-,-,15.57,-,81.9,39.0,-
160,臺北市,2005/01/09,陽明,1.0,0.28,377.14,42.7,-,10,-,1.93,0.9,1.05,-,-,-,7.7,-,100.0,37.0,-
161,臺北市,2005/01/09,士林,2.9,0.34,-,31.8,-,24,-,12.19,2.18,10.01,-,-,-,15.32,-,72.91,33.0,-
162,臺北市,2005/01/08,松山,-,0.58,389.99,17.0,-,29,-,36.03,8.35,27.69,-,-,-,15.76,-,82.29,32.0,-
163,臺北市,2005/01/08,古亭,2.9,0.73,-,16.5,25,37,14.0,39.28,12.58,26.7,-,-,-,14.97,-,86.04,37.0,-
164,臺北市,2005/01/08,中山,3.1,0.8,-,14.0,-,28,13.0,40.06,12.0,28.05,-,-,-,15.63,-,77.67,28.0,-
165,臺北市,2005/01/08,大同,3.5,1.08,-,11.0,-,32,-,72.55,36.91,35.64,-,-,-,15.45,-,-,32.0,-
166,臺北市,2005/01/08,萬華,2.3,0.73,-,16.3,-,36,18.0,32.62,7.13,25.48,-,-,-,16.64,-,81.76,36.0,-
167,臺北市,2005/01/08,陽明,1.0,0.27,377.57,42.8,-,6,-,0.89,0.39,0.43,-,-,-,8.71,-,99.0,38.0,-
168,臺北市,2005/01/08,士林,3.6,0.43,-,27.2,-,21,-,20.51,4.9,15.62,-,-,-,16.38,-,73.31,32.0,-
169,臺北市,2005/01/07,松山,4.4,0.7,391.45,16.6,-,47,-,40.46,10.15,30.32,-,-,-,17.33,-,81.26,47.0,-
170,臺北市,2005/01/07,古亭,4.0,0.8,-,18.0,29,50,20.0,40.78,13.13,27.66,-,-,-,16.57,-,84.76,50.0,-
171,臺北市,2005/01/07,中山,4.0,0.89,-,16.4,-,39,17.0,43.18,13.67,29.5,-,-,-,17.19,-,77.18,39.0,-
172,臺北市,2005/01/07,大同,4.5,1.26,-,13.3,-,44,-,78.93,41.83,37.1,-,-,-,17.22,-,-,44.0,-
173,臺北市,2005/01/07,萬華,3.0,0.84,-,18.3,-,47,25.0,36.75,9.95,26.82,-,-,-,18.23,-,80.37,47.0,-
174,臺北市,2005/01/07,陽明,1.6,0.29,377.74,46.7,-,7,-,-,-,-,-,-,-,10.39,-,97.0,43.0,-
175,臺北市,2005/01/07,士林,3.8,0.38,-,31.6,-,28,-,-,-,-,-,-,-,18.0,-,72.96,36.0,-
176,臺北市,2005/01/06,松山,3.4,0.79,398.09,11.7,-,55,-,46.24,18.4,27.83,-,-,-,17.76,-,78.18,52.0,-
177,臺北市,2005/01/06,古亭,13.0,0.95,-,7.2,11,59,26.0,53.14,27.15,25.98,-,-,-,16.8,-,82.74,54.0,-
178,臺北市,2005/01/06,中山,4.1,1.2,-,7.4,-,53,26.0,64.62,30.53,34.09,-,-,-,17.3,-,76.79,52.0,-
179,臺北市,2005/01/06,大同,5.9,1.31,-,8.6,-,57,-,92.65,55.98,36.67,-,-,-,17.19,-,-,54.0,-
180,臺北市,2005/01/06,萬華,3.0,0.88,-,9.8,-,67,31.0,33.97,13.87,20.1,-,-,-,18.27,-,79.86,58.0,-
181,臺北市,2005/01/06,陽明,1.9,0.28,379.1,37.0,-,7,-,3.46,0.36,3.06,-,-,-,10.46,-,97.0,40.0,-
182,臺北市,2005/01/06,士林,3.9,0.48,-,21.1,-,48,-,36.26,17.98,18.28,-,-,-,17.46,-,77.37,48.0,-
183,臺北市,2005/01/05,松山,8.0,0.78,398.21,-,-,50,-,56.36,22.35,34.01,-,-,-,16.58,-,81.31,50.0,-
184,臺北市,2005/01/05,古亭,15.5,0.88,-,12.8,28,51,16.0,57.75,29.93,27.82,-,-,-,15.93,-,83.54,50.0,-
