序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
1,臺北市,2005/12/31,松山,3.0,0.79,411.07,16.7,-,33,21.0,48.36,14.93,33.43,-,-,-,-,-,82.41,33.0,-
2,臺北市,2005/12/31,古亭,4.4,0.93,-,9.9,-,36,21.0,54.13,19.48,34.64,2.479,0.416,2.06,19.17,-,87.05,36.0,-
3,臺北市,2005/12/31,中山,4.8,1.07,-,11.4,-,48,24.0,63.08,26.37,36.71,2.511,0.487,2.02,19.77,-,79.63,48.0,-
4,臺北市,2005/12/31,萬華,3.7,0.88,-,14.6,-,36,21.0,43.02,12.07,30.96,-,-,-,19.88,-,82.56,36.0,-
5,臺北市,2005/12/31,陽明,1.3,0.23,371.95,44.1,-,-,3.0,3.33,1.16,2.17,-,-,-,14.31,-,95.0,43.0,-
6,臺北市,2005/12/31,士林,2.7,0.56,-,20.3,-,26,9.0,26.46,7.33,19.13,-,-,-,20.05,-,81.23,30.0,-
7,臺北市,2005/12/30,松山,6.5,1.31,442.91,8.1,-,56,31.0,116.24,72.68,43.56,-,-,-,21.54,-,80.99,53.0,-
8,臺北市,2005/12/30,古亭,6.6,1.3,-,5.5,-,51,32.0,85.13,51.59,33.54,2.987,0.777,2.21,21.26,-,87.04,50.0,-
9,臺北市,2005/12/30,中山,8.5,1.98,-,5.2,-,67,41.0,132.08,93.85,38.23,3.509,1.169,2.34,21.84,-,80.51,58.0,-
10,臺北市,2005/12/30,萬華,6.8,1.54,-,6.2,-,58,37.0,103.28,75.58,27.7,-,-,-,21.89,-,83.15,54.0,-
11,臺北市,2005/12/30,陽明,1.7,0.21,372.65,36.5,-,-,3.0,5.28,1.01,4.25,-,-,-,16.78,-,90.0,36.0,-
12,臺北市,2005/12/30,士林,5.6,1.46,-,8.1,-,57,27.0,97.63,66.08,31.54,-,-,-,21.9,-,83.42,54.0,-
13,臺北市,2005/12/29,松山,6.1,1.33,439.67,7.3,-,78,49.0,107.91,52.84,55.06,-,-,-,19.93,-,81.04,64.0,-
14,臺北市,2005/12/29,古亭,7.3,1.35,-,5.3,-,57,42.0,89.66,50.18,39.48,3.02,0.826,2.19,19.56,-,88.07,54.0,-
15,臺北市,2005/12/29,中山,9.0,1.62,-,4.6,-,92,55.0,122.83,77.08,45.75,3.273,1.1,2.17,20.1,-,81.67,71.0,-
16,臺北市,2005/12/29,萬華,8.7,1.34,-,6.4,-,72,43.0,82.31,48.74,33.57,-,-,-,20.18,-,83.96,61.0,-
17,臺北市,2005/12/29,陽明,1.4,0.26,373.69,41.0,-,7,5.0,6.36,0.99,5.34,-,-,-,15.64,-,91.0,42.0,-
18,臺北市,2005/12/29,士林,7.8,1.37,-,4.0,-,74,40.0,98.77,52.66,46.11,-,-,-,20.03,-,86.09,62.0,-
19,臺北市,2005/12/28,松山,6.2,1.37,420.44,13.7,-,46,32.0,75.21,31.41,43.79,-,-,-,19.33,-,78.84,46.0,-
20,臺北市,2005/12/28,古亭,6.1,1.09,-,14.2,-,46,27.0,67.2,32.91,34.3,2.542,0.497,2.05,19.18,-,84.31,46.0,-
21,臺北市,2005/12/28,中山,5.5,1.12,-,14.0,-,49,26.0,75.71,39.01,36.7,2.576,0.612,1.96,19.73,-,77.26,49.0,-
22,臺北市,2005/12/28,萬華,7.3,0.87,-,15.8,-,40,27.0,48.82,19.47,29.35,-,-,-,19.82,-,79.72,40.0,-
23,臺北市,2005/12/28,陽明,4.1,0.28,376.69,38.8,-,13,9.0,5.42,1.12,4.3,-,-,-,13.93,-,91.0,39.0,-
24,臺北市,2005/12/28,士林,4.9,0.76,-,19.8,-,39,23.0,58.32,29.2,29.11,-,-,-,20.44,-,76.33,39.0,-
25,臺北市,2005/12/27,松山,7.2,0.19,404.03,20.8,-,58,27.0,43.61,8.18,35.43,-,-,-,16.26,-,77.58,54.0,-
26,臺北市,2005/12/27,古亭,4.8,0.47,-,30.9,-,45,26.0,23.59,5.13,18.46,2.036,0.103,1.93,16.23,-,82.56,45.0,-
27,臺北市,2005/12/27,中山,6.3,0.61,-,22.0,-,57,29.0,41.43,11.49,29.94,2.101,0.229,1.87,16.84,-,74.16,54.0,-
28,臺北市,2005/12/27,萬華,8.0,0.53,-,28.3,-,48,29.0,27.19,3.57,23.62,-,-,-,16.96,-,76.94,48.0,-
29,臺北市,2005/12/27,陽明,1.5,0.2,371.89,48.7,-,11,6.0,2.36,0.98,1.38,-,-,-,10.23,-,92.0,48.0,-
30,臺北市,2005/12/27,士林,2.6,0.31,-,38.7,-,46,17.0,9.3,1.02,8.27,-,-,-,17.59,-,71.31,46.0,-
31,臺北市,2005/12/26,松山,6.4,0.96,427.92,14.6,-,99,-,71.2,24.82,43.64,-,-,-,16.53,-,74.43,74.0,-
32,臺北市,2005/12/26,古亭,6.1,0.94,-,16.9,-,91,54.0,52.44,22.6,29.85,2.42,0.296,2.13,16.19,-,81.65,70.0,-
33,臺北市,2005/12/26,中山,5.8,1.29,-,13.9,-,108,64.0,78.61,38.37,40.23,2.711,0.529,2.18,17.14,-,71.17,79.0,-
34,臺北市,2005/12/26,萬華,6.9,1.02,-,15.6,-,93,54.0,49.26,18.37,30.88,-,-,-,17.03,-,75.19,72.0,-
35,臺北市,2005/12/26,陽明,4.1,0.33,375.41,52.0,-,30,19.0,4.25,1.22,3.04,-,-,-,10.57,-,89.0,50.0,-
36,臺北市,2005/12/26,士林,4.9,0.82,-,24.6,-,71,38.0,-,-,-,-,-,-,16.77,-,70.08,60.0,-
37,臺北市,2005/12/25,松山,5.1,1.13,432.91,14.5,-,96,-,78.89,29.38,47.84,-,-,-,18.46,-,65.11,73.0,-
38,臺北市,2005/12/25,古亭,4.8,1.12,-,14.7,-,87,50.0,65.78,28.89,36.88,2.557,0.401,2.16,18.01,-,72.78,68.0,-
39,臺北市,2005/12/25,中山,6.6,1.24,-,12.4,-,96,52.0,77.48,34.62,42.86,2.715,0.557,2.16,18.59,-,64.86,73.0,-
40,臺北市,2005/12/25,萬華,5.7,1.15,-,17.1,-,96,52.0,61.41,28.16,33.25,-,-,-,18.49,-,68.83,73.0,-
41,臺北市,2005/12/25,陽明,3.9,0.3,377.24,52.4,-,38,24.0,6.52,1.43,5.09,-,-,-,12.35,-,71.0,53.0,-
42,臺北市,2005/12/25,士林,4.7,0.83,-,17.9,-,79,40.0,43.47,15.17,28.31,-,-,-,18.49,-,68.86,64.0,-
43,臺北市,2005/12/24,松山,4.3,1.08,433.86,10.0,-,73,-,96.61,52.3,45.29,-,-,-,16.08,-,64.64,62.0,-
44,臺北市,2005/12/24,古亭,2.8,0.75,-,13.6,-,51,23.0,53.22,23.91,29.32,2.278,0.245,2.03,16.13,-,67.95,50.0,-
45,臺北市,2005/12/24,中山,3.5,0.91,-,8.6,-,56,26.0,68.66,30.72,37.94,2.417,0.39,2.03,16.78,-,59.56,53.0,-
46,臺北市,2005/12/24,萬華,2.9,0.81,-,14.1,-,45,31.0,47.52,17.54,29.98,-,-,-,16.9,-,60.09,45.0,-
47,臺北市,2005/12/24,陽明,6.3,0.21,375.83,44.3,-,25,16.0,7.21,1.19,6.02,-,-,-,10.68,-,78.0,53.0,-
48,臺北市,2005/12/24,士林,3.3,0.72,-,20.9,-,58,26.0,42.48,17.35,25.13,-,-,-,16.65,-,62.9,54.0,-
49,臺北市,2005/12/23,松山,8.0,1.05,429.41,12.6,-,83,-,101.14,52.42,48.72,-,-,-,13.73,-,56.09,66.0,-
50,臺北市,2005/12/23,古亭,4.6,1.09,-,17.5,-,64,30.0,78.65,39.67,38.98,2.549,0.489,2.06,13.33,-,62.86,57.0,-
51,臺北市,2005/12/23,中山,6.5,1.2,-,11.3,-,77,30.0,81.77,37.78,43.99,2.618,0.571,2.05,14.42,-,52.08,64.0,-
52,臺北市,2005/12/23,萬華,4.2,0.96,-,18.9,-,56,32.0,52.44,17.95,34.49,-,-,-,13.93,-,56.25,53.0,-
53,臺北市,2005/12/23,陽明,4.9,0.23,375.64,49.7,-,28,17.0,6.38,1.13,5.23,-,-,-,9.11,-,76.0,56.0,-
54,臺北市,2005/12/23,士林,4.9,0.67,-,27.3,-,63,26.0,40.62,14.19,26.43,-,-,-,14.08,-,54.92,56.0,-
55,臺北市,2005/12/22,松山,8.4,0.57,407.23,25.3,-,100,-,34.01,9.48,24.53,-,-,-,10.78,-,46.01,75.0,-
56,臺北市,2005/12/22,古亭,7.8,0.63,-,27.5,-,104,48.0,33.14,8.59,24.55,2.192,0.185,2.01,10.52,-,54.24,77.0,-
57,臺北市,2005/12/22,中山,8.7,0.77,-,24.8,-,124,48.0,49.37,19.45,29.93,2.195,0.28,1.92,11.17,-,43.74,87.0,-
58,臺北市,2005/12/22,萬華,6.9,0.66,-,29.8,-,104,48.0,30.43,7.95,22.48,-,-,-,11.1,-,47.57,77.0,-
59,臺北市,2005/12/22,陽明,7.1,0.3,376.45,45.3,-,53,25.0,4.53,1.18,3.35,-,-,-,2.69,-,85.0,52.0,-
60,臺北市,2005/12/22,士林,8.2,0.49,-,32.8,-,86,33.0,19.23,3.89,15.35,-,-,-,10.87,-,47.77,68.0,-
61,臺北市,2005/12/21,松山,11.8,0.78,414.7,22.1,-,101,-,50.36,15.17,35.19,-,-,-,14.01,-,62.13,76.0,-
62,臺北市,2005/12/21,古亭,10.5,0.84,-,22.0,-,89,59.0,44.96,13.38,31.58,2.238,0.229,2.01,13.48,-,72.85,70.0,-
