序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
1,臺北市,2012/05/31,松山,1.7,0.31,402.08,39.9,48,33,17.0,17.08,2.36,14.72,1.978,0.118,1.86,24.59,79.66,44.0
2,臺北市,2012/05/31,古亭,1.7,0.41,-,34.4,41,35,15.0,22.36,3.6,18.77,1.956,0.133,1.82,25.28,86.31,38.0
3,臺北市,2012/05/31,中山,0.5,0.6,-,30.8,33,29,23.0,31.53,6.95,24.58,2.106,0.189,1.92,25.61,78.14,34.0
4,臺北市,2012/05/31,大同,1.8,0.98,-,-,-,46,18.0,50.26,22.49,27.78,2.298,0.376,1.92,-,-,46.0
5,臺北市,2012/05/31,萬華,1.3,0.44,-,33.0,37,28,14.0,25.37,3.03,22.33,-,-,-,25.42,78.73,34.0
6,臺北市,2012/05/31,陽明,0.6,0.12,400.11,53.9,60,5,-,1.99,1.38,0.6,-,-,-,18.23,100.0,51.0
7,臺北市,2012/05/31,士林,1.2,0.23,-,45.6,55,35,11.0,10.11,1.41,8.69,-,-,-,25.5,69.94,49.0
8,臺北市,2012/05/30,松山,3.6,0.58,424.11,18.8,39,43,23.0,31.57,7.09,24.49,2.197,0.234,1.96,27.4,77.66,47.0
9,臺北市,2012/05/30,古亭,2.3,0.59,-,18.1,40,35,21.0,28.27,7.03,21.24,2.09,0.222,1.87,28.18,83.2,52.0
10,臺北市,2012/05/30,中山,2.0,0.86,-,17.9,38,43,27.0,44.22,16.37,27.85,2.322,0.307,2.01,28.62,75.26,51.0
11,臺北市,2012/05/30,大同,3.6,1.52,-,-,-,51,28.0,63.02,32.72,30.29,2.732,0.621,2.11,-,-,50.0
12,臺北市,2012/05/30,萬華,3.0,0.73,-,18.3,40,30,20.0,34.13,7.17,26.96,-,-,-,28.45,75.89,51.0
13,臺北市,2012/05/30,陽明,0.9,0.15,409.17,38.0,53,12,-,4.05,0.66,3.36,-,-,-,21.23,99.5,55.0
14,臺北市,2012/05/30,士林,2.8,0.42,-,39.0,82,46,19.0,18.12,3.46,14.64,-,-,-,28.36,69.99,94.0
15,臺北市,2012/05/29,松山,2.6,0.44,406.28,21.7,28,21,15.0,22.62,5.53,17.09,2.062,0.161,1.9,26.48,80.67,27.0
16,臺北市,2012/05/29,古亭,1.8,0.43,-,21.2,26,21,11.0,21.02,5.65,15.38,1.936,0.126,1.81,27.7,84.37,26.0
17,臺北市,2012/05/29,中山,1.5,0.59,-,19.3,26,20,20.0,29.54,9.74,19.8,2.063,0.181,1.88,27.55,79.16,26.0
18,臺北市,2012/05/29,大同,2.5,1.23,-,-,-,36,17.0,58.8,33.99,24.82,2.43,0.493,1.94,-,-,36.0
19,臺北市,2012/05/29,萬華,1.7,0.46,-,18.6,26,16,10.0,28.18,7.78,20.38,-,-,-,27.42,79.17,25.0
20,臺北市,2012/05/29,陽明,1.6,0.17,402.36,36.4,43,5,-,2.4,1.15,1.22,-,-,-,20.36,100.0,37.0
21,臺北市,2012/05/29,士林,2.4,0.24,-,38.0,54,27,8.0,6.84,1.57,5.27,-,-,-,27.63,70.47,58.0
22,臺北市,2012/05/28,松山,3.0,0.44,409.53,25.2,35,17,15.0,26.77,4.63,22.14,2.05,0.157,1.89,23.99,90.47,34.0
23,臺北市,2012/05/28,古亭,2.6,0.5,-,23.4,31,23,15.0,28.42,5.78,22.64,2.003,0.154,1.85,24.78,97.03,31.0
24,臺北市,2012/05/28,中山,-,0.64,-,20.7,29,22,-,33.75,8.68,25.07,2.122,0.196,1.93,24.87,90.28,29.0
25,臺北市,2012/05/28,大同,4.7,1.72,-,-,-,34,21.0,84.95,50.17,34.79,2.676,0.673,2.0,-,-,34.0
26,臺北市,2012/05/28,萬華,3.3,0.48,-,21.1,29,15,11.0,32.66,7.16,25.5,-,-,-,24.8,89.92,29.0
27,臺北市,2012/05/28,陽明,0.9,0.18,403.72,45.7,48,5,-,1.68,0.86,0.8,-,-,-,19.6,100.0,40.0
28,臺北市,2012/05/28,士林,1.6,0.36,-,30.8,35,-,8.0,15.93,1.7,14.2,-,-,-,24.57,83.0,38.0
29,臺北市,2012/05/27,松山,2.9,0.33,407.59,34.9,39,16,17.0,16.93,2.13,14.8,1.959,0.087,1.87,24.15,86.89,34.0
