序號,縣市,監測日期,測站,二氧化硫
SO2
(ppb),一氧化碳
CO
(ppm),二氧化碳
CO2
(ppm),臭氧
O3
(ppb),"懸浮微粒
PM 10 
(μg/m 3 )","細懸浮微粒
PM 2.5 
(μg/m 3 )",氮氧化物
NOx
(ppb),一氧化氮
NO
(ppb),二氧化氮
NO2
(ppb),風速
WIND_SPEED
(m/sec),溫度
AMB_TEMP
26,臺北市,2015/02/27,陽明,0.6,0.22,417.01,45,6,-,1.38,0.53,0.81,-,14.36,99.42
27,臺北市,2015/02/27,士林,-,-,-,-,-,10,-,-,-,-,-,-
28,臺北市,2015/02/27,士林,1.6,0.37,-,30.1,24,-,15.1,1.78,13.31,1.88,20.24,77.93
29,臺北市,2015/02/26,松山,-,-,-,-,-,18,-,-,-,-,-,-
30,臺北市,2015/02/26,松山,3.2,0.82,440.84,14.2,32,-,46.13,20.75,25.38,1.5,19.29,82.47
31,臺北市,2015/02/26,古亭,-,-,-,-,-,18,-,-,-,-,-,-
32,臺北市,2015/02/26,古亭,1.9,0.65,-,14.6,45,-,30.34,10.38,19.95,1.98,19.88,85.47
33,臺北市,2015/02/26,中山,-,-,-,-,-,22,-,-,-,-,-,-
34,臺北市,2015/02/26,中山,2.8,1.12,-,9.5,62,-,57.55,27.73,29.82,1.71,20.13,84.3
35,臺北市,2015/02/26,大同,-,-,-,-,-,20,-,-,-,-,-,-
36,臺北市,2015/02/26,大同,3.6,2,-,-,61,-,100.32,66.36,33.96,-,-,-
37,臺北市,2015/02/26,萬華,-,-,-,-,-,20,-,-,-,-,-,-
38,臺北市,2015/02/26,萬華,1.9,1.09,-,9.4,39,-,53.39,23.92,29.46,1.46,19.79,82.75
39,臺北市,2015/02/26,陽明,-,-,-,-,-,9,-,-,-,-,-,-
40,臺北市,2015/02/26,陽明,1.3,0.27,415.04,33.6,12,-,5.49,0.95,4.53,-,15.12,99.87
41,臺北市,2015/02/26,士林,-,-,-,-,-,18,-,-,-,-,-,-
42,臺北市,2015/02/26,士林,2.3,0.99,-,12.2,39,-,49.45,23.93,25.51,1.07,18.77,85.17
43,臺北市,2015/02/25,松山,-,-,-,-,-,22,-,-,-,-,-,-
44,臺北市,2015/02/25,松山,3.2,0.98,446.46,15.3,52,-,54.8,21.26,33.54,1.36,20.63,77.13
45,臺北市,2015/02/25,古亭,-,-,-,-,-,31,-,-,-,-,-,-
46,臺北市,2015/02/25,古亭,3.3,1.06,-,13,67,-,51.95,18.56,33.4,1.34,21.06,81.74
47,臺北市,2015/02/25,中山,-,-,-,-,-,28,-,-,-,-,-,-
48,臺北市,2015/02/25,中山,3.2,1.29,-,11,88,-,67.55,29.76,37.78,1.41,20.95,81.29
49,臺北市,2015/02/25,大同,-,-,-,-,-,28,-,-,-,-,-,-
50,臺北市,2015/02/25,大同,4.1,2.01,-,-,78,-,91.48,50.6,40.88,-,-,-
51,臺北市,2015/02/25,萬華,-,-,-,-,-,28,-,-,-,-,-,-
52,臺北市,2015/02/25,萬華,4.1,1.2,-,10.8,65,-,56.04,19.01,37.04,1.08,20.63,79.56
53,臺北市,2015/02/25,陽明,-,-,-,-,-,15,-,-,-,-,-,-
54,臺北市,2015/02/25,陽明,2,0.28,414.8,38.6,19,-,6.22,1.23,4.97,-,16.12,96.84
55,臺北市,2015/02/25,士林,-,-,-,-,-,26,-,-,-,-,-,-
56,臺北市,2015/02/25,士林,3.8,0.76,-,19.9,56,-,37.44,9.9,27.53,1.17,20.06,79.09
57,臺北市,2015/02/24,松山,-,-,-,-,-,17,-,-,-,-,-,-
58,臺北市,2015/02/24,松山,2.2,0.72,430.69,20.1,35,-,38.46,11.84,26.62,1.62,18.34,82.59
59,臺北市,2015/02/24,古亭,-,-,-,-,-,22,-,-,-,-,-,-
60,臺北市,2015/02/24,古亭,2.7,0.75,-,18.6,47,-,36.15,9.86,26.29,1.86,18.81,88.56
61,臺北市,2015/02/24,中山,-,-,-,-,-,18,-,-,-,-,-,-
62,臺北市,2015/02/24,中山,4.5,0.91,-,16.3,61,-,47.88,17.54,30.34,1.86,18.83,86.51
63,臺北市,2015/02/24,大同,-,-,-,-,-,16,-,-,-,-,-,-
64,臺北市,2015/02/24,大同,4.7,1.37,-,-,52,-,70.19,37.75,32.44,-,-,-
65,臺北市,2015/02/24,萬華,-,-,-,-,-,17,-,-,-,-,-,-
66,臺北市,2015/02/24,萬華,3,0.77,-,18.2,41,-,40.68,11.49,29.19,1.78,18.52,83.92
67,臺北市,2015/02/24,陽明,-,-,-,-,-,5,-,-,-,-,-,-
68,臺北市,2015/02/24,陽明,1.8,0.28,411.63,36.1,7,-,3.83,1.02,2.81,-,14.9,97.32
69,臺北市,2015/02/24,士林,-,-,-,-,-,15,-,-,-,-,-,-
70,臺北市,2015/02/24,士林,1.5,0.5,-,27.9,43,-,19.42,2.31,17.09,1.67,18.05,82.73
71,臺北市,2015/02/23,松山,-,-,-,-,-,24,-,-,-,-,-,-
72,臺北市,2015/02/23,松山,3.4,0.73,430.4,18,46,-,31.61,9.85,21.76,1.39,19.44,84.35
73,臺北市,2015/02/23,古亭,-,-,-,-,-,26,-,-,-,-,-,-
74,臺北市,2015/02/23,古亭,2.7,0.81,-,14.5,57,-,31.16,10.58,20.58,1.56,19.92,88.68
75,臺北市,2015/02/23,中山,-,-,-,-,-,24,-,-,-,-,-,-
76,臺北市,2015/02/23,中山,3.1,0.87,-,15.5,64,-,36.3,14.26,22.04,1.68,19.84,86.5
77,臺北市,2015/02/23,大同,-,-,-,-,-,17,-,-,-,-,-,-
78,臺北市,2015/02/23,大同,2.9,1.2,-,-,56,-,52.06,28.86,23.2,-,-,-
79,臺北市,2015/02/23,萬華,-,-,-,-,-,20,-,-,-,-,-,-
80,臺北市,2015/02/23,萬華,3.6,0.82,-,15.6,42,-,32.75,11,21.75,1.47,19.58,84.73
81,臺北市,2015/02/23,陽明,-,-,-,-,-,7,-,-,-,-,-,-
82,臺北市,2015/02/23,陽明,1.5,0.34,409.52,34.1,10,-,4.87,1.36,3.51,-,14.8,100
83,臺北市,2015/02/23,士林,-,-,-,-,-,17,-,-,-,-,-,-
84,臺北市,2015/02/23,士林,2.6,0.55,-,20.1,35,-,17.79,2.37,15.42,1.45,19.08,82.53
85,臺北市,2015/02/22,松山,-,-,-,-,-,21,-,-,-,-,-,-
86,臺北市,2015/02/22,松山,2.4,0.46,426.9,29.1,32,-,17.37,2.33,15.04,1.66,19.58,81.4
87,臺北市,2015/02/22,古亭,-,-,-,-,-,28,-,-,-,-,-,-
88,臺北市,2015/02/22,古亭,3.7,0.49,-,22.8,52,-,19.42,3.05,16.37,2.13,20.29,84.25
89,臺北市,2015/02/22,中山,-,-,-,-,-,22,-,-,-,-,-,-
90,臺北市,2015/02/22,中山,2.9,0.56,-,23.7,59,-,24.41,4.15,20.27,1.86,20.3,83.07
91,臺北市,2015/02/22,大同,-,-,-,-,-,20,-,-,-,-,-,-
92,臺北市,2015/02/22,大同,4,0.93,-,-,52,-,54.93,26.26,28.68,-,-,-
93,臺北市,2015/02/22,萬華,-,-,-,-,-,23,-,-,-,-,-,-
94,臺北市,2015/02/22,萬華,2.7,0.52,-,22.9,40,-,25.17,3.73,21.44,1.88,20.07,81.34
95,臺北市,2015/02/22,陽明,-,-,-,-,-,9,-,-,-,-,-,-
96,臺北市,2015/02/22,陽明,1,0.28,411.42,39,12,-,3.72,1.23,2.47,-,14.79,99.35
97,臺北市,2015/02/22,士林,-,-,-,-,-,24,-,-,-,-,-,-
98,臺北市,2015/02/22,士林,1.5,0.45,-,28.5,46,-,14.96,0.95,13.99,1.45,19.7,80.73
99,臺北市,2015/02/21,松山,-,-,-,-,-,31,-,-,-,-,-,-
100,臺北市,2015/02/21,松山,3.2,0.77,446.61,28.2,50,-,36.8,10.65,26.15,1.31,20.86,66.6
101,臺北市,2015/02/21,古亭,-,-,-,-,-,35,-,-,-,-,-,-
102,臺北市,2015/02/21,古亭,2.6,0.61,-,25.9,54,-,26,4.06,21.94,1.24,21.08,71.31
103,臺北市,2015/02/21,中山,-,-,-,-,-,34,-,-,-,-,-,-
104,臺北市,2015/02/21,中山,2.9,0.88,-,24.5,72,-,45.78,14.14,31.64,1.17,21.37,70.01
105,臺北市,2015/02/21,大同,-,-,-,-,-,30,-,-,-,-,-,-
106,臺北市,2015/02/21,大同,3.6,1.21,-,-,68,-,60.12,25.89,34.22,-,-,-
107,臺北市,2015/02/21,萬華,-,-,-,-,-,32,-,-,-,-,-,-
108,臺北市,2015/02/21,萬華,2.8,0.75,-,27.5,50,-,32.91,6.54,26.38,1.04,21.1,67.98
109,臺北市,2015/02/21,陽明,-,-,-,-,-,22,-,-,-,-,-,-
110,臺北市,2015/02/21,陽明,2.4,0.3,414.27,51,26,-,4.24,0.68,3.56,-,15.28,88.28
111,臺北市,2015/02/21,士林,-,-,-,-,-,29,-,-,-,-,-,-
112,臺北市,2015/02/21,士林,2.5,0.58,-,35.7,47,-,25.29,5.09,20.18,1.22,20.56,69.8
113,臺北市,2015/02/20,松山,-,-,-,-,-,16,-,-,-,-,-,-
114,臺北市,2015/02/20,松山,2.1,0.48,423.28,32.6,41,-,25.44,5.96,19.48,1.29,18.93,67.37
115,臺北市,2015/02/20,古亭,-,-,-,-,-,21,-,-,-,-,-,-
116,臺北市,2015/02/20,古亭,1.9,0.52,-,26.7,46,-,25.88,4.64,21.25,1.53,19.51,70.68
117,臺北市,2015/02/20,中山,-,-,-,-,-,20,-,-,-,-,-,-
118,臺北市,2015/02/20,中山,2.5,0.58,-,27.3,52,-,33.52,8.72,24.79,1.58,19.63,69.58
119,臺北市,2015/02/20,大同,-,-,-,-,-,18,-,-,-,-,-,-
120,臺北市,2015/02/20,大同,2.6,0.89,-,-,54,-,56.51,25.8,30.71,-,-,-
121,臺北市,2015/02/20,萬華,-,-,-,-,-,20,-,-,-,-,-,-
122,臺北市,2015/02/20,萬華,2.8,0.56,-,27.7,39,-,31.06,6.82,24.23,1.59,19.39,67.51
123,臺北市,2015/02/20,陽明,-,-,-,-,-,14,-,-,-,-,-,-
124,臺北市,2015/02/20,陽明,1.2,0.26,409.24,48.7,19,-,3.7,1.49,2.2,-,12.86,92.62
125,臺北市,2015/02/20,士林,-,-,-,-,-,18,-,-,-,-,-,-
126,臺北市,2015/02/20,士林,2,0.34,-,39.7,33,-,13.5,1,12.48,1.61,19.14,66.94
127,臺北市,2015/02/19,松山,-,-,-,-,-,27,-,-,-,-,-,-
128,臺北市,2015/02/19,松山,2.1,0.36,414.53,51.9,75,-,10.94,1.7,9.24,2.54,16.63,62.53
129,臺北市,2015/02/19,古亭,-,-,-,-,-,31,-,-,-,-,-,-
130,臺北市,2015/02/19,古亭,2,0.31,-,47.9,76,-,7.81,1.39,6.42,3.85,17.06,67
131,臺北市,2015/02/19,中山,-,-,-,-,-,28,-,-,-,-,-,-
132,臺北市,2015/02/19,中山,3.3,0.4,-,45.5,96,-,16.32,2.28,14.02,3.27,17.33,65.93
133,臺北市,2015/02/19,大同,-,-,-,-,-,23,-,-,-,-,-,-
134,臺北市,2015/02/19,大同,3.1,0.55,-,-,82,-,33.91,12.94,20.98,-,-,-
135,臺北市,2015/02/19,萬華,-,-,-,-,-,30,-,-,-,-,-,-
136,臺北市,2015/02/19,萬華,2.4,0.35,-,47.1,68,-,14.78,2.64,12.14,3.92,17.04,62.85
137,臺北市,2015/02/19,陽明,-,-,-,-,-,19,-,-,-,-,-,-
138,臺北市,2015/02/19,陽明,3.3,0.27,412.25,54.8,30,-,3.48,0.81,2.66,-,8.6,99.71
139,臺北市,2015/02/19,士林,-,-,-,-,-,26,-,-,-,-,-,-
140,臺北市,2015/02/19,士林,4.2,0.28,-,55.3,72,-,7.4,1.66,5.73,3.53,16.78,63.67
141,臺北市,2015/02/18,松山,-,-,-,-,-,37,-,-,-,-,-,-
142,臺北市,2015/02/18,松山,3.2,0.49,418.19,53.3,106,-,12.06,1.62,10.44,2.56,17.71,62.48
143,臺北市,2015/02/18,古亭,-,-,-,-,-,41,-,-,-,-,-,-
144,臺北市,2015/02/18,古亭,2.5,0.45,-,47.9,110,-,10.5,2.1,8.4,3.74,18.3,65.85
145,臺北市,2015/02/18,中山,-,-,-,-,-,39,-,-,-,-,-,-
146,臺北市,2015/02/18,中山,3,0.51,-,46.8,133,-,16.96,2.12,14.84,3.21,18.41,65.79
147,臺北市,2015/02/18,大同,-,-,-,-,-,35,-,-,-,-,-,-
148,臺北市,2015/02/18,大同,3.5,0.71,-,-,123,-,33.1,10.77,22.33,-,-,-
149,臺北市,2015/02/18,萬華,-,-,-,-,-,41,-,-,-,-,-,-
150,臺北市,2015/02/18,萬華,2.2,0.46,-,48.7,102,-,15.35,1.93,13.43,4.17,18.17,62.69
151,臺北市,2015/02/18,陽明,-,-,-,-,-,25,-,-,-,-,-,-
152,臺北市,2015/02/18,陽明,2.2,0.37,411.58,58.6,51,-,2.6,0.6,1.93,-,9.67,98.59
153,臺北市,2015/02/18,士林,-,-,-,-,-,37,-,-,-,-,-,-
154,臺北市,2015/02/18,士林,4.3,0.4,-,57.6,86,-,7.16,0.96,6.19,3.57,17.82,63.4
155,臺北市,2015/02/17,松山,-,-,-,-,-,37,-,-,-,-,-,-
156,臺北市,2015/02/17,松山,2.8,0.67,424.27,44.8,68,-,22.77,2.1,20.67,2.38,19.06,69.2
157,臺北市,2015/02/17,古亭,-,-,-,-,-,44,-,-,-,-,-,-
158,臺北市,2015/02/17,古亭,2.8,0.66,-,42.7,84,-,19.3,2.56,16.74,3.16,19.8,71.72
159,臺北市,2015/02/17,中山,-,-,-,-,-,44,-,-,-,-,-,-
160,臺北市,2015/02/17,中山,4.8,0.8,-,41.2,95,-,29.17,4.59,24.58,2.66,19.9,71.09
161,臺北市,2015/02/17,大同,-,-,-,-,-,38,-,-,-,-,-,-
162,臺北市,2015/02/17,大同,5.4,1.14,-,-,92,-,56.39,22.63,33.77,-,-,-
163,臺北市,2015/02/17,萬華,-,-,-,-,-,43,-,-,-,-,-,-
164,臺北市,2015/02/17,萬華,3.9,0.69,-,42.5,74,-,26.69,3.11,23.58,3.44,19.67,68.75
165,臺北市,2015/02/17,陽明,-,-,-,-,-,19,-,-,-,-,-,-
166,臺北市,2015/02/17,陽明,2.3,0.47,415.12,60.4,29,-,3.47,1.43,2.04,-,12.28,97.59
167,臺北市,2015/02/17,士林,-,-,-,-,-,41,-,-,-,-,-,-
168,臺北市,2015/02/17,士林,2.9,0.53,-,58,73,-,9.47,1.28,8.18,3.09,19.62,66.98
169,臺北市,2015/02/16,松山,-,-,-,-,-,28,-,-,-,-,-,-
170,臺北市,2015/02/16,松山,2.8,0.85,436.41,22.7,43,-,46.11,14.66,31.45,1.61,19.17,77.52
171,臺北市,2015/02/16,古亭,-,-,-,-,-,30,-,-,-,-,-,-
172,臺北市,2015/02/16,古亭,2.5,0.76,-,24,51,-,32.63,7.28,25.35,2.06,19.82,81.69
173,臺北市,2015/02/16,中山,-,-,-,-,-,31,-,-,-,-,-,-
174,臺北市,2015/02/16,中山,2.6,1.05,-,20.6,62,-,49.56,15.9,33.66,2.03,19.84,80.44
175,臺北市,2015/02/16,大同,-,-,-,-,-,27,-,-,-,-,-,-
176,臺北市,2015/02/16,大同,3.2,1.7,-,-,59,-,83.69,43.82,39.87,-,-,-
177,臺北市,2015/02/16,萬華,-,-,-,-,-,31,-,-,-,-,-,-
178,臺北市,2015/02/16,萬華,3.8,0.94,-,19.7,40,-,45.73,11.66,34.07,1.94,19.68,78.22
179,臺北市,2015/02/16,陽明,-,-,-,-,-,13,-,-,-,-,-,-
180,臺北市,2015/02/16,陽明,1.3,0.28,404.77,51.1,15,-,2.55,0.91,1.65,-,14.5,95.77
181,臺北市,2015/02/16,士林,-,-,-,-,-,30,-,-,-,-,-,-
182,臺北市,2015/02/16,士林,2.3,0.63,-,33.8,45,-,30.27,9.07,21.19,1.91,19.13,78.35
183,臺北市,2015/02/15,松山,-,-,-,-,-,31,-,-,-,-,-,-
184,臺北市,2015/02/15,松山,3.6,0.75,434.54,35.1,58,-,39.19,8.23,30.96,1.39,20.26,62.33
185,臺北市,2015/02/15,古亭,-,-,-,-,-,34,-,-,-,-,-,-
186,臺北市,2015/02/15,古亭,3.1,0.63,-,35,68,-,29.28,3.87,25.42,1.68,20.69,63.77
187,臺北市,2015/02/15,中山,-,-,-,-,-,36,-,-,-,-,-,-
188,臺北市,2015/02/15,中山,3.4,0.97,-,26.3,84,-,54.1,16.82,37.28,1.51,20.62,64.8
189,臺北市,2015/02/15,大同,-,-,-,-,-,32,-,-,-,-,-,-
190,臺北市,2015/02/15,大同,3.3,1.43,-,-,74,-,71.18,31.39,39.79,-,-,-
191,臺北市,2015/02/15,萬華,-,-,-,-,-,34,-,-,-,-,-,-
192,臺北市,2015/02/15,萬華,2.9,0.76,-,34,56,-,36.96,5.99,30.97,1.21,20.41,61.96
193,臺北市,2015/02/15,陽明,-,-,-,-,-,22,-,-,-,-,-,-
194,臺北市,2015/02/15,陽明,2.6,0.28,409.19,54.9,27,-,5.82,0.4,5.48,-,15.24,84.43
195,臺北市,2015/02/15,士林,-,-,-,-,-,34,-,-,-,-,-,-
196,臺北市,2015/02/15,士林,3.3,0.52,-,38.9,61,-,25.19,3.67,21.51,1.73,19.89,66.7
197,臺北市,2015/02/14,松山,-,-,-,-,-,31,-,-,-,-,-,-
198,臺北市,2015/02/14,松山,0.7,0.44,417.29,47.9,72,-,19.01,2.17,16.85,1.8,19.95,54.52
199,臺北市,2015/02/14,古亭,-,-,-,-,-,35,-,-,-,-,-,-
200,臺北市,2015/02/14,古亭,1.9,0.52,-,37.7,75,-,24.13,3.41,20.71,2.27,20.68,56.18
201,臺北市,2015/02/14,中山,-,-,-,-,-,33,-,-,-,-,-,-
202,臺北市,2015/02/14,中山,1.9,0.62,-,37.6,94,-,29.82,4.23,25.59,2.32,20.91,54.62
203,臺北市,2015/02/14,大同,-,-,-,-,-,34,-,-,-,-,-,-
204,臺北市,2015/02/14,大同,3,1.51,-,-,85,-,95.56,48.33,47.23,-,-,-
205,臺北市,2015/02/14,萬華,-,-,-,-,-,33,-,-,-,-,-,-
206,臺北市,2015/02/14,萬華,2,0.55,-,34.3,67,-,32.41,3.95,28.45,1.77,20.77,52.79
207,臺北市,2015/02/14,陽明,-,-,-,-,-,28,-,-,-,-,-,-
208,臺北市,2015/02/14,陽明,1.5,0.24,409.08,59.5,43,-,3.53,0.83,2.68,-,13.45,80.16
209,臺北市,2015/02/14,士林,-,-,-,-,-,32,-,-,-,-,-,-
210,臺北市,2015/02/14,士林,1.3,0.34,-,53.7,70,-,12.6,1.01,11.59,2.54,20.62,54.57
211,臺北市,2015/02/13,松山,-,-,-,-,-,31,-,-,-,-,-,-
212,臺北市,2015/02/13,松山,2.7,0.73,430.98,30.2,81,-,46.55,12.9,33.65,1.82,16.29,54.37
213,臺北市,2015/02/13,古亭,-,-,-,-,-,34,-,-,-,-,-,-
214,臺北市,2015/02/13,古亭,3,0.62,-,35.7,89,-,32.17,6.22,25.95,2.21,17.37,55.21
215,臺北市,2015/02/13,中山,-,-,-,-,-,32,-,-,-,-,-,-
216,臺北市,2015/02/13,中山,3.1,0.86,-,25.5,110,-,52.16,11.71,40.45,2.14,17.88,52.44
217,臺北市,2015/02/13,大同,-,-,-,-,-,32,-,-,-,-,-,-
218,臺北市,2015/02/13,大同,4.7,1.54,-,-,95,-,115.07,59.2,55.87,-,-,-
219,臺北市,2015/02/13,萬華,-,-,-,-,-,34,-,-,-,-,-,-
220,臺北市,2015/02/13,萬華,3,0.67,-,29.3,78,-,43.79,7.97,35.82,1.98,17.64,50.26
221,臺北市,2015/02/13,陽明,-,-,-,-,-,30,-,-,-,-,-,-
222,臺北市,2015/02/13,陽明,5.3,0.27,410.68,64.7,52,-,4.65,0.59,4.03,-,11.24,71.46
223,臺北市,2015/02/13,士林,-,-,-,-,-,30,-,-,-,-,-,-
224,臺北市,2015/02/13,士林,3.2,0.41,-,53.1,80,-,18.05,1.6,16.44,2.25,17.53,51.18
225,臺北市,2015/02/12,松山,-,-,-,-,-,36,-,-,-,-,-,-
226,臺北市,2015/02/12,松山,4.7,0.93,440.23,23.1,85,-,61.71,24.93,36.77,1.61,15.81,53.93
227,臺北市,2015/02/12,古亭,-,-,-,-,-,46,-,-,-,-,-,-
228,臺北市,2015/02/12,古亭,5.1,0.86,-,24.7,93,-,47.56,15.67,31.89,1.69,16.19,57.46
229,臺北市,2015/02/12,中山,-,-,-,-,-,38,-,-,-,-,-,-
230,臺北市,2015/02/12,中山,5.2,1.16,-,17.5,111,-,71.7,27.44,44.26,1.61,16.8,54.95
231,臺北市,2015/02/12,大同,-,-,-,-,-,38,-,-,-,-,-,-
232,臺北市,2015/02/12,大同,5.6,1.49,-,-,98,-,89.27,45.66,43.61,-,-,-
233,臺北市,2015/02/12,萬華,-,-,-,-,-,41,-,-,-,-,-,-
234,臺北市,2015/02/12,萬華,5.2,0.96,-,22.9,84,-,53.46,15.92,37.54,1.58,16.41,53.23
235,臺北市,2015/02/12,陽明,-,-,-,-,-,39,-,-,-,-,-,-
236,臺北市,2015/02/12,陽明,4,0.35,412.18,61.4,61,-,4.54,0.75,3.8,-,8.62,72.49
237,臺北市,2015/02/12,士林,-,-,-,-,-,36,-,-,-,-,-,-
238,臺北市,2015/02/12,士林,3.2,0.51,-,39.4,77,-,24.31,3.69,20.61,2.03,15.99,53
239,臺北市,2015/02/11,松山,-,-,-,-,-,16,-,-,-,-,-,-
240,臺北市,2015/02/11,松山,4,1.03,441.99,15.6,39,-,70.61,36.86,33.75,1.14,15.05,69.51
241,臺北市,2015/02/11,古亭,-,-,-,-,-,20,-,-,-,-,-,-
242,臺北市,2015/02/11,古亭,2.7,0.87,-,11.9,42,-,53.38,22.73,30.65,1.24,15.28,74.66
243,臺北市,2015/02/11,中山,-,-,-,-,-,18,-,-,-,-,-,-
244,臺北市,2015/02/11,中山,3.9,1.1,-,12.3,55,-,69.15,30.22,38.92,1.29,16.03,72.03
245,臺北市,2015/02/11,大同,-,-,-,-,-,16,-,-,-,-,-,-
246,臺北市,2015/02/11,大同,3.8,1.59,-,-,49,-,79.95,44.1,35.84,-,-,-
247,臺北市,2015/02/11,萬華,-,-,-,-,-,20,-,-,-,-,-,-
248,臺北市,2015/02/11,萬華,4.5,1.02,-,11.9,33,-,56.61,20.5,36.11,0.92,15.71,69.42
249,臺北市,2015/02/11,陽明,-,-,-,-,-,21,-,-,-,-,-,-
250,臺北市,2015/02/11,陽明,2.8,0.27,412.3,48.7,26,-,5.6,0.94,4.63,-,9.49,85.91
251,臺北市,2015/02/11,士林,-,-,-,-,-,18,-,-,-,-,-,-
252,臺北市,2015/02/11,士林,2.6,0.72,-,18.1,33,-,48.2,17.2,31,1.28,15.43,70.36
253,臺北市,2015/02/10,松山,-,-,-,-,-,5,-,-,-,-,-,-
254,臺北市,2015/02/10,松山,2,0.43,419.28,20.6,20,-,36.82,12.93,23.89,1.36,13.39,64.38
255,臺北市,2015/02/10,古亭,-,-,-,-,-,9,-,-,-,-,-,-
256,臺北市,2015/02/10,古亭,1.1,0.42,-,23.5,29,-,27.15,7.42,19.73,2.19,13.94,67.16
257,臺北市,2015/02/10,中山,-,-,-,-,-,8,-,-,-,-,-,-
258,臺北市,2015/02/10,中山,2.8,0.63,-,17.2,43,-,45.97,16.72,29.25,2.03,14.39,66.6
259,臺北市,2015/02/10,大同,-,-,-,-,-,6,-,-,-,-,-,-
260,臺北市,2015/02/10,大同,3.5,1.61,-,-,38,-,112.26,75.24,37.02,-,-,-
261,臺北市,2015/02/10,萬華,-,-,-,-,-,6,-,-,-,-,-,-
262,臺北市,2015/02/10,萬華,2.3,0.51,-,17.7,27,-,41.82,13.64,28.18,2.06,14.18,61.96
263,臺北市,2015/02/10,陽明,-,-,-,-,-,5,-,-,-,-,-,-
264,臺北市,2015/02/10,陽明,1.5,0.14,407.51,43.1,7,-,2.08,0.83,1.24,-,6.38,96.37
265,臺北市,2015/02/10,士林,-,-,-,-,-,8,-,-,-,-,-,-
266,臺北市,2015/02/10,士林,1.7,0.25,-,35.9,26,-,13.49,1.12,12.35,2.01,14.04,61.89
267,臺北市,2015/02/09,松山,-,-,-,-,-,9,-,-,-,-,-,-
268,臺北市,2015/02/09,松山,1.6,0.37,415.17,25.9,24,-,26.77,5.41,21.35,1.25,11.18,68.05
269,臺北市,2015/02/09,古亭,-,-,-,-,-,13,-,-,-,-,-,-
270,臺北市,2015/02/09,古亭,1.9,0.39,-,23.3,37,-,27.07,7,20.07,1.89,11.54,72.98
271,臺北市,2015/02/09,中山,-,-,-,-,-,12,-,-,-,-,-,-
272,臺北市,2015/02/09,中山,1.7,0.51,-,22.2,48,-,34.64,10.66,23.97,1.76,12.11,69.14
273,臺北市,2015/02/09,大同,-,-,-,-,-,11,-,-,-,-,-,-
