序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
1,臺北市,2004/11/30,松山,4.9,0.6,391.02,27.9,-,65,-,32.61,3.96,28.63,-,-,-,20.65,-,63.47,58.0,-
2,臺北市,2004/11/30,古亭,1.7,0.48,-,38.8,-,55,24.0,-,-,-,1.998,0.14,1.86,20.65,-,63.18,52.0,-
3,臺北市,2004/11/30,中山,7.7,0.71,-,22.0,-,55,25.0,37.53,8.31,29.22,2.902,0.485,2.42,20.81,-,60.84,52.0,-
4,臺北市,2004/11/30,大同,8.2,0.99,-,20.1,-,57,-,59.57,23.14,36.43,3.029,0.449,2.58,21.0,-,-,54.0,-
5,臺北市,2004/11/30,萬華,2.0,0.57,-,35.5,-,56,26.0,22.6,2.51,20.1,-,-,-,22.32,-,60.2,53.0,-
6,臺北市,2004/11/30,陽明,1.4,0.29,394.78,42.7,-,36,-,1.36,0.39,0.86,-,-,-,12.26,-,91.0,62.0,-
7,臺北市,2004/11/30,士林,3.4,0.27,-,48.0,-,48,-,12.19,3.38,8.81,-,-,-,21.1,-,62.64,60.0,-
8,臺北市,2004/11/29,松山,7.2,0.6,392.27,33.9,-,68,-,31.07,4.15,26.92,-,-,-,20.07,-,66.26,59.0,-
9,臺北市,2004/11/29,古亭,6.1,0.62,-,35.5,-,65,29.0,36.67,6.59,30.08,2.107,0.195,1.91,19.86,-,67.45,58.0,-
10,臺北市,2004/11/29,中山,8.1,0.74,-,26.8,-,60,32.0,38.37,6.35,32.01,2.87,0.595,2.28,19.92,-,64.37,55.0,-
11,臺北市,2004/11/29,大同,7.9,0.95,-,25.4,-,59,-,52.4,15.95,36.44,3.07,0.434,2.64,20.19,-,-,54.0,-
