序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
1,臺北市,2009/08/31,松山,3.3,0.36,383.88,15.7,24,27,20.0,20.79,6.65,14.15,1.791,0.155,1.64,30.2,65.63,27.0
2,臺北市,2009/08/31,古亭,2.0,0.34,-,16.5,20,30,18.0,18.5,6.82,11.68,1.908,0.11,1.8,31.16,67.23,30.0
3,臺北市,2009/08/31,中山,4.2,0.54,-,15.5,20,25,23.0,26.03,10.15,15.88,2.084,0.139,1.95,31.17,66.93,25.0
4,臺北市,2009/08/31,萬華,2.0,0.42,-,18.4,25,29,17.0,15.77,4.24,11.53,-,-,-,30.9,65.36,29.0
5,臺北市,2009/08/31,陽明,2.2,0.12,373.61,22.8,24,9,9.0,3.01,1.4,1.61,-,-,-,22.54,91.49,22.0
6,臺北市,2009/08/31,士林,3.7,0.21,-,22.9,26,31,12.0,11.72,2.18,9.54,-,-,-,30.4,65.26,31.0
7,臺北市,2009/08/30,松山,5.7,0.36,388.71,23.6,39,43,35.0,15.85,3.16,12.69,1.757,0.116,1.64,30.46,67.71,43.0
8,臺北市,2009/08/30,古亭,3.8,0.4,-,23.1,37,52,34.0,17.1,4.64,12.45,1.939,0.102,1.84,31.13,69.77,51.0
9,臺北市,2009/08/30,中山,3.5,0.49,-,22.1,34,47,39.0,22.59,5.44,17.15,2.098,0.069,2.03,31.5,67.28,47.0
10,臺北市,2009/08/30,萬華,2.5,0.43,-,25.1,40,46,34.0,14.57,2.51,12.06,-,-,-,30.99,67.2,46.0
11,臺北市,2009/08/30,陽明,1.5,0.21,376.62,33.6,41,23,21.0,3.14,1.0,2.15,-,-,-,23.05,91.05,38.0
12,臺北市,2009/08/30,士林,5.1,0.3,-,29.3,42,53,28.0,13.73,1.85,11.88,-,-,-,30.61,66.4,52.0
13,臺北市,2009/08/29,松山,7.4,0.41,402.17,31.0,40,60,48.0,20.11,3.02,17.09,1.823,0.169,1.65,30.4,67.82,55.0
14,臺北市,2009/08/29,古亭,5.7,0.53,-,25.9,38,66,47.0,25.47,5.07,20.39,2.012,0.178,1.83,31.07,71.12,58.0
15,臺北市,2009/08/29,中山,5.4,0.6,-,27.0,35,59,50.0,28.92,5.4,23.51,2.231,0.205,2.03,31.55,66.47,54.0
16,臺北市,2009/08/29,萬華,4.2,0.54,-,30.3,41,66,50.0,20.6,4.21,16.39,-,-,-,30.98,67.48,58.0
17,臺北市,2009/08/29,陽明,1.1,0.2,379.19,42.0,46,35,32.0,2.94,0.85,2.08,-,-,-,24.15,83.48,42.0
18,臺北市,2009/08/29,士林,4.3,0.36,-,38.5,48,65,39.0,14.53,1.71,12.82,-,-,-,30.62,64.01,58.0
19,臺北市,2009/08/28,松山,8.5,0.63,419.29,47.9,92,67,50.0,33.79,4.81,28.97,1.996,0.317,1.68,30.74,64.56,113.0
20,臺北市,2009/08/28,古亭,6.1,0.72,-,43.7,84,69,45.0,31.98,4.34,27.64,2.136,0.278,1.86,31.26,67.27,117.0
21,臺北市,2009/08/28,中山,6.9,0.85,-,34.7,69,62,48.0,39.08,7.09,31.98,2.382,0.278,2.1,31.77,63.3,80.0
22,臺北市,2009/08/28,萬華,6.1,0.72,-,43.1,83,60,44.0,29.01,4.04,24.97,-,-,-,31.26,64.73,105.0
23,臺北市,2009/08/28,陽明,2.9,0.23,386.64,41.1,54,32,26.0,6.82,1.35,5.47,-,-,-,24.52,80.27,55.0
24,臺北市,2009/08/28,士林,5.6,0.47,-,41.5,72,65,35.0,23.0,3.27,19.73,-,-,-,30.85,64.69,78.0
25,臺北市,2009/08/27,松山,4.8,0.54,414.32,30.4,61,50,38.0,29.26,4.67,24.59,-,-,-,30.63,66.66,65.0
26,臺北市,2009/08/27,古亭,4.3,0.57,-,25.8,48,54,33.0,29.11,6.03,23.07,2.071,0.254,1.82,30.73,72.91,52.0
27,臺北市,2009/08/27,中山,7.2,0.84,-,27.5,48,61,47.0,41.72,10.54,31.18,2.411,0.295,2.12,31.61,68.39,56.0
28,臺北市,2009/08/27,萬華,4.6,0.66,-,21.1,45,57,38.0,30.86,5.24,25.62,-,-,-,30.55,71.77,54.0
29,臺北市,2009/08/27,陽明,2.5,0.2,386.8,46.0,57,27,23.0,7.22,1.51,5.71,-,-,-,23.65,86.94,67.0
30,臺北市,2009/08/27,士林,5.5,0.49,-,32.0,58,66,33.0,25.25,2.84,22.41,-,-,-,30.34,70.36,60.0
31,臺北市,2009/08/26,松山,5.0,0.48,403.6,26.8,63,35,29.0,28.09,7.16,20.93,-,-,-,30.45,65.76,87.0
32,臺北市,2009/08/26,古亭,3.5,0.81,-,28.7,67,47,29.0,34.62,11.1,23.52,2.137,0.324,1.81,30.71,70.59,94.0
33,臺北市,2009/08/26,中山,4.6,0.7,-,31.0,70,45,33.0,33.39,8.27,25.11,2.186,0.217,1.97,31.72,65.28,89.0
34,臺北市,2009/08/26,萬華,2.5,0.57,-,34.6,77,37,27.0,20.49,3.58,16.91,-,-,-,30.59,68.04,91.0
35,臺北市,2009/08/26,陽明,3.2,0.24,389.8,45.5,66,29,25.0,8.04,1.64,6.4,-,-,-,23.51,90.75,66.0
36,臺北市,2009/08/26,士林,4.1,0.43,-,42.4,89,52,23.0,19.94,3.23,16.7,-,-,-,30.83,66.44,100.0
37,臺北市,2009/08/25,松山,5.8,0.29,392.68,8.2,16,19,16.0,20.91,10.71,10.21,1.814,0.15,1.66,30.4,67.73,19.0
38,臺北市,2009/08/25,古亭,3.2,0.37,-,8.5,16,26,16.0,22.5,11.59,10.91,1.886,0.142,1.74,31.54,67.48,26.0
39,臺北市,2009/08/25,中山,3.0,0.53,-,9.0,16,19,19.0,28.7,16.35,12.36,2.03,0.13,1.9,31.74,65.61,19.0
40,臺北市,2009/08/25,萬華,2.6,0.41,-,10.4,20,21,12.0,19.19,8.63,10.56,-,-,-,31.3,66.01,21.0
41,臺北市,2009/08/25,陽明,2.0,0.05,375.21,11.7,16,7,5.0,2.63,1.29,1.34,-,-,-,23.31,85.89,15.0
42,臺北市,2009/08/25,士林,2.2,0.17,-,13.2,21,25,10.0,9.47,3.15,6.32,-,-,-,31.1,61.8,25.0
43,臺北市,2009/08/24,松山,2.4,0.31,386.59,7.7,12,21,16.0,16.5,7.28,9.21,1.793,0.138,1.66,31.11,65.5,21.0
44,臺北市,2009/08/24,古亭,2.3,0.33,-,7.7,12,23,15.0,17.5,9.75,7.74,1.848,0.113,1.74,31.86,67.51,23.0
45,臺北市,2009/08/24,中山,2.4,0.47,-,7.7,10,17,20.0,25.03,13.89,11.14,2.005,0.116,1.89,31.83,68.15,17.0
46,臺北市,2009/08/24,萬華,1.7,0.39,-,7.9,14,20,14.0,15.63,6.82,8.8,-,-,-,31.69,65.99,20.0
47,臺北市,2009/08/24,陽明,2.6,0.07,374.49,11.9,16,6,6.0,3.54,1.54,2.01,-,-,-,23.08,93.5,15.0
48,臺北市,2009/08/24,士林,2.0,0.17,-,13.5,19,26,10.0,8.67,3.13,5.53,-,-,-,31.03,66.96,26.0
49,臺北市,2009/08/23,松山,3.5,0.26,390.49,9.6,15,22,18.0,14.4,5.46,8.95,1.77,0.106,1.66,29.89,73.82,22.0
50,臺北市,2009/08/23,古亭,2.9,0.37,-,7.2,13,29,16.0,21.63,10.76,10.87,1.9,0.131,1.77,30.52,76.43,29.0
51,臺北市,2009/08/23,中山,3.8,0.38,-,7.7,12,22,20.0,21.93,10.19,11.74,1.983,0.062,1.92,31.01,73.49,22.0
52,臺北市,2009/08/23,萬華,2.3,0.35,-,8.4,12,27,15.0,16.65,6.5,10.15,-,-,-,30.43,73.77,27.0
53,臺北市,2009/08/23,陽明,1.0,0.07,373.7,11.6,13,6,4.0,3.03,1.55,1.48,-,-,-,23.06,93.62,13.0
54,臺北市,2009/08/23,士林,2.3,0.18,-,11.8,16,29,11.0,9.51,2.96,6.56,-,-,-,30.17,72.72,29.0
55,臺北市,2009/08/22,松山,4.9,0.45,405.81,28.6,58,50,38.0,23.74,4.25,19.49,1.904,0.211,1.69,30.03,66.91,88.0
56,臺北市,2009/08/22,古亭,3.2,0.57,-,28.0,60,58,36.0,26.88,7.02,19.86,2.051,0.219,1.83,30.3,72.76,74.0
57,臺北市,2009/08/22,中山,4.7,0.72,-,24.4,50,51,43.0,37.95,10.16,27.79,2.236,0.219,2.02,30.95,68.12,61.0
58,臺北市,2009/08/22,萬華,3.3,0.56,-,31.7,62,51,37.0,22.44,3.55,18.89,-,-,-,30.15,70.89,75.0
59,臺北市,2009/08/22,陽明,1.2,0.16,378.28,29.7,42,17,15.0,4.63,1.25,3.38,-,-,-,22.76,85.77,51.0
60,臺北市,2009/08/22,士林,4.3,0.45,-,32.6,59,59,32.0,21.09,3.55,17.53,-,-,-,29.91,69.61,73.0
61,臺北市,2009/08/21,松山,6.4,0.59,415.77,35.2,71,53,40.0,34.26,7.19,27.07,2.049,0.306,1.74,29.94,65.47,74.0
62,臺北市,2009/08/21,古亭,5.3,0.65,-,33.4,70,62,41.0,32.46,6.24,26.22,2.127,0.281,1.85,30.47,69.8,80.0
63,臺北市,2009/08/21,中山,5.5,0.84,-,31.1,58,55,46.0,42.32,11.2,31.12,2.281,0.292,1.99,30.8,67.04,59.0
64,臺北市,2009/08/21,萬華,4.3,0.64,-,38.9,68,52,40.0,27.37,3.2,24.17,-,-,-,30.22,67.74,74.0
65,臺北市,2009/08/21,陽明,2.7,0.21,387.23,55.4,67,27,24.0,6.56,1.17,5.37,-,-,-,22.62,84.7,67.0
66,臺北市,2009/08/21,士林,4.7,0.46,-,40.6,73,60,34.0,22.43,3.39,19.04,-,-,-,29.46,68.49,74.0
67,臺北市,2009/08/20,松山,6.1,0.59,412.8,34.1,69,61,49.0,33.82,7.67,26.15,1.946,0.283,1.66,30.75,62.08,85.0
68,臺北市,2009/08/20,古亭,5.2,0.61,-,33.1,72,63,44.0,29.74,6.96,22.79,2.107,0.292,1.82,30.63,69.55,84.0
69,臺北市,2009/08/20,中山,6.8,0.85,-,28.2,58,64,49.0,42.78,13.08,29.71,2.455,0.446,2.01,30.96,67.71,65.0
70,臺北市,2009/08/20,萬華,5.8,0.58,-,34.2,62,52,43.0,27.47,5.64,21.82,-,-,-,30.33,69.45,74.0
71,臺北市,2009/08/20,陽明,3.0,0.22,387.53,50.8,59,33,28.0,7.37,0.68,6.66,-,-,-,23.08,90.34,60.0
72,臺北市,2009/08/20,士林,3.8,0.36,-,39.1,66,63,36.0,15.48,2.42,13.06,-,-,-,30.0,71.57,73.0
73,臺北市,2009/08/19,松山,4.1,0.54,408.56,39.2,71,55,41.0,27.23,4.53,22.69,1.904,0.244,1.66,30.69,64.19,90.0
74,臺北市,2009/08/19,古亭,4.4,0.54,-,36.1,69,58,35.0,25.8,5.96,19.84,1.995,0.201,1.79,30.25,71.34,81.0
75,臺北市,2009/08/19,中山,5.9,0.74,-,31.1,56,55,41.0,33.79,7.77,26.02,2.144,0.263,1.88,30.58,70.35,64.0
76,臺北市,2009/08/19,萬華,3.6,0.56,-,39.4,73,55,39.0,20.39,2.2,18.18,-,-,-,29.94,72.66,92.0
77,臺北市,2009/08/19,陽明,3.0,0.24,388.02,40.2,53,34,29.0,7.07,0.99,6.08,-,-,-,22.41,94.47,52.0
78,臺北市,2009/08/19,士林,2.9,0.44,-,37.9,65,61,33.0,17.65,3.57,14.06,-,-,-,29.76,73.52,66.0
79,臺北市,2009/08/18,松山,3.1,0.5,408.21,-,27,44,32.0,30.9,10.13,20.77,2.003,0.349,1.65,31.0,60.22,44.0
80,臺北市,2009/08/18,古亭,3.3,0.7,-,16.0,26,52,30.0,35.01,11.57,23.43,2.046,0.255,1.79,29.76,74.13,51.0
81,臺北市,2009/08/18,中山,3.9,0.83,-,20.9,43,51,37.0,40.14,11.83,28.31,2.24,0.304,1.94,30.69,68.68,50.0
82,臺北市,2009/08/18,萬華,3.9,0.69,-,24.1,52,46,31.0,26.55,5.83,20.72,-,-,-,29.66,74.01,61.0
83,臺北市,2009/08/18,陽明,3.1,0.2,383.96,37.0,49,28,23.0,6.32,1.53,4.78,-,-,-,22.47,93.13,48.0
84,臺北市,2009/08/18,士林,3.4,0.49,-,30.3,57,56,27.0,20.85,3.06,17.79,-,-,-,29.81,71.55,53.0
85,臺北市,2009/08/17,松山,-,0.57,416.18,-,16,36,26.0,32.24,11.56,20.68,2.0,0.26,1.74,29.74,66.96,36.0
86,臺北市,2009/08/17,古亭,4.3,0.59,-,25.3,55,49,23.0,28.6,8.73,19.87,1.997,0.209,1.79,29.76,70.99,60.0
87,臺北市,2009/08/17,中山,3.6,0.74,-,22.0,44,47,-,33.37,9.66,23.72,2.137,0.215,1.92,30.41,67.09,60.0
88,臺北市,2009/08/17,萬華,3.6,0.59,-,26.4,54,41,25.0,24.72,8.28,16.44,-,-,-,29.69,69.18,59.0
89,臺北市,2009/08/17,陽明,2.3,0.15,379.14,27.4,38,20,15.0,3.36,0.86,2.48,-,-,-,22.2,89.77,41.0
90,臺北市,2009/08/17,士林,2.9,0.44,-,26.0,47,49,22.0,18.66,4.53,14.12,-,-,-,29.67,68.86,49.0
91,臺北市,2009/08/16,松山,4.6,0.65,416.31,25.4,58,48,35.0,34.6,9.17,25.42,2.062,0.307,1.76,29.99,65.49,77.0
92,臺北市,2009/08/16,古亭,5.0,0.72,-,26.1,63,56,29.0,32.69,10.43,22.26,2.155,0.287,1.87,29.69,74.68,84.0
93,臺北市,2009/08/16,中山,6.8,0.82,-,24.4,57,55,-,41.91,12.7,29.21,2.345,0.269,2.08,30.35,70.34,83.0
94,臺北市,2009/08/16,萬華,6.6,0.7,-,28.5,69,49,33.0,29.36,8.1,21.26,-,-,-,29.39,73.78,91.0
95,臺北市,2009/08/16,陽明,3.5,0.25,387.65,42.7,45,31,24.0,5.16,0.59,4.52,-,-,-,22.73,93.34,49.0
96,臺北市,2009/08/16,士林,5.5,0.67,-,29.6,66,65,31.0,27.79,6.12,21.67,-,-,-,29.71,73.44,81.0
97,臺北市,2009/08/15,松山,3.9,0.66,415.33,27.6,59,61,42.0,41.38,12.18,29.2,2.11,0.344,1.77,30.22,68.96,74.0
98,臺北市,2009/08/15,古亭,3.2,0.91,-,25.4,61,59,32.0,40.45,13.08,27.37,2.215,0.348,1.87,29.91,76.94,89.0
99,臺北市,2009/08/15,中山,4.9,0.85,-,23.7,53,64,43.0,44.67,13.33,31.34,2.477,0.369,2.11,30.54,74.06,75.0
100,臺北市,2009/08/15,萬華,3.3,0.78,-,30.7,68,52,31.0,28.67,5.84,22.83,-,-,-,29.83,75.37,99.0
