序號,縣市,監測日期,測站,二氧化硫
SO2
(ppb),一氧化碳
CO
(ppm),二氧化碳
CO2
(ppm),臭氧
O3
(ppb),"懸浮微粒
PM 10 
(μg/m 3 )","細懸浮微粒
PM 2.5 
(μg/m 3 )",氮氧化物
NOx
(ppb),一氧化氮
NO
(ppb),二氧化氮
NO2
(ppb),總碳氫化合物
THC
(ppm),非甲烷碳氫化合物
NMHC
(ppm),甲烷
CH4
(ppm),風速
WIND_SPEED
(m/sec),小時風速值
WS_HR
(m/sec),溫度
AMB_TEMP
(℃),降雨強度
RAIN_INT
(㎜),酸雨
PH_RAIN
(pH),相對濕度
RH
24,臺北市,2016/07/26,中山,3.5,0.6,-,27.3,46,-,30.67,5.86,24.82,2.054,0.207,1.847,2.03,1.03,31.8,-,-,65.7,-
25,臺北市,2016/07/26,大同,4.2,1.52,-,-,56,-,57.83,26.91,30.92,2.642,0.477,2.165,-,-,-,-,-,-,-
26,臺北市,2016/07/26,萬華,4.5,0.57,-,26.6,39,-,26.66,3.87,22.79,-,-,-,1.42,0.87,31.96,-,-,65.44,-
27,臺北市,2016/07/26,陽明,2.3,0.17,415.86,42.2,27,-,6.12,0.6,5.5,-,-,-,-,-,24.19,0,0,81.17,0
28,臺北市,2016/07/26,士林,2.7,0.31,-,35.6,38,-,16.3,1.83,14.48,-,-,-,1.96,1.65,30.78,-,-,66.55,-
29,臺北市,2016/07/25,松山,4,0.34,424.24,30,32,-,20.85,4.93,15.92,1.832,0.133,1.699,1.69,1.29,30.3,-,-,66.18,-
30,臺北市,2016/07/25,古亭,3.2,0.34,-,33.5,31,-,18.41,3.74,14.67,1.913,0.109,1.803,1.97,1.57,30.35,-,-,65.76,-
31,臺北市,2016/07/25,中山,4.2,0.49,-,25.7,36,-,25.74,6.12,19.63,1.925,0.141,1.784,1.99,1.36,31.23,-,-,67.97,-
32,臺北市,2016/07/25,大同,4.6,1.18,-,-,47,-,53.26,28.34,24.93,2.309,0.388,1.921,-,-,-,-,-,-,-
33,臺北市,2016/07/25,萬華,3.5,0.37,-,23.8,28,-,21.6,4.48,17.12,-,-,-,1.94,1.42,31.61,-,-,65.79,-
34,臺北市,2016/07/25,陽明,2.6,0.12,413.48,39.1,21,-,4.17,1.04,3.12,-,-,-,-,-,23.49,0,0,85.88,0
35,臺北市,2016/07/25,士林,2.8,0.19,-,31.9,27,-,10.72,1.68,9.04,-,-,-,2.12,1.91,30.54,-,-,66.63,-
36,臺北市,2016/07/24,松山,5.7,0.36,432.95,35.6,40,-,18.97,3.5,15.47,1.877,0.133,1.744,1.62,1.2,30.45,-,-,68.97,-
37,臺北市,2016/07/24,古亭,4.4,0.4,-,41.8,42,-,18.54,3,15.53,1.982,0.125,1.857,1.67,1.34,30.33,-,-,69.22,-
38,臺北市,2016/07/24,中山,6.1,0.45,-,34.3,42,-,24.27,2.47,21.81,1.941,0.107,1.835,1.83,1.12,31.37,-,-,69.66,-
39,臺北市,2016/07/24,大同,7.2,0.86,-,-,53,-,43.81,20.01,23.8,2.192,0.245,1.948,-,-,-,-,-,-,-
40,臺北市,2016/07/24,萬華,4.6,0.4,-,36.9,40,-,21.17,2.87,18.3,-,-,-,1.75,1.26,31.82,-,-,67.81,-
41,臺北市,2016/07/24,陽明,2.5,0.2,420.98,53.4,26,-,4.24,0.46,3.77,-,-,-,-,-,23.55,0,0,86.14,0
42,臺北市,2016/07/24,士林,3.9,0.29,-,24.7,35,-,12.94,2.52,10.42,-,-,-,1.94,1.7,30.74,-,-,68.19,-
43,臺北市,2016/07/23,松山,8.1,0.42,437.45,45.9,46,-,23.22,3.64,19.58,1.91,0.158,1.752,1.65,1.16,31.03,-,-,63.67,-
44,臺北市,2016/07/23,古亭,4.8,0.39,-,48,42,-,20.11,3.45,16.66,1.98,0.121,1.858,1.81,1.4,31.13,-,-,63.34,-
45,臺北市,2016/07/23,中山,4.9,0.46,-,38.1,44,-,25.08,3.93,21.15,1.964,0.149,1.815,2.11,1.25,31.91,-,-,65.58,-
46,臺北市,2016/07/23,大同,4.4,1.08,-,-,51,-,48.61,20.34,28.27,2.289,0.322,1.967,-,-,-,-,-,-,-
47,臺北市,2016/07/23,萬華,4,0.43,-,36.1,39,-,21.59,2.04,19.54,-,-,-,1.71,1.28,32.17,-,-,64.03,-
48,臺北市,2016/07/23,陽明,2.9,0.2,422.9,47.9,23,-,7.42,1.17,6.23,-,-,-,-,-,24.29,0,0,81.75,0
49,臺北市,2016/07/23,士林,2.8,0.34,-,33.8,36,-,17.5,3.02,14.47,-,-,-,1.91,1.55,30.89,-,-,66.88,-
50,臺北市,2016/07/22,松山,4.3,0.44,434.39,33.6,40,-,26.25,5.96,20.3,1.888,0.168,1.72,1.68,1.38,31.36,-,-,62.64,-
51,臺北市,2016/07/22,古亭,2.9,0.39,-,37.2,41,-,19.43,3.51,15.93,1.961,0.143,1.818,1.96,1.56,31.08,-,-,63.42,-
52,臺北市,2016/07/22,中山,3.4,0.55,-,27.4,39,-,29.16,6.85,22.32,2.031,0.205,1.827,1.98,1.18,31.98,-,-,65.52,-
53,臺北市,2016/07/22,大同,4.3,1.67,-,-,52,-,73.78,39.55,34.23,2.518,0.523,1.995,-,-,-,-,-,-,-
54,臺北市,2016/07/22,萬華,2.3,0.48,-,29.9,32,-,22.88,3.59,19.29,-,-,-,1.62,1.21,32.45,-,-,63.1,-
55,臺北市,2016/07/22,陽明,2.4,0.18,416.71,45.3,24,-,6.17,1.05,5.11,-,-,-,-,-,22.32,0,0,80.17,0
56,臺北市,2016/07/22,士林,3.7,0.4,-,28.8,42,-,21.76,3.99,17.77,-,-,-,1.93,1.62,31.04,-,-,68.8,-
57,臺北市,2016/07/21,松山,2.2,0.5,433.78,25.9,37,-,27.22,6.14,21.08,1.977,0.213,1.764,1.61,1.1,30.27,-,-,69.61,-
58,臺北市,2016/07/21,古亭,2.2,0.46,-,31.5,34,-,21.92,4.99,16.93,2.019,0.184,1.835,1.51,1.13,30.2,-,-,69.68,-
59,臺北市,2016/07/21,中山,2.5,0.61,-,24.9,40,-,28.92,6.25,22.67,2.008,0.184,1.824,1.71,1.08,30.95,-,-,71.93,-
60,臺北市,2016/07/21,大同,3.6,1.62,-,-,49,-,63.04,34.38,28.66,2.487,0.497,1.991,-,-,-,-,-,-,-
61,臺北市,2016/07/21,萬華,1.6,0.5,-,28.2,33,-,22.5,3.99,18.51,-,-,-,1.63,1.29,31.47,-,-,68.94,-
62,臺北市,2016/07/21,陽明,2,0.17,413.1,40.8,21,-,4.89,0.77,4.09,-,-,-,-,-,21.6,0,0,88.22,0
63,臺北市,2016/07/21,士林,2.2,0.37,-,24.7,33,-,16.23,2.58,13.64,-,-,-,1.97,1.61,29.9,-,-,74.09,-
64,臺北市,2016/07/20,松山,1.8,0.57,437.43,18.8,27,-,31.39,8.33,23.05,2.016,0.244,1.772,1.49,1.01,29.07,-,-,74.98,-
65,臺北市,2016/07/20,古亭,1.9,0.47,-,25.6,27,-,24.34,5.84,18.5,2.047,0.186,1.861,1.73,1.28,28.88,-,-,74.17,-
66,臺北市,2016/07/20,中山,2.2,0.72,-,18.2,28,-,37.43,11.24,26.18,2.133,0.271,1.863,1.67,1.07,29.86,-,-,76.23,-
67,臺北市,2016/07/20,大同,3.9,2,-,-,46,-,78.58,47.84,30.74,2.61,0.621,1.989,-,-,-,-,-,-,-
68,臺北市,2016/07/20,萬華,2.3,0.53,-,22.3,29,-,25.44,5.35,20.09,-,-,-,1.49,1.18,30.34,-,-,72.66,-
69,臺北市,2016/07/20,陽明,1.4,0.11,413.02,30.9,14,-,4.28,0.95,3.3,-,-,-,-,-,22.82,0.75,4.75,83.74,22.67
70,臺北市,2016/07/20,士林,2.7,0.47,-,18.3,30,-,23.38,5.9,17.49,-,-,-,2.1,1.63,29.04,-,-,76.77,-
71,臺北市,2016/07/19,松山,2.7,0.58,435.31,20.4,28,-,33.8,12.22,21.59,2.028,0.249,1.78,1.39,0.97,29.15,-,-,69.24,-
72,臺北市,2016/07/19,古亭,2.1,0.54,-,20.8,23,-,27.38,8.74,18.64,2.069,0.224,1.845,1.6,1.2,28.53,-,-,71.44,-
73,臺北市,2016/07/19,中山,2.7,0.8,-,16.3,34,-,42.39,17.37,25.02,2.218,0.336,1.882,1.63,0.82,29.5,-,-,73.73,-
74,臺北市,2016/07/19,大同,3.7,1.97,-,-,44,-,80.54,51.31,29.23,2.724,0.653,2.07,-,-,-,-,-,-,-
75,臺北市,2016/07/19,萬華,2.4,0.66,-,17.2,30,-,30.91,9.34,21.58,-,-,-,1.15,0.81,29.52,-,-,72.83,-
76,臺北市,2016/07/19,陽明,2,0.13,415.58,28.4,14,-,5,1.17,3.82,-,-,-,-,-,23,3,4.26,87.81,21.78
77,臺北市,2016/07/19,士林,3,0.53,-,18.4,30,-,28.33,8.57,19.76,-,-,-,1.37,1.06,28.5,-,-,75.74,-
78,臺北市,2016/07/18,松山,1.4,0.58,435.85,15.5,25,-,32.05,12.83,19.22,1.987,0.222,1.765,1.37,0.79,28.4,-,-,75.57,-
79,臺北市,2016/07/18,古亭,1.9,0.49,-,19.3,25,-,23.88,8.99,14.89,1.962,0.154,1.808,1.5,1.27,27.55,-,-,78.24,-
80,臺北市,2016/07/18,中山,1.8,0.61,-,15.9,29,-,32.27,11.05,21.22,2.061,0.225,1.836,1.7,1.15,29.17,-,-,76.23,-
81,臺北市,2016/07/18,大同,3.1,1.89,-,-,45,-,84.44,57.46,26.98,2.56,0.6,1.96,-,-,-,-,-,-,-
82,臺北市,2016/07/18,萬華,2.3,0.5,-,18.2,31,-,24.88,6.98,17.9,-,-,-,1.54,1.18,29.25,-,-,75,-
83,臺北市,2016/07/18,陽明,2.6,0.13,415.88,23,17,-,4.66,1.04,3.61,-,-,-,-,-,23.19,1.25,4.94,88.95,20.72
84,臺北市,2016/07/18,士林,2.2,0.45,-,17.1,28,-,22.59,4.52,18.07,-,-,-,1.62,1.24,28.82,-,-,74.81,-
85,臺北市,2016/07/17,松山,2.6,0.44,427.7,20.7,35,-,24.28,7.53,16.75,1.899,0.16,1.739,1.32,0.73,30.17,-,-,72.93,-
86,臺北市,2016/07/17,古亭,2.3,0.39,-,24.8,30,-,16.74,3.97,12.77,1.926,0.105,1.822,1.98,1.6,29.64,-,-,72.87,-
87,臺北市,2016/07/17,中山,2.7,0.44,-,22.8,36,-,21.72,3.93,17.79,1.978,0.15,1.828,1.88,1.19,31.22,-,-,71.87,-
88,臺北市,2016/07/17,大同,3.8,1.46,-,-,51,-,67.72,41.59,26.13,2.434,0.433,2.002,-,-,-,-,-,-,-
89,臺北市,2016/07/17,萬華,2.9,0.43,-,23.2,36,-,21.04,4.27,16.77,-,-,-,1.54,1.15,31.49,-,-,70.12,-
90,臺北市,2016/07/17,陽明,1.8,0.15,417.62,27.5,22,-,5.83,0.92,4.91,-,-,-,-,-,24.33,0,0,87.22,0
91,臺北市,2016/07/17,士林,3.5,0.38,-,22.9,36,-,18.79,2.18,16.61,-,-,-,1.67,1.38,30.92,-,-,70.38,-
92,臺北市,2016/07/16,松山,2.3,0.46,429.17,20.9,41,-,26.14,7.41,18.73,1.905,0.178,1.727,2.24,1.76,32.64,-,-,60.25,-
93,臺北市,2016/07/16,古亭,1.9,0.38,-,24.6,35,-,17.43,4.03,13.4,1.979,0.165,1.813,2.34,1.84,31.98,-,-,63.31,-
94,臺北市,2016/07/16,中山,2,0.57,-,20,42,-,29.41,9.13,20.28,2.007,0.2,1.806,2.14,1.45,33.32,-,-,61.95,-
95,臺北市,2016/07/16,大同,3.3,1.45,-,-,54,-,53.61,29.28,24.33,2.353,0.392,1.962,-,-,-,-,-,-,-
96,臺北市,2016/07/16,萬華,1.5,0.44,-,22.6,39,-,18.36,3.46,14.9,-,-,-,1.98,1.59,33.34,-,-,62.43,-
97,臺北市,2016/07/16,陽明,2.8,0.14,413.35,29.1,21,-,5.86,0.89,4.97,-,-,-,-,-,24.99,0,0,81.28,0
98,臺北市,2016/07/16,士林,2.8,0.29,-,25,52,-,15.3,3.08,12.21,-,-,-,2.72,2.23,32.49,-,-,63.41,-
99,臺北市,2016/07/15,松山,2.1,0.5,430.32,22.1,37,-,31.78,11.72,20.06,1.919,0.199,1.719,2.26,1.84,31.94,-,-,61.91,-
100,臺北市,2016/07/15,古亭,2.3,0.42,-,26.8,35,-,21.47,5.86,15.6,1.965,0.15,1.815,2.12,1.79,31.32,-,-,65.72,-
101,臺北市,2016/07/15,中山,2.7,0.76,-,19.1,41,-,37.47,14.72,22.75,2.068,0.272,1.796,2.04,1.55,32.62,-,-,64.51,-
102,臺北市,2016/07/15,大同,3.6,1.8,-,-,54,-,56.59,33.53,23.06,2.424,0.494,1.93,-,-,-,-,-,-,-
103,臺北市,2016/07/15,萬華,2.4,0.45,-,24.2,36,-,19.6,4.41,15.19,-,-,-,2.03,1.71,32.6,-,-,64.75,-
104,臺北市,2016/07/15,陽明,1.8,0.13,413.17,25.6,21,-,5.28,0.99,4.29,-,-,-,-,-,24.62,0,0,81.3,0
105,臺北市,2016/07/15,士林,3.3,0.31,-,21.7,41,-,15.9,2.73,13.17,-,-,-,2.29,1.88,31.75,-,-,65.53,-
106,臺北市,2016/07/14,松山,4.2,0.53,433.75,19.5,37,-,31,9.92,21.08,1.975,0.222,1.753,1.44,1.03,30.17,-,-,72.77,-
107,臺北市,2016/07/14,古亭,4,0.53,-,27.8,33,-,24.84,5.49,19.35,1.996,0.171,1.825,1.63,1.23,29.72,-,-,75.68,-
108,臺北市,2016/07/14,中山,2.7,0.62,-,18.9,36,-,29.98,9.33,20.65,2.059,0.249,1.81,1.87,1.19,31.16,-,-,72.83,-
109,臺北市,2016/07/14,大同,4.9,1.89,-,-,60,-,87.76,57.98,29.78,2.544,0.545,1.999,-,-,-,-,-,-,-
110,臺北市,2016/07/14,萬華,3.7,0.53,-,21,37,-,25.79,5.78,20.02,-,-,-,1.53,1.09,31.51,-,-,71.24,-
111,臺北市,2016/07/14,陽明,2.9,0.14,416.8,27.1,20,-,5.86,0.99,4.87,-,-,-,-,-,23.91,0,0,88.01,0
112,臺北市,2016/07/14,士林,3.4,0.34,-,21.7,37,-,15.52,2.02,13.5,-,-,-,2.13,1.58,30.64,-,-,71.72,-
113,臺北市,2016/07/13,松山,-,-,-,-,-,13,-,-,-,-,-,-,-,-,-,-,-,-,-
114,臺北市,2016/07/13,松山,4.2,0.45,430.85,23.5,32,-,25.85,5.74,20.11,1.931,0.183,1.749,1.12,0.82,29.68,-,-,74.02,-
115,臺北市,2016/07/13,古亭,-,-,-,-,-,13,-,-,-,-,-,-,-,-,-,-,-,-,-
116,臺北市,2016/07/13,古亭,-,0.5,-,25.4,32,-,25.09,4.91,20.18,2.033,0.168,1.865,1.4,1.04,29.58,-,-,75.27,-
117,臺北市,2016/07/13,中山,-,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-,-,-,-
118,臺北市,2016/07/13,中山,3.4,0.66,-,22.9,35,-,36.59,9.03,27.56,2.129,0.236,1.893,1.45,0.77,30.75,-,-,74.5,-
119,臺北市,2016/07/13,大同,-,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-,-,-,-
120,臺北市,2016/07/13,大同,3.5,1.64,-,-,48,-,71.86,38.02,33.84,2.546,0.526,2.021,-,-,-,-,-,-,-
121,臺北市,2016/07/13,萬華,-,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-,-,-,-
122,臺北市,2016/07/13,萬華,1.9,0.58,-,26,27,-,27.41,4.77,22.64,-,-,-,1.32,0.84,31.33,-,-,71.61,-
123,臺北市,2016/07/13,陽明,-,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-
124,臺北市,2016/07/13,陽明,2.1,0.15,415.45,32.3,15,-,5.62,0.99,4.63,-,-,-,-,-,23.68,0,0,86.14,0
125,臺北市,2016/07/13,士林,-,-,-,-,-,13,-,-,-,-,-,-,-,-,-,-,-,-,-
126,臺北市,2016/07/13,士林,3.1,0.39,-,24.7,30,-,17.35,2.44,14.93,-,-,-,1.78,1.4,30.29,-,-,71.95,-
127,臺北市,2016/07/12,松山,-,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-
128,臺北市,2016/07/12,松山,1.9,0.48,431.41,19,21,-,26.98,6.33,20.65,1.948,0.19,1.757,1.36,0.93,28.44,-,-,79.83,-
129,臺北市,2016/07/12,古亭,-,-,-,-,-,12,-,-,-,-,-,-,-,-,-,-,-,-,-
130,臺北市,2016/07/12,古亭,4.8,0.48,-,23.9,24,-,23.67,6.08,17.59,2.034,0.161,1.873,1.62,1.19,28.56,-,-,79.78,-
131,臺北市,2016/07/12,中山,-,-,-,-,-,11,-,-,-,-,-,-,-,-,-,-,-,-,-
132,臺北市,2016/07/12,中山,2.1,0.63,-,21.2,30,-,35.47,8.31,27.16,2.136,0.238,1.898,1.88,1.32,29.38,-,-,81.27,-
133,臺北市,2016/07/12,大同,-,-,-,-,-,17,-,-,-,-,-,-,-,-,-,-,-,-,-
134,臺北市,2016/07/12,大同,3.8,1.87,-,-,47,-,85.1,49.83,35.27,2.647,0.605,2.042,-,-,-,-,-,-,-
135,臺北市,2016/07/12,萬華,-,-,-,-,-,13,-,-,-,-,-,-,-,-,-,-,-,-,-
136,臺北市,2016/07/12,萬華,1.4,0.57,-,21.9,27,-,27.84,5.95,21.89,-,-,-,1.45,0.93,29.85,-,-,78.29,-
137,臺北市,2016/07/12,陽明,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-
138,臺北市,2016/07/12,陽明,1.5,0.15,413.53,35.8,13,-,3.35,0.72,2.59,-,-,-,-,-,23.08,1,5.8,91.39,8.89
139,臺北市,2016/07/12,士林,-,-,-,-,-,14,-,-,-,-,-,-,-,-,-,-,-,-,-
140,臺北市,2016/07/12,士林,3.1,0.42,-,21.6,30,-,19.87,2.68,17.19,-,-,-,1.87,1.52,28.67,-,-,80.18,-
141,臺北市,2016/07/11,松山,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-
142,臺北市,2016/07/11,松山,1.8,0.51,433.43,16.9,22,-,27.5,6.99,20.51,2.012,0.223,1.79,1.29,0.9,28.25,-,-,81.78,-
143,臺北市,2016/07/11,古亭,-,-,-,-,-,13,-,-,-,-,-,-,-,-,-,-,-,-,-
144,臺北市,2016/07/11,古亭,2,0.57,-,17.9,25,-,28.31,7.03,21.27,2.112,0.217,1.895,1.33,0.91,27.74,-,-,83.91,-
145,臺北市,2016/07/11,中山,-,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-
146,臺北市,2016/07/11,中山,1.8,0.77,-,12.6,25,-,40.08,12.94,27.13,2.188,0.247,1.941,1.48,0.85,28.68,-,-,85.17,-
147,臺北市,2016/07/11,大同,-,-,-,-,-,11,-,-,-,-,-,-,-,-,-,-,-,-,-
148,臺北市,2016/07/11,大同,3.4,1.79,-,-,41,-,75.29,45.9,29.39,2.735,0.59,2.146,-,-,-,-,-,-,-
149,臺北市,2016/07/11,萬華,-,-,-,-,-,11,-,-,-,-,-,-,-,-,-,-,-,-,-
150,臺北市,2016/07/11,萬華,2.5,0.7,-,13.9,24,-,33.51,9.32,24.19,-,-,-,1.18,0.78,28.97,-,-,82.94,-
151,臺北市,2016/07/11,陽明,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-
152,臺北市,2016/07/11,陽明,1.2,0.14,412.14,33.4,11,-,2.93,0.4,2.45,-,-,-,-,-,22.57,5.17,4.73,92.8,12.7
153,臺北市,2016/07/11,士林,-,-,-,-,-,14,-,-,-,-,-,-,-,-,-,-,-,-,-
154,臺北市,2016/07/11,士林,2.6,0.47,-,16.4,27,-,21.94,3.76,18.18,-,-,-,1.51,1.11,27.82,-,-,85.1,-
155,臺北市,2016/07/10,松山,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-
156,臺北市,2016/07/10,松山,2.5,0.44,431.21,16.9,17,-,22.42,5.54,16.88,1.954,0.157,1.797,1.15,0.62,28.16,-,-,84.05,-
157,臺北市,2016/07/10,古亭,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-
158,臺北市,2016/07/10,古亭,1.8,0.41,-,19,17,-,20.02,4.77,15.26,1.989,0.128,1.861,1.26,1.01,27.92,-,-,84.22,-
159,臺北市,2016/07/10,中山,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-
160,臺北市,2016/07/10,中山,1.8,0.64,-,13.2,23,-,35.25,11.15,24.1,2.173,0.171,2.002,1.47,0.84,28.61,-,-,87.38,-
161,臺北市,2016/07/10,大同,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-
162,臺北市,2016/07/10,大同,3.4,1.22,-,-,39,-,65.45,38.16,27.3,2.676,0.406,2.269,-,-,-,-,-,-,-
163,臺北市,2016/07/10,萬華,-,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-
164,臺北市,2016/07/10,萬華,1.9,0.48,-,15,16,-,24.35,5.1,19.25,-,-,-,1.18,0.82,29,-,-,83.87,-
165,臺北市,2016/07/10,陽明,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-
166,臺北市,2016/07/10,陽明,1.6,0.12,412.69,30.1,11,-,2.05,0.66,1.36,-,-,-,-,-,22.59,2.25,4.48,95.31,11.59
167,臺北市,2016/07/10,士林,-,-,-,-,-,12,-,-,-,-,-,-,-,-,-,-,-,-,-
168,臺北市,2016/07/10,士林,2.1,0.41,-,17.2,21,-,19.84,4.02,15.82,-,-,-,1.13,0.77,27.77,-,-,86.12,-
169,臺北市,2016/07/09,松山,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-
170,臺北市,2016/07/09,松山,1.5,0.28,412.56,23.9,21,-,14.59,3.36,11.23,1.754,0.086,1.669,1.87,1.27,29.56,-,-,75.05,-
171,臺北市,2016/07/09,古亭,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-
172,臺北市,2016/07/09,古亭,1.5,0.32,-,25.8,17,-,16.76,3.64,13.11,1.902,0.091,1.812,2.39,2.28,29.81,-,-,73.92,-
173,臺北市,2016/07/09,中山,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-
174,臺北市,2016/07/09,中山,2.2,0.38,-,22.2,24,-,20.83,4.47,16.37,1.911,0.117,1.796,2.87,2.54,30.28,-,-,77.4,-
175,臺北市,2016/07/09,大同,-,-,-,-,-,11,-,-,-,-,-,-,-,-,-,-,-,-,-
176,臺北市,2016/07/09,大同,2.4,0.94,-,-,39,-,50.52,28.02,22.5,2.225,0.28,1.945,-,-,-,-,-,-,-
177,臺北市,2016/07/09,萬華,-,-,-,-,-,11,-,-,-,-,-,-,-,-,-,-,-,-,-
178,臺北市,2016/07/09,萬華,2,0.36,-,21.6,19,-,21.05,5.07,15.99,-,-,-,2.4,2.07,30.88,-,-,73.79,-
179,臺北市,2016/07/09,陽明,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-
180,臺北市,2016/07/09,陽明,1.7,0.06,410.64,30.4,9,-,2.32,1.22,1.08,-,-,-,-,-,23.08,2.56,4.74,94.3,13.86
181,臺北市,2016/07/09,士林,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-
182,臺北市,2016/07/09,士林,1.7,0.19,-,29.6,20,-,9.19,1.66,7.53,-,-,-,3.48,3.13,29.72,-,-,75.38,-
