序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
1,臺北市,2012/10/31,松山,1.4,0.44,411.18,35.1,43,22,20.0,21.82,3.18,18.64,2.029,0.14,1.89,19.59,85.85,44.0
2,臺北市,2012/10/31,古亭,1.9,0.54,-,28.5,36,28,19.0,30.06,6.78,23.28,2.05,0.161,1.89,19.87,90.87,37.0
3,臺北市,2012/10/31,中山,1.0,0.75,-,23.6,35,37,25.0,41.25,12.1,29.15,2.25,0.233,2.02,20.56,86.22,37.0
4,臺北市,2012/10/31,大同,3.2,1.87,-,-,-,37,24.0,93.33,52.93,40.4,2.765,0.674,2.09,-,-,37.0
5,臺北市,2012/10/31,萬華,4.7,0.59,-,26.9,35,28,20.0,28.48,4.12,24.36,-,-,-,20.51,85.79,35.0
6,臺北市,2012/10/31,陽明,0.9,0.24,405.86,49.3,53,8,7.0,2.86,1.16,1.7,-,-,-,14.01,100.0,48.0
7,臺北市,2012/10/31,士林,1.3,0.48,-,30.3,45,22,16.0,24.29,4.16,20.14,-,-,-,20.05,79.67,48.0
8,臺北市,2012/10/30,松山,2.5,0.5,410.28,33.0,37,51,30.0,23.84,3.48,20.36,2.045,0.15,1.9,22.7,78.89,50.0
9,臺北市,2012/10/30,古亭,2.0,0.51,-,32.9,43,55,31.0,22.56,3.51,19.04,1.98,0.128,1.85,23.25,81.5,52.0
10,臺北市,2012/10/30,中山,2.4,0.75,-,26.0,35,67,40.0,39.0,10.2,28.81,2.165,0.196,1.97,23.81,78.17,58.0
11,臺北市,2012/10/30,大同,3.3,1.67,-,-,-,58,38.0,77.27,41.19,36.08,2.592,0.565,2.03,-,-,54.0
12,臺北市,2012/10/30,萬華,2.5,0.52,-,28.7,36,48,34.0,28.83,5.1,23.72,-,-,-,23.63,78.3,48.0
13,臺北市,2012/10/30,陽明,1.0,0.23,401.81,47.9,49,14,12.0,1.76,1.3,0.43,-,-,-,16.41,100.0,44.0
