序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
1,臺北市,2002/03/31,松山,4.1,0.68,25.4,-,46,-,35.02,5.7,29.32,-,-,-,21.02,-,-,46.0,-
2,臺北市,2002/03/31,古亭,3.5,0.68,31.5,-,45,28,37.36,7.19,30.16,2.402,0.34,2.06,21.67,-,-,45.0,-
3,臺北市,2002/03/31,中山,4.2,0.75,27.7,-,64,-,37.5,5.64,31.86,2.271,0.23,2.04,20.38,-,-,57.0,-
4,臺北市,2002/03/31,大同,6.9,2.57,-,-,75,-,153.37,97.1,56.27,3.41,1.08,2.34,22.56,-,-,63.0,-
5,臺北市,2002/03/31,萬華,4.2,0.83,32.0,-,53,-,31.51,2.72,28.8,-,-,-,21.52,-,-,52.0,-
6,臺北市,2002/03/31,陽明,1.5,0.24,59.9,-,42,-,1.8,0.16,1.64,-,-,-,16.8,-,57.0,58.0,-
7,臺北市,2002/03/31,士林,3.1,0.66,34.7,-,55,-,29.79,8.94,20.84,-,-,-,21.22,-,-,53.0,-
8,臺北市,2002/03/30,松山,3.0,0.78,24.4,-,34,-,37.28,7.98,29.29,-,-,-,17.09,-,-,36.0,-
9,臺北市,2002/03/30,古亭,3.7,0.83,21.9,-,32,27,44.24,9.65,34.58,2.497,0.38,2.12,17.38,-,-,33.0,-
10,臺北市,2002/03/30,中山,2.3,0.95,18.7,-,53,-,48.16,9.79,38.37,2.331,0.23,2.1,16.36,-,-,52.0,-
11,臺北市,2002/03/30,大同,4.5,2.55,-,-,51,-,166.97,110.8,56.17,3.359,1.06,2.3,18.32,-,-,51.0,-
12,臺北市,2002/03/30,萬華,4.0,0.96,22.2,-,33,-,41.21,5.37,35.84,-,-,-,17.35,-,-,33.0,-
13,臺北市,2002/03/30,陽明,0.2,0.5,41.3,-,11,-,2.4,0.03,2.37,-,-,-,14.57,-,95.0,43.0,-
14,臺北市,2002/03/30,士林,0.8,0.87,13.3,-,36,-,43.09,6.94,36.15,-,-,-,16.9,-,-,36.0,-
