序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
22,臺北市,2004/02/26,松山,5.0,0.73,415.42,26.1,-,73,-,48.36,12.18,36.19,-,-,-,18.51,-,-,62.0,-
23,臺北市,2004/02/26,古亭,2.6,0.9,-,31.0,-,67,-,36.67,9.12,27.55,3.486,0.707,2.78,18.57,-,55.37,58.0,-
24,臺北市,2004/02/26,中山,4.2,0.99,-,20.9,40,67,-,75.25,27.56,47.7,-,-,-,21.24,-,57.96,58.0,-
25,臺北市,2004/02/26,大同,5.9,1.13,-,-,-,62,-,76.85,32.78,44.07,-,-,-,19.26,-,-,56.0,-
26,臺北市,2004/02/26,萬華,2.5,0.84,-,35.2,-,57,26.0,-,-,-,-,-,-,19.48,-,59.19,54.0,-
27,臺北市,2004/02/26,陽明,3.5,0.34,384.51,63.6,70,46,-,3.19,0.25,2.89,-,-,-,13.05,-,76.0,61.0,-
28,臺北市,2004/02/26,士林,2.8,0.53,-,36.7,-,69,-,22.0,3.92,18.1,-,-,-,18.3,-,61.58,60.0,-
29,臺北市,2004/02/25,松山,1.6,0.58,405.68,28.9,-,40,-,30.39,3.79,26.61,-,-,-,17.49,-,-,40.0,-
30,臺北市,2004/02/25,古亭,1.2,0.82,-,25.7,33,47,-,36.77,7.12,29.65,2.729,0.775,1.96,17.39,-,69.31,47.0,-
31,臺北市,2004/02/25,中山,1.7,0.81,-,21.2,28,38,-,53.97,13.72,40.24,2.066,0.125,1.94,19.97,-,72.14,38.0,-
32,臺北市,2004/02/25,大同,3.1,0.92,-,-,-,41,-,61.75,25.73,36.02,-,-,-,17.96,-,-,41.0,-
33,臺北市,2004/02/25,萬華,0.9,0.75,-,34.3,-,36,21.0,21.31,0.83,20.54,-,-,-,18.32,-,72.99,47.0,-
34,臺北市,2004/02/25,陽明,0.5,0.35,390.45,51.3,54,13,-,2.47,0.26,2.28,-,-,-,-,-,92.0,47.0,-
35,臺北市,2004/02/25,士林,1.0,0.54,-,28.4,-,26,-,23.31,4.23,19.07,-,-,-,17.31,-,76.31,40.0,-
36,臺北市,2004/02/24,松山,1.8,0.64,408.56,33.5,-,67,-,34.08,4.81,29.3,-,-,-,19.08,-,-,60.0,-
37,臺北市,2004/02/24,古亭,1.8,0.8,-,29.5,41,68,-,42.04,8.76,33.27,2.359,0.831,1.53,18.44,-,63.61,61.0,-
38,臺北市,2004/02/24,中山,2.4,0.85,-,27.1,36,61,-,57.59,15.83,41.75,2.385,0.122,2.26,20.99,-,66.81,56.0,-
39,臺北市,2004/02/24,大同,3.7,0.79,-,-,-,54,-,64.71,25.9,38.81,2.733,0.397,2.34,18.89,-,-,52.0,-
40,臺北市,2004/02/24,萬華,1.6,0.75,-,35.8,-,53,28.0,-,-,-,-,-,-,19.11,-,68.2,81.0,-
41,臺北市,2004/02/24,陽明,1.1,0.25,396.49,59.5,72,40,-,5.31,0.34,4.95,-,-,-,14.53,-,85.0,86.0,-
42,臺北市,2004/02/24,士林,1.0,0.37,-,40.4,-,49,-,14.53,1.62,12.89,-,-,-,18.33,-,70.61,49.0,-
43,臺北市,2004/02/23,松山,3.4,0.46,402.64,32.5,-,73,-,25.15,4.29,20.9,-,-,-,16.96,-,-,62.0,-
44,臺北市,2004/02/23,古亭,1.7,0.56,-,31.0,34,71,-,21.04,4.7,16.34,2.167,0.645,1.52,16.99,-,55.39,60.0,-
45,臺北市,2004/02/23,中山,3.6,0.56,-,27.8,37,69,-,31.53,7.72,23.83,2.175,0.112,2.06,19.62,-,58.36,60.0,-
46,臺北市,2004/02/23,大同,4.0,0.72,-,-,-,63,-,48.42,19.14,29.28,-,-,-,17.47,-,-,56.0,-
47,臺北市,2004/02/23,萬華,1.8,0.5,-,34.6,-,57,35.0,15.16,0.59,14.64,-,-,-,17.9,-,58.81,54.0,-
48,臺北市,2004/02/23,陽明,1.9,0.2,396.77,48.3,52,44,-,2.96,0.26,2.7,-,-,-,9.88,-,86.0,45.0,-
49,臺北市,2004/02/23,士林,2.6,0.3,-,35.4,-,64,-,8.29,1.49,6.79,-,-,-,16.8,-,61.74,57.0,-
50,臺北市,2004/02/22,松山,4.1,1.11,431.02,30.9,-,89,-,48.45,17.24,31.22,-,-,-,20.63,-,-,70.0,-
51,臺北市,2004/02/22,古亭,3.4,0.95,-,25.8,-,76,-,38.07,8.76,29.31,2.412,0.783,1.63,20.28,-,63.12,63.0,-
52,臺北市,2004/02/22,中山,5.5,1.18,-,24.9,-,80,-,68.4,26.59,41.81,2.448,0.102,2.35,23.47,-,64.43,65.0,-
53,臺北市,2004/02/22,大同,5.3,1.14,-,-,-,74,-,67.49,30.92,36.57,-,-,-,21.26,-,-,62.0,-
54,臺北市,2004/02/22,萬華,4.5,0.96,-,32.0,-,68,47.0,-,-,-,-,-,-,21.36,-,66.24,59.0,-
55,臺北市,2004/02/22,陽明,1.4,0.44,399.08,57.2,-,34,-,4.09,0.39,3.7,-,-,-,17.62,-,79.0,59.0,-
56,臺北市,2004/02/22,士林,2.9,0.76,-,13.8,-,70,-,24.91,4.1,20.81,-,-,-,20.59,-,67.2,60.0,-
57,臺北市,2004/02/21,松山,7.6,1.15,438.43,25.8,-,78,-,74.11,27.87,46.23,-,-,-,22.45,-,-,70.0,-
58,臺北市,2004/02/21,古亭,5.7,1.11,-,25.2,-,69,-,62.94,16.14,46.8,3.045,1.017,2.03,22.1,-,56.84,71.0,-
59,臺北市,2004/02/21,中山,9.9,1.16,-,21.0,-,73,-,95.01,34.82,60.2,2.63,0.131,2.5,24.73,-,62.43,62.0,-
60,臺北市,2004/02/21,大同,9.5,1.2,-,-,-,78,-,98.44,41.03,57.42,-,-,-,22.47,-,-,64.0,-
61,臺北市,2004/02/21,萬華,7.8,1.06,-,30.7,-,72,50.0,57.56,13.62,43.97,-,-,-,22.87,-,62.1,93.0,-
62,臺北市,2004/02/21,陽明,1.7,0.23,395.42,55.1,67,25,-,5.51,0.46,5.04,-,-,-,18.47,-,72.0,63.0,-
63,臺北市,2004/02/21,士林,3.7,0.92,-,26.5,-,61,-,52.5,15.02,37.47,-,-,-,21.67,-,67.94,58.0,-
64,臺北市,2004/02/20,松山,5.1,0.72,414.14,13.8,-,44,-,50.3,20.64,29.66,-,-,-,21.23,-,-,44.0,-
65,臺北市,2004/02/20,古亭,3.1,1.06,-,14.5,-,64,-,63.41,25.55,37.86,3.219,0.876,2.34,21.37,-,62.63,57.0,-
66,臺北市,2004/02/20,中山,5.3,1.17,-,9.1,-,68,-,88.0,42.25,45.76,2.393,0.142,2.25,24.09,-,66.52,59.0,-
67,臺北市,2004/02/20,大同,7.7,1.43,-,-,-,67,-,106.76,63.7,43.05,-,-,-,21.93,-,-,58.0,-
68,臺北市,2004/02/20,萬華,6.5,1.03,-,13.1,-,70,44.0,56.58,19.4,37.18,-,-,-,22.09,-,67.8,60.0,-
69,臺北市,2004/02/20,陽明,0.5,0.14,390.28,40.7,44,15,-,1.87,0.3,1.55,-,-,-,16.59,-,83.0,42.0,-
70,臺北市,2004/02/20,士林,2.0,0.64,-,19.0,-,50,-,38.5,16.48,22.01,-,-,-,21.08,-,71.5,50.0,-
71,臺北市,2004/02/19,松山,11.4,1.39,447.72,19.8,-,151,-,91.83,35.53,56.3,-,-,-,19.7,-,-,100.0,-
72,臺北市,2004/02/19,古亭,8.5,1.41,-,19.0,-,134,-,81.65,25.53,56.13,-,-,-,19.72,-,68.19,92.0,-
73,臺北市,2004/02/19,中山,10.6,1.53,-,12.9,-,147,-,107.9,43.66,64.23,3.043,0.129,2.91,22.19,-,72.5,98.0,-
74,臺北市,2004/02/19,大同,10.5,1.39,-,-,-,143,-,113.21,54.34,58.87,3.547,0.93,2.62,19.86,-,-,96.0,-
75,臺北市,2004/02/19,萬華,7.9,1.23,-,19.8,-,127,87.0,69.18,19.8,49.4,-,-,-,20.5,-,72.16,88.0,-
76,臺北市,2004/02/19,陽明,2.2,0.29,397.68,69.3,82,60,-,6.43,0.41,6.03,-,-,-,16.72,-,80.0,82.0,-
77,臺北市,2004/02/19,士林,4.8,1.08,-,18.2,-,161,-,61.51,16.26,45.25,-,-,-,18.89,-,79.41,106.0,-
78,臺北市,2004/02/18,松山,5.8,1.02,423.28,26.6,-,84,-,69.38,25.73,43.64,-,-,-,20.05,-,-,82.0,-
79,臺北市,2004/02/18,古亭,4.5,1.37,-,28.5,-,94,-,75.05,23.69,51.34,-,-,-,20.02,-,61.83,72.0,-
80,臺北市,2004/02/18,中山,6.6,1.45,-,24.5,-,99,-,94.33,34.84,59.49,2.887,0.12,2.77,22.59,-,65.43,74.0,-
81,臺北市,2004/02/18,大同,7.2,1.24,-,-,-,93,-,103.65,45.74,57.91,3.263,0.734,2.53,20.32,-,-,72.0,-
82,臺北市,2004/02/18,萬華,5.8,1.0,-,30.3,-,97,61.0,58.38,12.83,45.57,-,-,-,20.69,-,66.84,80.0,-
83,臺北市,2004/02/18,陽明,1.7,0.29,395.32,66.7,94,47,-,6.63,0.3,6.36,-,-,-,16.1,-,84.0,120.0,-
84,臺北市,2004/02/18,士林,3.4,0.78,-,38.8,-,90,-,38.68,7.69,31.0,-,-,-,19.76,-,70.21,83.0,-
85,臺北市,2004/02/17,松山,7.3,0.95,425.66,21.6,-,76,-,66.64,25.08,41.57,-,-,-,20.43,-,-,63.0,-
86,臺北市,2004/02/17,古亭,3.7,0.96,-,25.7,-,68,-,51.7,14.08,37.61,-,-,-,20.44,-,60.21,59.0,-
87,臺北市,2004/02/17,中山,6.6,1.2,-,18.2,-,81,-,92.66,41.27,51.4,2.743,0.132,2.61,23.23,-,58.09,66.0,-
88,臺北市,2004/02/17,大同,5.3,1.22,-,-,-,78,-,99.6,45.27,54.33,3.205,0.722,2.48,21.16,-,-,64.0,-
89,臺北市,2004/02/17,萬華,2.6,0.69,-,31.5,-,60,36.0,37.47,6.38,31.08,-,-,-,21.41,-,59.02,64.0,-
90,臺北市,2004/02/17,陽明,2.0,0.27,393.22,68.0,78,47,-,3.47,0.35,3.18,-,-,-,16.03,-,67.0,75.0,-
91,臺北市,2004/02/17,士林,2.8,0.69,-,33.1,-,59,-,37.39,8.31,29.08,-,-,-,19.96,-,64.48,56.0,-
92,臺北市,2004/02/16,松山,1.4,0.54,401.26,39.7,-,103,-,26.0,2.55,23.49,-,-,-,21.0,-,-,76.0,-
93,臺北市,2004/02/16,古亭,0.9,0.72,-,35.6,43,99,-,31.06,6.14,24.93,-,-,-,20.87,-,54.72,74.0,-
94,臺北市,2004/02/16,中山,2.1,0.73,-,31.8,43,96,-,42.84,12.21,30.66,-,-,-,23.39,-,57.7,73.0,-
95,臺北市,2004/02/16,大同,3.2,0.82,-,-,-,90,-,51.37,18.76,32.62,-,-,-,21.51,-,-,70.0,-
96,臺北市,2004/02/16,萬華,1.1,0.58,-,36.5,-,89,31.0,28.28,4.85,23.43,-,-,-,21.79,-,58.34,70.0,-
97,臺北市,2004/02/16,陽明,1.6,0.21,391.75,60.5,62,71,-,2.22,0.25,1.97,-,-,-,16.93,-,79.0,60.0,-
98,臺北市,2004/02/16,士林,1.1,0.44,-,41.2,-,88,-,15.05,1.13,13.9,-,-,-,20.91,-,60.58,69.0,-
99,臺北市,2004/02/15,松山,5.7,0.6,402.03,43.6,-,135,-,25.85,1.65,24.23,-,-,-,18.87,-,-,92.0,-
100,臺北市,2004/02/15,古亭,2.2,0.63,-,44.4,-,122,-,21.66,2.58,19.06,3.787,1.001,2.79,19.26,-,55.44,86.0,-
101,臺北市,2004/02/15,中山,5.2,0.56,-,41.7,52,122,-,28.05,3.52,24.57,-,-,-,21.68,-,58.65,86.0,-
102,臺北市,2004/02/15,大同,5.2,0.7,-,-,-,114,-,32.39,8.07,24.32,-,-,-,19.72,-,-,82.0,-
103,臺北市,2004/02/15,萬華,2.8,0.43,-,46.5,-,109,42.0,19.97,2.12,17.83,-,-,-,20.07,-,59.54,80.0,-
104,臺北市,2004/02/15,陽明,2.9,0.28,394.89,66.6,76,101,-,3.43,0.27,3.16,-,-,-,13.1,-,86.0,76.0,-
105,臺北市,2004/02/15,士林,4.1,0.37,-,53.3,-,119,-,8.5,1.13,7.37,-,-,-,19.25,-,61.15,84.0,-
106,臺北市,2004/02/14,松山,4.0,0.7,414.21,21.1,-,48,-,46.83,14.3,32.53,-,-,-,18.59,-,-,48.0,-
107,臺北市,2004/02/14,古亭,2.4,0.7,-,24.7,-,49,-,38.39,9.93,28.47,3.926,1.16,2.77,18.29,-,65.07,49.0,-
108,臺北市,2004/02/14,中山,4.5,0.81,-,18.7,32,50,-,58.61,21.76,36.85,-,-,-,21.11,-,67.46,50.0,-
109,臺北市,2004/02/14,大同,4.8,0.96,-,-,-,51,-,64.74,31.45,33.29,2.963,0.524,2.44,19.23,-,-,50.0,-
110,臺北市,2004/02/14,萬華,2.9,0.59,-,25.3,-,43,31.0,36.6,8.59,28.0,-,-,-,19.24,-,69.32,44.0,-
111,臺北市,2004/02/14,陽明,0.8,0.17,389.64,59.0,68,26,-,2.07,0.3,1.76,-,-,-,13.96,-,86.0,60.0,-
112,臺北市,2004/02/14,士林,2.4,0.59,-,28.6,-,41,-,38.64,18.2,20.41,-,-,-,18.55,-,72.07,45.0,-
113,臺北市,2004/02/13,松山,4.5,0.59,408.0,27.0,-,42,-,41.45,13.78,27.71,-,-,-,19.2,-,-,42.0,-
114,臺北市,2004/02/13,古亭,2.2,0.95,-,24.7,-,43,-,50.25,19.67,30.57,-,-,-,19.34,-,61.36,43.0,-
115,臺北市,2004/02/13,中山,4.6,0.85,-,19.3,30,38,-,58.49,23.42,35.06,-,-,-,22.17,-,63.06,38.0,-
116,臺北市,2004/02/13,大同,4.7,0.84,-,-,-,38,-,65.02,28.06,36.96,2.867,0.513,2.36,20.24,-,-,38.0,-
117,臺北市,2004/02/13,萬華,2.3,0.65,-,25.1,-,33,21.0,38.47,10.75,27.71,-,-,-,20.34,-,64.45,40.0,-
118,臺北市,2004/02/13,陽明,2.5,0.14,389.06,51.9,54,40,-,3.12,0.35,2.82,-,-,-,13.87,-,86.0,46.0,-
119,臺北市,2004/02/13,士林,6.3,0.35,-,31.2,-,32,-,20.87,4.06,16.83,-,-,-,19.55,-,65.24,38.0,-
120,臺北市,2004/02/12,松山,5.4,0.58,407.35,20.5,-,51,-,46.92,11.34,35.57,-,-,-,19.56,-,-,50.0,-
121,臺北市,2004/02/12,古亭,1.4,-,-,29.7,-,46,-,29.93,6.65,23.28,-,-,-,19.82,-,59.8,46.0,-
122,臺北市,2004/02/12,中山,2.3,0.63,-,24.0,30,44,-,41.52,10.63,30.87,-,-,-,22.28,-,62.18,44.0,-
123,臺北市,2004/02/12,大同,4.4,0.82,-,-,-,43,-,64.03,27.88,36.15,2.83,0.495,2.34,20.45,-,-,43.0,-
124,臺北市,2004/02/12,萬華,1.8,0.45,-,28.7,-,38,21.0,26.16,3.86,22.28,-,-,-,20.66,-,63.25,38.0,-
125,臺北市,2004/02/12,陽明,1.2,0.14,386.99,52.6,54,26,-,2.03,0.3,1.76,-,-,-,-,-,88.0,46.0,-
126,臺北市,2004/02/12,士林,1.2,0.25,-,39.5,-,34,-,10.39,1.52,8.88,-,-,-,19.95,-,63.62,37.0,-
127,臺北市,2004/02/11,松山,3.4,0.72,411.95,23.5,-,61,-,48.69,14.89,33.79,-,-,-,19.01,-,-,57.0,-
128,臺北市,2004/02/11,古亭,2.8,0.96,-,29.7,-,71,-,53.39,13.04,40.35,-,-,-,19.33,-,55.0,60.0,-
129,臺北市,2004/02/11,中山,3.5,0.95,-,24.2,-,66,-,65.09,21.09,43.99,2.888,0.645,2.24,21.58,-,57.99,58.0,-
130,臺北市,2004/02/11,大同,4.8,1.02,-,-,-,66,-,81.82,30.94,50.88,3.004,0.586,2.42,19.64,-,-,58.0,-
131,臺北市,2004/02/11,萬華,4.2,0.93,-,32.3,-,71,44.0,51.48,9.67,41.81,-,-,-,19.68,-,59.87,70.0,-
132,臺北市,2004/02/11,陽明,1.4,0.21,389.58,52.9,62,31,-,3.35,0.25,3.16,-,-,-,-,-,85.0,71.0,-
133,臺北市,2004/02/11,士林,2.0,0.37,-,43.5,-,45,-,17.66,1.68,15.98,-,-,-,19.35,-,59.88,64.0,-
134,臺北市,2004/02/10,松山,3.1,0.54,405.84,28.9,-,50,-,38.19,10.87,27.33,-,-,-,15.37,-,-,50.0,-
135,臺北市,2004/02/10,古亭,0.6,0.58,-,31.6,-,45,-,29.21,7.14,22.07,3.88,1.035,2.85,15.73,-,55.68,45.0,-
136,臺北市,2004/02/10,中山,3.3,0.64,-,21.7,-,46,-,49.93,15.3,34.62,2.738,0.433,2.3,17.95,-,59.01,46.0,-
137,臺北市,2004/02/10,大同,5.1,0.78,-,-,-,48,-,63.78,26.41,37.37,3.007,0.474,2.53,16.0,-,-,48.0,-
138,臺北市,2004/02/10,萬華,1.0,0.43,-,29.5,-,29,22.0,27.53,4.39,23.12,-,-,-,16.48,-,58.82,36.0,-
139,臺北市,2004/02/10,陽明,1.4,0.15,389.07,54.7,58,33,-,2.12,0.25,1.94,-,-,-,9.73,-,86.0,50.0,-
140,臺北市,2004/02/10,士林,2.6,0.23,-,39.5,-,33,-,11.39,2.62,8.75,-,-,-,15.62,-,60.61,37.0,-
141,臺北市,2004/02/09,松山,2.3,0.76,411.39,23.4,-,28,-,43.25,11.44,31.83,-,-,-,12.5,-,-,33.0,-
142,臺北市,2004/02/09,古亭,1.2,1.09,-,17.1,-,31,-,62.76,23.65,39.1,4.119,1.207,2.91,12.37,-,82.9,31.0,-
143,臺北市,2004/02/09,中山,2.5,0.97,-,13.5,-,29,-,65.74,23.53,42.19,-,-,-,15.21,-,80.83,29.0,-
144,臺北市,2004/02/09,大同,4.1,0.96,-,-,-,33,-,101.68,55.25,46.43,3.303,0.706,2.6,13.62,-,-,33.0,-
145,臺北市,2004/02/09,萬華,1.2,0.84,-,17.3,-,-,22.0,43.54,9.79,33.75,-,-,-,13.2,-,84.95,27.0,-
146,臺北市,2004/02/09,陽明,0.8,0.17,387.28,52.6,59,17,-,1.55,0.25,1.45,-,-,-,-,-,98.0,51.0,-
147,臺北市,2004/02/09,士林,1.0,-,-,23.4,-,30,-,26.89,3.36,23.52,-,-,-,12.16,-,83.92,37.0,-
148,臺北市,2004/02/08,松山,2.7,0.43,402.68,28.0,-,23,-,24.35,3.17,21.19,-,-,-,12.15,-,-,32.0,-
149,臺北市,2004/02/08,古亭,0.7,0.61,-,22.8,-,27,-,33.06,6.91,26.14,3.867,0.953,2.91,12.31,-,87.18,30.0,-
150,臺北市,2004/02/08,中山,1.4,0.52,-,20.0,-,21,-,40.38,9.43,30.95,-,-,-,14.92,-,87.32,30.0,-
151,臺北市,2004/02/08,大同,2.7,0.76,-,-,-,22,-,61.87,28.39,33.48,2.789,0.292,2.5,12.69,-,-,22.0,-
152,臺北市,2004/02/08,萬華,1.0,0.74,-,24.0,-,-,16.0,26.09,2.96,23.08,-,-,-,13.11,-,89.91,29.0,-
153,臺北市,2004/02/08,陽明,0.5,0.19,388.07,48.9,50,-,-,1.24,0.25,1.15,-,-,-,-,-,100.0,43.0,-
154,臺北市,2004/02/08,士林,0.6,0.38,-,25.8,-,20,-,20.81,3.62,17.2,-,-,-,11.59,-,87.92,36.0,-
155,臺北市,2004/02/07,松山,6.0,0.55,407.35,24.1,-,66,-,35.56,7.21,28.36,-,-,-,11.26,-,-,58.0,-
156,臺北市,2004/02/07,古亭,2.6,0.63,-,25.3,-,59,-,33.95,8.89,25.05,3.909,0.935,2.98,11.19,-,74.64,54.0,-
157,臺北市,2004/02/07,中山,3.9,0.61,-,20.9,-,61,-,43.64,9.76,33.88,-,-,-,14.09,-,72.03,56.0,-
158,臺北市,2004/02/07,大同,4.4,0.83,-,-,-,64,-,63.03,27.85,35.18,2.819,0.347,2.47,11.92,-,-,57.0,-
159,臺北市,2004/02/07,萬華,2.8,0.92,-,23.0,-,-,26.0,32.45,5.54,26.9,-,-,-,12.15,-,75.9,31.0,-
160,臺北市,2004/02/07,陽明,1.5,0.25,390.9,48.7,-,37,-,2.96,0.25,2.86,-,-,-,-,-,96.0,44.0,-
161,臺北市,2004/02/07,士林,2.4,0.29,-,37.3,-,55,-,9.9,1.54,8.37,-,-,-,11.91,-,70.18,52.0,-
162,臺北市,2004/02/06,松山,4.6,0.55,405.99,25.4,-,127,-,38.25,8.46,29.82,-,-,-,11.71,-,-,88.0,-
163,臺北市,2004/02/06,古亭,2.3,0.62,-,28.4,-,108,-,29.02,6.84,22.18,3.852,0.925,2.93,11.75,-,73.39,79.0,-
164,臺北市,2004/02/06,中山,3.2,0.68,-,19.9,-,118,-,48.29,11.49,36.81,-,-,-,14.53,-,72.43,84.0,-
165,臺北市,2004/02/06,大同,4.6,1.0,-,-,-,112,-,76.83,36.29,40.54,2.925,0.437,2.49,12.41,-,-,81.0,-
166,臺北市,2004/02/06,萬華,2.2,0.89,-,26.6,-,-,31.0,30.59,4.59,26.0,-,-,-,12.7,-,75.04,34.0,-
167,臺北市,2004/02/06,陽明,0.7,0.29,389.29,52.0,-,76,-,2.02,0.25,1.94,-,-,-,-,-,95.0,63.0,-
168,臺北市,2004/02/06,士林,1.9,0.3,-,38.9,-,109,-,11.53,0.76,10.79,-,-,-,12.46,-,70.45,80.0,-
169,臺北市,2004/02/05,松山,5.7,0.63,408.71,23.8,-,76,-,47.11,12.2,34.94,-,-,-,10.99,-,-,63.0,-
170,臺北市,2004/02/05,古亭,3.4,0.82,-,22.5,-,74,-,41.61,10.67,30.94,3.771,0.98,2.79,11.1,-,78.15,62.0,-
171,臺北市,2004/02/05,中山,3.7,0.77,-,19.4,-,69,-,56.0,15.34,40.65,-,-,-,13.83,-,77.23,60.0,-
172,臺北市,2004/02/05,大同,4.2,1.1,-,-,-,70,-,78.1,36.94,41.16,2.958,0.501,2.46,11.81,-,-,60.0,-
173,臺北市,2004/02/05,萬華,2.9,1.28,-,20.6,-,-,35.0,46.25,18.49,27.76,-,-,-,12.52,-,80.09,33.0,-
174,臺北市,2004/02/05,陽明,1.5,0.23,390.04,51.2,-,43,-,2.56,0.25,2.47,-,-,-,-,-,97.0,46.0,-
175,臺北市,2004/02/05,士林,2.5,0.34,-,36.2,-,61,-,13.11,1.55,11.59,-,-,-,11.1,-,74.4,56.0,-
176,臺北市,2004/02/04,松山,4.4,0.68,407.56,22.0,-,30,-,41.83,8.83,33.04,-,-,-,11.1,-,-,31.0,-
177,臺北市,2004/02/04,古亭,2.7,0.77,-,17.9,28,32,-,48.64,13.54,35.09,3.557,1.128,2.43,11.37,-,86.28,32.0,-
178,臺北市,2004/02/04,中山,2.8,0.78,-,16.1,-,27,-,61.24,14.37,46.87,2.879,0.593,2.29,14.0,-,85.82,27.0,-
179,臺北市,2004/02/04,大同,3.1,1.11,-,-,-,24,-,77.96,37.67,40.28,2.979,0.491,2.49,11.88,-,-,24.0,-
180,臺北市,2004/02/04,萬華,2.4,0.77,-,18.2,-,-,19.0,44.29,13.6,30.71,-,-,-,12.66,-,88.18,25.0,-
181,臺北市,2004/02/04,陽明,1.3,0.32,390.8,48.4,50,7,-,2.18,0.25,2.07,-,-,-,-,-,100.0,44.0,-
182,臺北市,2004/02/04,士林,1.8,0.51,-,24.8,-,19,-,20.04,1.9,18.16,-,-,-,11.18,-,85.94,33.0,-
183,臺北市,2004/02/03,松山,1.6,0.57,403.57,24.0,-,14,-,32.84,7.8,25.08,-,-,-,11.45,-,-,36.0,-
