序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
1,臺北市,2007/04/30,松山,4.4,0.81,417.15,29.3,59,52,34.0,41.66,9.5,32.15,2.201,0.318,1.88,25.79,-,75.49,67.0,-
2,臺北市,2007/04/30,古亭,4.9,0.83,-,25.9,54,56,36.0,40.39,9.42,30.96,2.363,0.327,2.04,25.39,-,76.93,53.0,-
3,臺北市,2007/04/30,中山,5.6,1.05,-,17.8,43,65,43.0,57.17,23.81,33.36,2.449,0.363,2.09,25.75,-,76.93,58.0,-
4,臺北市,2007/04/30,萬華,5.2,0.77,-,29.4,59,53,36.0,34.96,6.67,28.3,-,-,-,26.88,-,72.48,61.0,-
5,臺北市,2007/04/30,陽明,2.3,0.29,390.18,46.9,67,25,19.0,6.08,1.43,4.65,-,-,-,20.02,-,90.07,65.0,-
6,臺北市,2007/04/30,士林,4.5,0.59,-,33.7,68,59,32.0,25.93,5.33,20.59,-,-,-,25.76,-,75.96,69.0,-
7,臺北市,2007/04/29,松山,2.9,0.48,393.27,32.3,45,26,15.0,22.58,4.48,18.1,1.942,0.127,1.82,25.47,-,73.44,41.0,-
8,臺北市,2007/04/29,古亭,2.6,0.51,-,33.4,44,27,16.0,23.79,5.11,18.68,1.985,0.082,1.9,25.63,-,71.73,40.0,-
9,臺北市,2007/04/29,中山,2.7,0.57,-,31.6,41,30,17.0,27.34,6.92,20.41,2.004,0.146,1.86,25.88,-,71.93,38.0,-
10,臺北市,2007/04/29,萬華,2.5,0.6,-,32.2,44,30,13.0,24.98,5.31,19.66,-,-,-,27.26,-,66.68,40.0,-
11,臺北市,2007/04/29,陽明,1.7,0.26,384.85,48.8,57,13,10.0,3.95,1.19,2.76,-,-,-,19.36,-,91.94,49.0,-
12,臺北市,2007/04/29,士林,1.9,0.37,-,41.8,52,28,10.0,12.25,2.39,9.87,-,-,-,26.17,-,68.1,45.0,-
13,臺北市,2007/04/28,松山,2.6,0.53,395.96,37.2,41,43,24.0,28.76,2.92,25.83,1.977,0.156,1.82,22.42,-,87.21,43.0,-
14,臺北市,2007/04/28,古亭,3.4,0.58,-,37.7,43,47,29.0,30.62,3.92,26.7,2.015,0.112,1.9,22.46,-,85.3,47.0,-
15,臺北市,2007/04/28,中山,2.8,0.61,-,35.6,37,44,26.0,31.18,4.37,26.82,1.987,0.126,1.86,22.87,-,83.11,44.0,-
16,臺北市,2007/04/28,萬華,3.6,0.6,-,39.3,44,39,25.0,26.48,2.66,23.82,-,-,-,24.09,-,78.45,39.0,-
17,臺北市,2007/04/28,陽明,1.2,0.26,387.83,60.2,64,8,5.0,2.88,1.08,1.8,-,-,-,16.63,-,96.32,55.0,-
18,臺北市,2007/04/28,士林,1.6,0.44,-,46.9,52,38,19.0,12.97,1.28,11.69,-,-,-,23.58,-,76.58,47.0,-
19,臺北市,2007/04/27,松山,3.0,0.79,408.54,37.6,56,67,42.0,40.62,6.06,34.55,2.228,0.297,1.93,23.93,-,75.08,59.0,-
20,臺北市,2007/04/27,古亭,3.2,0.8,-,37.7,58,64,44.0,37.72,6.87,30.85,2.213,0.231,1.98,23.69,-,75.34,58.0,-
21,臺北市,2007/04/27,中山,3.4,0.92,-,31.8,47,63,45.0,42.73,8.12,34.61,2.259,0.286,1.97,24.09,-,73.96,56.0,-
22,臺北市,2007/04/27,萬華,2.9,0.9,-,34.2,58,62,42.0,45.88,10.54,35.34,-,-,-,25.3,-,69.75,58.0,-
23,臺北市,2007/04/27,陽明,2.0,0.35,394.47,58.2,62,31,25.0,6.01,1.16,4.84,-,-,-,18.0,-,91.24,59.0,-
24,臺北市,2007/04/27,士林,2.5,0.61,-,39.1,57,65,37.0,23.0,2.63,20.37,-,-,-,24.58,-,71.76,58.0,-
25,臺北市,2007/04/26,松山,5.8,0.68,401.5,35.2,41,78,44.0,42.69,5.74,36.96,2.116,0.233,1.88,21.96,-,71.14,64.0,-
26,臺北市,2007/04/26,古亭,4.6,0.73,-,35.8,55,72,46.0,40.64,7.17,33.47,2.103,0.185,1.92,21.66,-,72.48,61.0,-
27,臺北市,2007/04/26,中山,7.4,0.76,-,34.5,47,77,46.0,42.98,6.03,36.95,2.077,0.213,1.86,22.01,-,70.71,64.0,-
28,臺北市,2007/04/26,萬華,6.8,0.71,-,37.4,52,68,40.0,34.6,3.43,31.16,-,-,-,23.12,-,66.61,59.0,-
29,臺北市,2007/04/26,陽明,3.6,0.3,390.22,66.1,70,50,35.0,4.93,0.83,4.1,-,-,-,14.67,-,92.13,63.0,-
30,臺北市,2007/04/26,士林,6.1,0.42,-,55.5,59,79,41.0,16.19,1.5,14.69,-,-,-,22.48,-,66.6,64.0,-
31,臺北市,2007/04/25,松山,3.3,0.52,397.54,41.1,45,45,29.0,31.31,3.25,28.06,1.973,0.158,1.82,19.97,-,76.38,45.0,-
32,臺北市,2007/04/25,古亭,3.6,0.58,-,40.6,47,46,31.0,31.07,5.65,25.42,2.046,0.138,1.91,19.66,-,77.6,52.0,-
33,臺北市,2007/04/25,中山,3.4,0.72,-,31.9,37,47,32.0,40.32,7.79,32.53,2.097,0.214,1.88,20.08,-,76.0,47.0,-
34,臺北市,2007/04/25,萬華,5.7,0.6,-,42.6,48,43,27.0,27.02,3.31,23.71,-,-,-,21.18,-,71.95,47.0,-
35,臺北市,2007/04/25,陽明,2.3,0.26,390.93,62.4,75,24,18.0,4.0,0.98,3.04,-,-,-,13.05,-,94.55,65.0,-
36,臺北市,2007/04/25,士林,3.5,0.46,-,43.3,60,52,25.0,21.35,2.63,18.72,-,-,-,20.09,-,76.5,54.0,-
