序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
1,臺北市,2001/02/28,松山,3.6,1.41,7.9,-,69,-,92.17,57.01,35.16,-,-,-,18.91,-,-,60.0,-
2,臺北市,2001/02/28,古亭,2.8,0.98,9.3,-,48,32,56.09,25.05,31.03,2.723,0.61,2.11,19.42,-,-,48.0,-
3,臺北市,2001/02/28,中山,5.0,1.39,7.7,-,79,-,77.34,42.41,34.93,3.29,0.65,2.64,18.84,-,-,64.0,-
4,臺北市,2001/02/28,大同,7.5,3.17,-,-,80,-,169.12,127.15,41.97,4.007,1.7,2.31,19.38,-,-,65.0,-
5,臺北市,2001/02/28,萬華,5.3,1.17,9.3,-,78,-,59.22,24.71,34.51,-,-,-,19.33,-,-,64.0,-
6,臺北市,2001/02/28,陽明,0.4,0.4,48.1,-,12,-,4.29,0.28,4.01,-,-,-,15.57,-,91.0,48.0,-
7,臺北市,2001/02/28,士林,2.6,1.1,9.8,-,62,-,48.16,21.12,27.04,-,-,-,18.81,-,-,56.0,-
8,臺北市,2001/02/27,松山,4.1,2.0,16.5,-,71,-,-,-,-,-,-,-,22.26,-,-,60.0,-
9,臺北市,2001/02/27,古亭,5.1,1.76,19.7,-,62,28,101.53,54.26,47.27,3.111,0.98,2.13,22.42,-,-,76.0,-
10,臺北市,2001/02/27,中山,7.5,2.16,16.8,-,101,-,121.33,65.25,56.07,3.94,1.16,2.78,21.36,-,-,76.0,-
