序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
1,臺北市,2010/08/31,松山,4.1,1.15,428.47,7.0,14,32,25.0,110.15,70.54,39.61,2.77,0.537,2.23,25.58,89.47,32.0
2,臺北市,2010/08/31,古亭,2.2,1.12,-,11.0,21,25,16.0,57.33,30.91,26.42,2.591,0.496,2.1,25.59,94.98,28.0
3,臺北市,2010/08/31,中山,3.8,1.54,-,9.6,19,29,28.0,82.72,49.72,33.0,2.925,0.704,2.22,25.5,91.63,29.0
4,臺北市,2010/08/31,大同,3.6,2.27,-,-,-,33,-,100.48,66.24,34.24,3.365,1.0,2.37,-,-,35.0
5,臺北市,2010/08/31,萬華,3.7,1.42,-,8.7,18,26,22.0,74.11,40.93,33.18,-,-,-,26.97,90.72,27.0
6,臺北市,2010/08/31,陽明,1.1,0.14,385.58,31.5,34,6,4.0,3.15,0.92,2.23,-,-,-,19.64,-,32.0
7,臺北市,2010/08/31,士林,2.9,0.87,-,12.1,27,34,-,49.57,22.15,27.42,-,-,-,25.21,94.13,34.0
8,臺北市,2010/08/30,松山,2.8,0.64,409.94,19.3,28,33,27.0,56.9,20.8,36.1,2.247,0.263,1.98,26.43,83.41,33.0
9,臺北市,2010/08/30,古亭,1.8,0.62,-,27.3,39,38,25.0,29.74,5.6,24.14,2.35,0.292,2.06,26.56,89.65,38.0
10,臺北市,2010/08/30,中山,3.9,0.94,-,21.1,29,36,35.0,44.78,14.0,30.78,2.468,0.385,2.08,26.43,86.93,36.0
11,臺北市,2010/08/30,大同,4.9,2.03,-,-,-,43,-,71.2,34.16,37.04,2.815,0.7,2.12,-,-,43.0
12,臺北市,2010/08/30,萬華,3.4,0.68,-,23.6,34,32,25.0,30.72,5.29,25.42,-,-,-,29.32,85.26,34.0
13,臺北市,2010/08/30,陽明,1.4,0.25,387.67,46.5,62,9,5.0,3.85,1.37,2.48,-,-,-,20.51,-,53.0
14,臺北市,2010/08/30,士林,3.0,0.47,-,29.4,45,42,-,22.85,3.08,19.76,-,-,-,25.93,82.54,45.0
15,臺北市,2010/08/29,松山,3.2,0.33,397.29,14.9,26,24,16.0,25.81,8.53,17.28,2.05,0.131,1.92,29.46,68.03,24.0
16,臺北市,2010/08/29,古亭,1.7,0.42,-,16.4,28,27,16.0,23.28,7.2,16.09,2.073,0.154,1.92,29.51,74.63,34.0
17,臺北市,2010/08/29,中山,4.4,0.53,-,15.2,27,23,24.0,31.88,12.03,19.86,2.137,0.165,1.97,29.92,68.67,32.0
18,臺北市,2010/08/29,大同,3.8,1.26,-,-,-,30,22.0,60.42,34.76,25.66,2.506,0.46,2.05,-,-,30.0
19,臺北市,2010/08/29,萬華,3.1,0.48,-,14.6,28,22,18.0,33.72,12.44,21.28,-,-,-,32.47,69.3,41.0
20,臺北市,2010/08/29,陽明,1.3,0.08,380.93,19.4,25,8,6.0,3.84,1.31,2.54,-,-,-,21.1,91.96,24.0
21,臺北市,2010/08/29,士林,5.0,0.39,-,18.6,34,32,14.0,18.92,5.45,13.47,-,-,-,29.4,60.12,47.0
22,臺北市,2010/08/28,松山,4.3,0.34,398.12,20.2,47,27,19.0,28.88,10.42,18.46,2.014,0.139,1.88,29.96,65.23,64.0
23,臺北市,2010/08/28,古亭,2.8,0.4,-,24.0,56,35,18.0,23.29,7.42,15.88,2.063,0.161,1.9,30.39,68.95,76.0
24,臺北市,2010/08/28,中山,4.7,0.49,-,20.8,49,29,26.0,28.54,10.3,18.24,2.096,0.194,1.9,30.52,65.78,68.0
25,臺北市,2010/08/28,大同,4.6,1.33,-,-,-,32,22.0,59.71,35.71,24.01,2.478,0.521,1.96,-,-,32.0
26,臺北市,2010/08/28,萬華,4.3,0.46,-,20.2,48,27,21.0,33.18,12.48,20.7,-,-,-,33.22,64.11,63.0
27,臺北市,2010/08/28,陽明,2.2,0.13,383.46,23.4,38,14,10.0,6.61,1.63,4.97,-,-,-,21.82,88.48,42.0
28,臺北市,2010/08/28,士林,4.5,0.27,-,24.5,53,34,13.0,17.88,5.53,12.36,-,-,-,30.35,53.39,70.0
29,臺北市,2010/08/27,松山,4.3,0.34,395.75,10.5,18,23,13.0,27.85,10.81,17.04,2.03,0.145,1.89,29.75,63.89,23.0
30,臺北市,2010/08/27,古亭,3.4,0.42,-,13.8,25,29,15.0,27.87,12.53,15.34,2.048,0.161,1.89,30.17,67.8,29.0
31,臺北市,2010/08/27,中山,4.6,0.54,-,10.0,18,20,22.0,31.05,14.86,16.19,2.101,0.2,1.9,30.4,63.07,20.0
32,臺北市,2010/08/27,大同,3.8,1.53,-,-,-,25,16.0,67.46,47.09,20.38,2.569,0.603,1.97,-,-,25.0
