序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
1,臺北市,2013/03/31,松山,1.0,0.42,412.98,39.1,43,23,11.0,22.95,2.61,20.34,2.027,0.103,1.92,18.6,89.28,42.0
2,臺北市,2013/03/31,古亭,1.7,0.48,-,37.3,46,29,17.0,24.01,3.44,20.58,2.062,0.113,1.95,19.04,93.12,45.0
3,臺北市,2013/03/31,中山,1.3,0.57,-,32.2,39,34,25.0,30.89,5.69,25.21,2.185,0.167,2.02,19.46,88.6,39.0
4,臺北市,2013/03/31,大同,2.0,1.53,-,-,-,39,24.0,83.32,40.99,42.33,2.568,0.478,2.09,-,-,39.0
5,臺北市,2013/03/31,萬華,1.6,0.57,-,27.5,34,25,21.0,31.29,3.32,27.95,-,-,-,19.25,89.31,36.0
6,臺北市,2013/03/31,陽明,1.1,0.23,400.33,57.5,63,5,4.0,2.45,1.52,0.92,-,-,-,13.78,100.0,55.0
7,臺北市,2013/03/31,士林,0.7,0.39,-,40.6,55,15,16.0,16.44,2.54,13.9,-,-,-,18.69,88.74,51.0
8,臺北市,2013/03/30,松山,1.9,0.45,411.55,40.5,49,40,17.0,21.52,2.55,18.97,2.008,0.113,1.9,18.12,86.83,44.0
9,臺北市,2013/03/30,古亭,2.5,0.45,-,42.4,52,44,26.0,19.84,3.06,16.77,1.994,0.091,1.9,19.01,85.97,47.0
10,臺北市,2013/03/30,中山,1.0,0.6,-,34.4,44,50,31.0,28.89,5.25,23.64,2.146,0.166,1.98,19.54,82.86,50.0
11,臺北市,2013/03/30,大同,1.7,1.42,-,-,-,44,28.0,68.99,32.25,36.74,2.487,0.46,2.03,-,-,44.0
12,臺北市,2013/03/30,萬華,1.6,0.52,-,31.7,42,41,25.0,26.92,3.15,23.76,-,-,-,19.27,83.7,41.0
13,臺北市,2013/03/30,陽明,0.5,0.24,399.37,55.2,59,5,5.0,3.33,2.46,0.87,-,-,-,13.96,99.42,52.0
14,臺北市,2013/03/30,士林,1.7,0.42,-,36.9,47,27,22.0,15.51,1.61,13.9,-,-,-,19.3,82.73,44.0
15,臺北市,2013/03/29,松山,3.5,0.46,415.7,36.7,42,23,13.0,25.77,2.73,23.04,2.05,0.131,1.92,17.89,84.34,43.0
16,臺北市,2013/03/29,古亭,1.9,0.55,-,33.5,37,33,17.0,28.59,3.75,24.84,2.077,0.137,1.94,18.33,87.33,40.0
17,臺北市,2013/03/29,中山,0.8,0.68,-,26.9,32,35,22.0,37.31,5.52,31.77,2.182,0.211,1.97,18.97,82.63,35.0
18,臺北市,2013/03/29,大同,2.7,1.8,-,-,-,38,21.0,94.57,48.93,45.65,2.708,0.674,2.03,-,-,38.0
