序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
1,臺北市,2013/06/30,松山,7.1,0.49,429.11,36.7,71,56,45.0,22.36,2.47,19.89,2.034,0.163,1.87,29.71,69.96,65.0
2,臺北市,2013/06/30,古亭,4.6,0.5,-,33.0,60,60,43.0,21.32,3.59,17.73,1.933,0.145,1.79,29.99,72.98,55.0
3,臺北市,2013/06/30,中山,4.7,0.65,-,26.8,50,64,53.0,30.33,5.38,24.96,2.106,0.212,1.89,30.83,69.03,57.0
4,臺北市,2013/06/30,大同,5.5,1.27,-,-,-,67,49.0,53.28,22.09,31.19,2.414,0.376,2.04,-,-,58.0
5,臺北市,2013/06/30,萬華,4.3,0.55,-,27.2,51,51,39.0,26.8,3.88,22.92,-,-,-,30.72,68.68,50.0
6,臺北市,2013/06/30,陽明,1.6,0.27,413.15,42.8,57,36,29.0,7.41,1.75,5.67,-,-,-,23.66,94.39,60.0
7,臺北市,2013/06/30,士林,3.2,0.44,-,33.9,53,55,35.0,18.12,3.19,14.94,-,-,-,30.28,74.38,52.0
8,臺北市,2013/06/29,松山,9.4,0.5,425.97,30.7,65,52,42.0,26.6,4.49,22.12,2.033,0.18,1.85,30.62,65.33,74.0
9,臺北市,2013/06/29,古亭,5.6,0.57,-,28.8,61,59,36.0,26.71,5.11,21.61,1.947,0.172,1.78,30.72,71.14,73.0
10,臺北市,2013/06/29,中山,6.1,0.72,-,24.6,56,58,49.0,37.27,10.16,27.11,2.106,0.234,1.87,31.65,65.83,66.0
11,臺北市,2013/06/29,大同,6.7,1.22,-,-,-,66,43.0,54.71,24.76,29.95,2.364,0.381,1.98,-,-,58.0
12,臺北市,2013/06/29,萬華,6.7,0.61,-,23.6,54,54,34.0,33.24,7.29,25.96,-,-,-,31.63,65.78,56.0
13,臺北市,2013/06/29,陽明,2.2,0.23,409.82,41.0,63,28,22.0,6.92,1.57,5.34,-,-,-,25.0,83.41,69.0
14,臺北市,2013/06/29,士林,4.3,0.43,-,33.9,60,57,35.0,19.16,4.47,14.69,-,-,-,31.05,70.99,63.0
15,臺北市,2013/06/28,松山,2.6,0.58,434.29,24.1,57,50,35.0,26.64,6.62,20.02,2.064,0.232,1.83,31.19,60.35,67.0
16,臺北市,2013/06/28,古亭,3.1,0.63,-,21.6,48,55,29.0,26.34,8.04,18.3,1.976,0.215,1.76,30.91,67.58,53.0
17,臺北市,2013/06/28,中山,4.4,0.95,-,17.1,40,62,43.0,42.44,17.01,25.44,2.167,0.321,1.85,32.36,59.68,56.0
