序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
1,臺北市,2011/03/31,松山,2.3,0.49,407.74,33.7,40,57,24.0,33.7,6.36,27.34,2.186,0.187,2.0,19.25,57.81,54.0
2,臺北市,2011/03/31,古亭,1.6,0.42,-,43.0,47,57,35.0,23.32,4.85,18.47,2.009,0.105,1.9,19.67,60.39,54.0
3,臺北市,2011/03/31,中山,2.0,0.62,-,31.2,39,62,40.0,40.58,8.72,31.86,2.178,0.224,1.95,19.62,58.73,56.0
4,臺北市,2011/03/31,大同,3.5,1.45,-,-,-,60,38.0,90.24,44.46,45.78,2.587,0.588,2.0,-,-,55.0
5,臺北市,2011/03/31,萬華,1.8,0.51,-,31.2,36,55,35.0,36.88,6.8,30.08,-,-,-,19.47,58.4,52.0
6,臺北市,2011/03/31,陽明,2.6,0.17,388.26,54.6,56,33,24.0,3.45,1.13,2.33,-,-,-,12.43,92.84,48.0
7,臺北市,2011/03/31,士林,3.6,0.31,-,48.5,53,53,32.0,15.23,2.21,13.02,-,-,-,19.67,58.62,52.0
8,臺北市,2011/03/30,松山,3.2,0.46,408.28,46.1,53,74,27.0,26.6,3.56,23.05,2.127,0.156,1.97,16.78,52.57,62.0
9,臺北市,2011/03/30,古亭,3.4,0.42,-,54.7,67,77,39.0,20.9,3.88,17.02,2.01,0.101,1.91,17.39,54.5,67.0
10,臺北市,2011/03/30,中山,4.6,0.58,-,39.4,48,77,45.0,37.1,6.62,30.48,2.173,0.196,1.98,17.08,53.94,64.0
11,臺北市,2011/03/30,大同,5.0,1.01,-,-,-,76,46.0,61.96,23.23,38.73,2.385,0.396,1.99,-,-,63.0
12,臺北市,2011/03/30,萬華,3.9,0.47,-,42.4,52,70,39.0,31.86,5.19,26.67,-,-,-,17.04,52.37,60.0
13,臺北市,2011/03/30,陽明,3.4,0.22,390.66,61.9,69,40,26.0,4.2,1.17,3.03,-,-,-,9.68,87.04,65.0
14,臺北市,2011/03/30,士林,4.0,0.34,-,58.9,68,69,34.0,13.12,2.65,10.48,-,-,-,16.91,53.42,64.0
15,臺北市,2011/03/29,松山,3.7,0.54,411.71,43.6,66,65,25.0,33.66,5.51,28.15,2.22,0.191,2.03,17.94,55.33,59.0
16,臺北市,2011/03/29,古亭,3.6,0.63,-,43.8,63,67,38.0,38.07,9.96,28.11,2.189,0.182,2.01,18.49,58.73,58.0
17,臺北市,2011/03/29,中山,4.1,0.72,-,37.1,57,68,41.0,46.22,8.21,38.0,2.296,0.252,2.05,18.43,55.05,59.0
18,臺北市,2011/03/29,大同,4.6,1.61,-,-,-,72,42.0,96.24,42.21,54.03,2.785,0.686,2.1,-,-,61.0
19,臺北市,2011/03/29,萬華,3.4,0.61,-,39.3,57,57,35.0,40.34,7.06,33.27,-,-,-,18.46,53.75,55.0
20,臺北市,2011/03/29,陽明,3.7,0.21,389.44,69.6,77,39,27.0,3.65,1.43,2.22,-,-,-,11.43,84.58,68.0
21,臺北市,2011/03/29,士林,5.3,0.44,-,51.4,71,61,34.0,22.37,2.47,19.88,-,-,-,18.22,55.68,66.0
22,臺北市,2011/03/28,松山,2.7,0.51,409.02,26.2,43,31,17.0,41.38,9.21,32.17,2.199,0.188,2.01,13.94,79.86,50.0
23,臺北市,2011/03/28,古亭,1.5,0.51,-,33.1,47,37,20.0,32.64,7.12,25.51,2.088,0.143,1.95,14.31,82.26,50.0
24,臺北市,2011/03/28,中山,2.2,0.72,-,23.0,38,39,28.0,51.7,14.4,37.28,2.301,0.27,2.03,14.42,76.99,47.0
25,臺北市,2011/03/28,大同,4.6,2.02,-,-,-,51,27.0,126.31,77.76,48.55,2.92,0.848,2.07,-,-,50.0
26,臺北市,2011/03/28,萬華,2.3,0.64,-,20.5,39,34,20.0,47.03,11.94,35.09,-,-,-,14.38,77.16,47.0
27,臺北市,2011/03/28,陽明,0.9,0.16,387.84,53.8,56,13,9.0,2.19,0.95,1.21,-,-,-,8.18,97.52,51.0
28,臺北市,2011/03/28,士林,1.9,0.38,-,40.9,48,35,20.0,20.35,4.74,15.62,-,-,-,14.63,73.32,49.0
29,臺北市,2011/03/27,松山,2.7,0.37,403.61,41.6,44,26,16.0,21.77,1.19,20.58,2.058,0.085,1.97,12.05,85.24,40.0
30,臺北市,2011/03/27,古亭,1.4,0.4,-,40.8,43,33,23.0,23.29,2.75,20.53,2.0,0.082,1.92,12.16,91.17,39.0
31,臺北市,2011/03/27,中山,1.2,0.45,-,33.0,38,29,26.0,32.22,3.4,28.82,2.096,0.128,1.97,12.25,85.74,34.0
32,臺北市,2011/03/27,大同,3.0,0.94,-,-,-,32,23.0,82.25,38.89,43.37,2.354,0.348,2.01,-,-,32.0
33,臺北市,2011/03/27,萬華,2.4,0.41,-,33.1,36,30,19.0,31.56,4.66,26.91,-,-,-,12.2,85.34,36.0
34,臺北市,2011/03/27,陽明,1.1,0.19,389.94,56.4,59,5,5.0,2.41,0.31,2.06,-,-,-,6.7,96.3,49.0
35,臺北市,2011/03/27,士林,1.6,0.32,-,48.3,54,22,14.0,11.81,0.13,11.81,-,-,-,12.32,81.55,47.0
36,臺北市,2011/03/26,松山,2.4,0.35,403.25,31.2,42,33,15.0,26.1,3.55,22.55,2.059,0.116,1.94,12.38,80.98,41.0
37,臺北市,2011/03/26,古亭,0.9,0.36,-,35.0,46,39,19.0,23.24,4.17,19.06,1.991,0.087,1.9,12.72,83.55,44.0
38,臺北市,2011/03/26,中山,2.5,0.44,-,26.2,37,36,23.0,33.52,6.81,26.71,2.067,0.147,1.92,12.7,79.91,39.0
39,臺北市,2011/03/26,大同,3.6,1.24,-,-,-,44,22.0,89.89,49.92,39.97,2.497,0.515,1.98,-,-,44.0
40,臺北市,2011/03/26,萬華,2.0,0.37,-,27.6,38,32,16.0,29.7,5.33,24.36,-,-,-,12.55,80.39,37.0
41,臺北市,2011/03/26,陽明,1.0,0.13,388.62,47.8,50,5,3.0,1.53,0.56,0.94,-,-,-,6.69,100.0,44.0
42,臺北市,2011/03/26,士林,0.7,0.27,-,42.9,50,27,14.0,12.1,0.81,11.32,-,-,-,13.0,72.76,46.0
43,臺北市,2011/03/25,松山,4.9,0.49,399.27,38.5,43,86,29.0,30.99,3.98,27.04,2.157,0.155,2.0,14.33,62.79,68.0
44,臺北市,2011/03/25,古亭,2.8,0.52,-,40.0,46,89,42.0,29.81,4.74,25.04,2.105,0.155,1.95,14.33,68.56,70.0
45,臺北市,2011/03/25,中山,4.0,0.65,-,33.0,36,89,47.0,40.38,7.67,32.7,2.173,0.209,1.96,14.53,63.91,70.0
46,臺北市,2011/03/25,大同,4.7,1.22,-,-,-,90,45.0,82.66,37.48,45.18,2.507,0.504,2.0,-,-,70.0
47,臺北市,2011/03/25,萬華,4.4,0.55,-,32.7,37,81,39.0,38.54,6.14,32.4,-,-,-,14.38,64.44,66.0
48,臺北市,2011/03/25,陽明,3.0,0.24,391.93,57.6,62,45,27.0,4.3,0.88,3.42,-,-,-,7.11,96.76,53.0
49,臺北市,2011/03/25,士林,3.1,0.37,-,53.6,58,76,39.0,13.87,1.94,11.93,-,-,-,14.35,61.25,63.0
50,臺北市,2011/03/24,松山,5.9,0.59,395.32,33.2,47,84,29.0,37.01,6.05,30.96,2.186,0.176,2.01,14.12,72.51,67.0
51,臺北市,2011/03/24,古亭,3.1,0.55,-,39.4,51,83,43.0,29.46,4.7,24.76,2.076,0.133,1.94,14.4,75.5,66.0
52,臺北市,2011/03/24,中山,3.6,0.69,-,31.8,43,88,52.0,39.88,7.93,31.98,2.169,0.208,1.96,14.44,71.56,69.0
53,臺北市,2011/03/24,大同,4.6,1.28,-,-,-,90,51.0,71.29,30.97,40.32,2.516,0.497,2.02,-,-,70.0
54,臺北市,2011/03/24,萬華,4.0,0.57,-,34.3,46,80,42.0,35.28,5.09,30.19,-,-,-,14.29,71.79,65.0
55,臺北市,2011/03/24,陽明,3.5,0.29,396.06,57.9,59,32,22.0,4.26,1.05,3.21,-,-,-,7.22,97.59,52.0
56,臺北市,2011/03/24,士林,4.0,0.41,-,52.4,56,76,39.0,12.97,1.36,11.66,-,-,-,14.34,67.79,63.0
57,臺北市,2011/03/23,松山,3.2,0.43,402.4,32.1,39,61,23.0,30.43,5.49,24.95,2.103,0.139,1.96,13.6,70.98,56.0
58,臺北市,2011/03/23,古亭,1.4,0.4,-,38.1,43,65,26.0,21.16,3.86,17.29,2.01,0.093,1.92,13.78,74.87,58.0
59,臺北市,2011/03/23,中山,1.6,0.55,-,29.1,39,64,31.0,32.87,6.21,26.66,2.097,0.174,1.92,13.99,69.15,57.0
60,臺北市,2011/03/23,大同,3.2,1.12,-,-,-,65,30.0,69.4,32.25,37.16,2.425,0.433,1.99,-,-,58.0
61,臺北市,2011/03/23,萬華,1.8,0.44,-,30.7,38,59,27.0,32.19,6.09,26.11,-,-,-,13.79,69.69,54.0
62,臺北市,2011/03/23,陽明,1.3,0.21,394.89,51.0,57,20,13.0,2.86,1.09,1.78,-,-,-,6.11,95.35,51.0
63,臺北市,2011/03/23,士林,1.6,0.32,-,47.8,52,51,18.0,11.4,2.29,9.11,-,-,-,13.83,65.6,50.0
64,臺北市,2011/03/22,松山,1.6,0.43,406.87,40.7,47,25,14.0,19.81,1.79,18.03,2.061,0.104,1.96,14.13,76.82,43.0
65,臺北市,2011/03/22,古亭,1.7,0.53,-,36.7,44,30,17.0,24.73,4.55,20.17,2.041,0.114,1.93,14.67,78.59,40.0
66,臺北市,2011/03/22,中山,2.2,0.63,-,32.4,39,25,23.0,29.65,6.21,23.45,2.092,0.157,1.94,15.09,71.16,37.0
67,臺北市,2011/03/22,大同,2.3,1.11,-,-,-,27,20.0,64.98,30.91,34.08,2.437,0.411,2.03,-,-,27.0
68,臺北市,2011/03/22,萬華,1.7,0.49,-,32.6,40,24,20.0,29.06,5.84,23.22,-,-,-,14.75,72.35,38.0
69,臺北市,2011/03/22,陽明,0.9,0.29,393.43,49.1,50,6,4.0,3.83,1.27,2.56,-,-,-,7.46,95.69,45.0
70,臺北市,2011/03/22,士林,1.1,0.43,-,42.8,49,23,16.0,15.2,2.53,12.67,-,-,-,14.51,74.42,45.0
71,臺北市,2011/03/21,松山,4.5,0.89,438.64,12.9,19,67,31.0,56.08,23.22,32.86,2.728,0.403,2.33,22.87,78.01,58.0
72,臺北市,2011/03/21,古亭,3.8,0.91,-,15.2,20,70,48.0,47.13,15.59,31.54,2.463,0.366,2.1,23.46,80.49,60.0
73,臺北市,2011/03/21,中山,5.7,1.39,-,9.3,13,81,52.0,80.38,42.78,37.59,2.89,0.57,2.32,23.5,79.01,66.0
74,臺北市,2011/03/21,大同,5.6,1.79,-,-,-,76,56.0,88.49,48.01,40.48,3.325,0.773,2.55,-,-,63.0
75,臺北市,2011/03/21,萬華,4.4,1.1,-,10.9,13,69,48.0,57.97,24.82,33.15,-,-,-,23.17,80.22,60.0
76,臺北市,2011/03/21,陽明,1.5,0.2,402.49,26.5,36,15,10.0,8.32,1.08,7.24,-,-,-,17.93,97.24,36.0
77,臺北市,2011/03/21,士林,3.5,1.0,-,13.1,20,75,47.0,53.01,17.66,35.35,-,-,-,22.63,82.94,62.0
78,臺北市,2011/03/20,松山,7.3,1.4,443.66,36.1,84,92,45.0,80.98,36.78,44.21,3.129,0.664,2.47,23.45,68.92,93.0
79,臺北市,2011/03/20,古亭,5.2,1.21,-,40.2,90,102,69.0,64.06,25.52,38.54,2.873,0.547,2.33,23.58,74.2,99.0
80,臺北市,2011/03/20,中山,8.3,1.63,-,30.9,72,116,74.0,97.67,47.03,50.64,3.277,0.735,2.54,23.42,72.84,83.0
81,臺北市,2011/03/20,大同,9.5,2.13,-,-,-,110,85.0,115.77,61.48,54.29,3.652,0.917,2.73,-,-,80.0
82,臺北市,2011/03/20,萬華,7.5,1.46,-,31.8,77,100,71.0,81.1,34.63,46.47,-,-,-,23.28,73.34,99.0
83,臺北市,2011/03/20,陽明,3.6,0.25,408.12,54.6,80,34,25.0,8.97,1.43,7.54,-,-,-,19.14,87.79,89.0
84,臺北市,2011/03/20,士林,6.2,1.46,-,41.5,89,105,70.0,81.72,44.17,37.55,-,-,-,22.98,74.21,94.0
85,臺北市,2011/03/19,松山,7.7,1.21,436.56,12.6,21,85,35.0,76.25,28.36,47.89,2.829,0.555,2.27,19.75,71.59,68.0
86,臺北市,2011/03/19,古亭,7.6,1.44,-,11.2,24,103,65.0,88.05,37.09,50.95,3.012,0.722,2.29,19.64,78.66,76.0
87,臺北市,2011/03/19,中山,9.0,1.58,-,7.4,17,101,60.0,106.22,53.7,52.52,3.126,0.749,2.38,19.69,76.15,76.0
88,臺北市,2011/03/19,大同,9.6,2.55,-,-,-,102,71.0,144.35,90.23,54.12,3.672,1.125,2.55,-,-,76.0
89,臺北市,2011/03/19,萬華,9.0,1.66,-,8.2,19,101,67.0,103.13,51.77,51.36,-,-,-,19.28,78.75,76.0
90,臺北市,2011/03/19,陽明,1.9,0.23,397.4,36.4,41,20,16.0,5.58,1.04,4.53,-,-,-,14.58,97.36,38.0
91,臺北市,2011/03/19,士林,4.0,0.95,-,16.2,28,80,49.0,55.42,21.87,33.55,-,-,-,18.82,78.7,65.0
92,臺北市,2011/03/18,松山,1.5,0.45,407.18,41.7,54,87,28.0,26.34,4.14,22.2,2.098,0.142,1.96,18.94,56.27,68.0
93,臺北市,2011/03/18,古亭,1.1,0.56,-,39.1,55,87,39.0,30.76,5.9,24.86,2.093,0.141,1.95,19.15,59.93,68.0
94,臺北市,2011/03/18,中山,3.0,0.82,-,30.3,47,86,46.0,49.64,15.44,34.2,2.274,0.265,2.01,19.0,59.09,68.0
95,臺北市,2011/03/18,大同,4.6,1.78,-,-,-,87,50.0,109.85,61.04,48.81,2.796,0.703,2.09,-,-,68.0
96,臺北市,2011/03/18,萬華,2.9,0.68,-,10.1,21,80,44.0,47.65,13.3,34.34,-,-,-,19.01,57.93,65.0
97,臺北市,2011/03/18,陽明,2.4,0.23,396.36,53.8,59,46,28.0,3.82,0.91,2.91,-,-,-,11.35,99.39,52.0
98,臺北市,2011/03/18,士林,1.5,0.41,-,48.1,60,76,40.0,15.98,1.24,14.74,-,-,-,18.71,58.84,63.0
99,臺北市,2011/03/17,松山,3.9,0.44,405.25,43.0,50,89,25.0,27.32,4.45,22.86,2.12,0.141,1.98,15.7,45.09,70.0
100,臺北市,2011/03/17,古亭,2.8,0.41,-,50.9,54,82,33.0,18.06,2.86,15.2,2.025,0.095,1.93,15.95,49.6,66.0
101,臺北市,2011/03/17,中山,4.2,0.54,-,38.8,42,88,39.0,33.96,5.85,28.11,2.12,0.171,1.95,15.96,46.76,69.0
102,臺北市,2011/03/17,大同,5.7,1.05,-,-,-,82,37.0,69.44,28.49,40.95,2.448,0.418,2.03,-,-,66.0
103,臺北市,2011/03/17,萬華,4.3,0.45,-,4.7,8,75,34.0,29.95,4.69,25.26,-,-,-,15.77,46.85,62.0
104,臺北市,2011/03/17,陽明,6.0,0.24,398.84,58.7,67,49,25.0,5.2,1.06,4.14,-,-,-,7.76,99.4,59.0
105,臺北市,2011/03/17,士林,5.4,0.33,-,56.3,64,78,32.0,12.53,1.1,11.41,-,-,-,15.78,46.59,64.0
106,臺北市,2011/03/16,松山,7.1,0.51,406.11,29.9,38,107,35.0,27.39,4.15,23.23,2.151,0.145,2.01,13.38,52.25,78.0
107,臺北市,2011/03/16,古亭,6.2,0.56,-,30.7,40,113,51.0,28.93,6.0,22.93,2.103,0.136,1.97,13.5,57.16,82.0
108,臺北市,2011/03/16,中山,6.7,0.64,-,24.5,30,113,53.0,37.78,9.12,28.66,2.154,0.194,1.96,13.54,53.5,82.0
109,臺北市,2011/03/16,大同,7.2,0.94,-,-,-,103,53.0,59.13,26.31,32.82,2.347,0.336,2.01,-,-,76.0
110,臺北市,2011/03/16,萬華,6.3,0.55,-,23.1,31,98,51.0,34.18,6.74,27.44,-,-,-,13.33,53.74,74.0
111,臺北市,2011/03/16,陽明,5.9,0.32,400.93,41.3,56,58,29.0,8.54,1.46,7.08,-,-,-,4.87,99.41,54.0
112,臺北市,2011/03/16,士林,5.7,0.41,-,39.3,52,102,44.0,14.72,1.02,13.76,-,-,-,13.08,53.4,76.0
113,臺北市,2011/03/15,松山,2.6,0.49,403.38,34.6,42,52,26.0,22.13,2.38,19.75,2.118,0.113,2.01,15.54,76.07,51.0
114,臺北市,2011/03/15,古亭,1.1,0.53,-,33.0,42,61,37.0,24.91,4.5,20.41,2.071,0.124,1.95,15.94,78.5,56.0
115,臺北市,2011/03/15,中山,2.1,0.63,-,29.2,40,51,38.0,33.01,8.16,24.85,2.129,0.178,1.95,16.46,71.3,50.0
116,臺北市,2011/03/15,大同,2.4,1.09,-,-,-,50,37.0,59.78,28.57,31.21,2.406,0.399,2.01,-,-,50.0
117,臺北市,2011/03/15,萬華,1.3,0.52,-,28.6,39,42,32.0,28.46,5.28,23.19,-,-,-,16.07,72.71,42.0
118,臺北市,2011/03/15,陽明,2.0,0.29,397.5,44.4,50,12,8.0,5.13,1.1,4.02,-,-,-,8.77,99.4,48.0
119,臺北市,2011/03/15,士林,2.0,0.39,-,44.5,50,40,25.0,11.66,2.06,9.6,-,-,-,16.2,67.95,50.0
120,臺北市,2011/03/14,松山,4.7,1.04,429.25,23.2,37,58,28.0,55.39,21.68,33.72,2.766,0.402,2.36,21.81,71.35,54.0
121,臺北市,2011/03/14,古亭,4.6,1.02,-,22.4,37,63,39.0,53.88,21.19,32.68,2.525,0.369,2.16,22.08,74.24,56.0
122,臺北市,2011/03/14,中山,5.4,1.41,-,17.6,28,70,47.0,77.83,37.67,40.16,2.891,0.556,2.33,22.31,71.44,60.0
123,臺北市,2011/03/14,大同,5.6,2.21,-,-,-,69,51.0,99.06,56.06,43.01,3.316,0.855,2.46,-,-,60.0
124,臺北市,2011/03/14,萬華,5.0,1.23,-,18.3,32,66,40.0,62.28,27.48,34.81,-,-,-,21.84,72.99,58.0
125,臺北市,2011/03/14,陽明,2.4,0.26,394.7,50.5,51,24,18.0,5.22,1.35,3.87,-,-,-,16.59,99.39,51.0
126,臺北市,2011/03/14,士林,4.2,0.63,-,29.8,43,54,33.0,30.92,6.89,24.03,-,-,-,21.84,72.04,52.0
127,臺北市,2011/03/13,松山,3.8,0.84,418.91,23.3,46,40,24.0,46.83,17.32,29.51,2.481,0.272,2.21,18.65,75.54,44.0
128,臺北市,2011/03/13,古亭,3.1,1.12,-,20.0,41,58,37.0,64.3,30.37,33.93,2.587,0.38,2.21,19.16,78.19,54.0
129,臺北市,2011/03/13,中山,3.4,1.01,-,17.9,37,52,39.0,62.06,26.96,35.09,2.512,0.341,2.17,19.17,75.26,51.0
130,臺北市,2011/03/13,大同,5.2,2.13,-,-,-,55,44.0,120.68,76.15,44.53,3.119,0.786,2.33,-,-,52.0
131,臺北市,2011/03/13,萬華,2.6,0.89,-,18.2,38,47,33.0,57.16,23.2,33.96,-,-,-,18.95,75.61,47.0
132,臺北市,2011/03/13,陽明,2.1,0.27,390.67,47.9,50,15,14.0,4.17,1.5,2.67,-,-,-,15.26,99.39,46.0
133,臺北市,2011/03/13,士林,2.2,0.74,-,26.2,48,46,29.0,35.07,10.99,24.08,-,-,-,19.2,73.96,46.0
134,臺北市,2011/03/12,松山,3.5,0.92,419.62,17.6,28,55,28.0,62.04,20.57,41.48,2.485,0.345,2.14,15.72,85.09,52.0
135,臺北市,2011/03/12,古亭,2.5,0.96,-,16.0,21,67,41.0,55.58,15.51,40.07,2.504,0.407,2.1,15.58,90.39,58.0
136,臺北市,2011/03/12,中山,2.6,1.19,-,13.9,20,61,45.0,75.96,31.83,44.13,2.605,0.456,2.15,15.51,87.57,56.0
137,臺北市,2011/03/12,大同,3.2,1.49,-,-,-,61,45.0,80.0,37.66,42.33,2.905,0.569,2.34,-,-,56.0
138,臺北市,2011/03/12,萬華,4.0,1.06,-,13.1,19,55,40.0,63.58,23.39,40.2,-,-,-,15.22,88.81,52.0
139,臺北市,2011/03/12,陽明,1.1,0.29,395.18,56.0,59,17,15.0,4.01,0.48,3.47,-,-,-,12.76,99.39,57.0
140,臺北市,2011/03/12,士林,1.3,0.62,-,27.1,40,50,34.0,33.79,7.58,26.21,-,-,-,15.02,87.76,50.0
141,臺北市,2011/03/11,松山,3.6,0.52,406.8,37.3,55,46,34.0,39.35,4.47,34.89,2.166,0.163,2.0,14.52,86.83,51.0
142,臺北市,2011/03/11,古亭,2.0,0.56,-,44.3,59,49,36.0,31.96,4.28,27.68,2.046,0.134,1.91,14.63,90.65,53.0
143,臺北市,2011/03/11,中山,3.8,0.64,-,34.9,52,47,42.0,42.04,5.63,36.4,2.165,0.19,1.98,14.65,87.34,49.0
