序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
1,臺北市,2011/04/30,松山,5.2,1.01,433.45,29.9,63,109,58.0,53.65,9.07,44.58,2.633,0.393,2.24,25.38,72.73,82.0
2,臺北市,2011/04/30,古亭,4.2,1.05,-,32.5,66,109,77.0,50.3,8.13,42.17,2.598,0.415,2.18,25.57,78.64,89.0
3,臺北市,2011/04/30,中山,5.3,1.27,-,25.3,48,120,83.0,70.21,16.91,53.3,2.704,0.5,2.2,26.0,74.24,85.0
4,臺北市,2011/04/30,大同,5.3,2.14,-,-,-,119,86.0,91.0,35.68,55.33,3.197,0.781,2.42,-,-,84.0
5,臺北市,2011/04/30,萬華,4.8,1.23,-,29.0,56,109,80.0,57.58,10.37,47.21,-,-,-,25.54,74.4,80.0
6,臺北市,2011/04/30,陽明,2.5,0.2,396.74,36.8,51,33,27.0,9.52,1.69,7.83,-,-,-,19.77,90.97,62.0
7,臺北市,2011/04/30,士林,4.1,0.88,-,35.4,62,103,72.0,39.85,5.81,34.04,-,-,-,25.18,75.59,84.0
8,臺北市,2011/04/29,松山,2.2,0.75,416.69,26.9,34,84,38.0,41.9,7.64,34.26,2.434,0.267,2.17,25.34,65.04,67.0
9,臺北市,2011/04/29,古亭,2.7,0.81,-,33.9,46,89,56.0,39.1,6.02,33.08,2.279,0.254,2.03,25.41,70.79,70.0
10,臺北市,2011/04/29,中山,3.9,0.99,-,28.0,39,-,64.0,51.92,10.79,41.14,2.479,0.359,2.12,25.87,66.81,46.0
11,臺北市,2011/04/29,大同,5.5,2.31,-,-,-,101,66.0,100.44,47.4,53.04,3.151,0.855,2.3,-,-,76.0
12,臺北市,2011/04/29,萬華,3.0,0.93,-,29.7,41,85,58.0,43.95,5.75,38.19,-,-,-,25.37,66.79,68.0
13,臺北市,2011/04/29,陽明,3.2,0.27,393.24,67.2,81,55,43.0,8.38,0.81,7.56,-,-,-,19.64,81.62,71.0
14,臺北市,2011/04/29,士林,2.9,0.64,-,38.5,50,85,56.0,31.96,3.04,28.92,-,-,-,25.0,67.9,68.0
15,臺北市,2011/04/28,松山,4.3,0.61,404.37,54.3,67,95,42.0,30.45,3.99,26.45,2.184,0.166,2.02,24.0,63.33,72.0
16,臺北市,2011/04/28,古亭,3.3,0.56,-,60.0,71,100,56.0,23.78,2.42,21.36,2.079,0.132,1.95,24.46,67.72,75.0
17,臺北市,2011/04/28,中山,4.7,0.7,-,50.6,69,98,60.0,34.09,4.38,29.71,2.136,0.197,1.94,24.63,64.5,74.0
18,臺北市,2011/04/28,大同,5.2,1.57,-,-,-,104,60.0,70.58,26.42,44.16,2.643,0.613,2.03,-,-,77.0
19,臺北市,2011/04/28,萬華,4.3,0.62,-,50.2,69,94,54.0,35.53,4.91,30.62,-,-,-,24.1,64.65,72.0
20,臺北市,2011/04/28,陽明,3.8,0.24,387.98,76.1,80,63,46.0,4.93,0.66,4.26,-,-,-,17.68,87.59,73.0
21,臺北市,2011/04/28,士林,4.3,0.42,-,67.5,79,92,55.0,16.45,1.56,14.9,-,-,-,24.13,62.07,71.0
22,臺北市,2011/04/27,松山,5.0,0.69,420.36,47.0,72,89,39.0,35.0,7.2,27.81,2.363,0.27,2.09,26.51,57.48,78.0
23,臺北市,2011/04/27,古亭,4.4,0.67,-,49.6,77,85,53.0,32.43,6.94,25.49,2.273,0.248,2.03,26.46,63.89,78.0
24,臺北市,2011/04/27,中山,5.8,0.93,-,37.7,57,87,55.0,44.58,9.32,35.24,2.467,0.367,2.1,27.26,59.28,68.0
25,臺北市,2011/04/27,大同,5.4,2.08,-,-,-,89,57.0,82.15,36.64,45.51,2.971,0.761,2.21,-,-,70.0
26,臺北市,2011/04/27,萬華,4.0,0.68,-,45.4,72,76,51.0,32.73,4.73,28.0,-,-,-,26.49,59.65,76.0
27,臺北市,2011/04/27,陽明,3.0,0.22,396.84,60.0,90,47,36.0,8.96,0.83,8.12,-,-,-,20.16,85.56,80.0
28,臺北市,2011/04/27,士林,4.9,0.57,-,49.0,81,72,46.0,26.04,4.05,22.04,-,-,-,26.88,61.51,80.0
29,臺北市,2011/04/26,松山,4.6,0.94,434.31,28.7,55,81,37.0,62.91,14.47,48.44,2.637,0.452,2.19,24.47,57.51,66.0
30,臺北市,2011/04/26,古亭,4.8,0.87,-,37.2,71,79,44.0,43.69,7.18,36.52,2.405,0.352,2.05,24.31,64.37,74.0
31,臺北市,2011/04/26,中山,6.0,1.1,-,28.1,49,81,49.0,61.49,15.21,46.27,2.575,0.484,2.09,24.98,58.63,66.0
32,臺北市,2011/04/26,大同,6.8,2.66,-,-,-,80,52.0,113.05,57.81,55.23,3.329,1.076,2.25,-,-,65.0
33,臺北市,2011/04/26,萬華,5.3,0.9,-,34.6,58,70,47.0,45.59,5.4,40.18,-,-,-,24.43,58.17,60.0
34,臺北市,2011/04/26,陽明,5.8,0.3,404.98,69.0,79,44,35.0,10.66,0.94,9.72,-,-,-,18.75,70.37,74.0
35,臺北市,2011/04/26,士林,5.6,0.78,-,31.0,65,68,44.0,42.02,6.64,35.38,-,-,-,23.89,61.76,66.0
36,臺北市,2011/04/25,松山,3.7,0.88,430.63,29.3,61,66,26.0,57.88,14.41,43.47,2.615,0.392,2.22,23.19,40.37,71.0
37,臺北市,2011/04/25,古亭,3.8,0.85,-,36.9,71,65,34.0,48.98,9.44,39.54,2.394,0.361,2.03,22.75,48.97,98.0
38,臺北市,2011/04/25,中山,4.5,0.98,-,31.3,58,73,42.0,57.31,13.0,44.29,2.459,0.401,2.06,23.63,44.29,69.0
39,臺北市,2011/04/25,大同,5.0,1.95,-,-,-,74,42.0,89.64,39.86,49.78,3.027,0.795,2.23,-,-,62.0
40,臺北市,2011/04/25,萬華,4.2,0.88,-,34.6,63,-,40.0,44.43,6.44,37.99,-,-,-,22.99,44.46,84.0
41,臺北市,2011/04/25,陽明,5.2,0.27,395.55,69.2,74,41,30.0,7.05,1.09,5.96,-,-,-,18.06,66.49,72.0
42,臺北市,2011/04/25,士林,3.6,0.62,-,35.3,68,66,32.0,35.62,4.14,31.48,-,-,-,22.5,49.67,68.0
43,臺北市,2011/04/24,松山,3.4,0.55,415.9,34.7,55,44,19.0,39.33,10.69,28.63,2.412,0.253,2.16,22.73,24.57,52.0
