序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
1,臺北市,2005/03/31,松山,6.1,0.94,409.4,16.7,-,35,-,62.65,22.51,40.14,-,-,-,18.52,-,84.43,36.0,-
2,臺北市,2005/03/31,古亭,8.1,1.12,-,13.5,-,36,19.0,68.49,23.33,45.16,2.555,0.458,2.1,17.45,-,88.62,36.0,-
3,臺北市,2005/03/31,中山,8.0,1.6,-,10.9,-,51,29.0,93.0,41.83,51.17,-,-,-,17.95,-,83.63,50.0,-
4,臺北市,2005/03/31,大同,9.4,1.81,-,7.8,-,-,-,136.83,77.75,59.07,-,-,-,17.82,-,-,31.0,-
5,臺北市,2005/03/31,萬華,8.7,1.29,-,13.3,-,40,-,68.06,23.27,44.79,-,-,-,19.21,-,85.88,40.0,-
6,臺北市,2005/03/31,陽明,0.9,0.22,378.63,52.5,-,9,-,2.45,0.75,1.69,-,-,-,13.37,-,98.0,48.0,-
7,臺北市,2005/03/31,士林,4.5,1.05,-,20.0,-,54,-,-,-,-,-,-,-,18.06,-,85.7,52.0,-
8,臺北市,2005/03/30,松山,3.5,0.51,393.99,34.1,-,43,-,31.99,4.38,27.62,-,-,-,16.26,-,75.14,44.0,-
9,臺北市,2005/03/30,古亭,4.1,0.54,-,35.1,-,44,16.0,29.92,5.55,24.35,2.081,0.151,1.93,15.32,-,79.89,44.0,-
10,臺北市,2005/03/30,中山,3.8,0.65,-,26.7,-,44,14.0,37.4,9.18,28.21,-,-,-,15.74,-,73.83,44.0,-
11,臺北市,2005/03/30,大同,3.3,0.87,-,25.8,-,-,-,56.16,20.43,35.73,-,-,-,15.58,-,-,13.0,-
12,臺北市,2005/03/30,萬華,4.4,0.55,-,35.7,-,46,-,27.27,3.9,23.37,-,-,-,17.2,-,76.11,46.0,-
