序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
1,臺北市,2008/12/31,松山,5.0,0.51,397.06,24.7,33,51,33.0,21.12,3.34,17.79,1.972,0.122,1.85,14.04,74.44,50.0
2,臺北市,2008/12/31,古亭,4.9,0.67,-,19.6,31,57,34.0,37.91,11.55,26.36,2.021,0.16,1.86,15.7,81.94,54.0
3,臺北市,2008/12/31,中山,5.3,0.75,-,18.2,28,56,37.0,42.77,14.3,28.47,2.133,0.228,1.91,13.64,73.27,53.0
4,臺北市,2008/12/31,萬華,4.7,0.69,-,18.8,30,58,34.0,39.14,12.12,27.02,-,-,-,14.14,78.09,54.0
5,臺北市,2008/12/31,陽明,4.6,0.35,392.48,39.1,42,24,18.0,7.06,2.19,4.88,-,-,-,7.01,93.91,36.0
6,臺北市,2008/12/31,士林,5.2,0.43,-,34.3,41,47,26.0,12.75,1.57,11.18,-,-,-,14.21,68.22,47.0
7,臺北市,2008/12/30,松山,2.7,0.59,399.11,16.0,19,34,23.0,27.01,8.76,18.25,2.069,0.172,1.9,16.61,84.99,34.0
8,臺北市,2008/12/30,古亭,3.2,0.76,-,12.6,17,36,21.0,39.28,15.09,24.19,2.081,0.198,1.88,18.17,93.31,36.0
9,臺北市,2008/12/30,中山,3.1,0.92,-,8.7,11,33,29.0,51.46,20.93,30.53,2.324,0.311,2.01,16.07,86.1,33.0
10,臺北市,2008/12/30,萬華,2.4,0.87,-,10.8,14,36,24.0,41.52,14.74,26.78,-,-,-,16.53,91.07,36.0
11,臺北市,2008/12/30,陽明,2.1,0.38,393.08,33.0,40,7,5.0,2.87,0.58,2.26,-,-,-,10.9,94.43,36.0
12,臺北市,2008/12/30,士林,3.8,0.65,-,20.5,33,32,15.0,24.6,7.53,17.07,-,-,-,16.52,82.53,35.0
13,臺北市,2008/12/29,松山,3.3,0.74,408.84,5.1,7,40,32.0,45.42,18.17,27.25,2.216,0.278,1.94,18.77,83.09,40.0
14,臺北市,2008/12/29,古亭,3.2,0.77,-,5.1,6,45,23.0,45.99,18.46,27.57,2.147,0.241,1.91,20.46,88.88,45.0
15,臺北市,2008/12/29,中山,3.1,0.94,-,3.6,5,45,34.0,57.69,26.95,30.74,2.337,0.336,2.0,18.41,82.0,45.0
16,臺北市,2008/12/29,萬華,2.7,0.87,-,4.6,6,40,29.0,48.63,20.79,27.84,-,-,-,18.93,85.36,40.0
17,臺北市,2008/12/29,陽明,2.0,0.34,393.61,24.7,30,9,6.0,8.76,1.27,7.46,-,-,-,13.25,90.99,32.0
18,臺北市,2008/12/29,士林,2.8,0.65,-,11.1,18,40,20.0,30.62,8.69,21.94,-,-,-,18.73,79.02,40.0
19,臺北市,2008/12/28,松山,3.3,0.75,404.77,13.6,22,39,27.0,45.28,17.6,27.68,2.239,0.302,1.94,21.68,70.59,39.0
20,臺北市,2008/12/28,古亭,3.9,0.93,-,11.3,19,55,32.0,53.96,20.91,33.05,2.369,0.388,1.98,23.35,77.4,52.0
21,臺北市,2008/12/28,中山,3.5,0.94,-,9.9,16,52,33.0,63.12,30.41,32.71,2.444,0.407,2.04,20.85,73.03,51.0
22,臺北市,2008/12/28,萬華,3.8,0.86,-,12.9,21,43,32.0,44.69,17.38,27.31,-,-,-,21.31,75.32,43.0
23,臺北市,2008/12/28,陽明,1.6,0.2,385.7,32.8,34,12,9.0,3.89,1.04,2.83,-,-,-,15.43,84.38,31.0
24,臺北市,2008/12/28,士林,2.8,0.57,-,19.8,32,45,22.0,31.38,10.86,20.52,-,-,-,21.1,73.99,45.0
25,臺北市,2008/12/27,松山,3.2,0.55,395.48,14.2,22,32,17.0,36.55,12.4,24.15,2.126,0.227,1.9,20.81,68.44,32.0
26,臺北市,2008/12/27,古亭,-,-,-,-,22,-,-,-,-,-,-,-,-,-,-,22.0
27,臺北市,2008/12/27,中山,2.5,0.57,-,15.8,21,37,25.0,35.87,11.12,24.76,2.103,0.209,1.89,20.57,67.72,37.0
28,臺北市,2008/12/27,萬華,2.4,0.55,-,17.5,23,36,18.0,32.53,8.95,23.58,-,-,-,21.24,69.23,36.0
29,臺北市,2008/12/27,陽明,4.3,0.18,384.35,33.3,35,13,9.0,5.4,1.03,4.38,-,-,-,14.63,88.46,31.0
30,臺北市,2008/12/27,士林,3.5,0.29,-,29.2,34,39,13.0,14.76,2.71,12.06,-,-,-,21.46,65.05,39.0
31,臺北市,2008/12/26,松山,4.7,0.57,396.57,16.0,30,63,32.0,41.23,15.73,25.5,2.099,0.229,1.87,17.17,69.51,56.0
32,臺北市,2008/12/26,古亭,2.9,0.48,-,25.9,35,63,26.0,24.81,7.32,17.48,-,-,-,19.18,73.3,56.0
33,臺北市,2008/12/26,中山,3.5,0.7,-,17.3,32,68,34.0,44.88,16.63,28.25,2.162,0.255,1.91,16.84,68.23,59.0
34,臺北市,2008/12/26,萬華,2.8,0.59,-,21.2,34,59,32.0,33.59,9.49,24.11,-,-,-,17.38,70.56,54.0
35,臺北市,2008/12/26,陽明,2.2,0.21,385.93,38.7,41,24,14.0,2.29,0.57,1.72,-,-,-,9.87,95.16,36.0
36,臺北市,2008/12/26,士林,2.9,0.31,-,34.4,43,56,19.0,12.81,2.84,9.97,-,-,-,17.59,64.95,53.0
37,臺北市,2008/12/25,松山,4.0,0.74,411.57,19.7,25,68,45.0,41.55,17.78,23.78,2.28,0.292,1.99,17.73,75.78,59.0
38,臺北市,2008/12/25,古亭,5.2,0.75,-,13.3,20,75,41.0,41.48,14.4,27.08,2.162,0.249,1.91,19.51,81.12,62.0
39,臺北市,2008/12/25,中山,5.3,1.03,-,12.0,21,82,50.0,63.42,30.7,32.72,2.483,0.432,2.05,17.4,75.11,66.0
40,臺北市,2008/12/25,萬華,5.5,0.83,-,16.6,25,79,48.0,46.33,18.87,27.45,-,-,-,17.84,78.15,64.0
41,臺北市,2008/12/25,陽明,2.7,0.33,389.0,34.4,40,21,14.0,6.83,1.12,5.72,-,-,-,11.04,95.24,38.0
42,臺北市,2008/12/25,士林,5.1,0.76,-,21.6,39,74,36.0,39.2,17.71,21.49,-,-,-,17.88,73.4,62.0
43,臺北市,2008/12/24,松山,5.1,0.98,412.89,10.4,12,-,28.0,63.22,31.07,32.16,2.452,0.452,2.0,19.55,80.17,19.0
44,臺北市,2008/12/24,古亭,5.2,1.04,-,11.3,18,58,26.0,59.39,29.13,30.26,2.418,0.476,1.94,21.17,85.0,54.0
45,臺北市,2008/12/24,中山,5.0,1.12,-,10.0,17,53,32.0,66.36,33.2,33.15,2.552,0.514,2.04,18.93,80.6,52.0
46,臺北市,2008/12/24,萬華,6.4,1.14,-,12.3,18,51,30.0,57.55,27.36,30.19,-,-,-,19.33,83.06,50.0
