序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","平均風速 WS_HR (m/sec)","平均風向 WD_HR (degress)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
566,臺中市,2007/05/24,沙鹿,4.1,0.3,-,27.9,51,35,16.0,14.21,2.77,11.44,-,-,-,-,-,29.99,-,73.88,53.0,-
567,臺中市,2007/05/24,大里,2.8,0.34,399.15,25.8,51,40,19.0,13.36,3.95,9.41,1.724,0.175,1.55,-,-,30.13,-,69.3,51.0,-
568,臺中市,2007/05/23,西屯,3.5,0.51,-,19.7,40,41,20.0,30.18,9.0,21.18,2.208,0.293,1.92,-,-,25.64,-,81.69,49.0,-
569,臺中市,2007/05/23,忠明,1.8,0.84,-,17.0,38,32,17.0,33.94,8.9,25.04,2.416,0.398,2.02,-,-,26.34,-,80.77,43.0,-
570,臺中市,2007/05/23,大里,2.8,0.54,411.89,18.7,36,35,15.0,21.45,5.64,15.8,2.004,0.401,1.6,-,-,26.93,-,79.31,47.0,-
571,臺中市,2007/05/23,沙鹿,3.8,0.45,-,28.4,46,30,16.0,21.07,3.85,17.22,-,-,-,-,-,28.01,-,78.56,52.0,-
572,臺中市,2007/05/23,豐原,2.9,0.58,-,26.2,44,40,16.0,22.39,3.34,19.05,2.114,0.29,1.82,-,-,26.89,-,80.65,46.0,-
573,臺中市,2007/05/22,西屯,4.8,0.74,-,32.7,76,63,37.0,35.18,6.3,28.88,2.489,0.408,2.08,-,-,25.7,-,77.88,86.0,-
574,臺中市,2007/05/22,忠明,3.2,0.9,-,36.2,78,53,37.0,32.12,4.8,27.32,2.511,0.453,2.06,-,-,26.09,-,79.07,91.0,-
575,臺中市,2007/05/22,大里,3.5,0.63,419.21,32.6,69,51,29.0,20.52,3.91,16.62,2.052,0.379,1.67,-,-,26.15,-,77.31,83.0,-
576,臺中市,2007/05/22,沙鹿,5.2,0.52,-,49.3,96,50,31.0,21.88,2.62,19.27,-,-,-,-,-,27.55,-,77.48,132.0,-
577,臺中市,2007/05/22,豐原,3.9,0.61,-,45.2,89,58,29.0,20.51,2.09,18.42,2.096,0.221,1.88,-,-,26.57,-,78.43,90.0,-
578,臺中市,2007/05/21,西屯,2.3,0.42,-,-,64,33,17.0,18.4,4.11,14.28,2.115,0.194,1.92,-,-,24.69,-,77.77,63.0,-
579,臺中市,2007/05/21,忠明,1.7,0.56,-,32.6,58,32,22.0,21.66,3.15,18.5,2.215,0.275,1.94,-,-,25.14,-,78.57,56.0,-
580,臺中市,2007/05/21,大里,2.7,0.57,406.49,34.1,58,33,20.0,24.77,7.26,17.51,1.919,0.282,1.64,-,-,25.89,-,75.0,52.0,-
581,臺中市,2007/05/21,沙鹿,2.6,0.4,-,41.6,79,28,17.0,17.27,2.44,14.84,-,-,-,-,-,25.61,-,81.61,73.0,-
582,臺中市,2007/05/21,豐原,3.2,0.44,-,32.4,62,39,16.0,18.15,2.96,15.19,1.928,0.12,1.81,-,-,25.43,-,80.33,59.0,-
583,臺中市,2007/05/20,西屯,2.5,0.6,-,18.0,35,58,29.0,35.97,10.36,25.6,2.292,0.278,2.02,-,-,22.33,-,86.26,54.0,-
584,臺中市,2007/05/20,忠明,3.7,0.87,-,12.8,29,50,30.0,45.88,14.92,30.96,2.491,0.461,2.03,-,-,22.81,-,86.46,50.0,-
585,臺中市,2007/05/20,大里,4.3,0.75,415.74,13.4,30,55,33.0,41.32,12.93,28.39,2.12,0.371,1.75,-,-,21.94,-,86.73,52.0,-
586,臺中市,2007/05/20,沙鹿,2.5,0.53,-,21.4,40,43,24.0,24.9,3.85,21.05,-,-,-,-,-,22.74,-,86.37,43.0,-
587,臺中市,2007/05/20,豐原,2.6,0.68,-,15.3,28,48,27.0,32.31,6.31,26.0,2.205,0.28,1.93,-,-,22.93,-,88.92,48.0,-
588,臺中市,2007/05/19,西屯,3.1,0.59,-,25.5,46,55,25.0,31.38,7.91,23.47,2.393,0.404,1.99,-,-,24.13,-,77.37,52.0,-
589,臺中市,2007/05/19,忠明,2.5,0.87,-,22.2,48,45,30.0,40.75,12.46,28.3,2.459,0.527,1.93,-,-,24.7,-,78.15,48.0,-
590,臺中市,2007/05/19,大里,3.8,0.85,406.32,20.1,47,57,31.0,38.35,11.4,26.96,2.172,0.465,1.71,-,-,24.71,-,79.96,54.0,-
591,臺中市,2007/05/19,沙鹿,3.8,0.46,-,26.1,43,42,24.0,24.22,3.95,20.27,-,-,-,-,-,24.31,-,79.44,42.0,-
592,臺中市,2007/05/19,豐原,3.3,0.67,-,18.7,35,50,21.0,30.69,7.19,23.5,2.181,0.278,1.9,-,-,24.71,-,81.6,50.0,-
593,臺中市,2007/05/18,西屯,3.6,0.39,-,42.9,69,90,45.0,17.14,1.26,15.88,2.111,0.224,1.89,-,-,25.48,-,79.05,76.0,-
594,臺中市,2007/05/18,忠明,3.1,0.62,-,37.4,61,80,45.0,24.04,3.06,20.97,2.118,0.251,1.87,-,-,25.94,-,80.78,65.0,-
595,臺中市,2007/05/18,大里,3.8,0.55,396.71,38.3,64,90,54.0,19.25,3.16,16.09,1.92,0.238,1.68,-,-,26.92,-,78.59,70.0,-
596,臺中市,2007/05/18,沙鹿,3.4,0.38,-,50.4,71,69,40.0,13.78,1.57,12.21,-,-,-,-,-,25.95,-,80.99,79.0,-
597,臺中市,2007/05/18,豐原,3.8,0.53,-,42.5,67,82,44.0,18.01,2.18,15.82,2.047,0.165,1.88,-,-,26.22,-,82.34,69.0,-
598,臺中市,2007/05/17,西屯,2.8,0.49,-,24.5,44,53,-,28.5,9.26,19.24,2.223,0.3,1.92,-,-,25.49,-,79.23,52.0,-
599,臺中市,2007/05/17,忠明,2.7,0.62,-,22.6,43,49,37.0,27.61,6.8,20.81,2.165,0.325,1.84,-,-,26.06,-,79.41,52.0,-
600,臺中市,2007/05/17,大里,4.0,0.59,402.71,27.9,55,59,41.0,23.68,5.75,17.93,1.938,0.305,1.63,-,-,26.9,-,77.72,63.0,-
601,臺中市,2007/05/17,沙鹿,3.7,0.45,-,29.6,47,49,30.0,21.48,4.62,16.86,-,-,-,-,-,26.35,-,79.9,49.0,-
602,臺中市,2007/05/17,豐原,4.7,0.52,-,24.4,43,57,35.0,-,-,-,2.035,0.203,1.83,-,-,26.32,-,80.26,54.0,-
603,臺中市,2007/05/16,西屯,5.1,0.43,-,31.3,60,73,-,21.66,2.08,19.57,2.222,0.281,1.94,-,-,27.24,-,65.81,78.0,-
604,臺中市,2007/05/16,忠明,4.2,0.56,-,30.9,54,64,43.0,21.63,2.8,18.82,2.101,0.258,1.84,-,-,27.84,-,68.12,64.0,-
605,臺中市,2007/05/16,大里,3.6,0.47,400.51,32.0,58,67,42.0,17.01,2.75,14.26,1.844,0.215,1.63,-,-,28.9,-,64.29,72.0,-
606,臺中市,2007/05/16,沙鹿,-,-,-,-,21,-,-,-,-,-,-,-,-,-,-,-,-,-,22.0,-
607,臺中市,2007/05/16,豐原,8.9,0.55,-,37.2,65,73,-,-,-,-,2.169,0.333,1.84,-,-,28.37,-,68.6,79.0,-
608,臺中市,2007/05/15,西屯,7.9,0.75,-,33.4,69,89,-,39.81,7.68,32.14,2.492,0.404,2.09,-,-,26.84,-,63.97,70.0,-
609,臺中市,2007/05/15,忠明,6.6,0.84,-,37.3,73,94,60.0,36.56,4.22,32.34,2.313,0.377,1.94,-,-,27.55,-,64.85,79.0,-
610,臺中市,2007/05/15,大里,6.9,0.76,418.04,42.7,92,103,66.0,29.61,3.11,26.51,2.039,0.333,1.71,-,-,28.13,-,62.75,104.0,-
611,臺中市,2007/05/15,沙鹿,7.6,0.68,-,40.7,74,88,-,38.47,5.69,32.78,-,-,-,-,-,26.74,-,71.53,69.0,-
612,臺中市,2007/05/15,豐原,6.8,0.78,-,43.4,79,98,-,27.85,2.98,24.87,2.198,0.254,1.94,-,-,27.49,-,69.59,84.0,-
613,臺中市,2007/05/14,西屯,3.7,0.56,-,42.5,64,102,-,19.77,1.88,17.9,2.182,0.166,2.02,-,-,25.87,-,67.61,76.0,-
614,臺中市,2007/05/14,忠明,3.4,0.68,-,41.3,68,116,59.0,22.94,1.47,21.46,2.18,0.257,1.92,-,-,26.53,-,69.48,83.0,-
615,臺中市,2007/05/14,大里,4.9,0.72,405.14,39.2,69,122,61.0,25.46,2.11,23.36,1.996,0.301,1.7,-,-,27.59,-,63.14,86.0,-
616,臺中市,2007/05/14,沙鹿,5.9,0.45,-,53.9,72,102,-,15.25,1.24,13.95,-,-,-,-,-,25.79,-,74.48,76.0,-
617,臺中市,2007/05/14,豐原,4.5,0.62,-,38.0,67,114,-,22.95,1.5,21.48,2.054,0.122,1.93,-,-,26.62,-,72.52,82.0,-
618,臺中市,2007/05/13,西屯,2.9,0.51,-,60.1,89,105,-,12.6,0.97,11.63,2.106,0.105,2.0,-,-,25.79,-,69.51,78.0,-
619,臺中市,2007/05/13,忠明,3.3,0.57,-,59.7,95,113,67.0,15.48,0.78,14.64,2.115,0.132,1.98,-,-,26.37,-,70.95,84.0,-
620,臺中市,2007/05/13,大里,4.0,0.56,397.57,58.1,101,113,71.0,17.97,1.43,16.54,1.865,0.164,1.7,-,-,27.35,-,65.74,100.0,-
621,臺中市,2007/05/13,沙鹿,3.3,0.48,-,64.6,91,114,-,12.9,1.0,11.9,-,-,-,-,-,26.05,-,74.31,82.0,-
622,臺中市,2007/05/13,豐原,3.9,0.54,-,57.4,96,113,-,15.25,0.99,14.25,1.947,0.072,1.88,-,-,26.28,-,74.73,89.0,-
623,臺中市,2007/05/12,西屯,4.2,0.37,-,60.2,82,89,-,13.08,0.59,12.48,2.221,0.243,1.98,-,-,25.74,-,71.29,79.0,-
624,臺中市,2007/05/12,豐原,5.7,0.6,-,57.1,84,120,-,20.08,1.04,19.04,2.017,0.165,1.85,-,-,26.0,-,77.01,100.0,-
625,臺中市,2007/05/12,忠明,4.2,0.56,-,57.7,85,111,73.0,20.84,1.37,19.46,2.154,0.207,1.95,-,-,26.15,-,73.45,85.0,-
626,臺中市,2007/05/12,大里,6.6,0.54,402.74,54.8,93,123,80.0,20.6,3.24,17.37,1.906,0.215,1.69,-,-,26.62,-,70.71,94.0,-
627,臺中市,2007/05/12,沙鹿,3.3,0.41,-,59.1,74,86,-,13.85,1.2,12.64,-,-,-,-,-,25.95,-,75.76,69.0,-
628,臺中市,2007/05/11,西屯,4.7,0.62,-,68.7,117,99,-,23.96,1.38,22.56,2.355,0.281,2.07,-,-,25.88,-,66.74,120.0,-
629,臺中市,2007/05/11,豐原,5.9,0.7,-,73.1,116,110,-,21.61,1.31,20.27,2.07,0.192,1.88,-,-,26.57,-,69.83,121.0,-
630,臺中市,2007/05/11,忠明,4.4,0.71,-,77.6,125,108,75.0,25.63,1.47,24.16,2.299,0.285,2.01,-,-,26.59,-,67.62,130.0,-
631,臺中市,2007/05/11,大里,5.5,0.68,413.46,75.4,140,114,79.0,26.26,1.81,24.46,2.009,0.304,1.71,-,-,27.29,-,64.49,151.0,-
632,臺中市,2007/05/11,沙鹿,4.2,0.56,-,80.0,121,99,-,17.27,1.21,16.06,-,-,-,-,-,26.41,-,70.35,133.0,-
633,臺中市,2007/05/10,西屯,6.4,0.69,-,52.1,106,97,-,35.55,5.9,29.65,2.663,0.539,2.12,-,-,25.34,-,64.82,107.0,-
634,臺中市,2007/05/10,豐原,6.8,0.68,-,69.0,116,99,-,25.66,2.09,23.56,2.149,0.275,1.87,-,-,26.19,-,63.82,115.0,-
635,臺中市,2007/05/10,忠明,6.1,0.82,-,62.6,119,104,66.0,36.71,3.46,33.24,2.478,0.426,2.05,-,-,26.22,-,64.71,120.0,-
636,臺中市,2007/05/10,大里,6.4,0.77,419.28,66.6,124,111,76.0,30.11,2.21,27.9,2.149,0.397,1.75,-,-,26.63,-,63.16,138.0,-
637,臺中市,2007/05/10,沙鹿,6.0,0.67,-,58.1,102,99,-,27.69,2.08,25.61,-,-,-,-,-,25.91,-,68.62,101.0,-
638,臺中市,2007/05/09,西屯,7.4,0.73,-,50.2,97,101,-,34.29,3.02,31.27,2.496,0.385,2.11,-,-,24.8,-,61.75,92.0,-
639,臺中市,2007/05/09,豐原,6.8,0.95,-,63.0,100,114,-,29.72,1.89,27.83,2.274,0.373,1.9,-,-,25.8,-,64.41,90.0,-
640,臺中市,2007/05/09,忠明,5.0,0.93,-,56.5,107,106,73.0,34.5,2.35,32.15,2.519,0.446,2.07,-,-,25.74,-,62.06,103.0,-
641,臺中市,2007/05/09,大里,7.0,0.85,425.79,55.6,111,114,77.0,33.52,2.94,30.58,2.164,0.418,1.75,-,-,26.19,-,59.28,106.0,-
642,臺中市,2007/05/09,沙鹿,6.2,0.67,-,61.2,99,102,-,26.26,1.79,24.46,-,-,-,-,-,25.4,-,64.18,89.0,-
643,臺中市,2007/05/08,豐原,6.0,0.8,-,70.5,104,109,-,26.46,1.08,25.36,2.163,0.265,1.9,-,-,25.34,-,57.96,95.0,-
644,臺中市,2007/05/08,西屯,5.6,0.78,-,51.0,97,101,-,34.17,4.07,30.09,2.704,0.506,2.2,-,-,24.33,-,57.63,96.0,-
645,臺中市,2007/05/08,忠明,3.3,1.02,-,47.4,99,109,75.0,34.07,7.08,26.98,2.67,0.561,2.11,-,-,25.47,-,55.82,95.0,-
646,臺中市,2007/05/08,大里,5.3,0.78,416.23,58.3,110,110,73.0,31.1,2.68,28.42,2.153,0.398,1.76,-,-,25.05,-,53.52,129.0,-
647,臺中市,2007/05/08,沙鹿,4.8,0.92,-,61.3,107,111,-,33.65,2.63,30.99,-,-,-,-,-,25.31,-,59.79,105.0,-
648,臺中市,2007/05/07,豐原,6.1,0.89,-,58.1,100,93,-,27.24,2.58,24.64,2.177,0.28,1.9,-,-,25.32,-,57.14,107.0,-
649,臺中市,2007/05/07,西屯,4.4,1.05,-,48.0,96,137,-,49.46,16.14,33.25,2.936,0.533,2.4,-,-,24.07,-,60.98,95.0,-
650,臺中市,2007/05/07,忠明,1.3,1.05,-,15.3,38,98,61.0,35.4,12.23,23.17,2.744,0.585,2.16,-,-,25.36,-,59.97,77.0,-
651,臺中市,2007/05/07,大里,4.0,0.81,417.28,54.0,104,79,49.0,27.08,3.61,23.43,2.156,0.397,1.76,-,-,23.98,-,55.14,102.0,-
652,臺中市,2007/05/07,沙鹿,4.8,0.85,-,55.5,107,96,-,30.9,2.79,28.11,-,-,-,-,-,24.84,-,65.05,117.0,-
653,臺中市,2007/05/06,豐原,3.4,0.6,-,34.5,59,40,-,18.55,1.29,17.26,2.006,0.129,1.88,-,-,24.31,-,78.93,63.0,-
654,臺中市,2007/05/06,沙鹿,3.8,0.57,-,38.6,70,38,-,19.91,2.1,17.79,-,-,-,-,-,24.29,-,78.74,64.0,-
655,臺中市,2007/05/06,忠明,2.3,0.72,-,29.6,59,37,25.0,25.81,5.03,20.77,2.166,0.262,1.9,-,-,24.42,-,77.13,61.0,-
656,臺中市,2007/05/06,大里,3.0,0.56,393.55,38.7,70,35,23.0,18.7,2.43,16.27,1.844,0.183,1.66,-,-,22.76,-,74.72,72.0,-
657,臺中市,2007/05/06,西屯,2.2,0.57,-,33.0,62,95,24.0,22.27,4.67,17.61,2.163,0.14,2.02,-,-,23.92,-,75.72,72.0,-
658,臺中市,2007/05/05,豐原,3.5,0.66,-,17.4,29,55,-,34.2,4.02,30.17,2.224,0.344,1.88,-,-,24.05,-,85.06,52.0,-
659,臺中市,2007/05/05,沙鹿,3.7,0.5,-,25.3,31,49,-,23.47,2.83,20.63,-,-,-,-,-,24.09,-,86.18,49.0,-
660,臺中市,2007/05/05,忠明,2.2,0.75,-,12.9,21,58,33.0,35.08,7.14,27.95,2.318,0.411,1.91,-,-,24.33,-,81.88,54.0,-
661,臺中市,2007/05/05,大里,3.1,0.53,403.36,18.2,31,56,35.0,23.8,4.86,18.94,1.951,0.311,1.64,-,-,22.64,-,79.35,53.0,-
662,臺中市,2007/05/05,西屯,2.8,0.54,-,17.0,30,119,40.0,32.94,7.68,25.26,2.386,0.369,2.02,-,-,23.78,-,83.68,84.0,-
663,臺中市,2007/05/04,忠明,4.3,0.96,-,41.0,88,98,60.0,41.83,6.01,35.83,2.497,0.484,2.01,-,-,25.59,-,63.04,123.0,-
664,臺中市,2007/05/04,豐原,5.9,0.83,-,57.0,99,103,-,32.17,2.04,30.1,2.276,0.311,1.97,-,-,25.72,-,64.46,111.0,-
665,臺中市,2007/05/04,大里,5.7,0.74,422.0,43.1,98,104,61.0,32.21,4.78,27.44,2.163,0.431,1.73,-,-,23.46,-,62.9,140.0,-
666,臺中市,2007/05/04,西屯,5.7,0.69,-,39.4,83,119,60.0,34.29,3.34,30.95,2.694,0.568,2.13,-,-,24.8,-,63.09,114.0,-
667,臺中市,2007/05/04,沙鹿,6.4,0.73,-,47.2,88,104,-,34.49,2.71,31.78,-,-,-,-,-,25.6,-,62.01,125.0,-
668,臺中市,2007/05/03,忠明,5.7,1.04,-,47.8,93,104,58.0,40.05,4.23,35.82,2.513,0.518,2.0,-,-,26.35,-,57.61,96.0,-
669,臺中市,2007/05/03,豐原,6.9,0.95,-,58.1,111,104,55.0,32.84,2.07,30.75,2.288,0.324,1.96,-,-,26.1,-,61.61,111.0,-
670,臺中市,2007/05/03,大里,6.5,0.88,422.86,41.5,93,107,59.0,39.5,5.67,33.83,2.254,0.505,1.75,-,-,24.22,-,57.69,106.0,-
671,臺中市,2007/05/03,西屯,6.3,0.92,-,43.7,92,124,72.0,43.71,6.62,37.09,2.985,0.714,2.27,-,-,25.36,-,58.82,89.0,-
672,臺中市,2007/05/03,沙鹿,6.9,1.0,-,51.7,106,133,79.0,41.31,6.14,35.17,-,-,-,-,-,25.55,-,64.98,110.0,-
673,臺中市,2007/05/02,忠明,4.4,1.09,-,36.6,74,106,62.0,49.04,7.93,41.12,-,-,-,-,-,25.76,-,67.54,78.0,-
674,臺中市,2007/05/02,豐原,6.0,0.88,-,35.5,72,88,44.0,36.26,4.04,32.22,2.322,0.38,1.94,-,-,25.68,-,65.64,76.0,-
675,臺中市,2007/05/02,大里,6.5,0.99,430.08,36.0,82,112,69.0,40.96,5.03,35.92,2.371,0.537,1.83,-,-,23.7,-,68.78,81.0,-
676,臺中市,2007/05/02,西屯,4.6,0.94,-,40.8,75,108,68.0,42.69,8.22,34.47,2.687,0.455,2.23,-,-,24.97,-,66.51,79.0,-
677,臺中市,2007/05/02,沙鹿,6.7,0.86,-,49.5,93,91,59.0,35.59,3.79,31.79,-,-,-,-,-,24.76,-,73.12,112.0,-
678,臺中市,2007/05/01,忠明,2.4,0.78,-,34.6,66,55,35.0,29.2,4.28,24.91,-,-,-,-,-,25.55,-,71.45,68.0,-
679,臺中市,2007/05/01,豐原,5.1,0.7,-,38.5,71,52,30.0,22.91,2.8,20.11,2.065,0.145,1.92,-,-,25.42,-,75.87,72.0,-
680,臺中市,2007/05/01,大里,4.1,0.72,402.01,32.9,64,60,35.0,28.3,3.59,24.72,2.032,0.296,1.74,-,-,24.49,-,68.33,67.0,-
681,臺中市,2007/05/01,西屯,2.7,0.66,-,39.0,65,53,33.0,25.1,4.63,20.47,2.28,0.251,2.03,-,-,24.95,-,68.61,63.0,-
682,臺中市,2007/05/01,沙鹿,2.6,0.58,-,47.5,75,47,28.0,17.25,1.59,15.66,-,-,-,-,-,25.08,-,72.12,71.0,-
683,臺南市,2007/05/31,安南,2.9,0.33,-,23.9,43,43,21.0,15.66,3.04,12.62,1.895,0.233,1.66,-,-,29.41,-,73.48,48.0,-
684,臺南市,2007/05/31,善化,3.9,0.21,454.38,33.7,57,47,20.0,11.07,1.78,9.29,-,-,-,-,-,28.69,-,87.11,58.0,-
685,臺南市,2007/05/31,新營,4.6,0.38,-,36.1,61,51,27.0,9.62,1.47,8.14,2.101,0.074,2.03,-,-,28.48,-,73.98,67.0,-
686,臺南市,2007/05/31,臺南,3.1,0.32,-,31.9,50,32,22.0,13.95,1.07,12.86,1.884,0.151,1.73,-,-,29.1,-,77.59,48.0,-
687,臺南市,2007/05/30,安南,2.8,0.19,-,-,24,29,14.0,14.24,4.32,9.93,-,-,-,-,-,29.47,-,72.44,29.0,-
688,臺南市,2007/05/30,臺南,1.5,0.35,-,24.4,35,21,18.0,13.24,2.23,11.01,1.904,0.175,1.73,-,-,29.27,-,73.19,32.0,-
689,臺南市,2007/05/30,善化,2.8,0.19,459.87,17.8,29,34,14.0,12.73,4.86,7.87,-,-,-,-,-,28.78,-,87.06,34.0,-
690,臺南市,2007/05/30,新營,2.7,0.23,-,21.8,33,35,15.0,9.85,1.86,8.04,2.075,0.064,2.01,-,-,28.62,-,71.61,35.0,-
691,臺南市,2007/05/29,善化,3.6,0.19,456.1,19.5,39,39,14.0,13.52,6.41,7.12,-,-,-,-,-,28.44,-,86.68,48.0,-
692,臺南市,2007/05/29,安南,4.0,0.25,-,-,-,34,19.0,16.68,7.26,9.42,-,-,-,-,-,29.25,-,72.3,34.0,-
693,臺南市,2007/05/29,臺南,3.5,0.29,-,25.1,39,33,18.0,15.02,4.55,10.47,1.881,0.137,1.74,-,-,29.16,-,74.31,41.0,-
694,臺南市,2007/05/29,新營,3.0,0.23,-,21.2,37,38,18.0,7.68,1.96,5.72,2.005,0.055,1.95,-,-,28.33,-,73.09,40.0,-
695,臺南市,2007/05/28,善化,3.2,0.16,450.11,15.1,22,39,15.0,11.53,4.35,7.19,-,-,-,-,-,28.66,-,89.48,39.0,-
696,臺南市,2007/05/28,安南,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,5.0,-
697,臺南市,2007/05/28,臺南,1.9,0.28,-,23.3,30,30,22.0,12.09,1.86,10.22,1.856,0.112,1.74,-,-,29.41,-,76.46,30.0,-
698,臺南市,2007/05/28,新營,2.7,0.24,-,17.0,25,42,19.0,9.66,2.5,7.16,2.158,0.066,2.09,-,-,28.7,-,75.29,42.0,-
699,臺南市,2007/05/27,善化,3.0,0.2,442.21,20.1,31,41,23.0,9.6,1.62,7.97,-,-,-,-,-,29.76,-,85.77,41.0,-
700,臺南市,2007/05/27,新營,3.7,0.23,-,23.4,36,46,22.0,7.21,1.24,5.96,2.01,0.053,1.96,-,-,29.66,-,70.44,46.0,-
701,臺南市,2007/05/27,臺南,-,-,-,-,31,-,-,-,-,-,-,-,-,-,-,-,-,-,28.0,-
702,臺南市,2007/05/26,善化,3.5,0.23,443.43,20.5,36,44,21.0,15.75,4.37,11.38,-,-,-,-,-,29.83,-,85.39,44.0,-
703,臺南市,2007/05/26,新營,-,-,-,-,37,-,-,-,-,-,-,-,-,-,-,-,-,-,44.0,-
704,臺南市,2007/05/26,臺南,1.6,0.26,-,28.1,38,34,21.0,10.08,2.01,8.05,1.813,0.069,1.74,-,-,29.53,-,77.45,34.0,-
705,臺南市,2007/05/26,安南,3.1,0.22,-,19.9,28,39,19.0,13.31,4.12,9.19,1.876,0.18,1.7,-,-,30.06,-,72.43,39.0,-
706,臺南市,2007/05/25,新營,2.7,0.32,-,-,46,53,24.0,9.36,3.4,5.96,2.064,0.071,1.99,-,-,29.88,-,69.8,53.0,-
707,臺南市,2007/05/25,臺南,1.7,0.24,-,27.4,39,36,20.0,9.48,1.32,8.12,1.824,0.101,1.72,-,-,29.41,-,78.29,36.0,-
708,臺南市,2007/05/25,安南,2.6,0.18,-,19.2,28,39,23.0,11.87,3.81,8.07,1.875,0.199,1.68,-,-,29.86,-,73.74,39.0,-
709,臺南市,2007/05/25,善化,4.2,0.25,438.22,21.6,44,50,19.0,16.19,3.37,12.82,-,-,-,-,-,30.04,-,84.75,55.0,-
710,臺南市,2007/05/24,安南,4.0,0.31,-,19.8,31,39,21.0,15.75,3.75,12.0,1.936,0.258,1.68,-,-,29.32,-,74.19,47.0,-
711,臺南市,2007/05/24,臺南,2.5,0.3,-,27.7,43,33,21.0,11.18,1.62,9.55,1.801,0.094,1.71,-,-,29.04,-,78.61,54.0,-
712,臺南市,2007/05/24,新營,2.6,0.3,-,26.5,45,46,21.0,8.33,1.72,6.6,2.064,0.096,1.97,-,-,29.0,-,73.29,63.0,-
713,臺南市,2007/05/24,善化,3.0,0.25,430.48,24.4,44,42,17.0,13.42,4.09,9.33,-,-,-,-,-,29.55,-,85.57,67.0,-
714,臺南市,2007/05/23,新營,3.6,0.32,-,29.6,51,42,22.0,10.23,1.46,8.77,2.166,0.123,2.04,-,-,27.86,-,75.82,72.0,-
715,臺南市,2007/05/23,臺南,5.8,0.43,-,28.4,51,35,24.0,19.88,4.03,15.85,2.003,0.188,1.82,-,-,28.06,-,81.07,55.0,-
716,臺南市,2007/05/23,安南,8.0,0.51,-,20.8,41,46,24.0,27.11,5.06,22.06,2.156,0.403,1.75,-,-,28.29,-,76.54,46.0,-
717,臺南市,2007/05/23,善化,4.0,0.26,437.28,30.7,55,41,17.0,14.72,4.14,10.58,-,-,-,-,-,28.16,-,88.28,65.0,-
718,臺南市,2007/05/22,新營,3.5,0.32,-,26.9,37,45,22.0,9.99,1.65,8.33,2.161,0.116,2.05,-,-,27.09,-,77.33,45.0,-
719,臺南市,2007/05/22,臺南,3.1,0.41,-,27.7,40,28,19.0,18.27,2.13,16.12,1.945,0.171,1.77,-,-,26.94,-,84.29,36.0,-
720,臺南市,2007/05/22,安南,4.0,0.39,-,19.1,26,33,20.0,18.59,3.48,15.11,2.06,0.335,1.73,-,-,27.06,-,80.2,33.0,-
721,臺南市,2007/05/22,善化,3.4,0.26,446.5,22.3,35,36,-,14.32,4.64,9.67,-,-,-,-,-,27.43,-,88.06,36.0,-
722,臺南市,2007/05/21,臺南,3.0,0.46,-,47.6,75,19,16.0,15.41,2.2,13.17,1.956,0.197,1.76,-,-,25.62,-,81.95,74.0,-
723,臺南市,2007/05/21,善化,2.9,0.23,430.29,37.7,58,31,-,12.69,4.25,8.44,-,-,-,-,-,26.06,-,86.82,59.0,-
724,臺南市,2007/05/21,安南,3.5,0.3,-,31.4,52,28,16.0,15.67,2.86,12.81,1.878,0.124,1.76,-,-,25.57,-,79.99,55.0,-
725,臺南市,2007/05/21,新營,-,-,-,-,62,-,-,-,-,-,-,-,-,-,-,-,-,-,62.0,-
726,臺南市,2007/05/20,善化,1.8,0.24,431.03,29.4,38,25,-,14.63,4.26,10.37,-,-,-,-,-,23.83,-,-,38.0,-
727,臺南市,2007/05/20,新營,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
728,臺南市,2007/05/20,安南,3.0,0.36,-,27.1,32,27,20.0,15.88,1.76,14.11,1.926,0.138,1.79,-,-,23.39,-,90.22,34.0,-
729,臺南市,2007/05/20,臺南,1.8,0.45,-,34.6,38,19,16.0,17.55,1.18,16.35,1.92,0.159,1.76,-,-,23.53,-,92.34,41.0,-
730,臺南市,2007/05/19,安南,5.7,0.4,-,25.7,43,47,29.0,21.79,2.56,19.22,2.0,0.237,1.76,-,-,26.9,-,78.97,51.0,-
731,臺南市,2007/05/19,臺南,3.7,0.39,-,38.4,64,35,25.0,16.99,1.64,15.33,1.91,0.166,1.75,-,-,26.84,-,82.44,64.0,-
732,臺南市,2007/05/19,善化,5.1,0.26,431.19,27.9,52,43,-,16.04,3.64,12.4,-,-,-,-,-,26.49,-,91.47,61.0,-
