序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
1,臺北市,1999/07/31,松山,4.2,1.15,15.9,-,49,-,53.82,23.92,29.9,-,-,-,29.71,-,-,53.0,-
2,臺北市,1999/07/31,古亭,3.2,1.22,19.1,-,36,11,55.71,26.75,28.96,2.457,0.6,1.86,28.27,-,-,69.0,-
3,臺北市,1999/07/31,中山,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,臺北市,1999/07/31,大同,6.8,2.86,-,-,43,-,116.42,78.69,37.73,-,-,-,29.96,-,-,43.0,-
5,臺北市,1999/07/31,萬華,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,臺北市,1999/07/31,陽明,0.4,0.12,14.9,-,12,-,4.65,0.67,3.98,-,-,-,23.19,-,85.0,32.0,-
7,臺北市,1999/07/31,士林,3.4,1.21,12.2,-,42,-,52.47,25.73,26.74,-,-,-,28.84,-,-,42.0,-
8,臺北市,1999/07/30,松山,2.8,1.52,23.1,-,60,-,82.21,39.12,43.09,-,-,-,28.94,-,-,94.0,-
9,臺北市,1999/07/30,古亭,3.7,1.93,21.4,-,48,17,86.27,46.41,39.86,-,-,-,27.85,-,-,91.0,-
10,臺北市,1999/07/30,中山,4.9,2.03,22.4,-,77,-,-,-,-,-,-,-,28.95,-,-,107.0,-
11,臺北市,1999/07/30,大同,10.3,-,-,-,90,-,197.57,-,63.26,-,-,-,30.18,-,-,80.0,-
12,臺北市,1999/07/30,萬華,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
13,臺北市,1999/07/30,陽明,1.9,0.4,32.8,-,23,-,8.59,1.03,7.55,-,-,-,23.12,-,93.0,90.0,-
14,臺北市,1999/07/30,士林,-,-,-,-,61,-,-,-,-,-,-,-,28.31,-,-,96.0,-
15,臺北市,1999/07/29,松山,8.2,1.29,8.7,-,57,-,64.79,29.91,34.88,-,-,-,29.42,-,-,54.0,-
16,臺北市,1999/07/29,古亭,5.5,1.51,12.8,-,52,19,66.75,34.46,32.3,-,-,-,28.86,-,-,55.0,-
