序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","風速 WIND_SPEED (m/sec)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
1041,高雄市,2013/09/11,前金,2.8,0.3,-,36.3,46,45,36.0,7.94,0.77,7.13,1.913,0.083,1.83,1.82,29.63,72.79,50.0
1042,高雄市,2013/09/11,前鎮,5.0,0.32,-,34.2,45,48,35.0,16.06,1.77,14.28,1.964,0.135,1.83,1.34,29.22,71.97,48.0
1043,高雄市,2013/09/11,復興,5.1,0.54,-,28.6,39,52,29.0,19.77,2.28,17.49,2.163,0.217,1.95,-,29.23,75.56,51.0
1044,高雄市,2013/09/11,小港,5.3,0.33,-,31.0,43,49,37.0,18.89,2.49,16.4,1.972,0.131,1.84,2.02,30.2,73.58,49.0
1045,高雄市,2013/09/11,鳳山,4.7,0.59,-,30.8,55,67,37.0,19.59,1.26,18.33,2.263,0.309,1.95,1.57,30.22,72.95,58.0
1046,高雄市,2013/09/11,林園,1.6,0.21,-,32.8,49,34,28.0,7.01,1.45,5.56,2.032,0.04,1.99,2.15,28.89,77.81,44.0
1047,高雄市,2013/09/11,大寮,2.7,0.41,-,22.0,52,60,41.0,20.45,2.97,17.49,2.311,0.313,2.0,1.09,28.75,79.06,57.0
1048,高雄市,2013/09/11,仁武,5.1,0.35,-,29.4,42,64,36.0,17.89,2.28,15.62,2.044,0.163,1.88,1.55,29.21,76.78,57.0
1049,高雄市,2013/09/11,橋頭,4.4,0.34,-,29.7,44,57,40.0,13.89,2.32,11.56,-,-,-,2.18,29.53,76.17,54.0
1050,高雄市,2013/09/11,美濃,2.5,0.3,-,34.3,59,46,34.0,9.45,1.38,8.08,-,-,-,1.01,29.77,74.48,60.0
1051,高雄市,2013/09/10,左營,3.9,0.36,-,41.5,62,56,43.0,12.46,2.56,9.91,2.066,0.121,1.95,1.6,29.37,75.4,65.0
1052,高雄市,2013/09/10,楠梓,3.9,0.41,-,33.3,62,71,46.0,18.07,2.72,15.35,2.022,0.183,1.84,1.57,29.28,77.6,62.0
1053,高雄市,2013/09/10,前金,4.8,0.34,-,41.1,59,51,45.0,10.26,1.13,9.13,1.995,0.112,1.88,1.9,29.64,74.22,58.0
1054,高雄市,2013/09/10,前鎮,8.5,0.33,-,35.4,55,60,41.0,18.6,2.07,16.54,2.036,0.153,1.88,1.53,29.33,71.53,55.0
1055,高雄市,2013/09/10,復興,8.1,0.55,-,30.0,48,58,35.0,21.97,2.77,19.2,2.265,0.247,2.02,-,29.48,74.57,54.0
1056,高雄市,2013/09/10,小港,9.4,0.34,-,32.2,57,60,42.0,20.76,2.63,18.14,2.043,0.151,1.89,2.11,30.38,73.31,59.0
1057,高雄市,2013/09/10,鳳山,4.5,0.55,-,32.4,59,73,44.0,17.94,2.29,15.65,2.372,0.307,2.07,1.55,30.63,71.02,62.0
1058,高雄市,2013/09/10,林園,2.4,0.2,-,35.9,55,33,29.0,-,-,-,1.955,0.02,1.94,2.05,28.91,77.17,55.0
1059,高雄市,2013/09/10,大寮,3.2,0.38,-,31.0,61,66,46.0,15.82,1.79,14.03,2.18,0.165,2.02,1.12,29.12,76.95,64.0
1060,高雄市,2013/09/10,仁武,5.3,0.4,-,33.1,56,65,39.0,18.02,2.48,15.54,2.096,0.162,1.93,1.63,29.13,77.82,58.0
1061,高雄市,2013/09/10,橋頭,3.9,0.38,-,35.6,61,63,46.0,14.06,1.72,12.33,-,-,-,2.3,29.35,77.61,60.0
1062,高雄市,2013/09/10,美濃,2.9,0.3,-,40.6,73,51,35.0,7.59,2.23,5.37,-,-,-,0.99,28.99,78.58,72.0
1063,高雄市,2013/09/09,左營,4.0,0.33,-,55.3,72,56,42.0,10.85,1.85,9.0,2.04,0.105,1.94,1.59,29.47,74.31,85.0
1064,高雄市,2013/09/09,楠梓,3.6,0.36,-,45.8,68,67,44.0,13.7,1.58,12.11,1.934,0.127,1.81,1.61,29.42,74.98,75.0
1065,高雄市,2013/09/09,前金,3.4,0.36,-,50.4,64,54,42.0,9.3,1.49,7.81,1.975,0.098,1.88,1.77,29.58,73.42,74.0
1066,高雄市,2013/09/09,前鎮,5.8,0.32,-,48.8,64,61,39.0,16.33,1.76,14.56,1.972,0.106,1.87,1.61,29.34,70.35,56.0
1067,高雄市,2013/09/09,復興,5.5,0.71,-,42.0,57,57,35.0,19.51,2.45,17.06,2.207,0.219,1.99,-,29.46,73.5,54.0
1068,高雄市,2013/09/09,小港,7.4,0.36,-,46.6,71,56,44.0,17.4,1.63,15.77,2.006,0.111,1.9,1.99,30.31,72.17,93.0
1069,高雄市,2013/09/09,鳳山,3.5,0.51,-,39.6,56,74,40.0,13.75,1.46,12.29,2.196,0.218,1.98,-,30.55,69.41,62.0
1070,高雄市,2013/09/09,林園,2.3,0.24,-,46.6,68,37,32.0,4.62,0.44,4.26,1.979,0.024,1.96,2.09,29.07,74.39,84.0
1071,高雄市,2013/09/09,大寮,4.8,0.4,-,39.1,74,66,45.0,15.03,1.78,13.26,2.165,0.148,2.02,1.31,29.38,73.15,100.0
1072,高雄市,2013/09/09,仁武,5.4,0.33,-,45.8,62,64,38.0,16.15,2.42,13.73,2.038,0.131,1.91,-,29.25,75.89,79.0
1073,高雄市,2013/09/09,橋頭,3.9,0.34,-,38.8,56,63,42.0,12.39,1.9,10.49,-,-,-,1.7,29.44,75.97,56.0
1074,高雄市,2013/09/09,美濃,2.5,0.34,-,39.0,71,51,37.0,7.95,1.63,6.32,-,-,-,1.15,29.56,75.86,79.0
1075,高雄市,2013/09/08,左營,3.5,0.31,-,48.2,59,47,34.0,9.51,1.55,7.96,2.012,0.101,1.91,1.35,29.19,73.5,65.0
1076,高雄市,2013/09/08,楠梓,3.8,0.33,-,46.6,62,59,36.0,12.89,1.81,11.08,1.946,0.148,1.8,-,29.22,73.77,72.0
1077,高雄市,2013/09/08,前金,4.1,0.3,-,47.7,56,44,35.0,9.86,1.89,7.97,1.948,0.077,1.87,1.91,29.28,72.4,64.0
1078,高雄市,2013/09/08,前鎮,5.1,0.28,-,43.5,54,51,33.0,15.65,1.78,13.87,1.97,0.115,1.86,1.37,29.07,69.89,50.0
1079,高雄市,2013/09/08,復興,5.5,0.46,-,38.5,48,48,30.0,16.82,2.4,14.42,2.122,0.156,1.97,-,29.15,72.9,48.0
1080,高雄市,2013/09/08,小港,7.0,0.32,-,40.3,60,49,37.0,14.92,2.95,11.96,1.972,0.084,1.89,1.92,29.97,72.23,64.0
1081,高雄市,2013/09/08,鳳山,4.2,0.54,-,42.0,62,66,37.0,14.96,1.5,13.45,2.193,0.219,1.97,-,30.21,68.48,58.0
1082,高雄市,2013/09/08,林園,2.5,0.25,-,40.5,60,32,27.0,6.13,1.02,5.1,2.06,0.037,2.03,1.88,28.73,75.66,61.0
1083,高雄市,2013/09/08,大寮,5.5,0.36,-,36.6,66,56,39.0,13.02,1.81,11.21,2.096,0.112,1.98,1.2,28.88,74.33,67.0
1084,高雄市,2013/09/08,仁武,3.7,0.33,-,44.1,58,50,31.0,12.65,1.57,11.08,2.012,0.135,1.88,-,28.96,75.0,65.0
1085,高雄市,2013/09/08,橋頭,2.8,0.31,-,42.5,56,55,35.0,9.71,1.42,8.3,-,-,-,2.16,29.08,75.14,56.0
1086,高雄市,2013/09/08,美濃,2.7,0.27,-,40.0,62,48,34.0,10.09,3.51,6.58,-,-,-,0.94,29.63,70.97,62.0
1087,高雄市,2013/09/07,左營,3.8,0.33,-,55.8,74,55,40.0,8.47,1.5,6.97,2.054,0.082,1.97,1.31,29.17,73.05,75.0
1088,高雄市,2013/09/07,楠梓,3.7,0.4,-,48.1,69,73,50.0,14.93,1.73,13.19,2.024,0.163,1.86,-,29.3,71.79,69.0
1089,高雄市,2013/09/07,前金,3.4,0.39,-,48.5,65,53,45.0,10.63,2.12,8.51,2.053,0.113,1.94,1.66,29.2,71.77,64.0
1090,高雄市,2013/09/07,前鎮,5.1,0.33,-,49.9,65,62,42.0,14.91,1.5,13.41,2.051,0.125,1.93,1.34,29.03,69.59,56.0
1091,高雄市,2013/09/07,復興,5.7,0.6,-,43.7,58,60,40.0,18.43,2.0,16.43,2.269,0.224,2.05,-,29.06,72.99,55.0
1092,高雄市,2013/09/07,小港,7.6,0.38,-,48.7,70,62,44.0,16.48,1.23,15.25,2.046,0.125,1.92,1.88,29.99,71.77,68.0
1093,高雄市,2013/09/07,鳳山,-,-,-,-,71,67,41.0,-,-,-,-,-,-,-,-,-,58.0
1094,高雄市,2013/09/07,林園,4.0,0.26,-,50.3,74,38,33.0,5.23,0.6,4.58,2.061,0.027,2.03,1.82,28.6,76.07,84.0
1095,高雄市,2013/09/07,大寮,5.1,0.43,-,47.1,81,72,49.0,13.8,1.83,11.98,2.168,0.133,2.03,1.15,28.96,72.7,108.0
1096,高雄市,2013/09/07,仁武,3.7,0.41,-,46.0,64,67,46.0,13.78,1.59,12.18,2.112,0.151,1.96,-,28.92,74.19,60.0
1097,高雄市,2013/09/07,橋頭,3.1,0.4,-,45.5,67,67,44.0,11.81,1.1,10.7,-,-,-,2.15,29.17,72.92,60.0
1098,高雄市,2013/09/07,美濃,3.1,0.35,-,51.3,76,64,49.0,8.95,1.46,7.49,-,-,-,0.93,29.26,72.5,79.0
1099,高雄市,2013/09/06,左營,5.6,0.42,-,74.5,102,71,52.0,11.6,1.76,9.84,2.141,0.128,2.01,1.44,28.91,71.42,113.0
1100,高雄市,2013/09/06,楠梓,4.7,0.48,-,61.8,89,86,56.0,17.66,3.01,14.65,2.099,0.185,1.91,-,29.12,70.52,95.0
1101,高雄市,2013/09/06,前金,4.5,0.45,-,66.0,86,66,53.0,13.34,1.31,12.03,2.072,0.115,1.96,1.8,29.13,67.79,91.0
1102,高雄市,2013/09/06,前鎮,7.4,0.42,-,66.6,94,77,51.0,17.76,1.51,16.24,2.11,0.148,1.96,1.5,28.95,66.6,64.0
1103,高雄市,2013/09/06,復興,7.0,0.67,-,55.6,78,75,47.0,22.73,2.85,19.88,2.336,0.252,2.08,-,29.04,70.15,62.0
1104,高雄市,2013/09/06,小港,8.5,0.48,-,57.4,87,80,56.0,23.05,2.23,20.82,2.121,0.174,1.95,1.95,30.2,66.81,82.0
1105,高雄市,2013/09/06,鳳山,5.4,0.71,-,60.5,85,90,53.0,18.13,1.57,16.56,2.406,0.302,2.1,-,30.25,64.89,70.0
1106,高雄市,2013/09/06,林園,5.1,0.33,-,55.1,86,48,42.0,7.5,0.73,6.77,2.102,0.082,2.02,1.74,28.62,75.24,83.0
1107,高雄市,2013/09/06,大寮,4.7,0.49,-,57.1,91,83,57.0,16.62,1.66,14.96,2.199,0.154,2.04,1.08,28.97,70.71,110.0
1108,高雄市,2013/09/06,仁武,5.1,0.44,-,59.4,82,79,52.0,16.7,1.61,15.09,2.21,0.196,2.01,-,28.82,72.5,90.0
1109,高雄市,2013/09/06,橋頭,4.8,0.48,-,57.0,87,89,56.0,15.73,1.37,14.31,-,-,-,1.94,29.0,71.98,90.0
1110,高雄市,2013/09/06,美濃,2.0,0.35,-,54.8,83,60,45.0,6.77,1.2,5.56,-,-,-,0.92,29.34,70.01,80.0
1111,高雄市,2013/09/05,左營,3.7,0.44,-,67.7,96,72,51.0,12.42,1.45,10.97,2.192,0.164,2.03,1.52,28.34,71.39,87.0
1112,高雄市,2013/09/05,楠梓,4.0,0.47,-,60.1,84,90,54.0,17.01,2.6,14.41,2.123,0.214,1.91,-,28.5,71.43,81.0
1113,高雄市,2013/09/05,前金,5.5,0.5,-,55.5,84,71,54.0,15.33,1.67,13.66,2.146,0.177,1.97,1.59,28.51,71.02,76.0
1114,高雄市,2013/09/05,前鎮,6.8,0.46,-,55.8,83,75,49.0,20.54,2.12,18.42,2.143,0.204,1.94,1.4,28.36,67.87,62.0
1115,高雄市,2013/09/05,復興,7.0,0.7,-,47.6,70,72,44.0,24.94,3.83,21.11,2.358,0.291,2.07,-,28.54,70.78,61.0
1116,高雄市,2013/09/05,小港,7.5,0.46,-,50.8,70,69,50.0,20.57,2.87,17.7,2.143,0.206,1.94,1.85,29.36,68.77,68.0
1117,高雄市,2013/09/05,鳳山,4.6,0.67,-,53.9,74,84,47.0,19.4,1.55,17.85,2.381,0.311,2.07,1.43,29.43,66.03,67.0
1118,高雄市,2013/09/05,林園,4.4,0.29,-,52.3,74,45,37.0,7.83,0.87,6.95,2.114,0.047,2.07,1.82,27.88,76.11,75.0
1119,高雄市,2013/09/05,大寮,7.2,0.5,-,47.1,73,73,50.0,17.52,1.99,15.52,2.234,0.185,2.05,1.15,28.4,71.4,87.0
1120,高雄市,2013/09/05,仁武,4.8,0.43,-,59.2,77,70,46.0,15.72,1.43,14.29,2.157,0.165,1.99,-,28.26,72.02,74.0
1121,高雄市,2013/09/05,橋頭,4.3,0.45,-,59.6,87,81,52.0,13.18,2.51,10.67,-,-,-,1.92,28.48,72.17,82.0
1122,高雄市,2013/09/05,美濃,3.5,0.35,-,50.0,79,61,46.0,9.78,2.94,6.84,-,-,-,0.9,28.57,72.23,74.0
1123,高雄市,2013/09/04,左營,4.7,0.49,-,63.5,78,66,46.0,16.85,4.05,12.8,2.114,0.141,1.97,1.62,28.18,72.91,73.0
1124,高雄市,2013/09/04,楠梓,5.5,0.45,-,61.1,75,71,46.0,17.16,2.6,14.56,2.081,0.246,1.84,-,28.35,72.85,74.0
1125,高雄市,2013/09/04,前金,3.8,0.47,-,63.4,72,57,44.0,10.32,1.24,9.08,2.04,0.119,1.92,1.94,28.39,71.8,70.0
1126,高雄市,2013/09/04,前鎮,6.9,0.44,-,59.1,69,65,43.0,17.79,1.51,16.26,2.088,0.169,1.92,1.49,28.17,69.49,58.0
1127,高雄市,2013/09/04,復興,6.7,0.63,-,53.2,60,65,38.0,20.9,3.87,17.03,2.261,0.232,2.03,-,28.27,72.21,58.0
1128,高雄市,2013/09/04,小港,9.7,0.44,-,52.5,67,61,42.0,21.67,2.21,19.46,2.032,0.144,1.89,2.09,29.27,68.97,62.0
1129,高雄市,2013/09/04,鳳山,4.9,0.59,-,54.1,68,79,44.0,16.99,1.73,15.26,2.284,0.267,2.02,1.7,29.33,67.08,64.0
1130,高雄市,2013/09/04,林園,3.4,0.29,-,51.9,68,41,36.0,8.04,1.2,6.83,2.044,0.031,2.01,-,27.61,73.28,63.0
1131,高雄市,2013/09/04,大寮,3.5,0.39,-,53.3,79,56,41.0,11.96,1.7,10.27,2.144,0.112,2.03,1.48,27.93,71.51,96.0
1132,高雄市,2013/09/04,仁武,4.1,0.43,-,59.6,70,60,38.0,14.57,1.62,12.95,2.078,0.176,1.9,-,28.09,73.82,67.0
1133,高雄市,2013/09/04,橋頭,4.0,0.42,-,56.8,75,69,47.0,14.17,1.6,12.56,-,-,-,2.3,28.1,74.9,72.0
1134,高雄市,2013/09/04,美濃,2.0,0.38,-,56.0,82,60,42.0,7.2,1.55,5.64,-,-,-,1.1,28.33,73.48,80.0
1135,高雄市,2013/09/03,左營,5.1,0.53,-,74.1,111,80,56.0,15.57,1.65,13.92,2.286,0.195,2.09,2.15,27.82,72.63,109.0
1136,高雄市,2013/09/03,楠梓,4.8,0.53,-,64.0,102,95,56.0,17.22,2.72,14.5,2.206,0.251,1.96,-,28.06,72.54,95.0
1137,高雄市,2013/09/03,前金,6.5,0.59,-,68.9,105,91,62.0,18.72,2.53,16.19,2.229,0.201,2.03,2.33,28.16,71.56,103.0
1138,高雄市,2013/09/03,前鎮,11.0,0.61,-,66.8,108,95,60.0,27.58,2.52,25.06,2.286,0.272,2.02,1.6,28.1,68.49,72.0
1139,高雄市,2013/09/03,復興,7.0,0.86,-,62.7,100,86,52.0,27.57,4.21,23.36,2.506,0.379,2.13,-,28.35,70.3,68.0
1140,高雄市,2013/09/03,小港,12.5,0.57,-,62.4,104,90,62.0,31.62,3.21,28.41,2.267,0.294,1.97,2.0,29.2,68.34,102.0
1141,高雄市,2013/09/03,鳳山,7.7,0.69,-,64.7,107,86,53.0,21.61,1.51,20.1,2.403,0.328,2.08,1.58,29.11,67.04,68.0
1142,高雄市,2013/09/03,林園,7.1,0.37,-,74.0,118,46,42.0,10.77,0.82,9.91,2.107,0.079,2.03,-,26.99,74.45,124.0
1143,高雄市,2013/09/03,大寮,4.8,0.48,-,74.6,141,76,52.0,14.71,0.87,13.81,2.266,0.171,2.1,1.51,27.57,74.1,152.0
1144,高雄市,2013/09/03,仁武,7.2,0.52,-,60.7,96,88,54.0,23.47,2.41,21.06,2.311,0.292,2.02,-,28.04,72.78,91.0
1145,高雄市,2013/09/03,橋頭,4.5,0.51,-,64.3,103,94,59.0,16.62,1.31,15.3,-,-,-,1.93,28.34,71.66,99.0
1146,高雄市,2013/09/03,美濃,1.6,0.38,-,56.5,98,64,47.0,6.05,0.7,5.33,-,-,-,1.01,27.86,72.97,118.0
1147,高雄市,2013/09/02,左營,5.0,0.54,-,59.1,100,62,42.0,18.11,2.47,15.64,2.282,0.223,2.06,1.86,26.68,76.67,105.0
1148,高雄市,2013/09/02,楠梓,3.4,0.49,-,49.5,90,69,41.0,18.25,2.36,15.89,2.109,0.164,1.94,1.58,26.96,76.33,105.0
1149,高雄市,2013/09/02,前金,5.8,0.63,-,54.4,93,64,42.0,21.84,2.93,18.91,2.235,0.221,2.02,2.23,27.11,74.63,89.0
1150,高雄市,2013/09/02,前鎮,7.7,0.73,-,52.7,90,71,46.0,28.62,2.41,26.2,2.314,0.316,2.0,1.5,26.91,72.0,60.0
1151,高雄市,2013/09/02,復興,7.9,1.07,-,46.1,84,67,40.0,33.43,5.24,28.18,2.609,0.495,2.11,-,27.2,73.68,58.0
1152,高雄市,2013/09/02,小港,8.2,0.63,-,49.6,94,63,41.0,28.31,2.98,25.34,2.219,0.242,1.98,1.94,27.77,72.52,101.0
1153,高雄市,2013/09/02,鳳山,5.5,0.69,-,51.8,92,76,40.0,22.45,2.0,20.45,2.372,0.303,2.07,1.75,27.77,72.28,63.0
1154,高雄市,2013/09/02,林園,6.8,0.35,-,52.0,90,38,31.0,15.29,1.48,13.81,2.257,0.214,2.04,-,26.56,73.45,93.0
1155,高雄市,2013/09/02,大寮,4.8,0.5,-,57.9,108,65,44.0,16.83,1.78,15.05,2.241,0.189,2.05,-,26.81,75.25,131.0
1156,高雄市,2013/09/02,仁武,13.9,0.54,-,47.5,89,66,40.0,29.02,4.41,24.61,2.344,0.352,1.99,1.78,27.1,76.21,91.0
1157,高雄市,2013/09/02,橋頭,3.8,0.48,-,50.5,93,69,43.0,16.65,1.71,14.93,-,-,-,1.98,27.12,77.64,95.0
1158,高雄市,2013/09/02,美濃,0.6,0.35,-,31.4,56,38,26.0,5.15,1.09,4.06,-,-,-,0.77,26.6,77.82,56.0
1159,高雄市,2013/09/01,左營,1.9,0.45,-,52.0,63,33,26.0,11.29,1.53,9.76,2.142,0.141,2.0,2.68,25.21,87.05,62.0
1160,高雄市,2013/09/01,楠梓,1.1,0.38,-,44.8,59,30,21.0,11.8,0.75,11.04,1.995,0.086,1.91,2.08,25.58,87.93,57.0
1161,高雄市,2013/09/01,前金,2.5,0.47,-,47.6,57,32,25.0,13.28,2.29,11.01,2.093,0.15,1.94,2.21,25.75,84.15,57.0
1162,高雄市,2013/09/01,前鎮,2.0,0.52,-,46.5,58,32,25.0,16.99,1.37,15.61,2.114,0.182,1.93,1.47,25.83,81.11,32.0
1163,高雄市,2013/09/01,復興,2.8,0.73,-,40.9,50,30,19.0,18.8,1.4,17.37,2.333,0.292,2.04,-,25.79,82.95,30.0
1164,高雄市,2013/09/01,小港,2.8,0.57,-,43.5,58,31,22.0,20.99,2.47,18.53,2.102,0.187,1.92,1.98,26.44,84.59,60.0
1165,高雄市,2013/09/01,鳳山,3.4,0.53,-,38.4,50,32,21.0,18.81,1.42,17.39,2.275,0.258,2.02,2.0,26.04,85.96,32.0
1166,高雄市,2013/09/01,林園,7.3,0.42,-,38.8,47,21,18.0,20.58,2.39,18.18,2.451,0.431,2.02,-,25.56,81.56,48.0
1167,高雄市,2013/09/01,大寮,2.7,0.4,-,38.0,49,22,18.0,12.73,1.71,11.02,2.104,0.141,1.96,-,25.17,89.55,45.0
1168,高雄市,2013/09/01,仁武,2.6,0.42,-,43.6,55,29,18.0,16.13,1.76,14.37,2.199,0.229,1.97,2.18,25.39,87.13,55.0
1169,高雄市,2013/09/01,橋頭,1.7,0.44,-,44.3,59,31,24.0,13.55,0.86,12.68,-,-,-,2.06,26.32,86.48,57.0
1170,高雄市,2013/09/01,美濃,0.5,0.29,-,35.0,46,10,10.0,6.5,1.73,4.77,-,-,-,0.73,24.8,89.93,46.0
1171,基隆市,2013/09/30,基隆,0.9,0.22,-,47.6,52,28,13.0,4.07,1.09,2.97,1.807,0.016,1.79,2.62,26.48,87.63,47.0
1172,基隆市,2013/09/29,基隆,0.8,0.24,-,29.6,40,24,13.0,7.22,1.57,5.66,1.948,0.056,1.89,2.15,27.13,86.25,38.0
1173,基隆市,2013/09/28,基隆,1.1,0.21,-,32.7,41,25,10.0,6.83,1.39,5.43,1.871,0.059,1.81,1.38,25.85,89.81,37.0
1174,基隆市,2013/09/27,基隆,1.1,0.27,-,39.4,47,30,12.0,8.68,1.54,7.14,1.917,0.083,1.83,1.31,25.09,78.88,41.0
1175,基隆市,2013/09/26,基隆,0.6,0.17,-,45.7,50,36,11.0,3.59,1.22,2.35,1.82,0.029,1.79,2.26,25.92,68.75,43.0
1176,基隆市,2013/09/25,基隆,1.1,0.21,-,31.9,42,31,15.0,5.54,1.48,4.07,1.856,0.053,1.8,1.64,27.25,82.08,38.0
1177,基隆市,2013/09/24,基隆,1.3,0.21,-,27.1,33,27,11.0,7.18,1.64,5.55,1.873,0.054,1.82,2.12,28.55,76.95,28.0
1178,基隆市,2013/09/23,基隆,0.5,0.19,-,18.7,21,17,7.0,6.68,2.4,4.27,1.879,0.06,1.82,1.95,28.76,77.83,21.0
1179,基隆市,2013/09/22,基隆,0.5,0.09,-,22.3,26,20,8.0,3.72,1.5,2.21,1.751,0.013,1.74,3.18,28.03,83.63,25.0
1180,基隆市,2013/09/21,基隆,0.5,0.06,-,19.7,21,29,9.0,2.12,1.05,1.04,-,-,-,4.45,28.39,87.91,29.0
1181,基隆市,2013/09/20,基隆,0.5,0.12,-,27.0,35,29,9.0,2.34,1.02,1.31,1.751,0.018,1.73,2.23,27.59,90.75,31.0
1182,基隆市,2013/09/19,基隆,0.6,0.13,-,27.1,28,31,11.0,3.57,1.12,2.45,1.764,0.015,1.75,2.09,28.07,86.52,31.0
1183,基隆市,2013/09/18,基隆,0.7,0.17,-,27.5,34,25,10.0,4.61,1.29,3.31,1.804,0.037,1.77,2.3,27.11,89.27,35.0
1184,基隆市,2013/09/17,基隆,0.7,0.25,-,42.4,55,34,15.0,7.28,1.23,6.05,1.881,0.061,1.82,1.53,26.77,75.18,52.0
1185,基隆市,2013/09/16,基隆,0.7,0.27,-,46.9,50,44,23.0,5.16,1.3,3.85,1.883,0.041,1.84,1.91,28.09,74.19,44.0
1186,基隆市,2013/09/15,基隆,1.5,0.17,-,17.3,30,16,9.0,8.98,3.53,5.44,1.823,0.049,1.77,1.18,27.74,86.42,35.0
1187,基隆市,2013/09/14,基隆,1.2,0.2,-,11.5,20,10,6.0,8.56,4.38,4.18,1.836,0.073,1.76,1.84,29.41,79.03,18.0
1188,基隆市,2013/09/13,基隆,0.6,0.16,-,8.8,14,7,4.0,6.35,3.65,2.7,1.822,0.052,1.77,1.96,29.88,73.58,13.0
1189,基隆市,2013/09/12,基隆,1.1,0.18,-,9.7,13,7,5.0,7.88,3.73,4.15,1.857,0.056,1.8,1.77,29.74,76.14,12.0
1190,基隆市,2013/09/11,基隆,0.5,0.23,-,16.6,22,12,8.0,8.98,3.46,5.52,1.896,0.065,1.83,2.05,29.59,75.54,22.0
1191,基隆市,2013/09/10,基隆,1.2,0.24,-,20.8,25,18,13.0,9.04,2.78,6.26,1.949,0.061,1.89,1.98,29.27,76.5,23.0
1192,基隆市,2013/09/09,基隆,0.7,0.23,-,20.5,27,26,19.0,8.37,2.44,5.92,1.927,0.066,1.86,2.1,28.44,79.2,26.0
1193,基隆市,2013/09/08,基隆,1.1,0.24,-,22.8,35,27,20.0,8.09,1.98,6.11,1.948,0.071,1.88,1.92,27.78,79.75,30.0
1194,基隆市,2013/09/07,基隆,1.1,0.26,-,30.3,40,17,10.0,7.97,1.96,6.01,1.936,0.065,1.87,2.06,28.14,75.51,37.0
1195,基隆市,2013/09/06,基隆,0.9,0.27,-,30.7,42,17,9.0,9.86,2.25,7.61,1.996,0.088,1.91,1.88,28.24,76.84,37.0
1196,基隆市,2013/09/05,基隆,0.8,0.31,-,34.2,50,28,14.0,10.28,1.98,8.3,2.006,0.103,1.9,1.78,26.6,78.5,45.0
1197,基隆市,2013/09/04,基隆,1.0,0.25,-,44.2,52,31,13.0,6.44,1.42,5.02,1.878,0.056,1.82,1.39,26.88,64.28,50.0
1198,基隆市,2013/09/03,基隆,3.3,0.44,-,41.1,61,41,22.0,18.53,2.44,16.09,2.082,0.145,1.94,1.14,25.91,71.43,61.0
1199,基隆市,2013/09/02,基隆,5.5,0.44,-,30.2,51,35,18.0,23.27,3.56,19.72,2.08,0.15,1.93,1.31,25.4,73.56,46.0
1200,基隆市,2013/09/01,基隆,5.3,0.33,-,39.0,54,24,15.0,14.81,1.26,13.54,1.971,0.104,1.87,1.36,24.4,93.18,52.0
1201,新竹市,2013/09/30,新竹,3.3,0.27,-,38.6,43,29,24.0,11.23,1.73,9.49,1.882,0.112,1.77,3.89,26.73,82.05,45.0
1202,新竹市,2013/09/29,新竹,3.1,0.32,-,29.3,52,39,32.0,14.42,2.04,12.38,1.933,0.129,1.81,2.25,27.52,78.46,72.0
1203,新竹市,2013/09/28,新竹,1.6,0.29,-,35.5,54,30,23.0,13.21,1.62,11.59,1.89,0.128,1.76,2.26,27.37,75.66,58.0
1204,新竹市,2013/09/27,新竹,2.4,0.29,-,41.6,51,42,24.0,14.31,2.31,12.01,1.898,0.114,1.78,3.5,26.4,67.01,47.0
1205,新竹市,2013/09/26,新竹,2.2,0.22,-,41.1,47,49,24.0,12.59,2.16,10.42,1.847,0.096,1.75,4.72,25.75,69.45,49.0
1206,新竹市,2013/09/25,新竹,2.6,0.26,-,32.5,46,44,31.0,13.25,2.41,10.83,1.885,0.133,1.75,3.32,28.11,69.39,45.0
1207,新竹市,2013/09/24,新竹,3.1,0.37,-,30.7,72,39,29.0,20.04,4.25,15.79,1.999,0.209,1.79,1.7,28.59,70.79,80.0
1208,新竹市,2013/09/23,新竹,2.3,0.46,-,14.2,31,34,23.0,23.48,5.6,17.88,2.06,0.229,1.83,1.24,27.71,-,38.0
1209,新竹市,2013/09/22,新竹,1.4,0.37,-,14.2,19,24,16.0,18.95,4.34,14.6,1.925,0.142,1.78,2.32,28.39,-,24.0
1210,新竹市,2013/09/21,新竹,1.3,0.14,-,18.9,20,28,10.0,6.14,1.56,4.59,1.691,0.038,1.65,6.16,29.06,71.72,28.0
1211,新竹市,2013/09/20,新竹,1.0,0.22,-,21.0,28,26,14.0,11.53,2.74,8.78,1.806,0.086,1.72,4.19,27.62,80.96,28.0
