序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
1,臺北市,2010/10/31,松山,1.3,0.33,396.41,33.9,43,39,23.0,25.04,4.43,20.6,2.083,0.11,1.97,20.03,63.95,41.0
2,臺北市,2010/10/31,古亭,0.8,0.51,-,27.7,40,48,19.0,31.05,7.08,23.97,2.209,0.159,2.05,19.98,71.85,48.0
3,臺北市,2010/10/31,中山,2.0,0.56,-,25.8,35,48,26.0,37.02,7.71,29.31,2.257,0.195,2.06,20.4,64.89,48.0
4,臺北市,2010/10/31,大同,2.0,1.25,-,-,-,58,27.0,80.12,40.68,39.45,2.592,0.499,2.09,-,-,54.0
5,臺北市,2010/10/31,萬華,0.8,0.57,-,19.5,29,40,24.0,40.26,8.62,31.63,-,-,-,20.25,66.81,40.0
6,臺北市,2010/10/31,陽明,1.4,0.12,387.25,50.3,53,22,13.0,1.61,0.22,1.66,-,-,-,11.05,92.29,47.0
7,臺北市,2010/10/31,士林,1.4,0.37,-,38.7,48,46,22.0,20.46,4.54,15.91,-,-,-,20.17,65.89,46.0
8,臺北市,2010/10/30,松山,2.9,0.83,421.29,8.9,18,51,44.0,83.01,37.44,45.57,2.459,0.383,2.08,18.63,78.53,50.0
9,臺北市,2010/10/30,古亭,1.8,1.09,-,7.4,13,58,33.0,66.52,27.74,38.79,2.534,0.43,2.1,18.36,86.54,54.0
10,臺北市,2010/10/30,中山,3.6,1.0,-,9.7,14,61,39.0,62.3,20.02,42.29,2.636,0.438,2.2,18.92,78.75,56.0
