序號,縣市,監測日期,測站,二氧化硫
SO2
(ppb),一氧化碳
CO
(ppm),二氧化碳
CO2
(ppm),臭氧
O3
(ppb),"懸浮微粒
PM 10 
(μg/m 3 )","細懸浮微粒
PM 2.5 
(μg/m 3 )",氮氧化物
NOx
(ppb),一氧化氮
NO
(ppb),二氧化氮
NO2
(ppb),總碳氫化合物
THC
(ppm),非甲烷碳氫化合物
NMHC
(ppm),甲烷
CH4
(ppm),風速
WIND_SPEED
(m/sec),小時風速值
WS_HR
(m/sec),溫度
AMB_TEMP
(℃),降雨強度
RAIN_INT
(㎜),酸雨
PH_RAIN
(pH),相對濕度
RH
24,臺北市,2018/09/27,中山,1.5,0.4,-,25.5,29,11,19.34,3.58,15.76,1.974,0.136,1.838,1.83,1.48,25.77,-,-,83.27,-
25,臺北市,2018/09/27,大同,2.3,1.35,-,-,48,12,65.09,35.1,29.99,2.4,0.392,2.008,-,-,-,-,-,-,-
26,臺北市,2018/09/27,萬華,1,0.47,-,22.2,33,10,23.48,3.95,19.53,-,-,-,1.35,0.91,26.48,-,-,77.66,-
27,臺北市,2018/09/27,陽明,1.7,0.13,406.98,43.7,7,3,1.01,0.25,0.8,-,-,-,6.56,-,19.4,4.41,4.14,99.48,117.05
28,臺北市,2018/09/27,士林,1.5,0.25,-,34.9,28,10,10.18,1.22,8.94,-,-,-,1.88,1.29,26.28,-,-,79.87,-
29,臺北市,2018/09/26,松山,2.2,0.53,425.49,24.6,35,15,33.96,9.13,24.82,1.948,0.164,1.783,1.5,1.09,24.78,-,-,82.77,-
30,臺北市,2018/09/26,古亭,2.4,0.61,-,23.8,31,16,35.27,9.18,26.09,2.141,0.204,1.938,1.32,0.99,24.6,-,-,81.26,-
31,臺北市,2018/09/26,中山,2.6,0.62,-,24.3,30,13,33.54,7.44,26.1,2.074,0.202,1.872,1.27,0.7,24.97,-,-,86.08,-
32,臺北市,2018/09/26,大同,3.4,2.11,-,-,46,16,101.69,61.52,40.17,2.673,0.627,2.046,-,-,-,-,-,-,-
33,臺北市,2018/09/26,萬華,3.1,0.62,-,23.8,37,15,34.44,6.8,27.64,-,-,-,0.99,0.57,25.51,-,-,81.09,-
34,臺北市,2018/09/26,陽明,1.3,0.14,408.84,49.8,7,4,1.15,0.25,0.91,-,-,-,5.54,-,18.67,5.3,4.07,99.5,111.37
35,臺北市,2018/09/26,士林,2,0.51,-,28.7,29,17,24.97,3.72,21.25,-,-,-,1.44,0.89,25.03,-,-,84.7,-
36,臺北市,2018/09/25,松山,1.5,0.22,407.04,46.6,36,11,9.97,1.99,7.98,1.725,0.035,1.691,3.03,2.65,26.99,-,-,70.93,-
37,臺北市,2018/09/25,古亭,1.5,0.25,-,45.6,32,13,10.82,1.38,9.44,1.882,0.05,1.833,2.69,2.18,27.64,-,-,64.23,-
38,臺北市,2018/09/25,中山,2.1,0.37,-,38.9,35,13,18.17,3.23,14.93,1.852,0.089,1.762,1.99,0.88,27.65,-,-,71.37,-
39,臺北市,2018/09/25,大同,2.3,0.54,-,-,46,12,36.68,15.98,20.71,1.968,0.123,1.846,-,-,-,-,-,-,-
40,臺北市,2018/09/25,萬華,1,0.29,-,40.7,37,13,15.88,2.11,13.78,-,-,-,2.54,2.07,28.09,-,-,65.94,-
41,臺北市,2018/09/25,陽明,2,0.14,407.82,50.2,15,8,1.37,0.26,1.04,-,-,-,2.84,-,19.8,0.7,4.16,94.13,113.44
42,臺北市,2018/09/25,士林,1.2,0.19,-,53.7,32,13,5.09,1.64,3.46,-,-,-,3.81,3.72,28.1,-,-,68.4,-
43,臺北市,2018/09/24,松山,0.5,0.2,407.35,39.3,24,7,7.39,1.27,6.11,1.707,0.022,1.685,2.36,2.03,26.7,-,-,78.43,-
44,臺北市,2018/09/24,古亭,1.4,0.2,-,37,17,14,9.45,1.72,7.74,1.893,0.038,1.855,2.18,1.6,27.15,-,-,72.96,-
45,臺北市,2018/09/24,中山,0.5,0.31,-,31,20,11,14.9,2.79,12.11,1.851,0.07,1.781,1.68,0.83,26.97,-,-,81.55,-
46,臺北市,2018/09/24,大同,2.5,0.59,-,-,32,8,37.21,16.46,20.75,2.013,0.13,1.883,-,-,-,-,-,-,-
47,臺北市,2018/09/24,萬華,1.5,0.3,-,30.6,24,11,15.91,1.49,14.46,-,-,-,1.71,1.25,27.51,-,-,76.5,-
48,臺北市,2018/09/24,陽明,2,0.13,410.9,42,6,3,1.14,0.26,0.97,-,-,-,3.32,-,20.08,2.03,4.61,99.32,32.74
49,臺北市,2018/09/24,士林,1.1,0.2,-,39.1,22,7,7.31,1.82,5.49,-,-,-,2.11,1.63,27.17,-,-,79.14,-
50,臺北市,2018/09/23,松山,3.1,0.24,415.87,12.9,17,13,15.06,4.03,11.03,1.735,0.075,1.661,1.57,1.16,28.28,-,-,79.3,-
51,臺北市,2018/09/23,古亭,2.2,0.23,-,17.2,15,14,14.68,4.27,10.4,1.885,0.068,1.816,1.86,1.54,28.8,-,-,71.68,-
52,臺北市,2018/09/23,中山,2.7,0.32,-,13.2,19,12,18.73,5.09,13.65,1.882,0.138,1.744,1.92,1.56,28.88,-,-,78.49,-
53,臺北市,2018/09/23,大同,3.3,0.73,-,-,33,13,41.82,23.7,18.12,2.034,0.207,1.826,-,-,-,-,-,-,-
54,臺北市,2018/09/23,萬華,2.3,0.28,-,14.2,21,14,17.57,3.38,14.18,-,-,-,1.86,1.49,29.35,-,-,74.94,-
55,臺北市,2018/09/23,陽明,1.9,0.05,409.76,17.7,7,5,2.38,1.15,1.24,-,-,-,1.66,-,22.34,1,4.7,93.86,13
56,臺北市,2018/09/23,士林,2.5,0.19,-,16.3,28,11,8.49,1.31,7.2,-,-,-,1.77,1.52,29.75,-,-,73.76,-
57,臺北市,2018/09/22,松山,2.8,0.4,433.28,26.3,38,23,20.81,3.73,17.09,1.87,0.135,1.735,1.57,1.14,28.7,-,-,73.13,-
58,臺北市,2018/09/22,古亭,2,0.35,-,27,32,16,19.39,3.99,15.4,1.935,0.108,1.827,1.71,1.48,29.19,-,-,65.96,-
59,臺北市,2018/09/22,中山,2.6,0.46,-,22.1,32,22,25.44,5.47,19.97,1.976,0.174,1.802,1.82,1.46,29.55,-,-,72.81,-
60,臺北市,2018/09/22,大同,3.6,0.92,-,-,49,20,50.3,23.25,27.05,2.192,0.273,1.919,-,-,-,-,-,-,-
61,臺北市,2018/09/22,萬華,3,0.38,-,22.9,37,24,22.57,3.58,18.99,-,-,-,1.76,1.29,29.73,-,-,69.5,-
62,臺北市,2018/09/22,陽明,1.6,0.1,416.57,32.9,15,12,2.06,0.39,1.6,-,-,-,2.14,-,22.26,2,7.37,91.58,99
63,臺北市,2018/09/22,士林,3.1,0.25,-,29.3,34,21,13.21,2.78,10.43,-,-,-,1.91,1.71,29.78,-,-,72.89,-
64,臺北市,2018/09/21,松山,4.2,0.37,433.88,32.2,41,24,23.08,5.01,18.07,1.872,0.141,1.731,1.76,1.31,29.35,-,-,70.45,-
65,臺北市,2018/09/21,古亭,2.8,0.4,-,30.1,38,23,23.17,5,18.17,2.012,0.137,1.875,1.65,1.47,29.67,-,-,65.27,-
66,臺北市,2018/09/21,中山,2.5,0.52,-,24.7,41,27,29.03,6.51,22.53,1.988,0.178,1.81,1.72,1.37,29.89,-,-,72.4,-
67,臺北市,2018/09/21,大同,4.4,1.18,-,-,57,27,65.93,34.27,31.66,2.322,0.361,1.961,-,-,-,-,-,-,-
68,臺北市,2018/09/21,萬華,3.7,0.47,-,25.4,46,29,27.05,5.7,21.34,-,-,-,1.49,1.14,29.99,-,-,70.25,-
69,臺北市,2018/09/21,陽明,1.9,0.17,422.43,46.4,25,23,4.81,0.9,3.93,-,-,-,1.14,-,22.84,0,0,89.26,0
70,臺北市,2018/09/21,士林,2.7,0.37,-,29.9,39,30,17.12,2.61,14.51,-,-,-,1.48,1.3,29.76,-,-,74.5,-
71,臺北市,2018/09/20,松山,4.2,0.36,428.59,38.6,40,22,20.24,3.88,16.36,1.837,0.118,1.719,1.59,1.1,29.55,-,-,64.1,-
72,臺北市,2018/09/20,古亭,2.8,0.41,-,38.9,34,23,19.3,4.23,15.07,1.981,0.128,1.854,1.87,1.5,30.05,-,-,58.5,-
73,臺北市,2018/09/20,中山,3.9,0.56,-,32.2,37,28,29.81,7.27,22.54,1.987,0.168,1.819,1.68,1.31,30.05,-,-,66.25,-
74,臺北市,2018/09/20,大同,2.9,1.13,-,-,54,23,57.16,27.28,29.88,2.254,0.316,1.938,-,-,-,-,-,-,-
75,臺北市,2018/09/20,萬華,3.6,0.45,-,35.6,43,27,23.15,3.46,19.68,-,-,-,1.39,1.05,30.4,-,-,62.98,-
76,臺北市,2018/09/20,陽明,3,0.23,424.81,48.5,27,25,4.1,0.24,3.95,-,-,-,1.65,-,22.18,0,0,92.03,0
77,臺北市,2018/09/20,士林,3.3,0.33,-,45.3,46,32,13.99,2.48,11.52,-,-,-,1.87,1.68,30.2,-,-,68.63,-
78,臺北市,2018/09/19,松山,1.3,0.21,414.85,9.7,13,13,17.25,6.59,10.66,1.756,0.082,1.673,1.71,1.18,29.91,-,-,61.9,-
79,臺北市,2018/09/19,古亭,1.4,0.2,-,13.8,13,10,11.22,3.72,7.49,1.84,0.053,1.788,2.7,2.52,30.8,-,-,54.33,-
80,臺北市,2018/09/19,中山,1.6,0.31,-,9.8,14,10,18.82,8.78,10.04,1.838,0.11,1.728,2.95,2.54,30.61,-,-,62.72,-
81,臺北市,2018/09/19,大同,2.6,0.93,-,-,32,11,58.55,43.38,15.17,2.118,0.294,1.824,-,-,-,-,-,-,-
82,臺北市,2018/09/19,萬華,2,0.25,-,8.4,18,8,21.33,9.78,11.56,-,-,-,2.26,1.98,31.05,-,-,59.36,-
83,臺北市,2018/09/19,陽明,1,0.05,404.48,17.5,6,4,1.36,0.27,1.1,-,-,-,3.53,-,23.11,0,0,83.13,0
84,臺北市,2018/09/19,士林,0.7,0.12,-,16.8,17,12,6.94,1.99,4.94,-,-,-,2.69,2.47,31.19,-,-,62.6,-
85,臺北市,2018/09/18,松山,2.2,0.24,418.37,13.7,25,13,16.59,5.82,10.77,1.756,0.093,1.664,1.82,1.32,30.73,-,-,62.95,-
86,臺北市,2018/09/18,古亭,1.6,0.27,-,14.4,20,13,15.31,5.68,9.63,1.89,0.092,1.798,2.58,2.22,31.08,-,-,58.18,-
87,臺北市,2018/09/18,中山,1.7,0.39,-,13.2,25,14,22.53,8.67,13.86,1.888,0.139,1.749,2.36,1.79,31.13,-,-,66.53,-
88,臺北市,2018/09/18,大同,2.7,1.03,-,-,41,16,56.34,35.18,21.16,2.168,0.314,1.855,-,-,-,-,-,-,-
89,臺北市,2018/09/18,萬華,1.3,0.34,-,12,28,18,23.4,8.91,14.49,-,-,-,1.93,1.53,31.65,-,-,62.45,-
90,臺北市,2018/09/18,陽明,1.9,0.09,408.15,21.1,12,8,2.13,0.35,1.7,-,-,-,2.42,-,23.53,0,0,91.07,0
91,臺北市,2018/09/18,士林,2.5,0.21,-,21.2,26,18,10.33,2.17,8.18,-,-,-,2.3,1.96,31.46,-,-,67.6,-
92,臺北市,2018/09/17,松山,3.3,0.25,416.19,22.9,22,10,15.8,4.74,11.06,1.764,0.087,1.677,1.38,0.83,31.08,-,-,62.82,-
93,臺北市,2018/09/17,古亭,1.8,0.36,-,25.5,21,13,17.77,5.23,12.53,1.937,0.107,1.83,1.61,1.23,31.68,-,-,57.84,-
94,臺北市,2018/09/17,中山,1.5,0.49,-,25.2,26,11,24.7,6.63,18.07,1.943,0.15,1.793,1.7,1.17,31.5,-,-,65.09,-
95,臺北市,2018/09/17,大同,2.5,1.26,-,-,41,16,60.04,33.83,26.21,2.326,0.385,1.942,-,-,-,-,-,-,-
96,臺北市,2018/09/17,萬華,2.5,0.43,-,28,28,13,21.84,5.3,16.54,-,-,-,1.25,0.86,32.16,-,-,61.23,-
97,臺北市,2018/09/17,陽明,1.9,0.09,410.47,35,14,9,3.21,0.63,2.57,-,-,-,1.68,-,24.12,0,0,89.58,0
98,臺北市,2018/09/17,士林,1.7,0.27,-,32.8,24,15,12.2,1.59,10.66,-,-,-,1.81,1.59,31.48,-,-,68.88,-
99,臺北市,2018/09/16,松山,1.3,0.14,404.37,18.5,21,8,6.57,1.69,4.9,1.623,0.02,1.603,2.34,1.4,29.37,-,-,70.5,-
100,臺北市,2018/09/16,古亭,0.9,0.13,-,18.4,17,12,6.51,2.5,4.01,1.792,0.028,1.765,3.79,3.56,29.99,-,-,64.17,-
101,臺北市,2018/09/16,中山,2.5,0.25,-,15.4,19,9,11.13,3.86,7.27,1.76,0.062,1.698,3.95,3.68,30.06,-,-,71.45,-
102,臺北市,2018/09/16,大同,2.7,0.74,-,-,36,10,47.12,32.76,14.35,2.026,0.209,1.817,-,-,-,-,-,-,-
103,臺北市,2018/09/16,萬華,1.1,0.21,-,14.7,22,7,15.07,4.92,10.18,-,-,-,3.02,2.41,30.9,-,-,66.83,-
104,臺北市,2018/09/16,陽明,3.5,0.05,409.43,18.9,9,4,1.7,0.74,0.94,-,-,-,6.75,-,22.37,0.67,4.99,97.42,31.23
105,臺北市,2018/09/16,士林,1.4,0.12,-,20,20,13,5.93,1.65,4.29,-,-,-,4.43,4.09,30.73,-,-,70.55,-
106,臺北市,2018/09/15,松山,2.3,0.13,403.77,12.6,24,7,8.7,3.4,5.3,1.647,0.032,1.615,2.84,2.15,28.59,-,-,77.47,-
107,臺北市,2018/09/15,古亭,1.3,0.17,-,14.1,16,8,6.96,3.75,3.21,1.783,0.025,1.758,4.47,3.92,29.13,-,-,69.35,-
108,臺北市,2018/09/15,中山,1.5,0.25,-,9.4,22,9,16.03,7.35,8.68,1.767,0.073,1.695,3.81,3.15,29.06,-,-,79.9,-
109,臺北市,2018/09/15,大同,2,0.44,-,-,39,9,30.09,19.28,10.82,1.91,0.124,1.787,-,-,-,-,-,-,-
110,臺北市,2018/09/15,萬華,0.6,0.19,-,9.6,24,9,12.82,4.88,7.93,-,-,-,3.9,3.36,29.83,-,-,74.78,-
111,臺北市,2018/09/15,陽明,0.7,-,408.91,-,6,2,1.03,0.51,0.53,-,-,-,6.45,-,22.31,2.05,4.87,99.5,37.59
112,臺北市,2018/09/15,士林,1.7,0.08,-,15.4,21,8,3.4,0.36,3.17,-,-,-,5.18,4.44,30.1,-,-,74.68,-
113,臺北市,2018/09/14,松山,1.7,0.21,406.68,10.6,21,9,15.11,6.64,8.46,1.707,0.066,1.641,2.56,2.06,29.37,-,-,70.08,-
114,臺北市,2018/09/14,古亭,1.5,0.17,-,12.4,14,8,10.7,5.38,5.32,1.823,0.053,1.769,3.49,3.08,30.3,-,-,60.68,-
115,臺北市,2018/09/14,中山,1.9,0.34,-,8.5,23,8,20.59,10.73,9.86,1.824,0.107,1.716,2.64,2.18,29.66,-,-,74.08,-
116,臺北市,2018/09/14,大同,2.1,0.53,-,-,34,7,37.22,25.64,11.58,1.945,0.161,1.784,-,-,-,-,-,-,-
117,臺北市,2018/09/14,萬華,1.8,0.23,-,8.2,22,9,19.68,8.71,10.97,-,-,-,3.08,2.76,30.45,-,-,68.58,-
118,臺北市,2018/09/14,陽明,1.9,0.05,411.54,14.6,6,3,1.66,0.38,1.26,-,-,-,4.25,-,21.27,2,4.71,98.4,23.16
119,臺北市,2018/09/14,士林,2.9,0.1,-,13.6,18,8,8.24,2.82,5.41,-,-,-,3.65,3.12,30.35,-,-,71.3,-
120,臺北市,2018/09/13,松山,3.2,0.26,414.26,7.8,18,6,16.98,7.56,9.41,1.75,0.086,1.663,1.79,1.21,29.98,-,-,63.83,-
121,臺北市,2018/09/13,古亭,1,0.23,-,9,17,11,15.3,7.74,7.56,1.878,0.078,1.799,2.63,2.45,30.36,-,-,58.46,-
122,臺北市,2018/09/13,中山,4.2,0.34,-,7.4,14,9,21.62,11.71,9.91,1.845,0.112,1.733,2.6,2.28,30.63,-,-,65.46,-
123,臺北市,2018/09/13,大同,6.9,0.88,-,-,35,10,53.49,39.14,14.35,2.16,0.283,1.877,-,-,-,-,-,-,-
124,臺北市,2018/09/13,萬華,1.3,0.25,-,6.2,21,6,20.46,10.17,10.29,-,-,-,2.4,1.98,31.16,-,-,61.34,-
125,臺北市,2018/09/13,陽明,3.7,0.05,415.93,12.3,6,3,2.84,0.61,2.2,-,-,-,4,-,22.56,0,0,93.4,0
126,臺北市,2018/09/13,士林,1.5,0.11,-,13.6,15,9,7.01,1.44,5.6,-,-,-,2.98,2.58,31.19,-,-,65.64,-
127,臺北市,2018/09/12,松山,4.1,0.41,430.33,25.8,32,16,23.99,7.88,16.11,1.912,0.155,1.757,1.22,0.91,29.16,-,-,69.23,-
128,臺北市,2018/09/12,古亭,2,0.44,-,30,29,17,21.44,5.63,15.81,2.017,0.155,1.863,1.7,1.44,29.71,-,-,64.74,-
129,臺北市,2018/09/12,中山,2.6,0.59,-,21,33,17,29.13,9.25,19.88,2.046,0.195,1.851,1.62,1.23,29.75,-,-,72.53,-
130,臺北市,2018/09/12,大同,2.7,1.36,-,-,46,15,63.12,37.99,25.14,2.422,0.431,1.991,-,-,-,-,-,-,-
131,臺北市,2018/09/12,萬華,1.5,0.52,-,23.2,33,18,29.52,8.46,21.07,-,-,-,1.37,1,30.26,-,-,69.68,-
132,臺北市,2018/09/12,陽明,1.4,0.16,415.33,28.5,17,13,3.66,1.4,2.25,-,-,-,1.7,-,22.49,0,0,94.9,0
133,臺北市,2018/09/12,士林,2.6,0.27,-,26.7,27,13,11.88,2.22,9.65,-,-,-,1.83,1.65,29.94,-,-,72.81,-
134,臺北市,2018/09/11,松山,5.9,0.22,408.77,18.8,14,5,13.43,3.93,9.5,1.693,0.054,1.639,1.85,1.29,28.98,-,-,67.86,-
135,臺北市,2018/09/11,古亭,1.8,0.24,-,19.2,12,10,14.79,4.96,9.83,1.881,0.076,1.805,2.54,2.27,29.87,-,-,61.69,-
136,臺北市,2018/09/11,中山,1,0.43,-,15.2,13,9,22.8,8.07,14.77,1.881,0.126,1.756,2.27,1.95,30.25,-,-,68.28,-
137,臺北市,2018/09/11,大同,2.6,1.04,-,-,30,9,63.34,41.44,21.89,2.251,0.393,1.858,-,-,-,-,-,-,-
138,臺北市,2018/09/11,萬華,1.6,0.32,-,15.9,18,6,20.55,5.66,14.88,-,-,-,1.94,1.57,30.41,-,-,65.78,-
139,臺北市,2018/09/11,陽明,1.1,0.07,406.07,26.2,5,4,2.06,1.01,1.05,-,-,-,3.24,-,21.74,0.5,5.12,93.79,3.9
140,臺北市,2018/09/11,士林,1.9,0.17,-,23.7,17,6,7.98,1.3,6.66,-,-,-,2.81,2.6,30.35,-,-,68.12,-
141,臺北市,2018/09/10,松山,3.9,0.3,415.37,28.5,15,7,20.86,4.49,16.37,1.795,0.088,1.707,1.96,1.43,24.19,-,-,89.27,-
142,臺北市,2018/09/10,古亭,2.4,0.36,-,29.4,10,-,20.59,4.06,16.52,1.953,0.091,1.863,2.5,2.15,24.75,-,-,82.93,-
143,臺北市,2018/09/10,中山,3.4,0.44,-,26.3,13,6,24.47,5.95,18.57,1.906,0.12,1.787,2.08,1.8,25.95,-,-,85.68,-
144,臺北市,2018/09/10,大同,2.5,0.77,-,-,29,7,46.23,21.95,24.28,2.159,0.263,1.896,-,-,-,-,-,-,-
145,臺北市,2018/09/10,萬華,2.3,0.33,-,29,17,6,21.96,4.41,17.56,-,-,-,2.55,2.31,25.72,-,-,83.78,-
146,臺北市,2018/09/10,陽明,0.5,0.11,406.75,44.9,5,2,2.06,0.82,1.18,-,-,-,2.88,-,19.65,4.95,4.74,99.48,18.01
147,臺北市,2018/09/10,士林,0.6,0.21,-,38.7,11,4,8.96,1.92,7.03,-,-,-,2.34,1.87,26.1,-,-,80.69,-
148,臺北市,2018/09/09,松山,0.6,0.25,417.17,29,12,6,16.21,2.58,13.63,1.775,0.054,1.721,1.91,1.42,24.32,-,-,88.35,-
149,臺北市,2018/09/09,古亭,1.5,0.28,-,24.9,12,-,17.2,5.13,12.07,1.928,0.062,1.866,1.82,1.49,24.43,-,-,84.15,-
150,臺北市,2018/09/09,中山,2.3,0.42,-,22.1,15,9,23.53,5.21,18.33,2.01,0.128,1.881,1.41,0.95,24.77,-,-,91.64,-
151,臺北市,2018/09/09,大同,2.6,0.8,-,-,26,6,49.76,23.72,26.04,2.217,0.238,1.979,-,-,-,-,-,-,-
152,臺北市,2018/09/09,萬華,1.2,0.36,-,20.6,15,7,23.3,3.37,19.93,-,-,-,1.54,1.18,25.56,-,-,85.27,-
153,臺北市,2018/09/09,陽明,1.2,0.14,406.38,47.7,5,2,1.96,0.25,1.67,-,-,-,3.73,-,19.5,13.98,4.85,99.41,17.16
154,臺北市,2018/09/09,士林,1.3,0.21,-,36.2,13,5,8.02,0.9,7.13,-,-,-,1.72,1.09,25.53,-,-,84.25,-
155,臺北市,2018/09/08,松山,1.8,0.34,431.07,23.9,20,13,20.59,4.41,16.18,1.87,0.109,1.761,1.64,1.22,27.24,-,-,80.69,-
156,臺北市,2018/09/08,古亭,1.8,0.43,-,21.2,23,12,25.34,5.89,19.45,2.078,0.156,1.922,1.47,1.09,27.35,-,-,77.47,-
157,臺北市,2018/09/08,中山,1.3,0.49,-,18.5,27,10,29.2,7.2,22,2.058,0.171,1.887,1.51,1.13,27.48,-,-,84.59,-
158,臺北市,2018/09/08,大同,1.9,1.04,-,-,37,14,49.93,23.25,26.68,2.378,0.319,2.059,-,-,-,-,-,-,-
159,臺北市,2018/09/08,萬華,1.5,0.48,-,19.1,25,13,26.4,4.04,22.36,-,-,-,1.17,0.83,27.98,-,-,79.91,-
160,臺北市,2018/09/08,陽明,1.5,0.15,415.72,35.5,10,6,2.57,0.43,2.06,-,-,-,1.24,-,21.3,13.82,4.61,98.81,15.22
161,臺北市,2018/09/08,士林,2.4,0.29,-,24.4,18,7,15.55,3.53,12.02,-,-,-,1.62,1.26,27.65,-,-,83.58,-
162,臺北市,2018/09/07,松山,3,0.44,442.44,22.2,35,22,27.83,7.19,20.65,1.932,0.18,1.752,1.58,1.14,28.62,-,-,77.23,-
163,臺北市,2018/09/07,古亭,1.9,0.52,-,23.3,34,15,25.35,5.77,19.58,2.05,0.161,1.889,1.56,1.27,28.49,-,-,74.56,-
164,臺北市,2018/09/07,中山,4,0.7,-,21.4,41,22,37.26,12.05,25.21,2.147,0.257,1.89,1.71,1.15,29.16,-,-,80.06,-
165,臺北市,2018/09/07,大同,3.3,2.02,-,-,57,25,92.29,55.91,36.38,2.677,0.615,2.061,-,-,-,-,-,-,-
166,臺北市,2018/09/07,萬華,2.8,0.6,-,21.4,36,22,33.44,7.91,25.53,-,-,-,1.28,1.12,29.42,-,-,76.77,-
167,臺北市,2018/09/07,陽明,1,0.14,416.26,36.7,19,15,3.06,0.5,2.49,-,-,-,1.15,-,22.02,5.3,4.04,96.16,41.88
168,臺北市,2018/09/07,士林,2.5,0.37,-,22.8,34,25,19.78,5.09,14.7,-,-,-,1.47,1.18,29.37,-,-,78.76,-
169,臺北市,2018/09/06,松山,3.4,0.43,433.11,30.5,39,23,22.73,4.78,17.95,1.883,0.154,1.729,1.49,1.12,30.05,-,-,70.53,-
170,臺北市,2018/09/06,古亭,2.8,0.54,-,29.8,39,25,23.97,4.79,19.19,2.042,0.173,1.87,1.56,1.23,29.73,-,-,68.9,-
171,臺北市,2018/09/06,中山,2.4,0.53,-,26.4,41,22,25.09,4.83,20.27,2.039,0.187,1.852,1.6,1.13,30.21,-,-,73.66,-
