序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
1,臺北市,2012/01/31,松山,1.7,0.56,411.58,21.9,34,42,25.0,33.05,6.11,26.95,2.118,0.174,1.94,14.78,80.44,42.0
2,臺北市,2012/01/31,古亭,1.7,0.64,-,21.2,27,48,31.0,34.79,8.49,26.3,2.197,0.195,2.0,14.95,83.89,48.0
3,臺北市,2012/01/31,中山,2.1,0.78,-,17.9,30,27,31.0,44.21,14.19,30.02,2.198,0.25,1.95,15.21,78.63,31.0
4,臺北市,2012/01/31,大同,2.7,1.63,-,-,-,45,33.0,83.38,49.57,33.81,2.621,0.618,2.0,-,-,45.0
5,臺北市,2012/01/31,萬華,1.4,0.67,-,18.2,30,36,25.0,38.37,7.25,31.12,-,-,-,15.05,81.62,36.0
6,臺北市,2012/01/31,陽明,0.5,0.23,398.65,44.9,46,6,5.0,2.1,0.93,1.18,-,-,-,8.57,100.0,39.0
7,臺北市,2012/01/31,士林,1.8,0.46,-,27.4,41,39,23.0,21.98,3.06,18.92,-,-,-,14.68,78.28,39.0
8,臺北市,2012/01/30,松山,1.1,0.65,414.6,23.0,35,49,31.0,30.03,5.14,24.89,2.206,0.206,2.0,16.89,76.12,49.0
9,臺北市,2012/01/30,古亭,1.8,0.76,-,17.6,22,59,35.0,39.22,8.34,30.87,2.31,0.265,2.05,17.18,78.82,54.0
10,臺北市,2012/01/30,中山,2.4,0.8,-,19.9,26,49,39.0,41.62,12.4,29.22,2.222,0.262,1.96,17.26,75.43,49.0
11,臺北市,2012/01/30,大同,2.5,1.51,-,-,-,60,33.0,52.35,23.48,28.87,2.568,0.576,1.99,-,-,55.0
12,臺北市,2012/01/30,萬華,1.4,0.75,-,19.2,22,49,30.0,36.3,5.52,30.78,-,-,-,17.17,77.55,49.0
13,臺北市,2012/01/30,陽明,0.8,0.26,397.95,46.0,49,8,6.0,2.59,1.36,1.23,-,-,-,10.31,100.0,42.0
14,臺北市,2012/01/30,士林,1.4,0.4,-,32.2,41,45,24.0,14.83,1.57,13.25,-,-,-,17.0,74.16,45.0
15,臺北市,2012/01/29,松山,1.1,0.66,419.48,14.0,23,30,21.0,31.3,4.92,26.38,2.258,0.214,2.04,16.77,82.98,30.0
16,臺北市,2012/01/29,古亭,1.7,1.0,-,7.8,14,50,30.0,49.4,15.3,34.1,2.478,0.362,2.12,16.77,88.52,50.0
17,臺北市,2012/01/29,中山,1.9,0.85,-,8.9,15,32,27.0,45.16,11.39,33.77,2.403,0.319,2.08,16.98,84.83,32.0
18,臺北市,2012/01/29,大同,3.6,2.44,-,-,-,50,30.0,121.0,80.76,40.24,3.131,0.965,2.17,-,-,50.0
19,臺北市,2012/01/29,萬華,1.7,0.88,-,11.2,17,35,21.0,44.39,11.61,32.79,-,-,-,17.02,86.02,35.0
20,臺北市,2012/01/29,陽明,0.5,0.21,396.68,41.6,43,5,4.0,2.35,1.08,1.28,-,-,-,11.07,100.0,37.0
21,臺北市,2012/01/29,士林,1.5,0.61,-,15.2,21,38,19.0,29.34,3.96,25.38,-,-,-,16.78,82.56,38.0
22,臺北市,2012/01/28,松山,1.7,0.64,417.55,14.6,25,46,30.0,30.16,6.22,23.94,2.178,0.183,2.0,16.67,78.66,46.0
23,臺北市,2012/01/28,古亭,1.8,0.71,-,13.5,24,46,30.0,31.86,9.31,22.55,2.246,0.222,2.02,16.9,81.41,46.0
24,臺北市,2012/01/28,中山,1.9,0.79,-,9.8,20,32,33.0,43.64,16.22,27.42,2.276,0.247,2.03,16.91,79.92,32.0
25,臺北市,2012/01/28,大同,2.3,1.41,-,-,-,47,35.0,68.26,41.17,27.08,2.673,0.554,2.12,-,-,47.0
26,臺北市,2012/01/28,萬華,1.6,0.78,-,10.9,21,42,29.0,38.71,11.19,27.53,-,-,-,16.95,80.87,42.0
27,臺北市,2012/01/28,陽明,0.5,0.23,395.41,35.3,40,11,10.0,2.8,1.17,1.62,-,-,-,12.63,91.44,35.0
28,臺北市,2012/01/28,士林,1.9,0.46,-,17.4,33,38,22.0,18.35,3.09,15.25,-,-,-,16.65,80.37,38.0
29,臺北市,2012/01/27,松山,3.0,0.85,427.9,15.0,31,46,34.0,42.11,18.08,24.03,2.433,0.285,2.15,16.12,80.0,46.0
30,臺北市,2012/01/27,古亭,2.6,0.74,-,13.9,34,48,33.0,37.11,15.26,21.85,2.368,0.236,2.13,16.42,81.99,48.0
31,臺北市,2012/01/27,中山,2.9,1.0,-,10.5,27,44,39.0,57.19,31.51,25.68,2.494,0.328,2.17,16.31,81.21,44.0
32,臺北市,2012/01/27,大同,2.7,1.54,-,-,-,58,39.0,85.92,58.11,27.81,2.852,0.625,2.23,-,-,54.0
33,臺北市,2012/01/27,萬華,3.1,1.0,-,10.3,26,50,36.0,54.45,26.46,27.98,-,-,-,16.33,83.1,50.0
34,臺北市,2012/01/27,陽明,1.6,0.3,396.67,36.6,38,14,13.0,2.79,0.8,1.96,-,-,-,12.92,90.74,36.0
35,臺北市,2012/01/27,士林,1.8,0.88,-,14.0,38,52,31.0,47.99,28.32,19.67,-,-,-,15.74,82.26,51.0
36,臺北市,2012/01/26,松山,2.7,0.54,413.31,24.5,38,41,32.0,26.55,8.87,17.68,2.12,0.154,1.97,13.44,84.22,41.0
37,臺北市,2012/01/26,古亭,2.9,0.58,-,22.4,36,52,36.0,31.46,11.48,19.98,2.141,0.139,2.0,13.97,85.06,51.0
38,臺北市,2012/01/26,中山,2.4,0.63,-,20.4,33,44,44.0,34.96,11.84,23.12,2.158,0.17,1.99,14.07,82.02,44.0
39,臺北市,2012/01/26,大同,3.5,1.34,-,-,-,55,41.0,85.16,54.4,30.76,2.526,0.468,2.06,-,-,52.0
40,臺北市,2012/01/26,萬華,2.7,0.55,-,19.3,32,42,36.0,32.22,8.44,23.78,-,-,-,14.13,82.64,42.0
41,臺北市,2012/01/26,陽明,2.8,0.28,398.92,41.2,45,11,9.0,2.45,1.3,1.14,-,-,-,8.07,98.43,38.0
42,臺北市,2012/01/26,士林,2.5,0.48,-,31.3,40,43,28.0,21.08,9.12,11.99,-,-,-,14.27,76.45,43.0
43,臺北市,2012/01/25,松山,3.5,0.54,410.64,33.9,41,44,34.0,14.68,2.95,11.73,2.024,0.082,1.94,11.3,80.45,44.0
44,臺北市,2012/01/25,古亭,3.3,0.56,-,28.9,33,54,36.0,16.92,2.43,14.5,2.079,0.088,1.99,11.73,83.55,52.0
45,臺北市,2012/01/25,中山,3.1,0.62,-,26.2,33,35,33.0,23.31,4.44,18.87,2.067,0.115,1.95,12.12,76.18,35.0
46,臺北市,2012/01/25,大同,3.1,0.92,-,-,-,50,37.0,49.47,23.47,26.0,2.236,0.269,1.97,-,-,50.0
47,臺北市,2012/01/25,萬華,2.9,0.58,-,24.0,29,41,33.0,23.25,3.18,20.06,-,-,-,12.05,78.07,41.0
48,臺北市,2012/01/25,陽明,2.8,0.44,404.77,41.0,46,14,9.0,3.84,1.22,2.62,-,-,-,5.04,98.85,40.0
49,臺北市,2012/01/25,士林,3.0,0.49,-,37.0,40,38,29.0,8.43,1.74,6.69,-,-,-,11.89,72.14,38.0
50,臺北市,2012/01/24,松山,1.2,0.41,407.54,29.6,34,18,14.0,18.04,3.76,14.28,2.025,0.094,1.93,13.74,87.77,33.0
51,臺北市,2012/01/24,古亭,1.6,0.43,-,26.3,32,24,16.0,17.32,2.71,14.61,2.031,0.109,1.92,14.12,89.85,27.0
52,臺北市,2012/01/24,中山,2.3,0.49,-,20.3,27,19,22.0,27.06,6.28,20.78,2.11,0.13,1.98,14.2,87.72,26.0
53,臺北市,2012/01/24,大同,2.3,1.02,-,-,-,24,18.0,74.97,44.19,30.77,2.375,0.361,2.01,-,-,24.0
54,臺北市,2012/01/24,萬華,1.2,0.46,-,20.3,27,15,14.0,24.84,4.25,20.58,-,-,-,14.22,88.25,25.0
55,臺北市,2012/01/24,陽明,1.2,0.28,399.71,40.8,43,5,3.0,1.84,0.81,1.03,-,-,-,8.57,99.96,36.0
56,臺北市,2012/01/24,士林,1.0,0.42,-,26.6,34,19,11.0,14.79,2.25,12.54,-,-,-,13.81,85.52,31.0
57,臺北市,2012/01/23,松山,1.4,0.36,406.15,28.6,35,13,14.0,16.17,3.73,12.43,1.989,0.073,1.92,11.98,84.52,32.0
58,臺北市,2012/01/23,古亭,1.7,0.38,-,26.4,29,26,13.0,13.49,2.45,11.05,2.027,0.065,1.96,12.32,87.57,26.0
59,臺北市,2012/01/23,中山,1.3,0.46,-,21.4,27,12,19.0,21.85,4.4,17.44,2.035,0.102,1.93,12.65,82.01,25.0
60,臺北市,2012/01/23,大同,2.1,0.83,-,-,-,27,15.0,53.47,28.94,24.53,2.242,0.286,1.96,-,-,27.0
61,臺北市,2012/01/23,萬華,1.0,0.38,-,22.8,26,13,12.0,16.65,2.49,14.15,-,-,-,12.51,83.41,24.0
62,臺北市,2012/01/23,陽明,1.2,0.25,399.04,37.1,38,5,3.0,1.93,0.86,1.07,-,-,-,6.16,99.39,32.0
63,臺北市,2012/01/23,士林,1.1,0.31,-,32.5,35,13,9.0,7.31,0.47,6.84,-,-,-,12.62,75.6,29.0
64,臺北市,2012/01/22,松山,0.7,0.35,404.93,32.0,34,11,10.0,10.91,1.44,9.47,1.976,0.069,1.91,13.77,83.85,31.0
65,臺北市,2012/01/22,古亭,0.8,0.42,-,24.5,27,22,12.0,17.63,3.29,14.34,2.049,0.09,1.96,14.17,87.24,24.0
