序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
1,臺北市,2007/02/28,松山,4.3,0.51,393.01,20.2,28,35,-,40.27,12.66,27.61,2.094,0.215,1.88,20.43,-,79.97,35.0,-
2,臺北市,2007/02/28,古亭,1.9,0.42,-,29.2,35,34,13.0,23.21,4.19,19.02,1.965,0.102,1.86,20.34,-,76.62,34.0,-
3,臺北市,2007/02/28,中山,4.0,0.56,-,21.5,31,39,-,38.55,9.88,28.67,2.019,0.211,1.81,21.08,-,67.84,39.0,-
4,臺北市,2007/02/28,萬華,2.2,0.53,-,27.2,35,29,16.0,27.62,4.22,23.37,-,-,-,21.7,-,77.57,34.0,-
5,臺北市,2007/02/28,陽明,1.6,0.16,387.58,48.9,51,9,-,3.0,1.56,1.45,-,-,-,13.94,-,98.52,44.0,-
6,臺北市,2007/02/28,士林,4.4,0.25,-,40.4,45,35,-,12.29,1.98,10.31,-,-,-,21.27,-,71.66,40.0,-
7,臺北市,2007/02/27,松山,3.4,0.6,399.95,19.8,40,42,-,43.88,17.49,26.4,2.269,0.281,1.99,19.21,-,82.0,42.0,-
8,臺北市,2007/02/27,古亭,2.6,0.66,-,18.4,33,40,22.0,40.11,13.57,26.54,2.124,0.221,1.9,19.21,-,76.18,40.0,-
9,臺北市,2007/02/27,中山,3.3,0.94,-,14.2,31,50,-,69.62,34.59,35.03,2.387,0.398,1.99,20.23,-,67.89,50.0,-
10,臺北市,2007/02/27,萬華,2.3,0.65,-,24.8,39,34,20.0,31.33,7.27,24.06,-,-,-,20.58,-,76.72,38.0,-
11,臺北市,2007/02/27,陽明,0.6,0.18,387.32,50.2,51,21,-,2.3,1.37,0.93,-,-,-,13.44,-,97.1,43.0,-
12,臺北市,2007/02/27,士林,2.7,0.6,-,25.1,45,52,-,33.36,10.91,22.45,-,-,-,19.35,-,75.05,51.0,-
13,臺北市,2007/02/26,松山,2.3,0.53,392.06,30.9,44,44,-,31.16,7.34,23.82,2.113,0.204,1.91,17.17,-,65.72,44.0,-
14,臺北市,2007/02/26,古亭,2.3,0.6,-,26.0,37,48,25.0,33.66,7.95,25.71,2.129,0.169,1.96,16.76,-,66.55,48.0,-
15,臺北市,2007/02/26,中山,2.5,0.76,-,23.3,33,54,-,47.6,13.98,33.62,2.208,0.291,1.92,17.7,-,55.03,52.0,-
16,臺北市,2007/02/26,萬華,2.2,0.63,-,30.5,46,43,30.0,29.37,3.92,25.45,-,-,-,18.03,-,66.67,43.0,-
17,臺北市,2007/02/26,陽明,1.2,0.2,388.79,52.9,54,27,-,2.22,1.03,1.19,-,-,-,9.7,-,92.45,46.0,-
18,臺北市,2007/02/26,士林,2.3,0.38,-,43.6,49,55,-,15.1,2.1,13.0,-,-,-,17.06,-,63.28,52.0,-
19,臺北市,2007/02/25,松山,1.7,0.42,384.6,38.8,45,29,-,15.23,2.29,12.94,1.93,0.101,1.83,16.99,-,80.36,39.0,-
20,臺北市,2007/02/25,古亭,2.1,0.52,-,34.2,40,40,25.0,24.93,3.7,21.22,1.871,0.11,1.76,16.14,-,80.85,40.0,-
21,臺北市,2007/02/25,中山,1.3,0.55,-,30.8,33,40,-,30.82,7.34,23.47,2.032,0.154,1.88,16.88,-,70.66,40.0,-
22,臺北市,2007/02/25,萬華,1.4,0.5,-,37.1,40,32,22.0,20.27,1.59,18.68,-,-,-,17.65,-,80.72,36.0,-
23,臺北市,2007/02/25,陽明,1.6,0.23,389.32,53.7,57,13,-,2.4,0.7,1.69,-,-,-,10.27,-,-,48.0,-
24,臺北市,2007/02/25,士林,1.5,0.38,-,43.8,49,37,-,12.31,1.35,10.97,-,-,-,16.6,-,77.01,43.0,-
25,臺北市,2007/02/24,松山,3.0,0.55,390.03,32.2,46,52,-,30.5,8.05,22.45,2.08,0.185,1.9,20.47,-,69.9,51.0,-
26,臺北市,2007/02/24,古亭,2.9,0.6,-,33.2,41,58,34.0,31.24,6.68,24.55,2.083,0.132,1.95,20.4,-,66.93,54.0,-
27,臺北市,2007/02/24,中山,3.2,0.73,-,30.9,44,61,-,41.94,14.4,27.53,2.208,0.244,1.96,20.98,-,59.59,56.0,-
28,臺北市,2007/02/24,萬華,3.0,0.63,-,35.9,44,52,36.0,25.78,4.02,21.75,-,-,-,21.71,-,69.3,51.0,-
29,臺北市,2007/02/24,陽明,3.9,0.25,388.81,53.9,58,44,-,5.17,1.16,4.01,-,-,-,14.25,-,91.83,52.0,-
30,臺北市,2007/02/24,士林,3.9,0.46,-,41.9,52,61,-,19.1,3.43,15.65,-,-,-,20.86,-,65.64,56.0,-
31,臺北市,2007/02/23,松山,4.1,0.48,386.84,36.2,49,52,-,21.22,3.66,17.56,1.979,0.123,1.86,19.11,-,66.49,51.0,-
32,臺北市,2007/02/23,古亭,4.0,0.48,-,38.7,48,54,33.0,19.78,3.02,16.75,1.926,0.072,1.85,19.13,-,64.62,52.0,-
33,臺北市,2007/02/23,中山,4.3,0.59,-,30.7,43,58,-,30.69,6.4,24.3,2.042,0.168,1.87,19.65,-,56.07,54.0,-
34,臺北市,2007/02/23,萬華,3.5,0.51,-,41.4,52,47,32.0,17.84,2.06,15.78,-,-,-,20.33,-,65.11,47.0,-
35,臺北市,2007/02/23,陽明,3.6,0.3,391.21,-,56,43,-,4.42,1.27,3.15,-,-,-,12.11,-,91.69,50.0,-
36,臺北市,2007/02/23,士林,4.1,0.39,-,46.1,56,59,-,10.88,1.31,9.57,-,-,-,19.13,-,63.25,54.0,-
37,臺北市,2007/02/22,松山,2.1,0.63,392.48,24.9,32,35,-,26.44,5.32,21.11,2.123,0.187,1.94,18.9,-,86.8,38.0,-
38,臺北市,2007/02/22,古亭,2.8,0.69,-,21.0,31,38,29.0,33.76,7.61,26.15,2.191,0.202,1.99,18.62,-,84.57,38.0,-
39,臺北市,2007/02/22,中山,-,0.78,-,16.7,25,43,-,41.87,13.38,28.5,-,-,-,18.96,-,76.69,43.0,-
40,臺北市,2007/02/22,萬華,2.3,0.68,-,24.3,35,34,26.0,30.86,6.05,24.8,-,-,-,19.7,-,86.36,38.0,-
41,臺北市,2007/02/22,陽明,1.5,0.32,391.38,-,-,12,-,4.32,1.65,2.67,-,-,-,14.08,-,-,12.0,-
42,臺北市,2007/02/22,士林,1.8,0.51,-,27.6,40,38,-,20.26,2.76,17.51,-,-,-,18.76,-,84.07,42.0,-
43,臺北市,2007/02/21,松山,1.8,0.57,389.08,28.2,36,28,-,23.18,5.11,18.07,2.024,0.13,1.89,17.82,-,90.0,32.0,-
44,臺北市,2007/02/21,古亭,2.7,0.6,-,27.3,35,36,24.0,26.31,5.0,21.32,2.016,0.109,1.91,17.52,-,87.2,36.0,-
45,臺北市,2007/02/21,中山,2.9,0.71,-,19.8,25,40,-,36.61,9.44,27.17,2.094,0.143,1.95,18.18,-,78.3,40.0,-
46,臺北市,2007/02/21,萬華,2.0,0.62,-,28.7,36,29,22.0,24.23,4.03,20.2,-,-,-,18.81,-,89.08,33.0,-
47,臺北市,2007/02/21,陽明,1.5,0.33,391.88,-,-,5,-,2.58,1.02,1.57,-,-,-,12.91,-,-,5.0,-
48,臺北市,2007/02/21,士林,2.0,0.51,-,31.1,40,35,-,17.15,1.91,15.23,-,-,-,18.05,-,85.55,36.0,-
49,臺北市,2007/02/20,松山,2.3,0.61,391.91,30.0,35,41,-,22.89,4.22,18.67,2.091,0.139,1.95,17.87,-,91.55,41.0,-
50,臺北市,2007/02/20,古亭,3.1,0.66,-,27.0,31,47,38.0,27.16,2.91,24.26,2.15,0.136,2.01,17.6,-,89.48,47.0,-
51,臺北市,2007/02/20,中山,2.6,0.74,-,22.9,28,55,-,36.14,8.42,27.73,2.177,0.149,2.03,17.9,-,81.18,52.0,-
52,臺北市,2007/02/20,萬華,2.5,0.65,-,30.8,35,47,40.0,24.88,2.27,22.61,-,-,-,18.75,-,90.62,47.0,-
53,臺北市,2007/02/20,陽明,1.6,0.37,395.51,-,-,8,-,3.79,0.43,3.39,-,-,-,14.2,-,-,5.0,-
54,臺北市,2007/02/20,士林,1.7,0.6,-,30.2,38,57,-,19.49,2.44,17.06,-,-,-,17.43,-,90.04,54.0,-
55,臺北市,2007/02/19,松山,1.6,0.46,387.64,32.1,36,25,-,14.53,2.13,12.4,1.943,0.085,1.86,16.82,-,89.96,32.0,-
56,臺北市,2007/02/19,古亭,1.8,0.48,-,31.3,35,31,22.0,16.61,2.04,14.56,1.954,0.062,1.89,16.54,-,87.5,32.0,-
57,臺北市,2007/02/19,中山,2.5,0.56,-,24.4,31,36,-,25.38,4.89,20.49,2.017,0.108,1.91,17.4,-,75.99,36.0,-
58,臺北市,2007/02/19,萬華,1.6,0.53,-,30.9,36,28,22.0,17.73,2.09,15.64,-,-,-,18.14,-,86.1,32.0,-
59,臺北市,2007/02/19,陽明,1.7,0.32,394.5,-,-,5,-,3.39,1.16,2.22,-,-,-,11.73,-,-,5.0,-
60,臺北市,2007/02/19,士林,1.6,0.46,-,30.7,40,33,-,14.11,1.45,12.66,-,-,-,17.29,-,80.63,37.0,-
61,臺北市,2007/02/18,松山,3.0,0.57,389.37,22.7,27,48,-,18.39,3.54,14.85,1.996,0.128,1.87,20.26,-,84.81,48.0,-
62,臺北市,2007/02/18,古亭,3.9,0.56,-,19.3,23,50,36.0,22.58,4.16,18.42,1.772,0.088,1.68,19.98,-,84.09,50.0,-
63,臺北市,2007/02/18,中山,3.1,0.66,-,16.3,19,48,-,28.5,7.97,20.52,2.061,0.139,1.92,20.77,-,73.58,48.0,-
64,臺北市,2007/02/18,萬華,2.8,0.62,-,21.6,26,47,41.0,20.65,3.02,17.63,-,-,-,21.54,-,83.96,47.0,-
65,臺北市,2007/02/18,陽明,1.7,0.31,392.63,-,-,17,-,4.73,1.5,3.23,-,-,-,15.24,-,-,17.0,-
66,臺北市,2007/02/18,士林,1.9,0.53,-,22.0,26,51,-,17.54,1.9,15.64,-,-,-,20.42,-,83.07,50.0,-
67,臺北市,2007/02/17,松山,4.4,1.37,428.72,18.6,42,100,-,72.81,38.48,34.33,2.99,0.627,2.36,22.45,-,82.61,75.0,-
68,臺北市,2007/02/17,古亭,3.7,1.03,-,18.7,44,86,65.0,44.65,14.23,30.42,2.216,0.352,1.86,22.09,-,80.47,68.0,-
69,臺北市,2007/02/17,中山,4.2,1.32,-,14.2,33,85,-,65.45,31.64,33.81,2.764,0.483,2.28,23.09,-,70.68,68.0,-
70,臺北市,2007/02/17,萬華,3.5,1.01,-,23.6,51,77,64.0,34.95,8.84,26.11,-,-,-,23.63,-,79.8,64.0,-
71,臺北市,2007/02/17,陽明,1.9,0.31,392.94,-,52,40,-,6.49,0.88,5.61,-,-,-,17.66,-,-,52.0,-
72,臺北市,2007/02/17,士林,3.4,1.08,-,20.1,42,88,-,47.38,16.57,30.81,-,-,-,22.15,-,81.69,69.0,-
73,臺北市,2007/02/16,松山,5.9,1.3,419.07,19.4,48,71,-,82.23,35.11,47.12,2.745,0.635,2.11,21.21,-,75.48,60.0,-
74,臺北市,2007/02/16,古亭,5.9,1.31,-,18.6,46,83,56.0,72.43,26.85,45.58,2.691,0.599,2.09,20.64,-,76.47,66.0,-
75,臺北市,2007/02/16,中山,6.5,1.52,-,18.7,46,81,-,87.59,41.9,45.69,2.926,0.671,2.26,21.78,-,65.71,66.0,-
76,臺北市,2007/02/16,萬華,5.1,1.27,-,23.2,53,68,48.0,62.87,23.49,39.38,-,-,-,22.04,-,77.22,60.0,-
77,臺北市,2007/02/16,陽明,2.2,0.42,396.66,50.7,71,49,-,10.92,1.45,9.47,-,-,-,15.81,-,-,67.0,-
78,臺北市,2007/02/16,士林,4.6,1.17,-,27.4,64,-,-,62.01,23.63,38.38,-,-,-,20.85,-,76.81,73.0,-
79,臺北市,2007/02/15,松山,5.7,0.68,393.9,19.7,32,61,-,46.97,16.54,30.43,2.157,0.275,1.88,17.82,-,78.4,56.0,-
80,臺北市,2007/02/15,古亭,5.0,0.8,-,21.0,35,66,29.0,47.78,18.26,29.52,2.149,0.298,1.85,17.66,-,75.68,58.0,-
81,臺北市,2007/02/15,中山,4.8,0.79,-,19.7,34,64,-,48.5,18.26,30.24,2.144,0.261,1.88,18.48,-,65.26,57.0,-
82,臺北市,2007/02/15,萬華,4.1,0.78,-,22.9,37,57,29.0,39.82,11.39,28.43,-,-,-,18.93,-,75.61,54.0,-
83,臺北市,2007/02/15,陽明,3.1,0.23,391.68,45.5,49,16,-,4.52,1.11,3.41,-,-,-,10.94,-,-,45.0,-
84,臺北市,2007/02/15,士林,4.5,0.4,-,36.2,45,58,-,16.73,3.26,13.48,-,-,-,18.34,-,70.66,54.0,-
85,臺北市,2007/02/14,松山,5.9,0.98,408.85,21.8,39,111,-,50.11,15.81,34.3,2.403,0.404,2.0,19.18,-,77.19,80.0,-
86,臺北市,2007/02/14,古亭,4.8,0.83,-,19.0,29,94,67.0,43.76,12.35,31.41,1.649,0.162,1.49,18.39,-,76.29,72.0,-
87,臺北市,2007/02/14,中山,6.8,1.21,-,15.4,25,105,-,64.02,24.96,39.06,2.58,0.482,2.1,19.88,-,64.87,78.0,-
88,臺北市,2007/02/14,萬華,5.1,0.96,-,24.9,35,86,66.0,36.1,7.26,28.84,-,-,-,20.12,-,74.59,68.0,-
89,臺北市,2007/02/14,陽明,3.9,0.39,394.97,46.4,53,31,-,6.74,1.03,5.71,-,-,-,13.26,-,-,47.0,-
90,臺北市,2007/02/14,士林,8.3,1.16,-,23.6,43,113,-,56.91,25.55,31.36,-,-,-,18.37,-,73.63,82.0,-
91,臺北市,2007/02/13,松山,7.7,1.53,429.57,23.7,61,103,63.0,103.86,44.57,59.29,3.004,0.795,2.21,21.31,-,72.82,78.0,-
92,臺北市,2007/02/13,古亭,5.1,1.33,-,26.3,63,98,69.0,77.78,24.84,52.94,2.177,0.573,1.6,20.87,-,70.43,74.0,-
93,臺北市,2007/02/13,中山,9.4,2.0,-,15.7,43,113,77.0,124.22,58.83,65.39,3.401,1.019,2.38,21.94,-,61.2,82.0,-
94,臺北市,2007/02/13,萬華,9.6,1.49,-,26.6,64,93,71.0,83.11,32.66,50.45,-,-,-,22.29,-,69.87,74.0,-
