序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
71,臺北市,2001/11/20,松山,3.5,0.79,31.3,-,62,-,41.9,9.53,32.37,-,-,-,18.05,-,-,56.0,-
72,臺北市,2001/11/20,古亭,3.1,0.89,25.7,-,52,35,52.09,14.04,38.06,2.583,0.42,2.16,18.15,-,-,51.0,-
73,臺北市,2001/11/20,中山,0.6,0.88,27.8,-,69,-,54.19,18.87,35.32,2.511,0.43,2.08,18.55,-,-,59.0,-
74,臺北市,2001/11/20,大同,6.0,2.99,-,-,88,-,169.46,105.87,63.59,4.004,1.51,2.49,19.07,-,-,69.0,-
75,臺北市,2001/11/20,萬華,2.9,1.1,26.3,-,52,-,39.88,9.21,30.67,-,-,-,17.77,-,-,51.0,-
76,臺北市,2001/11/20,陽明,1.9,0.34,66.9,-,26,-,2.4,0.26,2.14,-,-,-,11.19,-,89.0,66.0,-
77,臺北市,2001/11/20,士林,3.6,0.36,30.0,-,64,-,45.69,20.42,25.26,-,-,-,17.21,-,-,57.0,-
78,臺北市,2001/11/19,松山,2.9,0.83,17.9,-,62,-,52.19,17.17,35.03,-,-,-,16.93,-,-,56.0,-
79,臺北市,2001/11/19,古亭,2.8,0.78,18.9,-,41,28,54.21,18.52,35.69,2.42,0.4,2.02,17.01,-,-,41.0,-
80,臺北市,2001/11/19,中山,0.6,0.92,16.2,-,64,-,60.05,21.44,38.6,2.607,0.4,2.21,18.05,-,-,57.0,-
81,臺北市,2001/11/19,大同,4.9,3.25,-,-,81,-,194.25,136.15,58.1,4.182,1.76,2.43,18.55,-,-,66.0,-
82,臺北市,2001/11/19,萬華,2.0,0.77,21.6,-,31,-,30.03,4.7,25.33,-,-,-,17.03,-,-,31.0,-
83,臺北市,2001/11/19,陽明,0.9,0.19,54.0,-,14,-,2.26,0.38,1.88,-,-,-,10.98,-,88.0,51.0,-
84,臺北市,2001/11/19,士林,2.2,0.57,19.5,-,60,-,44.95,18.12,26.83,-,-,-,16.69,-,-,55.0,-
85,臺北市,2001/11/18,松山,5.8,0.98,34.5,-,96,-,-,-,-,-,-,-,16.87,-,-,73.0,-
86,臺北市,2001/11/18,古亭,3.8,0.85,30.6,-,73,49,44.49,4.98,39.51,2.307,0.3,2.0,16.83,-,-,62.0,-
87,臺北市,2001/11/18,中山,0.8,0.94,28.2,-,111,-,53.62,11.74,41.88,2.545,0.35,2.19,17.82,-,-,81.0,-
88,臺北市,2001/11/18,大同,8.2,2.46,-,-,117,-,175.65,107.43,68.22,3.414,0.92,2.49,18.38,-,-,83.0,-
89,臺北市,2001/11/18,萬華,3.7,0.92,29.6,-,76,-,30.51,1.9,28.61,-,-,-,16.75,-,-,63.0,-
90,臺北市,2001/11/18,陽明,5.8,0.51,75.1,-,56,-,4.58,0.32,4.26,-,-,-,10.3,-,85.0,68.0,-
91,臺北市,2001/11/18,士林,6.4,0.75,40.9,-,113,-,25.39,5.75,19.65,-,-,-,16.84,-,-,82.0,-
92,臺北市,2001/11/17,松山,3.0,0.76,37.9,-,54,-,52.55,21.22,31.33,-,-,-,17.72,-,-,52.0,-
93,臺北市,2001/11/17,古亭,2.7,0.62,37.9,-,45,31,33.56,1.56,31.99,2.372,0.37,2.0,18.18,-,-,45.0,-
94,臺北市,2001/11/17,中山,0.4,0.63,35.7,-,66,-,42.99,7.73,35.26,2.237,0.23,2.01,18.73,-,-,58.0,-
95,臺北市,2001/11/17,大同,5.2,2.23,-,-,62,-,155.66,98.06,57.61,3.206,0.85,2.36,19.3,-,-,56.0,-
96,臺北市,2001/11/17,萬華,2.5,0.69,38.6,-,47,-,26.28,1.44,24.84,-,-,-,18.12,-,-,47.0,-
97,臺北市,2001/11/17,陽明,2.5,0.3,70.0,-,22,-,2.33,0.04,2.29,-,-,-,10.86,-,86.0,67.0,-
98,臺北市,2001/11/17,士林,2.9,0.4,42.1,-,59,-,11.31,1.5,9.8,-,-,-,17.58,-,-,54.0,-
99,臺北市,2001/11/16,松山,3.9,0.85,15.1,-,47,-,53.98,18.1,35.89,-,-,-,16.78,-,-,47.0,-
100,臺北市,2001/11/16,古亭,2.6,0.93,14.3,-,39,22,53.36,18.51,34.84,2.512,0.49,2.02,16.47,-,-,39.0,-
101,臺北市,2001/11/16,中山,0.4,0.8,16.9,-,51,-,53.01,13.78,39.22,2.364,0.27,2.09,17.48,-,-,51.0,-
102,臺北市,2001/11/16,大同,5.8,3.52,-,-,79,-,209.97,149.57,60.4,4.347,1.97,2.38,18.22,-,-,65.0,-
103,臺北市,2001/11/16,萬華,1.9,0.86,18.0,-,33,-,37.34,9.59,27.74,-,-,-,16.69,-,-,33.0,-
104,臺北市,2001/11/16,陽明,0.7,0.23,55.1,-,13,-,1.27,0.02,1.25,-,-,-,10.4,-,97.0,53.0,-
105,臺北市,2001/11/16,士林,2.3,0.44,23.3,-,46,-,27.27,7.44,19.83,-,-,-,16.69,-,-,46.0,-
106,臺北市,2001/11/15,松山,3.2,0.88,11.1,-,51,-,52.08,17.09,34.99,-,-,-,15.28,-,-,50.0,-
107,臺北市,2001/11/15,古亭,2.2,1.0,9.8,-,41,27,56.73,23.41,33.32,2.365,0.41,1.96,14.98,-,-,41.0,-
108,臺北市,2001/11/15,中山,0.6,0.99,10.2,-,55,-,52.6,18.31,34.29,2.371,0.3,2.08,15.98,-,-,53.0,-
109,臺北市,2001/11/15,大同,5.7,3.47,-,-,72,-,204.1,151.15,52.96,4.183,1.81,2.38,16.54,-,-,61.0,-
110,臺北市,2001/11/15,萬華,2.0,0.91,12.1,-,41,-,33.42,6.92,26.5,-,-,-,16.08,-,-,41.0,-
111,臺北市,2001/11/15,陽明,1.3,0.29,49.7,-,13,-,2.4,0.07,2.33,-,-,-,9.59,-,98.0,48.0,-
112,臺北市,2001/11/15,士林,2.3,0.51,13.4,-,43,-,36.19,9.05,27.14,-,-,-,15.13,-,-,43.0,-
113,臺北市,2001/11/14,松山,3.8,0.7,32.8,-,80,-,32.15,8.12,24.03,-,-,-,17.42,-,-,65.0,-
114,臺北市,2001/11/14,古亭,3.4,0.96,24.2,-,79,46,42.3,20.31,21.99,2.294,0.36,1.93,17.48,-,-,65.0,-
115,臺北市,2001/11/14,中山,0.5,0.87,27.2,-,92,-,30.03,9.34,20.69,2.435,0.26,2.17,17.99,-,-,71.0,-
116,臺北市,2001/11/14,大同,6.7,2.94,-,-,104,-,173.72,123.18,50.54,3.773,1.49,2.28,18.67,-,-,77.0,-
117,臺北市,2001/11/14,萬華,3.2,0.78,26.2,-,75,-,22.88,2.75,20.14,-,-,-,18.56,-,-,63.0,-
118,臺北市,2001/11/14,陽明,2.9,0.42,53.5,-,50,-,3.1,0.06,3.04,-,-,-,10.24,-,88.0,55.0,-
119,臺北市,2001/11/14,士林,3.8,0.84,29.2,-,78,-,28.79,10.72,18.08,-,-,-,16.93,-,-,64.0,-
120,臺北市,2001/11/13,松山,5.5,0.74,25.3,-,61,-,45.12,12.64,32.47,-,-,-,20.5,-,-,56.0,-
121,臺北市,2001/11/13,古亭,2.9,0.71,30.3,-,52,36,25.72,5.51,20.21,2.338,0.33,2.01,21.03,-,-,51.0,-
122,臺北市,2001/11/13,中山,2.7,0.76,27.8,-,73,-,39.54,7.64,31.91,2.288,0.32,1.97,21.51,-,-,62.0,-
123,臺北市,2001/11/13,大同,7.9,3.03,-,-,82,-,-,-,-,3.894,1.55,2.35,22.15,-,-,66.0,-
124,臺北市,2001/11/13,萬華,3.1,0.79,29.6,-,54,-,25.71,2.89,22.83,-,-,-,22.0,-,-,52.0,-
125,臺北市,2001/11/13,陽明,0.9,0.32,60.1,-,18,-,2.51,0.35,2.15,-,-,-,14.2,-,87.0,55.0,-
126,臺北市,2001/11/13,士林,2.3,0.49,38.7,-,43,-,10.6,1.91,8.69,-,-,-,20.95,-,-,44.0,-
127,臺北市,2001/11/12,松山,5.2,0.73,32.7,-,74,-,41.83,7.0,34.83,-,-,-,19.45,-,-,62.0,-
128,臺北市,2001/11/12,古亭,4.5,0.58,38.7,-,57,40,30.99,5.59,25.4,2.188,0.25,1.94,19.79,-,-,54.0,-
129,臺北市,2001/11/12,中山,5.1,0.82,34.0,-,85,-,42.39,7.24,35.16,2.322,0.33,1.99,20.33,-,-,68.0,-
130,臺北市,2001/11/12,大同,8.0,2.82,-,-,95,-,-,-,-,3.841,1.47,2.37,20.9,-,-,72.0,-
131,臺北市,2001/11/12,萬華,4.3,0.69,38.4,-,65,-,22.64,1.78,20.86,-,-,-,20.87,-,-,57.0,-
132,臺北市,2001/11/12,陽明,3.8,0.33,68.0,-,38,-,2.95,0.02,2.93,-,-,-,12.99,-,82.0,72.0,-
133,臺北市,2001/11/12,士林,3.4,0.54,48.4,-,67,-,11.52,1.56,10.36,-,-,-,19.51,-,-,58.0,-
134,臺北市,2001/11/11,松山,1.0,0.59,21.8,-,39,-,34.99,8.28,26.71,-,-,-,19.05,-,-,39.0,-
135,臺北市,2001/11/11,古亭,1.7,0.95,15.5,-,37,21,56.62,23.46,33.15,2.432,0.38,2.05,19.01,-,-,37.0,-
136,臺北市,2001/11/11,中山,1.8,0.88,17.2,-,53,-,51.92,17.26,34.66,2.444,0.35,2.1,19.84,-,-,52.0,-
137,臺北市,2001/11/11,大同,2.6,2.62,-,-,59,-,137.66,88.34,49.32,3.496,1.14,2.35,20.33,-,-,55.0,-
138,臺北市,2001/11/11,萬華,0.9,0.8,16.4,-,43,-,29.35,4.11,25.23,-,-,-,20.14,-,-,43.0,-
139,臺北市,2001/11/11,陽明,0.4,0.21,53.3,-,12,-,1.21,0.04,1.18,-,-,-,12.84,-,97.0,46.0,-
140,臺北市,2001/11/11,士林,1.6,0.99,14.0,-,50,-,44.71,15.47,29.24,-,-,-,18.71,-,-,50.0,-
141,臺北市,2001/11/10,松山,2.7,0.52,24.5,-,37,-,32.09,6.82,25.27,-,-,-,19.41,-,-,37.0,-
142,臺北市,2001/11/10,古亭,1.3,0.43,28.3,-,28,14,24.23,4.76,19.48,2.191,0.16,2.03,19.48,-,-,30.0,-
143,臺北市,2001/11/10,中山,2.1,0.57,25.8,-,48,-,32.73,6.86,25.87,2.164,0.17,1.99,20.46,-,-,48.0,-
144,臺北市,2001/11/10,大同,3.3,2.35,-,-,59,-,144.0,99.06,44.94,3.21,1.05,2.16,21.18,-,-,54.0,-
145,臺北市,2001/11/10,萬華,1.7,0.51,26.4,-,31,-,18.93,1.62,17.31,-,-,-,20.74,-,-,31.0,-
146,臺北市,2001/11/10,陽明,0.6,0.24,51.3,-,12,-,1.16,0.05,1.11,-,-,-,12.94,-,97.0,45.0,-
147,臺北市,2001/11/10,士林,0.3,0.33,36.5,-,23,-,7.69,0.81,6.89,-,-,-,20.06,-,-,34.0,-
148,臺北市,2001/11/09,松山,0.8,0.41,31.4,-,30,-,23.77,4.43,19.34,-,-,-,20.74,-,-,35.0,-
149,臺北市,2001/11/09,古亭,0.6,0.58,24.1,-,27,14,33.89,9.25,24.64,2.244,0.28,1.97,20.73,-,-,30.0,-
150,臺北市,2001/11/09,中山,0.5,0.49,29.1,-,40,-,24.95,3.63,21.32,2.048,0.12,1.92,21.67,-,-,40.0,-
151,臺北市,2001/11/09,大同,3.0,2.48,-,-,45,-,143.84,100.37,43.47,3.414,1.27,2.14,22.32,-,-,45.0,-
152,臺北市,2001/11/09,萬華,0.4,0.64,23.7,-,26,-,23.48,2.8,20.68,-,-,-,22.04,-,-,30.0,-
153,臺北市,2001/11/09,陽明,0.2,0.21,50.7,-,13,-,12.44,6.79,5.65,-,-,-,14.21,-,94.0,46.0,-
154,臺北市,2001/11/09,士林,0.2,0.28,36.8,-,26,-,8.77,0.84,7.94,-,-,-,21.01,-,-,35.0,-
155,臺北市,2001/11/08,松山,1.9,0.53,21.4,-,28,-,31.42,8.15,23.27,-,-,-,20.93,-,-,29.0,-
156,臺北市,2001/11/08,古亭,2.3,0.56,21.6,-,25,13,33.16,9.23,23.93,2.348,0.33,2.02,21.37,-,-,26.0,-
157,臺北市,2001/11/08,中山,2.0,0.58,24.0,-,37,-,31.74,8.17,23.58,2.183,0.22,1.96,22.39,-,-,37.0,-
158,臺北市,2001/11/08,大同,4.7,2.76,-,-,56,-,144.97,100.07,44.89,3.594,1.39,2.2,23.16,-,-,53.0,-
159,臺北市,2001/11/08,萬華,1.4,0.65,22.6,-,28,-,21.3,2.83,18.47,-,-,-,22.7,-,-,28.0,-
160,臺北市,2001/11/08,陽明,0.2,0.2,47.8,-,12,-,0.99,0.03,0.96,-,-,-,15.08,-,98.0,42.0,-
161,臺北市,2001/11/08,士林,-,0.31,33.1,-,21,-,-,-,-,-,-,-,22.06,-,-,33.0,-
162,臺北市,2001/11/07,松山,2.2,0.52,21.1,-,33,-,34.66,9.34,25.32,-,-,-,20.08,-,-,33.0,-
163,臺北市,2001/11/07,古亭,1.6,0.43,25.6,-,19,11,24.37,6.42,17.95,2.142,0.27,1.87,20.06,-,-,29.0,-
164,臺北市,2001/11/07,中山,2.9,0.57,21.0,-,37,-,35.11,9.86,25.25,2.185,0.21,1.97,20.92,-,-,37.0,-
165,臺北市,2001/11/07,大同,5.6,2.58,-,-,50,-,149.44,106.05,43.39,3.603,1.4,2.21,21.66,-,-,50.0,-
166,臺北市,2001/11/07,萬華,1.6,0.48,23.9,-,24,-,17.66,2.14,15.52,-,-,-,21.22,-,-,28.0,-
167,臺北市,2001/11/07,陽明,0.2,0.14,45.1,-,13,-,1.0,0.04,0.96,-,-,-,13.21,-,94.0,39.0,-
168,臺北市,2001/11/07,士林,-,0.27,32.5,-,20,-,7.87,0.87,7.01,-,-,-,20.18,-,-,32.0,-
169,臺北市,2001/11/06,松山,2.3,0.59,26.5,-,53,-,27.19,5.32,21.87,-,-,-,19.27,-,-,52.0,-
170,臺北市,2001/11/06,古亭,1.7,0.66,22.9,-,41,23,29.67,7.37,22.3,2.246,0.21,2.03,19.19,-,-,41.0,-
171,臺北市,2001/11/06,中山,1.8,0.61,25.5,-,52,-,25.22,3.89,21.33,2.16,0.25,1.91,20.1,-,-,51.0,-
172,臺北市,2001/11/06,大同,4.5,2.32,-,-,60,-,133.74,90.67,43.07,3.389,1.24,2.15,20.81,-,-,55.0,-
173,臺北市,2001/11/06,萬華,1.5,0.68,22.6,-,36,-,20.01,2.12,17.89,-,-,-,20.39,-,-,36.0,-
174,臺北市,2001/11/06,陽明,0.9,0.32,46.5,-,15,-,1.86,0.19,1.67,-,-,-,11.89,-,96.0,44.0,-
175,臺北市,2001/11/06,士林,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
176,臺北市,2001/11/05,松山,3.5,0.79,22.1,-,54,-,45.06,12.89,32.17,-,-,-,24.41,-,-,52.0,-
177,臺北市,2001/11/05,古亭,3.4,0.95,22.3,-,44,23,45.99,14.19,31.8,2.626,0.53,2.09,24.99,-,-,44.0,-
178,臺北市,2001/11/05,中山,2.9,0.91,24.1,-,58,-,40.52,10.15,30.37,2.544,0.39,2.15,25.27,-,-,54.0,-
179,臺北市,2001/11/05,大同,4.4,2.26,-,-,38,-,107.19,64.87,42.32,3.446,0.98,2.46,25.61,-,-,40.0,-
180,臺北市,2001/11/05,萬華,2.4,0.77,21.2,-,30,-,26.97,4.26,22.71,-,-,-,25.71,-,-,30.0,-
181,臺北市,2001/11/05,陽明,1.2,0.34,45.9,-,13,-,4.04,0.22,3.82,-,-,-,18.93,-,93.0,48.0,-
182,臺北市,2001/11/05,士林,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
183,臺北市,2001/11/04,松山,2.9,0.5,26.5,-,27,-,28.09,4.86,23.23,-,-,-,22.92,-,-,32.0,-
184,臺北市,2001/11/04,古亭,1.4,0.46,27.8,-,23,9,23.59,4.7,18.88,2.191,0.21,1.98,23.18,-,-,32.0,-
185,臺北市,2001/11/04,中山,2.7,0.49,30.3,-,37,-,23.88,4.09,19.78,2.023,0.08,1.94,23.82,-,-,37.0,-
186,臺北市,2001/11/04,大同,5.2,1.87,-,-,37,-,113.67,74.37,39.3,2.938,0.78,2.16,24.64,-,-,37.0,-
187,臺北市,2001/11/04,萬華,1.8,0.56,27.7,-,44,-,17.97,2.04,15.93,-,-,-,24.33,-,-,44.0,-
188,臺北市,2001/11/04,陽明,1.6,0.27,47.8,-,12,-,3.58,0.12,3.46,-,-,-,16.04,-,96.0,43.0,-
189,臺北市,2001/11/04,士林,3.0,0.36,33.4,-,30,-,11.57,1.25,10.33,-,-,-,23.04,-,-,33.0,-
190,臺北市,2001/11/03,松山,2.2,0.68,24.3,-,47,-,31.01,6.61,24.41,-,-,-,24.57,-,-,47.0,-
191,臺北市,2001/11/03,古亭,2.8,0.87,20.9,-,41,26,36.03,10.3,25.72,2.462,0.42,2.05,24.88,-,-,41.0,-
