序號,縣市,監測日期,測站,二氧化硫
SO2
(ppb),一氧化碳
CO
(ppm),二氧化碳
CO2
(ppm),臭氧
O3
(ppb),"懸浮微粒
PM 10 
(μg/m 3 )","細懸浮微粒
PM 2.5 
(μg/m 3 )",氮氧化物
NOx
(ppb),一氧化氮
NO
(ppb),二氧化氮
NO2
(ppb),總碳氫化合物
THC
(ppm),非甲烷碳氫化合物
NMHC
(ppm),甲烷
CH4
(ppm),風速
WIND_SPEED
(m/sec),小時風速值
WS_HR
(m/sec),溫度
AMB_TEMP
(℃),降雨強度
RAIN_INT
(㎜),酸雨
PH_RAIN
(pH),相對濕度
RH
28,臺北市,2015/09/29,士林,8.5,0.32,-,19,28,-,14.43,2.26,12.18,-,-,-,4.24,4,29.62,-,-,73.6,-
29,臺北市,2015/09/28,松山,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-
30,臺北市,2015/09/28,松山,0.6,0.21,423.52,30.7,16,-,15.2,7.03,8.17,1.709,0.015,1.696,5.74,4.59,26.64,-,-,86.84,-
31,臺北市,2015/09/28,古亭,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-
32,臺北市,2015/09/28,古亭,1.1,0.24,-,26.7,24,-,6.63,1.03,5.6,1.953,0.031,1.926,5.1,2.74,26.19,-,-,95.19,-
33,臺北市,2015/09/28,中山,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-
34,臺北市,2015/09/28,中山,1,0.26,-,30.6,15,-,7.09,1.35,5.72,1.85,0.043,1.807,4.45,2.19,27.12,-,-,89.02,-
35,臺北市,2015/09/28,大同,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-
36,臺北市,2015/09/28,大同,1,0.46,-,-,29,-,18.77,8.12,10.65,2.016,0.082,1.935,-,-,-,-,-,-,-
37,臺北市,2015/09/28,萬華,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-
38,臺北市,2015/09/28,萬華,-,0.28,-,30.7,16,-,9.63,2.02,7.61,-,-,-,4.21,3.09,27.59,-,-,88.35,-
39,臺北市,2015/09/28,陽明,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-
40,臺北市,2015/09/28,陽明,1.7,0.16,399.36,36.1,-,-,1.54,0.69,0.81,-,-,-,-,-,21.96,16.09,5.1,100,8.48
41,臺北市,2015/09/28,士林,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-
42,臺北市,2015/09/28,士林,8.1,0.2,-,35.7,16,-,8.28,1.37,6.91,-,-,-,6.42,4.55,27.07,-,-,83.23,-
43,臺北市,2015/09/27,松山,-,-,-,-,-,18,-,-,-,-,-,-,-,-,-,-,-,-,-
44,臺北市,2015/09/27,松山,2.2,0.63,446.79,25.8,32,-,28.66,4.99,23.67,2.053,0.194,1.859,1.56,1.11,24.17,-,-,84.9,-
45,臺北市,2015/09/27,古亭,-,-,-,-,-,12,-,-,-,-,-,-,-,-,-,-,-,-,-
46,臺北市,2015/09/27,古亭,1.5,0.63,-,20.5,40,-,27.56,4.72,22.84,2.156,0.148,2.008,1.59,1.48,23.31,-,-,95.47,-
47,臺北市,2015/09/27,中山,-,-,-,-,-,20,-,-,-,-,-,-,-,-,-,-,-,-,-
48,臺北市,2015/09/27,中山,2.4,0.77,-,21.6,36,-,31.49,3.82,27.67,2.28,0.245,2.035,1.48,1.11,24.62,-,-,87.71,-
49,臺北市,2015/09/27,大同,-,-,-,-,-,21,-,-,-,-,-,-,-,-,-,-,-,-,-
50,臺北市,2015/09/27,大同,2.7,2.12,-,-,55,-,93.8,50.04,43.76,2.83,0.619,2.211,-,-,-,-,-,-,-
51,臺北市,2015/09/27,萬華,-,-,-,-,-,23,-,-,-,-,-,-,-,-,-,-,-,-,-
52,臺北市,2015/09/27,萬華,2,0.84,-,21.2,38,-,33.7,4.07,29.64,-,-,-,1.13,0.76,25.07,-,-,86.71,-
53,臺北市,2015/09/27,陽明,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-
54,臺北市,2015/09/27,陽明,1.8,0.19,401.7,57,10,-,2.47,0.75,1.71,-,-,-,-,-,19.05,6.97,4.27,100,17.37
55,臺北市,2015/09/27,士林,-,-,-,-,-,25,-,-,-,-,-,-,-,-,-,-,-,-,-
56,臺北市,2015/09/27,士林,8.9,0.79,-,23.5,40,-,27.73,1.19,26.51,-,-,-,1.41,1.01,24.06,-,-,85.56,-
57,臺北市,2015/09/26,松山,-,-,-,-,-,12,-,-,-,-,-,-,-,-,-,-,-,-,-
58,臺北市,2015/09/26,松山,1.7,0.35,430.16,37.8,27,-,17.32,2.4,14.92,1.858,0.086,1.772,1.4,0.98,25.87,-,-,74.81,-
59,臺北市,2015/09/26,古亭,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-
60,臺北市,2015/09/26,古亭,2,0.44,-,28.4,38,-,21.45,3.42,18.03,2.024,0.104,1.92,1.79,1.44,25.87,-,-,81.5,-
61,臺北市,2015/09/26,中山,-,-,-,-,-,12,-,-,-,-,-,-,-,-,-,-,-,-,-
62,臺北市,2015/09/26,中山,2.2,0.49,-,32.6,30,-,23.77,4.4,19.37,1.969,0.117,1.852,1.57,1.01,26.76,-,-,74.35,-
63,臺北市,2015/09/26,大同,-,-,-,-,-,14,-,-,-,-,-,-,-,-,-,-,-,-,-
64,臺北市,2015/09/26,大同,2.2,1.28,-,-,42,-,68.34,36.74,31.61,2.349,0.378,1.971,-,-,-,-,-,-,-
65,臺北市,2015/09/26,萬華,-,-,-,-,-,14,-,-,-,-,-,-,-,-,-,-,-,-,-
66,臺北市,2015/09/26,萬華,2.5,0.51,-,31.5,26,-,26.79,3.94,22.85,-,-,-,1.59,1.32,27.18,-,-,73.54,-
67,臺北市,2015/09/26,陽明,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-
68,臺北市,2015/09/26,陽明,1.3,0.15,400.45,51.3,13,-,2.48,0.38,1.99,-,-,-,-,-,19.71,0.75,3.78,98.91,5.97
69,臺北市,2015/09/26,士林,-,-,-,-,-,16,-,-,-,-,-,-,-,-,-,-,-,-,-
70,臺北市,2015/09/26,士林,8.4,0.38,-,36.6,28,-,15.52,1.53,14,-,-,-,1.22,0.89,26.3,-,-,72.2,-
71,臺北市,2015/09/25,松山,-,-,-,-,-,13,-,-,-,-,-,-,-,-,-,-,-,-,-
72,臺北市,2015/09/25,松山,10.6,0.38,443.21,26.6,29,-,27.52,5.82,21.69,1.929,0.125,1.804,1.88,1.5,26.7,-,-,70.06,-
73,臺北市,2015/09/25,古亭,-,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-
74,臺北市,2015/09/25,古亭,9.8,0.38,-,29.4,38,-,26.08,5.72,20.35,2.048,0.104,1.944,2.5,2.32,27.2,-,-,72.91,-
75,臺北市,2015/09/25,中山,-,-,-,-,-,13,-,-,-,-,-,-,-,-,-,-,-,-,-
76,臺北市,2015/09/25,中山,4.9,0.58,-,27.6,31,-,32.03,8.71,23.33,2.052,0.168,1.885,2.45,2.13,27.62,-,-,70.71,-
77,臺北市,2015/09/25,大同,-,-,-,-,-,12,-,-,-,-,-,-,-,-,-,-,-,-,-
78,臺北市,2015/09/25,大同,4.4,1.24,-,-,42,-,71.39,36.9,34.49,2.422,0.421,2.001,-,-,-,-,-,-,-
79,臺北市,2015/09/25,萬華,-,-,-,-,-,12,-,-,-,-,-,-,-,-,-,-,-,-,-
80,臺北市,2015/09/25,萬華,6.3,0.42,-,32.3,26,-,30.27,6.15,24.12,-,-,-,2.65,2.44,28.13,-,-,68.16,-
81,臺北市,2015/09/25,陽明,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-
82,臺北市,2015/09/25,陽明,1.8,0.21,400.1,45.8,11,-,2.76,0.44,2.24,-,-,-,-,-,21.04,0,0,96.47,0
83,臺北市,2015/09/25,士林,-,-,-,-,-,12,-,-,-,-,-,-,-,-,-,-,-,-,-
84,臺北市,2015/09/25,士林,9.8,0.37,-,37.9,26,-,13.52,1.98,11.54,-,-,-,2.02,1.77,27,-,-,70.08,-
85,臺北市,2015/09/24,松山,-,-,-,-,-,24,-,-,-,-,-,-,-,-,-,-,-,-,-
86,臺北市,2015/09/24,松山,3.3,0.66,453.17,22.8,41,-,31.48,5.45,26.03,2.098,0.226,1.872,1.7,1.2,27.12,-,-,76.75,-
87,臺北市,2015/09/24,古亭,-,-,-,-,-,22,-,-,-,-,-,-,-,-,-,-,-,-,-
88,臺北市,2015/09/24,古亭,2.7,0.62,-,23.1,47,-,26.37,4.67,21.69,2.233,0.19,2.043,2.03,1.67,26.93,-,-,83.65,-
89,臺北市,2015/09/24,中山,-,-,-,-,-,26,-,-,-,-,-,-,-,-,-,-,-,-,-
90,臺北市,2015/09/24,中山,3.9,0.88,-,19.4,47,-,39.49,8.9,30.59,2.249,0.274,1.976,1.89,1.29,28,-,-,77.42,-
91,臺北市,2015/09/24,大同,-,-,-,-,-,24,-,-,-,-,-,-,-,-,-,-,-,-,-
92,臺北市,2015/09/24,大同,4.6,1.45,-,-,58,-,66.04,27.68,38.36,2.621,0.489,2.131,-,-,-,-,-,-,-
93,臺北市,2015/09/24,萬華,-,-,-,-,-,28,-,-,-,-,-,-,-,-,-,-,-,-,-
94,臺北市,2015/09/24,萬華,4,0.73,-,21.7,39,-,35.15,5.64,29.51,-,-,-,1.77,1.4,28.39,-,-,76.73,-
95,臺北市,2015/09/24,陽明,-,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-
96,臺北市,2015/09/24,陽明,1.5,0.22,405.3,38.8,14,-,3.38,0.43,2.9,-,-,-,-,-,21.31,5,4.27,98.92,7.86
97,臺北市,2015/09/24,士林,-,-,-,-,-,24,-,-,-,-,-,-,-,-,-,-,-,-,-
98,臺北市,2015/09/24,士林,10.2,0.47,-,32.5,37,-,17.38,2.39,14.99,-,-,-,1.71,1.47,27.25,-,-,76.76,-
99,臺北市,2015/09/23,松山,-,-,-,-,-,33,-,-,-,-,-,-,-,-,-,-,-,-,-
100,臺北市,2015/09/23,松山,3.5,0.66,459.81,35.2,53,-,31.11,6.45,24.67,2.111,0.257,1.854,1.91,1.52,29.02,-,-,68.23,-
101,臺北市,2015/09/23,古亭,-,-,-,-,-,25,-,-,-,-,-,-,-,-,-,-,-,-,-
102,臺北市,2015/09/23,古亭,3.2,0.72,-,28,61,-,28.16,5.12,23.04,2.282,0.273,2.01,1.91,1.37,28.69,-,-,76.74,-
103,臺北市,2015/09/23,中山,-,-,-,-,-,35,-,-,-,-,-,-,-,-,-,-,-,-,-
104,臺北市,2015/09/23,中山,4.4,0.97,-,25.8,59,-,42.42,11.43,30.99,2.358,0.373,1.985,1.72,0.86,29.65,-,-,70.79,-
105,臺北市,2015/09/23,大同,-,-,-,-,-,32,-,-,-,-,-,-,-,-,-,-,-,-,-
106,臺北市,2015/09/23,大同,5.1,1.82,-,-,64,-,61.82,26.73,35.08,2.762,0.635,2.127,-,-,-,-,-,-,-
107,臺北市,2015/09/23,萬華,-,-,-,-,-,33,-,-,-,-,-,-,-,-,-,-,-,-,-
108,臺北市,2015/09/23,萬華,5.9,0.85,-,27.9,55,-,35.69,6.34,29.35,-,-,-,1.34,0.84,29.96,-,-,71.12,-
109,臺北市,2015/09/23,陽明,-,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-,-,-,-
110,臺北市,2015/09/23,陽明,1.8,0.24,406.99,47.3,19,-,4.74,0.51,4.21,-,-,-,-,-,22.81,0,0,86.87,0
111,臺北市,2015/09/23,士林,-,-,-,-,-,31,-,-,-,-,-,-,-,-,-,-,-,-,-
112,臺北市,2015/09/23,士林,11,0.53,-,30.9,47,-,22.3,3.63,18.66,-,-,-,1.93,1.68,28.87,-,-,70.44,-
113,臺北市,2015/09/22,松山,-,-,-,-,-,26,-,-,-,-,-,-,-,-,-,-,-,-,-
114,臺北市,2015/09/22,松山,7.5,0.58,437.76,38.7,45,-,31.02,5.65,25.37,2.053,0.211,1.841,1.47,1.07,28.02,-,-,72.47,-
115,臺北市,2015/09/22,古亭,-,-,-,-,-,25,-,-,-,-,-,-,-,-,-,-,-,-,-
116,臺北市,2015/09/22,古亭,6.8,0.67,-,35.1,58,-,30.08,4.85,25.23,2.192,0.199,1.993,1.63,1.31,28.23,-,-,77.36,-
117,臺北市,2015/09/22,中山,-,-,-,-,-,32,-,-,-,-,-,-,-,-,-,-,-,-,-
118,臺北市,2015/09/22,中山,8.1,0.79,-,36.5,52,-,38.06,6.49,31.57,2.224,0.259,1.966,1.53,1.13,29.22,-,-,71.41,-
119,臺北市,2015/09/22,大同,-,-,-,-,-,29,-,-,-,-,-,-,-,-,-,-,-,-,-
120,臺北市,2015/09/22,大同,6,1.62,-,-,58,-,65.43,28.19,37.24,2.602,0.514,2.088,-,-,-,-,-,-,-
121,臺北市,2015/09/22,萬華,-,-,-,-,-,29,-,-,-,-,-,-,-,-,-,-,-,-,-
122,臺北市,2015/09/22,萬華,5.4,0.73,-,40.9,47,-,32.53,4.7,27.83,-,-,-,1.42,0.98,29.71,-,-,69.98,-
123,臺北市,2015/09/22,陽明,-,-,-,-,-,21,-,-,-,-,-,-,-,-,-,-,-,-,-
124,臺北市,2015/09/22,陽明,2.1,0.25,407.02,51.5,21,-,4.88,0.57,4.27,-,-,-,-,-,22.47,0,0,94.24,0
125,臺北市,2015/09/22,士林,-,-,-,-,-,27,-,-,-,-,-,-,-,-,-,-,-,-,-
126,臺北市,2015/09/22,士林,13.3,0.47,-,42.4,42,-,21.74,3.58,18.16,-,-,-,1.82,1.62,28.83,-,-,69.09,-
127,臺北市,2015/09/21,松山,-,-,-,-,-,14,-,-,-,-,-,-,-,-,-,-,-,-,-
128,臺北市,2015/09/21,松山,3.2,0.43,408.61,29.4,26,-,22.53,4.27,18.27,1.962,0.141,1.82,1.57,1.23,27.15,-,-,72.4,-
129,臺北市,2015/09/21,古亭,-,-,-,-,-,14,-,-,-,-,-,-,-,-,-,-,-,-,-
130,臺北市,2015/09/21,古亭,3.6,0.56,-,24.9,42,-,27.33,5.76,21.57,2.115,0.153,1.962,1.97,1.54,27.19,-,-,79.1,-
131,臺北市,2015/09/21,中山,-,-,-,-,-,20,-,-,-,-,-,-,-,-,-,-,-,-,-
132,臺北市,2015/09/21,中山,4.5,0.65,-,25.8,37,-,31.82,7.31,24.51,2.115,0.204,1.911,1.73,1.33,27.94,-,-,73.12,-
133,臺北市,2015/09/21,大同,-,-,-,-,-,18,-,-,-,-,-,-,-,-,-,-,-,-,-
134,臺北市,2015/09/21,大同,3.9,1.54,-,-,47,-,64.48,33.76,30.73,2.535,0.505,2.03,-,-,-,-,-,-,-
135,臺北市,2015/09/21,萬華,-,-,-,-,-,17,-,-,-,-,-,-,-,-,-,-,-,-,-
136,臺北市,2015/09/21,萬華,4,0.55,-,28.5,32,-,29.35,4.62,24.73,-,-,-,1.83,1.58,28.19,-,-,73.62,-
137,臺北市,2015/09/21,陽明,-,-,-,-,-,22,-,-,-,-,-,-,-,-,-,-,-,-,-
138,臺北市,2015/09/21,陽明,3.3,0.26,413.15,49.2,24,-,5.38,0.54,4.8,-,-,-,-,-,21.31,0,0,96.32,0
139,臺北市,2015/09/21,士林,-,-,-,-,-,24,-,-,-,-,-,-,-,-,-,-,-,-,-
140,臺北市,2015/09/21,士林,10.9,0.37,-,44.3,34,-,15.17,1.89,13.28,-,-,-,1.76,1.53,27.7,-,-,70.36,-
141,臺北市,2015/09/20,松山,-,-,-,-,-,12,-,-,-,-,-,-,-,-,-,-,-,-,-
142,臺北市,2015/09/20,松山,4,0.28,400.11,39.4,29,-,14,1.96,12.04,1.845,0.075,1.77,1.92,1.62,26.67,-,-,67.07,-
143,臺北市,2015/09/20,古亭,-,-,-,-,-,11,-,-,-,-,-,-,-,-,-,-,-,-,-
144,臺北市,2015/09/20,古亭,2.8,0.33,-,36,38,-,15.89,1.94,13.95,1.98,0.069,1.911,2.52,2.22,26.86,-,-,72.21,-
145,臺北市,2015/09/20,中山,-,-,-,-,-,13,-,-,-,-,-,-,-,-,-,-,-,-,-
146,臺北市,2015/09/20,中山,4,0.39,-,35.9,32,-,20.88,3.74,17.14,1.925,0.101,1.824,2.32,1.99,27.51,-,-,67.96,-
147,臺北市,2015/09/20,大同,-,-,-,-,-,11,-,-,-,-,-,-,-,-,-,-,-,-,-
148,臺北市,2015/09/20,大同,3.9,0.78,-,-,44,-,48.68,21.33,27.35,2.163,0.224,1.939,-,-,-,-,-,-,-
149,臺北市,2015/09/20,萬華,-,-,-,-,-,13,-,-,-,-,-,-,-,-,-,-,-,-,-
150,臺北市,2015/09/20,萬華,4.3,0.31,-,39.2,29,-,20.58,3.1,17.47,-,-,-,2.75,2.49,27.77,-,-,67.28,-
151,臺北市,2015/09/20,陽明,-,-,-,-,-,16,-,-,-,-,-,-,-,-,-,-,-,-,-
152,臺北市,2015/09/20,陽明,2.8,0.16,402.94,54.6,20,-,3.72,0.4,3.26,-,-,-,-,-,20.65,0,0,78.43,0
153,臺北市,2015/09/20,士林,-,-,-,-,-,20,-,-,-,-,-,-,-,-,-,-,-,-,-
154,臺北市,2015/09/20,士林,12.8,0.21,-,48.7,32,-,8.48,0.99,7.48,-,-,-,2.51,2.28,27.13,-,-,65.1,-
155,臺北市,2015/09/19,松山,-,-,-,-,-,18,-,-,-,-,-,-,-,-,-,-,-,-,-
156,臺北市,2015/09/19,松山,2.8,0.36,407.43,42.1,32,-,19.8,2.75,17.05,1.935,0.124,1.811,1.86,1.43,25.75,-,-,63.18,-
157,臺北市,2015/09/19,古亭,-,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-,-,-,-
158,臺北市,2015/09/19,古亭,2.8,0.36,-,41.3,43,-,17.55,2.78,14.77,2.019,0.085,1.934,2.57,2.31,25.81,-,-,67.91,-
159,臺北市,2015/09/19,中山,-,-,-,-,-,20,-,-,-,-,-,-,-,-,-,-,-,-,-
160,臺北市,2015/09/19,中山,2.3,0.49,-,36.8,37,-,26.02,3.56,22.45,2.045,0.148,1.897,2.27,2.05,26.68,-,-,64.71,-
161,臺北市,2015/09/19,大同,-,-,-,-,-,19,-,-,-,-,-,-,-,-,-,-,-,-,-
162,臺北市,2015/09/19,大同,2.9,1.09,-,-,51,-,65.51,29.17,36.33,2.391,0.372,2.019,-,-,-,-,-,-,-
163,臺北市,2015/09/19,萬華,-,-,-,-,-,20,-,-,-,-,-,-,-,-,-,-,-,-,-
164,臺北市,2015/09/19,萬華,2.7,0.39,-,41.1,34,-,22.98,3.01,19.97,-,-,-,2.48,2.27,26.93,-,-,62.45,-
165,臺北市,2015/09/19,陽明,-,-,-,-,-,24,-,-,-,-,-,-,-,-,-,-,-,-,-
166,臺北市,2015/09/19,陽明,1.8,0.19,401.47,66.8,27,-,3.47,0.31,3.12,-,-,-,-,-,19.77,0,0,82.35,0
167,臺北市,2015/09/19,士林,-,-,-,-,-,22,-,-,-,-,-,-,-,-,-,-,-,-,-
168,臺北市,2015/09/19,士林,9.3,0.28,-,53.9,38,-,12.17,2.16,10,-,-,-,2.38,1.97,26.15,-,-,64.37,-
169,臺北市,2015/09/18,松山,-,-,-,-,-,14,-,-,-,-,-,-,-,-,-,-,-,-,-
170,臺北市,2015/09/18,松山,1.7,0.33,402.6,47.1,32,-,16.33,2.72,13.62,1.893,0.1,1.794,1.91,1.48,25.83,-,-,64.12,-
171,臺北市,2015/09/18,古亭,-,-,-,-,-,11,-,-,-,-,-,-,-,-,-,-,-,-,-
172,臺北市,2015/09/18,古亭,2.3,0.39,-,39.2,44,-,19.27,3.48,15.79,2.04,0.097,1.943,2.42,2.2,25.97,-,-,69.85,-
173,臺北市,2015/09/18,中山,-,-,-,-,-,16,-,-,-,-,-,-,-,-,-,-,-,-,-
174,臺北市,2015/09/18,中山,2.4,0.52,-,40.9,40,-,26.87,5.34,21.53,2.029,0.141,1.889,2.1,1.93,26.98,-,-,64.37,-
175,臺北市,2015/09/18,大同,-,-,-,-,-,16,-,-,-,-,-,-,-,-,-,-,-,-,-
176,臺北市,2015/09/18,大同,2.7,1.34,-,-,52,-,73.85,37.48,36.36,2.438,0.429,2.01,-,-,-,-,-,-,-
177,臺北市,2015/09/18,萬華,-,-,-,-,-,17,-,-,-,-,-,-,-,-,-,-,-,-,-
178,臺北市,2015/09/18,萬華,1.3,0.42,-,42.5,39,-,23.89,3.22,20.67,-,-,-,2.37,1.98,27.09,-,-,63.3,-
179,臺北市,2015/09/18,陽明,-,-,-,-,-,17,-,-,-,-,-,-,-,-,-,-,-,-,-
180,臺北市,2015/09/18,陽明,1.4,0.16,401.09,64.6,21,-,3.35,0.74,2.62,-,-,-,-,-,19.56,0,0,89.19,0
181,臺北市,2015/09/18,士林,-,-,-,-,-,20,-,-,-,-,-,-,-,-,-,-,-,-,-
182,臺北市,2015/09/18,士林,8.9,0.31,-,53.1,36,-,12.88,1.77,11.14,-,-,-,2.01,1.68,26.21,-,-,62.77,-
183,臺北市,2015/09/17,松山,-,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-,-,-,-
184,臺北市,2015/09/17,松山,2.5,0.34,402.28,48.8,35,-,16.34,2.67,13.67,1.899,0.101,1.798,1.99,1.54,26.32,-,-,69.44,-
185,臺北市,2015/09/17,古亭,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-
186,臺北市,2015/09/17,古亭,1.9,0.38,-,43.6,44,-,17.25,2.17,15.07,2.024,0.083,1.941,2.57,2.33,26.59,-,-,74.81,-
187,臺北市,2015/09/17,中山,-,-,-,-,-,16,-,-,-,-,-,-,-,-,-,-,-,-,-
188,臺北市,2015/09/17,中山,2,0.55,-,41.7,36,-,26.72,4.55,22.16,2.02,0.14,1.88,2.19,1.88,27.14,-,-,70.68,-
189,臺北市,2015/09/17,大同,-,-,-,-,-,16,-,-,-,-,-,-,-,-,-,-,-,-,-
190,臺北市,2015/09/17,大同,2.3,1.08,-,-,47,-,57.35,24.68,32.67,2.337,0.34,1.997,-,-,-,-,-,-,-
191,臺北市,2015/09/17,萬華,-,-,-,-,-,17,-,-,-,-,-,-,-,-,-,-,-,-,-
192,臺北市,2015/09/17,萬華,2,0.39,-,47.7,34,-,22.41,3.05,19.36,-,-,-,2.56,2.36,27.45,-,-,69.42,-
193,臺北市,2015/09/17,陽明,0.9,0.17,402.77,58.1,18,-,2.76,0.93,1.83,-,-,-,-,-,19.6,0.5,5.85,94.77,89.47
194,臺北市,2015/09/17,士林,-,-,-,-,-,18,-,-,-,-,-,-,-,-,-,-,-,-,-
195,臺北市,2015/09/17,士林,9,0.3,-,54.4,31,-,10.1,1.21,8.9,-,-,-,1.53,1.19,26.53,-,-,67.85,-
196,臺北市,2015/09/16,松山,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-
197,臺北市,2015/09/16,松山,1.6,0.33,402.87,30.6,15,-,18.29,3.79,14.5,1.877,0.1,1.777,1.78,1.36,26.38,-,-,80.61,-
198,臺北市,2015/09/16,古亭,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-
199,臺北市,2015/09/16,古亭,2,0.43,-,25,33,-,21.25,4.98,16.27,2.038,0.106,1.933,2.32,2.05,26.59,-,-,85.16,-
200,臺北市,2015/09/16,中山,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-
