序號,縣市,監測日期,測站,二氧化硫
SO2
(ppb),一氧化碳
CO
(ppm),二氧化碳
CO2
(ppm),臭氧
O3
(ppb),"懸浮微粒
PM 10 
(μg/m 3 )","細懸浮微粒
PM 2.5 
(μg/m 3 )",氮氧化物
NOx
(ppb),一氧化氮
NO
(ppb),二氧化氮
NO2
(ppb),總碳氫化合物
THC
(ppm),非甲烷碳氫化合物
NMHC
(ppm),甲烷
CH4
(ppm),風速
WIND_SPEED
(m/sec),小時風速值
WS_HR
(m/sec),溫度
AMB_TEMP
(℃),降雨強度
RAIN_INT
(㎜),酸雨
PH_RAIN
(pH),相對濕度
RH
24,臺北市,2017/04/27,中山,1.7,0.5,-,36.9,25,10,34.36,5.55,28.82,1.962,0.131,1.832,2.28,1.96,18.68,-,-,85.48,-
25,臺北市,2017/04/27,大同,2.7,0.96,-,-,42,13,68,31.3,36.7,2.258,0.285,1.973,-,-,-,-,-,-,-
26,臺北市,2017/04/27,萬華,2,0.38,-,39.1,27,10,26.07,2.84,23.23,-,-,-,2.41,2.19,18.55,-,-,81.57,-
27,臺北市,2017/04/27,陽明,0.7,0.16,421.72,61.9,9,5,2.46,0.51,1.93,-,-,-,-,-,11.7,1.58,4.64,98.89,22
28,臺北市,2017/04/27,士林,1.5,0.27,-,49.1,21,9,12.34,1.58,10.76,-,-,-,2.18,1.71,18.01,-,-,81.64,-
29,臺北市,2017/04/26,松山,2.4,0.82,463.06,28.2,40,26,37.92,10.99,26.92,2.295,0.31,1.985,1.7,1.19,24.27,-,-,79.43,-
30,臺北市,2017/04/26,古亭,1.5,0.72,-,30.8,40,26,29.94,7.3,22.63,2.287,0.25,2.037,1.88,1.41,24.09,-,-,80.44,-
31,臺北市,2017/04/26,中山,2.8,0.88,-,22.4,47,25,41.45,10.55,30.9,2.326,0.305,2.02,1.74,1.2,24.78,-,-,81.84,-
32,臺北市,2017/04/26,大同,3.7,1.89,-,-,61,26,80.09,42.02,38.07,2.963,0.64,2.322,-,-,-,-,-,-,-
33,臺北市,2017/04/26,萬華,1.8,0.8,-,25.1,42,24,34,7.21,26.79,-,-,-,1.63,1.09,24.73,-,-,79.67,-
34,臺北市,2017/04/26,陽明,1.3,0.22,428.06,51.9,18,12,3.93,0.31,3.68,-,-,-,-,-,18.34,0.8,4.79,92.98,11.74
35,臺北市,2017/04/26,士林,2.8,0.73,-,26.6,45,23,32.34,8.43,23.91,-,-,-,1.36,1.1,24.06,-,-,84.32,-
36,臺北市,2017/04/25,松山,4.2,0.93,463,21.5,56,28,50.33,11.12,39.2,2.434,0.354,2.08,1.17,0.8,24,-,-,77.32,-
37,臺北市,2017/04/25,古亭,3.5,1.12,-,23,56,35,53.95,12.71,41.24,2.686,0.484,2.203,1.22,0.98,24.05,-,-,77,-
38,臺北市,2017/04/25,中山,3.9,1.3,-,17,59,28,68.18,22.08,46.11,2.782,0.497,2.285,1.33,0.83,24.68,-,-,79,-
39,臺北市,2017/04/25,大同,3.9,2.13,-,-,68,29,100.56,48.76,51.8,3.391,0.774,2.617,-,-,-,-,-,-,-
40,臺北市,2017/04/25,萬華,5.4,1.19,-,18.9,54,30,55.34,13.57,41.77,-,-,-,0.96,0.6,24.64,-,-,76.59,-
41,臺北市,2017/04/25,陽明,1.8,0.31,423.88,54.9,16,12,5.86,0.86,4.98,-,-,-,-,-,18.83,0,0,89,0
42,臺北市,2017/04/25,士林,3.6,0.77,-,26,53,22,35.81,5.98,29.83,-,-,-,1.14,0.94,23.94,-,-,80.99,-
43,臺北市,2017/04/24,松山,3.2,0.63,434.34,23.1,48,25,41.57,11.06,30.49,2.127,0.224,1.903,1.06,0.72,21.28,-,-,80.85,-
44,臺北市,2017/04/24,古亭,2.9,0.74,-,25,44,25,45.59,12.48,33.11,2.319,0.271,2.048,1.27,1.14,21.54,-,-,79.78,-
45,臺北市,2017/04/24,中山,1,0.77,-,26.2,48,20,46.56,13.64,32.93,2.173,0.228,1.945,1.55,1.34,22.3,-,-,79.24,-
46,臺北市,2017/04/24,大同,3.1,1.5,-,-,57,21,117.22,65.07,52.15,2.572,0.495,2.077,-,-,-,-,-,-,-
47,臺北市,2017/04/24,萬華,3.4,0.63,-,25.7,45,20,42.68,8.63,34.05,-,-,-,1.61,1.42,22.4,-,-,75.55,-
48,臺北市,2017/04/24,陽明,1.5,0.18,416.06,53.6,19,13,2.4,0.54,1.82,-,-,-,-,-,15.68,0.5,4.4,94.75,22.23
49,臺北市,2017/04/24,士林,1.1,0.37,-,44,39,15,16.34,2.05,14.27,-,-,-,1.44,1.31,22.26,-,-,75.44,-
50,臺北市,2017/04/23,松山,2.1,0.34,426.03,48.3,39,19,16.78,1.17,15.61,1.92,0.082,1.838,1.81,1.38,19.87,-,-,59.84,-
51,臺北市,2017/04/23,古亭,1.7,0.27,-,57.1,34,17,12.14,1.57,10.58,2.001,0.069,1.931,2.98,2.91,19.96,-,-,60.14,-
52,臺北市,2017/04/23,中山,2,0.44,-,44,41,16,25.29,3.51,21.79,2.017,0.119,1.898,2.47,2.23,20.48,-,-,63.04,-
53,臺北市,2017/04/23,大同,3.5,0.71,-,-,58,14,52.16,15.81,36.35,2.209,0.191,2.018,-,-,-,-,-,-,-
54,臺北市,2017/04/23,萬華,2,0.37,-,47.7,44,15,22.62,2.48,20.14,-,-,-,2.53,2.3,20.71,-,-,56.88,-
55,臺北市,2017/04/23,陽明,3.1,0.17,417.03,65.8,27,15,4.16,0.62,3.53,-,-,-,-,-,12.92,0,0,81.87,0
56,臺北市,2017/04/23,士林,2.1,0.23,-,60.7,43,16,9.4,0.78,8.6,-,-,-,2.94,2.83,20.18,-,-,61.2,-
57,臺北市,2017/04/22,松山,1.1,0.39,425.6,47.9,39,22,18.65,1.86,16.78,1.929,0.098,1.831,1.48,0.93,18.3,-,-,79.55,-
58,臺北市,2017/04/22,古亭,1.9,0.42,-,45,37,24,21.95,1.97,20,2.093,0.114,1.979,1.73,1.53,18,-,-,84.37,-
59,臺北市,2017/04/22,中山,0.8,0.48,-,41.9,40,19,25.85,2.73,23.13,2.017,0.132,1.885,1.41,1.06,18.69,-,-,83.92,-
60,臺北市,2017/04/22,大同,3,1.1,-,-,57,20,84.79,41.8,42.99,2.354,0.318,2.036,-,-,-,-,-,-,-
61,臺北市,2017/04/22,萬華,2.3,0.43,-,41.7,39,18,27.22,3.31,23.91,-,-,-,1.63,1.24,18.73,-,-,80,-
62,臺北市,2017/04/22,陽明,1.8,0.23,418.14,64.5,19,12,2.81,0.33,2.35,-,-,-,-,-,11.67,1.28,4.45,98.02,39.87
63,臺北市,2017/04/22,士林,1.6,0.36,-,43.9,39,18,18.27,1.66,16.61,-,-,-,1.4,1.08,17.93,-,-,84.46,-
64,臺北市,2017/04/21,松山,1.3,0.57,441.16,23.6,35,19,30.78,9.89,20.89,2.099,0.21,1.889,1.92,1.51,25.31,-,-,77.22,-
65,臺北市,2017/04/21,古亭,1.4,0.55,-,24.6,32,20,25.14,5.72,19.42,2.167,0.204,1.963,2.07,1.59,25.19,-,-,77.77,-
66,臺北市,2017/04/21,中山,1.5,0.74,-,17.4,35,18,35.8,11.26,24.53,2.179,0.258,1.921,1.84,1.03,25.61,-,-,81.52,-
67,臺北市,2017/04/21,大同,3.8,1.35,-,-,49,17,62.01,33,29.01,2.528,0.431,2.098,-,-,-,-,-,-,-
68,臺北市,2017/04/21,萬華,1.1,0.56,-,21.5,32,17,26.42,5.04,21.38,-,-,-,1.75,1.39,25.77,-,-,78,-
69,臺北市,2017/04/21,陽明,1,0.2,421.25,37.3,12,9,6.08,0.64,5.43,-,-,-,-,-,18.56,2.57,4.67,94.64,17.03
70,臺北市,2017/04/21,士林,2.4,0.38,-,24.3,34,15,20.78,5.66,15.13,-,-,-,2.1,1.71,25.24,-,-,81.39,-
71,臺北市,2017/04/20,松山,2.6,0.73,442.82,14.3,42,26,40.5,14.1,26.41,2.169,0.276,1.893,1.44,1.11,26.3,-,-,74.54,-
72,臺北市,2017/04/20,古亭,2,0.68,-,16.8,41,22,33.28,10.16,23.13,2.237,0.264,1.973,1.44,1.11,25.91,-,-,76.49,-
73,臺北市,2017/04/20,中山,2.3,0.93,-,12.4,43,25,46.73,18.32,28.42,2.249,0.321,1.928,1.47,0.75,26.42,-,-,79.49,-
74,臺北市,2017/04/20,大同,3.9,1.64,-,-,57,27,70.45,38.07,32.38,2.717,0.536,2.181,-,-,-,-,-,-,-
75,臺北市,2017/04/20,萬華,3,0.71,-,15.3,38,24,30.79,7.28,23.49,-,-,-,1.32,0.92,26.54,-,-,77.12,-
76,臺北市,2017/04/20,陽明,1.9,0.16,417.93,32.2,16,14,6.28,0.58,5.72,-,-,-,-,-,19.71,3.5,4.38,91.76,16.59
77,臺北市,2017/04/20,士林,2.7,0.42,-,20.1,39,24,21.18,3.27,17.91,-,-,-,1.62,1.31,25.9,-,-,80.28,-
78,臺北市,2017/04/19,松山,3.5,0.68,447.25,14.7,39,27,33.51,7.86,25.65,2.175,0.255,1.92,1.39,1,25.92,-,-,83.3,-
79,臺北市,2017/04/19,古亭,2.7,0.68,-,19.5,43,28,31.4,6.7,24.69,2.269,0.233,2.036,1.4,1.08,26.04,-,-,81.78,-
80,臺北市,2017/04/19,中山,3.3,0.85,-,16.3,51,32,42.17,11.41,30.77,2.271,0.277,1.995,1.31,0.84,26.24,-,-,86.73,-
81,臺北市,2017/04/19,大同,3.5,1.54,-,-,67,33,76.29,39.76,36.53,2.708,0.501,2.207,-,-,-,-,-,-,-
82,臺北市,2017/04/19,萬華,2.9,0.72,-,15.2,45,27,34.47,5.99,28.49,-,-,-,1.17,0.85,26.36,-,-,83.92,-
83,臺北市,2017/04/19,陽明,1.3,0.23,423.79,56.3,28,26,4.84,0.74,4.09,-,-,-,-,-,19.45,1.75,3.98,96.73,47.06
84,臺北市,2017/04/19,士林,2.4,0.47,-,26.4,50,28,22.25,4.05,18.2,-,-,-,1.24,0.95,25.82,-,-,86.11,-
85,臺北市,2017/04/18,松山,3.1,0.52,436.44,12.3,45,28,29.55,8.4,21.15,1.997,0.191,1.806,1.7,1.41,26.56,-,-,80.64,-
86,臺北市,2017/04/18,古亭,2.8,0.65,-,10.4,45,25,35.43,10.81,24.62,2.259,0.267,1.991,1.34,0.89,26.64,-,-,78.58,-
87,臺北市,2017/04/18,中山,3.3,0.7,-,8.8,46,22,40.84,14.48,26.36,2.11,0.236,1.874,1.73,0.96,26.87,-,-,84.83,-
88,臺北市,2017/04/18,大同,2.9,1.46,-,-,61,21,61.61,36.51,25.1,2.667,0.468,2.199,-,-,-,-,-,-,-
89,臺北市,2017/04/18,萬華,2.8,0.7,-,8.3,44,22,36.8,10.88,25.92,-,-,-,1.33,0.93,26.92,-,-,82.62,-
90,臺北市,2017/04/18,陽明,1.1,0.15,422.14,31.3,14,11,5.5,0.46,4.97,-,-,-,-,-,17.28,3.38,4.4,98.25,35.87
91,臺北市,2017/04/18,士林,2.4,0.33,-,17.5,41,19,18.22,3.85,14.37,-,-,-,2.34,1.98,26.09,-,-,86.86,-
92,臺北市,2017/04/17,松山,3.3,0.73,453.77,14.8,33,21,39.03,14,25.03,2.215,0.27,1.945,1.61,1.32,27.57,-,-,71.09,-
93,臺北市,2017/04/17,古亭,2.9,0.64,-,18,33,17,29.95,9.11,20.84,2.226,0.245,1.981,1.54,1.17,27.25,-,-,72.29,-
94,臺北市,2017/04/17,中山,3.6,0.9,-,13.3,28,-,40.7,15.77,24.93,2.232,0.291,1.941,1.52,0.98,27.99,-,-,74.02,-
95,臺北市,2017/04/17,大同,4.1,2.06,-,-,52,20,74.46,44.97,29.48,2.767,0.615,2.152,-,-,-,-,-,-,-
96,臺北市,2017/04/17,萬華,3.2,0.66,-,17.3,34,18,27.28,6.83,20.45,-,-,-,1.4,1.08,27.84,-,-,72.66,-
97,臺北市,2017/04/17,陽明,2.5,0.18,425.55,28.3,16,11,8.08,0.72,7.32,-,-,-,-,-,19.49,0,0,88.57,0
98,臺北市,2017/04/17,士林,3.2,0.5,-,15.7,36,18,22.96,4.63,18.34,-,-,-,1.83,1.52,27.39,-,-,76.55,-
99,臺北市,2017/04/16,松山,1.4,0.9,454.27,20.9,33,24,38.56,12.74,25.82,2.364,0.302,2.062,1.07,0.71,25.69,-,-,75.74,-
100,臺北市,2017/04/16,古亭,1.5,0.68,-,28.9,36,23,24.95,4.96,19.99,2.245,0.198,2.047,1.42,0.96,25.46,-,-,75.83,-
101,臺北市,2017/04/16,中山,3.1,0.75,-,26.5,40,26,28.35,4.3,24.05,2.235,0.231,2.004,1.42,1.04,26.28,-,-,76.92,-
102,臺北市,2017/04/16,大同,3.9,2.14,-,-,60,27,99.09,59.05,40.04,2.868,0.646,2.222,-,-,-,-,-,-,-
103,臺北市,2017/04/16,萬華,1.3,0.76,-,26.9,42,27,28.47,4.71,23.76,-,-,-,1.23,0.86,26.28,-,-,74.79,-
104,臺北市,2017/04/16,陽明,2.8,0.25,423.96,47.3,20,17,5.06,0.75,4.3,-,-,-,-,-,19.84,0,0,85.41,0
105,臺北市,2017/04/16,士林,2.6,0.74,-,22.1,38,24,37.64,8.08,29.57,-,-,-,1.12,1.01,25.9,-,-,77.67,-
106,臺北市,2017/04/15,松山,4.7,1,456.25,28.9,49,31,46.37,13.85,32.53,2.528,0.37,2.158,0.98,0.57,24.05,-,-,78.99,-
107,臺北市,2017/04/15,古亭,3.2,0.88,-,32.7,45,28,36.55,6.52,30.03,2.431,0.293,2.138,1.18,0.83,24.42,-,-,76.78,-
108,臺北市,2017/04/15,中山,5.8,1.03,-,23,53,28,53.51,16.32,37.19,2.369,0.326,2.042,1.25,0.7,24.85,-,-,80.79,-
109,臺北市,2017/04/15,大同,6.5,1.66,-,-,67,30,85.69,44.3,41.39,2.806,0.535,2.272,-,-,-,-,-,-,-
110,臺北市,2017/04/15,萬華,3.4,0.97,-,25,47,27,44.96,10.24,34.72,-,-,-,1.07,0.66,25.04,-,-,77.02,-
111,臺北市,2017/04/15,陽明,3.3,0.35,431.32,59.7,23,21,6.32,0.48,5.79,-,-,-,-,-,19.29,0,0,86.88,0
112,臺北市,2017/04/15,士林,4.7,0.77,-,27.2,51,28,33.85,6.05,27.8,-,-,-,1.22,1.03,24.49,-,-,81.02,-
113,臺北市,2017/04/14,松山,4.2,0.89,454.53,13.2,39,23,52.16,13.48,38.66,2.369,0.334,2.036,1.01,0.69,21.28,-,-,83.62,-
114,臺北市,2017/04/14,古亭,3.3,1,-,13.5,34,23,55.19,16.15,39.04,2.568,0.41,2.157,0.92,0.75,21.37,-,-,83.78,-
115,臺北市,2017/04/14,中山,4.3,1.1,-,11.9,40,19,63.66,19.71,43.95,2.485,0.388,2.097,1,0.73,21.95,-,-,86.27,-
116,臺北市,2017/04/14,大同,6.1,2.41,-,-,59,23,138.62,84.67,53.95,3.409,1.05,2.359,-,-,-,-,-,-,-
117,臺北市,2017/04/14,萬華,5.2,1.11,-,13.1,42,24,64.52,19.85,44.67,-,-,-,0.92,0.63,22.08,-,-,82.5,-
118,臺北市,2017/04/14,陽明,1.9,0.27,424.5,50.2,9,7,3.01,0.41,2.55,-,-,-,-,-,16.27,0.5,3.76,94.74,94.4
119,臺北市,2017/04/14,士林,2.7,0.75,-,19.5,33,16,38.35,7.76,30.59,-,-,-,0.92,0.75,21.82,-,-,83.87,-
120,臺北市,2017/04/13,松山,3.1,0.52,432.3,33.2,53,22,32.56,5.25,27.32,2.038,0.163,1.875,1.59,1.1,19.29,-,-,74.62,-
121,臺北市,2017/04/13,古亭,2,0.43,-,44.3,44,19,24.52,3.99,20.53,2.073,0.129,1.944,2.49,2.46,19.35,-,-,74.58,-
122,臺北市,2017/04/13,中山,2.5,0.62,-,31.8,50,21,37.23,7.18,30.04,2.084,0.182,1.903,2.39,2.26,20,-,-,76.94,-
123,臺北市,2017/04/13,大同,4.1,1.2,-,-,64,21,79.23,41.02,38.21,2.399,0.374,2.025,-,-,-,-,-,-,-
124,臺北市,2017/04/13,萬華,2.4,0.49,-,36.5,48,17,32.63,5.29,27.34,-,-,-,2.47,2.34,20.02,-,-,71.98,-
125,臺北市,2017/04/13,陽明,3.3,0.18,420.02,60.4,22,13,5.92,0.51,5.34,-,-,-,-,-,12.14,0.5,3.8,93.94,92.8
126,臺北市,2017/04/13,士林,4.4,0.29,-,50.2,47,18,14.86,0.99,13.84,-,-,-,2.65,2.44,20.07,-,-,71.83,-
127,臺北市,2017/04/12,松山,4.5,0.48,431.96,43.4,38,23,26.19,3.1,23.09,1.975,0.114,1.861,1.98,1.41,17.88,-,-,84.76,-
128,臺北市,2017/04/12,古亭,3.7,0.46,-,50,31,23,22.15,2.47,19.68,2.047,0.104,1.943,3.05,2.75,17.89,-,-,85.4,-
129,臺北市,2017/04/12,中山,2.7,0.61,-,41.1,31,22,30.46,4.57,25.89,2.032,0.148,1.884,2.51,2.25,18.58,-,-,86.52,-
130,臺北市,2017/04/12,大同,2.7,0.83,-,-,57,22,53.54,20.66,32.88,2.21,0.209,2.002,-,-,-,-,-,-,-
131,臺北市,2017/04/12,萬華,2.8,0.49,-,44.5,34,21,26.91,3.26,23.65,-,-,-,3.03,2.77,18.55,-,-,82.29,-
132,臺北市,2017/04/12,陽明,1.5,0.27,423.67,65.6,15,10,3.62,0.72,2.93,-,-,-,-,-,11.17,1.32,4.29,99.36,25.88
133,臺北市,2017/04/12,士林,1.3,0.37,-,56.6,30,16,10.51,1.25,9.25,-,-,-,2.8,2.44,18.6,-,-,79.09,-
134,臺北市,2017/04/11,松山,2,0.5,439.1,26.4,25,15,23.57,3.73,19.84,2.055,0.155,1.899,2.07,1.61,21.25,-,-,81.66,-
135,臺北市,2017/04/11,古亭,2,0.46,-,30,26,13,20.87,3.63,17.24,2.106,0.134,1.972,2.86,2.5,21.23,-,-,82.48,-
136,臺北市,2017/04/11,中山,1.1,0.6,-,21.6,28,13,30.06,6.7,23.36,2.093,0.179,1.914,2.67,2.12,21.93,-,-,84.65,-
137,臺北市,2017/04/11,大同,3,1.13,-,-,43,8,62.73,31.59,31.13,2.389,0.34,2.048,-,-,-,-,-,-,-
138,臺北市,2017/04/11,萬華,1,0.47,-,25.1,24,14,24.32,3.82,20.49,-,-,-,2.83,2.44,21.81,-,-,81.77,-
139,臺北市,2017/04/11,陽明,1.8,0.25,423.2,38.3,6,3,5.06,0.34,4.61,-,-,-,-,-,15.27,2.44,4.36,95.32,24.96
140,臺北市,2017/04/11,士林,1.8,0.44,-,26.5,24,11,18.3,3.52,14.78,-,-,-,2.01,1.94,21.58,-,-,84.17,-
141,臺北市,2017/04/10,松山,3.3,0.66,444.88,14,41,24,38.74,14.43,24.3,2.244,0.276,1.967,2.19,1.62,28.81,-,-,61.69,-
142,臺北市,2017/04/10,古亭,2.6,0.51,-,16.4,36,16,25.86,8.75,17.11,2.18,0.194,1.985,2.03,1.52,28.91,-,-,61.34,-
143,臺北市,2017/04/10,中山,2.7,0.86,-,10.7,48,21,44.98,19.7,25.28,2.282,0.314,1.968,1.9,1.34,29.52,-,-,63.3,-
144,臺北市,2017/04/10,大同,4.2,1.86,-,-,61,14,74.77,48.79,25.97,2.737,0.582,2.155,-,-,-,-,-,-,-
145,臺北市,2017/04/10,萬華,2.6,0.56,-,15.9,42,17,26.47,8.16,18.31,-,-,-,2.06,1.79,29.34,-,-,62.44,-
146,臺北市,2017/04/10,陽明,2.5,0.16,415.77,22.2,12,7,6.25,0.84,5.38,-,-,-,-,-,21.31,0,0,76.83,0
147,臺北市,2017/04/10,士林,3,0.4,-,16.3,44,16,20.13,5.1,15.03,-,-,-,2.66,2.16,28.94,-,-,65.74,-
148,臺北市,2017/04/09,松山,8.7,0.68,457.22,29.7,67,39,30.52,3.73,26.79,2.234,0.231,2.002,1.42,1.03,26.6,-,-,73.96,-
149,臺北市,2017/04/09,古亭,4.9,0.62,-,37.2,57,37,24.98,2.52,22.46,2.244,0.198,2.046,1.59,1.19,26.8,-,-,72.28,-
150,臺北市,2017/04/09,中山,5.8,0.7,-,27.8,60,35,32.37,5.32,27.05,2.189,0.222,1.967,1.59,0.99,27.22,-,-,76.05,-
151,臺北市,2017/04/09,大同,6.2,1.22,-,-,70,23,57.01,22.8,34.22,2.525,0.393,2.132,-,-,-,-,-,-,-
152,臺北市,2017/04/09,萬華,3.4,0.66,-,29.9,59,35,29.06,3.36,25.7,-,-,-,1.37,1,27.23,-,-,73.75,-
153,臺北市,2017/04/09,陽明,2.1,0.24,421.41,44.9,29,25,6.34,0.78,5.55,-,-,-,-,-,20.54,0,0,86.44,0
154,臺北市,2017/04/09,士林,4.5,0.53,-,24.5,55,29,23.3,4.22,19.08,-,-,-,1.42,1.17,26.43,-,-,80.22,-
155,臺北市,2017/04/08,松山,4.2,0.73,452.96,37.2,59,39,33.44,6.96,26.48,2.302,0.275,2.028,1.31,0.95,25.6,-,-,71.53,-
156,臺北市,2017/04/08,古亭,1.7,0.65,-,42.5,55,34,27.99,4.7,23.29,2.254,0.218,2.036,1.44,1.04,25.76,-,-,71.08,-
157,臺北市,2017/04/08,中山,2.6,0.68,-,36.4,59,31,30.41,4.79,25.62,2.158,0.202,1.957,1.66,1.07,26.15,-,-,73.64,-
158,臺北市,2017/04/08,大同,3.1,1.38,-,-,69,18,55,21.62,33.38,2.538,0.41,2.127,-,-,-,-,-,-,-
159,臺北市,2017/04/08,萬華,2.3,0.69,-,37,48,29,29.14,4.22,24.92,-,-,-,1.3,0.81,26.26,-,-,71.15,-
160,臺北市,2017/04/08,陽明,3.1,0.27,424.5,59,32,28,5.62,0.35,5.2,-,-,-,-,-,18.98,0,0,87.3,0
161,臺北市,2017/04/08,士林,2.5,0.59,-,34.8,49,28,22.77,2.72,20.03,-,-,-,1.51,1.39,25.36,-,-,77.78,-
162,臺北市,2017/04/07,松山,4.6,1.1,463.38,19.8,65,40,59.77,15.57,44.2,2.547,0.457,2.09,1.17,0.73,24.23,-,-,74.26,-
163,臺北市,2017/04/07,古亭,4.2,0.98,-,21.9,56,37,49.65,11.27,38.38,2.515,0.415,2.101,1.36,0.98,24.18,-,-,73.77,-
164,臺北市,2017/04/07,中山,4.5,1.28,-,13.7,65,39,68.11,21.7,46.41,2.698,0.528,2.17,1.41,0.76,24.86,-,-,77.03,-
165,臺北市,2017/04/07,大同,5.5,2.26,-,-,83,32,111.47,58.79,52.68,3.228,0.839,2.389,-,-,-,-,-,-,-
166,臺北市,2017/04/07,萬華,4.2,1.16,-,14,65,38,59.38,14.24,45.14,-,-,-,1.11,0.65,24.78,-,-,75.57,-
167,臺北市,2017/04/07,陽明,2.3,0.24,424.2,50.2,25,22,6.95,0.71,6.22,-,-,-,-,-,17.11,0.5,4.12,91.12,39.04
168,臺北市,2017/04/07,士林,3.8,0.84,-,16.4,56,33,42.6,8.94,33.66,-,-,-,1.23,0.87,23.93,-,-,82.08,-
169,臺北市,2017/04/06,松山,5.8,0.93,454.66,13,40,26,59.97,19.71,40.26,2.415,0.373,2.042,1.11,0.79,23.69,-,-,69.36,-
170,臺北市,2017/04/06,古亭,4,0.92,-,17.2,42,28,51.24,14.42,36.82,2.445,0.363,2.083,1.27,0.96,23.52,-,-,70.11,-
171,臺北市,2017/04/06,中山,4,1.06,-,16.7,46,24,59.58,20.25,39.33,2.4,0.388,2.012,1.27,0.81,24.44,-,-,67.53,-
172,臺北市,2017/04/06,大同,4.3,1.94,-,-,64,17,101.71,54.45,47.26,2.896,0.652,2.244,-,-,-,-,-,-,-
