序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
1,臺北市,2002/06/30,松山,3.2,0.61,33.3,-,15,-,21.33,3.34,17.99,-,-,-,29.41,-,-,86.0,-
2,臺北市,2002/06/30,古亭,2.0,0.81,33.5,-,39,19,-,-,-,2.531,0.34,2.19,29.56,-,-,77.0,-
3,臺北市,2002/06/30,中山,2.7,0.77,27.7,-,-,-,36.54,8.01,28.52,2.433,0.27,2.16,30.13,-,-,78.0,-
4,臺北市,2002/06/30,大同,6.5,2.34,-,-,73,-,107.04,65.08,41.96,3.069,0.89,2.18,31.07,-,-,62.0,-
5,臺北市,2002/06/30,萬華,1.9,0.74,35.5,-,53,-,18.87,0.66,18.35,-,-,-,29.71,-,-,71.0,-
6,臺北市,2002/06/30,陽明,2.0,0.26,53.0,-,17,-,5.16,0.39,4.78,-,-,-,24.31,-,85.0,61.0,-
7,臺北市,2002/06/30,士林,3.6,0.61,24.2,-,37,-,30.27,3.97,26.3,-,-,-,29.08,-,-,78.0,-
8,臺北市,2002/06/29,松山,6.5,0.85,30.3,-,15,-,37.19,10.24,26.95,-,-,-,29.97,-,-,62.0,-
9,臺北市,2002/06/29,古亭,3.0,0.76,24.8,-,38,27,-,-,-,2.385,0.46,1.93,30.59,-,-,48.0,-
10,臺北市,2002/06/29,中山,3.9,0.89,22.2,-,56,-,42.48,10.03,32.46,2.558,0.32,2.24,31.26,-,-,53.0,-
11,臺北市,2002/06/29,大同,6.9,2.23,-,-,67,-,98.02,56.41,41.61,3.114,0.87,2.24,32.38,-,-,59.0,-
12,臺北市,2002/06/29,萬華,3.9,0.85,24.7,-,53,-,28.84,4.55,24.29,-,-,-,30.83,-,-,53.0,-
13,臺北市,2002/06/29,陽明,2.6,0.32,36.9,-,21,-,8.96,0.9,8.07,-,-,-,24.28,-,86.0,53.0,-
14,臺北市,2002/06/29,士林,3.2,0.73,18.7,-,41,-,37.62,8.86,28.76,-,-,-,29.85,-,-,44.0,-
15,臺北市,2002/06/28,松山,7.4,0.96,18.7,-,31,-,55.79,21.08,34.7,-,-,-,29.66,-,-,51.0,-
16,臺北市,2002/06/28,古亭,5.0,0.92,22.1,-,39,25,-,-,-,2.453,0.48,1.98,29.74,-,-,58.0,-
17,臺北市,2002/06/28,中山,4.2,0.98,20.8,-,48,-,46.46,12.22,34.25,2.522,0.43,2.09,30.82,-,-,55.0,-
18,臺北市,2002/06/28,大同,8.0,2.86,-,-,65,-,119.39,75.13,44.27,3.356,1.28,2.07,31.83,-,-,58.0,-
19,臺北市,2002/06/28,萬華,3.7,0.84,26.4,-,52,-,27.11,2.51,24.59,-,-,-,30.18,-,-,61.0,-
20,臺北市,2002/06/28,陽明,3.7,0.36,36.2,-,23,-,13.01,1.18,11.83,-,-,-,23.76,-,89.0,52.0,-
21,臺北市,2002/06/28,士林,5.1,0.81,17.8,-,41,-,52.67,19.35,33.32,-,-,-,29.71,-,-,54.0,-
22,臺北市,2002/06/27,松山,2.6,0.71,20.5,-,36,-,36.72,13.84,22.88,-,-,-,28.43,-,-,47.0,-
23,臺北市,2002/06/27,古亭,2.1,1.0,18.8,-,35,33,44.5,16.95,27.55,2.383,0.45,1.93,28.58,-,-,71.0,-
24,臺北市,2002/06/27,中山,3.3,0.97,18.1,-,44,-,42.53,12.46,30.07,2.405,0.33,2.07,29.28,-,-,44.0,-
25,臺北市,2002/06/27,大同,8.4,3.42,-,-,61,-,138.44,93.6,44.84,3.571,1.42,2.15,30.47,-,-,57.0,-
26,臺北市,2002/06/27,萬華,2.0,0.83,30.4,-,38,-,24.97,2.7,22.28,-,-,-,28.74,-,-,75.0,-
27,臺北市,2002/06/27,陽明,1.4,0.35,43.4,-,13,-,5.89,0.43,5.46,-,-,-,23.59,-,91.0,59.0,-
28,臺北市,2002/06/27,士林,2.2,0.65,31.0,-,32,-,29.53,4.9,24.63,-,-,-,28.89,-,-,63.0,-
