序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
1,臺北市,2006/11/30,松山,3.1,0.69,408.77,21.0,26,32,21.0,31.25,6.04,25.21,2.293,0.228,2.07,20.63,-,82.97,32.0,-
2,臺北市,2006/11/30,古亭,2.9,0.8,-,16.1,18,37,22.0,39.04,11.06,27.98,2.186,0.223,1.96,20.25,-,81.8,37.0,-
3,臺北市,2006/11/30,中山,3.1,1.01,-,10.8,15,33,21.0,51.53,16.63,34.9,2.371,0.308,2.06,20.72,-,72.64,33.0,-
4,臺北市,2006/11/30,萬華,5.7,0.91,-,17.0,24,32,-,36.28,7.94,28.35,-,-,-,21.48,-,81.94,32.0,-
5,臺北市,2006/11/30,陽明,1.7,0.33,396.49,23.3,25,9,8.0,2.36,1.07,1.29,-,-,-,13.7,-,99.43,21.0,-
6,臺北市,2006/11/30,士林,2.1,0.58,-,24.3,35,33,17.0,20.03,2.9,17.13,-,-,-,21.08,-,78.02,33.0,-
7,臺北市,2006/11/29,松山,6.3,0.67,409.29,20.1,26,24,19.0,37.01,11.15,25.86,2.251,0.236,2.02,20.57,-,88.45,30.0,-
8,臺北市,2006/11/29,古亭,5.5,0.73,-,20.0,26,29,18.0,34.89,11.14,23.75,2.078,0.18,1.9,20.52,-,84.8,29.0,-
9,臺北市,2006/11/29,中山,5.1,0.86,-,14.8,21,28,17.0,43.1,14.89,28.21,2.224,0.23,1.99,20.57,-,78.34,28.0,-
10,臺北市,2006/11/29,萬華,6.7,0.79,-,20.4,25,23,-,31.96,7.52,24.44,-,-,-,21.76,-,85.49,26.0,-
11,臺北市,2006/11/29,陽明,1.3,0.33,395.67,23.3,24,5,3.0,2.61,1.31,1.3,-,-,-,14.47,-,99.78,22.0,-
12,臺北市,2006/11/29,士林,3.5,0.52,-,26.8,31,27,12.0,18.01,3.0,15.01,-,-,-,21.06,-,82.82,30.0,-
13,臺北市,2006/11/28,松山,5.3,0.71,412.6,14.2,25,24,20.0,45.98,14.67,31.31,2.308,0.264,2.04,19.37,-,88.86,25.0,-
14,臺北市,2006/11/28,古亭,3.1,0.71,-,17.3,27,30,23.0,36.96,12.81,24.15,2.091,0.187,1.9,18.84,-,86.57,30.0,-
15,臺北市,2006/11/28,中山,5.2,0.92,-,9.8,20,35,20.0,55.07,22.45,32.62,2.311,0.29,2.02,19.25,-,79.55,35.0,-
16,臺北市,2006/11/28,萬華,6.0,0.89,-,16.0,27,28,-,39.31,11.99,27.32,-,-,-,20.4,-,86.16,28.0,-
17,臺北市,2006/11/28,陽明,1.7,0.29,395.71,22.3,25,5,4.0,3.23,1.49,1.74,-,-,-,13.4,-,98.99,30.0,-
18,臺北市,2006/11/28,士林,4.1,0.54,-,21.9,31,31,16.0,24.25,4.69,19.57,-,-,-,19.48,-,86.15,31.0,-
19,臺北市,2006/11/27,松山,3.9,0.85,421.5,16.9,26,30,18.0,46.01,13.82,32.18,2.471,0.33,2.14,21.54,-,84.1,30.0,-
20,臺北市,2006/11/27,古亭,4.8,0.88,-,13.8,21,38,20.0,45.59,16.89,28.7,2.248,0.289,1.96,21.02,-,82.91,38.0,-
21,臺北市,2006/11/27,中山,4.1,1.18,-,10.7,16,35,25.0,60.68,24.53,36.15,2.533,0.397,2.14,21.46,-,74.53,35.0,-
22,臺北市,2006/11/27,萬華,4.3,0.99,-,17.2,27,29,-,43.82,14.44,29.38,-,-,-,22.47,-,82.61,29.0,-
23,臺北市,2006/11/27,陽明,1.5,0.3,397.98,22.3,25,8,6.0,3.76,1.14,2.62,-,-,-,16.23,-,-,29.0,-
24,臺北市,2006/11/27,士林,3.1,0.83,-,19.6,36,34,15.0,37.42,14.26,23.17,-,-,-,21.63,-,80.98,34.0,-
25,臺北市,2006/11/26,松山,7.6,0.75,423.96,26.0,53,45,32.0,45.42,19.07,26.36,2.489,0.27,2.22,24.55,-,78.3,64.0,-
26,臺北市,2006/11/26,古亭,4.6,0.79,-,24.5,51,48,35.0,36.2,10.12,26.08,2.3,0.247,2.05,25.18,-,73.21,67.0,-
27,臺北市,2006/11/26,中山,7.2,1.07,-,15.3,30,58,37.0,67.39,30.74,36.65,2.611,0.349,2.26,24.47,-,70.19,54.0,-
28,臺北市,2006/11/26,萬華,3.3,0.81,-,27.1,53,45,-,32.91,7.86,25.05,-,-,-,25.61,-,76.79,70.0,-
29,臺北市,2006/11/26,陽明,3.4,0.25,397.35,20.9,25,23,-,5.56,1.02,4.55,-,-,-,19.19,-,87.0,26.0,-
30,臺北市,2006/11/26,士林,4.3,0.73,-,26.0,50,50,30.0,30.84,7.95,22.89,-,-,-,24.44,-,78.02,52.0,-
31,臺北市,2006/11/25,松山,9.9,0.62,410.84,20.8,28,44,30.0,34.58,7.64,26.95,2.262,0.221,2.04,23.09,-,80.99,44.0,-
32,臺北市,2006/11/25,古亭,7.2,0.72,-,19.7,23,52,34.0,37.58,10.14,27.44,2.15,0.207,1.94,23.36,-,76.91,51.0,-
33,臺北市,2006/11/25,中山,9.3,0.8,-,14.5,19,47,31.0,44.03,13.05,30.98,2.227,0.212,2.02,23.22,-,71.41,47.0,-
34,臺北市,2006/11/25,萬華,6.4,0.77,-,20.8,27,44,-,34.85,6.67,28.18,-,-,-,24.34,-,78.45,44.0,-
35,臺北市,2006/11/25,陽明,2.4,0.31,394.8,21.1,22,22,19.0,5.06,0.88,4.17,-,-,-,17.83,-,93.0,22.0,-
36,臺北市,2006/11/25,士林,3.6,0.67,-,23.7,40,56,29.0,27.3,6.35,20.95,-,-,-,23.48,-,78.02,53.0,-
37,臺北市,2006/11/24,松山,8.1,0.69,414.83,28.2,36,38,28.0,32.78,6.93,25.85,2.268,0.226,2.04,22.06,-,75.43,38.0,-
38,臺北市,2006/11/24,古亭,6.2,0.76,-,26.8,33,48,32.0,36.24,9.76,26.47,2.112,0.201,1.91,22.13,-,72.19,48.0,-
39,臺北市,2006/11/24,中山,5.9,0.87,-,21.8,26,43,28.0,40.03,10.44,29.59,2.199,0.226,1.97,22.15,-,65.59,43.0,-
40,臺北市,2006/11/24,萬華,7.6,0.69,-,29.8,36,39,-,27.32,4.6,22.73,-,-,-,23.18,-,73.31,39.0,-
41,臺北市,2006/11/24,陽明,2.6,0.39,401.05,27.5,31,19,17.0,4.19,1.11,3.08,-,-,-,14.98,-,95.0,27.0,-
42,臺北市,2006/11/24,士林,4.3,0.52,-,38.5,41,43,23.0,15.1,2.46,12.64,-,-,-,22.7,-,70.17,43.0,-
43,臺北市,2006/11/23,松山,5.1,0.9,418.77,-,25,34,25.0,43.85,12.16,31.69,2.409,0.364,2.05,22.99,-,77.53,38.0,-
44,臺北市,2006/11/23,古亭,3.6,1.04,-,14.6,26,45,24.0,53.23,22.13,31.1,2.519,0.448,2.07,22.19,-,81.18,45.0,-
45,臺北市,2006/11/23,中山,4.8,1.38,-,10.7,21,45,28.0,74.54,37.1,37.44,2.74,0.549,2.19,22.63,-,72.27,45.0,-
46,臺北市,2006/11/23,萬華,4.8,1.14,-,15.8,32,36,-,53.08,21.79,31.28,-,-,-,23.48,-,80.74,36.0,-
47,臺北市,2006/11/23,陽明,2.2,0.29,396.22,21.7,25,15,12.0,3.77,1.06,2.72,-,-,-,16.02,-,94.0,26.0,-
48,臺北市,2006/11/23,士林,3.2,0.78,-,13.1,24,-,17.0,35.07,12.52,22.55,-,-,-,22.71,-,80.77,35.0,-
49,臺北市,2006/11/22,松山,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8.0,-
50,臺北市,2006/11/22,古亭,5.0,0.98,-,15.7,22,38,23.0,53.76,18.45,35.31,2.319,0.385,1.93,22.2,-,85.73,38.0,-
51,臺北市,2006/11/22,中山,5.4,1.06,-,13.2,21,32,22.0,65.84,26.91,38.93,2.422,0.354,2.07,22.43,-,77.79,32.0,-
52,臺北市,2006/11/22,萬華,5.4,1.1,-,16.8,24,32,-,55.91,18.4,37.51,-,-,-,23.47,-,86.31,34.0,-
53,臺北市,2006/11/22,陽明,1.7,0.2,389.84,20.0,21,7,6.0,4.39,0.98,3.41,-,-,-,16.99,-,93.0,19.0,-
54,臺北市,2006/11/22,士林,3.1,0.61,-,20.6,29,-,13.0,34.92,6.93,27.99,-,-,-,22.68,-,84.92,40.0,-
55,臺北市,2006/11/21,松山,6.9,0.58,405.12,24.3,26,40,26.0,36.43,9.67,26.75,2.243,0.211,2.03,22.66,-,84.89,40.0,-
56,臺北市,2006/11/21,古亭,7.2,0.68,-,22.5,28,38,26.0,36.17,9.78,26.38,2.024,0.188,1.84,22.67,-,82.69,38.0,-
57,臺北市,2006/11/21,中山,6.1,0.74,-,20.0,22,37,24.0,38.8,10.35,28.45,2.122,0.191,1.93,22.87,-,75.26,37.0,-
58,臺北市,2006/11/21,萬華,8.2,0.66,-,24.9,28,32,-,28.83,5.09,23.74,-,-,-,23.93,-,82.64,32.0,-
59,臺北市,2006/11/21,陽明,1.4,0.24,390.78,28.8,30,5,3.0,2.6,1.09,1.51,-,-,-,16.48,-,96.0,26.0,-
60,臺北市,2006/11/21,士林,4.7,0.35,-,35.8,39,35,20.0,15.88,2.4,13.48,-,-,-,23.51,-,79.15,35.0,-
61,臺北市,2006/11/20,松山,4.3,0.7,410.44,22.1,30,44,32.0,33.76,7.85,25.91,2.254,0.225,2.03,22.6,-,83.61,44.0,-
62,臺北市,2006/11/20,古亭,4.7,0.78,-,22.0,29,51,34.0,33.49,9.66,23.84,2.051,0.198,1.85,22.61,-,80.8,50.0,-
63,臺北市,2006/11/20,中山,4.2,0.95,-,16.9,26,45,28.0,40.53,12.8,27.73,2.189,0.184,2.01,22.82,-,72.92,45.0,-
64,臺北市,2006/11/20,萬華,5.5,0.86,-,21.2,28,42,-,31.07,5.98,25.09,-,-,-,23.76,-,81.23,42.0,-
65,臺北市,2006/11/20,陽明,1.7,0.4,398.79,24.1,26,7,5.0,3.45,0.84,2.6,-,-,-,15.96,-,94.0,23.0,-
66,臺北市,2006/11/20,士林,2.4,0.58,-,27.0,37,45,21.0,18.44,2.31,16.14,-,-,-,23.32,-,77.61,45.0,-
67,臺北市,2006/11/19,松山,5.7,0.69,412.3,23.6,39,35,24.0,37.67,8.28,29.39,2.335,0.235,2.1,24.34,-,83.86,57.0,-
68,臺北市,2006/11/19,古亭,4.7,0.75,-,24.6,44,44,33.0,35.66,7.83,27.82,2.205,0.232,1.97,24.71,-,80.42,62.0,-
69,臺北市,2006/11/19,中山,6.4,0.87,-,18.3,32,38,28.0,45.47,13.42,32.06,2.326,0.183,2.14,24.35,-,74.96,39.0,-
70,臺北市,2006/11/19,萬華,4.7,0.83,-,25.1,46,39,-,34.41,5.99,28.42,-,-,-,25.53,-,82.32,64.0,-
71,臺北市,2006/11/19,陽明,1.8,0.28,392.29,18.2,20,19,16.0,4.63,1.16,3.47,-,-,-,18.78,-,87.0,22.0,-
72,臺北市,2006/11/19,士林,4.3,0.47,-,26.0,46,43,26.0,23.6,3.21,20.39,-,-,-,24.82,-,80.84,49.0,-
73,臺北市,2006/11/18,松山,8.1,0.96,428.1,28.4,70,48,27.0,62.91,26.8,36.11,2.664,0.457,2.21,24.5,-,82.53,93.0,-
74,臺北市,2006/11/18,古亭,5.5,0.92,-,28.5,71,56,36.0,47.37,14.49,32.87,2.342,0.354,1.99,24.81,-,77.96,83.0,-
75,臺北市,2006/11/18,中山,6.1,1.02,-,20.4,48,50,30.0,53.9,16.8,37.1,2.47,0.315,2.16,24.7,-,71.21,54.0,-
76,臺北市,2006/11/18,萬華,6.3,0.98,-,24.9,61,46,-,44.67,13.08,31.6,-,-,-,25.69,-,78.77,69.0,-
77,臺北市,2006/11/18,陽明,-,-,-,-,26,-,-,-,-,-,-,-,-,-,-,84.0,31.0,-
78,臺北市,2006/11/18,士林,3.2,0.69,-,30.9,68,56,30.0,32.36,8.78,23.58,-,-,-,25.0,-,78.88,75.0,-
79,臺北市,2006/11/17,松山,9.0,0.76,417.98,12.7,26,35,-,53.7,27.01,26.69,2.567,0.376,2.19,24.14,-,84.59,35.0,-
80,臺北市,2006/11/17,古亭,6.7,0.97,-,10.4,22,42,23.0,56.4,28.31,28.09,2.34,0.345,2.0,24.37,-,80.38,42.0,-
81,臺北市,2006/11/17,中山,7.7,1.12,-,8.3,18,38,21.0,69.07,36.12,32.95,2.486,0.374,2.11,24.59,-,73.24,38.0,-
82,臺北市,2006/11/17,萬華,7.0,1.01,-,10.9,23,33,-,49.63,22.39,27.24,-,-,-,25.53,-,81.06,33.0,-
83,臺北市,2006/11/17,陽明,-,-,-,-,23,-,-,-,-,-,-,-,-,-,-,90.0,20.0,-
84,臺北市,2006/11/17,士林,3.4,0.55,-,17.9,34,38,17.0,28.49,8.54,19.95,-,-,-,24.86,-,77.45,38.0,-
85,臺北市,2006/11/16,松山,5.4,0.78,410.63,-,30,29,24.0,51.6,16.86,34.74,2.41,0.359,2.05,22.53,-,89.33,35.0,-
86,臺北市,2006/11/16,古亭,4.5,0.99,-,19.4,32,34,22.0,51.58,20.71,30.87,2.293,0.348,1.95,22.64,-,85.93,63.0,-
87,臺北市,2006/11/16,中山,4.1,1.07,-,13.2,20,39,23.0,60.91,22.16,38.75,2.432,0.335,2.1,22.59,-,79.49,39.0,-
88,臺北市,2006/11/16,萬華,4.4,1.18,-,17.9,32,29,-,49.17,16.39,32.78,-,-,-,23.63,-,86.85,59.0,-
89,臺北市,2006/11/16,陽明,2.0,0.23,388.83,18.2,22,9,7.0,3.46,1.1,2.36,-,-,-,17.21,-,92.0,20.0,-
90,臺北市,2006/11/16,士林,2.6,0.73,-,23.2,35,33,17.0,36.27,11.47,24.8,-,-,-,23.05,-,82.39,49.0,-
91,臺北市,2006/11/15,松山,7.2,0.63,402.57,31.8,44,75,56.0,40.81,8.54,32.27,2.222,0.244,1.98,20.86,-,82.81,62.0,-
92,臺北市,2006/11/15,古亭,6.5,0.65,-,29.5,43,89,63.0,31.87,7.0,24.88,2.037,0.16,1.88,20.48,-,81.01,70.0,-
93,臺北市,2006/11/15,中山,7.1,0.84,-,21.3,39,74,56.0,47.22,14.12,33.1,2.193,0.194,2.0,20.91,-,72.57,62.0,-
94,臺北市,2006/11/15,萬華,7.7,0.71,-,28.6,43,78,-,30.6,4.36,26.24,-,-,-,21.87,-,80.35,64.0,-
95,臺北市,2006/11/15,陽明,3.1,0.3,389.68,28.2,30,31,22.0,3.64,1.39,2.24,-,-,-,13.99,-,92.0,31.0,-
96,臺北市,2006/11/15,士林,4.3,0.35,-,44.2,56,72,43.0,15.17,1.69,13.48,-,-,-,21.46,-,70.78,61.0,-
97,臺北市,2006/11/14,松山,8.0,0.95,422.21,25.4,52,90,66.0,54.38,17.14,37.24,2.499,0.411,2.09,22.15,-,73.92,70.0,-
98,臺北市,2006/11/14,古亭,7.2,0.92,-,20.6,39,82,70.0,47.55,14.74,32.81,2.224,0.291,1.93,21.41,-,73.75,66.0,-
