序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
44,臺北市,2013/08/25,古亭,2.3,0.52,-,23.8,51,33,17.0,21.95,5.45,16.5,1.964,0.167,1.8,28.42,78.32,70.0
45,臺北市,2013/08/25,中山,2.9,0.66,-,19.3,44,42,30.0,32.69,9.05,23.64,2.2,0.251,1.95,29.86,70.06,58.0
46,臺北市,2013/08/25,大同,4.2,1.83,-,-,-,39,26.0,61.67,33.98,27.68,2.615,0.544,2.07,-,-,39.0
47,臺北市,2013/08/25,萬華,2.6,0.68,-,20.4,48,32,19.0,29.24,6.92,22.32,-,-,-,29.5,72.75,65.0
48,臺北市,2013/08/25,陽明,2.2,0.18,407.15,31.2,49,16,12.0,6.23,2.14,4.09,-,-,-,22.87,97.5,52.0
49,臺北市,2013/08/25,士林,2.5,0.45,-,23.9,53,35,17.0,19.94,5.45,14.48,-,-,-,29.16,77.11,66.0
50,臺北市,2013/08/24,松山,3.0,0.48,419.32,22.2,47,23,16.0,22.95,4.17,18.77,2.114,0.216,1.9,28.46,74.74,59.0
51,臺北市,2013/08/24,古亭,2.2,0.56,-,21.6,45,27,17.0,26.39,7.18,19.21,2.061,0.212,1.85,28.28,81.55,60.0
52,臺北市,2013/08/24,中山,4.7,0.75,-,17.7,40,42,26.0,38.0,11.23,26.77,2.247,0.289,1.96,29.16,75.45,48.0
53,臺北市,2013/08/24,大同,3.7,1.75,-,-,-,40,22.0,65.85,34.75,31.1,2.581,0.503,2.08,-,-,40.0
54,臺北市,2013/08/24,萬華,3.0,0.66,-,19.3,43,26,16.0,31.32,7.42,23.9,-,-,-,28.95,76.61,52.0
55,臺北市,2013/08/24,陽明,1.8,0.12,401.49,29.7,43,9,7.0,2.69,0.58,2.07,-,-,-,23.2,96.83,46.0
56,臺北市,2013/08/24,士林,2.0,0.56,-,23.9,49,26,17.0,24.96,7.14,17.83,-,-,-,28.51,82.28,52.0
57,臺北市,2013/08/23,松山,3.8,0.74,431.88,19.0,46,27,17.0,38.16,12.98,25.18,2.303,0.333,1.97,27.94,83.1,63.0
58,臺北市,2013/08/23,古亭,3.1,0.82,-,18.1,47,35,17.0,38.72,13.26,25.46,2.234,0.328,1.91,27.72,92.44,66.0
59,臺北市,2013/08/23,中山,4.1,1.03,-,13.7,35,49,30.0,52.0,23.68,28.32,2.504,0.436,2.07,28.64,83.59,49.0
60,臺北市,2013/08/23,大同,5.4,2.57,-,-,-,45,28.0,94.41,63.95,30.46,3.038,0.833,2.21,-,-,46.0
61,臺北市,2013/08/23,萬華,4.6,0.9,-,15.4,41,32,19.0,43.72,16.6,27.12,-,-,-,28.56,84.03,57.0
62,臺北市,2013/08/23,陽明,1.4,0.14,401.11,31.7,42,11,8.0,2.3,0.42,1.87,-,-,-,23.05,99.43,42.0
63,臺北市,2013/08/23,士林,2.3,0.74,-,19.2,46,29,16.0,37.08,15.65,21.43,-,-,-,27.95,87.93,54.0
64,臺北市,2013/08/22,松山,-,-,-,-,37,-,-,-,-,-,-,-,-,-,-,66.0
65,臺北市,2013/08/22,古亭,2.3,0.83,-,14.2,32,28,15.0,39.73,14.54,25.2,2.283,0.345,1.94,27.38,96.84,60.0
66,臺北市,2013/08/22,中山,3.9,1.21,-,10.2,23,37,29.0,62.21,28.61,33.61,2.53,0.467,2.06,28.15,88.24,45.0
67,臺北市,2013/08/22,大同,4.6,2.87,-,-,-,36,28.0,104.43,71.37,33.06,3.139,0.885,2.25,-,-,55.0
68,臺北市,2013/08/22,萬華,2.9,0.94,-,12.0,31,23,15.0,43.32,15.8,27.51,-,-,-,28.02,88.79,52.0
69,臺北市,2013/08/22,陽明,1.3,0.12,401.95,27.3,32,7,5.0,2.62,0.77,1.85,-,-,-,23.11,99.81,31.0
70,臺北市,2013/08/22,士林,2.6,0.65,-,16.6,33,-,17.0,33.93,13.49,20.44,-,-,-,27.39,90.58,49.0
71,臺北市,2013/08/21,松山,1.6,0.42,413.65,11.2,17,19,16.0,23.43,8.43,15.0,2.127,0.202,1.93,27.61,88.4,19.0
72,臺北市,2013/08/21,古亭,2.3,0.38,-,11.3,16,21,11.0,20.45,6.56,13.89,2.119,0.214,1.91,27.01,99.57,21.0
73,臺北市,2013/08/21,中山,2.0,0.49,-,9.4,14,36,25.0,28.02,11.75,16.27,2.201,0.219,1.98,27.7,91.73,36.0
74,臺北市,2013/08/21,大同,2.8,0.96,-,-,-,21,17.0,36.03,20.18,15.85,2.446,0.259,2.19,-,-,21.0
75,臺北市,2013/08/21,萬華,1.9,0.39,-,10.3,16,19,10.0,20.19,7.37,12.81,-,-,-,27.63,92.29,19.0
76,臺北市,2013/08/21,陽明,1.2,0.05,393.85,23.7,26,5,2.0,1.87,0.89,0.95,-,-,-,23.39,100.0,22.0
77,臺北市,2013/08/21,士林,1.5,0.22,-,17.6,25,18,10.0,12.11,3.48,8.63,-,-,-,26.95,93.37,23.0
78,臺北市,2013/08/20,松山,2.3,0.45,414.41,11.7,20,21,19.0,27.5,10.35,17.16,2.036,0.21,1.83,27.9,84.35,26.0
79,臺北市,2013/08/20,古亭,3.0,0.76,-,9.5,17,29,18.0,38.35,17.09,21.26,2.258,0.379,1.88,27.51,95.79,29.0
80,臺北市,2013/08/20,中山,1.9,0.94,-,9.6,19,45,31.0,50.4,28.33,22.07,2.381,0.406,1.98,28.24,86.82,45.0
81,臺北市,2013/08/20,大同,3.4,2.47,-,-,-,35,26.0,81.65,58.39,23.26,2.829,0.769,2.06,-,-,42.0
82,臺北市,2013/08/20,萬華,2.8,0.76,-,9.3,18,23,17.0,38.31,17.87,20.44,-,-,-,28.02,88.53,23.0
83,臺北市,2013/08/20,陽明,2.1,0.05,392.74,20.2,26,7,4.0,2.14,0.97,1.15,-,-,-,23.01,99.81,32.0
84,臺北市,2013/08/20,士林,2.0,0.5,-,12.0,18,24,17.0,26.85,9.06,17.79,-,-,-,27.07,91.18,25.0
85,臺北市,2013/08/19,松山,5.3,0.5,426.82,27.3,56,39,28.0,26.34,4.98,21.36,2.15,0.244,1.91,30.37,66.39,56.0
86,臺北市,2013/08/19,古亭,4.1,0.52,-,22.5,44,43,27.0,27.37,6.65,20.71,2.043,0.193,1.85,30.3,71.57,51.0
87,臺北市,2013/08/19,中山,6.4,0.76,-,20.5,40,59,36.0,36.94,10.54,26.41,2.343,0.371,1.97,31.04,69.06,54.0
88,臺北市,2013/08/19,大同,4.9,1.34,-,-,-,47,36.0,42.2,16.72,25.48,2.437,0.367,2.07,-,-,47.0
89,臺北市,2013/08/19,萬華,5.3,0.64,-,19.4,40,41,26.0,28.36,5.27,23.09,-,-,-,31.04,69.07,45.0
90,臺北市,2013/08/19,陽明,2.1,0.14,396.85,39.6,51,17,14.0,5.83,1.32,4.51,-,-,-,24.1,88.05,49.0
91,臺北市,2013/08/19,士林,3.7,0.35,-,32.2,52,44,30.0,16.64,1.9,14.77,-,-,-,30.29,73.96,51.0
92,臺北市,2013/08/18,松山,2.5,0.37,425.95,26.4,52,32,26.0,21.0,3.76,17.25,1.993,0.148,1.85,29.35,68.9,65.0
93,臺北市,2013/08/18,古亭,3.2,0.5,-,22.8,48,42,27.0,22.99,5.36,17.62,2.004,0.18,1.82,29.29,75.73,56.0
94,臺北市,2013/08/18,中山,4.6,0.62,-,19.9,39,55,37.0,33.01,9.51,23.5,2.176,0.234,1.94,29.92,71.63,52.0
95,臺北市,2013/08/18,大同,4.5,1.27,-,-,-,45,32.0,42.52,19.3,23.22,2.367,0.364,2.0,-,-,45.0
96,臺北市,2013/08/18,萬華,3.4,0.56,-,19.9,42,41,26.0,25.05,4.88,20.16,-,-,-,29.82,72.42,52.0
97,臺北市,2013/08/18,陽明,2.3,0.13,402.32,29.2,47,15,14.0,6.26,1.7,4.56,-,-,-,22.91,91.36,54.0
98,臺北市,2013/08/18,士林,3.6,0.37,-,28.0,53,34,25.0,19.16,4.71,14.43,-,-,-,29.02,76.94,66.0
99,臺北市,2013/08/17,松山,2.6,0.37,415.95,15.6,26,23,17.0,21.9,4.63,17.27,2.086,0.259,1.83,28.78,71.0,27.0
100,臺北市,2013/08/17,古亭,2.0,0.56,-,16.5,32,31,20.0,27.05,7.77,19.28,2.031,0.211,1.82,28.45,80.12,37.0
101,臺北市,2013/08/17,中山,3.7,0.59,-,14.0,24,43,26.0,34.84,11.96,22.88,2.134,0.243,1.89,29.2,73.87,43.0
102,臺北市,2013/08/17,大同,4.0,1.78,-,-,-,40,25.0,71.47,43.71,27.76,2.552,0.576,1.98,-,-,40.0
103,臺北市,2013/08/17,萬華,2.5,0.65,-,14.6,29,27,19.0,31.83,8.34,23.49,-,-,-,29.03,75.19,37.0
104,臺北市,2013/08/17,陽明,1.3,0.07,394.42,20.5,27,8,7.0,4.42,2.59,1.83,-,-,-,23.1,92.49,26.0
105,臺北市,2013/08/17,士林,2.9,0.37,-,20.4,35,26,17.0,19.69,4.8,14.89,-,-,-,28.87,76.55,50.0
106,臺北市,2013/08/16,松山,3.3,0.38,419.36,11.6,23,13,12.0,26.25,8.35,17.9,2.026,0.199,1.83,28.61,71.3,31.0
107,臺北市,2013/08/16,古亭,2.0,0.44,-,17.4,35,24,15.0,24.5,7.08,17.42,1.953,0.159,1.79,28.58,77.4,49.0
108,臺北市,2013/08/16,中山,3.7,0.69,-,7.8,18,37,28.0,41.95,20.05,21.9,2.227,0.305,1.92,29.06,74.39,37.0
109,臺北市,2013/08/16,大同,4.0,2.03,-,-,-,35,26.0,81.49,54.05,27.44,2.715,0.72,2.0,-,-,35.0
110,臺北市,2013/08/16,萬華,2.2,0.54,-,12.7,27,21,13.0,31.82,9.87,21.95,-,-,-,29.01,74.09,40.0
111,臺北市,2013/08/16,陽明,2.2,0.07,395.36,23.8,28,6,5.0,3.62,1.86,1.77,-,-,-,22.74,94.93,30.0
112,臺北市,2013/08/16,士林,2.4,0.3,-,20.3,34,25,12.0,17.12,4.08,13.04,-,-,-,28.56,76.99,45.0
113,臺北市,2013/08/15,松山,4.0,0.54,431.48,10.3,20,23,17.0,36.83,12.01,24.82,2.212,0.367,1.85,27.13,78.73,26.0
114,臺北市,2013/08/15,古亭,2.7,0.61,-,11.3,23,29,19.0,33.85,9.75,24.1,2.133,0.279,1.85,27.51,85.84,29.0
115,臺北市,2013/08/15,中山,4.9,0.86,-,7.5,15,43,31.0,52.01,21.43,30.58,2.315,0.384,1.93,28.0,79.0,43.0
116,臺北市,2013/08/15,大同,5.1,1.79,-,-,-,39,24.0,81.27,48.51,32.76,2.679,0.666,2.01,-,-,39.0
117,臺北市,2013/08/15,萬華,3.6,0.73,-,8.1,18,27,16.0,42.76,13.79,28.97,-,-,-,28.04,78.93,27.0
118,臺北市,2013/08/15,陽明,1.5,0.12,406.07,18.4,25,7,6.0,7.23,1.05,6.17,-,-,-,21.86,99.31,26.0
119,臺北市,2013/08/15,士林,3.5,0.47,-,12.1,21,26,17.0,27.88,6.72,21.17,-,-,-,27.35,84.49,26.0
120,臺北市,2013/08/14,松山,2.5,0.38,419.3,14.3,20,24,19.0,-,-,-,1.993,0.192,1.8,29.24,68.12,48.0
121,臺北市,2013/08/14,古亭,3.3,0.5,-,19.2,42,30,17.0,26.22,7.69,18.53,1.973,0.184,1.79,29.24,76.19,54.0
122,臺北市,2013/08/14,中山,3.6,0.66,-,15.1,34,40,28.0,36.58,13.47,23.11,2.122,0.26,1.86,30.09,69.29,41.0
123,臺北市,2013/08/14,大同,3.5,1.74,-,-,-,38,28.0,66.86,39.74,27.12,2.517,0.569,1.95,-,-,38.0
124,臺北市,2013/08/14,萬華,2.6,0.52,-,15.9,35,30,17.0,26.77,6.22,20.55,-,-,-,29.91,70.42,40.0
125,臺北市,2013/08/14,陽明,1.4,0.11,400.6,27.4,37,12,10.0,4.39,1.38,3.02,-,-,-,23.27,93.86,38.0
126,臺北市,2013/08/14,士林,2.1,0.35,-,21.4,45,27,16.0,20.47,3.96,16.49,-,-,-,29.38,74.94,49.0
127,臺北市,2013/08/13,松山,0.6,0.16,408.51,12.6,14,12,12.0,9.92,4.33,5.58,1.727,0.047,1.68,31.62,54.69,13.0
128,臺北市,2013/08/13,古亭,1.6,0.18,-,11.0,14,23,11.0,12.46,5.76,6.7,1.759,0.054,1.71,31.92,59.19,23.0
129,臺北市,2013/08/13,中山,2.1,0.25,-,10.5,14,33,23.0,14.09,5.5,8.58,1.854,0.104,1.75,32.55,54.66,33.0
130,臺北市,2013/08/13,大同,3.1,1.57,-,-,-,25,18.0,63.95,49.46,14.49,2.305,0.501,1.8,-,-,25.0
131,臺北市,2013/08/13,萬華,1.4,0.24,-,8.7,11,18,9.0,16.2,6.88,9.32,-,-,-,32.4,56.37,18.0
132,臺北市,2013/08/13,陽明,1.3,0.05,394.97,14.2,16,6,4.0,2.0,0.56,1.42,-,-,-,25.15,83.7,14.0
133,臺北市,2013/08/13,士林,1.1,0.13,-,15.2,18,26,12.0,8.95,3.17,5.78,-,-,-,32.1,61.48,26.0
134,臺北市,2013/08/12,松山,1.6,0.2,413.44,10.1,13,13,13.0,14.74,6.49,8.26,1.812,0.076,1.74,31.32,55.1,13.0
135,臺北市,2013/08/12,古亭,1.4,0.2,-,9.5,13,21,16.0,13.49,5.94,7.56,1.798,0.069,1.73,31.52,59.23,21.0
136,臺北市,2013/08/12,中山,1.3,0.32,-,8.8,13,32,19.0,20.24,9.84,10.4,1.925,0.131,1.79,32.49,53.7,32.0
137,臺北市,2013/08/12,大同,2.7,1.3,-,-,-,30,20.0,63.67,49.09,14.58,2.294,0.448,1.85,-,-,30.0
138,臺北市,2013/08/12,萬華,1.4,0.27,-,7.7,12,21,11.0,19.34,8.94,10.4,-,-,-,32.29,55.41,21.0
139,臺北市,2013/08/12,陽明,1.2,0.05,395.76,15.6,18,8,5.0,2.15,0.6,1.5,-,-,-,24.95,82.27,16.0
140,臺北市,2013/08/12,士林,1.1,0.14,-,15.7,19,24,12.0,8.75,2.96,5.79,-,-,-,32.07,60.17,24.0
141,臺北市,2013/08/11,松山,2.7,0.27,423.35,20.9,47,19,20.0,15.99,4.43,11.56,1.923,0.121,1.8,30.88,58.64,61.0
142,臺北市,2013/08/11,古亭,2.4,0.28,-,21.5,44,27,17.0,14.15,3.45,10.7,1.839,0.094,1.75,30.79,63.94,60.0
143,臺北市,2013/08/11,中山,3.6,0.38,-,16.9,36,37,28.0,21.81,5.87,15.94,2.005,0.155,1.85,31.7,58.85,48.0
144,臺北市,2013/08/11,大同,3.3,1.16,-,-,-,35,24.0,54.39,34.67,19.72,2.268,0.373,1.89,-,-,35.0
145,臺北市,2013/08/11,萬華,2.7,0.34,-,17.5,37,28,19.0,19.97,5.46,14.51,-,-,-,31.52,60.27,52.0
146,臺北市,2013/08/11,陽明,2.5,0.1,399.98,22.4,33,15,9.0,6.25,1.99,4.27,-,-,-,24.01,90.52,44.0
147,臺北市,2013/08/11,士林,1.5,0.2,-,21.7,39,26,17.0,11.2,2.64,8.56,-,-,-,31.3,65.86,43.0
148,臺北市,2013/08/10,松山,4.7,0.42,434.61,38.3,78,38,30.0,21.88,4.69,17.18,2.05,0.184,1.87,30.22,65.47,82.0
149,臺北市,2013/08/10,古亭,3.8,0.46,-,31.2,65,45,28.0,22.8,4.85,17.95,1.957,0.165,1.79,30.48,70.2,69.0
150,臺北市,2013/08/10,中山,4.5,0.58,-,28.1,57,59,42.0,30.26,6.37,23.89,2.136,0.244,1.89,31.56,64.01,61.0
151,臺北市,2013/08/10,大同,5.0,1.12,-,-,-,49,37.0,51.13,24.7,26.43,2.316,0.354,1.96,-,-,49.0
152,臺北市,2013/08/10,萬華,3.0,0.43,-,27.1,56,39,28.0,29.42,7.38,22.04,-,-,-,31.33,65.68,61.0
153,臺北市,2013/08/10,陽明,2.6,0.13,401.12,39.2,62,18,15.0,6.0,1.43,4.56,-,-,-,23.96,89.68,65.0
154,臺北市,2013/08/10,士林,3.0,0.3,-,35.2,67,39,27.0,17.0,3.47,13.53,-,-,-,31.01,67.99,74.0
155,臺北市,2013/08/09,松山,7.9,0.48,439.11,40.0,75,36,31.0,25.9,2.95,22.95,2.113,0.245,1.87,31.24,61.64,80.0
156,臺北市,2013/08/09,古亭,-,-,-,-,79,51,35.0,-,-,-,-,-,-,-,-,79.0
157,臺北市,2013/08/09,中山,6.0,0.63,-,34.7,67,55,38.0,34.46,6.47,27.99,2.14,0.237,1.9,32.3,61.7,71.0
158,臺北市,2013/08/09,大同,4.9,1.37,-,-,-,53,34.0,55.02,24.67,30.35,2.426,0.425,2.0,-,-,52.0
159,臺北市,2013/08/09,萬華,4.7,0.48,-,33.3,68,43,26.0,30.43,4.47,25.96,-,-,-,32.2,62.84,70.0
160,臺北市,2013/08/09,陽明,1.9,0.15,411.99,43.7,68,-,-,7.08,1.06,6.01,-,-,-,24.52,85.71,78.0
161,臺北市,2013/08/09,士林,4.4,0.41,-,41.1,87,43,27.0,20.48,2.76,17.72,-,-,-,31.53,68.83,83.0
162,臺北市,2013/08/08,松山,6.0,0.46,435.87,30.1,66,36,28.0,25.62,4.8,20.83,2.088,0.252,1.84,31.59,61.25,78.0
163,臺北市,2013/08/08,古亭,3.6,0.51,-,26.3,55,42,26.0,25.22,5.57,19.65,2.013,0.205,1.81,31.58,69.01,66.0
164,臺北市,2013/08/08,中山,5.5,0.67,-,22.0,49,54,36.0,35.58,9.68,25.9,2.152,0.271,1.88,32.85,58.27,61.0
165,臺北市,2013/08/08,大同,6.0,2.09,-,-,-,52,32.0,74.58,41.33,33.25,2.669,0.702,1.97,-,-,51.0
166,臺北市,2013/08/08,萬華,4.6,0.55,-,20.0,50,38,24.0,26.77,4.78,21.99,-,-,-,32.81,60.2,54.0
167,臺北市,2013/08/08,陽明,2.1,0.16,417.14,36.0,53,13,10.0,7.22,0.7,6.51,-,-,-,25.35,83.08,58.0
168,臺北市,2013/08/08,士林,4.7,0.34,-,26.7,51,38,24.0,20.6,3.26,17.34,-,-,-,32.24,63.96,58.0
169,臺北市,2013/08/07,松山,3.9,0.41,427.07,31.5,62,40,32.0,22.05,3.96,18.1,2.069,0.27,1.8,30.92,68.7,70.0
170,臺北市,2013/08/07,古亭,3.5,0.54,-,22.5,43,47,31.0,24.56,4.84,19.72,1.992,0.194,1.8,30.59,77.66,55.0
171,臺北市,2013/08/07,中山,4.5,0.61,-,18.1,36,61,39.0,28.76,7.94,20.82,2.068,0.228,1.84,31.69,69.01,56.0
172,臺北市,2013/08/07,大同,6.4,2.0,-,-,-,52,38.0,66.31,38.37,27.94,2.572,0.63,1.94,-,-,51.0
173,臺北市,2013/08/07,萬華,4.5,0.56,-,18.3,36,44,28.0,25.48,4.1,21.38,-,-,-,31.56,70.4,47.0
174,臺北市,2013/08/07,陽明,2.4,0.19,420.51,31.1,45,25,20.0,9.16,1.18,7.97,-,-,-,24.39,97.36,44.0
175,臺北市,2013/08/07,士林,4.4,0.37,-,25.4,49,46,28.0,20.18,3.2,16.98,-,-,-,31.37,74.38,58.0
176,臺北市,2013/08/06,松山,5.2,0.42,422.92,22.0,46,37,26.0,24.62,4.27,20.36,2.063,0.224,1.84,30.33,69.19,51.0
177,臺北市,2013/08/06,古亭,4.4,0.46,-,19.1,34,40,23.0,25.4,6.47,18.93,1.954,0.181,1.77,30.31,73.61,46.0
178,臺北市,2013/08/06,中山,3.6,0.59,-,13.9,24,51,33.0,29.51,8.8,20.71,2.059,0.224,1.83,31.32,68.58,50.0
179,臺北市,2013/08/06,大同,4.7,1.62,-,-,-,48,31.0,62.05,35.55,26.5,2.514,0.569,1.94,-,-,48.0
180,臺北市,2013/08/06,萬華,4.2,0.55,-,15.1,26,37,23.0,27.69,6.69,21.01,-,-,-,31.22,69.84,44.0
181,臺北市,2013/08/06,陽明,2.5,0.19,421.11,39.5,43,27,22.0,7.87,1.95,5.92,-,-,-,24.06,96.39,51.0
182,臺北市,2013/08/06,士林,3.3,0.37,-,19.3,30,38,24.0,20.56,4.09,16.46,-,-,-,30.61,75.07,38.0
183,臺北市,2013/08/05,松山,5.8,0.44,422.8,37.8,70,32,26.0,21.77,2.72,19.05,1.999,0.168,1.83,31.3,59.66,67.0
184,臺北市,2013/08/05,古亭,4.5,0.47,-,31.6,54,41,26.0,23.71,4.31,19.39,1.939,0.168,1.77,31.41,63.89,57.0
185,臺北市,2013/08/05,中山,3.7,0.63,-,25.8,47,53,35.0,28.33,7.22,21.11,2.073,0.211,1.86,32.49,58.85,53.0
