序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
1,臺北市,2005/02/28,松山,1.3,0.47,388.56,24.9,-,18,-,27.04,3.26,23.78,-,-,-,14.79,-,82.78,29.0,-
2,臺北市,2005/02/28,古亭,2.3,0.66,-,14.9,-,16,10.0,47.17,11.94,35.23,2.225,0.229,2.0,13.68,-,88.38,22.0,-
3,臺北市,2005/02/28,中山,2.6,0.83,-,8.5,-,17,10.0,50.79,13.97,36.82,-,-,-,14.08,-,83.45,17.0,-
4,臺北市,2005/02/28,大同,3.4,1.06,-,8.3,-,21,-,90.52,46.79,43.73,-,-,-,13.86,-,-,21.0,-
5,臺北市,2005/02/28,萬華,1.5,0.69,-,16.7,-,15,-,34.91,4.45,30.46,-,-,-,15.39,-,87.21,20.0,-
6,臺北市,2005/02/28,陽明,0.5,0.22,381.13,49.0,-,6,-,3.69,2.19,1.5,-,-,-,7.93,-,100.0,44.0,-
7,臺北市,2005/02/28,士林,1.2,0.42,-,19.1,-,18,-,22.96,2.24,20.73,-,-,-,14.0,-,87.17,22.0,-
8,臺北市,2005/02/27,松山,3.1,0.46,389.01,26.1,-,16,-,29.65,5.86,23.78,-,-,-,15.93,-,85.01,35.0,-
9,臺北市,2005/02/27,古亭,3.6,0.56,-,22.1,-,-,8.0,39.06,10.65,28.41,2.097,0.148,1.95,15.01,-,88.08,34.0,-
10,臺北市,2005/02/27,中山,3.4,0.69,-,17.2,-,16,7.0,45.9,15.07,30.83,-,-,-,15.3,-,84.71,26.0,-
11,臺北市,2005/02/27,大同,3.3,0.86,-,14.4,24,17,-,72.61,36.34,36.27,-,-,-,15.09,-,-,17.0,-
12,臺北市,2005/02/27,萬華,4.5,0.62,-,21.4,-,15,-,37.13,8.43,28.7,-,-,-,16.92,-,86.53,31.0,-
13,臺北市,2005/02/27,陽明,0.6,0.2,379.23,50.0,-,7,-,3.35,2.12,1.23,-,-,-,9.72,-,99.0,44.0,-
14,臺北市,2005/02/27,士林,1.8,0.34,-,29.4,-,12,-,18.59,3.56,15.03,-,-,-,15.7,-,84.55,35.0,-
