序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
1,臺北市,2005/06/30,松山,5.1,0.79,407.78,27.6,-,53,31.0,38.58,11.27,27.31,-,-,-,30.14,-,66.2,52.0,-
2,臺北市,2005/06/30,古亭,4.4,0.9,-,22.2,-,47,30.0,44.56,15.86,28.7,2.476,0.338,2.14,28.4,-,74.0,50.0,-
3,臺北市,2005/06/30,中山,4.9,0.94,-,16.9,-,49,34.0,48.09,15.37,32.72,2.337,0.678,1.66,29.69,-,66.09,49.0,-
4,臺北市,2005/06/30,大同,5.5,1.17,-,16.3,-,56,36.0,63.89,27.9,35.99,-,-,-,30.4,-,-,53.0,-
5,臺北市,2005/06/30,萬華,3.9,0.84,-,27.2,-,43,-,28.31,5.13,23.18,-,-,-,30.64,-,69.66,52.0,-
6,臺北市,2005/06/30,陽明,2.5,0.17,379.92,43.5,-,17,13.0,4.54,2.09,2.44,-,-,-,23.23,-,87.0,43.0,-
7,臺北市,2005/06/30,士林,4.6,0.59,-,25.5,-,41,27.0,28.01,3.76,24.24,-,-,-,29.74,-,68.18,56.0,-
8,臺北市,2005/06/29,松山,4.8,0.66,411.76,28.1,-,44,29.0,42.81,14.71,28.11,-,-,-,29.17,-,72.68,63.0,-
9,臺北市,2005/06/29,古亭,4.4,0.92,-,23.8,-,41,30.0,46.69,15.16,31.53,2.511,0.354,2.16,28.1,-,76.67,56.0,-
10,臺北市,2005/06/29,中山,5.5,1.02,-,19.3,-,48,34.0,55.31,20.91,34.4,2.388,0.719,1.67,28.89,-,71.61,48.0,-
11,臺北市,2005/06/29,大同,5.6,1.1,-,19.9,-,51,36.0,65.28,25.88,39.4,-,-,-,29.28,-,-,50.0,-
12,臺北市,2005/06/29,萬華,4.0,0.9,-,30.7,-,41,-,35.83,9.93,25.9,-,-,-,29.86,-,74.66,66.0,-
13,臺北市,2005/06/29,陽明,2.2,0.18,387.12,40.3,-,16,12.0,4.55,1.39,3.15,-,-,-,22.1,-,89.0,52.0,-
14,臺北市,2005/06/29,士林,4.9,0.57,-,29.0,-,38,27.0,27.11,8.38,18.73,-,-,-,28.5,-,76.51,61.0,-
15,臺北市,2005/06/28,松山,6.3,0.76,409.95,17.0,-,46,29.0,45.34,18.23,27.1,-,-,-,29.12,-,72.06,49.0,-
16,臺北市,2005/06/28,古亭,7.9,0.9,-,10.3,-,45,29.0,55.22,26.28,28.94,2.58,0.461,2.12,27.95,-,77.19,45.0,-
17,臺北市,2005/06/28,中山,8.0,1.19,-,9.6,-,46,30.0,71.95,37.69,34.26,2.661,0.902,1.76,28.78,-,71.74,46.0,-
18,臺北市,2005/06/28,大同,8.0,1.27,-,8.4,-,51,33.0,82.24,43.76,38.49,-,-,-,28.85,-,-,50.0,-
19,臺北市,2005/06/28,萬華,8.1,0.86,-,12.4,-,40,-,46.39,19.19,27.2,-,-,-,29.75,-,74.84,40.0,-
20,臺北市,2005/06/28,陽明,4.3,0.19,392.47,33.4,-,22,16.0,8.37,2.08,6.27,-,-,-,21.93,-,90.0,54.0,-
21,臺北市,2005/06/28,士林,6.4,0.63,-,17.2,-,43,23.0,36.51,12.74,23.77,-,-,-,28.5,-,76.18,57.0,-
22,臺北市,2005/06/27,松山,5.8,0.96,420.9,-,-,50,30.0,51.66,21.04,30.62,-,-,-,29.19,-,74.08,50.0,-
23,臺北市,2005/06/27,古亭,5.2,1.1,-,10.2,-,48,32.0,57.03,26.24,30.78,2.646,0.493,2.15,27.74,-,81.06,52.0,-
24,臺北市,2005/06/27,中山,6.0,1.27,-,8.3,-,52,33.0,66.27,31.84,34.44,2.604,0.861,1.74,28.92,-,73.19,51.0,-
25,臺北市,2005/06/27,大同,6.3,1.59,-,9.8,-,58,38.0,90.84,52.5,38.34,-,-,-,29.0,-,-,54.0,-
26,臺北市,2005/06/27,萬華,4.4,1.25,-,15.5,-,44,-,50.26,20.65,29.6,-,-,-,29.45,-,80.07,65.0,-
27,臺北市,2005/06/27,陽明,2.9,0.17,388.89,30.6,-,17,13.0,5.6,0.72,4.85,-,-,-,21.9,-,90.0,50.0,-
28,臺北市,2005/06/27,士林,5.9,0.85,-,15.0,-,44,27.0,39.05,16.07,22.98,-,-,-,28.63,-,77.59,57.0,-
